Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5
I2,21/09/02,Ternana,Cagliari,0,1,A,0,0,D,2.2,2.625,3.4,2.15,2.65,3.5,2.1,2.5,3.3,,,,2.2,2.625,3.4,2.2,2.6,3.25,1.95,1.65
I2,21/09/02,Venezia,Verona,1,1,D,1,0,H,2.2,2.625,3.4,2.15,2.6,3.6,2.1,2.5,3.3,,,,2.1,2.7,3.6,2.1,2.6,3.5,1.85,1.75
I2,21/09/02,Vicenza,Ancona,1,1,D,1,1,D,2,2.75,3.8,2.1,2.65,3.62,2.1,2.5,3.3,,,,2.1,2.7,3.6,2,2.7,3.6,1.7,1.9
I2,28/09/02,Ancona,Ternana,1,1,D,0,0,D,1.8,2.88,4.5,1.75,2.82,6,1.7,2.8,4.2,,,,1.75,2.8,5,1.7,2.8,5,1.85,1.75
I2,28/09/02,Bari,Napoli,0,1,A,0,0,D,2.38,2.62,3.1,2.35,2.65,3.3,2.2,2.6,3,,,,2.3,2.7,3.1,2.25,2.6,3.2,1.95,1.65
I2,28/09/02,Cagliari,Genoa,1,0,H,1,0,H,1.73,2.88,5,1.75,2.82,5.25,1.7,2.8,4.2,,,,1.75,2.8,5,1.7,2.8,5,1.95,1.65
I2,28/09/02,Messina,Lecce,0,2,A,0,0,D,2.4,2.7,3,2.5,2.62,3,2.4,2.6,2.7,,,,2.4,2.7,3,2.55,2.65,2.65,1.9,1.7
I2,28/09/02,Salernitana,Livorno,2,1,H,0,0,D,2.1,2.8,3.4,2.1,2.82,3.5,2.1,2.7,3.1,,,,2.1,2.8,3.4,2.1,2.7,3.4,1.75,1.85
I2,28/09/02,Sampdoria,Cosenza,2,1,H,0,0,D,1.57,3.25,5.5,1.51,3.45,6.25,1.5,3.2,5,,,,1.5,3.4,6,1.45,3.4,6.2,1.7,1.9
I2,28/09/02,Siena,Vicenza,0,0,D,0,0,D,2.2,2.62,3.4,2.3,2.65,3.3,2.2,2.6,3,,,,2.25,2.7,3.2,2.2,2.65,3.2,1.95,1.65
I2,28/09/02,Triestina,Palermo,2,1,H,1,0,H,2.5,2.75,2.75,2.65,2.72,2.7,2.5,2.6,2.6,,,,2.6,2.7,2.7,2.75,2.65,2.5,1.9,1.7
I2,28/09/02,Venezia,Ascoli,1,1,D,0,1,A,1.73,2.88,5,1.8,2.8,4.9,1.8,2.7,3.9,,,,1.8,2.75,4.75,1.75,2.75,4.8,1.9,1.7
I2,28/09/02,Verona,Catania,2,0,H,2,0,H,1.91,2.88,4,1.96,2.75,4.2,1.9,2.8,3.4,,,,1.909,2.8,4,1.85,2.75,4.2,1.9,1.7
I2,05/10/02,Ascoli,Messina,1,0,H,0,0,D,2,2.6,4,1.95,2.65,4.15,1.9,2.6,3.8,,,,2,2.7,3.75,1.95,2.65,4,1.95,1.65
I2,05/10/02,Catania,Ancona,0,0,D,0,0,D,2.375,2.7,3,2.32,2.65,3.25,2.2,2.6,3,,,,2.3,2.625,3.1,2.2,2.65,3.25,1.8,1.8
I2,05/10/02,Cosenza,Bari,0,2,A,0,1,A,2.25,2.6,3.4,2.2,2.6,3.45,2.2,2.6,3,,,,2.25,2.7,3.1,2.15,2.6,3.45,1.9,1.7
I2,05/10/02,Genoa,Salernitana,3,0,H,2,0,H,2.1,2.75,3.5,2.11,2.75,3.6,2.1,2.7,3.1,,,,2.1,2.6,3.6,2.05,2.8,3.4,1.8,1.8
I2,05/10/02,Lecce,Venezia,3,1,H,1,1,D,1.667,2.875,5.5,1.65,2.9,5.55,1.6,2.9,4.8,,,,1.667,3,5,1.65,2.85,5.5,1.85,1.75
I2,05/10/02,Napoli,Sampdoria,1,1,D,0,1,A,2.5,2.625,2.875,2.46,2.6,3.05,2.4,2.6,2.7,,,,2.4,2.625,3,2.4,2.65,2.9,1.85,1.75
I2,05/10/02,Palermo,Livorno,1,0,H,0,0,D,1.727,2.875,5,1.72,2.9,5.1,1.65,2.8,4.6,,,,1.667,3,5,1.65,2.85,5.5,1.75,1.85
I2,05/10/02,Siena,Cagliari,1,0,H,1,0,H,2.5,2.625,2.875,2.4,2.6,3.05,2.4,2.6,2.7,,,,2.4,2.625,3,2.3,2.65,3.05,1.9,1.7
I2,05/10/02,Ternana,Verona,1,0,H,1,0,H,2.375,2.625,3.1,2.2,2.65,3.35,2.2,2.6,3,,,,2.25,2.625,3.2,2.2,2.65,3.25,1.95,1.65
I2,05/10/02,Vicenza,Triestina,1,1,D,0,1,A,1.667,2.875,5.5,1.67,2.9,5.55,1.65,2.8,4.6,,,,1.615,3.1,5,1.7,2.8,5.25,1.75,1.85
I2,13/10/02,Ancona,Siena,1,1,D,1,1,D,1.727,2.875,5,1.77,2.8,5.2,1.7,2.7,4.4,,,,1.727,2.8,5,1.7,2.75,5.3,1.9,1.7
I2,13/10/02,Bari,Lecce,1,1,D,0,0,D,2.25,2.6,3.4,2.35,2.65,3.25,2.2,2.6,3,,,,2.25,2.625,3.2,2.2,2.6,3.35,1.92,1.7
I2,13/10/02,Cagliari,Ascoli,1,0,H,0,0,D,1.667,2.875,5.5,1.66,2.85,6.3,1.6,2.8,5,,,,1.615,2.875,6,1.6,2.9,6,1.9,1.7
I2,13/10/02,Livorno,Ternana,1,2,A,0,2,A,1.833,2.625,5,2,2.6,4.6,1.9,2.7,3.6,,,,1.85,2.7,4.5,1.95,2.7,3.9,1.95,1.65
I2,13/10/02,Messina,Vicenza,3,1,H,2,1,H,2.4,2.7,3,2.4,2.6,3.1,2.3,2.6,2.8,,,,2.4,2.625,3,2.4,2.65,2.9,1.95,1.65
I2,13/10/02,Salernitana,Palermo,3,1,H,0,0,D,2.25,2.875,3,2.35,2.7,3.3,2.3,2.6,2.8,,,,2.25,2.8,3,2.3,2.65,3.1,1.8,1.8
I2,13/10/02,Sampdoria,Catania,1,0,H,0,0,D,1.444,3.5,7,1.45,3.4,7.75,1.35,3.3,7.5,,,,1.364,3.4,8.5,1.35,3.65,8,1.7,1.9
I2,13/10/02,Triestina,Cosenza,1,0,H,1,0,H,2.1,2.5,4,2.07,2.55,4,2,2.6,3.5,,,,2.1,2.625,3.6,2,2.7,3.75,1.9,1.75
I2,13/10/02,Venezia,Genoa,0,1,A,0,0,D,1.909,2.7,4.333,1.91,2.65,4.42,1.9,2.7,3.6,,,,1.909,2.7,4.2,1.85,2.7,4.4,1.9,1.7
I2,13/10/02,Verona,Napoli,2,2,D,1,1,D,2.25,2.75,3.2,2.32,2.65,3.2,2.2,2.6,3,,,,2.3,2.7,3,2.15,2.7,3.3,1.9,1.7
I2,19/10/02,Ancona,Sampdoria,1,1,D,1,1,D,2.5,2.625,2.875,2.7,2.57,3,2.5,2.5,2.7,2.62,2.5,2.9,2.5,2.625,2.875,2.6,2.5,2.75,1.85,1.75
I2,19/10/02,Cagliari,Verona,2,1,H,1,0,H,1.833,2.875,4.333,1.85,2.8,4.65,1.85,2.7,3.7,1.91,2.62,4.5,1.85,2.8,4.333,1.8,2.7,4.5,1.9,1.7
I2,19/10/02,Catania,Salernitana,2,1,H,1,0,H,2,2.875,3.6,2,2.95,3.75,2,2.7,3.3,2,2.88,3.6,2.1,2.8,3.4,2,2.8,3.5,1.75,1.85
I2,19/10/02,Cosenza,Ascoli,1,0,H,0,0,D,1.909,2.7,4.333,1.95,2.72,4.25,1.9,2.6,3.8,1.9,2.7,4.33,2,2.8,3.75,1.9,2.65,4.2,1.95,1.65
I2,19/10/02,Genoa,Messina,1,1,D,1,1,D,1.667,2.875,5.5,1.72,2.9,5.25,1.7,2.8,4.2,1.73,2.88,5,1.7,2.875,5.2,1.65,2.8,5.5,1.9,1.7
I2,19/10/02,Lecce,Triestina,1,1,D,1,1,D,1.5,3.25,6.5,1.51,3.2,7.25,1.45,3.1,6,1.5,3.2,7,1.5,3.25,6.5,1.45,3.3,6.5,1.75,1.85
I2,19/10/02,Napoli,Livorno,0,1,A,0,1,A,1.571,3.25,5.5,1.56,3.05,7,1.5,3,5.5,1.57,3,6.5,1.571,3.1,6,1.55,3,6,1.75,1.85
I2,19/10/02,Siena,Bari,1,1,D,1,1,D,2.375,2.5,3.25,2.35,2.55,3.35,2.3,2.5,2.9,2.4,2.5,3.2,2.3,2.625,3.2,2.25,2.6,3.2,2.05,1.6
I2,19/10/02,Ternana,Venezia,1,1,D,1,0,H,1.8,2.9,4.5,1.75,2.9,5,1.75,2.8,4,1.8,2.88,4.5,1.75,2.875,4.75,1.75,2.85,4.5,1.85,1.75
I2,19/10/02,Vicenza,Palermo,1,3,A,0,1,A,2.1,2.75,3.5,2.25,2.7,3.35,2.2,2.6,3,2.1,2.75,3.5,2.2,2.7,3.3,2.2,2.6,3.3,1.9,1.7
I2,26/10/02,Ascoli,Ternana,2,0,H,1,0,H,2.25,2.6,3.4,2.35,2.65,3.25,2.2,2.6,3,2.5,2.6,2.9,2.25,2.625,3.2,2.25,2.65,3.1,2.05,1.6
I2,26/10/02,Bari,Sampdoria,1,1,D,1,0,H,2.5,2.5,3.1,2.8,2.55,2.9,2.45,2.5,2.75,2.5,2.5,3,2.5,2.5,3,2.45,2.5,3,1.95,1.65
I2,26/10/02,Cosenza,Siena,0,0,D,0,0,D,1.909,2.7,4.333,2,2.8,4.1,1.9,2.6,3.8,2,2.6,4.2,1.95,2.6,4.2,2,2.6,3.9,1.95,1.65
I2,26/10/02,Genoa,Lecce,0,0,D,0,0,D,2.375,2.7,3,2.6,2.6,3,2.3,2.6,2.8,2.3,2.62,3.25,2.3,2.625,3.1,2.3,2.6,3.1,1.9,1.7
I2,26/10/02,Livorno,Venezia,2,1,H,2,0,H,1.9,2.7,4.33,1.85,2.75,4.5,1.85,2.65,3.8,1.9,2.7,4.33,1.833,2.7,4.5,1.9,2.7,4,1.85,1.75
I2,26/10/02,Messina,Verona,2,1,H,2,0,H,2.25,2.6,3.4,2.25,2.65,3.25,2.2,2.6,3,2.2,2.62,3.4,2.25,2.625,3.2,2.25,2.65,3.1,1.9,1.7
I2,26/10/02,Palermo,Cagliari,1,1,D,1,0,H,2.1,2.75,3.5,2.07,2.6,4.1,2,2.6,3.5,2,2.62,4,2,2.6,4,2.1,2.65,3.4,1.9,1.7
I2,26/10/02,Triestina,Catania,4,0,H,2,0,H,2,2.75,3.8,2.1,2.6,3.75,2,2.6,3.5,2.1,2.62,3.75,2,2.7,3.8,1.95,2.65,4,1.9,1.7
I2,28/10/02,Salernitana,Ancona,0,2,A,0,0,D,2.2,2.625,3.4,2.3,2.75,3.3,2.1,2.6,3.3,2.2,2.62,3.4,2.15,2.7,3.3,2.05,2.7,3.5,1.8,1.8
I2,28/10/02,Vicenza,Napoli,3,3,D,1,2,A,2.25,2.75,3.2,2.45,2.6,3.15,2.35,2.6,2.75,2.3,2.6,3.25,2.3,2.7,3,2.35,2.65,2.9,1.85,1.85
I2,01/11/02,Cagliari,Lecce,1,1,D,1,0,H,2.4,2.5,3.25,2.4,2.5,3.2,2.4,2.5,2.8,2.6,2.5,2.9,2.4,2.5,3.2,2.5,2.45,3,,
I2,01/11/02,Livorno,Genoa,2,0,H,0,0,D,1.833,2.7,4.5,1.85,2.7,4.6,1.85,2.7,3.7,1.83,2.62,5,1.85,2.7,4.5,1.85,2.7,4.25,,
I2,02/11/02,Ancona,Messina,2,1,H,2,1,H,1.667,2.875,5.5,1.65,2.85,6,1.6,2.8,5,1.7,2.7,6,1.615,2.9,6,1.65,2.9,5.25,,
I2,02/11/02,Bari,Palermo,0,1,A,0,1,A,2.1,2.75,3.5,2.1,2.75,3.5,2.1,2.6,3.3,2.1,2.6,3.75,2.1,2.7,3.5,2.05,2.6,3.7,,
I2,02/11/02,Catania,Ascoli,1,1,D,0,0,D,1.833,2.7,4.5,1.85,2.7,4.6,1.85,2.7,3.7,2.1,2.6,3.75,1.833,2.8,4.333,1.85,2.7,4.25,,
I2,02/11/02,Napoli,Siena,1,2,A,1,0,H,1.667,2.875,5.5,1.65,2.85,6,1.65,2.8,4.6,1.75,2.7,5.5,1.65,2.875,5.5,1.75,2.8,4.6,,
I2,02/11/02,Sampdoria,Triestina,1,1,D,1,1,D,1.5,3.25,6.5,1.45,3.25,7.5,1.45,3.1,6,1.53,3,7,1.5,3.2,6.5,1.4,3.4,7.5,,
I2,02/11/02,Ternana,Cosenza,1,0,H,1,0,H,1.833,2.7,4.5,1.8,2.7,5,1.8,2.7,3.9,1.8,2.7,5,1.8,2.75,4.75,1.8,2.7,4.5,,
I2,02/11/02,Venezia,Salernitana,1,0,H,0,0,D,2.1,2.75,3.5,2.1,2.75,3.5,2.1,2.7,3.1,2.2,2.75,3.25,2.1,2.75,3.4,2.1,2.7,3.4,,
I2,02/11/02,Verona,Vicenza,4,2,H,3,1,H,2.1,2.75,3.5,2.15,2.7,3.4,2.1,2.6,3.3,2.2,2.62,3.4,2.1,2.7,3.5,2.1,2.7,3.4,,
I2,05/11/02,Ancona,Verona,1,1,D,1,0,H,1.83,2.8,4.5,1.88,2.8,4.6,1.75,2.7,4.2,1.8,2.7,5,1.8,2.8,4.5,1.75,2.8,4.8,1.93,1.72
I2,05/11/02,Bari,Triestina,0,0,D,0,0,D,1.91,2.62,4.5,1.8,2.75,4.7,1.75,2.8,4,1.83,2.75,4.5,1.8,2.8,4.5,,,,2.1,1.62
I2,05/11/02,Cagliari,Venezia,1,0,H,0,0,D,1.67,2.88,5.5,1.64,2.95,5.5,1.6,2.8,5,1.7,2.7,6,1.615,2.875,6,1.6,2.85,6.25,1.93,1.72
I2,05/11/02,Catania,Napoli,0,2,A,0,1,A,2.4,2.4,3.4,2.45,2.6,3,2.4,2.6,2.7,2.3,2.62,3.25,2.4,2.625,3,2.35,2.55,3.1,1.93,1.72
I2,05/11/02,Cosenza,Palermo,1,2,A,0,1,A,2.4,2.4,3.4,2.5,2.6,3,2.4,2.6,2.7,2.4,2.62,3,2.5,2.6,2.875,2.35,2.6,3.05,1.93,1.72
I2,05/11/02,Salernitana,Ascoli,1,2,A,1,1,D,2,2.7,4,1.92,2.8,4.05,1.8,2.8,3.7,2.1,2.75,3.5,1.85,2.875,4,1.9,2.75,4,1.88,1.78
I2,05/11/02,Siena,Lecce,0,0,D,0,0,D,2.4,2.4,3.4,2.5,2.55,3.1,2.4,2.5,2.8,2.4,2.5,3.25,2.4,2.5,3.1,2.4,2.6,3,2.1,1.62
I2,05/11/02,Ternana,Messina,1,0,H,1,0,H,1.73,2.75,5.5,1.8,2.85,4.9,1.75,2.8,4,1.73,2.75,5.5,1.7,2.875,5,1.75,2.85,4.7,2.16,1.62
I2,05/11/02,Vicenza,Genoa,1,0,H,1,0,H,2.1,2.62,3.75,2.05,2.75,3.75,2,2.7,3.3,2,2.62,4,2,2.75,3.75,2.1,2.7,3.45,1.93,1.72
I2,07/11/02,Sampdoria,Livorno,2,0,H,1,0,H,1.8,2.7,5,1.7,2.85,5.25,1.65,2.9,4.4,1.8,2.7,5,1.7,2.875,5,1.6,3,5.5,1.95,1.65
I2,09/11/02,Vicenza,Bari,1,1,D,1,1,D,2.2,2.62,3.4,2.1,2.6,3.75,2.2,2.6,3.1,2.3,2.62,3.25,2.2,2.625,3.4,2.25,2.6,3.2,1.95,1.65
I2,10/11/02,Ascoli,Verona,0,0,D,0,0,D,,,,2.2,2.6,3.45,2.2,2.6,3.1,2.2,2.62,3.4,2.2,2.6,3.5,2.1,2.7,3.4,1.9,1.7
I2,10/11/02,Cosenza,Cagliari,1,1,D,1,0,H,2.5,2.62,2.9,2.5,2.6,2.9,2.5,2.5,2.7,2.5,2.5,3.1,2.5,2.625,2.875,2.45,2.5,3,1.95,1.65
I2,10/11/02,Genoa,Napoli,3,1,H,1,1,D,2.5,2.62,2.9,2.5,2.65,3,2.5,2.5,2.7,2.5,2.62,2.9,2.5,2.6,2.9,2.35,2.6,3,1.85,1.75
I2,10/11/02,Lecce,Ternana,0,0,D,0,0,D,1.8,2.87,4.5,1.8,2.75,4.75,1.75,2.7,4.2,1.9,2.62,4.5,1.8,2.75,4.8,1.7,2.9,4.75,1.85,1.75
I2,10/11/02,Messina,Livorno,2,1,H,1,0,H,2.3,2.7,3.1,2.2,2.5,3.65,2.2,2.6,3.1,,,,2.25,2.7,3.2,2.25,2.7,3,1.85,1.75,,
I2,10/11/02,Palermo,Venezia,0,2,A,0,0,D,1.57,3.1,6,1.6,3,5.85,1.55,2.9,5.2,1.57,3.2,5.5,1.6,3.1,5.5,1.55,3.1,5.5,1.85,1.75,,
I2,10/11/02,Salernitana,Sampdoria,0,1,A,0,1,A,2.9,2.5,2.62,2.93,2.62,2.65,2.6,2.6,2.5,,,,2.75,2.6,2.625,2.65,2.6,2.6,1.75,1.85,,
I2,10/11/02,Triestina,Ancona,3,2,H,2,1,H,2.3,2.62,3.2,2.33,2.6,3.35,2.2,2.6,3.1,2.25,2.5,3.5,2.3,2.6,3.25,2.1,2.7,3.4,1.9,1.7,,
I2,11/11/02,Siena,Catania,4,3,H,2,2,D,1.72,2.87,5,1.7,2.95,5.4,1.7,2.8,4.2,1.8,2.7,5,1.75,2.8,5,1.7,2.9,4.75,1.95,1.65,,
I2,15/11/02,Sampdoria,Genoa,2,1,H,2,0,H,2,2.625,4,2,2.83,3.95,1.9,2.7,3.6,,,,2,2.6,4.2,1.9,2.7,4,,,,
I2,17/11/02,Ancona,Cosenza,1,0,H,0,0,D,1.727,2.75,5.5,1.72,2.75,5.5,1.7,2.8,4.2,1.75,2.7,5.5,1.75,2.7,5.5,1.7,2.8,5,,,,
I2,17/11/02,Bari,Salernitana,1,1,D,0,1,A,1.615,3.1,5.5,1.65,3,5.3,1.65,2.8,4.6,1.73,2.9,5,1.667,3.1,5,1.65,2.9,5.2,,,,
I2,17/11/02,Livorno,Ascoli,2,0,H,1,0,H,1.909,2.625,4.5,1.95,2.65,4.4,1.9,2.65,3.7,1.91,2.62,4.5,1.909,2.7,4.333,1.9,2.7,4,,,,
I2,17/11/02,Napoli,Lecce,1,1,D,1,1,D,2.3,2.5,3.4,2.3,2.55,3.42,2.3,2.6,2.8,2.38,2.5,3.3,2.3,2.5,3.4,2.25,2.6,3.2,,,,
I2,17/11/02,Ternana,Siena,1,1,D,0,0,D,2,2.5,4.5,2,2.55,4.75,1.9,2.65,3.7,2,2.5,4.5,1.95,2.6,4.333,1.9,2.7,4,,,,
I2,17/11/02,Venezia,Vicenza,1,2,A,0,0,D,2.1,2.625,3.75,2.08,2.6,3.8,2,2.6,3.5,2,2.62,4,2.1,2.6,3.75,2,2.65,3.75,,,,
I2,17/11/02,Verona,Triestina,1,0,H,1,0,H,2.2,2.625,3.4,2.2,2.65,3.6,2.1,2.6,3.3,2.2,2.6,3.5,2.1,2.6,3.75,2.05,2.6,3.7,,,,
I2,18/11/02,Catania,Palermo,2,0,H,1,0,H,2.6,2.6,2.8,2.6,2.55,2.85,2.5,2.6,2.6,2.6,2.6,2.8,2.6,2.6,2.8,2.5,2.6,2.8,,,,
I2,22/11/02,Ascoli,Ancona,1,0,H,1,0,H,2.4,2.6,3.1,2.52,2.62,3.16,2.45,2.5,2.8,2.4,2.5,3.2,2.4,2.6,3,2.4,2.5,3.1,2.22,1.57,,
I2,24/11/02,Cosenza,Venezia,1,2,A,0,2,A,2.1,2.6,3.75,2.1,2.65,3.7,2,2.6,3.1,2.1,2.62,3.75,2.1,2.625,3.6,2.1,2.55,3.7,1.95,1.65,,
I2,24/11/02,Lecce,Livorno,1,0,H,0,0,D,1.8,2.7,5,1.81,2.8,4.55,1.8,2.8,3.7,1.83,2.75,4.5,1.8,2.8,4.5,1.8,2.7,4.75,2.05,1.6
I2,24/11/02,Messina,Bari,2,2,D,0,1,A,2.25,2.6,3.4,2.3,2.55,3.35,2.3,2.5,3.1,2.3,2.6,3.3,2.3,2.5,3.4,2.3,2.5,3.3,2.05,1.6
I2,24/11/02,Palermo,Ternana,2,1,H,1,0,H,1.833,2.625,5,1.85,2.7,4.6,1.85,2.75,3.6,2,2.6,4.2,1.909,2.625,4.333,1.9,2.55,4.6,1.95,1.65
I2,24/11/02,Salernitana,Napoli,2,0,H,2,0,H,2.5,2.6,2.9,2.6,2.5,2.95,2.5,2.6,2.6,2.5,2.62,2.88,2.6,2.5,2.875,2.55,2.5,2.9,1.7,1.9
I2,24/11/02,Siena,Sampdoria,1,0,H,0,0,D,2.75,2.5,2.75,2.85,2.45,2.75,2.6,2.5,2.6,2.88,2.3,2.88,2.75,2.4,2.8,2.75,2.4,2.8,2.15,1.55
I2,24/11/02,Triestina,Cagliari,3,0,H,2,0,H,2.3,2.6,3.25,2.3,2.5,3.5,2.3,2.55,3,2.2,2.6,3.5,2.3,2.5,3.3,2.3,2.5,3.3,2.15,1.55
I2,24/11/02,Vicenza,Catania,2,1,H,1,0,H,1.909,2.625,4.5,1.9,2.65,4.5,1.9,2.6,3.8,1.9,2.7,4.33,1.9,2.6,4.5,1.9,2.6,4.4,1.85,1.75
I2,25/11/02,Genoa,Verona,2,2,D,1,2,A,2.25,2.6,3.4,2.25,2.55,3.45,2.25,2.5,3.2,2.25,2.62,3.25,2.25,2.5,3.4,2.25,2.5,3.4,2.05,1.6
I2,27/11/02,Cagliari,Messina,0,2,A,,,,,,,,,,,,,,,,,,,,,,,
I2,29/11/02,Napoli,Palermo,0,0,D,0,0,D,2.25,2.7,3.25,2.38,2.7,3.32,2.2,2.6,3.1,,,,2.25,2.625,3.3,2.2,2.6,3.3,1.92,1.77
I2,01/12/02,Ascoli,Genoa,1,1,D,1,0,H,1.909,2.7,4.333,1.93,2.62,4.6,1.9,2.65,3.7,1.9,2.7,4.33,1.909,2.7,4.333,2,2.6,3.8,2.15,1.55
I2,01/12/02,Bari,Ancona,0,0,D,0,0,D,2.2,2.625,3.4,2.15,2.55,3.85,2.2,2.6,3.1,2.1,2.62,3.75,2.2,2.6,3.5,2.2,2.6,3.3,2.25,1.5
I2,01/12/02,Cagliari,Salernitana,2,0,H,0,0,D,2,2.75,3.8,1.95,2.85,4,1.9,2.8,3.4,2,2.8,3.75,2,2.8,3.75,1.9,2.8,3.8,1.7,1.9
I2,01/12/02,Catania,Cosenza,0,2,A,0,1,A,1.909,2.75,4.2,1.9,2.7,4.6,1.85,2.8,3.5,1.9,2.62,4.5,1.909,2.7,4.333,1.9,2.7,4,1.9,1.7
I2,01/12/02,Sampdoria,Vicenza,0,0,D,0,0,D,1.6,3,6,1.63,3,6,1.55,2.9,5.2,1.67,2.8,6,1.6,3.1,5.5,1.5,3.1,6.5,1.75,1.85
I2,01/12/02,Ternana,Triestina,1,2,A,1,1,D,2.1,2.5,4,2.1,2.55,4.1,2,2.6,3.5,2.1,2.5,4,2.1,2.6,3.8,2,2.6,3.8,2.15,1.55
I2,01/12/02,Venezia,Messina,0,2,A,0,1,A,1.909,2.625,4.5,1.9,2.7,4.6,1.9,2.65,3.7,1.8,2.7,5,1.909,2.625,4.5,1.8,2.7,4.5,2.05,1.6,,
I2,01/12/02,Verona,Lecce,1,1,D,0,0,D,2.375,2.5,3.25,2.35,2.5,3.45,2.3,2.6,2.8,2.38,2.5,3.25,2.375,2.5,3.25,2.25,2.6,3.2,2.05,1.6,,
I2,02/12/02,Livorno,Siena,1,1,D,0,0,D,2.2,2.625,3.4,2.1,2.55,4.1,,,,2,2.62,4,2.1,2.6,3.75,2.05,2.6,3.7,2.05,1.6,,
I2,06/12/02,Cosenza,Messina,3,3,D,2,3,A,2.1,2.625,3.75,2.15,2.75,3.73,2.1,2.65,3.2,2.2,2.62,3.4,2.2,2.6,3.4,2.1,2.65,3.4,1.95,1.65,,
I2,08/12/02,Ancona,Cagliari,2,1,H,1,0,H,2.25,2.6,3.4,2.15,2.65,3.6,2.2,2.65,3,2.1,2.62,3.75,2.2,2.6,3.4,2.1,2.65,3.4,1.95,1.65,,
I2,08/12/02,Catania,Bari,1,0,H,1,0,H,2.25,2.6,3.4,2.25,2.55,3.5,2.2,2.6,3.1,2.2,2.6,3.5,2.25,2.6,3.25,2.2,2.6,3.25,1.95,1.65,,
