Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,GBH,GBD,GBA,IWH,IWD,IWA,SYH,SYD,SYA,WHH,WHD,WHA
I2,30/09/01,Bari,Crotone,0,2,A,0,1,A,,,,1.6,2.8,4.8,1.5,3.2,7,1.6,3,5.7
I2,30/09/01,Cittadella,Empoli,2,1,H,1,0,H,,,,2.8,2.6,2.3,3.1,2.7,2.3,3.2,2.65,2.25
I2,30/09/01,Como,Ancona,1,0,H,1,0,H,,,,2.1,2.5,3.3,2,2.62,4,2,2.6,4
I2,30/09/01,Cosenza,Reggina,0,1,A,0,0,D,,,,2.6,2.4,2.7,2.7,2.7,2.6,2.65,2.55,2.7
I2,30/09/01,Messina,Vicenza,0,0,D,0,0,D,,,,2.6,2.5,2.6,2.7,2.6,2.7,2.7,2.55,2.65
I2,30/09/01,Napoli,Cagliari,0,0,D,0,0,D,,,,1.9,2.7,3.5,1.8,2.75,5,1.8,2.8,4.5
I2,30/09/01,Pistoiese,Modena,0,0,D,0,0,D,,,,2.3,2.5,2.9,2.3,2.6,3.2,2.3,2.6,3.15
I2,30/09/01,Sampdoria,Palermo,1,2,A,0,0,D,,,,1.65,2.8,4.4,1.62,3,5.5,1.65,2.85,5.5
I2,01/10/01,Siena,Salernitana,2,1,H,0,1,A,,,,2.2,2.6,3,2.5,2.5,3.1,2.5,2.65,2.8
I2,07/10/01,Ancona,Genoa,1,1,D,0,0,D,,,,2.4,2.5,2.9,2.5,2.5,3.1,2.35,2.5,3.2
I2,07/10/01,Cagliari,Siena,1,1,D,0,0,D,,,,1.75,2.7,4.4,1.67,2.88,5.5,1.75,2.75,5
I2,07/10/01,Crotone,Cittadella,1,2,A,1,1,D,,,,1.7,2.8,4.6,1.73,2.75,5.5,1.7,2.85,5
I2,07/10/01,Empoli,Pistoiese,1,1,D,1,0,H,,,,1.5,3.2,5.4,1.44,3.25,8,1.5,3.2,6.5
I2,07/10/01,Modena,Como,3,0,H,2,0,H,,,,2,2.6,3.4,2,2.5,4.5,2,2.55,4.1
I2,07/10/01,Reggina,Palermo,1,1,D,0,0,D,,,,1.6,2.9,5,1.57,3.1,6,1.55,2.9,7
I2,07/10/01,Salernitana,Messina,1,2,A,1,0,H,,,,1.6,2.7,5.5,1.57,3,6.5,1.6,2.9,6
I2,07/10/01,Ternana,Napoli,1,2,A,1,0,H,,,,1.9,2.5,4,1.91,2.7,4.33,1.75,2.8,4.8
I2,08/10/01,Sampdoria,Bari,3,0,H,1,0,H,,,,2.2,2.6,3,2,2.5,4.33,2.1,2.6,3.6
I2,08/10/01,Vicenza,Cosenza,3,2,H,0,1,A,,,,1.6,2.7,5.5,1.5,3.25,6.5,1.5,3.1,7
I2,12/10/01,Bari,Genoa,1,0,H,1,0,H,,,,,,,2.5,2.62,3,2.4,2.5,3.1
I2,14/10/01,Cittadella,Napoli,1,2,A,0,1,A,,,,2.55,2.5,2.65,2.5,2.7,2.8,2.5,2.75,2.7
I2,14/10/01,Messina,Palermo,2,0,H,1,0,H,,,,2.4,2.4,2.9,2.3,2.5,3.4,2.4,2.5,3.1
I2,14/10/01,Modena,Cagliari,3,0,H,1,0,H,,,,1.8,2.7,3.9,1.73,2.88,5,1.9,2.75,4
I2,14/10/01,Reggina,Empoli,1,0,H,0,0,D,,,,,,,2,2.5,4.33,,,
I2,14/10/01,Salernitana,Cosenza,2,1,H,1,1,D,,,,1.9,2.5,3.8,1.73,2.88,5,1.8,2.75,4.6
I2,14/10/01,Sampdoria,Pistoiese,2,0,H,2,0,H,,,,1.5,2.9,5.5,1.5,3.25,6.5,1.5,3.1,7
I2,14/10/01,Siena,Como,0,1,A,0,0,D,,,,2.3,2.4,3,2.1,2.6,3.75,2.2,2.5,3.6
I2,14/10/01,Ternana,Ancona,0,1,A,0,0,D,,,,1.8,2.7,3.9,1.8,2.7,5,1.8,2.75,4.6
I2,15/10/01,Crotone,Vicenza,3,4,A,1,1,D,,,,2.6,2.4,2.7,2.88,2.5,2.62,2.7,2.5,2.75
I2,26/10/01,Cagliari,Reggina,0,0,D,0,0,D,2.62,2.65,2.7,2.5,2.5,2.7,2.6,2.6,2.8,2.6,2.6,2.7
I2,28/10/01,Ancona,Cittadella,0,1,A,0,0,D,1.63,2.95,5.65,1.6,2.8,5,1.57,3,6.5,1.6,2.9,6
I2,28/10/01,Como,Messina,2,1,H,0,0,D,1.75,2.85,4.85,1.65,2.8,4.6,1.67,2.88,5.5,1.75,2.65,5.25
I2,28/10/01,Cosenza,Siena,2,1,H,2,0,H,1.87,2.75,4.35,1.8,2.7,3.9,1.83,2.62,5,1.75,2.65,5.25
I2,28/10/01,Empoli,Crotone,1,0,H,0,0,D,1.58,3.05,5.9,1.55,2.9,5.2,1.5,3.2,7,1.55,3,6.5
I2,28/10/01,Genoa,Salernitana,4,0,H,1,0,H,1.72,2.85,4.85,1.7,2.8,4.2,1.73,2.88,5,1.7,2.85,5
I2,28/10/01,Napoli,Sampdoria,1,1,D,0,1,A,2.1,2.7,3.55,2.1,2.5,3.3,1.91,2.7,4.33,2,2.7,3.8
I2,28/10/01,Pistoiese,Bari,1,0,H,1,0,H,2.62,2.6,2.75,2.5,2.5,2.7,2.5,2.6,2.9,2.6,2.5,2.85
I2,28/10/01,Vicenza,Modena,0,5,A,0,3,A,1.85,2.75,4.45,1.8,2.6,4.2,1.8,2.7,5,1.75,2.65,5.25
I2,29/10/01,Palermo,Ternana,3,0,H,2,0,H,2.15,2.65,3.5,2.2,2.4,3.1,2.2,2.5,3.75,2.2,2.5,3.6
I2,01/11/01,Napoli,Vicenza,0,0,D,0,0,D,2.15,2.7,3.4,,,,,,,2.1,2.6,3.6
I2,02/11/01,Modena,Empoli,0,1,A,0,0,D,1.95,2.55,4.25,2,2.5,3.5,,,,1.8,2.7,4.6
I2,04/11/01,Bari,Napoli,0,1,A,0,1,A,2.2,2.55,3.4,2.3,2.5,2.9,,,,2.4,2.6,2.95
I2,04/11/01,Cittadella,Cagliari,0,2,A,0,2,A,2.2,2.6,3.3,2.3,2.5,2.9,,,,2.3,2.6,3.2
I2,04/11/01,Como,Vicenza,1,0,H,0,0,D,2.4,2.5,3.1,2.4,2.5,2.8,,,,2.3,2.5,3.25
I2,04/11/01,Crotone,Reggina,1,2,A,0,0,D,2.8,2.45,2.65,2.7,2.4,2.6,,,,2.7,2.5,2.7
I2,04/11/01,Messina,Cosenza,3,1,H,0,0,D,2.1,2.5,3.8,2.1,2.4,3.5,,,,2,2.6,4
I2,04/11/01,Salernitana,Ancona,2,0,H,0,0,D,2,2.65,3.8,2,2.5,3.5,,,,1.95,2.75,3.8
I2,04/11/01,Siena,Palermo,1,1,D,1,1,D,2.1,2.55,3.65,2.1,2.5,3.5,,,,2.2,2.6,3.4
I2,04/11/01,Ternana,Pistoiese,0,1,A,0,0,D,1.7,2.9,4.85,1.65,2.8,4.5,,,,1.65,2.9,5.5
I2,05/11/01,Genoa,Sampdoria,1,0,H,0,0,D,2.4,2.5,3.1,2.4,2.8,2.8,,,,2.5,2.6,2.85
I2,08/11/01,Pistoiese,Como,0,1,A,0,0,D,2.6,2.5,2.9,2.6,2.4,2.7,,,,2.6,2.45,2.9
I2,09/11/01,Napoli,Crotone,0,0,D,0,0,D,1.6,3,5.85,1.6,2.8,5,,,,1.6,2.9,6
I2,11/11/01,Cagliari,Ternana,1,1,D,0,0,D,1.85,2.7,4.6,1.85,2.6,3.9,,,,1.8,2.75,4.6
I2,11/11/01,Cosenza,Genoa,2,1,H,1,1,D,2.6,2.5,2.9,2.5,2.4,2.8,,,,2.55,2.5,2.9
I2,11/11/01,Empoli,Salernitana,3,1,H,1,0,H,1.7,3,4.8,1.65,2.9,4.4,,,,1.65,2.95,5.2
I2,11/11/01,Palermo,Modena,2,1,H,1,0,H,2.45,2.55,3.1,2.3,2.4,3,,,,2.4,2.6,2.95
I2,12/11/01,Vicenza,Ancona,2,1,H,2,0,H,1.72,3.1,4.3,1.6,2.9,4.8,,,,1.55,3.05,6
I2,16/11/01,Cittadella,Bari,0,1,A,0,1,A,2.35,2.75,2.95,2.3,2.6,2.8,,,,2.35,2.75,2.9
I2,18/11/01,Ancona,Cosenza,2,3,A,1,1,D,1.9,2.8,4.1,1.9,2.6,3.8,,,,1.9,2.65,4.3
I2,18/11/01,Como,Palermo,3,0,H,2,0,H,1.8,2.8,4.65,1.8,2.6,4,,,,1.8,2.75,4.5
I2,18/11/01,Crotone,Sampdoria,1,1,D,1,0,H,2.45,2.7,2.85,2.5,2.5,2.7,,,,2.4,2.7,2.85
I2,18/11/01,Messina,Napoli,2,1,H,1,0,H,2.7,2.65,2.63,2.5,2.4,2.8,,,,2.5,2.6,2.85
I2,18/11/01,Modena,Reggina,3,1,H,3,0,H,2.25,2.7,3.2,2.2,2.5,3.1,,,,2.2,2.6,3.35
I2,18/11/01,Salernitana,Cagliari,1,0,H,0,0,D,2.1,2.75,3.4,2,2.6,3.5,,,,1.9,2.8,3.9
I2,18/11/01,Siena,Pistoiese,0,0,D,0,0,D,1.95,2.7,4.05,1.9,2.6,3.8,,,,2,2.6,4
I2,18/11/01,Ternana,Empoli,1,1,D,1,0,H,2.55,2.65,2.8,2.4,2.5,2.8,,,,2.5,2.6,2.85
I2,19/11/01,Genoa,Vicenza,2,2,D,1,2,A,2.1,2.7,3.6,1.9,2.6,3.8,,,,2,2.7,3.75
I2,21/11/01,Bari,Siena,1,0,H,0,0,D,1.65,2.8,5.6,1.65,2.7,5,,,,1.65,2.75,6
I2,21/11/01,Reggina,Messina,0,0,D,0,0,D,1.6,2.8,6.25,1.65,2.7,5,,,,1.7,2.8,5.25
I2,21/11/01,Sampdoria,Cittadella,2,1,H,0,1,A,1.52,3.2,5.8,1.4,3.4,6,,,,1.5,3.3,6
I2,23/11/01,Cagliari,Ancona,2,0,H,0,0,D,1.75,2.9,4.5,1.8,2.7,3.9,,,,1.85,2.7,4.5
I2,25/11/01,Bari,Como,1,1,D,1,1,D,2.4,2.55,3.1,2.3,2.5,2.9,,,,2.25,2.6,3.25
I2,25/11/01,Cittadella,Ternana,2,2,D,0,1,A,2.45,2.6,2.95,2.4,2.6,2.7,,,,2.3,2.65,3.1
I2,25/11/01,Empoli,Siena,2,1,H,0,0,D,1.55,3,6.65,1.55,2.8,5.4,,,,1.5,3.1,7
I2,25/11/01,Palermo,Genoa,1,0,H,1,0,H,2.4,2.55,3.1,2.3,2.5,2.9,,,,2.3,2.6,3.2
I2,25/11/01,Pistoiese,Messina,2,1,H,1,1,D,2.2,2.6,3.45,2.2,2.5,2.9,,,,2.25,2.6,3.25
I2,25/11/01,Reggina,Napoli,3,1,H,1,0,H,2.1,2.55,3.8,2.1,2.5,3.4,,,,2.1,2.6,3.6
I2,25/11/01,Salernitana,Vicenza,0,0,D,0,0,D,2.4,2.55,3.1,2.4,2.5,2.8,,,,2.3,2.6,3.2
I2,25/11/01,Sampdoria,Modena,1,1,D,1,0,H,2.3,2.6,3.2,2.2,2.5,3.1,,,,2.2,2.65,3.25
I2,26/11/01,Crotone,Cosenza,0,2,A,0,0,D,2.4,2.55,3.1,2.3,2.5,2.9,,,,2.3,2.6,3.2
I2,30/11/01,Ternana,Salernitana,0,2,A,0,2,A,,,,,,,,,,,,
I2,02/12/01,Ancona,Pistoiese,2,1,H,1,1,D,1.9,2.75,4.2,1.9,2.6,3.8,,,,1.9,2.6,4.5
I2,02/12/01,Como,Cagliari,1,0,H,0,0,D,1.8,2.8,4.6,1.75,2.6,4.5,,,,1.7,2.75,5.4
I2,02/12/01,Cosenza,Bari,2,1,H,1,1,D,2.15,2.6,3.45,2.1,2.6,3.3,,,,2.2,2.6,3.35
I2,02/12/01,Genoa,Crotone,1,1,D,0,0,D,1.5,3.25,6.5,1.45,3,6.2,,,,1.45,3.25,7
I2,02/12/01,Messina,Sampdoria,1,1,D,1,0,H,2.35,2.5,3.3,2.3,2.5,2.9,,,,2.25,2.6,3.25
I2,02/12/01,Modena,Cittadella,4,2,H,3,0,H,1.47,3.3,6.85,1.4,3.2,6.5,,,,1.4,3.5,7.5
I2,02/12/01,Siena,Reggina,2,2,D,1,1,D,2.75,2.55,2.7,2.7,2.6,2.4,,,,2.75,2.6,2.6
I2,02/12/01,Vicenza,Empoli,1,2,A,0,0,D,2.05,2.65,3.8,2,2.6,3.5,,,,2,2.65,3.85
I2,03/12/01,Napoli,Palermo,3,2,H,1,2,A,1.95,2.6,4.3,1.9,2.6,3.8,,,,1.9,2.65,4.3
I2,07/12/01,Reggina,Salernitana,2,2,D,0,1,A,1.78,2.8,4.8,1.7,2.7,4.4,,,,1.75,2.85,4.75
I2,09/12/01,Bari,Ancona,2,1,H,2,0,H,1.75,2.8,5,1.75,2.7,4.2,,,,1.75,2.8,4.75
I2,09/12/01,Cagliari,Pistoiese,2,2,D,1,1,D,1.7,2.8,5.5,1.65,2.7,4.8,,,,1.65,2.85,5.5
I2,09/12/01,Cittadella,Messina,0,1,A,0,0,D,2.3,2.7,3.1,2.3,2.6,2.8,,,,2.25,2.7,3.1
I2,09/12/01,Crotone,Siena,1,2,A,0,0,D,1.85,2.8,4.35,1.8,2.6,4,,,,1.85,2.8,4.2
I2,09/12/01,Empoli,Como,0,1,A,0,0,D,1.9,2.7,4.3,1.9,2.5,3.9,,,,1.85,2.85,4.1
I2,09/12/01,Napoli,Cosenza,4,2,H,2,1,H,2,2.75,3.8,1.9,2.6,3.7,,,,2,2.6,4
I2,09/12/01,Palermo,Vicenza,1,3,A,0,1,A,2.25,2.7,3.2,2.3,2.6,2.8,,,,2.3,2.65,3.1
I2,09/12/01,Sampdoria,Ternana,4,2,H,3,0,H,1.65,2.9,5.6,1.6,2.8,5,,,,1.6,2.9,6
I2,10/12/01,Modena,Genoa,0,0,D,0,0,D,1.95,2.7,4,1.9,2.5,3.9,,,,1.9,2.65,4.3
I2,14/12/01,Pistoiese,Napoli,1,1,D,1,1,D,2.58,2.65,2.75,2.6,2.6,2.5,,,,2.5,2.65,2.8
I2,16/12/01,Ancona,Modena,0,3,A,0,1,A,2.52,2.6,2.88,2.4,2.6,2.7,,,,2.5,2.65,2.8
I2,16/12/01,Como,Sampdoria,3,1,H,1,1,D,2.05,2.8,3.55,2.1,2.5,3.4,,,,2,2.7,3.75
I2,16/12/01,Cosenza,Cagliari,1,0,H,0,0,D,1.95,2.85,3.8,1.9,2.6,3.8,,,,1.9,2.75,4
I2,16/12/01,Genoa,Empoli,3,3,D,3,2,H,2.18,2.65,3.4,2.1,2.5,3.4,,,,2.1,2.6,3.6
I2,16/12/01,Messina,Bari,1,2,A,1,1,D,2.18,2.65,3.4,2.1,2.6,3.2,,,,2.2,2.65,3.3
I2,16/12/01,Salernitana,Palermo,2,1,H,0,1,A,1.78,2.85,4.6,1.8,2.6,4.1,,,,1.7,2.75,5.4
I2,16/12/01,Siena,Cittadella,0,1,A,0,1,A,1.8,2.8,4.6,1.8,2.6,4.1,,,,1.8,2.75,4.6
I2,16/12/01,Ternana,Crotone,3,2,H,1,0,H,2,2.85,3.6,1.9,2.6,3.8,,,,1.9,2.75,4
I2,16/12/01,Vicenza,Reggina,1,2,A,1,2,A,1.95,2.7,4.05,2.1,2.5,3.4,,,,2,2.65,3.85
I2,19/12/01,Ancona,Sampdoria,3,2,H,0,2,A,2.45,2.65,2.95,2.5,2.6,2.6,,,,2.5,2.7,2.75
I2,19/12/01,Como,Ternana,2,0,H,1,0,H,1.48,3.3,6.7,1.4,3.2,6.5,,,,1.45,3.4,6.5
I2,19/12/01,Cosenza,Modena,0,1,A,0,0,D,2.3,2.7,3.1,2.4,2.6,2.7,,,,2.3,2.7,3
I2,19/12/01,Empoli,Cagliari,2,1,H,0,0,D,1.57,3.1,6,1.6,2.9,4.8,,,,1.5,3.2,6.5
I2,19/12/01,Genoa,Cittadella,1,1,D,1,1,D,1.45,3.6,6.3,1.4,3.2,6.5,,,,1.4,3.6,7
I2,19/12/01,Messina,Siena,1,2,A,0,1,A,1.57,3,6.3,1.65,2.8,4.6,,,,1.7,2.75,5.5
I2,19/12/01,Palermo,Crotone,2,0,H,1,0,H,1.73,2.9,4.85,1.65,2.8,4.6,,,,1.7,2.75,5.5
I2,19/12/01,Pistoiese,Reggina,1,2,A,1,0,H,2.85,2.6,2.55,2.6,2.6,2.5,,,,2.8,2.6,2.55
I2,19/12/01,Vicenza,Bari,1,0,H,1,0,H,1.98,2.75,3.85,1.9,2.7,3.6,,,,2,2.75,3.7
I2,23/12/01,Bari,Salernitana,2,2,D,2,2,D,2,2.7,3.9,2,2.6,3.5,,,,2,2.75,3.65
I2,23/12/01,Cagliari,Genoa,2,1,H,1,1,D,2.4,2.7,2.95,2.4,2.6,2.7,,,,2.45,2.6,2.9
I2,23/12/01,Cittadella,Como,2,1,H,1,0,H,3.2,2.9,2.15,2.9,2.7,2.2,,,,3,2.8,2.25
I2,23/12/01,Crotone,Pistoiese,1,2,A,0,1,A,2,2.7,3.75,2,2.6,3.5,,,,2.3,2.6,3.2
I2,23/12/01,Empoli,Ancona,5,0,H,2,0,H,1.55,3.15,6,1.55,3,5,,,,1.5,3.2,6.5
I2,23/12/01,Modena,Messina,1,1,D,1,0,H,1.6,3,5.85,1.5,3,5.3,,,,1.45,3.2,7.5
I2,23/12/01,Napoli,Siena,2,0,H,1,0,H,1.61,3,5.7,1.6,2.8,5,,,,1.55,3.1,6
I2,23/12/01,Palermo,Cosenza,1,1,D,0,0,D,2.05,2.7,3.6,2.2,2.4,3.4,,,,2.1,2.65,3.5
I2,23/12/01,Reggina,Ternana,2,0,H,1,0,H,1.55,3.1,6.25,1.5,3,5.3,,,,1.5,3.2,6.5
I2,23/12/01,Sampdoria,Vicenza,2,1,H,1,1,D,2.2,2.6,3.45,2.2,2.4,3.4,,,,2.2,2.65,3.25
I2,04/01/02,Cosenza,Empoli,0,3,A,0,1,A,2.45,2.55,3.05,2.4,2.6,2.7,,,,2.5,2.6,2.85
I2,06/01/02,Como,Napoli,0,2,A,0,1,A,1.9,2.8,4.1,2,2.6,3.5,,,,1.9,2.7,4.2
I2,06/01/02,Genoa,Reggina,1,1,D,1,0,H,2.35,2.6,3.15,2.3,2.6,2.8,,,,2.3,2.6,3.2
I2,06/01/02,Messina,Crotone,4,0,H,2,0,H,1.7,2.9,5.2,1.65,2.8,4.6,,,,1.6,2.9,6
I2,06/01/02,Pistoiese,Cittadella,1,0,H,0,0,D,2.05,2.7,3.7,2,2.6,3.5,,,,2,2.75,3.7
I2,06/01/02,Salernitana,Modena,1,1,D,1,0,H,2.2,2.75,3.25,2.2,2.6,3,,,,2.2,2.7,3.25
I2,06/01/02,Siena,Sampdoria,0,4,A,0,2,A,2.65,2.6,2.75,2.5,2.6,2.6,,,,2.65,2.65,2.65
I2,06/01/02,Ternana,Bari,1,1,D,1,0,H,2.4,2.7,2.95,2.3,2.6,2.8,,,,2.4,2.6,3
I2,06/01/02,Vicenza,Cagliari,0,0,D,0,0,D,1.75,2.9,4.75,1.7,2.8,4.2,,,,1.65,2.9,5.5
I2,07/01/02,Ancona,Palermo,3,3,D,1,1,D,2.05,2.7,3.7,2.1,2.6,3.3,,,,2.1,2.6,3.7
I2,11/01/02,Bari,Modena,1,2,A,0,0,D,2.3,2.85,2.95,2.4,2.6,2.7,,,,2.25,2.7,3.1
I2,13/01/02,Cittadella,Cosenza,2,0,H,0,0,D,2.42,2.7,2.9,2.4,2.6,2.7,,,,2.25,2.7,3.1
I2,13/01/02,Messina,Cagliari,0,2,A,0,0,D,2.1,2.75,3.45,2.1,2.6,3.3,,,,2.05,2.75,3.5
I2,13/01/02,Napoli,Genoa,2,1,H,0,0,D,1.75,2.85,4.8,1.9,2.6,3.8,,,,1.7,2.9,5
I2,13/01/02,Palermo,Empoli,1,0,H,1,0,H,2.5,2.5,3.05,2.5,2.6,2.6,,,,2.5,2.65,2.8
I2,13/01/02,Pistoiese,Vicenza,1,1,D,1,0,H,2.62,2.7,2.65,2.5,2.6,2.6,,,,2.6,2.6,2.7
I2,13/01/02,Reggina,Ancona,1,0,H,1,0,H,1.5,3.35,6.1,1.45,3.1,6,,,,1.4,3.55,7
I2,13/01/02,Sampdoria,Salernitana,2,1,H,1,1,D,1.92,2.7,4.2,1.9,2.6,3.8,,,,1.9,2.75,4
I2,13/01/02,Siena,Ternana,0,3,A,0,2,A,2.22,2.65,3.3,2.2,2.6,3,,,,2.25,2.6,3.25
I2,14/01/02,Crotone,Como,1,1,D,1,0,H,3.15,2.8,2.2,3.1,2.7,2.1,,,,3.15,2.75,2.2
I2,18/01/02,Cosenza,Sampdoria,0,0,D,0,0,D,2.58,2.7,2.7,2.5,2.6,2.6,,,,2.5,2.7,2.7
I2,20/01/02,Cagliari,Palermo,4,0,H,1,0,H,1.85,2.75,4.45,1.9,2.6,3.8,,,,1.9,2.75,4
I2,20/01/02,Como,Reggina,1,2,A,1,1,D,2.2,2.5,3.65,2.2,2.5,3.1,,,,2.15,2.65,3.35
I2,20/01/02,Empoli,Bari,5,1,H,2,0,H,1.68,2.9,5.25,1.7,2.8,4.2,,,,1.75,2.85,4.65
I2,20/01/02,Genoa,Pistoiese,1,1,D,1,0,H,1.62,2.9,5.95,1.6,2.9,4.8,,,,1.5,3.1,6.7
I2,20/01/02,Modena,Crotone,2,0,H,1,0,H,1.35,3.7,8.5,1.35,3.2,7.5,,,,1.3,4,8.5
