round,home_team,home_score,away_score,away_team,notes
15,Freiburg,2,0,Stuttgart,"(Todt 48, Cardoso 64 p)(sent off: Strunz (Stuttgart, 63))"
15,Dynamo,1,1,Karlsruher,"(Ekström 68, Schmitt 75)"
15,Bayern,2,1,Leverkusen,"(Nerlinger 43, Matthäus 74 p - Kirsten 31)(sent off: B.Schuster (Leverkusen, 81))[Nov 27]"
15,Duisburg,1,0,Frankfurt,(Hopp 2)
16,Dortmund,1,0,Duisburg,(Riedle 44)
16,K'lautern,1,1,TSV 1860,(Kuntz 81 - Winkler 54)[Dec 3]
16,Bayern,2,1,Dynamo,"(Ziege 56, 59 - Lesiak 86)(sent off: Kern (Dynamo, 80))"
16,Karlsruher,3,1,Werder,"(Häßler 42, Schmitt 78, Bender 86 - Herzog 24)"
16,Uerdingen,0,2,Freiburg,"(U.Spies 2, Cardoso 61 p)"
16,Stuttgart,2,4,M'gladbach,"(Bobic 26, Kruse 33 - Herrlich 49, Neun 78,Dahlin 83, Fach 90)"
16,Frankfurt,2,0,Hamburger,"(Legat 1 p, Furtok 88) [63 Spörl (Hamburger) m/pen]"
16,Leverkusen,3,1,1. FC Köln,"(Völler 19, Scholz 33, Münch 88 - Labbadia 21)(sent off: Baumann (Köln, 65))[Dec 4]"
16,Schalke,3,2,Bochum,"(Anderbrügge 29 p, Latal 36, Herzog 86 -Baluszynski 45, 51)(sent off: Waldoch (Bochum, 73))"
17,1. FC Köln,0,1,K'lautern,(Kuntz 32)
17,M'gladbach,1,0,Uerdingen,(Herrlich 25)
17,Bochum,0,1,Karlsruher,(Schmitt 36)[Dec 9]
17,Freiburg,3,0,Schalke,"(Cardoso 45 p, U.Spies 78, Kohl 89)[Dec 10]"
17,TSV 1860,2,1,Frankfurt,"(Dowe 9, Nowak 50 - Legat 88)"
17,Hamburger,0,4,Dortmund,"(Sammer 52, Zorc 56, 63, 78 p)"
17,Duisburg,2,0,Stuttgart,"(Westerbeek 55, Azzouzi 89)"
17,Werder,0,0,Bayern,
17,Dynamo,1,1,Leverkusen,(Ekström 69 - Völler 78)
18,Duisburg,2,0,Uerdingen,"(Hopp 33, Schütterle 80)"
18,Freiburg,2,1,Karlsruher,"(Cardoso 19, Todt 81 - Schmitt 11)"
18,1. FC Köln,3,0,Frankfurt,"(Labbadia 3, 60, Polster 51)[Feb 18]"
18,TSV 1860,1,5,Dortmund,"(Erhard 78 - Zorc 8 p, Sammer 57, Riedle 68,Chapuisat 85, Möller 88)"
18,Hamburger,0,2,Stuttgart,"(Bobic 17, Buck 44)(sent off: Dunga (Stuttgart, 74))"
18,M'gladbach,0,1,Schalke,(Herzog 84)
18,Bochum,1,2,Bayern,"(Hermann 72 - Kostadinov 37, Helmer 49)"
18,Werder,1,0,Dynamo,(Herzog 44 p)
18,K'lautern,1,0,Leverkusen,(Kuka 56)
19,Dynamo,0,2,Bochum,"(Baluszynski 19, Peschel 87)"
19,Uerdingen,4,1,Hamburger,"(Wedau 17, Krieg 35, 69, Grauer 42 - Kindvall 7)[Feb 25]"
19,Bayern,2,2,Freiburg,"(Scholl 44, Helmer 69 - Sundermann 4, Todt 29)"
19,Schalke,0,0,Duisburg,
19,Stuttgart,1,1,TSV 1860,"(Kruse 41 - Dowe 6)(sent off: Trares (TSV, 44))"
19,Dortmund,2,1,1. FC Köln,"(Tretschok 2, Chapuisat 32 - Polster 55 p)"
19,Frankfurt,1,3,K'lautern,"(Okocha 48 - Marschall 49, 76, Kuka 85)(sent off: Roth (Frankfurt, 19))"
19,Leverkusen,1,2,Werder,"(Sergio 40 - Basler 29, 82)[Feb 26]"
19,Karlsruher,2,4,M'gladbach,"(Kirjakow 7, Kastenmaier 13 p, Bender 58 p, Kastenmaier 61, Kastenmaier 75, Dahlin 84)"
20,Duisburg,0,0,Karlsruher,
20,Bochum,1,3,Werder,"(Baluszynski 1 - Bestschastnich 33, 37, Basler 83)(sent off: Hobsch (Werder, 86))[Mar 4]"
20,Hamburger,3,0,Schalke,"(Spörl 43, 79 p, Kindvall 54)(sent off: Scherr (Schalke, 69))"
20,M'gladbach,2,2,Bayern,"(Dahlin 40, Herrlich 70 - Kostadinov 42, Ziege 80)"
20,Freiburg,3,1,Dynamo,"(Heinrich 43, Zeyer 45, Cardoso 80 - Rath 37)"
20,Frankfurt,2,0,Leverkusen,"(Dickhaut 60, Okocha 86)"
20,K'lautern,1,0,Dortmund,"(Kuntz 45)(sent off: B.Schmidt (Dortmund, 52))[Mar 5]"
20,1. FC Köln,1,0,Stuttgart,(Heldt 88) [68 Kögl (Stuttgart) m/pen]
21,Werder,5,1,Freiburg,"(Basler 2, 52, Votava 27, Herzog 41 p, Vogel 50 o -U.Spies 57)"
21,Bayern,1,1,Duisburg,(Scholl 29 - Marin 66)[Mar 11]
21,Dynamo,0,3,M'gladbach,"(Neun 16, Effenberg 53, Wynhoff 89)"
21,Karlsruher,2,0,Hamburger,"(Carl 42, 54)(sent off: Ivanauskas (Hamburger, 83))"
21,Uerdingen,0,0,1. FC Köln,
21,Stuttgart,2,2,K'lautern,"(Bobic 42, Elber 73 - Kuka 46, 90)"
21,Dortmund,1,1,Frankfurt,"(Zorc 15 - Furtok 6)(sent off: Falkenmayer (Frankfurt, 82))"
21,Leverkusen,1,3,Bochum,"(Scholz 87 - Michalke 8, U.Wegmann 34, Wörns 41 o)(sent off: Kirsten (Leverkusen, 26))[Mar 12]"
21,Schalke,6,2,TSV 1860,"(Kohn 27, 42, Mulder 30, Nemec 78, Latal 79,Lehmann 84 p - Kutschera 53, Erhard 85)"
22,M'gladbach,2,0,Werder,"(Dahlin 69, Herrlich 84)"
22,K'lautern,1,1,Uerdingen,"(Kadlec 22 - Steffen 21)(sent off: Laessig (Uerdingen, 73))[Mar 18]"
22,1. FC Köln,5,1,Schalke,"(Labbadia 11, Steinmann 22, Polster 26, Greiner 50,Thon 74 o - Kohn 4)(sent off: Mulder (Schalke, 55))"
22,TSV 1860,1,0,Karlsruher,"(Winkler 34)(sent off: Bilic (Karlsruher, 70))"
22,Hamburger,1,1,Bayern,"(Scholl 67 p - Albertz 86)(sent off: Kovacevic (Hamburger, 80))"
22,Freiburg,1,2,Bochum,"(Wassmer 86 - U.Wegmann 17 p, Wosz 63)"
22,Dortmund,0,3,Leverkusen,"(Lehnhoff 31, Münch 75, Thom 76)"
22,Frankfurt,2,2,Stuttgart,"(Zchadadse 47, Weber 59 - T.Schneider 1, Bobic 69)[Mar 19]"
22,Duisburg,1,1,Dynamo,"(Weidemann 45 - Lesiak 55)(sent off: Jähnig (Dynamo, 45))[Mar 21]"
22,TSV 1860,1,1,Uerdingen,(Nowak 70 - Feldhoff 23)
23,Werder,5,1,Duisburg,"(Ramzy 18, Basler 24, Hobsch 36, M.Bode 67,Herzog 83 - Marin 78)(sent off: Schalimov (Duisburg, 28))"
23,Uerdingen,1,1,Frankfurt,(Feldhoff 68 - Binz 83)
23,Leverkusen,2,4,Freiburg,"(Völler 42, Hapal 85 - Wassmer 18, 23, Heinrich 60,Buric 82)[Mar 25]"
23,Bochum,0,2,M'gladbach,"(Kastenmaier 12, Herrlich 78)"
23,Dynamo,1,1,Hamburger,(Ordenewitz 80 o - Albertz 56)
23,Bayern,1,0,TSV 1860,(Scholl 11)
23,Karlsruher,0,0,1. FC Köln,
23,Schalke,0,1,K'lautern,(Kuntz 5)
23,Stuttgart,0,0,Dortmund,"(sent off: T.Schneider (Stuttgart, 78))"
24,Duisburg,3,1,Bochum,"(Krohm 29, Schütterle 48, Marin 64 p - Waldoch 28)"
24,Frankfurt,0,3,Schalke,"(Herzog 48, Latal 57, Dikhtjar 76)[Apr 1]"
24,1. FC Köln,3,1,Bayern,"(Thiam 43, Babbel 44, Polster 62, Polster 75)"
24,TSV 1860,3,1,Dynamo,"(Erhard 26, Winkler 48, Spies 49, Winkler 70)[13 Spies m/pen]"
24,M'gladbach,1,2,Freiburg,"(Buric 13, Wassmer 15, Dahlin 18)"
24,Stuttgart,4,2,Leverkusen,"(Elber 16, 72, Buck 32, Kienle 54 - Sergio 34 p,Völler 45) [74 Sergio (Leverkusen) m/pen](sent off: Berthold (Stuttgart, 60))"
24,Dortmund,3,1,Uerdingen,"(Kree 15, Zorc 54 p, Tanko 86 - Paßlack 88)"
24,K'lautern,0,0,Karlsruher[Apr 2],
24,Hamburger,0,0,Werder,
25,Bochum,0,0,Hamburger,
25,Uerdingen,4,1,Stuttgart,"(Paßlack 9, 52, Laessig 39, Feldhoff 87 - Dunga 61)[Apr 8]"
25,Freiburg,3,0,Duisburg,"(U.Spies 6, 86, Zeyer 23)(sent off: Azzouzi (Duisburg, 63))"
25,Dynamo,1,3,1. FC Köln,"(Jähnig 15 - Labbadia 65, Greiner 70, Polster 89)"
25,Bayern,1,1,K'lautern,(Scholl 45 - Kuntz 42)
25,Karlsruher,1,1,Frankfurt,(Bilic 31 - Anicic 54)
25,Schalke,0,0,Dortmund,
25,Leverkusen,3,1,M'gladbach,"(Thom 28, Herrlich 85, Sergio 90 - Stadler 62 o)(sent off: Nehl (M'gladbach, 8))[Apr 9]"
25,Werder,2,0,TSV 1860,"(Basler 74, Herzog 85)"
26,Hamburger,1,2,Freiburg,"(Letchkov 43 - U.Spies 35, 84)"
26,Uerdingen,0,1,Leverkusen,(Völler 20 p)
26,Dortmund,2,1,Karlsruher,"(Zorc 76 p, Sammer 86 - Metz 41) [89 Zorc (Dortmund)m/pen][Apr 15]"
26,1. FC Köln,1,1,Werder,(Higl 90 - Neubarth 68)
26,Duisburg,0,2,M'gladbach,"(Herrlich 28, Andersson 53)"
26,Stuttgart,1,1,Schalke,"(Bobic 85 - Herzog 76)(sent off: Kienle (Stuttgart, 32))"
26,Frankfurt,2,0,Bayern,"(Okocha 14, Reis 43)"
26,K'lautern,3,1,Dynamo,"(Kuntz 25, 86, Brehme 80 p - Ekström 62)[Apr 16]"
26,TSV 1860,4,0,Bochum,"(Rydlewicz 21, Winkler 29, 37, Trares 69)"
27,M'gladbach,2,1,Hamburger,"(Herrlich 10, Fach 64 - Albertz 84)"
27,Bochum,1,0,1. FC Köln,"(Frontzeck 48)(sent off: Rolff (Köln, 24))"
27,Karlsruher,3,1,Stuttgart,"(Bonan 15, Fink 18, Häßler 33 - Elber 69)[Apr 22]"
27,Freiburg,1,1,TSV 1860,(Spanring 54 - Nowak 42) [25 Braun m/pen]
27,Werder,2,2,K'lautern,"(M.Bode 50, 60 - Brehme 9, Marschall 18)"
27,Dynamo,1,2,Frankfurt,"(Dittgen 37, Binz 79, Anicic 87) (sent off: Jeremies (72))"
27,Bayern,2,1,Dortmund,"(Zickler 51, Ziege 69 - Ricken 82)"
27,Schalke,2,0,Uerdingen,"(Müller 62, Mulder 81)"
27,Leverkusen,2,0,Duisburg,"(Lehnhoff 40, Völler 66)"
28,1. FC Köln,2,0,Freiburg,"(Labbadia 24, Greiner 88)"
28,Hamburger,3,0,Duisburg,"(Hubtchev 32, Ivanauskas 56, 88)[Apr 29]"
28,TSV 1860,2,0,M'gladbach,"(Bodden 24, Dowe 74)"
28,Schalke,3,2,Leverkusen,"(Herzog 48, 76, Eigenrauch 80 - Völler 58,Kirsten 77)"
28,Uerdingen,0,0,Karlsruher,
28,Stuttgart,0,2,Bayern,"(Scholl 42 p, Zickler 74) [73 Elber (Stuttgart)m/pen]"
28,Dortmund,2,0,Dynamo,"(Tretschok 72, 90)(sent off: Pilz (Dynamo, 87))"
28,K'lautern,3,1,Bochum,"(Marschall 18, Hamann 35, Kuka 47 - Waldoch 74)[45 Kuntz (K'lautern) m/pen][Apr 30]"
28,Frankfurt,0,0,Werder,
29,Freiburg,4,1,K'lautern,"(Zeyer 5, Heinrich 68, 88, Kohl 72 - Kuka 34)"
29,Duisburg,1,1,TSV 1860,"(Wohlert 56 - Erhard 39)(sent off: Winkler (TSV, 87))[May 6]"
29,M'gladbach,0,0,1. FC Köln,
29,Bochum,0,1,Frankfurt,"(Komljenovic 44)(sent off: Bommer (Bochum, 70))"
29,Dynamo,1,1,Stuttgart,(Jeremies 50 - Berthold 88)
29,Bayern,2,1,Uerdingen,"(Nerlinger 13, Scholl 51 - Steffen 32 p)"
29,Karlsruher,2,2,Schalke,"(Fink 28, Tarnat 87 - A.Müller 41, Büskens 84)"
29,Leverkusen,3,1,Hamburger,"(Sergio 66, Völler 69 p, Kirsten 86 - Fischer 10)(sent off: Schnoor (Hamburger, 65))[May 7]"
29,Werder,3,1,Dortmund,"(Herzog 54, Basler 59, 87 - Möller 90 p)(sent off: Ramzy (Werder, 72))"
30,Uerdingen,3,1,Dynamo,"(Feldhoff 33, Bittengel 66, Paßlack 87 - Beuchel 20)(sent off: Lesiak (Dynamo, 90))"
30,Karlsruher,2,4,Leverkusen,"(Schmitt 19, 64 - Kirsten 28, 50, 89, Völler 43)(sent off: Nowotny (Karlsruher, 75))[May 13]"
30,1. FC Köln,0,3,Duisburg,"(Nijhuis 18, Hopp 47, Löbe 87)"
30,TSV 1860,1,1,Hamburger,(Bodden 38 - Breitenreiter 79)
30,Stuttgart,1,4,Werder,"(T.Schneider 56 - Hobsch 38, 49, M.Bode 45,Basler 80)"
30,Dortmund,3,1,Bochum,"(Zorc 54 p, Möller 57, Reuter 81 - U.Wegmann 64)(sent off: Reekers (Bochum, 75))"
30,Frankfurt,1,2,Freiburg,"(Komljenovic 5 - Cardoso 16, Köpke 52 o)"
30,K'lautern,2,2,M'gladbach,"(Marschall 34, Sforza 64 - Herrlich 22, Fach 67)[May 14]"
30,Schalke,0,3,Bayern,"(Ziege 16, Scholl 23, Zickler 90)"
31,Leverkusen,0,2,TSV 1860,"(Nowak 45, Rydlewicz 82)"
31,Hamburger,0,4,1. FC Köln,"(Rudy 20, Polster 23, 41, Dziwior 87)[May 20]"
31,Duisburg,3,2,K'lautern,"(Löbe 24, Puschmann 76, Azzouzi 87 - Kuntz 22,Kuka 34)(sent off: Roos (K'lautern, 75))"
31,Freiburg,1,1,Dortmund,"(Sammer 75 o - Zorc 48)(sent off: Möller (Dortmund, 33))"
31,Bochum,4,0,Stuttgart,"(Waldoch 7, U.Wegmann 32, 65 p, Peschel 69)"
31,Werder,6,1,Uerdingen,"(Ramzy 6, Neubarth 16, Herzog 56 p, M.Bode 59,Hobsch 60, Bestschastnich 80 - Paßlack 57)(sent off: Grauer (Uerdingen, 25))"
