Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,PKG/A,SC%,SOG%
Aaron Schoenfeld,CLB,F,15,7,748,3,1,24,11,0/0,12.5,45.8
Robbie Findley,RSL,F,16,8,764,1,0,24,9,0/0,4.2,37.5
Felix Borja,CHV,F,12,12,1009,3,0,24,12,0/0,12.5,50.0
Rodney Wallace,NYC,F,17,12,1058,5,1,24,11,0/0,20.8,45.8
Jacob Peterson,KC,F,22,13,1301,2,2,24,10,0/0,8.3,41.7
Daigo Kobayashi,NE,M,34,23,1867,0,4,24,6,0/0,0.0,25.0
Aurélien Collin,RBNY,D,26,25,2104,2,0,24,6,0/0,8.3,25.0
Dax McCarty,CHI,M,31,29,2661,3,3,24,7,0/0,12.5,29.2
Peguy Luyindula,NY,F,26,15,1385,5,1,23,12,1/2,21.7,52.2
Andrés Escobar,DAL,F,23,18,1590,2,4,23,8,0/0,8.7,34.8
Hector Jimenez,CLB,M,24,19,1694,1,5,23,6,0/0,4.3,26.1
Nick Hagglund,TOR,D,25,23,2088,2,3,22,6,0/0,9.1,27.3
Chris Tierney,NE,D-M,24,21,1930,1,5,21,9,0/1,4.8,42.9
Collen Warner,MIN,M,29,28,2295,0,2,21,1,0/0,0.0,4.8
Davy Arnaud,DC,M,31,30,2626,2,0,21,6,0/0,9.5,28.6
Seth Sinovic,SKC,D,31,31,2755,0,2,21,7,0/0,0.0,33.3
A.J. Soares,NE,D,32,32,2806,2,1,21,4,0/0,9.5,19.0
Charles Eloundou,COL,F,11,4,417,0,1,20,10,0/0,0.0,50.0
Leo Fernandes,PHI,M,13,7,697,2,1,20,7,0/0,10.0,35.0
Ben Speas,CLB,M-F,13,8,704,1,3,20,3,0/0,5.0,15.0
Mauro Diaz,DAL,M,17,9,917,3,3,20,6,0/0,15.0,30.0
Luis Gil,RSL,M,26,16,1386,2,2,20,6,0/0,10.0,30.0
Gershon Koffie,VAN,M,21,17,1541,1,1,20,5,0/0,5.0,25.0
Cordell Cato,SJ,F,27,16,1577,3,2,20,8,0/0,15.0,40.0
Dwayne De Rosario,TOR,M,19,4,506,1,0,19,10,0/0,5.3,52.6
Steve Zakuani,POR,M,17,9,739,0,3,19,3,0/0,0.0,15.8
David Texeira,DAL,F,19,9,839,4,0,19,10,0/0,21.1,52.6
Sal Zizzo,ATL,D,19,13,1097,0,3,19,7,0/0,0.0,36.8
Matt Hedges,DAL,D,32,32,2790,3,1,19,6,0/0,15.8,31.6
Bobby Boswell,DC,D,34,34,3045,1,3,19,5,0/0,5.3,26.3
Juan Luis Anangono,CHI,F,15,4,472,2,0,18,5,0/1,11.1,27.8
Sanna Nyassi,CHI,M,14,10,739,2,1,18,7,0/0,11.1,38.9
Kyle Bekker,TOR,M,20,13,1117,0,0,18,4,0/0,0.0,22.2
Omar Gonzalez,USA,D,22,22,1902,4,2,18,10,0/0,22.2,55.6
Perry Kitchen,LA,M,31,31,2790,5,4,18,11,0/0,27.8,61.1
Jermaine Jones,NE,M,10,7,613,2,4,17,7,0/0,11.8,41.2
Issey Nakajima-Farran,MTL,M,18,7,775,2,0,17,5,0/0,11.8,29.4
Kamani Hill,COL,F,15,11,866,2,0,17,7,0/0,11.8,41.2
Charlie Davies,NE,F,18,13,1143,3,4,17,8,0/0,17.6,47.1
Jean-Baptiste Pierazzi,SJ,M,24,23,1982,1,0,17,6,0/0,5.9,35.3
Jonathan Osorio,TOR,M,27,24,2039,3,4,17,6,0/0,17.6,35.3
Sheanon Williams,PHI,D,24,23,2088,3,4,17,6,0/0,17.6,35.3
Jordan Harvey,LAFC,D,33,33,2939,2,0,17,4,0/0,11.8,23.5
Ignacio Piatti,MTL,M,6,6,450,4,1,16,7,0/0,25.0,43.8
Jonny Steele,NY,M,15,6,624,1,2,16,5,0/0,6.3,31.3
Benji Joya,CHI,M,12,9,651,1,0,16,3,0/0,6.3,18.8
Eric Avila,CHV,M,29,26,2171,0,1,16,5,0/0,0.0,31.3
Gonzalo Pineda,SEA,M,28,24,2233,3,7,16,9,3/3,18.8,56.3
Sean Franklin,VAN,D,29,28,2532,1,4,16,3,0/0,6.3,18.8
Steve Neumann,NE,M-F,23,3,538,0,0,15,5,0/0,0.0,33.3
Kenny Miller,VAN,F,9,7,637,3,1,15,7,2/2,20.0,46.7
Grant Ward,CHI,M,23,12,1051,1,2,15,4,0/0,6.7,26.7
Russell Teibert,VAN,M,29,22,1971,0,2,15,1,0/0,0.0,6.7
Igor Juliao,KC,D,23,23,1992,0,2,15,4,0/0,0.0,26.7
Drew Moor,TOR,D,23,23,1994,2,1,15,7,0/0,13.3,46.7
David Horst,RSL,D,31,31,2653,1,1,15,1,0/0,6.7,6.7
Rob Friend,LA,F,10,4,376,0,1,14,3,0/0,0.0,21.4
Kalif Alhassan,POR,M,15,5,590,1,1,14,4,0/0,7.1,28.6
Adam Bedell,CLB,F,16,7,632,2,0,14,10,0/0,14.3,71.4
CJ Sapong,PHI,F,20,7,811,2,0,14,5,0/0,14.3,35.7
Alvas Powell,POR,D,15,11,1052,2,2,14,7,0/0,14.3,50.0
Adam Moffat,DAL,M,20,13,1150,0,0,14,1,0/0,0.0,7.1
Brian Carroll,PHI,M,21,17,1467,0,1,14,2,0/0,0.0,14.3
Doneil Henry,VAN,D,21,19,1802,1,0,14,3,0/0,7.1,21.4
Lawrence Olum,POR,M-D,25,21,1853,2,1,14,4,0/0,14.3,28.6
Chris Schuler,ORL,D,25,25,2154,3,1,14,6,0/0,21.4,42.9
Chad Marshall,SEA,D,31,31,2790,1,3,14,4,0/0,7.1,28.6
Ryan Finley,CHV,F,16,4,437,1,0,13,4,1/1,7.7,30.8
Norberto Paparatto,POR,D,13,12,1049,0,0,13,4,0/0,0.0,30.8
Calum Mallace,LAFC,M,23,12,1122,1,3,13,3,0/0,7.7,23.1
Robbie Rogers,LA,D,19,15,1372,0,2,13,4,0/0,0.0,30.8
Donny Toia,ORL,D,27,24,2240,0,0,13,3,0/0,0.0,23.1
Victor Ulloa,DAL,M,28,26,2365,0,1,13,3,0/0,0.0,23.1
Jámison Olave,NY,D,28,28,2519,0,1,13,0,0/0,0.0,0.0
Claudio Bieler,KC,F,13,4,421,2,0,12,3,0/0,16.7,25.0
Kendall Waston,VAN,D,10,9,821,2,0,12,2,0/0,16.7,16.7
Marlon Hairston,COL,M,22,9,988,1,1,12,4,0/0,8.3,33.3
Marky Delgado,TOR,M,20,12,1121,2,1,12,4,0/0,16.7,33.3
Nat Borchers,RSL,D,32,32,2856,1,0,12,3,0/0,8.3,25.0
Pedro Ribeiro,PHI,M-F,9,3,351,2,0,11,3,0/0,18.2,27.3
Nicolas Mezquida,VAN,M,14,4,418,2,0,11,5,0/0,18.2,45.5
Marvin Chávez,CHV,M,16,8,742,2,0,11,3,0/0,18.2,27.3
Josh Williams,CLB,D,14,13,1123,0,1,11,2,0/0,0.0,18.2
Patrice Bernier,MTL,M,26,20,1802,0,3,11,2,0/1,0.0,18.2
Steve Birnbaum,DC,D,21,21,1890,0,0,11,1,0/0,0.0,9.1
Marc Burch,MIN,D,22,21,1899,1,3,11,1,0/0,9.1,9.1
Waylon Francis,SEA,D,24,24,2111,0,6,11,3,0/0,0.0,27.3
Hassoun Camara,MTL,D,28,26,2365,1,1,11,4,0/0,9.1,36.4
Wil Trapp,CLB,M,28,28,2486,1,4,11,3,0/0,9.1,27.3
Robert Earnshaw,CHI,F,5,1,174,3,0,10,6,0/0,30.0,60.0
Samuel,LA,F,8,4,358,0,0,10,2,0/0,0.0,20.0
Matías Pérez García,SJ,F,6,4,384,1,1,10,3,0/0,10.0,30.0
Razvan Cocis,CHI,M,10,8,713,0,0,10,0,0/0,0.0,0.0
Ben Zemanski,POR,M,13,7,734,0,0,10,2,0/0,0.0,20.0
Maxim Tissot,MTL,D,20,7,762,2,0,10,4,0/0,20.0,40.0
Patrick Nyarko,CHI,F-M,17,9,846,1,3,10,5,0/0,10.0,50.0
Eric Gehrig,CLB,D,20,14,1178,0,0,10,2,0/0,0.0,20.0
Andy Dorman,NE,M,16,15,1237,0,1,10,3,0/0,0.0,30.0
Liam Ridgewell,POR,D,15,15,1350,2,1,10,4,0/0,20.0,40.0
Eric Miller,COL,D,21,18,1646,0,1,10,3,0/0,0.0,30.0
Agustín Pelletieri,CHV,M,27,22,1684,1,0,10,4,0/0,10.0,40.0
Jair Benítez,DAL,D,26,19,1716,0,4,10,2,0/0,0.0,20.0
Roy Miller,POR,D,23,22,1943,0,3,10,0,0/0,0.0,0.0
José Gonçalves,NE,D,27,27,2381,1,2,10,2,0/0,10.0,20.0
Mark Sherrod,HOU,F,9,3,223,2,1,9,2,0/0,22.2,22.2
Florent Sinama-Pongolle,CHI,F,7,4,391,1,0,9,4,0/0,11.1,44.4
Saer Sene,NE,M,15,5,485,1,0,9,4,0/0,11.1,44.4
Devon Sandoval,RSL,F,15,7,633,0,1,9,3,0/0,0.0,33.3
Cristian Fernández Salas,DC,D,15,15,1342,0,1,9,3,0/0,0.0,33.3
Giancarlo Gonzalez,CLB,D,17,17,1530,1,0,9,1,0/0,11.1,11.1
Jermaine Taylor,HOU,D,24,23,2012,0,0,9,0,0/0,0.0,0.0
Mark Bloom,TOR,D,26,26,2290,0,1,9,3,0/0,0.0,33.3
Jordan Stewart,SJ,D-M,30,29,2593,0,1,9,0,0/0,0.0,0.0
Diego Chara,POR,M,31,31,2745,2,5,9,5,0/0,22.2,55.6
Peter Luccin,DAL,M,11,2,245,0,0,8,2,0/0,0.0,25.0
Sebastian Jaime,RSL,F,6,3,261,0,0,8,5,0/0,0.0,62.5
Fred,PHI,M,11,3,343,1,0,8,2,0/0,12.5,25.0
Tony Cascio,HOU,M,6,4,352,0,0,8,1,0/0,0.0,12.5
Alex Martinez,KC,M,10,3,411,0,0,8,3,0/0,0.0,37.5
Andy Rose,SEA,M,16,5,552,3,1,8,6,0/0,37.5,75.0
Andrew Jean-Baptiste,CHV,D,10,8,731,0,1,8,0,0/0,0.0,0.0
Clarence Goodson,SJ,D,10,10,900,0,1,8,1,0/0,0.0,12.5
JJ Koval,SJ,M,22,9,954,0,0,8,1,0/0,0.0,12.5
Ambroise Oyongo,NY,D,13,11,1045,0,3,8,5,0/0,0.0,62.5
Mamadou Danso,MTL,D,13,12,1097,1,1,8,1,0/0,12.5,12.5
Jared Watts,COL,D-M,17,13,1149,0,1,8,2,0/0,0.0,25.0
Jalil Anibaba,NE,D,16,14,1283,0,1,8,1,0/0,0.0,12.5
Bobby Burling,CHV,D,22,20,1807,1,0,8,1,0/0,12.5,12.5
Leonardo,HOU,D,24,20,1837,1,0,8,1,0/0,12.5,12.5
Corey Ashe,HOU,M,21,20,1879,0,3,8,2,0/0,0.0,25.0
Brad Evans,SKC,D-M,26,22,1896,0,5,8,2,0/0,0.0,25.0
Víctor Bernárdez,SJ,D,26,25,2231,2,1,8,4,0/0,25.0,50.0
Chris Wingert,RSL,D,30,30,2537,0,3,8,2,0/0,0.0,25.0
Justin Morrow,TOR,D,31,30,2676,0,3,8,1,0/0,0.0,12.5
Matias Laba,VAN,M,32,31,2738,0,1,8,1,0/0,0.0,12.5
Raymon Gaddis,PHI,D,34,34,3051,0,2,8,2,0/0,0.0,25.0
Mikey Lopez,KC,M,8,5,482,0,0,7,3,0/0,0.0,42.9
Oriol Rosell,ORL,M-D,7,7,594,0,0,7,1,0/0,0.0,14.3
Micheal Azira,COL,M,14,6,606,0,0,7,1,0/0,0.0,14.3
Kellyn Acosta,DAL,M,15,9,843,0,1,7,0,0/0,0.0,0.0
Hernan Bernardello,MTL,M,10,10,844,0,0,7,2,0/0,0.0,28.6
Moises Hernandez,DAL,D,17,13,1116,0,0,7,2,0/0,0.0,28.6
AJ Cochran,HOU,D,19,14,1370,0,0,7,3,0/0,0.0,42.9
Shaun Francis,SJ,D,20,16,1436,0,0,7,1,0/0,0.0,14.3
Nigel Reo-Coker,CHV,M,21,17,1467,0,2,7,2,0/0,0.0,28.6
Fabinho,PHI,D,19,19,1636,0,2,7,0,0/0,0.0,0.0
DeAndre Yedlin,USA,D,25,25,2220,0,4,7,2,0/0,0.0,28.6
Dan Gargan,LA,D,29,27,2400,0,5,7,1,0/0,0.0,14.3
Tony Beltran,RSL,D,29,28,2483,0,0,7,0,0/0,0.0,0.0
Alexander Lopez,HON,M,10,1,247,0,0,6,2,0/0,0.0,33.3
Chris Pontius,LA,F,6,3,276,1,0,6,4,0/0,16.7,66.7
Ryan Hollingshead,DAL,M,11,4,289,0,0,6,1,0/0,0.0,16.7
Thomas McNamara,NYC,M,6,6,467,1,0,6,3,0/0,16.7,50.0
Tommy Thompson,SJ,M,13,8,690,0,0,6,1,0/0,0.0,16.7
Aaron Wheeler,PHI,F,15,8,759,0,0,6,1,0/0,0.0,16.7
Luis Garrido,HON,M,11,11,915,0,0,6,2,0/0,0.0,33.3
Jack Jewsbury,POR,M,19,16,1428,0,2,6,2,0/0,0.0,33.3
Kevin Ellis,KC,D,20,16,1538,0,3,6,1,0/0,0.0,16.7
Scott Caldwell,NE,M,26,14,1553,0,2,6,1,0/0,0.0,16.7
Darrius Barnes,NE,D,22,16,1628,1,2,6,2,0/0,16.7,33.3
Shane O'Neill,COL,D,21,21,1890,1,0,6,4,0/0,16.7,66.7
Ibrahim Sekagya,NY,D,25,23,1947,0,0,6,0,0/0,0.0,0.0
Jhon Kennedy Hurtado,CHI,D,25,24,2082,1,0,6,3,0/0,16.7,50.0
Chris Klute,COL,D,25,24,2132,0,1,6,2,0/0,0.0,33.3
Andrew Farrell,NE,D,32,32,2840,0,0,6,3,0/0,0.0,50.0
Matthew Fondy,CHI,F,9,0,126,0,0,5,3,0/0,0.0,60.0
Jason Johnson,HOU,F,8,0,186,0,0,5,2,0/0,0.0,40.0
Danny Mwanga,COL,F,6,2,214,0,0,5,0,0/0,0.0,0.0
Brian Brown,PHI,F,8,1,230,2,1,5,3,0/0,40.0,60.0
Ruben Bover,NY,M,15,2,243,1,0,5,4,0/0,20.0,80.0
John Neeskens,COL,D,5,3,273,1,0,5,1,0/0,20.0,20.0
Agustin Viana,CLB,M-D,4,4,300,1,0,5,1,0/0,20.0,20.0
Gorka Larrea,MTL,M,9,5,428,0,0,5,2,0/0,0.0,40.0
Daniel Lovitz,MTL,D,18,5,631,0,2,5,4,0/0,0.0,80.0
Abdoulie Mansally,RSL,D,11,6,655,0,1,5,2,0/0,0.0,40.0
Carlyle Mitchell,VAN,D,8,8,720,1,0,5,2,0/0,20.0,40.0
Servando Carrasco,LA,M,16,9,784,0,0,5,1,0/0,0.0,20.0
DaMarcus Beasley,HOU,D,10,10,821,0,0,5,1,0/0,0.0,20.0
Taylor Kemp,DC,D,13,12,1083,1,2,5,2,0/0,20.0,40.0
Ty Harden,SJ,D,17,13,1226,0,0,5,2,0/0,0.0,40.0
Johnny Leveron,VAN,D,16,15,1394,0,0,5,2,0/0,0.0,40.0
Oswaldo Minda,CHV,M,20,20,1613,0,0,5,0,0/0,0.0,0.0
Pa-Modou Kah,VAN,D,20,20,1744,1,0,5,1,0/0,20.0,20.0
Steven Caldwell,TOR,D,21,21,1774,0,0,5,0,0/0,0.0,0.0
Zach Loyd,DAL,D,29,28,2414,1,0,5,2,0/0,20.0,40.0
Kofi Sarkodie,HOU,D,32,32,2872,0,4,5,1,0/0,0.0,20.0
Chandler Hoffman,LA,F,8,0,61,0,0,4,2,0/0,0.0,50.0
Michael Nanchoff,POR,M,3,1,85,0,0,4,2,0/0,0.0,50.0
Jimmy Medranda,SKC,D-M,5,1,131,0,0,4,0,0/0,0.0,0.0
Billy Schuler,SJ,F,6,1,137,0,0,4,1,0/0,0.0,25.0
Ike Opara,SKC,D,3,2,152,0,0,4,2,0/0,0.0,50.0
Adam Jahn,CLB,F,4,2,186,0,0,4,0,0/0,0.0,0.0
Omar Salgado,VAN,F,8,2,198,0,0,4,2,0/0,0.0,50.0
Daniel Paladini,CLB,M,4,3,221,0,0,4,1,0/0,0.0,25.0
Sebastian Velasquez,RSL,M,10,1,222,1,2,4,2,0/0,25.0,50.0
Jerry Bengtson,HON,F,7,1,238,1,0,4,1,0/0,25.0,25.0
Conor Doyle,DC,F,17,1,301,0,0,4,2,0/0,0.0,50.0
David Estrada,DC,M-F,10,3,306,0,2,4,1,0/0,0.0,25.0
Zat Knight,COL,D,4,3,315,0,0,4,1,0/0,0.0,25.0
Jared Jeffrey,DC,M,10,2,329,0,0,4,1,0/0,0.0,25.0
Michael Lahoud,PHI,M,8,4,437,0,1,4,1,0/0,0.0,25.0
Pablo Pintos,SJ,D,6,6,476,0,0,4,1,0/0,0.0,25.0
Martin Rivero,CHV,M,7,6,577,0,3,4,1,0/0,0.0,25.0
Chris Ritter,CHI,M,10,8,636,0,0,4,2,0/0,0.0,50.0
Hendry Thomas,DAL,M,10,9,770,0,1,4,0,0/0,0.0,0.0
Carlos Salcedo,RSL,D,12,8,800,1,0,4,2,0/0,25.0,50.0
Greg Cochrane,CHI,D,12,12,1063,0,2,4,1,0/0,0.0,25.0
Thomas Piermayr,COL,D,14,14,1146,0,0,4,0,0/0,0.0,0.0
Chris Korb,DC,D,19,15,1376,0,3,4,2,0/0,0.0,50.0
Jorge Villafaña,USA,D-M,19,17,1577,1,2,4,1,0/0,25.0,25.0
Carlos Bocanegra,CHV,D,18,18,1620,0,0,4,1,0/0,0.0,25.0
Matt Besler,SKC,D,24,24,2145,0,1,4,0,0/0,0.0,0.0
Bakary Soumare,CHI,D,26,25,2275,0,0,4,1,0/0,0.0,25.0
Michael Parkhurst,ATL,D,33,32,2806,0,0,4,1,0/0,0.0,25.0
Marius Obekop,NY,M,2,0,41,0,0,3,2,0/0,0.0,66.7
Michael Seaton,DC,F,2,1,60,0,0,3,2,0/0,0.0,66.7
Tristan Bowen,SEA,F,2,0,60,0,0,3,1,0/0,0.0,33.3
Kyle Porter,DC,M,5,0,65,0,0,3,1,0/0,0.0,33.3
