Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,FC,FS,OFF,YC,RC
Nat Borchers,RSL,D,32,32,2856,1,0,12,3,19,14,1,3,1
Marvin Chávez,CHV,M,16,8,742,2,0,11,3,18,17,6,2,1
Kendall Waston,VAN,D,10,9,821,2,0,12,2,18,9,0,5,0
Kenny Cooper,SEA,F,22,12,989,3,4,29,9,18,17,8,1,0
Calum Mallace,LAFC,M,23,12,1122,1,3,13,3,18,7,0,3,0
Thomas Piermayr,COL,D,14,14,1146,0,0,4,0,18,8,0,4,1
AJ Cochran,HOU,D,19,14,1370,0,0,7,3,18,9,1,3,1
Eric Miller,COL,D,21,18,1646,0,1,10,3,18,9,0,0,0
Jason Hernandez,SJ,D,20,20,1732,0,0,0,0,18,14,0,4,0
Tesho Akindele,DAL,F,26,18,1748,7,3,30,16,18,21,9,2,0
Lawrence Olum,POR,M-D,25,21,1853,2,1,14,4,18,4,1,6,0
Leandro Barrera,CHV,M,32,24,2071,1,2,36,16,18,43,6,3,0
Will Bruin,SEA,F,27,24,2074,10,1,68,31,18,10,9,3,0
Andrew Farrell,NE,D,32,32,2840,0,0,6,3,18,34,1,1,0
Chris Ritter,CHI,M,10,8,636,0,0,4,2,17,7,0,4,0
Kamani Hill,COL,F,15,11,866,2,0,17,7,17,16,1,2,0
Charlie Davies,NE,F,18,13,1143,3,4,17,8,17,15,9,3,0
Jack Jewsbury,POR,M,19,16,1428,0,2,6,2,17,11,2,1,0
Hector Jimenez,CLB,M,24,19,1694,1,5,23,6,17,14,5,2,0
Devon Sandoval,RSL,F,15,7,633,0,1,9,3,16,10,1,0,0
Benji Joya,CHI,M,12,9,651,1,0,16,3,16,12,1,2,0
Steven Lenhart,SJ,F,11,10,905,1,1,31,12,16,42,5,5,0
Norberto Paparatto,POR,D,13,12,1049,0,0,13,4,16,9,0,6,0
Kyle Bekker,TOR,M,20,13,1117,0,0,18,4,16,8,0,1,0
Armando,NY,M,19,14,1350,0,0,3,1,16,19,1,6,0
Liam Ridgewell,POR,D,15,15,1350,2,1,10,4,16,14,2,3,0
Andrés Escobar,DAL,F,23,18,1590,2,4,23,8,16,52,2,0,0
Jair Benítez,DAL,D,26,19,1716,0,4,10,2,16,32,2,1,0
Drew Moor,TOR,D,23,23,1994,2,1,15,7,16,19,2,2,0
Jonathan Osorio,TOR,M,27,24,2039,3,4,17,6,16,35,3,1,1
Dominic Oduro,MTL,M,35,23,2107,2,5,39,13,16,60,15,3,0
Victor Ulloa,DAL,M,28,26,2365,0,1,13,3,16,21,0,4,0
JJ Koval,SJ,M,22,9,954,0,0,8,1,15,5,0,2,0
Patrick Ianni,CHI,D-M,12,11,1013,0,0,2,1,15,5,0,3,0
Antonio Dovale,KC,M,19,14,1033,1,3,29,8,15,13,0,3,1
Khari Stephenson,SJ,M,19,11,1080,2,2,34,8,15,12,1,0,0
Jeff Parke,DC,D,13,13,1162,0,0,1,1,15,2,0,1,0
Eric Gehrig,CLB,D,20,14,1178,0,0,10,2,15,4,1,3,0
Chris Korb,DC,D,19,15,1376,0,3,4,2,15,6,0,3,0
Peguy Luyindula,NY,F,26,15,1385,5,1,23,12,15,23,8,2,0
Johnny Leveron,VAN,D,16,15,1394,0,0,5,2,15,5,1,2,1
Mike Magee,CHI,M,17,17,1519,7,4,40,16,15,25,7,4,0
Giancarlo Gonzalez,CLB,D,17,17,1530,1,0,9,1,15,11,1,3,0
Dillon Serna,COL,M,27,18,1623,3,4,39,14,15,15,9,2,0
Steven Caldwell,TOR,D,21,21,1774,0,0,5,0,15,8,2,3,1
Soony Saad,KC,F,22,9,906,3,1,31,12,14,13,0,1,0
Felix Borja,CHV,F,12,12,1009,3,0,24,12,14,14,11,0,0
Grant Ward,CHI,M,23,12,1051,1,2,15,4,14,20,2,2,0
Taylor Kemp,DC,D,13,12,1083,1,2,5,2,14,7,0,2,0
Josh Williams,CLB,D,14,13,1123,0,1,11,2,14,2,2,1,0
Jalil Anibaba,NE,D,16,14,1283,0,1,8,1,14,6,1,1,0
Eriq Zavaleta,TOR,D,17,15,1323,0,0,2,1,14,1,0,1,0
Cristian Fernández Salas,DC,D,15,15,1342,0,1,9,3,14,20,2,3,0
Cordell Cato,SJ,F,27,16,1577,3,2,20,8,14,12,3,2,0
Joao Plata,RSL,F,26,24,1985,13,6,56,32,14,23,14,0,0
Vincent Nogueira,PHI,M,29,28,2498,2,3,59,14,14,43,10,1,0
Fred,PHI,M,11,3,343,1,0,8,2,13,11,0,0,0
Micheal Azira,COL,M,14,6,606,0,0,7,1,13,6,0,2,0
Richard Eckersley,NY,D,9,8,704,0,0,2,1,13,4,0,2,0
Issey Nakajima-Farran,MTL,M,18,7,775,2,0,17,5,13,15,4,1,1
Kellyn Acosta,DAL,M,15,9,843,0,1,7,0,13,8,0,2,0
Mamadou Danso,MTL,D,13,12,1097,1,1,8,1,13,5,2,1,0
Kekuta Manneh,VAN,M-F,29,13,1198,4,2,54,22,13,22,14,2,0
Stephen Keel,DAL,D,16,14,1307,0,1,1,0,13,7,2,2,0
Carlos Bocanegra,CHV,D,18,18,1620,0,0,4,1,13,11,0,1,0
Gyasi Zardes,CLB,F,32,26,2392,16,2,74,30,13,37,8,0,0
Darlington Nagbe,ATL,M,32,30,2681,1,7,42,17,13,93,4,0,0
Jared Jeffrey,DC,M,10,2,329,0,0,4,1,12,1,0,2,0
Mikey Lopez,KC,M,8,5,482,0,0,7,3,12,10,0,2,0
Daniel Lovitz,MTL,D,18,5,631,0,2,5,4,12,16,3,2,0
Adam Bedell,CLB,F,16,7,632,2,0,14,10,12,5,6,0,0
Kosuke Kimura,NY,D,13,10,884,0,3,0,0,12,7,1,0,0
Brandon Barklage,SJ,D,13,10,909,0,0,2,0,12,7,0,2,0
Danny O'Rourke,POR,D,12,10,975,0,0,1,0,12,11,0,2,0
Marlon Hairston,COL,M,22,9,988,1,1,12,4,12,21,3,1,0
Vicente Sanchez,COL,F,17,12,1011,6,0,25,11,12,18,6,2,0
Ethan White,PHI,D,12,12,1042,0,0,0,0,12,4,0,0,0
Omar Cummings,HOU,F,26,14,1270,3,3,35,14,12,7,13,0,0
Jacob Peterson,KC,F,22,13,1301,2,2,24,10,12,15,3,2,0
Luis Gil,RSL,M,26,16,1386,2,2,20,6,12,12,1,0,0
Chris Rolfe,CHI,F,23,21,1755,6,6,34,13,12,21,0,0,0
Heath Pearce,MTL,D,23,20,1822,0,0,3,0,12,13,0,0,1
Sébastien Le Toux,PHI,F,29,23,2050,12,7,50,21,12,20,12,2,0
James Riley,LA,D,4,3,254,0,0,0,0,11,4,0,2,0
Conor Doyle,DC,F,17,1,301,0,0,4,2,11,10,4,1,0
Nicolas Mezquida,VAN,M,14,4,418,2,0,11,5,11,6,1,0,0
Oriol Rosell,ORL,M-D,7,7,594,0,0,7,1,11,3,0,0,1
Jermaine Jones,NE,M,10,7,613,2,4,17,7,11,13,1,3,0
Robbie Findley,RSL,F,16,8,764,1,0,24,9,11,21,3,0,0
Patrick Nyarko,CHI,F-M,17,9,846,1,3,10,5,11,27,2,3,1
Mauro Diaz,DAL,M,17,9,917,3,3,20,6,11,35,1,2,0
Yannick Djalo,SJ,M,18,13,1136,3,2,36,7,11,36,1,2,0
Brian Carroll,PHI,M,21,17,1467,0,1,14,2,11,6,1,0,0
Justin Mapp,MTL,M,23,20,1726,0,8,25,8,11,24,6,1,0
Marco Di Vaio,MTL,F,26,17,1739,9,4,75,32,11,25,33,1,0
Corey Ashe,HOU,M,21,20,1879,0,3,8,2,11,24,0,2,0
Chris Tierney,NE,D-M,24,21,1930,1,5,21,9,11,9,0,4,0
Eric Alexander,HOU,M,34,30,2641,2,9,25,12,11,28,1,3,0
Michael Parkhurst,ATL,D,33,32,2806,0,0,4,1,11,19,0,1,0
Agustin Viana,CLB,M-D,4,4,300,1,0,5,1,10,8,0,1,0
Aaron Maund,VAN,D,6,5,432,0,0,3,1,10,4,0,0,1
Juan Luis Anangono,CHI,F,15,4,472,2,0,18,5,10,13,4,0,0
Alvaro Rey,CLB,M,9,6,491,0,0,3,1,10,12,1,1,0
Kenny Miller,VAN,F,9,7,637,3,1,15,7,10,8,6,0,0
Kevin Alston,NE,D,11,9,683,1,3,3,2,10,7,1,1,1
Carlos Valdés,PHI,D,8,8,706,0,0,2,0,10,1,0,1,0
Razvan Cocis,CHI,M,10,8,713,0,0,10,0,10,14,1,2,0
Andrew Jean-Baptiste,CHV,D,10,8,731,0,1,8,0,10,4,0,2,0
Chad Barson,CLB,D,13,8,766,0,0,3,2,10,11,0,1,0
Carlos Salcedo,RSL,D,12,8,800,1,0,4,2,10,5,0,2,0
Clarence Goodson,SJ,D,10,10,900,0,1,8,1,10,15,0,2,0
Ambroise Oyongo,NY,D,13,11,1045,0,3,8,5,10,12,2,0,0
Djimi Traore,SEA,D,15,13,1159,0,0,1,1,10,9,0,1,1
Steve Birnbaum,DC,D,21,21,1890,0,0,11,1,10,14,0,0,0
Harry Shipp,SEA,M,33,26,2346,7,6,40,16,10,22,2,0,0
Jerry Bengtson,HON,F,7,1,238,1,0,4,1,9,6,6,1,0
Peter Luccin,DAL,M,11,2,245,0,0,8,2,9,1,0,1,0
Brian Ownby,HOU,M,19,0,329,0,0,1,1,9,13,1,1,1
Matt Dunn,CHV,M,7,4,407,0,1,0,0,9,6,0,0,0
Charles Eloundou,COL,F,11,4,417,0,1,20,10,9,7,6,2,0
Claudio Bieler,KC,F,13,4,421,2,0,12,3,9,7,4,1,0
Gorka Larrea,MTL,M,9,5,428,0,0,5,2,9,7,0,2,0
Michael Lahoud,PHI,M,8,4,437,0,1,4,1,9,4,0,2,1
Dwayne De Rosario,TOR,M,19,4,506,1,0,19,10,9,9,3,1,0
Martin Rivero,CHV,M,7,6,577,0,3,4,1,9,12,0,1,0
Jonny Steele,NY,M,15,6,624,1,2,16,5,9,4,4,1,0
Abdoulie Mansally,RSL,D,11,6,655,0,1,5,2,9,8,0,1,0
Servando Carrasco,LA,M,16,9,784,0,0,5,1,9,8,0,0,1
Jay DeMerit,VAN,D,11,11,924,0,0,2,0,9,3,0,0,0
Bradley Orr,TOR,D,19,14,1144,1,1,3,2,9,12,0,1,0
Rauwshan McKenzie,POR,D,7,6,496,0,0,2,0,8,6,0,2,0
Leo Fernandes,PHI,M,13,7,697,2,1,20,7,8,15,4,0,0
Bobby Convey,NY,M,13,9,743,0,0,3,0,8,4,2,0,0
Lewis Neal,DC,M,26,7,899,0,1,3,1,8,10,2,4,0
Sal Zizzo,ATL,D,19,13,1097,0,3,19,7,8,9,0,0,0
Ty Harden,SJ,D,17,13,1226,0,0,5,2,8,5,0,1,0
Chris Duvall,MTL,D,19,18,1604,0,1,2,0,8,19,0,0,0
Adolfo Bautista,CHV,F,7,1,148,0,1,3,0,7,4,0,1,0
Jorge Claros,KC,M,7,4,419,0,0,1,0,7,3,0,1,0
Steve Neumann,NE,M-F,23,3,538,0,0,15,5,7,6,2,0,0
Carlyle Mitchell,VAN,D,8,8,720,1,0,5,2,7,3,0,2,0
Maxim Tissot,MTL,D,20,7,762,2,0,10,4,7,13,4,2,0
Tommy Meyer,LA,D,12,10,926,0,0,1,0,7,5,0,0,0
Ruben Bover,NY,M,15,2,243,1,0,5,4,6,4,1,1,0
Jeremy Gagnon-Lapare,MTL,M,5,3,270,0,0,0,0,6,3,0,2,0
Pedro Ribeiro,PHI,M-F,9,3,351,2,0,11,3,6,5,2,0,0
Thomas McNamara,NYC,M,6,6,467,1,0,6,3,6,6,0,1,0
Pablo Pintos,SJ,D,6,6,476,0,0,4,1,6,4,0,1,1
Austin Berry,PHI,D,6,6,497,0,1,2,0,6,3,0,2,0
Matt Miazga,USA,D,7,6,500,0,1,1,0,6,1,0,2,1
Cole Grossman,RSL,M,17,5,532,0,0,2,0,6,2,0,1,0
Andrew Jacobson,DAL,M,13,5,542,0,0,2,0,6,9,1,1,0
Kalif Alhassan,POR,M,15,5,590,1,1,14,4,6,15,0,1,0
Greg Cochrane,CHI,D,12,12,1063,0,2,4,1,6,3,0,2,0
Mike Fucito,SJ,F,8,0,95,0,0,0,0,5,1,1,1,0
Jimmy Medranda,SKC,D-M,5,1,131,0,0,4,0,5,4,0,0,0
Sebastian Velasquez,RSL,M,10,1,222,1,2,4,2,5,6,0,0,0
Mark Sherrod,HOU,F,9,3,223,2,1,9,2,5,1,3,1,0
Rich Balchan,RSL,D,4,2,233,0,0,1,0,5,1,0,0,0
Sebastian Jaime,RSL,F,6,3,261,0,0,8,5,5,6,0,0,0
