Player,Club,POS,GP,GS,A,GWA,HmA,RdA,A/90min
Michael Lahoud,PHI,M,8,4,1,1,0,1,0.21
Ignacio Piatti,MTL,M,6,6,1,0,1,0,0.2
Austin Berry,PHI,D,6,6,1,0,1,0,0.18
Matt Miazga,USA,D,7,6,1,0,1,0,0.18
Andy Rose,SEA,M,16,5,1,0,1,0,0.16
Chance Myers,KC,D,7,7,1,0,0,1,0.16
Kalif Alhassan,POR,M,15,5,1,0,1,0,0.15
Devon Sandoval,RSL,F,15,7,1,0,1,0,0.14
Kenny Miller,VAN,F,9,7,1,0,1,0,0.14
Abdoulie Mansally,RSL,D,11,6,1,0,0,1,0.14
Leo Fernandes,PHI,M,13,7,1,1,1,0,0.13
Andrew Jean-Baptiste,CHV,D,10,8,1,0,0,1,0.12
Sanna Nyassi,CHI,M,14,10,1,0,1,0,0.12
Aaron Schoenfeld,CLB,F,15,7,1,1,1,0,0.12
Hendry Thomas,DAL,M,10,9,1,0,1,0,0.12
Kellyn Acosta,DAL,M,15,9,1,0,1,0,0.11
Chad Barrett,SEA,F,26,8,1,1,0,1,0.1
Lewis Neal,DC,M,26,7,1,1,0,1,0.1
Clarence Goodson,SJ,D,10,10,1,0,1,0,0.1
Steven Lenhart,SJ,F,11,10,1,0,0,1,0.1
Soony Saad,KC,F,22,9,1,0,1,0,0.1
Krzysztof Krol,MTL,D,12,11,1,0,0,1,0.09
Marlon Hairston,COL,M,22,9,1,0,1,0,0.09
Rodney Wallace,NYC,F,17,12,1,0,1,0,0.09
Gabriel Torres,PAN,M-F,23,11,1,0,0,1,0.08
Mamadou Danso,MTL,D,13,12,1,0,0,1,0.08
Edson Buddle,COL,F,18,12,1,1,1,0,0.08
Marky Delgado,TOR,M,20,12,1,1,0,1,0.08
Josh Williams,CLB,D,14,13,1,1,0,1,0.08
Bradley Orr,TOR,D,19,14,1,1,1,0,0.08
Jared Watts,COL,D-M,17,13,1,0,0,1,0.08
Alan Gordon,LA,F,29,11,1,0,1,0,0.08
Patrick Mullins,DC,F,21,14,1,0,1,0,0.08
Nathan Sturgis,CHV,M,22,13,1,1,0,1,0.07
Wandrille Lefevre,MTL,D,15,13,1,0,0,1,0.07
Jairo Arrieta,CLB,F,23,14,1,0,0,1,0.07
Andy Dorman,NE,M,16,15,1,0,1,0,0.07
Carlos Alvarez,CHV,M,21,13,1,0,1,0,0.07
Akira Kaji,CHV,D,15,14,1,1,1,0,0.07
Jalil Anibaba,NE,D,16,14,1,0,0,1,0.07
Stephen Keel,DAL,D,16,14,1,1,1,0,0.07
Cristian Fernández Salas,DC,D,15,15,1,0,0,1,0.07
Liam Ridgewell,POR,D,15,15,1,1,0,1,0.07
Peguy Luyindula,NY,F,26,15,1,0,1,0,0.06
Brian Carroll,PHI,M,21,17,1,0,1,0,0.06
Gershon Koffie,VAN,M,21,17,1,0,1,0,0.06
Chris Duvall,MTL,D,19,18,1,0,0,1,0.06
Eric Miller,COL,D,21,18,1,1,1,0,0.05
Bernardo Añor,CLB,M,27,18,1,1,0,1,0.05
Tony Lochhead,CHV,D,20,19,1,1,1,0,0.05
José Mari,COL,M,20,20,1,0,0,1,0.05
Jackson Goncalves,TOR,M,26,21,1,1,1,0,0.05
Lawrence Olum,POR,M-D,25,21,1,0,1,0,0.05
Andrew Driver,HOU,M,34,22,1,0,0,1,0.05
Alex,CHI,M,28,24,1,0,0,1,0.05
Drew Moor,TOR,D,23,23,1,0,0,1,0.05
Matt Watson,CHI,M,27,22,1,0,0,1,0.04
Will Bruin,SEA,F,27,24,1,0,1,0,0.04
Chris Klute,COL,D,25,24,1,0,1,0,0.04
Matt Besler,SKC,D,24,24,1,0,0,1,0.04
Chris Schuler,ORL,D,25,25,1,0,1,0,0.04
Eric Avila,CHV,M,29,26,1,0,1,0,0.04
Boniek Garcia,HOU,M,27,26,1,1,0,1,0.04
Víctor Bernárdez,SJ,D,26,25,1,0,1,0,0.04
Andy O'Brien,VAN,D,26,25,1,0,1,0,0.04
Mark Bloom,TOR,D,26,26,1,1,0,1,0.04
Victor Ulloa,DAL,M,28,26,1,0,1,0,0.04
Hassoun Camara,MTL,D,28,26,1,0,1,0,0.04
Marvell Wynne,COL,D,28,27,1,1,1,0,0.04
Erick Torres,CHV,F,29,29,1,1,0,1,0.04
Jámison Olave,NY,D,28,28,1,1,1,0,0.04
Nick LaBrocca,COL,M,31,29,1,0,0,1,0.03
Jordan Stewart,SJ,D-M,30,29,1,0,1,0,0.03
Lovel Palmer,CHI,D,30,29,1,0,0,1,0.03
David Horst,RSL,D,31,31,1,1,1,0,0.03
Dom Dwyer,ORL,F,33,31,1,1,0,1,0.03
Matias Laba,VAN,M,32,31,1,0,0,1,0.03
Matt Hedges,DAL,D,32,32,1,1,1,0,0.03
A.J. Soares,NE,D,32,32,1,0,1,0,0.03
Conor Shanosky,DC,M-D,0,0,0,0,0,0,0.0
Ryan Richter,TOR,D,0,0,0,0,0,0,0.0
Jonathan Top,DAL,F,0,0,0,0,0,0,0.0
Jack McBean,COL,F,0,0,0,0,0,0,0.0
Orr Barouch,CHI,F,0,0,0,0,0,0,0.0
O'Brian Woodbine,NE,D,0,0,0,0,0,0,0.0
Hunter Jumper,CHI,D,0,0,0,0,0,0,0.0
Bryce Alderson,VAN,M,0,0,0,0,0,0,0.0
London Woodberry,DAL,D,0,0,0,0,0,0,0.0
Tommy Muller,SJ,D,0,0,0,0,0,0,0.0
Ryan Neil,SJ,D,0,0,0,0,0,0,0.0
Alec Sundly,NE,M,0,0,0,0,0,0,0.0
Brian Span,DAL,M,0,0,0,0,0,0,0.0
Caleb Clarke,VAN,F,0,0,0,0,0,0,0.0
Matt Walker,CLB,M,0,0,0,0,0,0,0.0
Jalen Robinson,DC,D,0,0,0,0,0,0,0.0
Matt Wiet,CLB,D,0,0,0,0,0,0,0.0
Victor Munoz,KC,M,0,0,0,0,0,0,0.0
Steven Evans,POR,M,0,0,0,0,0,0,0.0
Christiano François,DC,F,0,0,0,0,0,0,0.0
Schillo Tshuma,POR,F,0,0,0,0,0,0,0.0
Kevin Parsemain,MTQ,F,0,0,0,0,0,0,0.0
Caleb Calvert,COL,F,0,0,0,0,0,0,0.0
Aminu Abdallah,VAN,M,0,0,0,0,0,0,0.0
Damion Lowe,JAM,D,0,0,0,0,0,0,0.0
Manny Aparicio,TOR,M,0,0,0,0,0,0,0.0
Jimmy Ockford,SJ,D,0,0,0,0,0,0,0.0
Ben Sweat,NYC,D,0,0,0,0,0,0,0.0
Aaron Long,RBNY,D,0,0,0,0,0,0,0.0
Benji Lopez,RSL,F,0,0,0,0,0,0,0.0
Fabio Pereira,SEA,M,0,0,0,0,0,0,0.0
Mamadou Diouf,VAN,F,0,0,0,0,0,0,0.0
George Fochive,POR,M,0,0,0,0,0,0,0.0
Michael Kafari,KC,M,0,0,0,0,0,0,0.0
Taylor Peay,RSL,D,0,0,0,0,0,0,0.0
Charlie Rugg,LA,F,0,0,0,0,0,0,0.0
Jossimar Sanchez,NE,D,0,0,0,0,0,0,0.0
Michael Bustamante,NY,M,0,0,0,0,0,0,0.0
Christian Duke,KC,M,0,0,0,0,0,0,0.0
Andre Lewis,VAN,M,0,0,0,0,0,0,0.0
Bryan Salazar,HOU,F,0,0,0,0,0,0,0.0
Zakaria Messoudi,MTL,M,0,0,0,0,0,0,0.0
Andrew Ribeiro,CHV,D,0,0,0,0,0,0,0.0
Anthony Arena,HOU,D,0,0,0,0,0,0,0.0
Brenton Griffiths,COL,D,0,0,0,0,0,0,0.0
Ross Friedman,CLB,D,0,0,0,0,0,0,0.0
Kyle Venter,LA,D,0,0,0,0,0,0,0.0
Marco Franco,CHI,D-M,0,0,0,0,0,0,0.0
Richie Marquez,PHI,D,0,0,0,0,0,0,0.0
Bryan Gallego,POR,D,0,0,0,0,0,0,0.0
Giuseppe Gentile,CHI,F,0,0,0,0,0,0,0.0
Michael Nwiloh,CHV,D,0,0,0,0,0,0,0.0
Gege Soriola,MTL,D,0,0,0,0,0,0,0.0
Justen Glad,RSL,D,0,0,0,0,0,0,0.0
Walter Cabrera,DAL,D,0,0,0,0,0,0,0.0
Chris Mannella,TOR,M,0,0,0,0,0,0,0.0
James Bissue,MTL,M,0,0,0,0,0,0,0.0
Gale Agbossoumonde,COL,D,0,0,0,0,0,0,0.0
Kwame Watson-Siriboe,RSL,D,0,0,0,0,0,0,0.0
Peterson Joseph,KC,M,0,0,0,0,0,0,0.0
George John,DAL,D,0,0,0,0,0,0,0.0
Keon Daniel,PHI,M,0,0,0,0,0,0,0.0
Adrian Lopez,MTL,D,0,0,0,0,0,0,0.0
Nelson Rivas,MTL,D,0,0,0,0,0,0,0.0
Onyekachi Apam,SEA,D,0,0,0,0,0,0,0.0
Carlos Borja,CHV,D,0,0,0,0,0,0,0.0
Lyle Martin,CHV,F,0,0,0,0,0,0,0.0
Nana Attakora,DC,D,0,0,0,0,0,0,0.0
Brian Mullan,COL,D,0,0,0,0,0,0,0.0
Shalrie Joseph,NE,M,0,0,0,0,0,0,0.0
Eric Stevenson,NY,M,1,0,0,0,0,0,0.0
Jordan Hamilton,TOR,F,1,0,0,0,0,0,0.0
Jimmy McLaughlin,PHI,M,1,0,0,0,0,0,0.0
Nicholas Walker,DAL,D,1,0,0,0,0,0,0.0
Coy Craft,DAL,F-M,1,0,0,0,0,0,0.0
Damien Perrinelle,NY,D,2,0,0,0,0,0,0.0
Tony Taylor,NE,F-M,1,0,0,0,0,0,0.0
Jordan Allen,RSL,M-F,2,0,0,0,0,0,0.0
Ian Christianson,NY,M,3,0,0,0,0,0,0.0
Sam Garza,SJ,M,1,0,0,0,0,0,0.0
Connor Lade,RBNY,D,6,0,0,0,0,0,0.0
Daniel Fragoso,CHV,M,2,0,0,0,0,0,0.0
Corben Bone,PHI,M,2,0,0,0,0,0,0.0
Frederic Piquionne,POR,F,3,0,0,0,0,0,0.0
Geoffrey Castillion,NE,F,1,0,0,0,0,0,0.0
Oscar Sorto,LA,D,1,0,0,0,0,0,0.0
Louis Beland-Goyette,MTL,M,1,0,0,0,0,0,0.0
Rafael Garcia,LA,D,1,0,0,0,0,0,0.0
Andre Akpan,NE,F,5,0,0,0,0,0,0.0
Fifi Baiden,CLB,M,1,0,0,0,0,0,0.0
Sean Okoli,SEA,F,3,0,0,0,0,0,0.0
Jose Villarreal,ORL,M,5,0,0,0,0,0,0.0
Bright Dike,TOR,F,2,0,0,0,0,0,0.0
Aaron Kovar,LAFC,M,3,0,0,0,0,0,0.0
Grant Van De Casteele,COL,D,1,0,0,0,0,0,0.0
Cam Weaver,SEA,F,3,0,0,0,0,0,0.0
Dimitry Imbongo,NE,F,2,0,0,0,0,0,0.0
Victor Pineda,CHI,M,4,0,0,0,0,0,0.0
Marius Obekop,NY,M,2,0,0,0,0,0,0.0
Blake Smith,MTL,M,3,0,0,0,0,0,0.0
Romain Gall,CLB,M,3,0,0,0,0,0,0.0
Donnie Smith,NE,M,1,1,0,0,0,0,0.0
Kianz Froese,CAN,M,1,0,0,0,0,0,0.0
Luis Bolanos,CHV,F,3,0,0,0,0,0,0.0
Emanuel Pogatetz,CLB,D,2,0,0,0,0,0,0.0
Davy Armstrong,COL,M,2,0,0,0,0,0,0.0
Raul Mendiola,LA,M,3,0,0,0,0,0,0.0
Michael Seaton,DC,F,2,1,0,0,0,0,0.0
Tristan Bowen,SEA,F,2,0,0,0,0,0,0.0
Chandler Hoffman,LA,F,8,0,0,0,0,0,0.0
Kyle Porter,DC,M,5,0,0,0,0,0,0.0
Martin Steuble,KC,M,3,1,0,0,0,0,0.0
Santiago Gonzalez,MTL,F,9,0,0,0,0,0,0.0
Michael Nanchoff,POR,M,3,1,0,0,0,0,0.0
Josh Gardner,KC,M,1,1,0,0,0,0,0.0
Stephen McCarthy,NE,D,1,1,0,0,0,0,0.0
Andrew Wiedeman,TOR,F,7,0,0,0,0,0,0.0
Mechack Jérôme,KC,D,2,1,0,0,0,0,0.0
Mike Fucito,SJ,F,8,0,0,0,0,0,0.0
Zach Pfeffer,PHI,M,5,1,0,0,0,0,0.0
Christian Dean,CHI,D,4,1,0,0,0,0,0.0
Matthew Fondy,CHI,F,9,0,0,0,0,0,0.0
Jimmy Medranda,SKC,D-M,5,1,0,0,0,0,0.0
Anthony Jackson-Hamel,MTL,F,4,1,0,0,0,0,0.0
Steven Kinney,CHI,D,2,2,0,0,0,0,0.0
Billy Schuler,SJ,F,6,1,0,0,0,0,0.0
Ethen Sampson,VAN,D,2,2,0,0,0,0,0.0
Ike Opara,SKC,D,3,2,0,0,0,0,0.0
Ashtone Morgan,TOR,D,3,2,0,0,0,0,0.0
Robert Earnshaw,CHI,F,5,1,0,0,0,0,0.0
Jeremy Hall,TOR,D-M,3,2,0,0,0,0,0.0
Jason Johnson,HOU,F,8,0,0,0,0,0,0.0
Adam Jahn,CLB,F,4,2,0,0,0,0,0.0
Sam Adekugbe,VAN,D,4,1,0,0,0,0,0.0
Collin Martin,MIN,M,6,2,0,0,0,0,0.0
Alex Caskey,DC,M,11,2,0,0,0,0,0.0
Omar Salgado,VAN,F,8,2,0,0,0,0,0.0
Kevan George,CLB,M,4,2,0,0,0,0,0.0
Antoine Hoppenot,PHI,F,13,1,0,0,0,0,0.0
Danny Mwanga,COL,F,6,2,0,0,0,0,0.0
Daniel Paladini,CLB,M,4,3,0,0,0,0,0.0
Andreas Gorlitz,SJ,D,3,3,0,0,0,0,0.0
Rich Balchan,RSL,D,4,2,0,0,0,0,0.0
Erik Palmer-Brown,KC,D,3,2,0,0,0,0,0.0
Jerry Bengtson,HON,F,7,1,0,0,0,0,0.0
Ruben Bover,NY,M,15,2,0,0,0,0,0.0
Peter Luccin,DAL,M,11,2,0,0,0,0,0.0
Alexander Lopez,HON,M,10,1,0,0,0,0,0.0
James Riley,LA,D,4,3,0,0,0,0,0.0
Sebastian Jaime,RSL,F,6,3,0,0,0,0,0.0
Jeremy Gagnon-Lapare,MTL,M,5,3,0,0,0,0,0.0
John Neeskens,COL,D,5,3,0,0,0,0,0.0
John Stertzer,RSL,M,9,3,0,0,0,0,0.0
Chris Pontius,LA,F,6,3,0,0,0,0,0.0
Danny Garcia,DAL,M-F,4,4,0,0,0,0,0.0
Ryan Hollingshead,DAL,M,11,4,0,0,0,0,0.0
Eric Brunner,HOU,D,6,3,0,0,0,0,0.0
Mehdi Ballouchy,VAN,M,9,3,0,0,0,0,0.0
Agustin Viana,CLB,M-D,4,4,0,0,0,0,0.0
Conor Doyle,DC,F,17,1,0,0,0,0,0.0
Zat Knight,COL,D,4,3,0,0,0,0,0.0
Brian Ownby,HOU,M,19,0,0,0,0,0,0.0
Jared Jeffrey,DC,M,10,2,0,0,0,0,0.0
Kenney Walker,LA,M,8,4,0,0,0,0,0.0
Fred,PHI,M,11,3,0,0,0,0,0.0
Pedro Ribeiro,PHI,M-F,9,3,0,0,0,0,0.0
Tony Cascio,HOU,M,6,4,0,0,0,0,0.0
Samuel,LA,F,8,4,0,0,0,0,0.0
Todd Dunivant,LA,D,7,5,0,0,0,0,0.0
Florent Sinama-Pongolle,CHI,F,7,4,0,0,0,0,0.0
Alex Martinez,KC,M,10,3,0,0,0,0,0.0
Nicolas Mezquida,VAN,M,14,4,0,0,0,0,0.0
Jorge Claros,KC,M,7,4,0,0,0,0,0.0
Claudio Bieler,KC,F,13,4,0,0,0,0,0.0
Gorka Larrea,MTL,M,9,5,0,0,0,0,0.0
Aaron Maund,VAN,D,6,5,0,0,0,0,0.0
Ryan Finley,CHV,F,16,4,0,0,0,0,0.0
Thomas McNamara,NYC,M,6,6,0,0,0,0,0.0
Juan Luis Anangono,CHI,F,15,4,0,0,0,0,0.0
Pablo Pintos,SJ,D,6,6,0,0,0,0,0.0
Mikey Lopez,KC,M,8,5,0,0,0,0,0.0
Saer Sene,NE,M,15,5,0,0,0,0,0.0
Alvaro Rey,CLB,M,9,6,0,0,0,0,0.0
Kofi Opare,DC,D,6,5,0,0,0,0,0.0
Rauwshan McKenzie,POR,D,7,6,0,0,0,0,0.0
Dwayne De Rosario,TOR,M,19,4,0,0,0,0,0.0
Cole Grossman,RSL,M,17,5,0,0,0,0,0.0
Steve Neumann,NE,M-F,23,3,0,0,0,0,0.0
Andrew Jacobson,DAL,M,13,5,0,0,0,0,0.0
Oriol Rosell,ORL,M-D,7,7,0,0,0,0,0.0
Jeb Brovsky,MTL,D,7,7,0,0,0,0,0.0
Micheal Azira,COL,M,14,6,0,0,0,0,0.0
Adam Bedell,CLB,F,16,7,0,0,0,0,0.0
Chris Ritter,CHI,M,10,8,0,0,0,0,0.0
Benji Joya,CHI,M,12,9,0,0,0,0,0.0
Logan Pause,CHI,M,12,6,0,0,0,0,0.0
Tommy Thompson,SJ,M,13,8,0,0,0,0,0.0
Dylan Remick,HOU,D,13,8,0,0,0,0,0.0
Richard Eckersley,NY,D,9,8,0,0,0,0,0.0
Carlos Valdés,PHI,D,8,8,0,0,0,0,0.0
Razvan Cocis,CHI,M,10,8,0,0,0,0,0.0
Carlyle Mitchell,VAN,D,8,8,0,0,0,0,0.0
Ben Zemanski,POR,M,13,7,0,0,0,0,0.0
Marvin Chávez,CHV,M,16,8,0,0,0,0,0.0
Bobby Convey,NY,M,13,9,0,0,0,0,0.0
