Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,PKG/A,SC%,SOG%
Mike Sorber,MET,M,24,24,1976,0,2,37,7,0/0,0.0,18.9
Dante Washington,DAL,F,21,10,989,4,4,36,18,0/0,11.1,50.0
Peter Nowak,CHI,M,28,28,2480,6,8,35,15,0/0,17.1,42.9
Danny Pena,LA,D,27,27,2276,2,5,34,10,0/0,5.9,29.4
Jay Heaps,MIA,D,29,28,2511,3,1,34,18,0/0,8.8,52.9
Greg Vanney,LA,D,31,31,2790,1,7,34,9,1/1,2.9,26.5
Henry Zambrano,MET,F,14,14,1186,3,3,33,17,0/1,9.1,51.5
Ross Paule,COL,M,26,26,2231,3,9,33,9,0/0,9.1,27.3
Marcelo Balboa,COL,D,27,27,2430,1,2,33,6,0/0,3.0,18.2
Oscar Pareja,DAL,M,27,25,1954,4,6,32,17,1/1,12.5,53.1
Jeff Agoos,DC,D,30,29,2610,2,2,32,11,0/0,6.3,34.4
Miles Joseph,MET,M,20,13,1186,0,3,31,14,0/0,0.0,45.2
Alexi Lalas,KC,D,30,30,2700,4,1,31,16,0/0,12.9,51.6
Andy Williams,CLB,M,21,11,1227,0,3,30,9,0/0,0.0,30.0
Mike Petke,MET,D,25,23,2022,1,1,30,8,0/0,3.3,26.7
Billy Walsh,MET,M,30,30,2675,4,0,30,15,0/0,13.3,50.0
Carlos Valderrama,MIA,M,31,31,2762,4,15,30,12,0/1,13.3,40.0
Manny Lagos,CHI,M,19,9,872,4,5,29,13,0/0,13.8,44.8
Nansha Kalonji,MET,D,19,9,930,1,2,29,9,0/0,3.4,31.0
Nelson Vargas,MIA,M,22,14,1171,0,6,29,16,0/1,0.0,55.2
Matt McKeon,COL,D,28,27,2415,0,2,29,10,0/0,0.0,34.5
Johnny Torres,NE,F,27,10,1248,3,3,28,14,1/2,10.7,50.0
Roy Myers,LA,M-F,26,23,1970,4,7,28,17,0/0,14.3,60.7
Brian Maisonneuve,CLB,M,29,28,2495,2,8,28,15,0/0,7.1,53.6
Ariel Graziani,DAL,F,11,11,935,4,1,27,14,0/0,14.8,51.9
Ted Eck,DAL,M-F,31,25,2290,4,3,27,13,0/0,14.8,48.1
Simon Elliott,LA,M,23,18,1691,2,5,26,8,0/0,7.7,30.8
Joey DiGiamarino,COL,M,26,21,1913,3,2,26,11,0/0,11.5,42.3
Diego Gutierrez,CHI,D,28,25,2164,3,5,26,9,0/0,11.5,34.6
John Harkes,NE,M,22,21,1880,0,8,25,5,0/0,0.0,20.0
Mike Burns,NE,M,28,28,2505,1,4,25,13,0/0,4.0,52.0
Ted Chronopoulos,NE,D,31,31,2710,1,5,25,14,0/0,4.0,56.0
Jason Farrell,CLB,F,28,20,1725,1,3,24,16,0/0,4.2,66.7
Geoff Aunger,DC,D,26,24,2132,3,5,23,8,0/0,13.0,34.8
Carey Talley,DC,D,29,16,1603,4,4,22,5,0/0,18.2,22.7
Anders Limpar,COL,M,18,16,1358,2,6,20,5,0/0,10.0,25.0
Braeden Cloutier,SJ,M,26,18,1576,1,4,20,6,0/0,5.0,30.0
Brian Johnson,KC,M,26,19,1674,0,5,20,2,0/0,0.0,10.0
Chris Armas,CHI,M,22,22,1935,1,5,20,7,0/0,5.0,35.0
Jorge Rodriguez,DAL,M-D,30,28,2538,3,3,20,10,0/0,15.0,50.0
Ramiro Corrales,MET,M,31,31,2659,0,2,20,5,0/0,0.0,25.0
Wade Barrett,SJ,D,31,31,2790,1,8,20,6,0/0,5.0,30.0
Mickey Trotman,DAL,F,7,6,491,1,2,19,6,0/0,5.3,31.6
Jefferson Gottardi,TB,F,11,11,762,4,1,19,9,0/0,21.1,47.4
Jair,NE,M,21,17,1323,2,2,19,10,0/0,10.5,52.6
Leonel Alvarez,DAL,M,29,28,2452,0,7,19,7,0/0,0.0,36.8
Mike Duhaney,MET,D,19,13,1037,1,0,18,7,0/0,5.6,38.9
Brian Kamler,DC,M,28,23,2063,1,4,18,5,0/0,5.6,27.8
Mauricio Solis,SJ,M,12,12,1002,2,0,17,5,0/0,11.8,29.4
John Maessner,DC,M-D,24,21,1605,3,3,17,11,0/0,17.6,64.7
David Vaudreuil,COL,D,31,31,2774,0,1,17,6,0/0,0.0,35.3
Saul Martinez,MIA,F,15,4,491,2,0,16,8,0/0,12.5,50.0
Sasa Curcic,MET,F,9,7,492,2,2,16,10,1/1,12.5,62.5
Jamar Beasley,NE,M,18,3,502,0,1,16,8,0/0,0.0,50.0
Vitalis Takawira,KC,F,18,6,651,0,2,16,8,0/0,0.0,50.0
John Jairo Trellez,DAL,F,17,9,792,3,2,16,7,0/0,18.8,43.8
Zak Ibsen,LA,M,23,9,822,3,1,16,9,0/0,18.8,56.3
Jim Rooney,MET,M,13,9,847,0,2,16,7,0/0,0.0,43.8
Kevin Anderson,COL,M-D,17,11,920,1,2,16,7,0/0,6.3,43.8
Sergi Daniv,DAL,M,13,12,1015,0,2,16,8,0/0,0.0,50.0
Lawrence Lozzano,LA,M,19,13,1164,1,1,16,8,0/0,6.3,50.0
Ezra Hendrickson,LA,D,26,19,1708,4,3,16,9,0/0,25.0,56.3
Ansil Elcock,CLB,D,28,20,1908,3,3,16,9,0/0,18.8,56.3
Mauricio Wright,SJ,D,27,27,2430,3,2,16,9,0/0,18.8,56.3
Eric Wynalda,MIA,F,6,6,487,2,1,15,5,0/0,13.3,33.3
Paul Dougherty,CHI,F,19,11,1079,0,5,15,5,0/0,0.0,33.3
Sean Bowers,KC,D,25,20,1827,0,0,15,4,0/0,0.0,26.7
Jesse Marsch,CHI,M,29,27,2364,1,2,15,7,0/0,6.7,46.7
Daniel Hernandez,LA,M,14,9,901,0,0,14,6,0/0,0.0,42.9
Ritchie Kotschau,CHI,D,15,11,1072,3,2,14,8,0/0,21.4,57.1
Joe Franchino,LA,M,25,16,1316,0,3,14,5,0/0,0.0,35.7
Josh Keller,CHI,M,21,19,1787,0,0,14,3,0/0,0.0,21.4
John Doyle,SJ,D,27,25,2150,1,4,14,8,0/0,7.1,57.1
Paul Caligiuri,LA,D,27,27,2275,1,1,14,2,0/0,7.1,14.3
Mike Lapper,CLB,D,31,30,2700,1,4,14,6,0/0,7.1,42.9
Vicente Figueroa,KC,D,22,14,1312,0,0,13,5,0/0,0.0,38.5
Arley Palacios,MET,D,17,16,1370,1,0,13,3,0/0,7.7,23.1
Scott Vermillion,KC,D,24,22,1630,0,3,13,1,0/0,0.0,7.7
Mark Santel,DAL,M,26,22,1779,1,6,13,9,0/0,7.7,69.2
Richard Mulrooney,SJ,M,32,25,2338,1,3,13,5,0/0,7.7,38.5
Pete Marino,TB,F,15,0,289,1,0,12,6,0/0,8.3,50.0
Paul Broome,DAL,M,13,5,627,1,2,12,8,0/0,8.3,66.7
Richie Williams,DC,M,23,23,1996,2,6,12,6,0/0,16.7,50.0
Darren Sawatzky,COL,F,14,5,494,1,0,11,2,0/0,9.1,18.2
Paulo Dos Santos,NE,M,16,4,652,0,0,11,4,0/0,0.0,36.4
Temoc Suarez,DAL,M,17,11,944,1,1,11,5,0/0,9.1,45.5
Brian West,CLB,M-F,22,13,1074,1,4,11,3,0/0,9.1,27.3
Mario Gori,MIA,D,29,27,2294,0,1,11,3,0/0,0.0,27.3
Marquis White,COL,F,22,2,441,0,1,10,2,0/0,0.0,20.0
Frank Klopas,CHI,F,13,7,476,0,1,10,6,0/0,0.0,60.0
Tony Kuhn,MIA,F,16,4,484,0,0,10,4,0/0,0.0,40.0
Thomas Dooley,CLB,D,25,19,1697,0,1,10,5,0/0,0.0,50.0
Steve Jolley,LA,D,25,21,1940,2,1,10,5,0/0,20.0,50.0
Dominic Kinnear,TB,M,28,27,2151,0,7,10,5,0/0,0.0,50.0
Diego Sonora,DC,M-D,27,27,2201,1,5,10,5,0/0,10.0,50.0
Eric Quill,TB,F,15,3,431,1,1,9,6,0/0,11.1,66.7
Scott Bower,SJ,M,17,6,649,0,3,9,4,0/0,0.0,44.4
Dema Kovalenko,CHI,M,11,1,291,3,0,8,7,0/0,37.5,87.5
Maurizio Rocha,MIA,M,11,5,555,0,3,8,3,0/0,0.0,37.5
Antonio Otero,DC,M,12,8,719,0,2,8,5,0/0,0.0,62.5
Jorge Salcedo,LA,M,19,12,1178,0,1,8,2,0/0,0.0,25.0
Mohammad Khakpour,MET,D,14,14,1260,0,1,8,1,0/0,0.0,12.5
Carlos Llamosa,DC,D,17,17,1423,1,1,8,4,0/0,12.5,50.0
Jason Bent,COL,M,18,16,1497,0,2,8,2,0/0,0.0,25.0
Pablo Mastroeni,MIA,M,23,23,2025,0,3,8,0,0/0,0.0,0.0
Chad McCarty,TB,D,30,30,2640,2,1,8,5,0/0,25.0,62.5
Rob Smith,CLB,M,8,3,331,0,1,7,3,0/0,0.0,42.9
Jeff Bilyk,MIA,M,11,10,901,0,1,7,4,0/0,0.0,57.1
R.T. Moore,TB,D,17,12,1117,0,0,7,2,0/0,0.0,28.6
Eddie Pope,DC,D,19,18,1647,1,0,7,2,0/0,14.3,28.6
Brian Dunseth,NE,D,29,25,2370,0,1,7,3,0/0,0.0,42.9
Richard Farrer,DAL,D,30,29,2608,2,1,7,4,0/0,28.6,57.1
Peter Vermes,COL,D,32,32,2880,0,2,7,0,0/0,0.0,0.0
Nino Da Silva,KC,F,8,3,331,0,0,6,3,0/0,0.0,50.0
Francisco Gomez,KC,M,7,4,339,1,0,6,3,1/1,16.7,50.0
Chris Albright,DC,D,8,4,347,0,1,6,3,0/0,0.0,50.0
Brian Haynes,DAL,M,18,3,532,1,2,6,1,0/0,16.7,16.7
Matt Kmosko,CLB,D,14,9,785,0,3,6,1,0/0,0.0,16.7
Billy Thompson,CLB,M,16,9,791,0,1,6,2,0/0,0.0,33.3
Steve Trittschuh,COL,D,12,10,970,2,1,6,3,0/0,33.3,50.0
Jeremy Aldrich,MIA,D,18,14,1365,0,0,6,2,0/0,0.0,33.3
Jamie Clark,SJ,D,26,22,1894,2,0,6,3,0/0,33.3,50.0
Sam George,CHI,M,27,26,2156,0,1,6,0,0/0,0.0,0.0
C.J. Brown,CHI,D,26,26,2238,0,2,6,2,0/0,0.0,33.3
Mike Clark,CLB,D,30,30,2558,0,3,6,3,0/0,0.0,50.0
Seth George,LA,F,9,1,201,2,0,5,5,0/0,40.0,100.0
Roberto Gaucho,MIA,F,5,4,295,1,2,5,2,0/0,20.0,40.0
John Ball,CHI,M,9,4,480,0,0,5,2,0/0,0.0,40.0
Jason Moore,DC,M,16,12,999,0,2,5,0,0/0,0.0,0.0
Carlos Parra,MIA,M,21,11,1095,1,1,5,1,0/0,20.0,20.0
Mark Semioli,MET,D,24,24,2106,2,0,5,3,0/0,40.0,60.0
Brandon Pollard,DAL,D,31,31,2790,0,2,5,0,0/0,0.0,0.0
Marvin Quijano,LA,F,7,1,167,0,1,4,1,0/0,0.0,25.0
Tab Ramos,MET,M,5,4,347,0,3,4,2,0/0,0.0,50.0
Paul Keegan,NE,F,10,4,365,0,1,4,2,0/0,0.0,50.0
Bobby Rhine,DAL,M,16,4,488,2,1,4,2,0/0,50.0,50.0
Tahj Jakins,COL,D,19,9,803,0,0,4,1,0/0,0.0,25.0
Jake Dancy,KC,M,14,10,964,0,1,4,2,0/0,0.0,50.0
Tim Martin,COL,D,19,15,1295,0,1,4,0,0/0,0.0,0.0
Jason Boyce,MIA,F,4,1,153,0,0,3,2,0/0,0.0,66.7
Kirk Wilson,DAL,M,5,2,222,0,0,3,1,0/0,0.0,33.3
Wade Webber,MIA,D,7,5,540,0,0,3,1,0/0,0.0,33.3
John DeBrito,CLB,D,8,8,656,1,1,3,1,0/0,33.3,33.3
Kris Kelderman,NE,M,18,11,995,0,2,3,2,0/0,0.0,66.7
Jimmy Conrad,SJ,D,17,12,1163,1,1,3,2,0/0,33.3,66.7
Tom Soehn,CHI,D,23,14,1359,1,1,3,1,0/0,33.3,33.3
Francis Okaroh,CHI,D,26,26,2269,0,0,3,0,0/0,0.0,0.0
Todd Yeagley,CLB,M,29,27,2356,1,1,3,2,0/0,33.3,66.7
David Hayes,DC,F,5,0,44,0,0,2,1,0/0,0.0,50.0
Alen Kozic,MIA,M,4,1,116,0,0,2,0,0/0,0.0,0.0
Alan Prampin,TB,F,4,1,117,0,0,2,1,0/0,0.0,50.0
Paul Wright,KC,F,6,1,148,0,0,2,0,0/0,0.0,0.0
Guillermo Jara,COL,M,12,4,454,0,1,2,0,0/0,0.0,0.0
Jan Eriksson,TB,D,6,6,525,0,0,2,0,0/0,0.0,0.0
Joseph Addo,TB,D,8,8,675,0,0,2,0,0/0,0.0,0.0
Brandon Prideaux,KC,D,15,8,937,0,1,2,0,0/0,0.0,0.0
Dan Calichman,NE,D,25,25,2009,0,0,2,2,0/0,0.0,100.0
Harut Karapetyan,TB,F,2,0,32,0,1,1,1,0/0,0.0,100.0
Dan Stebbins,CHI,F,1,0,45,0,0,1,0,0/0,0.0,0.0
Lazo Alavanja,DAL,M,1,0,45,0,0,1,0,0/0,0.0,0.0
Rob Johnson,MET,F,1,0,45,0,0,1,0,0/0,0.0,0.0
Brian Bates,DC,M,1,0,64,0,0,1,0,0/0,0.0,0.0
John Wolyniec,MET,F,4,0,69,1,0,1,1,0/0,100.0,100.0
Imad Baba,NE,M,2,2,108,0,0,1,1,0/0,0.0,100.0
Scott Uderitz,KC,D,2,2,143,0,0,1,0,0/0,0.0,0.0
Clint Peay,DC,D,5,2,241,1,1,1,1,0/0,100.0,100.0
Tim Sahaydak,MIA,D,9,4,276,0,2,1,0,0/0,0.0,0.0
Andrew Lewis,CHI,M,9,3,363,0,1,1,0,0/0,0.0,0.0
Refik Sabanadzovic,KC,M,6,6,436,0,0,1,0,0/0,0.0,0.0
Ryan Tinsley,CHI,D,13,7,706,1,0,1,1,0/0,100.0,100.0
Kevin Knight,MET,D,11,8,732,0,0,1,1,0/0,0.0,100.0
Chris Martinez,COL,D,16,8,798,0,0,1,1,0/0,0.0,100.0
Richard Goulooze,NE,D,11,9,805,0,0,1,0,0/0,0.0,0.0
Joey Martinez,SJ,D,15,13,995,0,1,1,0,0/0,0.0,0.0
Eric Dade,DAL,D,24,19,1630,0,0,1,0,0/0,0.0,0.0
Robin Fraser,LA,D,24,23,2096,0,1,1,1,0/0,0.0,100.0
Uche Okafor,KC,D,26,26,2269,0,1,1,0,0/0,0.0,0.0
Leo Cullen,MIA,M,30,30,2619,0,0,1,0,0/0,0.0,0.0
Evan Whitfield,CHI,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Mark Baena,SJ,F,0,0,0,0,0,0,0,0/0,0.0,0.0
John Kerr,NE,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Andrew Parrish,DAL,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Scott Pearson,DC,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Andreas Maier,MIA,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Jim Manganello,MET,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Gabe Jones,DAL,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Michael Green,KC,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Ray Goodlett,DC,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Anthony Farras,SJ,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Jaime Estupinan,LA,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Jesse Van Saun,CHI,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Maxi Viera,SJ,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Jose Vasquez,LA,D,0,0,0,0,0,0,0,0/0,0.0,0.0
John Rusek,MET,M-D,0,0,0,0,0,0,0,0/0,0.0,0.0
Tomasz Wygonik,MIA,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Gabe Eastman,LA,D,1,0,3,0,0,0,0,0/0,0.0,0.0
Cesar Alvarado,TB,M,1,0,4,0,1,0,0,0/0,0.0,0.0
Fernando Fernandes,MET,M,1,0,5,0,0,0,0,0/0,0.0,0.0
Curt Onalfo,DC,D,1,0,7,0,0,0,0,0/0,0.0,0.0
Jose Botello,LA,F,1,0,13,0,0,0,0,0/0,0.0,0.0
Esmundo Rodriguez,SJ,M,1,0,15,0,0,0,0,0/0,0.0,0.0
Carlos Rocha,NE,F,1,0,20,0,0,0,0,0/0,0.0,0.0
Eric Kvello,MET,M,2,1,44,0,0,0,0,0/0,0.0,0.0
Manny Motajo,NE,D,2,1,56,0,0,0,0,0/0,0.0,0.0
Mike Slivinski,DC,M,4,0,57,0,0,0,0,0/0,0.0,0.0
Leighton O'Brien,SJ,M,4,0,62,0,0,0,0,0/0,0.0,0.0
Chaka Daley,NE,D,2,0,67,0,0,0,0,0/0,0.0,0.0
Carlos Farias,SJ,M,2,1,72,0,0,0,0,0/0,0.0,0.0
Caleb Porter,SJ,M,4,1,72,0,0,0,0,0/0,0.0,0.0
Tim Weaver,SJ,D,1,1,90,0,0,0,0,0/0,0.0,0.0
Jeff Zaun,CHI,D,1,1,90,0,0,0,0,0/0,0.0,0.0
Ubusuku Abukusumo,CLB,D,3,1,102,0,0,0,0,0/0,0.0,0.0
Adam Frye,SJ,D,3,0,117,0,1,0,0,0/0,0.0,0.0
Judah Cooks,DC,M,6,1,148,0,0,0,0,0/0,0.0,0.0
Tony Soto,KC,D,4,3,176,0,0,0,0,0/0,0.0,0.0
Matt Chulis,CLB,D,4,3,260,0,0,0,0,0/0,0.0,0.0
Chris Houser,TB,D,9,5,529,0,1,0,0,0/0,0.0,0.0
Stats Unavailable,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
