Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,FC,FS,OFF,YC,RC
Greg Vanney,LA,D,31,31,2790,1,7,34,9,39,26,1,3,0
Ross Paule,COL,M,26,26,2231,3,9,33,9,38,25,1,1,0
Henry Gutierrez,MIA,M,30,28,2415,6,14,53,26,38,64,8,7,1
Jamie Clark,SJ,D,26,22,1894,2,0,6,3,37,19,1,7,0
Oscar Pareja,DAL,M,27,25,1954,4,6,32,17,37,59,7,3,0
Jesse Marsch,CHI,M,29,27,2364,1,2,15,7,37,23,5,4,1
Chad McCarty,TB,D,30,30,2640,2,1,8,5,37,20,0,8,0
David Vaudreuil,COL,D,31,31,2774,0,1,17,6,37,41,3,2,0
Ezra Hendrickson,LA,D,26,19,1708,4,3,16,9,36,10,3,3,0
Ante Razov,CHI,F,30,24,2068,14,7,90,49,36,34,32,4,0
Mark Semioli,MET,D,24,24,2106,2,0,5,3,36,30,2,7,1
Dominic Kinnear,TB,M,28,27,2151,0,7,10,5,36,40,1,4,1
Mario Gori,MIA,D,29,27,2294,0,1,11,3,36,32,2,4,1
Lubos Kubik,CHI,D,27,27,2387,5,8,42,12,36,32,0,6,2
Eddie Lewis,SJ,M,29,29,2546,4,14,55,25,36,48,9,4,0
Anders Limpar,COL,M,18,16,1358,2,6,20,5,35,34,3,4,1
Scott Vermillion,KC,D,24,22,1630,0,3,13,1,35,12,1,1,1
Joey DiGiamarino,COL,M,26,21,1913,3,2,26,11,35,42,8,3,0
Giovanni Savarese,NE,F,27,25,2062,10,2,48,30,35,28,17,2,0
Ted Eck,DAL,M-F,31,25,2290,4,3,27,13,35,42,0,4,0
Cobi Jones,LA,M,28,28,2488,8,8,62,32,34,80,32,4,0
Mike Sorber,MET,M,24,24,1976,0,2,37,7,33,27,1,5,0
Jorge Rodriguez,DAL,M-D,30,28,2538,3,3,20,10,33,28,3,3,0
Billy Walsh,MET,M,30,30,2675,4,0,30,15,33,19,2,2,1
Ted Chronopoulos,NE,D,31,31,2710,1,5,25,14,33,42,7,4,0
Lawrence Lozzano,LA,M,19,13,1164,1,1,16,8,32,10,2,3,0
Alejandro Sequeira,SJ,F,25,22,1789,5,3,43,20,32,41,18,2,0
Brian Dunseth,NE,D,29,25,2370,0,1,7,3,32,15,0,5,0
Jorge Dely Valdes,COL,F,32,27,2415,10,6,70,28,32,61,31,2,0
Mike Burns,NE,M,28,28,2505,1,4,25,13,32,19,2,4,0
Andy Williams,CLB,M,21,11,1227,0,3,30,9,31,38,1,0,0
Sean Bowers,KC,D,25,20,1827,0,0,15,4,31,11,1,5,0
John Harkes,NE,M,22,21,1880,0,8,25,5,31,29,2,1,0
Pablo Mastroeni,MIA,M,23,23,2025,0,3,8,0,31,22,0,8,0
Robert Warzycha,CLB,M,28,23,2077,3,12,48,16,29,41,3,6,0
Mauricio Cienfuegos,LA,M,30,29,2621,3,17,42,17,29,53,4,4,0
Peter Vermes,COL,D,32,32,2880,0,2,7,0,29,38,2,5,0
Paulo Dos Santos,NE,M,16,4,652,0,0,11,4,28,13,0,1,0
Richard Mulrooney,SJ,M,32,25,2338,1,3,13,5,28,41,3,5,0
Ramiro Corrales,MET,M,31,31,2659,0,2,20,5,28,31,1,4,1
Steve Jolley,LA,D,25,21,1940,2,1,10,5,27,15,1,2,0
Uche Okafor,KC,D,26,26,2269,0,1,1,0,27,13,0,5,2
Jeff Agoos,DC,D,30,29,2610,2,2,32,11,27,48,1,5,0
Sergi Daniv,DAL,M,13,12,1015,0,2,16,8,26,15,0,4,0
Joe Franchino,LA,M,25,16,1316,0,3,14,5,26,18,1,2,0
Eric Dade,DAL,D,24,19,1630,0,0,1,0,26,11,0,5,1
Eddie Pope,DC,D,19,18,1647,1,0,7,2,26,9,0,0,0
Josh Keller,CHI,M,21,19,1787,0,0,14,3,26,18,0,1,0
Paul Bravo,COL,M,25,23,1966,7,5,40,21,26,57,26,1,0
Jerzy Podbrozny,CHI,F,29,28,2357,4,8,60,23,26,19,4,1,1
Marcelo Balboa,COL,D,27,27,2430,1,2,33,6,26,15,0,1,0
Carlos Parra,MIA,M,21,11,1095,1,1,5,1,25,5,0,5,2
Johnny Torres,NE,F,27,10,1248,3,3,28,14,25,32,17,1,0
Sam George,CHI,M,27,26,2156,0,1,6,0,25,18,1,4,0
Roy Lassiter,DC,F,30,29,2626,18,11,85,47,25,34,43,5,1
Jeff Bilyk,MIA,M,11,10,901,0,1,7,4,24,10,1,4,0
A.J. Wood,DC,F,24,13,1385,8,6,44,17,24,23,10,1,0
Mike Petke,MET,D,25,23,2022,1,1,30,8,24,20,0,5,1
Preki,KC,M,30,28,2572,7,11,97,31,24,77,1,3,0
Carlos Valderrama,MIA,M,31,31,2762,4,15,30,12,24,60,1,3,1
Nelson Vargas,MIA,M,22,14,1171,0,6,29,16,23,36,2,1,1
Robin Fraser,LA,D,24,23,2096,0,1,1,1,23,10,0,1,0
Ronald Cerritos,SJ,F,31,30,2721,15,9,75,45,23,34,35,2,0
Petter Villegas,MET,M,30,10,1409,3,6,42,9,22,39,3,1,0
Alex Bunbury,KC,F,19,17,1579,4,4,41,19,22,53,16,0,0
Jason Farrell,CLB,F,28,20,1725,1,3,24,16,22,8,6,4,0
Clint Mathis,LA,M,27,20,1890,7,6,63,19,22,26,14,1,1
Marco Etcheverry,DC,M,22,22,1890,4,17,37,18,22,54,4,8,1
Jim Rooney,MET,M,13,9,847,0,2,16,7,21,14,0,3,1
Tim Martin,COL,D,19,15,1295,0,1,4,0,21,19,0,4,0
Vicente Figueroa,KC,D,22,14,1312,0,0,13,5,21,22,4,4,0
Dante Washington,DAL,F,21,10,989,4,4,36,18,20,21,15,0,0
Joey Martinez,SJ,D,15,13,995,0,1,1,0,20,6,0,2,0
Mike Duhaney,MET,D,19,13,1037,1,0,18,7,20,8,2,1,0
Brian West,CLB,M-F,22,13,1074,1,4,11,3,20,16,10,1,0
Jason Bent,COL,M,18,16,1497,0,2,8,2,20,20,2,5,0
Brian Kelly,MET,M,28,21,1843,2,4,52,18,20,23,16,1,0
Mark Chung,MET,M,26,22,1995,3,7,56,22,20,56,5,1,0
Steve Ralston,TB,M,32,32,2872,5,18,41,17,20,40,3,0,0
Tahj Jakins,COL,D,19,9,803,0,0,4,1,19,9,1,2,0
Ariel Graziani,DAL,F,11,11,935,4,1,27,14,19,21,15,2,0
Carlos Hermosillo,LA,F,16,16,1280,8,3,38,24,19,15,24,3,0
Jeff Cunningham,CLB,F,28,15,1556,12,5,60,32,19,35,25,2,0
Mark Santel,DAL,M,26,22,1779,1,6,13,9,19,23,11,1,0
Brian McBride,CLB,F,25,25,2209,5,10,79,31,19,57,11,1,0
Mauricio Ramos,TB,M,30,28,2254,3,9,96,30,19,26,1,3,0
Tom Soehn,CHI,D,23,14,1359,1,1,3,1,18,20,0,2,0
Josh Wolff,CHI,F,28,17,1775,10,2,55,34,18,20,20,2,0
Brian Kamler,DC,M,28,23,2063,1,4,18,5,18,29,3,3,2
Leo Cullen,MIA,M,30,30,2619,0,0,1,0,18,11,0,1,1
Jefferson Gottardi,TB,F,11,11,762,4,1,19,9,17,15,8,2,0
Matt Kmosko,CLB,D,14,9,785,0,3,6,1,17,9,3,1,0
Carlos Llamosa,DC,D,17,17,1423,1,1,8,4,17,14,0,1,2
Simon Elliott,LA,M,23,18,1691,2,5,26,8,17,14,2,2,0
Paul Keegan,NE,F,10,4,365,0,1,4,2,16,9,1,0,0
Steve Trittschuh,COL,D,12,10,970,2,1,6,3,16,12,0,1,2
Mauricio Solis,SJ,M,12,12,1002,2,0,17,5,16,17,2,2,0
Jimmy Conrad,SJ,D,17,12,1163,1,1,3,2,16,11,0,4,0
Mickey Trotman,DAL,F,7,6,491,1,2,19,6,15,13,9,0,0
Richard Goulooze,NE,D,11,9,805,0,0,1,0,15,4,0,1,0
Temoc Suarez,DAL,M,17,11,944,1,1,11,5,15,16,2,4,0
Jason Moore,DC,M,16,12,999,0,2,5,0,15,45,2,5,1
Jorge Salcedo,LA,M,19,12,1178,0,1,8,2,15,16,0,0,0
Miles Joseph,MET,M,20,13,1186,0,3,31,14,15,17,3,0,0
Jair,NE,M,21,17,1323,2,2,19,10,15,17,4,4,0
Manny Lagos,CHI,M,19,9,872,4,5,29,13,14,22,3,0,1
Kevin Anderson,COL,M-D,17,11,920,1,2,16,7,14,10,2,0,1
Nansha Kalonji,MET,D,19,9,930,1,2,29,9,14,15,3,2,0
Kris Kelderman,NE,M,18,11,995,0,2,3,2,14,9,0,1,0
R.T. Moore,TB,D,17,12,1117,0,0,7,2,14,11,0,2,0
Jeremy Aldrich,MIA,D,18,14,1365,0,0,6,2,14,16,0,3,0
Chris Brown,KC,M-F,28,19,1679,4,3,40,19,14,16,1,0,0
Richard Farrer,DAL,D,30,29,2608,2,1,7,4,14,16,0,1,1
Saul Martinez,MIA,F,15,4,491,2,0,16,8,13,6,14,3,0
Ritchie Kotschau,CHI,D,15,11,1072,3,2,14,8,13,8,2,1,0
Henry Zambrano,MET,F,14,14,1186,3,3,33,17,13,22,22,2,0
Edwin Gorter,MIA,M,21,18,1607,4,1,42,15,13,22,2,3,0
Thomas Dooley,CLB,D,25,19,1697,0,1,10,5,13,18,2,1,0
Chris Klein,KC,M,30,24,2198,6,5,39,16,13,20,4,0,0
Nino Da Silva,KC,F,8,3,331,0,0,6,3,12,11,2,1,0
Tony Kuhn,MIA,F,16,4,484,0,0,10,4,12,8,4,1,0
Antonio Otero,DC,M,12,8,719,0,2,8,5,12,8,1,3,0
Billy Thompson,CLB,M,16,9,791,0,1,6,2,12,12,4,1,0
Daniel Hernandez,LA,M,14,9,901,0,0,14,6,12,25,0,2,0
Paul Dougherty,CHI,F,19,11,1079,0,5,15,5,12,22,0,0,0
Dario Brose,SJ,M,27,12,1288,4,2,38,13,12,24,3,0,0
Rob Smith,CLB,M,8,3,331,0,1,7,3,11,2,0,1,0
Chris Houser,TB,D,9,5,529,0,1,0,0,11,3,0,3,0
Maurizio Rocha,MIA,M,11,5,555,0,3,8,3,11,9,2,0,0
Vitalis Takawira,KC,F,18,6,651,0,2,16,8,11,18,7,0,0
Ryan Tinsley,CHI,D,13,7,706,1,0,1,1,11,9,1,2,0
Chris Martinez,COL,D,16,8,798,0,0,1,1,11,5,0,0,0
Jake Dancy,KC,M,14,10,964,0,1,4,2,11,11,0,2,0
Diego Sonora,DC,M-D,27,27,2201,1,5,10,5,11,15,1,2,0
Frank Klopas,CHI,F,13,7,476,0,1,10,6,10,8,2,2,0
Darren Sawatzky,COL,F,14,5,494,1,0,11,2,10,6,2,2,0
Brian Haynes,DAL,M,18,3,532,1,2,6,1,10,8,0,1,1
Wade Webber,MIA,D,7,5,540,0,0,3,1,10,0,0,1,0
Paul Broome,DAL,M,13,5,627,1,2,12,8,10,15,4,2,0
John DeBrito,CLB,D,8,8,656,1,1,3,1,10,5,0,2,0
John Jairo Trellez,DAL,F,17,9,792,3,2,16,7,10,16,15,0,0
Zak Ibsen,LA,M,23,9,822,3,1,16,9,10,6,1,2,0
Brandon Prideaux,KC,D,15,8,937,0,1,2,0,10,16,0,1,0
Mohammad Khakpour,MET,D,14,14,1260,0,1,8,1,10,11,1,2,0
Joseph Addo,TB,D,8,8,675,0,0,2,0,9,13,0,1,0
John Maessner,DC,M-D,24,21,1605,3,3,17,11,9,12,2,2,0
Judah Cooks,DC,M,6,1,148,0,0,0,0,8,1,0,1,0
Jamar Beasley,NE,M,18,3,502,0,1,16,8,8,13,7,1,0
Chris Albright,DC,D,8,4,347,0,1,6,3,7,4,3,1,0
John Ball,CHI,M,9,4,480,0,0,5,2,7,8,2,2,0
Caleb Porter,SJ,M,4,1,72,0,0,0,0,6,2,0,2,1
Scott Uderitz,KC,D,2,2,143,0,0,1,0,6,4,0,0,0
Clint Peay,DC,D,5,2,241,1,1,1,1,6,0,0,1,0
Pete Marino,TB,F,15,0,289,1,0,12,6,6,3,2,0,0
Roberto Gaucho,MIA,F,5,4,295,1,2,5,2,6,5,6,0,0
Andrew Lewis,CHI,M,9,3,363,0,1,1,0,6,3,0,0,0
Marquis White,COL,F,22,2,441,0,1,10,2,6,6,8,0,0
Jan Eriksson,TB,D,6,6,525,0,0,2,0,6,3,0,1,0
Adam Frye,SJ,D,3,0,117,0,1,0,0,5,2,0,1,0
Seth George,LA,F,9,1,201,2,0,5,5,5,3,7,1,0
Kirk Wilson,DAL,M,5,2,222,0,0,3,1,5,2,0,0,0
Dema Kovalenko,CHI,M,11,1,291,3,0,8,7,5,11,1,0,0
Guillermo Jara,COL,M,12,4,454,0,1,2,0,5,2,0,3,0
Ubusuku Abukusumo,CLB,D,3,1,102,0,0,0,0,4,2,0,0,0
Tony Soto,KC,D,4,3,176,0,0,0,0,4,1,0,1,0
Matt Chulis,CLB,D,4,3,260,0,0,0,0,4,4,0,1,0
Tab Ramos,MET,M,5,4,347,0,3,4,2,4,8,3,1,0
Eric Quill,TB,F,15,3,431,1,1,9,6,4,9,3,0,0
Refik Sabanadzovic,KC,M,6,6,436,0,0,1,0,4,4,0,1,0
Bobby Rhine,DAL,M,16,4,488,2,1,4,2,4,7,11,0,0
Scott Bower,SJ,M,17,6,649,0,3,9,4,4,4,1,1,0
Imad Baba,NE,M,2,2,108,0,0,1,1,3,3,0,0,0
Alen Kozic,MIA,M,4,1,116,0,0,2,0,3,1,0,0,0
Paul Wright,KC,F,6,1,148,0,0,2,0,3,2,0,1,0
Marvin Quijano,LA,F,7,1,167,0,1,4,1,3,5,4,1,0
Tim Sahaydak,MIA,D,9,4,276,0,2,1,0,3,3,1,0,0
Eric Wynalda,MIA,F,6,6,487,2,1,15,5,3,13,4,1,0
Sasa Curcic,MET,F,9,7,492,2,2,16,10,3,9,5,0,1
Kevin Knight,MET,D,11,8,732,0,0,1,1,3,7,0,0,0
Manny Motajo,NE,D,2,1,56,0,0,0,0,2,0,0,0,0
Carlos Farias,SJ,M,2,1,72,0,0,0,0,2,1,0,0,0
Jason Boyce,MIA,F,4,1,153,0,0,3,2,2,2,0,0,0
Esmundo Rodriguez,SJ,M,1,0,15,0,0,0,0,1,0,0,0,0
Carlos Rocha,NE,F,1,0,20,0,0,0,0,1,1,1,1,0
Harut Karapetyan,TB,F,2,0,32,0,1,1,1,1,0,0,0,0
Mike Slivinski,DC,M,4,0,57,0,0,0,0,1,0,1,0,0
Leighton O'Brien,SJ,M,4,0,62,0,0,0,0,1,0,0,0,0
John Wolyniec,MET,F,4,0,69,1,0,1,1,1,1,1,0,0
Tim Weaver,SJ,D,1,1,90,0,0,0,0,1,0,0,0,0
Jeff Zaun,CHI,D,1,1,90,0,0,0,0,1,1,0,1,0
Francisco Gomez,KC,M,7,4,339,1,0,6,3,1,5,0,0,0
Evan Whitfield,CHI,D,0,0,0,0,0,0,0,0,0,0,0,0
Mark Baena,SJ,F,0,0,0,0,0,0,0,0,0,0,0,0
Tomasz Wygonik,MIA,M,0,0,0,0,0,0,0,0,0,0,0,0
Maxi Viera,SJ,M,0,0,0,0,0,0,0,0,0,0,0,0
Jesse Van Saun,CHI,F,0,0,0,0,0,0,0,0,0,0,0,0
Jose Vasquez,LA,D,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Parrish,DAL,D,0,0,0,0,0,0,0,0,0,0,0,0
Scott Pearson,DC,F,0,0,0,0,0,0,0,0,0,0,0,0
John Rusek,MET,M-D,0,0,0,0,0,0,0,0,0,0,0,0
John Kerr,NE,F,0,0,0,0,0,0,0,0,0,0,0,0
Gabe Jones,DAL,F,0,0,0,0,0,0,0,0,0,0,0,0
Michael Green,KC,D,0,0,0,0,0,0,0,0,0,0,0,0
Andreas Maier,MIA,M,0,0,0,0,0,0,0,0,0,0,0,0
Jim Manganello,MET,M,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Farras,SJ,F,0,0,0,0,0,0,0,0,0,0,0,0
Jaime Estupinan,LA,M,0,0,0,0,0,0,0,0,0,0,0,0
Ray Goodlett,DC,D,0,0,0,0,0,0,0,0,0,0,0,0
Gabe Eastman,LA,D,1,0,3,0,0,0,0,0,0,0,0,0
Cesar Alvarado,TB,M,1,0,4,0,1,0,0,0,0,0,0,0
Fernando Fernandes,MET,M,1,0,5,0,0,0,0,0,0,0,0,0
Curt Onalfo,DC,D,1,0,7,0,0,0,0,0,0,0,0,0
Jose Botello,LA,F,1,0,13,0,0,0,0,0,0,1,0,0
Eric Kvello,MET,M,2,1,44,0,0,0,0,0,0,0,1,0
David Hayes,DC,F,5,0,44,0,0,2,1,0,1,1,0,0
Dan Stebbins,CHI,F,1,0,45,0,0,1,0,0,0,0,0,0
Lazo Alavanja,DAL,M,1,0,45,0,0,1,0,0,0,0,0,0
Rob Johnson,MET,F,1,0,45,0,0,1,0,0,1,0,0,0
Brian Bates,DC,M,1,0,64,0,0,1,0,0,0,0,0,0
Chaka Daley,NE,D,2,0,67,0,0,0,0,0,1,0,0,0
Alan Prampin,TB,F,4,1,117,0,0,2,1,0,2,3,0,0
Stats Unavailable,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
