Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SOH,SOD,SOA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,B365>2.5,B365<2.5,GBAHH,GBAHA,GBAH,LBAHH,LBAHA,LBAH,B365AHH,B365AHA,B365AH
E0,30/08/03,Tottenham,Fulham,0,3,A,0,1,A,J Winter,18,9,6,5,15,13,9,4,0,2,0,0,1.667,3.4,5,1.75,3.4,4.4,1.8,3.1,3.8,1.727,3.2,4.333,1.67,3.4,4.5,1.72,3.25,4.33,1.72,3.2,4.33,1.85,1.85,2,1.8,1.7,2.1,-0.5,2,1.85,-0.75,2,1.9,-0.75
E0,30/08/03,Wolves,Portsmouth,0,0,D,0,0,D,A D'Urso,11,9,2,2,15,16,4,6,3,5,0,0,2.75,3.2,2.375,2.7,3.3,2.4,2.4,3.2,2.4,2.625,3.4,2.25,2.5,3.2,2.5,2.5,3.2,2.5,2.62,3.2,2.3,1.85,1.85,1.95,1.85,1.75,2.05,0.25,2.05,1.8,0,2,1.9,0
E0,31/08/03,Man City,Arsenal,1,2,A,1,0,H,G Poll,11,10,7,5,12,11,5,5,4,3,0,0,4,3.4,1.8,4.3,3.45,1.75,4.2,3.2,1.7,4.333,3.6,1.615,4.33,3.4,1.8,4.33,3.25,1.72,4.5,3.3,1.66,1.6,2.15,1.8,2,1.5,2.4,1,2.1,1.75,0.5,2.075,1.825,0.5
E0,31/08/03,Southampton,Man United,1,0,H,0,0,D,M Halsey,12,10,5,9,8,10,9,5,1,0,0,0,5,3.4,1.667,4.9,3.5,1.65,4.4,3.3,1.65,5,3.5,1.571,5,3.6,1.67,5,3.4,1.61,5,3.5,1.57,1.65,2.05,1.75,2.05,1.77,2.05,1,2,1.85,0.75,2.075,1.825,0.75
E0,13/09/03,Arsenal,Portsmouth,1,1,D,1,1,D,A Wiley,12,8,7,2,11,19,7,1,2,3,0,0,1.28,4.5,10,1.27,5,10,1.3,4.2,8,1.222,5,10,1.22,5,10,1.22,5,10,1.22,5,9.5,1.6,2.25,1.61,2.25,1.85,1.95,-1.5,1.9,1.95,-1.5,1.85,2.05,-1.5
E0,13/09/03,Blackburn,Liverpool,1,3,A,1,1,D,N Barry,8,21,5,14,13,11,5,10,2,2,1,0,2.8,3.25,2.3,2.75,3.2,2.4,2.7,3,2.3,2.5,3.2,2.5,2.62,3.2,2.38,2.62,3.2,2.37,2.6,3.1,2.4,1.85,1.85,1.95,1.85,2.05,1.77,0,2.05,1.8,0,2.025,1.875,-1.5
E0,13/09/03,Bolton,Middlesbrough,2,0,H,1,0,H,P Dowd,13,7,8,6,17,14,10,1,3,3,0,0,2.3,3.2,2.87,2.3,3.2,2.9,2.2,3,2.9,2.375,3,2.75,2.2,3.25,2.8,2.25,3.2,2.8,2.25,3.1,2.8,1.95,1.75,2,1.8,1.95,1.85,-0.25,,,,2.1,1.8,-0.25
E0,13/09/03,Charlton,Man United,0,2,A,0,0,D,M Riley,8,14,3,9,19,18,3,3,2,2,1,0,5,3.6,1.61,5.5,3.65,1.57,4.4,3.3,1.65,4.5,3.5,1.615,5.5,3.5,1.53,5.5,3.4,1.57,5,3.5,1.57,1.71,2,1.8,2,1.8,2,1,1.85,2,1,2.1,1.8,0.5
E0,13/09/03,Chelsea,Tottenham,4,2,H,2,1,H,G Poll,12,9,6,3,16,20,10,3,1,4,0,0,1.53,3.6,6,1.5,3.65,6.65,1.55,3.5,4.8,1.533,3.5,5.5,1.44,3.5,7,1.5,3.5,6,1.53,3.25,6,1.8,1.9,1.75,2.05,1.95,1.85,-1.25,2,1.85,-1.25,2.075,1.825,-1.25
E0,13/09/03,Everton,Newcastle,2,2,D,0,0,D,R Styles,9,4,7,2,20,21,6,3,5,5,1,1,2.37,3.2,2.75,2.4,3.2,2.75,2.3,3,2.7,2.4,3.25,2.5,2.38,3.2,2.62,2.3,3.2,2.7,2.37,3.1,2.62,1.8,1.9,1.9,1.9,1.8,2,0,1.8,2.05,0,1.8,2.1,-1.25
E0,13/09/03,Southampton,Wolves,2,0,H,1,0,H,U Rennie,15,10,10,3,16,20,7,3,3,5,0,0,1.61,3.4,5.5,1.6,3.55,5.4,1.7,3.2,4.2,1.615,3.25,5,1.57,3.4,5.5,1.57,3.4,5.5,1.57,3.5,5,1.85,1.85,1.95,1.85,1.8,2.05,-0.75,1.8,2.05,-0.75,1.85,2.05,-0.75
E0,14/09/03,Birmingham,Fulham,2,2,D,1,1,D,S Dunn,15,8,9,6,16,21,8,1,1,4,1,1,1.83,3.25,4,1.95,3.25,3.6,2,3.1,3.2,1.833,3,4,1.8,3.4,4.33,1.83,3.3,3.75,1.83,3.2,3.75,1.9,1.79,2.05,1.75,1.9,1.9,-0.5,2.05,1.8,-0.5,2.025,1.875,-0.5
E0,14/09/03,Man City,Aston Villa,4,1,H,0,1,A,M Halsey,17,8,9,4,11,11,4,3,0,1,0,0,1.83,3.25,4,1.95,3.25,3.65,2,3.1,3.2,1.833,3,4,2,3.4,3.5,1.83,3.3,3.75,1.83,3.3,3.6,1.79,1.9,1.9,1.9,1.9,1.9,-0.5,1.95,1.9,-0.5,1.975,1.925,-0.5
E0,15/09/03,Leicester,Leeds,4,0,H,2,0,H,J Winter,19,14,11,2,10,10,9,5,0,2,0,0,2.6,3.2,2.5,2.65,3.2,2.5,2.4,3.2,2.4,2.5,3.2,2.5,2.75,3.4,2.38,2.5,3.2,2.5,2.5,3.1,2.5,1.85,1.85,2,1.8,1.77,2.05,0.25,2.05,1.8,0,2.025,1.875,-0.5
E0,20/09/03,Aston Villa,Charlton,2,1,H,1,0,H,C Foy,15,8,6,3,13,13,10,2,3,2,0,0,1.9,3.25,3.75,1.9,3.3,3.75,1.8,3.1,3.8,1.909,3.2,3.5,1.83,3.25,3.75,1.85,3.25,3.75,1.83,3.2,3.75,1.85,1.85,2,1.8,1.65,2.15,-0.25,1.9,1.95,-0.5,2,1.9,-0.5
E0,20/09/03,Fulham,Man City,2,2,D,0,0,D,P Dowd,13,7,9,6,14,19,2,4,2,5,0,0,2.3,3.25,2.8,2.4,3.25,2.7,2.3,3,2.7,2.25,3.2,2.75,2.38,3.2,2.62,2.37,3.2,2.62,2.5,3.1,2.5,1.85,1.85,1.9,1.9,1.8,2,0,1.85,2,0,1.85,2.05,0
E0,20/09/03,Leeds,Birmingham,0,2,A,0,0,D,D Gallagher,12,7,6,3,15,14,6,1,4,2,1,0,2.1,3.25,3.2,2.15,3.25,3.15,2.1,3,3.1,2.1,3.2,3,2.1,3.25,3,2.1,3.25,3,2.2,3.25,2.75,1.85,1.85,2.05,1.75,1.9,1.9,-0.25,1.85,2,-0.25,1.85,2.05,-0.25
E0,20/09/03,Liverpool,Leicester,2,1,H,1,0,H,M Halsey,19,9,8,3,10,9,4,4,0,0,0,0,1.3,4.5,9.5,1.32,4.3,10,1.35,4,7,1.333,3.75,9,1.33,4,8.5,1.33,4.2,8,1.33,4,8,1.65,2.05,1.8,2,1.75,2.08,-1.25,1.8,2.05,-1.25,1.825,2.075,-1.25
E0,20/09/03,Newcastle,Bolton,0,0,D,0,0,D,Graham Barber,14,8,7,6,15,12,7,5,1,1,0,0,1.5,3.6,6.5,1.53,3.5,6.5,1.55,3.5,4.8,1.5,3.4,6,1.53,3.5,5.5,1.53,3.4,6,1.5,3.4,6,1.71,2,1.8,2,1.92,1.9,-1,1.85,2,-1,1.9,2,-1
E0,20/09/03,Portsmouth,Blackburn,1,2,A,0,2,A,P Durkin,9,12,6,10,17,18,7,6,2,3,0,0,2.25,3.25,2.87,2.3,3.25,2.87,2.3,3,2.7,2.1,3.2,3,2.25,3.25,2.75,2.25,3.2,2.8,2.3,3.2,2.62,1.71,2,1.95,1.85,2,1.8,-0.25,2,1.85,-0.25,2.05,1.85,-0.25
E0,20/09/03,Tottenham,Southampton,1,3,A,0,2,A,A D'Urso,13,12,6,10,15,14,4,7,1,1,0,0,2,3.25,3.4,2.1,3.25,3.25,1.9,3.1,3.5,2.2,3.2,2.8,2,3.25,3.25,2,3.25,3.25,2,3.2,3.2,1.85,1.85,2,1.8,1.85,1.95,-0.25,1.85,2,-0.25,1.825,2.075,-0.25
E0,20/09/03,Wolves,Chelsea,0,5,A,0,2,A,M Messias,8,14,4,8,15,15,1,3,2,3,0,0,6.5,3.6,1.5,5.95,3.65,1.5,5,3.7,1.5,6,3.4,1.5,7.5,4,1.44,6,3.6,1.5,6.5,3.6,1.44,1.65,2.05,1.7,2.1,1.95,1.85,1.25,2,1.85,1.25,1.95,1.95,1.25
E0,21/09/03,Man United,Arsenal,0,0,D,0,0,D,S Bennett,9,6,7,1,11,15,4,3,4,3,0,1,2,3.25,3.4,2.15,3.25,3.2,2.1,3,3.1,2.1,3.2,3,2,3.4,3.5,2.2,3.1,3,2.2,2.87,3.1,1.75,1.95,1.8,2,1.9,1.92,-0.25,1.85,2,-0.25,1.875,2.025,-0.25
E0,21/09/03,Middlesbrough,Everton,1,0,H,1,0,H,A Wiley,9,9,4,5,12,14,4,6,2,3,0,0,2.3,3.25,2.8,2.33,3.25,2.82,2.3,3,2.7,2.2,3.2,2.8,2.4,3.25,2.8,2.3,3.2,2.7,2.3,3.2,2.62,1.85,1.85,1.95,1.85,2.08,1.78,-0.25,2.05,1.8,-0.25,2.025,1.875,-0.25
E0,26/09/03,Arsenal,Newcastle,3,2,H,1,1,D,M Riley,11,5,7,4,13,17,3,4,0,1,0,0,1.53,3.5,5.5,1.55,3.7,5.7,1.5,3.7,5,1.444,3.75,6,1.5,3.75,7,1.5,3.5,6,1.5,3.4,6,1.79,1.9,1.75,2.05,1.9,1.9,-1,2.05,1.8,-1,2.05,1.85,-1
E0,27/09/03,Birmingham,Portsmouth,2,0,H,1,0,H,S Bennett,7,10,5,5,10,16,4,4,1,3,0,0,1.9,3.25,3.75,2,3.25,3.5,1.9,3.1,3.5,1.833,3.2,3.75,1.91,3.25,3.5,1.9,3.25,3.5,2,3.2,3.2,1.9,1.79,2,1.8,2,1.8,-0.5,2.05,1.8,-0.5,2,1.9,-0.5
E0,27/09/03,Bolton,Wolves,1,1,D,0,1,A,M Dean,22,8,14,4,16,4,12,3,2,0,0,0,1.61,3.6,5,1.67,3.45,5,1.65,3.3,4.4,1.667,3.4,4.333,1.62,3.4,5,1.61,3.4,5,1.72,3.2,4.33,1.85,1.85,1.9,1.9,1.8,2,-0.75,1.8,2.05,-0.75,1.85,2.05,-0.75
E0,27/09/03,Chelsea,Aston Villa,1,0,H,1,0,H,J Winter,10,7,5,1,7,9,6,5,0,2,0,0,1.33,4.33,8.5,1.35,4.3,8.5,1.35,4,7,1.333,4,8,1.3,4.33,8.5,1.36,4,7.5,1.3,4.2,8.5,1.71,2,1.7,2.1,2,1.8,-1.5,2,1.85,-1.5,2.05,1.85,-1.5
E0,27/09/03,Leicester,Man United,1,4,A,0,3,A,G Poll,10,11,4,9,7,11,7,3,0,0,0,0,6.5,3.6,1.5,6.5,3.7,1.5,4.8,3.5,1.55,6.5,3.6,1.444,6.5,3.75,1.44,6,3.6,1.5,7,3.5,1.44,1.71,2,1.8,2,1.95,1.85,1,2,1.85,1,1.975,1.925,1
E0,27/09/03,Southampton,Middlesbrough,0,1,A,0,1,A,B Knight,10,12,6,9,12,19,4,4,4,3,1,0,1.8,3.2,4.33,1.8,3.25,4.4,1.8,3.1,3.8,1.727,3.2,4.333,1.67,3.4,4.5,1.8,3.25,4,1.66,3.4,4.33,1.9,1.79,2.05,1.75,1.8,2,-0.5,1.8,2.05,-0.5,1.85,2.05,-0.5
E0,28/09/03,Blackburn,Fulham,0,2,A,0,1,A,M Messias,6,7,0,2,14,11,5,5,2,4,0,0,1.8,3.4,4,1.75,3.35,4.5,1.8,3.1,3.8,1.667,3.4,4.333,1.73,3.25,4.33,1.72,3.25,4.33,1.66,3.3,4.5,1.79,1.9,1.85,1.95,2,1.8,-0.75,2,1.85,-0.75,2.05,1.85,-0.75
E0,28/09/03,Charlton,Liverpool,3,2,H,2,1,H,R Styles,14,17,5,9,11,9,7,5,2,1,0,0,4.33,3.2,1.8,4.15,3.25,1.85,3.6,3.1,1.85,3.75,3.25,1.8,4.33,3.4,1.8,4,3.25,1.8,4.2,3.25,1.72,1.9,1.79,1.9,1.9,1.95,1.85,0.5,2,1.85,0.5,2,1.9,0.5
E0,28/09/03,Everton,Leeds,4,0,H,3,0,H,P Durkin,20,6,9,2,11,15,11,4,0,2,0,0,1.83,3.25,4,1.85,3.33,4,1.8,3.1,3.8,1.727,3.4,4,1.73,3.25,4.33,1.72,3.3,4.33,1.8,3.3,3.75,1.9,1.79,1.85,1.95,1.85,1.95,-0.5,2,1.85,-0.75,1.8,2.1,-0.5
E0,28/09/03,Man City,Tottenham,0,0,D,0,0,D,N Barry,21,4,10,2,7,15,6,6,2,1,0,0,1.72,3.4,4.5,1.75,3.4,4.4,1.85,3.1,3.6,1.667,3.4,4.333,1.73,3.5,4.75,1.75,3.25,4.2,1.72,3.4,4,1.75,1.95,1.75,2.05,1.95,1.85,-0.75,2.05,1.8,-0.75,2.05,1.85,-0.75
E0,04/10/03,Fulham,Leicester,2,0,H,1,0,H,C Foy,16,8,8,4,14,10,4,4,2,1,0,0,1.61,3.6,5,1.71,3.5,4.5,1.65,3.3,4.4,1.615,3.5,4.5,1.62,3.4,5,1.66,3.4,4.5,1.66,3.3,4.5,1.85,1.85,1.8,2,1.9,1.9,-0.75,1.85,2,-0.75,1.9,2,-0.75
E0,04/10/03,Leeds,Blackburn,2,1,H,2,0,H,U Rennie,15,17,5,9,18,20,2,5,3,1,0,0,2.5,3.3,2.5,2.5,3.25,2.6,2.3,3.1,2.6,2.4,3.25,2.5,2.63,3.2,2.38,2.37,3.2,2.62,2.6,3.4,2.25,1.79,1.9,1.9,1.9,1.9,1.9,0,2,1.85,0,1.975,1.925,0
E0,04/10/03,Liverpool,Arsenal,1,2,A,1,1,D,G Barber,13,12,7,8,12,20,11,3,2,2,0,0,2.5,3.3,2.5,2.45,3.25,2.65,2.4,3,2.6,2.6,3.2,2.375,2.5,3.4,2.6,2.4,3.2,2.6,2.6,3.1,2.4,1.85,1.85,1.9,1.9,1.87,1.95,0,1.9,1.95,0,1.9,2,0
