Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,FC,FS,OFF,YC,RC
Tote Castaneda,COL,M,24,18,1642,0,2,10,3,13,37,2,0,0
Jorge Flores,DAL,M,12,8,667,1,1,6,3,12,8,0,0,0
Clint Peay,DC,D,13,8,814,1,0,6,3,12,7,1,1,0
Darren Sawatzky,NE,F,26,5,895,1,0,16,7,12,7,8,1,0
Kerry Zavagnin,MET,M,21,12,1089,0,0,8,3,12,11,1,2,0
Rob Smith,CLB,M,25,8,1106,0,0,11,2,12,12,7,1,0
Rafael Amaya,COL,D,7,3,236,0,1,2,1,11,2,0,1,0
Guillermo Jara,LA,M,15,2,353,0,2,9,6,11,4,1,1,0
Edmundo Rodriguez,KC,M,16,4,543,1,2,9,3,11,4,1,2,0
Marco Ferruzzi,TB,M,19,5,578,0,2,15,5,11,13,4,1,0
Erik Imler,DC,M,15,9,855,0,0,3,1,11,6,1,1,0
Braeden Cloutier,MET,M,17,10,922,0,1,11,5,11,26,1,1,0
Jason Farrell,CLB,F,18,10,1027,2,2,25,8,11,10,4,0,0
John Maessner,DC,M-D,32,20,2008,2,9,32,18,11,22,5,2,0
Jose Botello,LA,F,7,0,151,0,1,4,1,10,3,1,0,0
Bill Harte,NE,M,9,5,459,0,1,3,1,10,3,1,0,0
Temoc Suarez,DAL,M,19,6,721,1,3,10,3,10,12,3,0,0
Ezra Hendrickson,LA,D,14,6,797,0,1,7,2,9,10,0,1,0
Andrew Lewis,MET,M,19,15,1421,0,1,0,0,9,9,0,1,0
Jesse Marsch,DC,M,11,1,233,3,3,5,3,8,1,0,0,0
Kris Kelderman,DC,M,24,9,910,2,4,11,6,8,10,0,1,0
Eric Wynalda,SJ,F,14,9,923,5,11,28,14,8,19,10,2,0
Brian McBride,CLB,F,13,13,1069,6,6,40,18,8,29,9,3,0
Gerell Elliott,DAL,F,28,15,1500,7,5,45,34,8,22,22,0,0
Jeff Zaun,MET,D,10,6,623,0,0,3,1,7,6,1,3,0
Alan Prampin,TB,F,24,12,1212,7,3,26,17,7,16,16,0,0
Jose Vasquez,LA,D,5,2,248,3,0,3,3,6,4,0,1,0
Mario Gori,DC,D,8,8,609,1,0,5,4,6,7,3,3,0
Carlos Valderrama,TB,M,20,20,1740,3,19,22,9,6,33,5,3,1
David Patino,COL,M-F,23,22,1741,5,6,42,20,6,11,1,1,0
Curt Onalfo,SJ,D,6,3,179,0,0,0,0,5,1,0,1,0
Brad Wilson,LA,D,3,3,222,0,0,2,1,5,1,0,1,0
Janusz Michallik,CLB,M,10,6,447,0,0,3,0,5,6,0,0,0
Richard Farrer,DAL,D,8,6,503,0,0,1,1,5,3,2,0,0
Tab Ramos,MET,M,13,13,1006,2,4,12,4,5,20,7,5,0
Todd Miller,CLB,M,3,1,81,0,0,1,0,4,0,0,0,0
Carlos Parra,MET,M,4,3,273,0,0,3,2,4,4,0,1,0
Chris Martinez,COL,D,8,3,330,0,0,3,1,4,4,0,0,0
Brian Bates,COL,M,11,7,540,0,0,3,1,4,5,0,1,0
Brian Johnson,KC,M,14,10,951,1,1,11,6,4,8,0,0,0
Brian Haynes,DAL,M,1,1,70,0,0,0,0,3,1,0,1,0
John Diffley,KC,D,6,2,148,0,0,0,0,3,0,0,0,0
Damian Silvera,KC,M,3,1,166,0,0,1,0,3,5,0,0,0
Daniel Guzman,SJ,F,3,3,219,0,1,0,0,3,4,9,0,0
Peter Hattrup,DAL,M,7,2,225,0,1,4,2,3,1,2,0,0
Rob Jachym,CLB,F,9,1,247,0,0,10,5,3,2,2,1,0
Rob Johnson,MET,F,2,0,29,0,0,0,0,2,1,0,0,0
Joey Thieman,DC,M,3,0,58,0,0,0,0,2,0,0,0,0
Gerson Echeverry,MET,F,1,1,74,0,1,1,0,2,1,1,0,0
John Jones,LA,M,5,0,91,0,0,5,3,2,3,1,1,1
Eric Quill,TB,F,2,1,108,0,0,1,1,2,2,1,0,0
Jake Dancy,KC,M,3,0,116,0,0,0,0,2,1,0,0,0
Gerardo Laterza,LA,M,4,1,128,0,0,0,0,2,1,0,0,0
Scott Benedetti,COL,F,3,1,133,0,0,2,0,2,5,0,0,0
Musa Shannon,TB,M-F,5,1,148,1,0,2,1,2,1,2,0,0
Matt Knowles,MET,D,4,2,173,0,0,1,1,2,3,0,1,0
Brian Dunseth,NE,D,5,1,185,0,0,0,0,2,0,0,0,0
Silvio Rudman,CLB,M,6,2,191,0,0,5,2,2,1,1,1,0
Zico,SJ,F,7,3,257,1,1,4,3,2,14,3,0,0
Juan Sastoque,DAL,F,2,0,23,0,0,0,0,1,1,2,0,0
Kevin Wylie,NE,F,3,0,31,0,0,0,0,1,0,0,0,0
Marco Rizi,MET,D,1,0,33,0,0,1,0,1,0,0,0,0
Steve Klein,NE,M,4,0,73,0,0,0,0,1,3,1,0,0
Ante Razov,LA,F,3,0,79,0,0,3,3,1,4,1,0,0
Brian Kamler,DC,M,5,1,161,1,0,5,3,1,2,1,0,0
Billy Thompson,CLB,M,6,4,298,1,1,6,3,1,6,2,0,0
Ike Udeh,KC,F,0,0,0,0,0,0,0,0,0,0,0,0
Dionysus Sebwe,KC,D,0,0,0,0,0,0,0,0,0,0,0,0
David Moxom,TB,D,0,0,0,0,0,0,0,0,0,0,0,0
Diego Gutierrez,KC,D,0,0,0,0,0,0,0,0,0,0,0,0
Esmundo Rodriguez,SJ,M,1,0,5,0,0,0,0,0,0,0,0,0
Greg Lalas,NE,D,2,0,6,0,0,0,0,0,0,0,0,0
Gabe Jones,DAL,F,1,0,7,0,0,0,0,0,0,0,0,0
Nino Da Silva,KC,F,1,0,12,0,0,0,0,0,0,0,0,0
Jamel Mitchell,KC,M,1,0,16,0,0,0,0,0,0,0,0,0
Ubusuku Abukusumo,CLB,D,1,0,19,0,0,0,0,0,0,0,0,0
Patrick Olalere,NE,F,1,0,21,0,0,0,0,0,0,1,0,0
Peter Lak,LA,D,2,1,33,0,0,0,0,0,0,0,0,0
Dan Stebbins,DAL,F,1,1,38,0,0,1,1,0,2,0,0,0
Altimont Butler,CLB,M,1,1,45,0,0,0,0,0,0,0,0,0
Tayt Ianni,SJ,D,1,1,45,0,0,0,0,0,0,0,0,0
Derek Backman,TB,M,3,2,188,0,0,0,0,0,0,0,1,0
Stats Unavailable,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
