Player,Club,POS,GP,GS,A,GWA,HmA,RdA,A/90min
Roy Wegerle,COL,F,31,23,4,0,3,1,0.19
Dominic Kinnear,SJ,M,28,24,4,1,1,3,0.19
Ivan McKinley,NE,D-M,26,21,4,3,3,1,0.18
Giovanni Savarese,MET,F,29,23,4,1,2,2,0.17
Peter Vermes,COL,D,26,25,4,0,1,3,0.16
Ryan Tinsley,KC,D,31,29,4,0,2,2,0.14
Jesse Marsch,DC,M,11,1,3,1,1,2,1.16
Temoc Suarez,DAL,M,19,6,3,1,1,2,0.37
Ross Paule,COL,M,19,7,3,0,2,1,0.31
Alan Prampin,TB,F,24,12,3,2,2,1,0.22
Welton,LA,F,29,12,3,0,1,2,0.2
Istvan Urbanyi,SJ,M,23,19,3,0,2,1,0.17
Paul Wright,KC,F,30,18,3,1,3,0,0.16
Harut Karapetyan,LA,F,30,23,3,0,0,3,0.15
Eduardo Hurtado,LA,F,22,21,3,0,1,2,0.15
A.J. Wood,CLB,F,29,21,3,0,1,2,0.15
Arnold Cruz,DC,D,25,23,3,0,2,1,0.13
Alejandro Farias,NE,M,25,24,3,0,3,0,0.13
Greg Vanney,LA,D,28,27,3,0,2,1,0.12
Uche Okafor,KC,D,27,27,3,0,0,3,0.11
Jeff Agoos,DC,D,29,27,3,2,0,3,0.11
Tim Martin,SJ,D,28,28,3,0,3,0,0.11
Martin Vasquez,TB,M,28,28,3,0,2,1,0.11
Marcelo Balboa,COL,D,28,28,3,2,3,0,0.11
Alexi Lalas,NE,D,30,29,3,2,3,0,0.1
Matt Kmosko,COL,D,31,31,3,1,3,0,0.1
Guillermo Jara,LA,M,15,2,2,1,1,1,0.51
Edmundo Rodriguez,KC,M,16,4,2,0,2,0,0.33
Marco Ferruzzi,TB,M,19,5,2,1,1,1,0.31
Branco,MET,D,11,11,2,0,1,1,0.2
Nelson Vargas,TB,M,21,9,2,0,2,0,0.19
Joe-Max Moore,NE,F,13,12,2,1,0,2,0.18
Jason Farrell,CLB,F,18,10,2,0,1,1,0.18
Manny Lagos,MET,M,15,15,2,1,2,0,0.15
Marcelo Carrera,CLB,F,20,14,2,0,1,1,0.15
Sergio Miguez,CLB,D,17,16,2,1,1,1,0.13
Paul Caligiuri,LA,D,16,16,2,0,0,2,0.13
Diego Sonora,DAL,M-D,16,16,2,1,1,1,0.13
Adam Frye,TB,D,18,17,2,1,2,0,0.13
Shaun Bartlett,COL,F,23,15,2,0,2,0,0.12
Tote Castaneda,COL,M,24,18,2,1,1,1,0.11
Mike Lapper,CLB,D,20,20,2,1,2,0,0.1
David Vaudreuil,DC,D,25,19,2,0,2,0,0.1
Troy Dayak,SJ,D,21,21,2,0,0,2,0.1
Roy Lassiter,TB,F,24,23,2,2,2,0,0.1
Tom Soehn,DAL,D,25,21,2,0,1,1,0.09
Jeff Baicher,SJ,M,32,20,2,0,2,0,0.09
Brian Bliss,CLB,D,28,24,2,0,2,0,0.09
Danny Pena,LA,D,27,26,2,1,2,0,0.08
Michael Emenalo,SJ,D,27,26,2,0,1,1,0.08
Cle Kooiman,TB,D,27,27,2,0,0,2,0.08
Mike Clark,CLB,D,31,28,2,1,2,0,0.07
Eddie Pope,DC,D,29,29,2,2,2,0,0.07
Mike Burns,NE,M,32,32,2,1,2,0,0.06
Gerson Echeverry,MET,F,1,1,1,0,1,0,1.22
Jose Botello,LA,F,7,0,1,0,0,1,0.6
Daniel Guzman,SJ,F,3,3,1,0,0,1,0.41
Peter Hattrup,DAL,M,7,2,1,0,1,0,0.4
Rafael Amaya,COL,D,7,3,1,0,1,0,0.38
Zico,SJ,F,7,3,1,0,1,0,0.35
Billy Thompson,CLB,M,6,4,1,0,1,0,0.3
Bill Harte,NE,M,9,5,1,1,0,1,0.2
Cristian da Silva,MET,D,14,6,1,0,0,1,0.15
Paul Keegan,NE,F,16,5,1,0,0,1,0.14
Jorge Flores,DAL,M,12,8,1,0,0,1,0.13
Guido,MET,M,9,9,1,0,0,1,0.11
Ezra Hendrickson,LA,D,14,6,1,1,1,0,0.11
Steve Jolley,LA,D,12,10,1,0,1,0,0.1
Oscar Draguicevich,SJ,D,13,10,1,0,1,0,0.1
Braeden Cloutier,MET,M,17,10,1,0,1,0,0.1
Brian Johnson,KC,M,14,10,1,1,0,1,0.09
Joao Batista,TB,M,17,12,1,1,1,0,0.09
Tahj Jakins,COL,D,19,12,1,0,0,1,0.08
Steve Rammel,COL,F,21,11,1,1,1,0,0.08
Thomas Dooley,CLB,D,15,15,1,0,0,1,0.07
Andrew Lewis,MET,M,19,15,1,0,0,1,0.06
Richard Gough,KC,D,17,17,1,0,0,1,0.06
Brandon Pollard,DAL,D,21,16,1,0,1,0,0.06
Wade Webber,DAL,D,18,18,1,0,1,0,0.06
Jorge Rodriguez,DAL,M-D,24,21,1,0,0,1,0.05
Todd Yeagley,CLB,M,27,22,1,0,1,0,0.05
Rhett Harty,MET,D,26,26,1,1,1,0,0.04
John Doyle,SJ,D,27,27,1,0,1,0,0.04
Mark Semioli,LA,D,29,28,1,0,0,1,0.04
Steve Trittschuh,COL,D,29,29,1,0,1,0,0.04
Ted Chronopoulos,NE,D,30,30,1,0,1,0,0.03
Matt McKeon,KC,D,31,30,1,0,0,1,0.03
Diego Gutierrez,KC,D,0,0,0,0,0,0,0.0
Dionysus Sebwe,KC,D,0,0,0,0,0,0,0.0
Ike Udeh,KC,F,0,0,0,0,0,0,0.0
David Moxom,TB,D,0,0,0,0,0,0,0.0
Esmundo Rodriguez,SJ,M,1,0,0,0,0,0,0.0
Greg Lalas,NE,D,2,0,0,0,0,0,0.0
Gabe Jones,DAL,F,1,0,0,0,0,0,0.0
Nino Da Silva,KC,F,1,0,0,0,0,0,0.0
Jamel Mitchell,KC,M,1,0,0,0,0,0,0.0
Ubusuku Abukusumo,CLB,D,1,0,0,0,0,0,0.0
Patrick Olalere,NE,F,1,0,0,0,0,0,0.0
Juan Sastoque,DAL,F,2,0,0,0,0,0,0.0
Rob Johnson,MET,F,2,0,0,0,0,0,0.0
Kevin Wylie,NE,F,3,0,0,0,0,0,0.0
Marco Rizi,MET,D,1,0,0,0,0,0,0.0
Peter Lak,LA,D,2,1,0,0,0,0,0.0
Dan Stebbins,DAL,F,1,1,0,0,0,0,0.0
Altimont Butler,CLB,M,1,1,0,0,0,0,0.0
Tayt Ianni,SJ,D,1,1,0,0,0,0,0.0
Joey Thieman,DC,M,3,0,0,0,0,0,0.0
Brian Haynes,DAL,M,1,1,0,0,0,0,0.0
Steve Klein,NE,M,4,0,0,0,0,0,0.0
Ante Razov,LA,F,3,0,0,0,0,0,0.0
Todd Miller,CLB,M,3,1,0,0,0,0,0.0
John Jones,LA,M,5,0,0,0,0,0,0.0
Eric Quill,TB,F,2,1,0,0,0,0,0.0
Jake Dancy,KC,M,3,0,0,0,0,0,0.0
Gerardo Laterza,LA,M,4,1,0,0,0,0,0.0
Scott Benedetti,COL,F,3,1,0,0,0,0,0.0
John Diffley,KC,D,6,2,0,0,0,0,0.0
Musa Shannon,TB,M-F,5,1,0,0,0,0,0.0
Brian Kamler,DC,M,5,1,0,0,0,0,0.0
Damian Silvera,KC,M,3,1,0,0,0,0,0.0
Matt Knowles,MET,D,4,2,0,0,0,0,0.0
Curt Onalfo,SJ,D,6,3,0,0,0,0,0.0
Brian Dunseth,NE,D,5,1,0,0,0,0,0.0
Derek Backman,TB,M,3,2,0,0,0,0,0.0
Silvio Rudman,CLB,M,6,2,0,0,0,0,0.0
Brad Wilson,LA,D,3,3,0,0,0,0,0.0
Rob Jachym,CLB,F,9,1,0,0,0,0,0.0
Jose Vasquez,LA,D,5,2,0,0,0,0,0.0
Carlos Parra,MET,M,4,3,0,0,0,0,0.0
Chris Martinez,COL,D,8,3,0,0,0,0,0.0
Brian Taylor,LA,M,11,5,0,0,0,0,0.0
Janusz Michallik,CLB,M,10,6,0,0,0,0,0.0
Richard Farrer,DAL,D,8,6,0,0,0,0,0.0
Brian Bates,COL,M,11,7,0,0,0,0,0.0
Joao Luiz,MET,D,7,7,0,0,0,0,0.0
Mario Gori,DC,D,8,8,0,0,0,0,0.0
John DeBrito,KC,D,10,8,0,0,0,0,0.0
Jeff Zaun,MET,D,10,6,0,0,0,0,0.0
Clint Peay,DC,D,13,8,0,0,0,0,0.0
Erik Imler,DC,M,15,9,0,0,0,0,0.0
Darren Sawatzky,NE,F,26,5,0,0,0,0,0.0
Evans Wise,NE,M,22,8,0,0,0,0,0.0
Ramiro Corrales,SJ,M,14,11,0,0,0,0,0.0
Kerry Zavagnin,MET,M,21,12,0,0,0,0,0.0
Rob Smith,CLB,M,25,8,0,0,0,0,0.0
Eric Dade,DAL,D,15,14,0,0,0,0,0.0
Sam George,NE,M,23,14,0,0,0,0,0.0
Joey Martinez,DAL,D,19,19,0,0,0,0,0.0
Sean Henderson,COL,M,25,19,0,0,0,0,0.0
Carlos Llamosa,DC,D,25,20,0,0,0,0,0.0
Ansil Elcock,CLB,D,26,21,0,0,0,0,0.0
Leonardo Squadrone,NE,D,23,23,0,0,0,0,0.0
Mike Sorber,MET,M,22,22,0,0,0,0,0.0
Sean Bowers,KC,D,26,24,0,0,0,0,0.0
Robin Fraser,LA,D,24,24,0,0,0,0,0.0
Steve Pittman,KC,D,26,23,0,0,0,0,0.0
Mike Duhaney,TB,D,27,25,0,0,0,0,0.0
Frank Yallop,TB,D,27,27,0,0,0,0,0.0
Francis Okaroh,NE,D,29,29,0,0,0,0,0.0
Dan Calichman,LA,D,32,32,0,0,0,0,0.0
Stats Unavailable,nan,nan,nan,nan,nan,nan,nan,nan,nan
