Id,tag_id,taggable_id,taggable_type,created_at,updated_at
55,1,11,WorldDb::Model::Country,2014-10-17T00:53:50.1779620-04:00,2014-10-17T00:53:50.1779620-04:00
56,30,11,WorldDb::Model::Country,2014-10-17T00:53:50.1800490-04:00,2014-10-17T00:53:50.1800490-04:00
57,38,11,WorldDb::Model::Country,2014-10-17T00:53:50.1820450-04:00,2014-10-17T00:53:50.1820450-04:00
58,42,11,WorldDb::Model::Country,2014-10-17T00:53:50.1839530-04:00,2014-10-17T00:53:50.1839530-04:00
59,9,11,WorldDb::Model::Country,2014-10-17T00:53:50.1856530-04:00,2014-10-17T00:53:50.1856530-04:00
60,35,11,WorldDb::Model::Country,2014-10-17T00:53:50.1876360-04:00,2014-10-17T00:53:50.1876360-04:00
61,1,12,WorldDb::Model::Country,2014-10-17T00:53:50.1949390-04:00,2014-10-17T00:53:50.1949390-04:00
62,30,12,WorldDb::Model::Country,2014-10-17T00:53:50.1967470-04:00,2014-10-17T00:53:50.1967470-04:00
63,38,12,WorldDb::Model::Country,2014-10-17T00:53:50.1986620-04:00,2014-10-17T00:53:50.1986620-04:00
64,42,12,WorldDb::Model::Country,2014-10-17T00:53:50.2004080-04:00,2014-10-17T00:53:50.2004080-04:00
65,9,12,WorldDb::Model::Country,2014-10-17T00:53:50.2023430-04:00,2014-10-17T00:53:50.2023430-04:00
66,28,12,WorldDb::Model::Country,2014-10-17T00:53:50.2042220-04:00,2014-10-17T00:53:50.2042220-04:00
67,48,12,WorldDb::Model::Country,2014-10-17T00:53:50.2062230-04:00,2014-10-17T00:53:50.2062230-04:00
68,35,12,WorldDb::Model::Country,2014-10-17T00:53:50.2079690-04:00,2014-10-17T00:53:50.2079690-04:00
69,1,13,WorldDb::Model::Country,2014-10-17T00:53:50.2155200-04:00,2014-10-17T00:53:50.2155200-04:00
70,30,13,WorldDb::Model::Country,2014-10-17T00:53:50.2174550-04:00,2014-10-17T00:53:50.2174550-04:00
71,38,13,WorldDb::Model::Country,2014-10-17T00:53:50.2192100-04:00,2014-10-17T00:53:50.2192100-04:00
72,42,13,WorldDb::Model::Country,2014-10-17T00:53:50.2211060-04:00,2014-10-17T00:53:50.2211060-04:00
73,9,13,WorldDb::Model::Country,2014-10-17T00:53:50.2230500-04:00,2014-10-17T00:53:50.2230500-04:00
74,1,14,WorldDb::Model::Country,2014-10-17T00:53:50.2311460-04:00,2014-10-17T00:53:50.2311460-04:00
75,30,14,WorldDb::Model::Country,2014-10-17T00:53:50.2330730-04:00,2014-10-17T00:53:50.2330730-04:00
76,38,14,WorldDb::Model::Country,2014-10-17T00:53:50.2350680-04:00,2014-10-17T00:53:50.2350680-04:00
77,42,14,WorldDb::Model::Country,2014-10-17T00:53:50.2371510-04:00,2014-10-17T00:53:50.2371510-04:00
78,9,14,WorldDb::Model::Country,2014-10-17T00:53:50.2391870-04:00,2014-10-17T00:53:50.2391870-04:00
79,35,14,WorldDb::Model::Country,2014-10-17T00:53:50.2440380-04:00,2014-10-17T00:53:50.2440380-04:00
80,1,15,WorldDb::Model::Country,2014-10-17T00:53:50.2518170-04:00,2014-10-17T00:53:50.2518170-04:00
81,30,15,WorldDb::Model::Country,2014-10-17T00:53:50.2538980-04:00,2014-10-17T00:53:50.2538980-04:00
82,38,15,WorldDb::Model::Country,2014-10-17T00:53:50.2558390-04:00,2014-10-17T00:53:50.2558390-04:00
83,42,15,WorldDb::Model::Country,2014-10-17T00:53:50.2577680-04:00,2014-10-17T00:53:50.2577680-04:00
84,9,15,WorldDb::Model::Country,2014-10-17T00:53:50.2597840-04:00,2014-10-17T00:53:50.2597840-04:00
85,35,15,WorldDb::Model::Country,2014-10-17T00:53:50.2616350-04:00,2014-10-17T00:53:50.2616350-04:00
86,1,16,WorldDb::Model::Country,2014-10-17T00:53:50.2691010-04:00,2014-10-17T00:53:50.2691010-04:00
87,30,16,WorldDb::Model::Country,2014-10-17T00:53:50.2711330-04:00,2014-10-17T00:53:50.2711330-04:00
88,38,16,WorldDb::Model::Country,2014-10-17T00:53:50.2732730-04:00,2014-10-17T00:53:50.2732730-04:00
89,42,16,WorldDb::Model::Country,2014-10-17T00:53:50.2752210-04:00,2014-10-17T00:53:50.2752210-04:00
90,9,16,WorldDb::Model::Country,2014-10-17T00:53:50.2771300-04:00,2014-10-17T00:53:50.2771300-04:00
91,35,16,WorldDb::Model::Country,2014-10-17T00:53:50.2791230-04:00,2014-10-17T00:53:50.2791230-04:00
92,1,17,WorldDb::Model::Country,2014-10-17T00:53:50.2866250-04:00,2014-10-17T00:53:50.2866250-04:00
93,30,17,WorldDb::Model::Country,2014-10-17T00:53:50.2886320-04:00,2014-10-17T00:53:50.2886320-04:00
94,38,17,WorldDb::Model::Country,2014-10-17T00:53:50.2906770-04:00,2014-10-17T00:53:50.2906770-04:00
95,42,17,WorldDb::Model::Country,2014-10-17T00:53:50.2927310-04:00,2014-10-17T00:53:50.2927310-04:00
96,9,17,WorldDb::Model::Country,2014-10-17T00:53:50.2944470-04:00,2014-10-17T00:53:50.2944470-04:00
97,1,18,WorldDb::Model::Country,2014-10-17T00:53:50.3020060-04:00,2014-10-17T00:53:50.3020060-04:00
98,30,18,WorldDb::Model::Country,2014-10-17T00:53:50.3038960-04:00,2014-10-17T00:53:50.3038960-04:00
99,38,18,WorldDb::Model::Country,2014-10-17T00:53:50.3056410-04:00,2014-10-17T00:53:50.3056410-04:00
100,42,18,WorldDb::Model::Country,2014-10-17T00:53:50.3074800-04:00,2014-10-17T00:53:50.3074800-04:00
101,8,18,WorldDb::Model::Country,2014-10-17T00:53:50.3092230-04:00,2014-10-17T00:53:50.3092230-04:00
102,1,19,WorldDb::Model::Country,2014-10-17T00:53:50.3143660-04:00,2014-10-17T00:53:50.3143660-04:00
103,30,19,WorldDb::Model::Country,2014-10-17T00:53:50.3161730-04:00,2014-10-17T00:53:50.3161730-04:00
104,38,19,WorldDb::Model::Country,2014-10-17T00:53:50.3180940-04:00,2014-10-17T00:53:50.3180940-04:00
105,42,19,WorldDb::Model::Country,2014-10-17T00:53:50.3199560-04:00,2014-10-17T00:53:50.3199560-04:00
106,8,19,WorldDb::Model::Country,2014-10-17T00:53:50.3219920-04:00,2014-10-17T00:53:50.3219920-04:00
107,35,19,WorldDb::Model::Country,2014-10-17T00:53:50.3240560-04:00,2014-10-17T00:53:50.3240560-04:00
108,1,20,WorldDb::Model::Country,2014-10-17T00:53:50.3327140-04:00,2014-10-17T00:53:50.3327140-04:00
109,30,20,WorldDb::Model::Country,2014-10-17T00:53:50.3347310-04:00,2014-10-17T00:53:50.3347310-04:00
110,38,20,WorldDb::Model::Country,2014-10-17T00:53:50.3366840-04:00,2014-10-17T00:53:50.3366840-04:00
111,42,20,WorldDb::Model::Country,2014-10-17T00:53:50.3387320-04:00,2014-10-17T00:53:50.3387320-04:00
112,8,20,WorldDb::Model::Country,2014-10-17T00:53:50.3406790-04:00,2014-10-17T00:53:50.3406790-04:00
113,1,21,WorldDb::Model::Country,2014-10-17T00:53:50.3481310-04:00,2014-10-17T00:53:50.3481310-04:00
114,30,21,WorldDb::Model::Country,2014-10-17T00:53:50.3498610-04:00,2014-10-17T00:53:50.3498610-04:00
115,38,21,WorldDb::Model::Country,2014-10-17T00:53:50.3517280-04:00,2014-10-17T00:53:50.3517280-04:00
116,42,21,WorldDb::Model::Country,2014-10-17T00:53:50.3536260-04:00,2014-10-17T00:53:50.3536260-04:00
117,8,21,WorldDb::Model::Country,2014-10-17T00:53:50.3555890-04:00,2014-10-17T00:53:50.3555890-04:00
118,1,22,WorldDb::Model::Country,2014-10-17T00:53:50.3634140-04:00,2014-10-17T00:53:50.3634140-04:00
119,30,22,WorldDb::Model::Country,2014-10-17T00:53:50.3682890-04:00,2014-10-17T00:53:50.3682890-04:00
120,38,22,WorldDb::Model::Country,2014-10-17T00:53:50.3704560-04:00,2014-10-17T00:53:50.3704560-04:00
121,42,22,WorldDb::Model::Country,2014-10-17T00:53:50.3724250-04:00,2014-10-17T00:53:50.3724250-04:00
122,8,22,WorldDb::Model::Country,2014-10-17T00:53:50.3743750-04:00,2014-10-17T00:53:50.3743750-04:00
123,1,23,WorldDb::Model::Country,2014-10-17T00:53:50.3819060-04:00,2014-10-17T00:53:50.3819060-04:00
124,30,23,WorldDb::Model::Country,2014-10-17T00:53:50.3837580-04:00,2014-10-17T00:53:50.3837580-04:00
125,38,23,WorldDb::Model::Country,2014-10-17T00:53:50.3856860-04:00,2014-10-17T00:53:50.3856860-04:00
126,42,23,WorldDb::Model::Country,2014-10-17T00:53:50.3877080-04:00,2014-10-17T00:53:50.3877080-04:00
127,8,23,WorldDb::Model::Country,2014-10-17T00:53:50.3897320-04:00,2014-10-17T00:53:50.3897320-04:00
128,1,24,WorldDb::Model::Country,2014-10-17T00:53:50.3970360-04:00,2014-10-17T00:53:50.3970360-04:00
129,30,24,WorldDb::Model::Country,2014-10-17T00:53:50.3991240-04:00,2014-10-17T00:53:50.3991240-04:00
130,38,24,WorldDb::Model::Country,2014-10-17T00:53:50.4012300-04:00,2014-10-17T00:53:50.4012300-04:00
131,42,24,WorldDb::Model::Country,2014-10-17T00:53:50.4032720-04:00,2014-10-17T00:53:50.4032720-04:00
132,8,24,WorldDb::Model::Country,2014-10-17T00:53:50.4050800-04:00,2014-10-17T00:53:50.4050800-04:00
133,1,25,WorldDb::Model::Country,2014-10-17T00:53:50.4099780-04:00,2014-10-17T00:53:50.4099780-04:00
134,30,25,WorldDb::Model::Country,2014-10-17T00:53:50.4118980-04:00,2014-10-17T00:53:50.4118980-04:00
135,38,25,WorldDb::Model::Country,2014-10-17T00:53:50.4138750-04:00,2014-10-17T00:53:50.4138750-04:00
136,42,25,WorldDb::Model::Country,2014-10-17T00:53:50.4155970-04:00,2014-10-17T00:53:50.4155970-04:00
137,8,25,WorldDb::Model::Country,2014-10-17T00:53:50.4174810-04:00,2014-10-17T00:53:50.4174810-04:00
138,1,26,WorldDb::Model::Country,2014-10-17T00:53:50.4254840-04:00,2014-10-17T00:53:50.4254840-04:00
139,30,26,WorldDb::Model::Country,2014-10-17T00:53:50.4275110-04:00,2014-10-17T00:53:50.4275110-04:00
140,38,26,WorldDb::Model::Country,2014-10-17T00:53:50.4295200-04:00,2014-10-17T00:53:50.4295200-04:00
141,42,26,WorldDb::Model::Country,2014-10-17T00:53:50.4316570-04:00,2014-10-17T00:53:50.4316570-04:00
142,8,26,WorldDb::Model::Country,2014-10-17T00:53:50.4336560-04:00,2014-10-17T00:53:50.4336560-04:00
143,29,26,WorldDb::Model::Country,2014-10-17T00:53:50.4357790-04:00,2014-10-17T00:53:50.4357790-04:00
144,48,26,WorldDb::Model::Country,2014-10-17T00:53:50.4375650-04:00,2014-10-17T00:53:50.4375650-04:00
145,1,27,WorldDb::Model::Country,2014-10-17T00:53:50.4427390-04:00,2014-10-17T00:53:50.4427390-04:00
146,30,27,WorldDb::Model::Country,2014-10-17T00:53:50.4448400-04:00,2014-10-17T00:53:50.4448400-04:00
147,38,27,WorldDb::Model::Country,2014-10-17T00:53:50.4467900-04:00,2014-10-17T00:53:50.4467900-04:00
148,42,27,WorldDb::Model::Country,2014-10-17T00:53:50.4491500-04:00,2014-10-17T00:53:50.4491500-04:00
149,6,27,WorldDb::Model::Country,2014-10-17T00:53:50.4515510-04:00,2014-10-17T00:53:50.4515510-04:00
150,1,28,WorldDb::Model::Country,2014-10-17T00:53:50.4568020-04:00,2014-10-17T00:53:50.4568020-04:00
151,30,28,WorldDb::Model::Country,2014-10-17T00:53:50.4586600-04:00,2014-10-17T00:53:50.4586600-04:00
152,38,28,WorldDb::Model::Country,2014-10-17T00:53:50.4604590-04:00,2014-10-17T00:53:50.4604590-04:00
153,42,28,WorldDb::Model::Country,2014-10-17T00:53:50.4623050-04:00,2014-10-17T00:53:50.4623050-04:00
154,6,28,WorldDb::Model::Country,2014-10-17T00:53:50.4641940-04:00,2014-10-17T00:53:50.4641940-04:00
155,27,28,WorldDb::Model::Country,2014-10-17T00:53:50.4661320-04:00,2014-10-17T00:53:50.4661320-04:00
156,1,29,WorldDb::Model::Country,2014-10-17T00:53:50.4710750-04:00,2014-10-17T00:53:50.4710750-04:00
157,30,29,WorldDb::Model::Country,2014-10-17T00:53:50.4729490-04:00,2014-10-17T00:53:50.4729490-04:00
158,38,29,WorldDb::Model::Country,2014-10-17T00:53:50.4749100-04:00,2014-10-17T00:53:50.4749100-04:00
159,42,29,WorldDb::Model::Country,2014-10-17T00:53:50.4769020-04:00,2014-10-17T00:53:50.4769020-04:00
160,6,29,WorldDb::Model::Country,2014-10-17T00:53:50.4788630-04:00,2014-10-17T00:53:50.4788630-04:00
161,1,30,WorldDb::Model::Country,2014-10-17T00:53:50.4841240-04:00,2014-10-17T00:53:50.4841240-04:00
162,30,30,WorldDb::Model::Country,2014-10-17T00:53:50.4859540-04:00,2014-10-17T00:53:50.4859540-04:00
163,38,30,WorldDb::Model::Country,2014-10-17T00:53:50.4879240-04:00,2014-10-17T00:53:50.4879240-04:00
164,42,30,WorldDb::Model::Country,2014-10-17T00:53:50.4898950-04:00,2014-10-17T00:53:50.4898950-04:00
165,6,30,WorldDb::Model::Country,2014-10-17T00:53:50.4942950-04:00,2014-10-17T00:53:50.4942950-04:00
166,1,31,WorldDb::Model::Country,2014-10-17T00:53:50.4997450-04:00,2014-10-17T00:53:50.4997450-04:00
167,30,31,WorldDb::Model::Country,2014-10-17T00:53:50.5018360-04:00,2014-10-17T00:53:50.5018360-04:00
168,38,31,WorldDb::Model::Country,2014-10-17T00:53:50.5039650-04:00,2014-10-17T00:53:50.5039650-04:00
169,42,31,WorldDb::Model::Country,2014-10-17T00:53:50.5059430-04:00,2014-10-17T00:53:50.5059430-04:00
170,6,31,WorldDb::Model::Country,2014-10-17T00:53:50.5079080-04:00,2014-10-17T00:53:50.5079080-04:00
171,1,32,WorldDb::Model::Country,2014-10-17T00:53:50.5159880-04:00,2014-10-17T00:53:50.5159880-04:00
172,30,32,WorldDb::Model::Country,2014-10-17T00:53:50.5179210-04:00,2014-10-17T00:53:50.5179210-04:00
173,38,32,WorldDb::Model::Country,2014-10-17T00:53:50.5199720-04:00,2014-10-17T00:53:50.5199720-04:00
174,42,32,WorldDb::Model::Country,2014-10-17T00:53:50.5219190-04:00,2014-10-17T00:53:50.5219190-04:00
175,6,32,WorldDb::Model::Country,2014-10-17T00:53:50.5241610-04:00,2014-10-17T00:53:50.5241610-04:00
176,1,33,WorldDb::Model::Country,2014-10-17T00:53:50.5317120-04:00,2014-10-17T00:53:50.5317120-04:00
177,30,33,WorldDb::Model::Country,2014-10-17T00:53:50.5336630-04:00,2014-10-17T00:53:50.5336630-04:00
178,38,33,WorldDb::Model::Country,2014-10-17T00:53:50.5356730-04:00,2014-10-17T00:53:50.5356730-04:00
179,42,33,WorldDb::Model::Country,2014-10-17T00:53:50.5376550-04:00,2014-10-17T00:53:50.5376550-04:00
180,6,33,WorldDb::Model::Country,2014-10-17T00:53:50.5396340-04:00,2014-10-17T00:53:50.5396340-04:00
181,1,34,WorldDb::Model::Country,2014-10-17T00:53:50.5448660-04:00,2014-10-17T00:53:50.5448660-04:00
182,30,34,WorldDb::Model::Country,2014-10-17T00:53:50.5469270-04:00,2014-10-17T00:53:50.5469270-04:00
183,38,34,WorldDb::Model::Country,2014-10-17T00:53:50.5490240-04:00,2014-10-17T00:53:50.5490240-04:00
184,42,34,WorldDb::Model::Country,2014-10-17T00:53:50.5510640-04:00,2014-10-17T00:53:50.5510640-04:00
185,10,34,WorldDb::Model::Country,2014-10-17T00:53:50.5530140-04:00,2014-10-17T00:53:50.5530140-04:00
186,31,34,WorldDb::Model::Country,2014-10-17T00:53:50.5549220-04:00,2014-10-17T00:53:50.5549220-04:00
187,33,34,WorldDb::Model::Country,2014-10-17T00:53:50.5566540-04:00,2014-10-17T00:53:50.5566540-04:00
188,35,34,WorldDb::Model::Country,2014-10-17T00:53:50.5584020-04:00,2014-10-17T00:53:50.5584020-04:00
189,1,35,WorldDb::Model::Country,2014-10-17T00:53:50.5659790-04:00,2014-10-17T00:53:50.5659790-04:00
190,30,35,WorldDb::Model::Country,2014-10-17T00:53:50.5677180-04:00,2014-10-17T00:53:50.5677180-04:00
191,38,35,WorldDb::Model::Country,2014-10-17T00:53:50.5695890-04:00,2014-10-17T00:53:50.5695890-04:00
192,42,35,WorldDb::Model::Country,2014-10-17T00:53:50.5716620-04:00,2014-10-17T00:53:50.5716620-04:00
193,10,35,WorldDb::Model::Country,2014-10-17T00:53:50.5736950-04:00,2014-10-17T00:53:50.5736950-04:00
194,35,35,WorldDb::Model::Country,2014-10-17T00:53:50.5757170-04:00,2014-10-17T00:53:50.5757170-04:00
195,1,36,WorldDb::Model::Country,2014-10-17T00:53:50.5836120-04:00,2014-10-17T00:53:50.5836120-04:00
196,30,36,WorldDb::Model::Country,2014-10-17T00:53:50.5856320-04:00,2014-10-17T00:53:50.5856320-04:00
197,38,36,WorldDb::Model::Country,2014-10-17T00:53:50.5874010-04:00,2014-10-17T00:53:50.5874010-04:00
198,42,36,WorldDb::Model::Country,2014-10-17T00:53:50.5894020-04:00,2014-10-17T00:53:50.5894020-04:00
199,10,36,WorldDb::Model::Country,2014-10-17T00:53:50.5913050-04:00,2014-10-17T00:53:50.5913050-04:00
200,35,36,WorldDb::Model::Country,2014-10-17T00:53:50.5932480-04:00,2014-10-17T00:53:50.5932480-04:00
201,1,37,WorldDb::Model::Country,2014-10-17T00:53:50.6010370-04:00,2014-10-17T00:53:50.6010370-04:00
202,30,37,WorldDb::Model::Country,2014-10-17T00:53:50.6029170-04:00,2014-10-17T00:53:50.6029170-04:00
203,38,37,WorldDb::Model::Country,2014-10-17T00:53:50.6050200-04:00,2014-10-17T00:53:50.6050200-04:00
204,42,37,WorldDb::Model::Country,2014-10-17T00:53:50.6070630-04:00,2014-10-17T00:53:50.6070630-04:00
205,10,37,WorldDb::Model::Country,2014-10-17T00:53:50.6091310-04:00,2014-10-17T00:53:50.6091310-04:00
206,35,37,WorldDb::Model::Country,2014-10-17T00:53:50.6111440-04:00,2014-10-17T00:53:50.6111440-04:00
207,1,38,WorldDb::Model::Country,2014-10-17T00:53:50.6216150-04:00,2014-10-17T00:53:50.6216150-04:00
208,30,38,WorldDb::Model::Country,2014-10-17T00:53:50.6233740-04:00,2014-10-17T00:53:50.6233740-04:00
209,38,38,WorldDb::Model::Country,2014-10-17T00:53:50.6253030-04:00,2014-10-17T00:53:50.6253030-04:00
210,42,38,WorldDb::Model::Country,2014-10-17T00:53:50.6273250-04:00,2014-10-17T00:53:50.6273250-04:00
211,10,38,WorldDb::Model::Country,2014-10-17T00:53:50.6295340-04:00,2014-10-17T00:53:50.6295340-04:00
212,35,38,WorldDb::Model::Country,2014-10-17T00:53:50.6404870-04:00,2014-10-17T00:53:50.6404870-04:00
213,1,39,WorldDb::Model::Country,2014-10-17T00:53:50.6526220-04:00,2014-10-17T00:53:50.6526220-04:00
214,30,39,WorldDb::Model::Country,2014-10-17T00:53:50.6545330-04:00,2014-10-17T00:53:50.6545330-04:00
215,38,39,WorldDb::Model::Country,2014-10-17T00:53:50.6563110-04:00,2014-10-17T00:53:50.6563110-04:00
216,42,39,WorldDb::Model::Country,2014-10-17T00:53:50.6580980-04:00,2014-10-17T00:53:50.6580980-04:00
217,7,39,WorldDb::Model::Country,2014-10-17T00:53:50.6599240-04:00,2014-10-17T00:53:50.6599240-04:00
218,1,40,WorldDb::Model::Country,2014-10-17T00:53:50.6683800-04:00,2014-10-17T00:53:50.6683800-04:00
219,30,40,WorldDb::Model::Country,2014-10-17T00:53:50.6706760-04:00,2014-10-17T00:53:50.6706760-04:00
220,38,40,WorldDb::Model::Country,2014-10-17T00:53:50.6724300-04:00,2014-10-17T00:53:50.6724300-04:00
221,42,40,WorldDb::Model::Country,2014-10-17T00:53:50.6744800-04:00,2014-10-17T00:53:50.6744800-04:00
222,7,40,WorldDb::Model::Country,2014-10-17T00:53:50.6763480-04:00,2014-10-17T00:53:50.6763480-04:00
223,1,41,WorldDb::Model::Country,2014-10-17T00:53:50.6839870-04:00,2014-10-17T00:53:50.6839870-04:00
224,30,41,WorldDb::Model::Country,2014-10-17T00:53:50.6860510-04:00,2014-10-17T00:53:50.6860510-04:00
225,38,41,WorldDb::Model::Country,2014-10-17T00:53:50.6881880-04:00,2014-10-17T00:53:50.6881880-04:00
226,42,41,WorldDb::Model::Country,2014-10-17T00:53:50.6902570-04:00,2014-10-17T00:53:50.6902570-04:00
227,7,41,WorldDb::Model::Country,2014-10-17T00:53:50.6925070-04:00,2014-10-17T00:53:50.6925070-04:00
228,1,42,WorldDb::Model::Country,2014-10-17T00:53:50.6975660-04:00,2014-10-17T00:53:50.6975660-04:00
229,30,42,WorldDb::Model::Country,2014-10-17T00:53:50.6995380-04:00,2014-10-17T00:53:50.6995380-04:00
230,38,42,WorldDb::Model::Country,2014-10-17T00:53:50.7015570-04:00,2014-10-17T00:53:50.7015570-04:00
231,42,42,WorldDb::Model::Country,2014-10-17T00:53:50.7035610-04:00,2014-10-17T00:53:50.7035610-04:00
232,7,42,WorldDb::Model::Country,2014-10-17T00:53:50.7053830-04:00,2014-10-17T00:53:50.7053830-04:00
