Id,name,kind,lat,lng,created_at,updated_at
486,Kyoto,CITY,,,2014-10-17T00:53:55.1278200-04:00,2014-10-17T00:53:55.1278200-04:00
487,Fukuoka,MTRO,,,2014-10-17T00:53:55.1308080-04:00,2014-10-17T00:53:55.1308080-04:00
488,Kawasaki,CITY,,,2014-10-17T00:53:55.1337600-04:00,2014-10-17T00:53:55.1337600-04:00
489,Hiroshima,MTRO,,,2014-10-17T00:53:55.1364190-04:00,2014-10-17T00:53:55.1364190-04:00
490,Sendai,MTRO,,,2014-10-17T00:53:55.1387110-04:00,2014-10-17T00:53:55.1387110-04:00
491,KitakyÅ«shÅ« [Kitakyushu],MTRO,,,2014-10-17T00:53:55.1411570-04:00,2014-10-17T00:53:55.1411570-04:00
492,Okayama,MTRO,,,2014-10-17T00:53:55.1436120-04:00,2014-10-17T00:53:55.1436120-04:00
493,Naha,MTRO,,,2014-10-17T00:53:55.1460330-04:00,2014-10-17T00:53:55.1460330-04:00
494,Himeji,MTRO,,,2014-10-17T00:53:55.1486720-04:00,2014-10-17T00:53:55.1486720-04:00
495,Kumamoto,MTRO,,,2014-10-17T00:53:55.1526280-04:00,2014-10-17T00:53:55.1526280-04:00
496,Hamamatsu,MTRO,,,2014-10-17T00:53:55.1557610-04:00,2014-10-17T00:53:55.1557610-04:00
497,Phnum PÃ©nh [Phnom Penh],MTRO,,,2014-10-17T00:53:55.1599730-04:00,2014-10-17T00:53:55.1599730-04:00
498,P'yÅngyang [Pyongyang],MTRO,,,2014-10-17T00:53:55.1643720-04:00,2014-10-17T00:53:55.1643720-04:00
499,Seoul,MTRO,,,2014-10-17T00:53:55.1683550-04:00,2014-10-17T00:53:55.1683550-04:00
500,Busan [Pusan],MTRO,,,2014-10-17T00:53:55.1749490-04:00,2014-10-17T00:53:55.1749490-04:00
501,Incheon,CITY,,,2014-10-17T00:53:55.1790900-04:00,2014-10-17T00:53:55.1790900-04:00
502,Daegu [Taegu],MTRO,,,2014-10-17T00:53:55.1817150-04:00,2014-10-17T00:53:55.1817150-04:00
503,Gwangju [Kwangju],MTRO,,,2014-10-17T00:53:55.1844260-04:00,2014-10-17T00:53:55.1844260-04:00
504,Daejeon [Taejon],MTRO,,,2014-10-17T00:53:55.1943630-04:00,2014-10-17T00:53:55.1943630-04:00
505,Ulsan,MTRO,,,2014-10-17T00:53:55.1994780-04:00,2014-10-17T00:53:55.1994780-04:00
506,Changwon,MTRO,,,2014-10-17T00:53:55.2024800-04:00,2014-10-17T00:53:55.2024800-04:00
507,Almaty [Alma-Ata],MTRO,,,2014-10-17T00:53:55.2073740-04:00,2014-10-17T00:53:55.2073740-04:00
508,Colombo,MTRO,,,2014-10-17T00:53:55.2113600-04:00,2014-10-17T00:53:55.2113600-04:00
509,Yangon [Rangoon],MTRO,,,2014-10-17T00:53:55.2152800-04:00,2014-10-17T00:53:55.2152800-04:00
510,Mandalay,MTRO,,,2014-10-17T00:53:55.2189700-04:00,2014-10-17T00:53:55.2189700-04:00
511,Ulaanbaatar [Ulan Bator],MTRO,,,2014-10-17T00:53:55.2267740-04:00,2014-10-17T00:53:55.2267740-04:00
512,Kuala Lumpur,MTRO,,,2014-10-17T00:53:55.2309270-04:00,2014-10-17T00:53:55.2309270-04:00
513,KÄá¹­hmÄá¸aÅ© [Kathmandu],MTRO,,,2014-10-17T00:53:55.2376250-04:00,2014-10-17T00:53:55.2376250-04:00
514,Manila,MTRO,,,2014-10-17T00:53:55.2420550-04:00,2014-10-17T00:53:55.2420550-04:00
515,Cebu,MTRO,,,2014-10-17T00:53:55.2444870-04:00,2014-10-17T00:53:55.2444870-04:00
516,Davao,MTRO,,,2014-10-17T00:53:55.2468960-04:00,2014-10-17T00:53:55.2468960-04:00
517,Angeles,MTRO,,,2014-10-17T00:53:55.2523380-04:00,2014-10-17T00:53:55.2523380-04:00
518,KarÄchi [Karachi],MTRO,,,2014-10-17T00:53:55.2577140-04:00,2014-10-17T00:53:55.2577140-04:00
519,Lahore,MTRO,,,2014-10-17T00:53:55.2600540-04:00,2014-10-17T00:53:55.2600540-04:00
520,Faisalabad,MTRO,,,2014-10-17T00:53:55.2625420-04:00,2014-10-17T00:53:55.2625420-04:00
521,Rawalpindi,CITY,,,2014-10-17T00:53:55.2649270-04:00,2014-10-17T00:53:55.2649270-04:00
522,MultÄn [Multan],MTRO,,,2014-10-17T00:53:55.2672630-04:00,2014-10-17T00:53:55.2672630-04:00
523,GujrÄnwÄla [Gujranwala],MTRO,,,2014-10-17T00:53:55.2719480-04:00,2014-10-17T00:53:55.2719480-04:00
524,PexÌŒawar,MTRO,,,2014-10-17T00:53:55.2745640-04:00,2014-10-17T00:53:55.2745640-04:00
525,Quetta,MTRO,,,2014-10-17T00:53:55.2775050-04:00,2014-10-17T00:53:55.2775050-04:00
526,IslÄm ÄbÄd [Islamabad],CITY,,,2014-10-17T00:53:55.2802130-04:00,2014-10-17T00:53:55.2802130-04:00
527,Singapore,MTRO,,,2014-10-17T00:53:55.2844170-04:00,2014-10-17T00:53:55.2844170-04:00
528,Krung Thep [Bangkok],MTRO,,,2014-10-17T00:53:55.2891360-04:00,2014-10-17T00:53:55.2891360-04:00
529,AÅŸgabat [Ashgabat],MTRO,,,2014-10-17T00:53:55.2933220-04:00,2014-10-17T00:53:55.2933220-04:00
530,Taibei [Taipei],MTRO,,,2014-10-17T00:53:55.2973730-04:00,2014-10-17T00:53:55.2973730-04:00
531,Gaoxiong [Kaohsiung],MTRO,,,2014-10-17T00:53:55.2998710-04:00,2014-10-17T00:53:55.2998710-04:00
532,Taizhong [Taichung],MTRO,,,2014-10-17T00:53:55.3037020-04:00,2014-10-17T00:53:55.3037020-04:00
533,Tainan,MTRO,,,2014-10-17T00:53:55.3067600-04:00,2014-10-17T00:53:55.3067600-04:00
534,Toshkent [Tashkent],MTRO,,,2014-10-17T00:53:55.3109270-04:00,2014-10-17T00:53:55.3109270-04:00
535,ThÃ nh Phá»‘ Há»“ ChÃ­ Minh [Saigon],MTRO,,,2014-10-17T00:53:55.3149460-04:00,2014-10-17T00:53:55.3149460-04:00
536,HÃ  Ná»™i [Hanoi],MTRO,,,2014-10-17T00:53:55.3173550-04:00,2014-10-17T00:53:55.3173550-04:00
537,La Habana [Havana],MTRO,,,2014-10-17T00:53:55.4730450-04:00,2014-10-17T00:53:55.4730450-04:00
538,Santiago,MTRO,,,2014-10-17T00:53:55.4756820-04:00,2014-10-17T00:54:02.1146220-04:00
539,CamagÃ¼ey,CITY,,,2014-10-17T00:53:55.4781750-04:00,2014-10-17T00:53:55.4781750-04:00
540,HolguÃ­n,CITY,,,2014-10-17T00:53:55.4805750-04:00,2014-10-17T00:53:55.4805750-04:00
541,GuantÃ¡namo,CITY,,,2014-10-17T00:53:55.4830710-04:00,2014-10-17T00:53:55.4830710-04:00
542,Santa Clara,CITY,,,2014-10-17T00:53:55.4860660-04:00,2014-10-17T00:53:55.4860660-04:00
543,Las Tunas,CITY,,,2014-10-17T00:53:55.4886660-04:00,2014-10-17T00:53:55.4886660-04:00
544,Bayamo,CITY,,,2014-10-17T00:53:55.4915380-04:00,2014-10-17T00:53:55.4915380-04:00
545,Cienfuegos,CITY,,,2014-10-17T00:53:55.4942680-04:00,2014-10-17T00:53:55.4942680-04:00
546,Pinar del RÃ­o,CITY,,,2014-10-17T00:53:55.4969300-04:00,2014-10-17T00:53:55.4969300-04:00
547,Matanzas,CITY,,,2014-10-17T00:53:55.4993240-04:00,2014-10-17T00:53:55.4993240-04:00
548,Ciego de Ãvila,CITY,,,2014-10-17T00:53:55.5017660-04:00,2014-10-17T00:53:55.5017660-04:00
549,Sancti SpÃ­ritus,CITY,,,2014-10-17T00:53:55.5042330-04:00,2014-10-17T00:53:55.5042330-04:00
550,Manzanillo,CITY,,,2014-10-17T00:53:55.5069460-04:00,2014-10-17T00:53:55.5069460-04:00
551,CÃ¡rdenas,CITY,,,2014-10-17T00:53:55.5096220-04:00,2014-10-17T00:53:55.5096220-04:00
552,Santo Domingo,MTRO,,,2014-10-17T00:53:55.5141700-04:00,2014-10-17T00:53:55.5141700-04:00
553,Santiago de los Caballeros,CITY,,,2014-10-17T00:53:55.5167230-04:00,2014-10-17T00:53:55.5167230-04:00
554,San Juan,MTRO,,,2014-10-17T00:53:55.5258640-04:00,2014-10-17T00:53:55.5258640-04:00
555,BayamÃ³n,CITY,,,2014-10-17T00:53:55.5282560-04:00,2014-10-17T00:53:55.5282560-04:00
556,San Jose,MTRO,,,2014-10-17T00:53:55.5869960-04:00,2014-10-17T00:54:00.6739960-04:00
557,(Ciudad de) Guatemala [Guatemala City],MTRO,,,2014-10-17T00:53:55.5918110-04:00,2014-10-17T00:53:55.5918110-04:00
558,Quetzaltenango,CITY,,,2014-10-17T00:53:55.5944550-04:00,2014-10-17T00:53:55.5944550-04:00
559,Tegucigalpa,MTRO,,,2014-10-17T00:53:55.5988930-04:00,2014-10-17T00:53:55.5988930-04:00
560,Managua,MTRO,,,2014-10-17T00:53:55.6038430-04:00,2014-10-17T00:53:55.6038430-04:00
561,(Ciudad de) PanamÃ¡ [Panama City],MTRO,,,2014-10-17T00:53:55.6082510-04:00,2014-10-17T00:53:55.6082510-04:00
562,San Salvador,MTRO,,,2014-10-17T00:53:55.6122310-04:00,2014-10-17T00:53:55.6122310-04:00
563,Yerevan,MTRO,,,2014-10-17T00:53:56.1407950-04:00,2014-10-17T00:53:56.1407950-04:00
564,Bruxellesâ€¢Brussel [Brussels (Capital Region)],ADM1,,,2014-10-17T00:53:56.1507450-04:00,2014-10-17T00:53:56.1507450-04:00
565,Antwerpen [Antwerp],ADM1,,,2014-10-17T00:53:56.1623240-04:00,2014-10-17T00:53:56.1623240-04:00
566,Antwerpen[nl],MTRO,,,2014-10-17T00:53:56.1650220-04:00,2014-10-17T00:53:56.2701210-04:00
567,Limburg,ADM1,,,2014-10-17T00:53:56.1731470-04:00,2014-10-17T00:53:56.1731470-04:00
568,Hasselt,CITY,,,2014-10-17T00:53:56.1758080-04:00,2014-10-17T00:53:56.1758080-04:00
569,Oost-Vlaanderen [East Flanders],ADM1,,,2014-10-17T00:53:56.1830740-04:00,2014-10-17T00:53:56.1830740-04:00
570,Gent[nl],CITY,,,2014-10-17T00:53:56.1854770-04:00,2014-10-17T00:53:56.2732290-04:00
571,Vlaams-Brabant [Flemish Brabant],ADM1,,,2014-10-17T00:53:56.1920460-04:00,2014-10-17T00:53:56.1920460-04:00
572,Leuven[nl],CITY,,,2014-10-17T00:53:56.1944330-04:00,2014-10-17T00:53:56.2883540-04:00
573,West-Vlaanderen [West Flanders],ADM1,,,2014-10-17T00:53:56.2042630-04:00,2014-10-17T00:53:56.2042630-04:00
574,Brugge[nl],CITY,,,2014-10-17T00:53:56.2084700-04:00,2014-10-17T00:53:56.2821720-04:00
575,Brabant Wallon [Walloon Brabant],ADM1,,,2014-10-17T00:53:56.2157330-04:00,2014-10-17T00:53:56.2157330-04:00
576,Wavre,CITY,,,2014-10-17T00:53:56.2179510-04:00,2014-10-17T00:53:56.2179510-04:00
577,Hainaut,ADM1,,,2014-10-17T00:53:56.2257080-04:00,2014-10-17T00:53:56.2257080-04:00
578,Mons[fr],CITY,,,2014-10-17T00:53:56.2281070-04:00,2014-10-17T00:53:56.2913240-04:00
579,LiÃ¨ge,ADM1,,,2014-10-17T00:53:56.2354400-04:00,2014-10-17T00:53:56.2354400-04:00
580,LiÃ¨ge[fr],CITY,,,2014-10-17T00:53:56.2380230-04:00,2014-10-17T00:53:56.2791550-04:00
581,Luxembourg,ADM1,,,2014-10-17T00:53:56.2452780-04:00,2014-10-17T00:53:56.2452780-04:00
582,Arlon,CITY,,,2014-10-17T00:53:56.2478910-04:00,2014-10-17T00:53:56.2478910-04:00
583,Namur,ADM1,,,2014-10-17T00:53:56.2550700-04:00,2014-10-17T00:53:56.2550700-04:00
584,Namur[fr],CITY,,,2014-10-17T00:53:56.2576380-04:00,2014-10-17T00:53:56.2852550-04:00
585,Brussel[nl],MTRO,,,2014-10-17T00:53:56.2667840-04:00,2014-10-17T00:53:56.2667840-04:00
586,Charleroi[fr],CITY,,,2014-10-17T00:53:56.2759070-04:00,2014-10-17T00:53:56.2759070-04:00
587,Mechelen[nl],CITY,,,2014-10-17T00:53:56.2950410-04:00,2014-10-17T00:53:56.2950410-04:00
588,Sofija City,ADM1,,,2014-10-17T00:53:56.3093930-04:00,2014-10-17T00:53:56.3093930-04:00
589,Sofija [Sofia],MTRO,,,2014-10-17T00:53:56.3141300-04:00,2014-10-17T00:53:56.7060980-04:00
590,Sofija Province,ADM1,,,2014-10-17T00:53:56.3267690-04:00,2014-10-17T00:53:56.3267690-04:00
591,Blagoevgrad,ADM1,,,2014-10-17T00:53:56.3332150-04:00,2014-10-17T00:53:56.3332150-04:00
592,Blagoevgrad,CITY,,,2014-10-17T00:53:56.3357820-04:00,2014-10-17T00:53:56.3357820-04:00
593,Pernik,ADM1,,,2014-10-17T00:53:56.3439000-04:00,2014-10-17T00:53:56.3439000-04:00
594,Pernik,CITY,,,2014-10-17T00:53:56.3466960-04:00,2014-10-17T00:53:56.3466960-04:00
595,Kyustendil,ADM1,,,2014-10-17T00:53:56.3533170-04:00,2014-10-17T00:53:56.3533170-04:00
596,Kyustendil,CITY,,,2014-10-17T00:53:56.3564070-04:00,2014-10-17T00:53:56.3564070-04:00
597,Plovdiv,ADM1,,,2014-10-17T00:53:56.3749510-04:00,2014-10-17T00:53:56.3749510-04:00
598,Plovdiv,MTRO,,,2014-10-17T00:53:56.3779550-04:00,2014-10-17T00:53:56.7092140-04:00
599,Haskovo,ADM1,,,2014-10-17T00:53:56.3878210-04:00,2014-10-17T00:53:56.3878210-04:00
600,Haskovo,CITY,,,2014-10-17T00:53:56.3907970-04:00,2014-10-17T00:53:56.3907970-04:00
601,Pazardzhik,ADM1,,,2014-10-17T00:53:56.3977300-04:00,2014-10-17T00:53:56.3977300-04:00
602,Pazardzhik,CITY,,,2014-10-17T00:53:56.4002150-04:00,2014-10-17T00:53:56.4002150-04:00
603,Smolyan,ADM1,,,2014-10-17T00:53:56.4074220-04:00,2014-10-17T00:53:56.4074220-04:00
604,Kardzhali,ADM1,,,2014-10-17T00:53:56.4147460-04:00,2014-10-17T00:53:56.4147460-04:00
605,Kardzhali,CITY,,,2014-10-17T00:53:56.4173220-04:00,2014-10-17T00:53:56.4173220-04:00
606,Vidin,ADM1,,,2014-10-17T00:53:56.4243550-04:00,2014-10-17T00:53:56.4243550-04:00
607,Vidin,CITY,,,2014-10-17T00:53:56.4267610-04:00,2014-10-17T00:53:56.4267610-04:00
608,Montana,ADM1,,,2014-10-17T00:53:56.4400120-04:00,2014-10-17T00:53:56.4400120-04:00
609,Montana,CITY,,,2014-10-17T00:53:56.4426300-04:00,2014-10-17T00:53:56.4426300-04:00
610,Vratsa,ADM1,,,2014-10-17T00:53:56.4523270-04:00,2014-10-17T00:53:56.4523270-04:00
611,Vratsa,CITY,,,2014-10-17T00:53:56.4550260-04:00,2014-10-17T00:53:56.4550260-04:00
612,Pleven,ADM1,,,2014-10-17T00:53:56.4639650-04:00,2014-10-17T00:53:56.4639650-04:00
613,Pleven,CITY,,,2014-10-17T00:53:56.4665040-04:00,2014-10-17T00:53:56.4665040-04:00
614,Lovech,ADM1,,,2014-10-17T00:53:56.4753800-04:00,2014-10-17T00:53:56.4753800-04:00
615,Veliko Tarnovo,ADM1,,,2014-10-17T00:53:56.4840660-04:00,2014-10-17T00:53:56.4840660-04:00
616,Veliko Tarnovo,CITY,,,2014-10-17T00:53:56.4865790-04:00,2014-10-17T00:53:56.4865790-04:00
617,Gabrovo,ADM1,,,2014-10-17T00:53:56.4988370-04:00,2014-10-17T00:53:56.4988370-04:00
618,Gabrovo,CITY,,,2014-10-17T00:53:56.5014960-04:00,2014-10-17T00:53:56.5014960-04:00
619,Ruse,ADM1,,,2014-10-17T00:53:56.5101500-04:00,2014-10-17T00:53:56.5101500-04:00
620,Ruse,CITY,,,2014-10-17T00:53:56.5126410-04:00,2014-10-17T00:53:56.5126410-04:00
621,Razgrad,ADM1,,,2014-10-17T00:53:56.5216440-04:00,2014-10-17T00:53:56.5216440-04:00
622,Silistra,ADM1,,,2014-10-17T00:53:56.5302580-04:00,2014-10-17T00:53:56.5302580-04:00
623,Varna,ADM1,,,2014-10-17T00:53:56.5389220-04:00,2014-10-17T00:53:56.5389220-04:00
624,Varna,MTRO,,,2014-10-17T00:53:56.5414000-04:00,2014-10-17T00:53:56.7123100-04:00
625,Dobrich,ADM1,,,2014-10-17T00:53:56.5565700-04:00,2014-10-17T00:53:56.5565700-04:00
626,Dobrich,CITY,,,2014-10-17T00:53:56.5591300-04:00,2014-10-17T00:53:56.5591300-04:00
627,Shumen,ADM1,,,2014-10-17T00:53:56.5693160-04:00,2014-10-17T00:53:56.5693160-04:00
628,Shumen,CITY,,,2014-10-17T00:53:56.5718510-04:00,2014-10-17T00:53:56.5718510-04:00
629,Targovishte,ADM1,,,2014-10-17T00:53:56.5822080-04:00,2014-10-17T00:53:56.5822080-04:00
630,Burgas,ADM1,,,2014-10-17T00:53:56.5929320-04:00,2014-10-17T00:53:56.5929320-04:00
631,Burgas,MTRO,,,2014-10-17T00:53:56.5954810-04:00,2014-10-17T00:53:56.7152420-04:00
632,Sliven,ADM1,,,2014-10-17T00:53:56.6076720-04:00,2014-10-17T00:53:56.6076720-04:00
633,Sliven,CITY,,,2014-10-17T00:53:56.6104510-04:00,2014-10-17T00:53:56.6104510-04:00
634,Yambol,ADM1,,,2014-10-17T00:53:56.6190160-04:00,2014-10-17T00:53:56.6190160-04:00
635,Yambol,CITY,,,2014-10-17T00:53:56.6213380-04:00,2014-10-17T00:53:56.6213380-04:00
636,Stara Zagora,ADM1,,,2014-10-17T00:53:56.6301730-04:00,2014-10-17T00:53:56.6301730-04:00
637,Stara Zagora,CITY,,,2014-10-17T00:53:56.6325240-04:00,2014-10-17T00:53:56.6325240-04:00
638,Asenovgrad,CITY,,,2014-10-17T00:53:56.7261830-04:00,2014-10-17T00:53:56.7261830-04:00
639,Minsk,MTRO,,,2014-10-17T00:53:56.7664710-04:00,2014-10-17T00:53:56.7664710-04:00
640,Borissow,CITY,,,2014-10-17T00:53:56.7689630-04:00,2014-10-17T00:53:56.7689630-04:00
641,Glarus,ADM1,,,2014-10-17T00:53:56.7739070-04:00,2014-10-17T00:53:56.7739070-04:00
642,Glarus,CITY,,,2014-10-17T00:53:56.7765990-04:00,2014-10-17T00:53:56.7765990-04:00
643,Schaffhausen,ADM1,,,2014-10-17T00:53:56.7853870-04:00,2014-10-17T00:53:56.7853870-04:00
644,Schaffhausen,CITY,,,2014-10-17T00:53:56.7880520-04:00,2014-10-17T00:53:56.7880520-04:00
645,Appenzell Ausserrhoden,ADM1,,,2014-10-17T00:53:56.7952470-04:00,2014-10-17T00:53:56.7952470-04:00
646,Herisau,CITY,,,2014-10-17T00:53:56.7978420-04:00,2014-10-17T00:53:56.7978420-04:00
647,Appenzell Innerrhoden,ADM1,,,2014-10-17T00:53:56.8046850-04:00,2014-10-17T00:53:56.8046850-04:00
648,Appenzell,CITY,,,2014-10-17T00:53:56.8072320-04:00,2014-10-17T00:53:56.8072320-04:00
649,St. Gallen,ADM1,,,2014-10-17T00:53:56.8136510-04:00,2014-10-17T00:53:56.8136510-04:00
650,St. Gallen,CITY,,,2014-10-17T00:53:56.8160010-04:00,2014-10-17T00:53:56.8160010-04:00
651,GraubÃ¼nden,ADM1,,,2014-10-17T00:53:56.8243310-04:00,2014-10-17T00:53:56.8243310-04:00
652,Chur,CITY,,,2014-10-17T00:53:56.8266950-04:00,2014-10-17T00:53:56.8266950-04:00
653,Thurgau,ADM1,,,2014-10-17T00:53:56.8409830-04:00,2014-10-17T00:53:56.8409830-04:00
654,Frauenfeld,CITY,,,2014-10-17T00:53:56.8436260-04:00,2014-10-17T00:53:56.8436260-04:00
655,ZÃ¼rich,ADM1,,,2014-10-17T00:53:56.8508220-04:00,2014-10-17T00:53:56.8508220-04:00
656,ZÃ¼rich,MTRO,,,2014-10-17T00:53:56.8534470-04:00,2014-10-17T00:53:57.0540100-04:00
657,Luzern,ADM1,,,2014-10-17T00:53:56.8618950-04:00,2014-10-17T00:53:56.8618950-04:00
658,Luzern,CITY,,,2014-10-17T00:53:56.8644440-04:00,2014-10-17T00:53:56.8644440-04:00
659,Uri,ADM1,,,2014-10-17T00:53:56.8729510-04:00,2014-10-17T00:53:56.8729510-04:00
660,Altdorf,CITY,,,2014-10-17T00:53:56.8756090-04:00,2014-10-17T00:53:56.8756090-04:00
661,Schwyz,ADM1,,,2014-10-17T00:53:56.8908460-04:00,2014-10-17T00:53:56.8908460-04:00
662,Schwyz,CITY,,,2014-10-17T00:53:56.8937240-04:00,2014-10-17T00:53:56.8937240-04:00
663,Obwalden,ADM1,,,2014-10-17T00:53:56.9007700-04:00,2014-10-17T00:53:56.9007700-04:00
664,Sarnen,CITY,,,2014-10-17T00:53:56.9032900-04:00,2014-10-17T00:53:56.9032900-04:00
665,Nidwalden,ADM1,,,2014-10-17T00:53:56.9098900-04:00,2014-10-17T00:53:56.9098900-04:00
666,Stans,CITY,,,2014-10-17T00:53:56.9123720-04:00,2014-10-17T00:53:56.9123720-04:00
667,Zug,ADM1,,,2014-10-17T00:53:56.9191280-04:00,2014-10-17T00:53:56.9191280-04:00
668,Zug,CITY,,,2014-10-17T00:53:56.9214960-04:00,2014-10-17T00:53:56.9214960-04:00
669,Basel-Stadt,ADM1,,,2014-10-17T00:53:56.9280060-04:00,2014-10-17T00:53:56.9280060-04:00
670,Basel,CITY,,,2014-10-17T00:53:56.9304380-04:00,2014-10-17T00:53:56.9304380-04:00
671,Basel-Landschaft,ADM1,,,2014-10-17T00:53:56.9383350-04:00,2014-10-17T00:53:56.9383350-04:00
672,Liestal,CITY,,,2014-10-17T00:53:56.9409280-04:00,2014-10-17T00:53:56.9409280-04:00
673,Aargau,ADM1,,,2014-10-17T00:53:56.9474370-04:00,2014-10-17T00:53:56.9474370-04:00
674,Aarau,CITY,,,2014-10-17T00:53:56.9499940-04:00,2014-10-17T00:53:56.9499940-04:00
675,Bern,ADM1,,,2014-10-17T00:53:56.9565800-04:00,2014-10-17T00:53:56.9565800-04:00
676,Bern,CITY,,,2014-10-17T00:53:56.9589140-04:00,2014-10-17T00:53:56.9589140-04:00
677,Fribourg,ADM1,,,2014-10-17T00:53:56.9694430-04:00,2014-10-17T00:53:56.9694430-04:00
678,Fribourg,CITY,,,2014-10-17T00:53:56.9719690-04:00,2014-10-17T00:53:56.9719690-04:00
679,Solothurn,ADM1,,,2014-10-17T00:53:56.9805490-04:00,2014-10-17T00:53:56.9805490-04:00
680,Solothurn,CITY,,,2014-10-17T00:53:56.9830100-04:00,2014-10-17T00:53:56.9830100-04:00
681,NeuchÃ¢tel,ADM1,,,2014-10-17T00:53:56.9896370-04:00,2014-10-17T00:53:56.9896370-04:00
682,NeuchÃ¢tel,CITY,,,2014-10-17T00:53:56.9921630-04:00,2014-10-17T00:53:56.9921630-04:00
683,Jura,ADM1,,,2014-10-17T00:53:56.9992080-04:00,2014-10-17T00:53:56.9992080-04:00
684,Delsberg,CITY,,,2014-10-17T00:53:57.0018330-04:00,2014-10-17T00:53:57.0018330-04:00
685,Vaud,ADM1,,,2014-10-17T00:53:57.0087590-04:00,2014-10-17T00:53:57.0087590-04:00
686,Lausanne,CITY,,,2014-10-17T00:53:57.0112550-04:00,2014-10-17T00:53:57.0112550-04:00
687,Valais,ADM1,,,2014-10-17T00:53:57.0193970-04:00,2014-10-17T00:53:57.0193970-04:00
688,Sitten,CITY,,,2014-10-17T00:53:57.0220000-04:00,2014-10-17T00:53:57.0220000-04:00
689,GenÃ¨ve,ADM1,,,2014-10-17T00:53:57.0308850-04:00,2014-10-17T00:53:57.0308850-04:00
690,GenÃ¨ve,CITY,,,2014-10-17T00:53:57.0333950-04:00,2014-10-17T00:53:57.0333950-04:00
691,Ticino,ADM1,,,2014-10-17T00:53:57.0401020-04:00,2014-10-17T00:53:57.0401020-04:00
692,Bellinzona,CITY,,,2014-10-17T00:53:57.0426060-04:00,2014-10-17T00:53:57.0426060-04:00
693,Winterthur,CITY,,,2014-10-17T00:53:57.0566380-04:00,2014-10-17T00:53:57.0566380-04:00
694,Thun,CITY,,,2014-10-17T00:53:57.0608980-04:00,2014-10-17T00:53:57.0608980-04:00
695,Biel-Bienne,CITY,,,2014-10-17T00:53:57.0636980-04:00,2014-10-17T00:53:57.0636980-04:00
696,Wil,CITY,,,2014-10-17T00:53:57.0681780-04:00,2014-10-17T00:53:57.0681780-04:00
697,Chiasso,CITY,,,2014-10-17T00:53:57.0740660-04:00,2014-10-17T00:53:57.0740660-04:00
698,Lugano,CITY,,,2014-10-17T00:53:57.0777030-04:00,2014-10-17T00:53:57.0777030-04:00
699,Locarno,CITY,,,2014-10-17T00:53:57.0809890-04:00,2014-10-17T00:53:57.0809890-04:00
700,Wohlen,CITY,,,2014-10-17T00:53:57.0863840-04:00,2014-10-17T00:53:57.0863840-04:00
701,Sion,CITY,,,2014-10-17T00:53:57.0967120-04:00,2014-10-17T00:53:57.0967120-04:00
702,Nikosia,CITY,,,2014-10-17T00:53:57.1014090-04:00,2014-10-17T00:53:57.1014090-04:00
703,Praha [Prague],ADM1,,,2014-10-17T00:53:57.1075110-04:00,2014-10-17T00:53:57.1075110-04:00
704,Praha [Prague],MTRO,,,2014-10-17T00:53:57.1101420-04:00,2014-10-17T00:53:57.2257460-04:00
705,StÅ™ednÃ­ ÄŒechy [Central Bohemia],ADM1,,,2014-10-17T00:53:57.1127570-04:00,2014-10-17T00:53:57.1127570-04:00
706,JiÅ¾nÃ­ ÄŒechy [South Bohemia],ADM1,,,2014-10-17T00:53:57.1261240-04:00,2014-10-17T00:53:57.1261240-04:00
707,ÄŒeskÃ© BudÄ›jovice,CITY,,,2014-10-17T00:53:57.1289420-04:00,2014-10-17T00:53:57.1289420-04:00
708,PlzeÅˆ,ADM1,,,2014-10-17T00:53:57.1357070-04:00,2014-10-17T00:53:57.1357070-04:00
709,PlzeÅˆ,CITY,,,2014-10-17T00:53:57.1384360-04:00,2014-10-17T00:53:57.1384360-04:00
710,Karlovy Vary [Carlsbad],ADM1,,,2014-10-17T00:53:57.1435760-04:00,2014-10-17T00:53:57.1435760-04:00
711,Karlovy Vary [Carlsbad],CITY,,,2014-10-17T00:53:57.1460670-04:00,2014-10-17T00:53:57.2577140-04:00
712,ÃšstÃ­ nad Labem,ADM1,,,2014-10-17T00:53:57.1527050-04:00,2014-10-17T00:53:57.1527050-04:00
713,ÃšstÃ­ nad Labem,CITY,,,2014-10-17T00:53:57.1556060-04:00,2014-10-17T00:53:57.1556060-04:00
714,Liberec,ADM1,,,2014-10-17T00:53:57.1602910-04:00,2014-10-17T00:53:57.1602910-04:00
715,Liberec,CITY,,,2014-10-17T00:53:57.1627640-04:00,2014-10-17T00:53:57.1627640-04:00
716,Hradec KrÃ¡lovÃ©,ADM1,,,2014-10-17T00:53:57.1689470-04:00,2014-10-17T00:53:57.1689470-04:00
717,Hradec KrÃ¡lovÃ©,CITY,,,2014-10-17T00:53:57.1715340-04:00,2014-10-17T00:53:57.1715340-04:00
718,Pardubice,ADM1,,,2014-10-17T00:53:57.1766820-04:00,2014-10-17T00:53:57.1766820-04:00
719,Pardubice,CITY,,,2014-10-17T00:53:57.1791950-04:00,2014-10-17T00:53:57.1791950-04:00
720,JiÅ¾nÃ­ Morava [South Moravia],ADM1,,,2014-10-17T00:53:57.1843360-04:00,2014-10-17T00:53:57.1843360-04:00
721,Brno,CITY,,,2014-10-17T00:53:57.1869240-04:00,2014-10-17T00:53:57.1869240-04:00
