Id,person_id,game_id,team_id,minute,offset,score1,score2,penalty,owngoal,created_at,updated_at
107,786,840,191,1,0,0,1,False,False,2014-10-17T00:54:18.9077840-04:00,2014-10-17T00:54:18.9077840-04:00
108,102,840,18,82,0,1,1,False,False,2014-10-17T00:54:18.9097860-04:00,2014-10-17T00:54:18.9097860-04:00
109,773,840,191,86,0,1,2,False,False,2014-10-17T00:54:18.9116780-04:00,2014-10-17T00:54:18.9116780-04:00
110,369,841,127,51,0,1,0,False,False,2014-10-17T00:54:18.9231360-04:00,2014-10-17T00:54:18.9231360-04:00
111,102,841,18,54,0,1,1,False,False,2014-10-17T00:54:18.9249490-04:00,2014-10-17T00:54:18.9249490-04:00
112,109,841,18,63,0,1,2,False,False,2014-10-17T00:54:18.9265950-04:00,2014-10-17T00:54:18.9265950-04:00
113,347,841,127,71,0,2,2,False,False,2014-10-17T00:54:18.9285720-04:00,2014-10-17T00:54:18.9285720-04:00
114,658,842,138,5,0,0,1,False,False,2014-10-17T00:54:18.9411480-04:00,2014-10-17T00:54:18.9411480-04:00
115,777,842,191,64,0,1,1,False,False,2014-10-17T00:54:18.9437040-04:00,2014-10-17T00:54:18.9437040-04:00
116,786,842,191,81,0,2,1,False,False,2014-10-17T00:54:18.9458270-04:00,2014-10-17T00:54:18.9458270-04:00
117,661,842,138,90,5,2,2,False,False,2014-10-17T00:54:18.9485160-04:00,2014-10-17T00:54:18.9485160-04:00
118,364,843,127,55,0,0,1,False,False,2014-10-17T00:54:18.9600510-04:00,2014-10-17T00:54:18.9600510-04:00
119,92,844,138,31,0,1,0,False,False,2014-10-17T00:54:18.9712180-04:00,2014-10-17T00:54:18.9712180-04:00
120,109,844,18,57,0,1,1,False,False,2014-10-17T00:54:18.9731810-04:00,2014-10-17T00:54:18.9731810-04:00
121,668,844,138,80,0,2,1,False,False,2014-10-17T00:54:18.9750320-04:00,2014-10-17T00:54:18.9750320-04:00
122,75,845,1,25,0,0,1,False,False,2014-10-17T00:54:18.9868860-04:00,2014-10-17T00:54:18.9868860-04:00
123,305,845,125,70,0,1,1,False,False,2014-10-17T00:54:18.9893440-04:00,2014-10-17T00:54:18.9893440-04:00
124,314,845,125,80,0,2,1,False,False,2014-10-17T00:54:18.9922370-04:00,2014-10-17T00:54:18.9922370-04:00
125,1045,846,74,68,0,0,1,False,False,2014-10-17T00:54:19.0064670-04:00,2014-10-17T00:54:19.0064670-04:00
126,1046,846,156,74,0,1,1,False,False,2014-10-17T00:54:19.0115860-04:00,2014-10-17T00:54:19.0115860-04:00
127,315,847,125,88,0,1,0,False,False,2014-10-17T00:54:19.0224820-04:00,2014-10-17T00:54:19.0224820-04:00
128,85,848,1,26,0,0,1,False,False,2014-10-17T00:54:19.0370680-04:00,2014-10-17T00:54:19.0370680-04:00
129,62,848,1,28,0,0,2,False,False,2014-10-17T00:54:19.0424310-04:00,2014-10-17T00:54:19.0424310-04:00
130,78,848,1,38,0,0,3,False,False,2014-10-17T00:54:19.0444490-04:00,2014-10-17T00:54:19.0444490-04:00
131,1047,848,74,50,0,1,3,False,False,2014-10-17T00:54:19.0495320-04:00,2014-10-17T00:54:19.0495320-04:00
132,79,848,1,62,0,1,4,False,False,2014-10-17T00:54:19.0512760-04:00,2014-10-17T00:54:19.0512760-04:00
133,1048,848,74,72,0,2,4,False,False,2014-10-17T00:54:19.0561300-04:00,2014-10-17T00:54:19.0561300-04:00
134,296,849,125,78,0,0,1,False,False,2014-10-17T00:54:19.0668560-04:00,2014-10-17T00:54:19.0668560-04:00
135,1049,850,156,6,0,0,1,False,False,2014-10-17T00:54:19.0862030-04:00,2014-10-17T00:54:19.0862030-04:00
136,85,850,1,60,0,1,1,False,False,2014-10-17T00:54:19.0880690-04:00,2014-10-17T00:54:19.0880690-04:00
137,868,851,211,18,0,1,0,False,False,2014-10-17T00:54:19.1196470-04:00,2014-10-17T00:54:19.1196470-04:00
138,1036,851,212,32,0,1,1,False,False,2014-10-17T00:54:19.1219040-04:00,2014-10-17T00:54:19.1219040-04:00
139,1039,852,215,28,0,1,0,False,False,2014-10-17T00:54:19.1317600-04:00,2014-10-17T00:54:19.1317600-04:00
140,1039,852,215,50,0,2,0,False,False,2014-10-17T00:54:19.1338070-04:00,2014-10-17T00:54:19.1338070-04:00
141,755,853,190,48,0,0,1,False,False,2014-10-17T00:54:19.1463820-04:00,2014-10-17T00:54:19.1463820-04:00
142,630,853,137,88,0,1,1,False,False,2014-10-17T00:54:19.1483810-04:00,2014-10-17T00:54:19.1483810-04:00
143,1050,853,137,90,0,2,1,False,False,2014-10-17T00:54:19.1538340-04:00,2014-10-17T00:54:19.1538340-04:00
144,232,854,118,52,0,1,0,False,False,2014-10-17T00:54:19.1642770-04:00,2014-10-17T00:54:19.1642770-04:00
145,1051,854,132,90,0,1,1,False,False,2014-10-17T00:54:19.1703070-04:00,2014-10-17T00:54:19.1703070-04:00
146,501,855,131,79,0,1,0,False,False,2014-10-17T00:54:19.1825730-04:00,2014-10-17T00:54:19.1825730-04:00
147,124,855,131,90,2,2,0,False,False,2014-10-17T00:54:19.1843250-04:00,2014-10-17T00:54:19.1843250-04:00
148,374,856,127,92,0,1,0,False,False,2014-10-17T00:54:19.1980030-04:00,2014-10-17T00:54:19.1980030-04:00
149,359,856,127,120,0,2,0,False,False,2014-10-17T00:54:19.2001600-04:00,2014-10-17T00:54:19.2001600-04:00
150,78,856,1,121,0,2,1,False,False,2014-10-17T00:54:19.2020260-04:00,2014-10-17T00:54:19.2020260-04:00
151,840,857,210,118,0,1,0,False,False,2014-10-17T00:54:19.2147060-04:00,2014-10-17T00:54:19.2147060-04:00
152,310,858,125,93,0,1,0,False,False,2014-10-17T00:54:19.2257090-04:00,2014-10-17T00:54:19.2257090-04:00
153,313,858,125,105,0,2,0,False,False,2014-10-17T00:54:19.2276760-04:00,2014-10-17T00:54:19.2276760-04:00
154,784,858,191,107,0,2,1,False,False,2014-10-17T00:54:19.2298460-04:00,2014-10-17T00:54:19.2298460-04:00
155,867,859,211,7,0,1,0,False,False,2014-10-17T00:54:19.2441340-04:00,2014-10-17T00:54:19.2441340-04:00
156,868,859,211,69,0,2,0,False,False,2014-10-17T00:54:19.2468660-04:00,2014-10-17T00:54:19.2468660-04:00
157,958,859,215,80,0,2,1,False,False,2014-10-17T00:54:19.2493750-04:00,2014-10-17T00:54:19.2493750-04:00
158,354,860,127,13,0,0,1,False,False,2014-10-17T00:54:19.2600200-04:00,2014-10-17T00:54:19.2600200-04:00
159,856,862,210,8,0,1,0,False,False,2014-10-17T00:54:19.2759520-04:00,2014-10-17T00:54:19.2759520-04:00
160,364,863,127,11,0,0,1,False,False,2014-10-17T00:54:19.2959090-04:00,2014-10-17T00:54:19.2959090-04:00
161,347,863,127,23,0,0,2,False,False,2014-10-17T00:54:19.2984740-04:00,2014-10-17T00:54:19.2984740-04:00
162,368,863,127,24,0,0,3,False,False,2014-10-17T00:54:19.3007740-04:00,2014-10-17T00:54:19.3007740-04:00
163,368,863,127,26,0,0,4,False,False,2014-10-17T00:54:19.3028980-04:00,2014-10-17T00:54:19.3028980-04:00
164,360,863,127,29,0,0,5,False,False,2014-10-17T00:54:19.3047810-04:00,2014-10-17T00:54:19.3047810-04:00
165,1052,863,127,69,0,0,6,False,False,2014-10-17T00:54:19.3100320-04:00,2014-10-17T00:54:19.3100320-04:00
166,1052,863,127,79,0,0,7,False,False,2014-10-17T00:54:19.3119380-04:00,2014-10-17T00:54:19.3119380-04:00
167,900,863,211,90,0,1,7,False,False,2014-10-17T00:54:19.3140950-04:00,2014-10-17T00:54:19.3140950-04:00
168,644,865,137,3,0,0,1,False,False,2014-10-17T00:54:19.3361370-04:00,2014-10-17T00:54:19.3361370-04:00
169,633,865,137,17,0,0,2,False,False,2014-10-17T00:54:19.3382650-04:00,2014-10-17T00:54:19.3382650-04:00
170,638,865,137,90,1,0,3,False,False,2014-10-17T00:54:19.3401970-04:00,2014-10-17T00:54:19.3401970-04:00
171,369,866,127,113,0,1,0,False,False,2014-10-17T00:54:19.3505000-04:00,2014-10-17T00:54:19.3505000-04:00
