Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,GBAHH,GBAHA,GBAH,LBAHH,LBAHA,LBAH,B365AHH,B365AHA,B365AH
E2,16/08/04,Huddersfield,Hartlepool,0,2,A,0,0,D,A Hall,16,10,4,7,8,7,7,3,1,1,0,0,2.5,3.25,2.7,2.2,3.2,2.9,2.35,3.25,2.7,2.2,3,2.8,2.25,3.2,2.75,2.38,3.2,2.62,2.2,3.1,2.87,1.75,1.95,2.35,1.47,-0.5,2.08,1.76,-0.25,1.9,1.95,0
E2,21/08/04,Bristol City,Swindon,1,2,A,1,1,D,L Cable,12,12,8,8,12,28,5,5,2,4,0,1,1.9,3.25,3.5,1.8,3.25,4,1.9,3.2,3.85,1.9,3,3.4,1.8,3.25,3.75,1.91,3.25,3.5,1.9,3.1,3.6,1.85,1.85,1.9,1.75,-0.5,1.86,1.98,-0.5,1.975,1.875,-0.5
E2,21/08/04,Chesterfield,Colchester,2,1,H,1,1,D,A Hall,15,7,9,5,15,13,2,4,1,1,0,1,2.37,3.2,2.62,2.5,3.2,2.5,2.45,3.2,2.65,2.45,3,2.45,2.4,3.25,2.5,2.38,3.2,2.62,2.5,3.1,2.5,1.85,1.85,2.45,1.45,-0.5,1.92,1.92,0,1.925,1.925,0
E2,21/08/04,Doncaster,Tranmere,0,0,D,0,0,D,M Thorpe,15,11,7,7,12,12,5,7,0,2,0,0,2.5,3.2,2.5,2.4,3.2,2.6,2.55,3.2,2.55,2.45,3,2.45,2.38,3.2,2.6,2.5,3.2,2.5,2.4,3.25,2.5,1.79,1.9,2.55,1.42,-0.5,1.92,1.92,0,1.925,1.925,0
E2,21/08/04,Hartlepool,Blackpool,1,1,D,1,0,H,J P Robinson,14,8,6,3,16,11,4,5,1,1,0,0,1.66,3.4,4.5,1.65,3.25,5,1.72,3.3,4.65,1.7,3.1,4,1.57,3.5,5,1.67,3.4,4.5,1.72,3.2,4.33,1.85,1.85,1.72,1.93,-0.5,1.94,1.9,-0.75,1.975,1.875,-0.75
E2,21/08/04,Hull,Oldham,2,0,H,2,0,H,N Miller,15,8,8,2,11,9,8,7,0,2,0,0,1.66,3.4,4.5,1.65,3.25,5,1.75,3.2,4.65,1.75,3.1,3.8,1.67,3.25,4.5,1.62,3.4,5,1.8,2.9,4.5,1.71,2,1.75,1.9,-0.5,1.92,1.92,-0.75,1.8,2.05,-0.5
E2,21/08/04,Luton,Torquay,1,0,H,1,0,H,M Fletcher,14,5,4,0,15,9,8,3,0,2,0,0,1.57,3.4,5.5,1.55,3.5,5.5,1.65,3.4,5.05,1.6,3.3,4.5,1.57,3.5,5,1.62,3.4,5,1.66,3.3,4.5,1.65,2.05,1.65,2.03,-0.5,,,,1.925,1.925,-1
E2,21/08/04,Milton Keynes Dons,Bournemouth,1,3,A,0,1,A,B Curson,12,12,4,8,12,14,3,10,0,1,0,0,2.25,3.25,2.75,2.25,3.25,2.75,2.2,3.1,3.1,2.2,3,2.7,2.25,3.2,2.75,2.3,3.2,2.7,2.1,3.1,3.1,1.75,1.95,2.2,1.55,-0.5,,,,2.075,1.775,-0.25
E2,21/08/04,Peterboro,Brentford,3,0,H,1,0,H,L Mason,14,5,7,1,14,11,5,3,1,1,0,0,2.25,3.25,2.75,2.2,3.2,2.9,2.27,3.2,2.9,2.3,3,2.6,2.1,3.2,3,2.3,3.2,2.7,2.3,3.2,2.62,,,2.27,1.52,-0.5,1.94,1.9,-0.25,2.075,1.775,-0.25
E2,21/08/04,Sheffield Weds,Huddersfield,1,0,H,1,0,H,R Beeby,11,11,5,8,16,11,0,7,0,1,0,0,1.8,3.25,4,1.7,3.3,4.5,1.8,3.25,4.25,1.8,3.1,3.5,1.8,3.5,3.5,1.73,3.25,4.33,1.83,3.3,3.6,1.71,2,1.8,1.84,-0.5,2.02,1.82,-0.75,1.8,2.05,-0.5
E2,21/08/04,Stockport,Bradford,0,1,A,0,0,D,A Bates,13,13,7,7,7,10,10,9,0,2,0,0,2.2,3.25,2.8,2.2,3.2,2.9,2.2,3.2,3,2.1,3,2.9,2,3.4,3,2.1,3.25,3,2,3.2,3.2,1.71,2,2.1,1.6,-0.5,1.98,1.86,-0.25,2.05,1.8,-0.25
E2,21/08/04,Walsall,Barnsley,2,2,D,1,1,D,K Wright,8,13,6,5,9,14,6,4,0,1,0,0,2,3.25,3.25,1.85,3.2,3.85,2.1,3.2,3.2,2,3,3.1,2,3.2,3.2,2.1,3.25,3,2,3.2,3.2,1.79,1.9,2.1,1.6,-0.5,1.98,1.86,-0.5,2.125,1.725,-0.5
E2,21/08/04,Wrexham,Port Vale,1,1,D,0,0,D,T Parkes,12,7,4,3,10,9,8,4,2,2,0,0,2.2,3.25,2.8,2,3.25,3.25,2.2,3.2,3,2.2,3,2.7,2.2,3.25,2.75,2.25,3.2,2.8,2.2,3.1,2.87,1.95,1.75,2.2,1.55,-0.5,1.96,1.88,-0.25,2.025,1.825,-0.25
E2,27/08/04,Tranmere,Sheffield Weds,4,2,H,3,2,H,N Miller,11,16,6,12,15,12,5,4,1,3,0,1,2.1,3.25,3,2,3.25,3.25,2.1,3.25,3.15,2.1,3,2.9,2,3.2,3.2,2.1,3.25,3,2.1,3.1,3.1,1.85,1.85,2.1,1.6,-0.5,2.06,1.78,-0.5,1.85,2,-0.25
E2,28/08/04,Barnsley,Hull,1,2,A,1,0,H,E Ilderton,15,11,8,5,13,10,10,5,0,1,0,0,2.37,3.2,2.62,2.35,3.2,2.65,2.35,3.2,2.75,2.3,3,2.6,2.2,3.25,2.75,2.38,3.2,2.62,2.3,3.1,2.75,1.75,1.95,2.35,1.48,-0.5,1.78,2.06,0,1.775,2.075,0
E2,28/08/04,Blackpool,Luton,1,3,A,1,0,H,A Kaye,5,18,2,16,17,21,4,9,1,3,0,0,3,3.25,2.1,2.8,3.2,2.25,2.75,3.2,2.35,2.6,3,2.3,2.75,3.25,2.2,2.88,3.2,2.2,2.62,3.1,2.37,1.75,1.95,1.48,2.35,0.5,1.92,1.92,0.25,1.9,1.95,0.25
E2,28/08/04,Bournemouth,Wrexham,1,0,H,1,0,H,A Hall,6,12,2,5,12,11,2,5,1,1,0,0,2.1,3.25,3,2.1,3.2,3.1,2.05,3.25,3.25,2,3.1,3,2,3.2,3.2,2.1,3.25,3,2.05,3.2,3.1,1.75,1.95,2.05,1.63,-0.5,1.74,2.1,-0.25,2.1,1.75,-0.5
E2,28/08/04,Bradford,Chesterfield,2,3,A,1,0,H,C Webster,9,12,4,5,14,17,5,6,3,3,0,0,1.8,3.25,4,1.8,3.3,4,1.83,3.3,4,1.8,3.1,3.6,1.91,3.25,3.4,1.91,3.25,3.5,1.83,3.3,3.6,1.79,1.9,1.83,1.81,-0.5,1.86,1.98,-0.5,1.925,1.925,-0.5
E2,28/08/04,Brentford,Stockport,3,0,H,3,0,H,L Probert,16,4,7,0,16,15,11,4,2,3,0,0,1.83,3.25,3.75,2,3.25,3.25,1.95,3.25,3.6,1.9,3.1,3.3,1.8,3.25,3.75,1.91,3.25,3.5,1.95,3.2,3.3,1.71,2,1.95,1.71,-0.5,2.02,1.82,-0.5,2.05,1.8,-0.5
E2,28/08/04,Colchester,Doncaster,4,1,H,3,1,H,G Hegley,9,12,6,4,4,6,4,10,0,0,0,0,1.9,3.25,3.5,1.9,3.3,3.5,1.91,3.3,3.65,1.9,3.1,3.3,1.91,3.2,3.5,1.91,3.25,3.5,1.9,3.2,3.5,1.75,1.95,1.91,1.73,-0.5,1.92,1.92,-0.5,1.925,1.925,-0.5
E2,28/08/04,Huddersfield,Peterboro,2,1,H,1,1,D,A Leake,14,9,7,6,13,17,3,8,1,3,0,0,2.2,3.25,2.8,2.1,3.2,3.1,2.15,3.25,3.05,2.1,3,2.9,2.38,3.2,2.6,2.2,3.2,2.88,2.15,3.2,2.9,1.79,1.9,2.15,1.57,-0.5,1.9,1.94,-0.25,1.95,1.9,-0.25
E2,28/08/04,Oldham,Milton Keynes Dons,3,0,H,2,0,H,T Kettle,14,9,8,5,13,9,2,2,1,1,0,0,1.9,3.25,3.5,1.9,3.3,3.5,1.91,3.3,3.65,1.85,3.1,3.5,1.73,3.4,4,1.91,3.25,3.5,1.8,3.3,3.75,1.71,2,1.91,1.73,-0.5,1.96,1.88,-0.5,1.95,1.9,-0.5
E2,28/08/04,Port Vale,Bristol City,3,0,H,2,0,H,P Armstrong,15,8,6,4,13,17,5,4,2,1,0,0,2.2,3.25,2.8,2.4,3.2,2.6,2.3,3.25,2.8,2.3,3,2.6,2.2,3.25,2.75,2.3,3.2,2.75,2.25,3.2,2.75,1.75,1.95,2.3,1.5,-0.5,2.04,1.8,-0.25,2.05,1.8,-0.25
E2,28/08/04,Swindon,Hartlepool,3,0,H,3,0,H,P Danson,15,7,8,1,13,8,6,4,0,1,0,0,1.83,3.25,3.75,1.9,3.3,3.5,1.91,3.3,3.65,1.9,3.1,3.3,2.1,3.2,3,1.91,3.25,3.5,1.9,3.1,3.6,1.75,1.95,1.91,1.73,-0.5,1.96,1.88,-0.5,2.05,1.8,-0.5
E2,28/08/04,Torquay,Walsall,0,0,D,0,0,D,I Williamson,18,7,10,3,13,18,5,4,3,2,0,1,2.6,3.2,2.4,2.65,3.2,2.35,2.7,3.2,2.4,2.5,3,2.4,2.62,3.4,2.25,2.62,3.2,2.38,2.62,3.1,2.37,1.75,1.95,1.46,2.4,0.5,1.9,1.94,0,1.95,1.9,0
E2,30/08/04,Bristol City,Brentford,4,1,H,1,0,H,P Joslin,15,9,10,3,11,15,8,2,0,0,0,0,2,3.25,3.25,1.75,3.2,4.4,1.95,3.3,3.5,1.85,3.1,3.5,1.8,3.4,3.6,1.9,3.25,3.5,2,3.2,3.2,1.85,1.85,1.95,1.7,-0.5,1.98,1.86,-0.5,1.925,1.925,-0.5
E2,30/08/04,Doncaster,Huddersfield,2,1,H,1,0,H,G Laws,10,9,6,3,12,8,5,5,0,1,0,0,2.1,3.25,3,2.25,3.25,2.75,2.2,3.2,3,2.1,3,3,1.909,3.4,3.25,2.1,3.25,3,2,3.2,3.2,1.79,1.9,2.2,1.55,-0.5,1.74,2.1,-0.25,1.85,2,-0.25
E2,30/08/04,Hartlepool,Colchester,2,1,H,1,0,H,M Pike,12,8,7,4,10,19,5,0,2,1,0,0,2.1,3.25,3,2,3.25,3.25,2.1,3.2,3.2,2,3.1,3.1,2,3.2,3.2,2.1,3.25,3,2,3.3,3.1,1.95,1.75,2.1,1.6,-0.5,2.12,1.72,-0.5,1.85,2,-0.25
E2,30/08/04,Luton,Bournemouth,1,0,H,0,0,D,A Marriner,18,8,9,1,13,12,9,2,0,1,0,0,1.66,3.5,4.33,1.7,3.3,4.5,1.7,3.4,4.6,1.8,3.1,3.6,1.727,3.4,4,1.66,3.4,4.5,1.66,3.4,4.33,1.95,1.75,1.7,1.96,-0.5,1.82,2.02,-0.5,1.8,2.05,-0.5
E2,30/08/04,Milton Keynes Dons,Torquay,1,0,H,1,0,H,K Cartwright,11,9,6,6,10,12,8,5,1,1,0,0,2.1,3.25,3,1.9,3.3,3.5,2,3.25,3.4,2.1,3,3,1.909,3.4,3.25,2,3.25,3.25,1.83,3.4,3.5,1.9,1.79,2,1.66,-0.5,2,1.84,-0.25,1.925,1.925,-0.25
E2,30/08/04,Peterboro,Blackpool,0,0,D,0,0,D,S Tanner,10,9,4,6,10,10,8,7,1,1,0,0,1.72,3.5,4,1.75,3.2,4.4,1.83,3.4,3.85,1.85,3.1,3.5,1.667,3.4,4.333,1.83,3.4,3.6,1.83,3.4,3.5,2,1.71,1.83,1.81,-0.5,1.78,2.06,-0.5,1.75,2.1,-0.5
E2,30/08/04,Sheffield Weds,Oldham,1,1,D,0,0,D,A Penn,17,7,8,3,13,10,11,5,0,2,0,0,1.61,3.4,5,1.6,3.5,5,1.7,3.4,4.6,1.75,3.2,3.8,1.727,3.4,4,1.66,3.4,4.5,1.7,3.4,4.2,2,1.71,1.7,1.96,-0.5,2.06,1.78,-0.5,1.9,1.95,-0.5
E2,30/08/04,Stockport,Tranmere,1,1,D,0,0,D,L Mason,14,9,6,2,8,6,2,10,2,0,0,0,2.8,3.25,2.2,2.6,3.2,2.4,2.7,3.2,2.4,2.6,3,2.3,2.5,3.2,2.5,2.75,3.25,2.25,2.5,3.25,2.4,1.85,1.85,1.46,2.4,0.5,1.88,1.96,0,1.8,2.05,0.25
E2,30/08/04,Walsall,Swindon,3,2,H,2,2,D,M Atkinson,13,12,8,8,13,6,7,8,0,1,0,0,2.25,3.25,2.75,2,3.25,3.25,2.2,3.2,3,2.1,3,3,2.1,3.2,3,2.3,3.2,2.75,2.2,3.25,2.75,1.95,1.75,2.2,1.55,-0.5,1.94,1.9,-0.25,2.05,1.8,-0.25
E2,30/08/04,Wrexham,Barnsley,2,1,H,1,0,H,M Cowburn,10,8,4,3,10,8,8,4,2,0,0,0,2.1,3.25,3,2.7,3.25,2.3,2.4,3.1,2.75,2.2,3,2.8,2.25,3.2,2.75,2.37,3.2,2.62,2.37,3.1,2.62,,,2.4,1.46,-0.5,2.08,1.76,-0.25,2.025,1.825,-0.25
E2,31/08/04,Chesterfield,Port Vale,1,0,H,0,0,D,J P Robinson,12,5,2,4,12,14,5,2,0,2,0,1,2.25,3.25,2.75,2.3,3.2,2.75,2.3,3.25,2.8,2.3,3,2.6,2.2,3.25,2.75,2.3,3.2,2.75,2.25,3.2,2.75,1.95,1.75,2.3,1.5,-0.5,2,1.84,-0.25,1.825,2.025,0
E2,31/08/04,Hull,Bradford,0,1,A,0,0,D,B Curson,13,9,5,1,8,18,12,3,0,2,0,0,1.66,3.4,5.5,1.75,3.2,4.4,1.7,3.45,4.5,1.75,3.2,3.8,1.667,3.4,4.333,1.61,3.4,5,1.66,3.4,4.33,2,1.71,1.7,1.95,-0.5,2.04,1.8,-0.75,1.8,2.05,-0.5
