Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Attendance,Referee,HS,AS,HST,AST,HHW,AHW,HC,AC,HF,AF,HO,AO,HY,AY,HR,AR,HBP,ABP,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA
D1,24/09/00,Hansa Rostock,Kaiserslautern,1,0,H,0,0,D,16000,Jürgen Aust ,11,11,3,2,1,0,13,6,19,26,4,2,2,1,0,0,20,10,2.4,3.2,2.55,2.2,2.9,2.7,2.5,3.2,2.5,2.38,3.2,2.63,2.4,3.1,2.62
D1,24/09/00,Unterhaching,Hertha,5,2,H,2,1,H,9000,Michael Weiner ,8,12,6,4,0,0,7,5,10,10,2,2,1,2,0,0,10,20,2.45,3.25,2.5,2.7,2.9,2.2,2.6,3.2,2.35,2.6,3.2,2.4,2.62,3.1,2.4
D1,29/09/00,Ein Frankfurt,Dortmund,1,1,D,1,0,H,40000,Hermann Albrecht ,10,12,5,4,0,0,4,6,7,11,2,2,2,3,0,0,20,30,2.2,3.2,2.75,2.3,2.9,2.5,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.1,2.5
D1,30/09/00,Bayern Munich,Hansa Rostock,0,1,A,0,1,A,60000,Alfons Berg ,26,8,13,3,0,0,6,5,12,15,3,7,1,2,0,0,10,20,1.2,5.3,10,1.2,4.7,9,1.2,5,11,1.22,5,10,1.2,5,11
D1,30/09/00,Bochum,Unterhaching,3,0,H,0,0,D,16500,Uwe Kemmling ,12,3,7,1,0,0,9,5,16,11,1,6,3,1,0,0,30,10,1.95,3.35,3.2,1.75,3.1,3.6,1.8,3.25,3.75,1.75,3.25,4.2,1.8,3.3,3.75
D1,30/09/00,Hamburg,Schalke 04,2,0,H,1,0,H,50000,Lutz Wagner ,7,6,6,2,0,0,3,7,17,15,0,2,2,2,0,1,20,45,1.95,3.2,3.45,2,2.9,3,2.1,3.25,2.85,2.2,3.2,2.88,2.2,3.1,2.87
D1,30/09/00,Hertha,FC Koln,4,2,H,3,2,H,30000,Edgar Steinborn ,16,9,10,5,0,0,5,10,23,20,2,3,2,2,0,0,20,20,1.5,3.6,5.7,1.45,3.5,5,1.5,3.6,5.5,1.45,3.6,6,1.5,3.6,5.5
D1,30/09/00,Kaiserslautern,Cottbus,1,1,D,1,0,H,30000,Bernd Heynemann ,8,14,4,7,0,1,11,5,13,21,2,1,2,2,0,0,20,20,1.35,3.8,7.2,1.4,3.6,5.5,1.3,4,8,1.4,3.75,7.5,1.3,4,9
D1,30/09/00,Leverkusen,Munich 1860,0,0,D,0,0,D,22500,Hartmut Strampe ,23,19,4,7,2,1,14,8,15,18,2,2,3,3,1,0,55,30,1.66,3.5,4.3,1.6,3.2,4.2,1.65,3.4,4.3,1.7,3.4,4.33,1.65,3.25,4.75
D1,01/10/00,Freiburg,Werder Bremen,0,1,A,0,0,D,25000,Jörg Kessler ,6,13,1,5,0,1,6,10,7,7,2,2,3,3,0,0,30,30,1.95,3.25,3.35,2,2.9,3,2,3.4,3,2,3.25,3.25,1.9,3.25,3.4
D1,01/10/00,Wolfsburg,Stuttgart,2,2,D,1,1,D,15800,Markus Merk ,15,15,9,10,0,0,4,7,18,15,4,2,0,0,0,0,0,0,2,3.15,3.3,2,2.9,3,2,3.4,3,1.91,3.25,3.5,2,3.2,3.2
D1,13/10/00,Dortmund,Freiburg,1,0,H,0,0,D,58000,Herbert Fandel ,25,3,11,1,2,0,9,3,24,18,0,1,1,2,0,0,10,20,1.43,3.75,6.5,1.45,3.5,5,1.5,3.75,5,1.5,3.5,6,1.5,3.6,5.5
D1,14/10/00,FC Koln,Bochum,2,0,H,0,0,D,30000,Michael Weiner ,21,8,12,1,2,1,2,1,17,11,3,0,3,3,0,0,30,30,1.95,3.2,3.4,1.9,2.9,3.2,1.9,3.4,3.25,1.8,3.25,3.75,1.9,3.2,3.5
D1,14/10/00,Munich 1860,Kaiserslautern,0,4,A,0,1,A,30000,Uwe Kemmling ,11,17,3,10,0,0,11,1,14,13,1,1,3,3,1,0,55,30,1.65,3.5,4.2,1.8,3,3.5,1.7,3.5,3.75,1.57,3.3,5,1.72,3.2,4.33
D1,14/10/00,Cottbus,Bayern Munich,1,0,H,1,0,H,21000,Markus Merk ,15,8,8,0,0,0,1,5,23,22,3,1,1,5,0,0,10,50,6.2,3.5,1.45,4.7,3.4,1.5,5.5,3.5,1.5,6,3.5,1.45,5.5,3.6,1.5
D1,14/10/00,Schalke 04,Ein Frankfurt,4,0,H,1,0,H,55000,Florian Meyer ,16,5,3,0,0,0,9,2,15,12,5,1,4,2,0,1,40,45,1.57,3.45,4.9,1.5,3.4,4.7,1.6,3.5,4.5,1.45,3.6,5.5,1.5,3.6,5.5
D1,14/10/00,Stuttgart,Hamburg,3,3,D,2,2,D,35000,Jürgen Aust ,17,10,9,9,1,0,2,5,16,16,2,1,3,3,0,0,30,30,2.1,3.1,3,2.1,2.9,2.9,2,3.4,3,2.25,3.1,2.88,2.2,3.1,2.87
D1,14/10/00,Werder Bremen,Leverkusen,3,3,D,0,1,A,27000,Helmut Krug ,11,6,6,4,0,0,5,7,12,21,10,2,4,2,0,1,40,45,2.45,3.05,2.6,2.2,2.9,2.7,2.35,3.25,2.5,2.38,3.1,2.63,2.4,3,2.7
D1,15/10/00,Hansa Rostock,Hertha,0,2,A,0,1,A,17000,Hartmut Strampe ,12,15,3,7,0,0,8,6,20,15,4,0,4,3,1,1,65,55,2.2,3,2.9,2.2,2.9,2.7,2.35,3.25,2.5,2.25,3.1,2.88,2.3,3.1,2.75
D1,15/10/00,Unterhaching,Wolfsburg,0,3,A,0,1,A,7500,Edgar Steinborn ,9,11,6,6,0,1,6,3,28,12,1,2,2,1,0,0,20,10,2.15,3.15,3,2.3,2.8,2.6,2.2,3.25,2.75,2.2,3,3.1,2.2,3,3
D1,20/10/00,Kaiserslautern,Werder Bremen,2,0,H,1,0,H,39000,Jürgen Jansen ,3,10,2,4,0,0,2,4,11,11,3,5,1,4,0,0,10,40,1.85,3.4,3.6,1.75,3.1,3.6,1.8,3.25,3.75,1.8,3.25,4,1.8,3.3,3.75
D1,21/10/00,Bayern Munich,Munich 1860,3,1,H,1,0,H,63000,Jürgen Aust ,14,12,9,5,0,0,5,4,21,16,3,2,1,5,0,1,10,75,1.55,3.2,5.5,1.6,3.2,4.2,1.55,3.5,5,1.45,3.6,5.5,1.57,3.4,5
D1,21/10/00,Hamburg,Ein Frankfurt,2,0,H,1,0,H,35000,Lutz Michael Fröhlich ,12,3,5,0,0,0,11,1,10,13,0,6,3,1,0,0,30,10,1.55,3.4,5,1.5,3.4,4.7,1.5,3.6,5.5,1.5,3.5,5.5,1.53,3.4,5.5
D1,21/10/00,Hertha,Cottbus,3,1,H,1,1,D,49400,Jörg Kessler ,15,5,9,3,1,0,8,3,23,14,1,1,2,2,0,0,20,20,1.3,4.5,6.5,1.35,3.8,6.2,1.35,4,7,1.36,4,7.5,1.33,3.75,9
D1,21/10/00,Leverkusen,Dortmund,2,0,H,1,0,H,22500,Helmut Fleischer ,16,13,3,3,2,0,5,2,25,34,9,4,1,2,0,0,10,20,1.95,3.3,3.25,2,2.9,3,2,3.2,3.2,2,3.1,3.4,2.1,3,3.2
D1,21/10/00,Stuttgart,Unterhaching,2,2,D,1,2,A,15000,Herbert Fandel ,23,6,8,3,0,0,16,2,5,15,0,1,1,1,0,0,10,10,1.45,3.4,6.5,1.4,3.6,5.5,1.45,3.5,7,1.44,3.6,6.75,1.5,3.4,6
D1,21/10/00,Wolfsburg,FC Koln,6,0,H,4,0,H,14000,Franz-Xaver Wack ,8,10,5,6,0,0,3,5,19,18,4,4,1,3,0,0,10,30,1.66,3.45,4.4,1.6,3.2,4.2,1.7,3.4,4,1.62,3.4,5,1.66,3.3,4.5
D1,22/10/00,Bochum,Hansa Rostock,1,2,A,0,0,D,17800,Peter Gagelmann ,25,12,13,6,1,0,10,8,17,22,1,1,0,1,0,0,0,10,1.91,3.25,3.4,1.9,2.9,3.2,2,3.4,3,1.91,3.25,3.5,1.9,3.25,3.4
D1,22/10/00,Freiburg,Schalke 04,3,1,H,1,0,H,25000,Wolfgang Stark ,14,14,5,5,0,0,11,7,13,8,3,1,1,1,0,0,10,10,2.4,3.3,2.5,2.7,2.9,2.2,2.6,3.2,2.35,2.7,3,2.4,2.8,3,2.3
D1,27/10/00,Cottbus,Bochum,2,0,H,2,0,H,15598,Hermann Albrecht ,11,9,3,3,1,2,7,7,17,24,2,2,3,3,0,0,30,30,2.15,3.1,3,2,2.9,3,2,3.2,3.2,1.9,3.75,3.2,2,3.2,3.2
D1,28/10/00,Dortmund,Kaiserslautern,1,2,A,0,1,A,65000,Alfons Berg ,15,5,3,3,0,0,10,2,12,29,5,2,2,2,0,0,20,20,1.8,3.15,3.85,1.7,3.1,3.8,1.7,3.4,4,1.73,3.25,4.33,1.8,3.3,3.75
D1,28/10/00,Ein Frankfurt,Freiburg,3,0,H,2,0,H,23800,Hartmut Strampe ,15,13,9,7,0,0,9,3,25,14,3,1,1,4,0,1,10,65,1.9,3.1,3.75,1.8,3,3.5,1.8,3.25,3.75,1.8,3.25,4,1.9,3.25,3.4
D1,28/10/00,Hansa Rostock,Wolfsburg,1,1,D,0,1,A,14000,Helmut Krug ,15,13,5,5,1,0,5,3,9,4,4,0,0,5,0,0,0,50,2.2,3.2,2.85,2.1,2.9,2.9,2.2,3.2,2.8,2.1,3.25,3,2.2,3.2,2.8
D1,28/10/00,Schalke 04,Leverkusen,0,0,D,0,0,D,41545,Lutz Michael Fröhlich ,14,6,5,4,0,0,5,3,14,11,5,1,3,3,0,0,30,30,2.15,3.2,2.95,2.1,2.9,2.9,2.1,3.2,3,2.2,3.2,2.88,2.2,3.2,2.8
D1,28/10/00,Unterhaching,Hamburg,2,1,H,0,1,A,12000,Florian Meyer ,16,7,4,3,0,0,6,6,18,6,3,2,1,0,0,0,10,0,2.6,3.2,2.4,2.9,2.9,2.1,2.6,3.2,2.35,2.75,3.2,2.25,2.62,3.1,2.37
D1,28/10/00,Werder Bremen,Bayern Munich,1,1,D,1,1,D,35282,Herbert Fandel ,10,16,4,4,1,1,5,4,20,21,5,7,2,3,0,0,20,30,3.25,3.15,2.05,2.9,2.9,2.1,3.2,3.2,2,3.5,3.2,1.9,3.5,3.2,1.9
D1,29/10/00,FC Koln,Stuttgart,3,2,H,2,2,D,32000,Helmut Fleischer ,17,22,6,9,2,0,3,5,18,22,1,2,4,3,0,0,40,30,2.3,2.8,3.05,2.3,2.9,2.5,2.25,3.2,2.75,2.25,3.2,2.8,2.25,3.1,2.8
D1,29/10/00,Munich 1860,Hertha,0,1,A,0,0,D,27600,Jürgen Jansen ,23,16,11,7,1,0,6,4,20,26,2,4,1,1,0,0,10,10,2,3.2,3.15,2.1,2.9,2.9,2.2,3.25,2.75,2.1,3.2,3,2.1,3,3.2
D1,03/11/00,Leverkusen,Ein Frankfurt,1,0,H,0,0,D,22000,Herbert Fandel ,26,3,14,3,1,0,8,3,13,16,7,2,1,2,0,0,10,20,1.5,3.4,6.2,1.5,3.4,4.7,1.45,3.6,6.5,1.3,3.75,8.5,1.35,3.6,9
D1,04/11/00,Bayern Munich,Dortmund,6,2,H,3,1,H,62000,Hartmut Strampe ,24,17,8,9,2,0,7,7,20,17,1,8,4,5,0,1,40,75,1.55,3.5,5.5,1.6,3.2,4.2,1.5,3.6,5.5,1.53,3.5,5.5,1.53,3.4,5.5
D1,04/11/00,Bochum,Munich 1860,1,1,D,0,0,D,18000,Markus Merk ,14,18,6,4,0,1,7,3,12,24,4,0,2,4,0,0,20,40,2.35,2.95,2.8,2.3,2.9,2.5,2.25,3.4,2.6,2.38,3.1,2.7,2.5,3.1,2.5
D1,04/11/00,Hamburg,Freiburg,5,0,H,4,0,H,38000,Helmut Krug ,21,11,9,5,0,0,3,3,20,15,0,6,1,2,0,0,10,20,1.6,3.45,4.8,1.45,3.5,5,1.5,3.4,6,1.45,3.6,6.5,1.53,3.4,5.5
D1,04/11/00,Hertha,Werder Bremen,4,1,H,2,0,H,30000,Franz-Xaver Wack ,16,12,7,5,0,0,7,6,21,18,2,0,1,2,0,1,10,45,1.6,3.4,5.1,1.65,3.1,4,1.55,3.5,5,1.55,3.4,5.5,1.61,3.3,5
D1,04/11/00,Kaiserslautern,Schalke 04,3,2,H,0,1,A,41500,Edgar Steinborn ,14,7,5,2,0,0,4,3,13,20,6,2,3,2,0,0,30,20,2.05,3.1,3.25,2,2.9,3,1.9,3.4,3.25,1.91,3.2,3.5,2,3.1,3.3
D1,04/11/00,Stuttgart,Hansa Rostock,1,0,H,1,0,H,16000,Michael Weiner ,16,7,8,3,1,0,0,4,17,15,1,4,2,3,0,0,20,30,1.8,3.3,3.8,1.7,3.1,3.8,1.67,3.4,4.3,1.75,3.25,4,1.8,3.3,3.75
D1,05/11/00,Unterhaching,FC Koln,0,0,D,0,0,D,9500,Bernd Heynemann ,6,9,4,4,1,0,4,5,15,11,1,0,2,1,0,1,20,35,2,3.15,3.35,2,2.9,3,1.9,3.4,3.25,1.85,3.25,3.4,1.9,3.3,3.4
