Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,FC,FS,OFF,YC,RC
Charlie Davies,DC,F,26,18,1553,11,1,34,18,23,22,14,3,0
Jair Benítez,DAL,D,27,25,2231,0,3,15,2,23,33,1,2,0
Sean Franklin,VAN,D,28,25,2338,4,3,15,7,23,12,3,2,0
Jason Hernandez,SJ,D,28,28,2491,0,0,0,0,23,14,0,4,0
Matt Besler,SKC,D,32,32,2880,2,2,10,3,23,13,0,2,0
Milton Caraglio,NE,F,12,12,991,3,2,46,15,22,19,13,5,0
Leonardo González,SEA,D,14,12,1069,0,1,4,1,22,8,1,5,0
Santino Quaranta,DC,M-F,21,10,1091,1,4,23,5,22,15,2,2,1
Dilly Duka,CLB,M,22,16,1399,2,3,26,8,22,18,1,2,0
Michael Farfan,PHI,M,21,13,1460,2,3,23,6,22,14,0,1,0
Jeremy Hall,DAL,D-M,21,19,1715,0,3,9,2,22,15,2,6,1
Tyson Wahl,SEA,D,23,22,1989,1,2,7,2,22,6,0,5,0
Bobby Burling,SJ,D,23,23,2041,0,1,11,2,22,17,0,4,2
Omar Bravo,KC,F,27,26,2150,9,2,59,25,22,24,27,4,2
Ante Jazic,CHV,D,28,28,2468,0,7,6,2,22,13,2,3,0
Drew Moor,TOR,D,32,32,2880,4,1,28,9,22,35,3,8,0
Yordany Álvarez,RSL,M,5,4,419,0,0,0,0,21,4,0,4,0
Josip Mikulic,CHI,D,14,12,1038,0,0,4,0,21,5,0,5,1
Mike Fucito,SEA,F,19,13,1045,2,2,24,7,21,11,9,2,0
Carlos Mendes,NY,D,18,16,1505,0,0,2,1,21,9,0,3,0
Jorge Villafaña,USA,D-M,25,24,1793,1,1,29,12,21,34,1,2,1
Michael Umaña,CHV,D,22,21,1796,1,1,9,3,21,13,0,3,0
Dax McCarty,CHI,M,29,25,2121,0,6,18,2,21,34,5,2,0
Jorge Perlaza,POR,F,31,26,2152,6,2,34,12,21,25,36,2,0
Joseph Ngwenya,DC,F,16,7,629,0,0,11,6,20,11,7,1,0
James Marcelin,POR,M,20,12,1142,0,0,8,0,20,10,1,4,0
Jay DeMerit,VAN,D,21,20,1671,0,0,4,1,20,13,1,4,0
Will Johnson,ORL,M,25,22,2059,2,1,39,15,20,29,2,6,1
Zarek Valentin,POR,D,25,24,2114,0,0,4,0,20,13,1,5,0
Clyde Simms,DC,M,29,29,2404,0,0,10,1,20,6,0,2,0
Bobby Boswell,HOU,D,28,27,2460,5,1,22,10,20,18,1,6,0
Jan Gunnar Solli,NY,D,31,31,2643,0,7,15,4,20,12,2,1,1
Sébastien Le Toux,PHI,F,34,34,3060,11,9,81,30,20,36,36,0,0
Orr Barouch,CHI,F,28,2,624,2,2,28,8,19,14,5,2,0
Jean-Marc Alexandre,HAI,F,19,9,703,1,2,12,4,19,9,8,3,0
Birahim Diop,KC,M,18,8,761,0,1,10,1,19,6,0,3,0
Danny Cruz,HOU,M-F,20,13,1152,2,3,25,8,19,19,1,5,0
Miguel López,LA,M,24,14,1165,1,3,30,8,19,22,10,2,0
Michael Lahoud,CHV,M,23,17,1341,1,3,12,3,19,13,1,4,0
Davy Arnaud,KC,M,22,16,1536,0,2,24,4,19,28,0,2,0
Danleigh Borman,NY,D,24,19,1697,0,3,3,0,19,10,1,4,0
Simon Elliott,CHV,M,24,21,1824,0,2,17,1,19,21,0,3,0
Justin Mapp,PHI,M,29,24,1861,3,4,29,8,19,28,4,1,0
Andrés Mendoza,CLB,F,29,25,2022,13,2,74,31,19,14,33,1,0
Eric Brunner,POR,D,32,31,2795,3,1,17,4,19,29,0,1,1
Chad Marshall,SEA,D,32,32,2835,0,1,15,6,19,28,1,2,0
Gaston Puerari,CHI,F,14,10,808,1,2,17,8,18,20,7,3,0
Amobi Okugo,PHI,D-M,15,10,811,0,0,12,4,18,8,0,2,0
Paolo Cardozo,LA,M,17,8,821,0,0,26,9,18,30,4,1,0
Dejan Jakovic,LAFC,D,15,15,1324,0,0,2,1,18,9,0,3,1
Colin Clark,HOU,M,29,17,1486,4,3,30,10,18,12,2,1,1
Omar Cummings,COL,F,26,18,1686,3,6,34,10,18,21,22,1,0
Will Bruin,SEA,F,25,21,1693,5,1,54,23,18,18,9,1,0
Mauro Rosales,SEA,M,26,22,1870,5,13,18,9,18,59,9,2,0
Chris Pontius,LA,F,25,25,2114,7,5,53,20,18,32,3,2,0
Marcos Mondaini,CHV,F,24,20,1493,3,2,28,13,17,35,6,1,1
Diego Chaves,CHI,F,29,19,1699,6,1,49,14,17,43,2,5,0
Robbie Russell,RSL,D,26,22,1809,0,2,8,1,17,10,0,4,0
Hunter Freeman,HOU,D,23,22,1909,1,2,4,1,17,21,1,3,0
Josh Wolff,DC,F,30,23,1924,5,7,41,17,17,36,19,1,0
Jeff Parke,SEA,D,28,28,2387,1,0,10,4,17,15,0,2,0
Sebastián Miranda,CLB,D,34,34,3044,0,3,8,2,17,13,2,5,0
Roger Levesque,SEA,M,19,9,1062,3,2,13,6,16,16,11,3,0
Luis Gil,RSL,M,25,14,1288,2,0,21,7,16,11,4,0,0
Stephen McCarthy,NE,D,21,18,1428,2,1,12,4,16,6,0,4,0
Chris Schuler,ORL,D,20,16,1638,2,0,13,2,16,13,0,2,0
Álvaro Fernández,SEA,M,29,23,1849,9,0,42,21,16,34,6,3,0
Daniel Woolard,DC,D,26,26,2254,1,0,8,1,16,23,0,0,0
Marvell Wynne,COL,D,29,28,2530,0,2,0,0,16,14,0,2,0
Omar Gonzalez,USA,D,29,29,2599,2,1,18,6,16,21,0,3,0
Kosuke Kimura,COL,D,34,34,2996,1,1,13,6,16,26,0,0,0
Sebastián Grazzini,CHI,M,11,11,780,5,4,21,9,15,20,1,1,0
Sainey Nyassi,NE,M,21,8,959,1,0,21,10,15,20,2,1,0
Stefani Miglioranzi,PHI,M,17,11,980,0,0,8,0,15,11,0,1,0
Carlos Ruiz,PHI,F,14,13,1144,6,0,35,14,15,16,15,2,0
Steven Beitashour,LAFC,D,19,19,1654,0,7,4,2,15,13,1,3,1
Davide Chiumiento,VAN,M,26,20,1674,2,9,20,6,15,43,4,2,0
Seth Sinovic,SKC,D,20,20,1737,0,0,6,2,15,15,1,2,0
Simon Dawkins,SJ,M,26,19,1773,6,2,64,20,15,29,4,2,0
Jonathan Leathers,VAN,D,22,21,1840,0,0,4,1,15,8,0,3,0
Quincy Amarikwa,SJ,F,15,5,510,1,1,16,4,14,15,8,1,1
Adam Cristman,LA,F,11,5,527,1,1,8,2,14,18,8,0,0
Fred,DC,M,17,5,596,0,1,10,1,14,10,1,3,0
John Thorrington,VAN,M,11,9,740,0,0,5,0,14,7,1,1,0
Baggio Husidic,LA,M,18,9,794,0,2,12,2,14,6,1,2,0
Stephen Keel,NY,D,16,13,1226,0,2,3,0,14,6,0,3,0
Patrick Ianni,SEA,D-M,16,12,1232,1,0,5,2,14,8,0,2,0
Michael Harrington,KC,D,23,16,1495,0,0,2,0,14,16,0,5,0
Tony Beltran,RSL,D,22,19,1731,0,1,5,3,14,20,1,1,1
Ethan White,DC,D,24,21,1928,1,0,6,4,14,1,2,3,0
Darrius Barnes,NE,D,28,22,2153,0,0,2,1,14,12,1,1,0
Nat Borchers,RSL,D,30,30,2547,3,1,19,6,14,15,5,1,2
Atiba Harris,VAN,D,5,5,444,2,3,12,8,13,12,7,2,0
Frankie Hejduk,LA,D,6,6,472,0,0,2,1,13,1,0,5,0
David Júnior Lopes,CHV,D,8,7,580,0,0,4,0,13,8,0,2,1
Gregg Berhalter,LA,D,10,8,748,0,1,5,1,13,8,0,3,0
Greg Janicki,VAN,D,10,8,752,0,0,1,0,13,5,1,1,0
Blake Brettschneider,DC,F,15,9,789,1,2,20,5,13,8,15,1,0
Roger Torres,PHI,M,25,9,931,3,2,24,6,13,17,0,1,0
Michael Stephens,LA,M,25,12,1109,0,1,7,2,13,4,0,3,0
Terry Dunfield,TOR,M,18,13,1191,1,3,11,2,13,10,0,4,0
Adam Moffat,HOU,M,17,12,1203,2,1,21,8,13,11,0,4,1
Javier Martina,TOR,F,23,15,1389,2,0,15,9,13,9,4,3,0
Brad Evans,SKC,D-M,20,17,1509,5,5,32,9,13,9,1,2,0
Sal Zizzo,ATL,D,30,14,1515,0,3,22,10,13,20,3,0,0
Chad Barrett,LA,F,27,20,1583,7,5,49,19,13,15,10,0,0
Josh Gardner,CLB,M,22,21,1812,2,2,22,7,13,3,0,0,0
Chris Tierney,NE,D-M,27,25,2184,2,4,32,8,13,1,0,3,2
Heath Pearce,CHV,D,30,29,2581,0,3,10,0,13,13,0,2,0
Corey Ashe,HOU,M,32,30,2617,0,0,9,1,13,34,2,2,0
Daniel Cruz,DAL,M,10,6,543,1,1,7,3,12,12,0,2,1
Steve Purdy,POR,D,8,8,720,0,0,2,1,12,9,0,2,0
Arturo Alvarez,HOU,M,16,8,724,0,1,18,1,12,9,3,0,0
Ashtone Morgan,TOR,D,14,9,903,0,2,2,0,12,7,0,1,0
Andrew Boyens,CHV,D,12,10,909,1,0,7,4,12,3,0,1,1
Rafael Baca,SJ,M,15,11,1046,1,3,12,4,12,10,2,2,0
Brian Ching,HOU,F,20,15,1242,5,1,31,14,12,25,21,0,1
Kevin Burns,CLB,M,19,15,1243,0,1,11,2,12,7,2,4,0
Jacob Peterson,SJ,F,22,18,1460,0,3,17,6,12,14,0,2,0
Eric Alexander,HOU,M,28,19,1467,0,0,19,3,12,7,2,0,0
Jamie Smith,COL,M,20,18,1519,3,4,31,14,12,21,0,0,0
Nick Soolsma,TOR,F,23,18,1578,3,5,27,14,12,18,1,1,0
Rich Balchan,CLB,D,19,18,1615,1,0,1,1,12,10,0,1,0
Shea Salinas,SJ,M,26,18,1695,1,3,22,3,12,15,3,0,1
Calen Carr,HOU,F,9,4,380,1,0,9,3,11,6,2,0,0
Ruben Luna,DAL,F,15,2,407,1,1,12,5,11,13,6,1,0
Danny O'Rourke,CLB,D,6,5,471,0,0,0,0,11,3,0,1,0
Matt Stinson,TOR,M,13,5,675,0,1,10,1,11,6,1,1,0
Servando Carrasco,LA,M,12,7,689,0,0,7,0,11,5,0,5,0
Blake Wagner,RSL,D-M,11,10,841,0,0,6,2,11,11,0,0,0
Zach Scott,SEA,D,12,9,864,0,0,3,0,11,6,0,3,0
Adrian Cann,TOR,D,12,12,988,0,0,3,0,11,3,0,0,0
Peter Vagenas,VAN,M,16,13,1042,0,0,2,0,11,6,0,0,0
David Horst,RSL,D,16,11,1170,0,0,8,4,11,11,3,0,0
Eric Avila,DAL,M,22,13,1289,2,3,19,6,11,24,0,1,0
Fabian Castillo,DAL,M-F,21,16,1355,2,3,28,8,11,9,23,0,0
Victor Estupinan,CHV,F,9,3,320,1,0,11,6,10,5,2,1,0
Shaun Francis,CLB,D,6,5,428,0,0,3,0,10,5,0,1,0
Mariano Trujillo,CHV,D,12,0,451,1,2,5,2,10,3,0,2,0
Ike Opara,SKC,D,8,5,485,0,0,3,0,10,4,3,1,0
Michael Videira,CHI,M,9,7,493,0,1,3,1,10,0,0,2,0
Luiz Camargo,HOU,M,7,6,515,0,2,3,2,10,9,3,0,0
Jack McInerney,PHI,F,18,5,558,1,0,16,6,10,7,5,1,1
Kofi Sarkodie,HOU,D,7,7,582,0,0,2,0,10,6,0,2,1
Dicoy Williams,TOR,D,8,7,655,0,0,4,1,10,2,0,1,0
Javier Morales,RSL,M,10,9,785,2,3,12,5,10,22,3,3,0
Lamar Neagle,SEA,M,23,9,1008,5,2,32,12,10,14,2,1,0
Marc Burch,MIN,D,17,11,1117,1,1,7,1,10,8,0,4,0
Tim Ream,NY,D,28,28,2520,0,1,6,3,10,9,0,2,0
Ellis McLoughlin,SJ,F,10,0,167,1,0,7,2,9,2,0,0,0
Jed Zayner,DC,D,4,4,311,0,1,0,0,9,4,0,0,0
Bobby Warshaw,DAL,D,17,4,461,1,0,2,1,9,4,0,2,0
Bruno Guarda,DAL,M,11,5,500,0,2,6,1,9,7,0,2,0
Omar Salgado,VAN,F,14,5,504,1,1,15,5,9,4,6,1,0
O'Brian White,SEA,F,7,7,517,2,2,15,8,9,3,6,0,0
Paulo Nagamura,CHV,M,11,6,544,0,1,8,0,9,6,0,2,0
Milos Stojcev,KC,M,12,11,790,0,2,18,4,9,8,3,1,1
Justin Morrow,TOR,D,9,9,810,0,0,2,0,9,5,1,1,0
Jermaine Taylor,HOU,D,13,10,925,0,1,5,0,9,1,0,2,0
Austin da Luz,DC,M,21,9,983,1,2,16,5,9,2,1,5,0
Pável Pardo,CHI,M,13,12,1047,1,5,6,3,9,6,0,0,1
Nizar Khalfan,VAN,M,22,9,1066,1,4,33,9,9,2,2,1,0
Zak Boggs,NE,M,20,16,1348,1,1,16,7,9,16,2,2,0
Mike Chabala,HOU,D,21,15,1423,1,2,7,4,9,8,2,5,0
Joao Plata,RSL,F,26,21,1753,3,5,46,17,9,19,10,1,0
Andre Akpan,COL,F,12,5,479,1,0,15,5,8,8,2,0,0
Milton Rodriguez,DAL,F,13,5,511,1,1,19,6,8,2,6,1,0
Justin Meram,ORL,M,17,4,515,0,2,9,2,8,6,5,2,0
Carlo Costly,HOU,F,11,7,576,1,1,22,3,8,10,16,1,1
Freddy Adu,PHI,F,11,6,609,2,1,15,3,8,14,1,2,0
Didier Domi,NE,D,9,8,680,0,1,3,0,8,4,0,1,0
Nana Attakora,SJ,D,12,9,756,0,0,5,0,8,9,0,2,0
Wes Knight,VAN,D,12,10,805,0,1,5,1,8,4,2,0,0
Stephen King,DC,M,20,11,1068,1,0,18,5,8,10,0,0,0
Chris Leitch,SJ,D,14,12,1115,0,1,1,1,8,9,1,3,0
Torsten Frings,TOR,M,13,13,1124,0,1,9,4,8,11,1,0,0
Darlington Nagbe,ATL,M,28,21,1651,2,3,30,10,8,42,10,0,0
Bright Dike,POR,F,11,0,164,1,0,3,3,7,3,0,2,0
Chris Cortez,CHV,F,9,1,207,0,0,5,1,7,3,2,1,0
Stéphane Auvray,KC,M,12,4,449,0,0,6,0,7,6,0,0,0
Doneil Henry,VAN,D,10,6,503,0,0,2,1,7,1,1,1,0
Anthony Ampaipitakwong,SJ,M,12,5,546,0,2,4,2,7,1,0,0,0
Gianluca Zavarise,TOR,M,14,4,569,0,1,6,1,7,13,3,1,1
Mouloud Akloul,VAN,D,8,7,625,0,0,1,1,7,6,1,2,0
Bernardo Añor,CLB,M,13,6,640,1,1,15,5,7,8,2,2,0
Anthony Wallace,COL,D,10,8,719,0,1,4,0,7,5,0,3,0
Danny Koevermans,TOR,F,10,9,756,8,1,30,17,7,4,8,0,0
Joey Gjertsen,SJ,M,18,13,977,1,3,21,6,7,11,1,0,0
Chris Korb,DC,D,12,12,1020,0,2,0,0,7,9,0,0,0
Mamadou Danso,POR,D,24,23,1999,3,0,20,7,7,9,2,0,0
Oscar Cordon,TOR,M,4,1,144,0,0,3,1,6,2,0,1,0
Craig Rocastle,KC,M,6,5,306,0,0,2,0,6,7,0,0,0
Joseph Nane,COL,M,10,2,308,0,0,2,1,6,3,0,0,0
Long Tan,VAN,F,13,4,437,1,2,10,3,6,9,4,0,0
Steve Zakuani,SEA,M,6,6,453,2,2,12,5,6,3,5,0,0
Laurent Courtois,CHV,M,11,3,454,1,0,12,4,6,6,2,0,0
Paulo Jr.,RSL,F,11,5,468,2,4,11,6,6,5,5,0,0
Bryan Jordan,LA,D,13,5,581,0,2,0,0,6,6,1,1,0
Alen Stevanovic,TOR,M,12,9,773,0,0,11,3,6,10,2,1,0
Keon Daniel,PHI,M,18,9,888,1,2,7,2,6,6,0,1,0
Blair Gavin,CHV,M,18,11,958,0,3,12,3,6,10,3,0,0
Artur Aghasyan,RSL,F,4,1,98,0,0,3,0,5,2,1,0,0
Marko Perovic,NE,M,4,4,262,1,1,10,3,5,3,0,1,0
Francisco Mendoza,CHV,M,12,2,281,0,2,5,2,5,3,0,0,0
Ross LaBauex,COL,M,11,4,313,0,0,2,1,5,8,2,3,0
Bratislav Ristic,CHI,M,9,5,413,0,0,0,0,5,6,0,1,0
Mustapha Jarju,VAN,F,10,5,450,0,0,14,3,5,4,4,0,0
David Ferreira,DAL,M,6,6,505,3,1,11,5,5,19,1,0,0
Scott Palguta,COL,D,9,5,550,2,0,3,2,5,1,0,1,0
Ryan Guy,NE,M,11,6,610,2,0,8,6,5,6,2,1,0
Leonardo,HOU,D,7,7,630,1,0,2,1,5,5,0,1,0
Zack Schilawski,NE,F,25,13,1199,1,1,24,9,5,7,7,1,0
Daneil Cyrus,KC,D,2,1,108,0,0,0,0,4,1,0,1,0
Alexandre Morfaw,VAN,M,2,1,135,0,0,0,0,4,2,0,0,0
Jason Garey,HOU,F,10,2,164,0,0,4,1,4,1,2,0,0
Nelson González,RSL,M,6,2,174,1,1,5,2,4,1,0,0,0
Eddy Viator,TOR,D,3,2,186,0,0,0,0,4,0,0,2,0
Bilal Duckett,VAN,D,4,2,226,0,0,1,1,4,1,0,1,0
Jovan Kirovski,LA,M-F,13,2,244,0,0,4,0,4,1,0,1,1
Edward Johnson,POR,F,7,3,265,1,0,7,3,4,5,4,1,0
Diego Fagundez,NE,M,6,3,314,2,1,12,4,4,3,2,0,0
Dasan Robinson,CHI,D,6,3,338,0,0,3,0,4,9,1,1,0
