Player,Club,POS,GP,GS,A,GWA,HmA,RdA,A/90min
Atiba Harris,VAN,D,5,5,3,0,3,0,0.61
Javier Morales,RSL,M,10,9,3,1,1,2,0.34
Blair Gavin,CHV,M,18,11,3,0,2,1,0.28
Joey Gjertsen,SJ,M,18,13,3,0,1,2,0.28
Rafael Baca,SJ,M,15,11,3,1,1,2,0.26
Danny Cruz,HOU,M-F,20,13,3,2,2,1,0.23
Steven Lenhart,SJ,F,14,13,3,1,2,1,0.23
Miguel López,LA,M,24,14,3,1,1,2,0.23
Terry Dunfield,TOR,M,18,13,3,0,2,1,0.23
Kyle Nakazawa,PHI,M,22,14,3,0,1,2,0.22
Veljko Paunovic,PHI,F,17,16,3,0,3,0,0.22
Eric Avila,DAL,M,22,13,3,0,3,0,0.21
Julian de Guzman,TOR,M,19,16,3,0,2,1,0.2
Michael Lahoud,CHV,M,23,17,3,0,2,1,0.2
Fabian Castillo,DAL,M-F,21,16,3,2,3,0,0.2
Dilly Duka,CLB,M,22,16,3,2,3,0,0.19
Pat Phelan,NE,M-D,20,15,3,0,1,2,0.19
Jacob Peterson,SJ,F,22,18,3,0,2,1,0.18
Michael Farfan,PHI,M,21,13,3,0,2,1,0.18
Colin Clark,HOU,M,29,17,3,1,2,1,0.18
Sal Zizzo,ATL,D,30,14,3,0,2,1,0.18
Luke Rodgers,NY,F,23,20,3,0,2,1,0.17
Darlington Nagbe,ATL,M,28,21,3,1,2,1,0.16
Shea Salinas,SJ,M,26,18,3,1,1,2,0.16
Danleigh Borman,NY,D,24,19,3,0,2,1,0.16
Jeremy Hall,DAL,D-M,21,19,3,0,1,2,0.16
Teal Bunbury,NE,F,29,20,3,0,1,2,0.15
Landon Donovan,LA,M-F,23,21,3,1,2,1,0.14
Wells Thompson,COL,D,31,22,3,2,1,2,0.14
Roger Espinoza,SKC,M,24,24,3,0,1,2,0.14
Fabian Espindola,RSL,F,27,25,3,0,2,1,0.13
Jair Benítez,DAL,D,27,25,3,1,0,3,0.12
Sean Franklin,VAN,D,28,25,3,2,2,1,0.12
Camilo Sanvezzo,VAN,F,32,29,3,0,2,1,0.11
Heath Pearce,CHV,D,30,29,3,0,0,3,0.1
Chris Wondolowski,SJ,F,30,30,3,0,3,0,0.1
Roy Miller,POR,D,30,30,3,0,1,2,0.1
Sheanon Williams,PHI,D,32,32,3,0,2,1,0.1
Osvaldo Alonso,SEA,M,33,32,3,0,3,0,0.09
Sebastián Miranda,CLB,D,34,34,3,1,1,2,0.09
Francisco Mendoza,CHV,M,12,2,2,0,2,0,0.64
Long Tan,VAN,F,13,4,2,1,1,1,0.41
Mariano Trujillo,CHV,D,12,0,2,0,1,1,0.4
Steve Zakuani,SEA,M,6,6,2,0,0,2,0.4
Bruno Guarda,DAL,M,11,5,2,0,0,2,0.36
Justin Meram,ORL,M,17,4,2,0,0,2,0.35
Luiz Camargo,HOU,M,7,6,2,1,1,1,0.35
O'Brian White,SEA,F,7,7,2,2,1,1,0.35
Anthony Ampaipitakwong,SJ,M,12,5,2,0,0,2,0.33
Bryan Jordan,LA,D,13,5,2,0,2,0,0.31
Orr Barouch,CHI,F,28,2,2,1,1,1,0.29
Jean-Marc Alexandre,HAI,F,19,9,2,0,1,1,0.26
Blake Brettschneider,DC,F,15,9,2,1,0,2,0.23
Milos Stojcev,KC,M,12,11,2,0,0,2,0.23
Baggio Husidic,LA,M,18,9,2,0,1,1,0.23
Gaston Puerari,CHI,F,14,10,2,0,0,2,0.22
Nate Jaqua,SEA,F,23,7,2,1,0,2,0.21
Keon Daniel,PHI,M,18,9,2,1,0,2,0.2
Ashtone Morgan,TOR,D,14,9,2,0,1,1,0.2
Roger Torres,PHI,M,25,9,2,2,2,0,0.19
Austin da Luz,DC,M,21,9,2,0,0,2,0.18
Milton Caraglio,NE,F,12,12,2,1,1,1,0.18
Lamar Neagle,SEA,M,23,9,2,1,1,1,0.18
Dejan Rusmir,CLB,M,18,13,2,1,1,1,0.18
Chris Korb,DC,D,12,12,2,0,1,1,0.18
Mike Fucito,SEA,F,19,13,2,0,1,1,0.17
Roger Levesque,SEA,M,19,9,2,1,2,0,0.17
Abdoulie Mansally,NE,D,25,9,2,0,2,0,0.16
Emilio Rentería,CLB,F,18,14,2,1,0,2,0.16
Je-Vaughn Watson,HOU,D,22,11,2,0,1,1,0.15
Stephen Keel,NY,D,16,13,2,2,1,1,0.15
Ricardo Villar,DAL,M,20,14,2,1,0,2,0.14
Juan Agudelo,NE,F,27,12,2,1,0,2,0.13
Mike Chabala,HOU,D,21,15,2,1,2,0,0.13
Marcos Mondaini,CHV,F,24,20,2,0,2,0,0.12
Caleb Folan,COL,F,26,16,2,2,0,2,0.12
Davy Arnaud,KC,M,22,16,2,0,1,1,0.12
Gabriel Farfan,CHV,M,22,18,2,1,1,1,0.11
Bobby Convey,SJ,M,21,19,2,0,2,0,0.1
Simon Dawkins,SJ,M,26,19,2,1,1,1,0.1
Robbie Russell,RSL,D,26,22,2,1,2,0,0.1
Josh Gardner,CLB,M,22,21,2,2,1,1,0.1
Simon Elliott,CHV,M,24,21,2,0,0,2,0.1
Eric Hassli,VAN,F,26,21,2,0,2,0,0.1
Erik Friberg,SEA,M,26,23,2,0,0,2,0.09
Sam Cronin,MIN,M,27,22,2,1,1,1,0.09
Hunter Freeman,HOU,D,23,22,2,0,2,0,0.09
Alvaro Saborio,RSL,F,23,22,2,0,2,0,0.09
Jackson Goncalves,DAL,M,28,22,2,0,1,1,0.09
Rodney Wallace,NYC,F,25,22,2,0,0,2,0.09
Maicon Santos,DAL,F,30,24,2,0,0,2,0.09
Tyson Wahl,SEA,D,23,22,2,2,1,1,0.09
Alejandro Moreno,CHV,F,24,22,2,1,2,0,0.09
Andrés Mendoza,CLB,F,29,25,2,1,2,0,0.09
Júlio César,KC,D,27,25,2,1,2,0,0.08
Omar Bravo,KC,F,27,26,2,1,1,1,0.08
Jorge Perlaza,POR,F,31,26,2,0,1,1,0.08
Marco Pappa,CHI,M,29,27,2,0,1,1,0.08
Teemu Tainio,NY,M,28,28,2,1,1,1,0.07
Emmanuel Ekpo,CLB,M,32,29,2,0,2,0,0.07
Marvell Wynne,COL,D,29,28,2,0,2,0,0.07
Ramiro Corrales,SJ,M,29,29,2,0,1,1,0.07
Juninho,LA,M,30,30,2,0,0,2,0.07
Kenny Cooper,POR,F,34,29,2,0,1,1,0.07
James Riley,SEA,D,29,29,2,2,2,0,0.07
Dominic Oduro,MTL,M,34,29,2,0,0,2,0.07
Ugo Ihemelu,DAL,D,31,30,2,0,1,1,0.07
Matt Besler,SKC,D,32,32,2,1,1,1,0.06
Gerson Mayen,SLV,M,4,1,1,0,1,0,0.85
Jack Stewart,DAL,D,2,1,1,0,0,1,0.83
Brian Umony,POR,F,6,0,1,0,0,1,0.69
Nelson González,RSL,M,6,2,1,0,0,1,0.52
Marko Perovic,NE,M,4,4,1,0,0,1,0.34
Robbie Keane,LA,F,4,3,1,1,1,0,0.33
Jed Zayner,DC,D,4,4,1,0,1,0,0.29
Diego Fagundez,NE,M,6,3,1,0,0,1,0.29
Ruben Luna,DAL,F,15,2,1,1,1,0,0.22
Michael Videira,CHI,M,9,7,1,0,1,0,0.18
Omar Salgado,VAN,F,14,5,1,0,1,0,0.18
David Ferreira,DAL,M,6,6,1,0,0,1,0.18
Quincy Amarikwa,SJ,F,15,5,1,0,1,0,0.18
Milton Rodriguez,DAL,F,13,5,1,1,0,1,0.18
Monsef Zerka,NE,F,7,7,1,1,1,0,0.18
Adam Cristman,LA,F,11,5,1,1,1,0,0.17
Corben Bone,CHI,M,10,7,1,0,0,1,0.17
Daniel Cruz,DAL,M,10,6,1,0,0,1,0.17
Paulo Nagamura,CHV,M,11,6,1,1,1,0,0.17
Gianluca Zavarise,TOR,M,14,4,1,0,1,0,0.16
Jéferson,KC,M,9,8,1,1,1,0,0.16
Carlo Costly,HOU,F,11,7,1,0,1,0,0.16
Jeff Cunningham,CLB,F,21,4,1,0,1,0,0.15
Fred,DC,M,17,5,1,0,0,1,0.15
Freddy Adu,PHI,F,11,6,1,0,0,1,0.15
Bernardo Añor,CLB,M,13,6,1,1,0,1,0.14
Matt Stinson,TOR,M,13,5,1,1,1,0,0.13
Didier Domi,NE,D,9,8,1,0,0,1,0.13
Anthony Wallace,COL,D,10,8,1,1,1,0,0.13
Arturo Alvarez,HOU,M,16,8,1,0,1,0,0.12
Alan Gordon,SJ,F,10,8,1,0,1,0,0.12
Gregg Berhalter,LA,D,10,8,1,1,1,0,0.12
Danny Koevermans,TOR,F,10,9,1,0,1,0,0.12
Birahim Diop,KC,M,18,8,1,0,0,1,0.12
Wes Knight,VAN,D,12,10,1,0,1,0,0.11
Conor Casey,COL,F,14,11,1,1,1,0,0.11
Jermaine Taylor,HOU,D,13,10,1,0,0,1,0.1
Leonardo González,SEA,D,14,12,1,1,1,0,0.08
Michael Stephens,LA,M,25,12,1,0,0,1,0.08
Chris Leitch,SJ,D,14,12,1,1,0,1,0.08
Marc Burch,MIN,D,17,11,1,0,1,0,0.08
Torsten Frings,TOR,M,13,13,1,0,0,1,0.08
Zack Schilawski,NE,F,25,13,1,0,0,1,0.08
Adam Moffat,HOU,M,17,12,1,0,0,1,0.07
Brian Ching,HOU,F,20,15,1,1,1,0,0.07
Kevin Burns,CLB,M,19,15,1,1,1,0,0.07
Mikael Yourassowsky,TOR,D,21,13,1,0,0,1,0.07
Tom Heinemann,CLB,F,28,12,1,0,1,0,0.07
Zak Boggs,NE,M,20,16,1,1,1,0,0.07
Stephen McCarthy,NE,D,21,18,1,0,0,1,0.06
Ryan Cochrane,NE,D,22,19,1,0,1,0,0.06
Daniel Paladini,CHI,M,23,16,1,1,0,1,0.06
Jeb Brovsky,VAN,D,24,16,1,0,1,0,0.06
Mehdi Ballouchy,NY,M,29,17,1,0,0,1,0.06
Charlie Davies,DC,F,26,18,1,0,1,0,0.06
Brad Ring,SJ,D,21,17,1,1,1,0,0.06
Cam Weaver,HOU,F,28,16,1,0,1,0,0.06
Brian Mullan,COL,D,22,19,1,0,0,1,0.05
Will Bruin,SEA,F,25,21,1,0,0,1,0.05
Diego Chaves,CHI,F,29,19,1,1,1,0,0.05
Tony Beltran,RSL,D,22,19,1,1,0,1,0.05
Jorge Villafaña,USA,D-M,25,24,1,0,0,1,0.05
Michael Umaña,CHV,D,22,21,1,0,1,0,0.05
Rajko Lekic,NE,F,23,22,1,0,0,1,0.05
Chris Wingert,RSL,D,23,22,1,0,1,0,0.05
Jhon Kennedy Hurtado,SEA,D,23,23,1,0,1,0,0.05
Andy Williams,RSL,M,31,20,1,0,0,1,0.05
Bobby Burling,SJ,D,23,23,1,0,0,1,0.04
Will Johnson,ORL,M,25,22,1,0,1,0,0.04
Jámison Olave,RSL,D,24,24,1,0,1,0,0.04
Tyrone Marshall,COL,D,27,24,1,0,0,1,0.04
Cory Gibbs,CHI,D,26,26,1,0,1,0,0.04
Chance Myers,KC,D,28,24,1,0,1,0,0.04
Eddie Gaven,CLB,M,26,26,1,0,0,1,0.04
Juan Pablo Angel,CHV,F,31,26,1,0,1,0,0.04
Alain Rochat,VAN,D,28,27,1,1,1,0,0.04
Bobby Boswell,HOU,D,28,27,1,0,1,0,0.04
Jalil Anibaba,NE,D,29,27,1,0,1,0,0.04
Tim Ream,NY,D,28,28,1,0,0,1,0.04
Nat Borchers,RSL,D,30,30,1,1,1,0,0.04
Omar Gonzalez,USA,D,29,29,1,0,0,1,0.03
George John,DAL,D,31,31,1,0,0,1,0.03
Lovel Palmer,HOU,D,34,31,1,1,1,0,0.03
Eric Brunner,POR,D,32,31,1,0,1,0,0.03
Chad Marshall,SEA,D,32,32,1,0,1,0,0.03
Shalrie Joseph,NE,M,32,32,1,0,1,0,0.03
Drew Moor,TOR,D,32,32,1,0,1,0,0.03
Carlos Valdés,PHI,D,32,32,1,0,1,0,0.03
Kevin Alston,NE,D,33,33,1,0,0,1,0.03
Kosuke Kimura,COL,D,34,34,1,0,1,0,0.03
Jeff Larentowicz,ATL,M,34,34,1,0,1,0,0.03
Devon McTavish,DC,D,0,0,0,0,0,0,0.0
Mike Banner,CHI,M,0,0,0,0,0,0,0.0
André Luiz,SJ,M,0,0,0,0,0,0,0.0
Blaise Nkufo,SEA,F,0,0,0,0,0,0,0.0
Nick Kounenakis,KC,D,0,0,0,0,0,0,0.0
Nery Castillo,CHI,F,0,0,0,0,0,0,0.0
Elbekay Bouchiba,TOR,M,0,0,0,0,0,0,0.0
Taylor Graham,SEA,D,0,0,0,0,0,0,0.0
Rodrigo López,POR,M,0,0,0,0,0,0,0.0
Michael Holody,COL,D,0,0,0,0,0,0,0.0
Joe Tait,PHI,D,0,0,0,0,0,0,0.0
Steven Kinney,CHI,D,0,0,0,0,0,0,0.0
Bryan Leyva,DAL,M,0,0,0,0,0,0,0.0
Francisco Navas Cobo,HOU,M,0,0,0,0,0,0,0.0
Jordan Graye,HOU,D,0,0,0,0,0,0,0.0
Edson Edward,DAL,D,0,0,0,0,0,0,0.0
Kwame Watson-Siriboe,CHI,D,0,0,0,0,0,0,0.0
Chukwudi Chijindu,CHV,M,0,0,0,0,0,0,0.0
Marcos Paullo,NY,M,0,0,0,0,0,0,0.0
Steven Emory,COL,M,0,0,0,0,0,0,0.0
Conor Shanosky,DC,M-D,0,0,0,0,0,0,0.0
Freddie Braun,POR,M,0,0,0,0,0,0,0.0
Josue Soto,HOU,D-M,0,0,0,0,0,0,0.0
Ryan Richter,PHI,D,0,0,0,0,0,0,0.0
Chris Taylor,POR,D,0,0,0,0,0,0,0.0
Korey Veeder,CLB,D,0,0,0,0,0,0,0.0
Josh Williams,CLB,D,0,0,0,0,0,0,0.0
Michael Tetteh,SEA,D,0,0,0,0,0,0,0.0
Davy Armstrong,COL,M,0,0,0,0,0,0,0.0
Victor Pineda,CHI,M,0,0,0,0,0,0,0.0
Dustin McCarty,LA,M,0,0,0,0,0,0,0.0
Juan Diego González,PHI,D,0,0,0,0,0,0,0.0
Philippe Davies,VAN,M,0,0,0,0,0,0,0.0
Andy Adlard,CLB,M,0,0,0,0,0,0,0.0
Ben Sippola,CLB,M,0,0,0,0,0,0,0.0
Mike Seamon,SEA,M-F,0,0,0,0,0,0,0.0
Nicholas Lindsay,TOR,F,0,0,0,0,0,0,0.0
Junior Carreiro,DC,M,0,0,0,0,0,0,0.0
Bryan de la Fuente,CHV,F,0,0,0,0,0,0,0.0
Moises Hernandez,DAL,D,0,0,0,0,0,0,0.0
Jonathan Top,DAL,F,0,0,0,0,0,0,0.0
Sacir Hot,NY,D,0,0,0,0,0,0,0.0
Sean Alvarado,LA,D,0,0,0,0,0,0,0.0
Spencer Thompson,POR,F,0,0,0,0,0,0,0.0
Levi Houapeu,PHI,F,0,0,0,0,0,0,0.0
Konrad Warzycha,KC,M,0,0,0,0,0,0,0.0
Kevin Ellis,KC,D,0,0,0,0,0,0,0.0
Alan Koger,NE,F,0,0,0,0,0,0,0.0
Michael Augustine,NE,M,0,0,0,0,0,0,0.0
Andrew Sousa,NE,M,0,0,0,0,0,0,0.0
Tyler Lassiter,NY,D,0,0,0,0,0,0,0.0
Seth Owusu,CHV,D,0,0,0,0,0,0,0.0
Eddie Ababio,COL,D,0,0,0,0,0,0,0.0
Santiago Prim,CLB,M,0,0,0,0,0,0,0.0
Pari Pantazopoulos,CHI,M,0,0,0,0,0,0,0.0
Otto Loewy,NE,D,0,0,0,0,0,0,0.0
Josh Janniere,COL,M,0,0,0,0,0,0,0.0
Donny Toia,ORL,D,0,0,0,0,0,0,0.0
Teddy Schneider,NY,D,0,0,0,0,0,0,0.0
Nico Muñiz,RSL,M,0,0,0,0,0,0,0.0
Aaron Horton,CLB,F,1,0,0,0,0,0,0.0
Ryan Kinne,NE,M,1,0,0,0,0,0,0.0
Demitrius Omphroy,TOR,D,1,0,0,0,0,0,0.0
Mike Jones,KC,D,1,0,0,0,0,0,0.0
Leandre Griffit,CLB,M,1,0,0,0,0,0,0.0
Brian Nielsen,NY,M,1,0,0,0,0,0,0.0
Peterson Joseph,KC,M,1,0,0,0,0,0,0.0
Amadou Sanyang,SEA,D,1,0,0,0,0,0,0.0
Victor Ulloa,DAL,M,1,0,0,0,0,0,0.0
Chris Agorsor,PHI,F,1,0,0,0,0,0,0.0
Morgan Langley,PHI,M,1,0,0,0,0,0,0.0
Cole Grossman,CLB,M,2,0,0,0,0,0,0.0
Ryan Thomas,LA,D,1,0,0,0,0,0,0.0
Omar Jasseh,SJ,M,1,0,0,0,0,0,0.0
Lawrence Olum,POR,M-D,1,0,0,0,0,0,0.0
Gabriel Ferrari,CHI,F,3,0,0,0,0,0,0.0
Marko Maric,CHI,M,1,0,0,0,0,0,0.0
Edmundo Zura,SJ,F,1,0,0,0,0,0,0.0
Kyle Davies,DAL,D,1,0,0,0,0,0,0.0
Miguel Montaño,SEA,F,2,0,0,0,0,0,0.0
Corey Hertzog,NY,F,5,0,0,0,0,0,0.0
Shavar Thomas,KC,D,3,0,0,0,0,0,0.0
Brandon Barklage,DC,D,4,0,0,0,0,0,0.0
Soony Saad,KC,F,4,0,0,0,0,0,0.0
Matt Gold,TOR,D,3,0,0,0,0,0,0.0
Keith Makubuya,TOR,F,1,0,0,0,0,0,0.0
Davis Paul,CHI,F,1,1,0,0,0,0,0.0
Maxwell Griffin,SJ,F,4,0,0,0,0,0,0.0
John Rooney,NY,M,5,0,0,0,0,0,0.0
Carl Robinson,NY,M,2,0,0,0,0,0,0.0
Andrew Wiedeman,DAL,F,3,0,0,0,0,0,0.0
Tristan Bowen,CHV,F,3,0,0,0,0,0,0.0
Matt Luzunaris,SJ,F,6,0,0,0,0,0,0.0
Cody Arnoux,RSL,F,2,0,0,0,0,0,0.0
Ilija Stolica,NE,F,2,0,0,0,0,0,0.0
Matt Kassel,NY,D-M,2,0,0,0,0,0,0.0
Scott Lorenz,KC,D,1,1,0,0,0,0,0.0
Alex Dixon,ROC,M,7,0,0,0,0,0,0.0
Jack McBean,COL,F,1,1,0,0,0,0,0.0
Korede Aiyegbusi,KC,D,3,1,0,0,0,0,0.0
Artur Aghasyan,RSL,F,4,1,0,0,0,0,0.0
Sammy Ochoa,SEA,F,4,0,0,0,0,0,0.0
Daneil Cyrus,KC,D,2,1,0,0,0,0,0.0
David Estrada,SEA,M-F,3,1,0,0,0,0,0.0
Kheli Dube,NE,F,5,0,0,0,0,0,0.0
Hector Jimenez,CLB,M,2,1,0,0,0,0,0.0
Dan Keat,LA,M,5,1,0,0,0,0,0.0
Macoumba Kandji,COL,F,9,1,0,0,0,0,0.0
Branko Boskovic,DC,M,4,1,0,0,0,0,0.0
Kevin Harmse,VAN,M,3,1,0,0,0,0,0.0
Alexandre Morfaw,VAN,M,2,1,0,0,0,0,0.0
Zach Pfeffer,PHI,M,3,2,0,0,0,0,0.0
Michael Nanchoff,VAN,M,5,1,0,0,0,0,0.0
Oscar Cordon,TOR,M,4,1,0,0,0,0,0.0
Peter Lowry,POR,M,3,2,0,0,0,0,0.0
Eddie Robinson,HOU,D,2,2,0,0,0,0,0.0
Maykel Galindo,DAL,F,6,1,0,0,0,0,0.0
Ousmane Dabo,NE,M,3,3,0,0,0,0,0.0
Rodrigo Brasesco,DC,D,3,2,0,0,0,0,0.0
Kurt Morsink,DC,M,2,2,0,0,0,0,0.0
Jason Garey,HOU,F,10,2,0,0,0,0,0.0
Bright Dike,POR,F,11,0,0,0,0,0,0.0
Ellis McLoughlin,SJ,F,10,0,0,0,0,0,0.0
Rauwshan McKenzie,RSL,D,2,2,0,0,0,0,0.0
Jimmy Conrad,CHV,D,2,2,0,0,0,0,0.0
Eddy Viator,TOR,D,3,2,0,0,0,0,0.0
Kevin Goldthwaite,POR,D,4,3,0,0,0,0,0.0
Ryan Pore,POR,M,8,2,0,0,0,0,0.0
Chris Cortez,CHV,F,9,1,0,0,0,0,0.0
Danny Earls,COL,D,4,3,0,0,0,0,0.0
Bilal Duckett,VAN,D,4,2,0,0,0,0,0.0
Tim Ward,SJ,D,3,2,0,0,0,0,0.0
Koke,HOU,F,7,2,0,0,0,0,0.0
Carlyle Mitchell,VAN,D,3,3,0,0,0,0,0.0
Jovan Kirovski,LA,M-F,13,2,0,0,0,0,0.0
Pat Noonan,SEA,F,9,2,0,0,0,0,0.0
Edward Johnson,POR,F,7,3,0,0,0,0,0.0
Ryan Smith,CHV,M,6,2,0,0,0,0,0.0
Craig Rocastle,KC,M,6,5,0,0,0,0,0.0
Joseph Nane,COL,M,10,2,0,0,0,0,0.0
Ross LaBauex,COL,M,11,4,0,0,0,0,0.0
Victor Estupinan,CHV,F,9,3,0,0,0,0,0.0
Miguel Comminges,COL,D,4,4,0,0,0,0,0.0
Dasan Robinson,CHI,D,6,3,0,0,0,0,0.0
Calen Carr,HOU,F,9,4,0,0,0,0,0.0
Peri Marosevic,DAL,F,7,4,0,0,0,0,0.0
Bratislav Ristic,CHI,M,9,5,0,0,0,0,0.0
Scott Sealy,SJ,F,11,6,0,0,0,0,0.0
Yordany Álvarez,RSL,M,5,4,0,0,0,0,0.0
Shaun Francis,CLB,D,6,5,0,0,0,0,0.0
Stéphane Auvray,KC,M,12,4,0,0,0,0,0.0
Mustapha Jarju,VAN,F,10,5,0,0,0,0,0.0
Laurent Courtois,CHV,M,11,3,0,0,0,0,0.0
Bobby Warshaw,DAL,D,17,4,0,0,0,0,0.0
Danny O'Rourke,CLB,D,6,5,0,0,0,0,0.0
Frankie Hejduk,LA,D,6,6,0,0,0,0,0.0
Eric Gehrig,CLB,D,8,4,0,0,0,0,0.0
Andre Akpan,COL,F,12,5,0,0,0,0,0.0
Chris Albright,NY,D,8,6,0,0,0,0,0.0
Ike Opara,SKC,D,8,5,0,0,0,0,0.0
Russell Teibert,VAN,M,11,5,0,0,0,0,0.0
Doneil Henry,VAN,D,10,6,0,0,0,0,0.0
Luke Sassano,KC,D,9,5,0,0,0,0,0.0
Scott Palguta,COL,D,9,5,0,0,0,0,0.0
Jack McInerney,PHI,F,18,5,0,0,0,0,0.0
David Júnior Lopes,CHV,D,8,7,0,0,0,0,0.0
Kofi Sarkodie,HOU,D,7,7,0,0,0,0,0.0
Ryan Guy,NE,M,11,6,0,0,0,0,0.0
Cristian Nazarit,CHI,F,12,6,0,0,0,0,0.0
Mouloud Akloul,VAN,D,8,7,0,0,0,0,0.0
Joseph Ngwenya,DC,F,16,7,0,0,0,0,0.0
Leonardo,HOU,D,7,7,0,0,0,0,0.0
Dicoy Williams,TOR,D,8,7,0,0,0,0,0.0
Servando Carrasco,LA,M,12,7,0,0,0,0,0.0
Steve Purdy,POR,D,8,8,0,0,0,0,0.0
John Thorrington,VAN,M,11,9,0,0,0,0,0.0
Greg Janicki,VAN,D,10,8,0,0,0,0,0.0
Nana Attakora,SJ,D,12,9,0,0,0,0,0.0
Alen Stevanovic,TOR,M,12,9,0,0,0,0,0.0
Justin Morrow,TOR,D,9,9,0,0,0,0,0.0
Amobi Okugo,PHI,D-M,15,10,0,0,0,0,0.0
Paolo Cardozo,LA,M,17,8,0,0,0,0,0.0
Blake Wagner,RSL,D-M,11,10,0,0,0,0,0.0
Zach Scott,SEA,D,12,9,0,0,0,0,0.0
Andrew Boyens,CHV,D,12,10,0,0,0,0,0.0
Nathan Sturgis,TOR,M,14,11,0,0,0,0,0.0
Sainey Nyassi,NE,M,21,8,0,0,0,0,0.0
Stefani Miglioranzi,PHI,M,17,11,0,0,0,0,0.0
Adrian Cann,TOR,D,12,12,0,0,0,0,0.0
Josip Mikulic,CHI,D,14,12,0,0,0,0,0.0
Peter Vagenas,VAN,M,16,13,0,0,0,0,0.0
Stephen King,DC,M,20,11,0,0,0,0,0.0
James Marcelin,POR,M,20,12,0,0,0,0,0.0
Tony Tchani,CHI,M,15,14,0,0,0,0,0.0
Carlos Ruiz,PHI,F,14,13,0,0,0,0,0.0
David Horst,RSL,D,16,11,0,0,0,0,0.0
Patrick Ianni,SEA,D-M,16,12,0,0,0,0,0.0
Franco Coria,NE,D,18,14,0,0,0,0,0.0
Luis Gil,RSL,M,25,14,0,0,0,0,0.0
