Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,GBH,GBD,GBA,IWH,IWD,IWA,SBH,SBD,SBA,WHH,WHD,WHA
T1,16/09/00,Besiktas,Fenerbahce,3,0,H,1,0,H,,,,2.2,2.9,2.7,2.2,3,2.6,2,3.1,3.15
T1,16/09/00,Denizlispor,Bursaspor,1,1,D,1,1,D,,,,1.7,3.2,3.6,2,3.2,2.8,1.75,3.35,3.7
T1,16/09/00,Samsunspor,Erzurumspor,2,2,D,1,0,H,,,,1.45,3.5,5,1.44,3.2,6,1.45,3.7,5.5
T1,17/09/00,Antalyaspor,Rizespor,2,1,H,2,1,H,,,,1.55,3.3,4.5,1.9,3,3.2,1.65,3.4,4.2
T1,17/09/00,Genclerbirligi,Gaziantepspor,2,0,H,0,0,D,,,,2.1,3,2.8,2,3,3,2.15,3.3,2.7
T1,17/09/00,Istanbulspor,Trabzonspor,1,0,H,1,0,H,,,,3.6,3.2,1.7,4.5,3.4,1.53,4.1,3.4,1.65
T1,17/09/00,Siirt Jet-PA,Ankaragucu,1,1,D,1,0,H,,,,2.3,3,2.4,2.4,3,2.4,2.45,3.25,2.35
T1,17/09/00,Yozgatspor,Adanaspor,4,1,H,2,0,H,,,,2.1,3,2.8,2.2,2.9,2.7,2.25,3.3,2.55
T1,22/09/00,Ankaragucu,Besiktas,1,5,A,0,2,A,,,,4,3.3,1.6,,,,3.9,3.4,1.7
T1,23/09/00,Adanaspor,Antalyaspor,1,1,D,0,0,D,,,,2,3,2.9,2,3,3,2.05,3.3,2.85
T1,23/09/00,Bursaspor,Samsunspor,0,2,A,0,0,D,,,,2.2,3,2.6,2.15,2.88,2.75,2.2,3.25,2.65
T1,23/09/00,Gaziantepspor,Siirt Jet-PA,4,0,H,1,0,H,,,,1.35,3.8,6.2,1.2,4,10,1.3,4.4,7
T1,23/09/00,Galatasaray,Istanbulspor,1,1,D,1,1,D,,,,1.2,4.7,9,1.13,5.5,10,1.2,5,9.5
T1,24/09/00,Denizlispor,Rizespor,0,0,D,0,0,D,,,,1.8,3,3.5,1.7,3.1,3.6,1.8,3.2,3.7
T1,24/09/00,Erzurumspor,Kocaelispor,1,0,H,0,0,D,,,,1.65,3.2,3.8,1.5,3.1,5.5,1.65,3.4,4.2
T1,24/09/00,Fenerbahce,Yozgatspor,3,1,H,1,0,H,,,,1.2,4.7,9,1.14,5,10,1.2,5,9.5
T1,24/09/00,Trabzonspor,Genclerbirligi,2,0,H,0,0,D,,,,1.6,3.3,4,1.5,3.4,5,1.8,3.4,3.45
T1,29/09/00,Denizlispor,Samsunspor,3,1,H,3,1,H,,,,2.2,3,2.6,2,3,3,2.1,3.25,2.85
T1,30/09/00,Genclerbirligi,Galatasaray,1,4,A,1,2,A,,,,3.3,3.1,1.8,4.33,3.25,1.6,3.75,3.35,1.75
T1,30/09/00,Istanbulspor,Erzurumspor,1,0,H,0,0,D,,,,1.65,3.2,3.8,1.7,3.1,3.8,1.85,3.3,3.4
T1,30/09/00,Kocaelispor,Bursaspor,0,0,D,0,0,D,,,,1.85,3,3.3,1.85,3.1,3.3,2.1,3.25,2.85
T1,01/10/00,Adanaspor,Rizespor,1,0,H,1,0,H,,,,1.8,3,3.5,1.75,3.1,3.6,1.8,3.3,3.6
T1,01/10/00,Antalyaspor,Fenerbahce,0,1,A,0,0,D,,,,3.1,3,1.9,4.2,3.25,1.62,3.1,3.2,2
T1,01/10/00,Besiktas,Gaziantepspor,2,4,A,0,1,A,,,,1.35,3.8,6.2,1.3,4,7,1.3,4.4,7
T1,01/10/00,Siirt Jet-PA,Trabzonspor,1,4,A,1,2,A,,,,4.5,3.3,1.55,4.5,3.3,1.57,3.9,3.4,1.7
T1,01/10/00,Yozgatspor,Ankaragucu,0,1,A,0,0,D,,,,1.8,3.1,3.3,1.8,3.2,3.4,1.85,3.25,3.4
T1,13/10/00,Adanaspor,Denizlispor,2,3,A,1,1,D,,,,,,,,,,,,
T1,14/10/00,Bursaspor,Istanbulspor,2,5,A,1,0,H,,,,2.1,2.9,2.9,1.8,3.1,3.4,2.25,3.25,2.6
T1,14/10/00,Gaziantepspor,Yozgatspor,3,1,H,0,0,D,,,,1.35,3.8,6.2,1.33,3.75,6.5,1.35,4,6.7
T1,14/10/00,Galatasaray,Siirt Jet-PA,4,1,H,3,0,H,,,,1.1,7,14,1.1,5.5,12,1.13,6,12
T1,14/10/00,Trabzonspor,Besiktas,2,0,H,2,0,H,,,,2.3,3,2.4,2.4,3,2.4,2.3,3.2,2.55
T1,15/10/00,Ankaragucu,Antalyaspor,1,1,D,0,0,D,,,,2.1,3,2.8,2,3,3,2,3.3,3
T1,15/10/00,Erzurumspor,Genclerbirligi,1,2,A,0,0,D,,,,2.35,3,2.35,2.4,3,2.4,2.45,3.2,2.4
T1,15/10/00,Fenerbahce,Rizespor,1,0,H,0,0,D,,,,1.2,4.7,9,1.17,5,9,1.2,5.2,9
T1,15/10/00,Samsunspor,Kocaelispor,0,1,A,0,0,D,,,,1.4,3.6,5.5,1.33,3.5,7,1.45,3.75,5.5
T1,19/10/00,Antalyaspor,Gaziantepspor,2,2,D,2,2,D,,,,2.3,3,2.4,2.38,3.1,2.38,,,
T1,20/10/00,Adanaspor,Fenerbahce,1,1,D,0,1,A,,,,3.6,3.2,1.7,4.5,3.4,1.53,4.5,3.4,1.6
T1,21/10/00,Besiktas,Galatasaray,3,1,H,1,1,D,,,,2.35,3,2.35,2.4,3,2.4,2.25,3,2.9
T1,21/10/00,Denizlispor,Kocaelispor,2,1,H,2,1,H,,,,1.45,3.5,5,1.7,3,4.2,1.6,3.5,4.5
T1,21/10/00,Genclerbirligi,Bursaspor,0,1,A,0,0,D,,,,1.45,3.5,5,1.4,3.5,6,1.45,3.75,5.5
T1,21/10/00,Istanbulspor,Samsunspor,0,0,D,0,0,D,,,,1.9,3,3.1,2,3,3,2,3.2,3.1
T1,21/10/00,Rizespor,Ankaragucu,1,1,D,0,1,A,,,,1.9,3,3.1,2,3,3,2.1,3.2,2.9
T1,21/10/00,Siirt Jet-PA,Erzurumspor,1,1,D,1,1,D,,,,2.1,3,2.8,2.2,3,2.63,2.2,3.1,2.8
T1,21/10/00,Yozgatspor,Trabzonspor,1,1,D,0,1,A,,,,3.3,3.1,1.8,4.5,3.5,1.53,4,3.2,1.75
T1,27/10/00,Fenerbahce,Denizlispor,5,2,H,1,1,D,,,,1.25,4.3,8,1.14,5.5,11,1.25,4.7,8
T1,28/10/00,Ankaragucu,Adanaspor,4,0,H,1,0,H,,,,1.85,3,3.3,2,2.8,3.25,1.85,3.25,3.45
T1,28/10/00,Bursaspor,Siirt Jet-PA,3,2,H,3,1,H,,,,1.5,3.4,4.7,1.5,3.25,5,1.6,3.4,4.6
T1,28/10/00,Erzurumspor,Besiktas,1,3,A,1,1,D,,,,4.5,3.3,1.55,5.5,3.1,1.5,4.6,3.6,1.55
T1,28/10/00,Trabzonspor,Antalyaspor,4,0,H,1,0,H,,,,1.3,4,7,1.29,3.75,7.5,1.35,4,6.8
T1,29/10/00,Gaziantepspor,Rizespor,2,1,H,1,1,D,,,,1.4,3.6,5.5,1.33,3.6,7,1.35,4.1,6.5
T1,29/10/00,Galatasaray,Yozgatspor,3,0,H,1,0,H,,,,1.2,4.7,9,1.14,5.5,11,1.15,5.5,12
T1,29/10/00,Kocaelispor,Istanbulspor,1,1,D,0,1,A,,,,2,3,2.9,2,3,2.9,2.4,3.2,2.4
T1,29/10/00,Samsunspor,Genclerbirligi,1,2,A,0,1,A,,,,2.1,3,2.8,2,3,2.9,2.15,3.2,2.75
T1,03/11/00,Rizespor,Trabzonspor,2,1,H,0,0,D,,,,3.8,3.1,1.7,4.5,3.1,1.62,3.4,3.3,1.85
T1,04/11/00,Besiktas,Bursaspor,2,1,H,1,1,D,,,,1.2,4.7,9,1.14,5.5,9.5,1.2,5,9.5
T1,04/11/00,Denizlispor,Istanbulspor,0,4,A,0,3,A,,,,1.85,3,3.3,1.8,3.2,3.4,1.9,3.25,3.3
T1,04/11/00,Genclerbirligi,Kocaelispor,0,0,D,0,0,D,,,,1.35,3.8,6.2,1.36,3.8,6,1.4,3.6,6.8
T1,05/11/00,Adanaspor,Gaziantepspor,0,1,A,0,0,D,,,,2.35,3,2.35,2.6,3,2.25,2.5,3.1,2.4
T1,05/11/00,Fenerbahce,Ankaragucu,5,1,H,3,0,H,,,,1.2,4.7,9,1.14,5.5,9.5,1.25,4.5,8.5
T1,05/11/00,Siirt Jet-PA,Samsunspor,1,2,A,0,0,D,,,,2.9,3,2,2.63,3,2.2,2.75,3.15,2.2
T1,05/11/00,Yozgatspor,Erzurumspor,4,0,H,0,0,D,,,,1.6,3.3,4,1.5,3.1,5.5,1.9,3.25,3.3
T1,10/11/00,Gaziantepspor,Fenerbahce,2,1,H,2,0,H,2.6,3,2.4,2.35,3,2.35,3.5,3,1.8,2.45,3.15,2.4
T1,11/11/00,Bursaspor,Yozgatspor,1,4,A,1,1,D,1.75,3.2,4,1.65,3.2,3.8,1.8,3.1,3.4,1.8,3.3,3.55
T1,11/11/00,Erzurumspor,Antalyaspor,0,1,A,0,0,D,2.35,3,2.7,2.35,3,2.35,2.6,3,2.25,2.35,3.15,2.5
T1,11/11/00,Galatasaray,Rizespor,2,0,H,1,0,H,1.15,6.8,9,1.15,5.5,11,1.14,5.5,9,1.15,5.5,11
T1,11/11/00,Istanbulspor,Genclerbirligi,2,1,H,1,1,D,2.25,3.1,2.7,2.2,3,2.6,2.25,3,2.6,2.2,3.15,2.75
T1,12/11/00,Ankaragucu,Denizlispor,3,1,H,2,0,H,1.8,3.1,4,1.65,3.2,3.8,1.5,3.4,5,1.85,3.3,3.4
T1,12/11/00,Kocaelispor,Siirt Jet-PA,1,1,D,1,0,H,1.67,3.4,4.2,1.6,3.2,4.2,1.33,3.5,7.5,1.6,3.3,4.8
T1,12/11/00,Samsunspor,Besiktas,2,3,A,1,2,A,4.2,3.4,1.7,3.6,3.1,1.75,5,3.5,1.44,3.85,3.25,1.75
T1,12/11/00,Trabzonspor,Adanaspor,3,3,D,0,1,A,1.2,5,9.5,1.2,4.7,9,1.2,4.2,9.5,1.25,4.5,8.5
T1,17/11/00,Besiktas,Kocaelispor,3,2,H,2,1,H,1.15,5.25,11,1.15,5.5,11,1.15,5,10,1.15,6,10
T1,18/11/00,Adanaspor,Galatasaray,1,2,A,1,1,D,5,3.7,1.5,4,3.3,1.6,5,3.4,1.5,5.5,3.45,1.5
T1,18/11/00,Ankaragucu,Gaziantepspor,1,1,D,0,1,A,2.5,3.4,2.3,2.8,3,2.1,2.25,3.2,2.4,2.45,3.2,2.4
T1,18/11/00,Rizespor,Erzurumspor,4,1,H,3,0,H,1.75,3.3,3.8,1.6,3.3,4,1.5,3.4,5,1.7,3.3,4
T1,18/11/00,Siirt Jet-PA,Istanbulspor,0,2,A,0,0,D,2.95,3.2,2.1,2.9,3,2,2.8,3,2.1,3,3.25,2
T1,19/11/00,Antalyaspor,Bursaspor,2,1,H,1,1,D,1.75,3.2,4,1.6,3.3,4,1.5,3.4,5,1.6,3.4,4.5
T1,19/11/00,Denizlispor,Genclerbirligi,0,0,D,0,0,D,2.4,3,2.6,2.35,3,2.35,2.1,3.25,2.6,2.4,3.2,2.45
T1,19/11/00,Fenerbahce,Trabzonspor,5,2,H,3,0,H,1.75,3.2,4.2,1.7,3.1,3.8,1.7,3.25,3.6,1.7,3.25,4.1
T1,19/11/00,Yozgatspor,Samsunspor,0,0,D,0,0,D,2.15,3.15,2.9,2.1,3,2.8,1.8,3,3.6,2.2,3.2,2.7
T1,24/11/00,Trabzonspor,Ankaragucu,2,2,D,2,0,H,1.35,3.9,7.8,1.4,3.6,5.5,1.29,3.75,8,1.4,3.6,6.5
T1,25/11/00,Erzurumspor,Adanaspor,2,0,H,1,0,H,2.05,3,3.3,2,3,2.9,1.9,3,3.2,2.1,3.25,2.8
T1,25/11/00,Istanbulspor,Besiktas,2,3,A,1,2,A,4,3.3,1.75,3.8,3.2,1.65,4.33,3.4,1.53,3.25,3.25,1.9
T1,25/11/00,Samsunspor,Antalyaspor,4,2,H,0,1,A,2,3,3.4,1.9,3,3.1,1.9,3,3.2,2.05,3.1,3
T1,26/11/00,Bursaspor,Rizespor,2,1,H,0,0,D,2,3,3.4,2,3,2.9,2.1,2.88,2.88,2,3.1,3.1
T1,26/11/00,Gaziantepspor,Denizlispor,1,1,D,1,1,D,1.35,4,7.5,1.4,3.6,5.5,1.2,4,10,1.3,4,8
T1,26/11/00,Genclerbirligi,Siirt Jet-PA,2,0,H,0,0,D,1.3,4.2,8.5,1.25,4.3,8,1.2,4,10,1.25,4.25,9
T1,26/11/00,Galatasaray,Fenerbahce,0,0,D,0,0,D,1.85,3.2,3.6,1.85,3,3.3,2.25,3,2.6,1.83,3.2,3.75
T1,26/11/00,Kocaelispor,Yozgatspor,2,2,D,2,0,H,2.1,3,3.2,2.2,3,2.6,2.1,2.9,2.8,2.2,3.1,2.75
T1,01/12/00,Ankaragucu,Galatasaray,1,3,A,1,2,A,4.8,3.6,1.55,3.6,3.2,1.7,4,3,1.5,4,3.25,1.7
T1,02/12/00,Antalyaspor,Kocaelispor,2,2,D,1,1,D,1.5,3.5,5.5,1.45,3.5,5,1.5,3.4,5,1.65,3.25,4.3
T1,02/12/00,Besiktas,Genclerbirligi,0,3,A,0,2,A,1.35,4.2,6.7,1.3,4,7,1.33,3.8,6.5,1.3,4,8
T1,02/12/00,Trabzonspor,Gaziantepspor,3,1,H,2,0,H,1.8,3.2,4,1.8,3,3.5,1.7,3.2,3.8,1.85,3.1,3.5
T1,02/12/00,Yozgatspor,Istanbulspor,3,0,H,1,0,H,2.4,3.2,2.55,2.1,2.9,2.9,2.4,3,2.4,2.3,3,2.65
T1,03/12/00,Adanaspor,Bursaspor,1,1,D,0,1,A,1.9,3.15,3.65,1.85,3,3.3,1.6,3.4,4,1.95,3.1,3.25
T1,03/12/00,Fenerbahce,Erzurumspor,4,2,H,2,1,H,1.15,6.5,10,,,,1.1,5.5,13,1.15,5.2,12
T1,03/12/00,Rizespor,Samsunspor,0,1,A,0,0,D,2.2,3.2,2.8,2.1,2.9,2.9,2.1,3,2.8,2.05,3.1,3
T1,03/12/00,Siirt Jet-PA,Denizlispor,1,1,D,0,0,D,2.4,3.2,2.6,2.6,3,2.2,2.4,3.4,2.2,2.5,3.05,2.4
T1,08/12/00,Denizlispor,Trabzonspor,2,0,H,0,0,D,3.35,3.05,2,2.9,3,2,3.4,3.2,1.8,2.95,3.2,2.05
T1,09/12/00,Bursaspor,Fenerbahce,2,2,D,0,1,A,4.7,3.3,1.6,3.4,3.2,1.75,5,3.5,1.44,4.1,3.25,1.7
T1,09/12/00,Istanbulspor,Antalyaspor,2,0,H,0,0,D,1.85,3.2,3.6,2,3,2.9,1.8,3.2,3.4,1.9,3.2,3.35
T1,09/12/00,Kocaelispor,Rizespor,2,1,H,0,1,A,2.1,3,3.2,2,2.9,3,2,3,3,1.9,3.25,3.15
T1,09/12/00,Samsunspor,Adanaspor,3,1,H,1,0,H,1.6,3.4,5,1.5,3.4,4.7,1.6,3.4,4,1.6,3.4,4.5
T1,10/12/00,Erzurumspor,Ankaragucu,1,1,D,1,1,D,2.3,3.1,2.8,2.2,3,2.6,2.25,3,2.6,2.35,3.1,2.55
T1,10/12/00,Genclerbirligi,Yozgatspor,2,1,H,1,1,D,1.5,3.6,5.6,1.55,3.3,4.5,1.5,3.5,4.5,1.45,3.6,5.8
T1,10/12/00,Galatasaray,Gaziantepspor,2,0,H,1,0,H,1.35,4.2,7,1.35,3.8,6.2,1.33,3.8,6.5,1.4,3.75,6.3
T1,10/12/00,Siirt Jet-PA,Besiktas,1,1,D,0,1,A,7,3.8,1.4,5,3.5,1.45,6.5,4.2,1.29,6.8,4,1.35
T1,15/12/00,Fenerbahce,Samsunspor,2,1,H,2,0,H,1.33,4.5,7,1.3,4,7,1.3,4,7,1.35,4,7.5
T1,16/12/00,Besiktas,Denizlispor,1,1,D,0,0,D,1.25,4.5,10,1.25,4.3,8,1.22,4.5,8,1.2,5,11
T1,16/12/00,Gaziantepspor,Erzurumspor,6,1,H,2,0,H,1.3,4.4,8,1.3,4,7,1.3,4,7,1.25,4.5,10
T1,16/12/00,Rizespor,Istanbulspor,2,1,H,0,1,A,2.4,3.2,2.6,2.1,3,2.8,2.1,3,2.8,2.2,3.2,2.8
T1,16/12/00,Yozgatspor,Siirt Jet-PA,2,1,H,0,0,D,1.45,3.75,6,1.4,3.6,5.5,1.4,3.5,6,1.5,3.6,5.5
T1,17/12/00,Adanaspor,Kocaelispor,4,4,D,2,2,D,1.9,3,3.8,1.8,3,3.5,1.91,2.9,3.4,2,3.1,3.3
T1,17/12/00,Ankaragucu,Bursaspor,1,1,D,1,0,H,1.71,3.2,4.5,1.7,3.1,3.8,1.75,3.1,3.8,1.7,3.25,4.35
T1,17/12/00,Antalyaspor,Genclerbirligi,4,2,H,3,1,H,2.4,3.2,2.6,2.2,3,2.6,2.3,3,2.5,2.55,3.1,2.45
T1,17/12/00,Trabzonspor,Galatasaray,1,1,D,0,1,A,2.8,3.2,2.2,2.7,2.9,2.2,2.75,2.9,2.2,2.8,3.2,2.2
T1,20/12/00,Antalyaspor,Galatasaray,0,1,A,0,1,A,4.7,3.5,1.6,5.5,3.6,1.4,5.5,3.75,1.4,4.5,3.4,1.6
T1,21/12/00,Trabzonspor,Erzurumspor,3,0,H,1,0,H,1.2,4.9,8,1.25,4.3,8,1.2,4.2,10,1.15,6,10
T1,22/12/00,Adanaspor,Istanbulspor,2,2,D,1,2,A,2.6,2.9,2.4,,,,2.4,3,2.4,2.6,3,2.35
T1,22/12/00,Ankaragucu,Samsunspor,2,0,H,1,0,H,2.3,3,2.7,2.2,3,2.6,2.2,3.1,2.6,2.2,3.1,2.7
T1,22/12/00,Fenerbahce,Kocaelispor,4,0,H,1,0,H,1.18,5.5,9,1.15,5.5,11,1.2,5,7.5,1.15,5.75,10
T1,22/12/00,Rizespor,Genclerbirligi,2,0,H,0,0,D,2.65,3,2.3,2.3,3,2.4,2.6,3.1,2.2,2.6,3,2.35
T1,23/12/00,Antalyaspor,Siirt Jet-PA,1,3,A,0,1,A,1.38,4,6,1.4,3.6,5.5,1.33,3.5,7.5,1.4,3.6,6.5
T1,23/12/00,Gaziantepspor,Bursaspor,2,1,H,0,1,A,1.43,3.7,6,1.4,3.6,5.5,1.4,4.5,4.33,1.4,3.6,6.5
T1,23/12/00,Galatasaray,Denizlispor,1,2,A,1,0,H,1.2,5.5,9,1.2,4.7,9,1.14,6.5,7.5,1.2,5,9
T1,23/12/00,Yozgatspor,Besiktas,1,1,D,1,0,H,4,3.3,1.7,3.5,3,1.8,4.5,3.4,1.53,4.25,3.1,1.7
T1,02/02/01,Samsunspor,Gaziantepspor,3,3,D,1,2,A,2.25,3,2.75,2.2,2.9,2.7,2.2,2.9,2.7,,,
T1,03/02/01,Besiktas,Antalyaspor,4,2,H,1,1,D,1.2,4.7,9,1.3,4,7,1.33,3.5,7.5,1.3,4,8
T1,03/02/01,Denizlispor,Yozgatspor,2,0,H,0,0,D,1.65,3.3,4.3,1.85,3,3.3,,,,1.8,3.1,3.75
T1,03/02/01,Erzurumspor,Galatasaray,1,2,A,1,1,D,7.2,3.8,1.35,5.5,3.6,1.4,6,3.5,1.4,6,3.5,1.45
T1,03/02/01,Rizespor,Siirt Jet-PA,3,0,H,1,0,H,1.45,3.5,6,1.45,3.5,5,,,,1.5,3.5,5.25
T1,04/02/01,Adanaspor,Genclerbirligi,2,3,A,1,2,A,2.6,3.1,2.4,2.6,2.8,2.3,2.75,2.88,2.2,2.8,3,2.2
T1,04/02/01,Bursaspor,Trabzonspor,4,2,H,3,2,H,3.2,3.1,2,3,2.9,2,3.25,3,1.9,2.9,3,2.15
T1,04/02/01,Istanbulspor,Fenerbahce,1,2,A,1,0,H,4.05,3.1,1.75,3.6,3.2,1.7,3.75,3.6,1.6,3.6,3.4,1.75
T1,04/02/01,Kocaelispor,Ankaragucu,4,0,H,1,0,H,2.55,2.9,2.45,2.2,2.9,2.7,2.4,3,2.4,2.35,3.1,2.55
T1,09/02/01,Trabzonspor,Samsunspor,3,2,H,2,0,H,1.45,3.5,5.8,1.65,3.2,3.9,1.4,3.5,6,1.5,3.4,5.5
T1,10/02/01,Adanaspor,Siirt Jet-PA,0,2,A,0,1,A,1.6,3.25,4.6,1.55,3.3,4.5,1.4,4,5,1.6,3.25,4.75
T1,10/02/01,Ankaragucu,Istanbulspor,1,1,D,1,1,D,1.95,3,3.3,1.9,3,3.1,1.91,2.9,3.4,1.9,3.1,3.4
T1,10/02/01,Galatasaray,Bursaspor,2,1,H,1,1,D,1.1,5.5,10.5,1.15,5.5,11,1.15,5,10,1.2,4.75,10
T1,11/02/01,Antalyaspor,Yozgatspor,1,1,D,0,0,D,1.7,3.1,4.2,1.75,3.1,3.6,1.6,3.4,4,1.8,3.1,3.75
T1,11/02/01,Erzurumspor,Denizlispor,2,2,D,1,1,D,2.45,2.85,2.55,2.35,3,2.35,2.25,3,2.6,2.45,3,2.5
T1,11/02/01,Fenerbahce,Genclerbirligi,3,0,H,1,0,H,1.3,4.1,7.4,1.4,3.6,5.5,1.3,4,7,1.35,3.8,7
T1,11/02/01,Gaziantepspor,Kocaelispor,0,0,D,0,0,D,1.3,4.1,7.4,1.35,3.8,6.2,1.3,4,7,1.3,4.25,7
T1,11/02/01,Rizespor,Besiktas,5,1,H,2,0,H,4.35,3.25,1.62,3.5,3,1.8,4.5,3.6,1.5,4,3.25,1.7
T1,16/02/01,Istanbulspor,Gaziantepspor,0,1,A,0,1,A,2.4,3,2.6,2.3,3,2.4,2.05,3.2,2.75,2.4,3.1,2.5
T1,17/02/01,Denizlispor,Antalyaspor,1,1,D,0,0,D,1.77,3.25,3.9,1.8,3,3.5,1.7,3.4,3.6,1.7,3.3,4
T1,17/02/01,Samsunspor,Galatasaray,1,1,D,0,1,A,4.85,3.25,1.63,3.9,3.2,1.65,4,3.4,1.6,4.5,3.4,1.6
T1,17/02/01,Siirt Jet-PA,Fenerbahce,0,4,A,0,2,A,6.5,3.65,1.43,4.5,3.3,1.55,7,4,1.3,5.75,3.6,1.45
T1,18/02/01,Besiktas,Adanaspor,2,1,H,0,1,A,1.2,5,9.5,1.2,4.7,9,1.2,4.33,9,1.2,4.75,10.5
