round,home_team,home_score,away_score,away_team,notes
4,Dortmund,6,3,Bayern,"(Emmerich 16, 21, 59, Brenninger 52, Assauer 57,Wosab 62 - Jung 14, 44)"
4,1. FC Köln,7,0,Schalke,"(Löhr 2, 57, 88, Rühl 53, 66, Weber 78, Simmet 90)(sent off: Nikolic (Schalke, 63))"
5,Aachen,2,0,Hamburger,"(Ferdinand 40, Martinelli 70)"
5,Duisburg,0,1,Frankfurt,(Sztani 77)
5,Nürnberg,1,0,M'gladbach,(Ferschl 70)
5,K'lautern,2,2,B'schweig,"(Windhauser 41, Hasebrink 68 - Berg 76, Maas 85)"
5,Werder,2,2,TSV 1860,"(Görts 26, Björnmose 41 - Küppers 9, 25)"
5,Stuttgart,2,0,Schalke,"(Köpper 54, Sieloff 70)"
5,Dortmund,2,0,1. FC Köln,"(Wosab 40, Emmerich 90)"
5,Bayern,3,0,Karlsruher,"(Ohlhauser 31, 83, Jung 50)"
5,Hannover,2,0,Neunkirchen,"(Siemensmeyer 45, Heynckes 88)"
6,Schalke,0,2,Werder,"(Görts 49, Björnmose 81)"
6,TSV 1860,0,3,K'lautern,"(Roggensack 62, 73, 85)"
6,B'schweig,0,3,Nürnberg,"(Brungs 30, 88, Strehl 7)"
6,M'gladbach,1,1,Duisburg,(Ackermann 12 - van Haaren 58)
6,Frankfurt,1,1,Aachen,"(Bechtold 21 - Ferdinand 36) [42 Grabowski(Frankfurt) m/pen, 65 Glenski (Neunkirchen) m/pen](sent off: Bechtold (Frankfurt, 75))"
6,Hamburger,2,3,Hannover,"(Löffler 43, U.Seeler 70 p - Löffler 45 o,Straschitz 52 p, Siemensmeyer 66)"
6,Neunkirchen,1,1,Bayern,(Gayer 52 p - Schauß 76)
6,Karlsruher,2,0,Dortmund,"(Dürrschnabel 20, C.Müller 87)"
6,1. FC Köln,2,2,Stuttgart,"(Rühl 59, Overath 70 p - Weiß 13, Huttary 23)"
7,Duisburg,2,3,B'schweig,"(Pavlic 17 p, Heidemann 82 - Dulz 18, Moll 32,Saborowski 34)[Sep 23]"
7,Aachen,0,0,M'gladbach,
7,Nürnberg,1,1,TSV 1860,(Strehl 58 - Bründl 63)
7,K'lautern,1,0,Schalke,(Rehhagel 28)
7,Werder,3,1,Stuttgart,"(Piontek 1, Görts 29, Höttges 51 p - Haug 50)"
7,Karlsruher,0,1,1. FC Köln,(Löhr 26)
7,Dortmund,6,0,Neunkirchen,"(Emmerich 3, 78, Wosab 27, 87, Kirsch 38 o,Assauer 39)"
7,Bayern,1,0,Hamburger,(Brenninger 86)
7,Hannover,2,1,Frankfurt,"(Heynckes 31, Rodekamp 87 - Huberts 20)"
8,Schalke,0,0,Nürnberg,
8,TSV 1860,0,1,Duisburg,(Budde 88)
8,B'schweig,2,0,Aachen,"(Berg 31, Gerwien 39)"
8,M'gladbach,5,1,Hannover,"(Laumen 3, 6, 9, 59, Vogts 31 - Siemensmeyer 21)"
8,Frankfurt,2,3,Bayern,"(Huberts 1, Schämer 36 - G.Müller 21, Ohlhauser 43,Roth 80)"
8,Hamburger,3,2,Dortmund,"(Giesemann 24, Schulz 65, U.Seeler 74 - Assauer 4,Emmerich 16)(sent off: Regitz (Neunkirchen, 75))"
8,Neunkirchen,3,2,Karlsruher,"(Gayer 5, 43, 59 p - Ehmann 44, 82)(sent off: Regitz (Neunkirchen, 82))"
8,1. FC Köln,1,4,Werder,"(Löhr 85 - Rupp 43, 65, Björnmose 79, Lorenz 88)[Oct 6]"
8,Stuttgart,0,1,K'lautern,(Roggensack 70)
9,Aachen,3,3,TSV 1860,"(Krott 35, 67, Pawellek 76 - Rebele 47, Grosser53 p, 73)"
9,Duisburg,1,1,Schalke,(H.Wild 14 - Pohlschmidt 74)
9,Nürnberg,5,1,Stuttgart,"(Strehl 19, 30, Volkert 57, 67, Ferschl 80 -Sieloff 60 p)"
9,K'lautern,2,2,Werder,"(Kapitulski 57 p, 81 - Björnmose 52, Görts 70)"
9,Neunkirchen,2,1,1. FC Köln,"(Linsenmaier 62, Gayer 77 - Löhr 49)"
9,Karlsruher,2,1,Hamburger,"(Giesemann 31, Ehmann 80 - Cieslarczyk 26)"
9,Dortmund,2,1,Frankfurt,"(Trimhold 85, Held 89 - Wessel 11 o)"
9,Bayern,3,1,M'gladbach,"(Ohlhauser 14, G.Müller 34, Nowak 40 - Netzer 69 p)"
9,Hannover,1,1,B'schweig,(Straschitz 59 p - Ulsaß 11)
10,Werder,0,4,Nürnberg,"(Ferschl 55, B.Schmidt 60 o, Brungs 63, Volkert 64)"
10,Stuttgart,3,0,Duisburg,"(R.Entenmann 4, W.Entenmann 5, Larsson 55)"
10,Schalke,2,1,Aachen,"(W.Kraus 15, Wittkamp 56 - Glenski 45)"
10,TSV 1860,3,1,Hannover,"(Küppers 17, Kohlars 19, 60 - Straschitz 38 p)[65 Küppers (TSV) m/pen]"
10,B'schweig,1,0,Bayern,(Maas 80)
10,M'gladbach,2,2,Dortmund,"(Laumen 41, Meyer 58 - Wosab 75, Libuda 81)"
10,Frankfurt,2,0,Karlsruher,"(Keifler 45, Grabowski 89)"
10,Hamburger,0,0,Neunkirchen,
10,1. FC Köln,5,0,K'lautern,"(Overath 15, 66 p, Löhr 28, 62, Flohe 3)(sent off: Kapitulski (K'lautern, 38))"
11,Aachen,3,2,Stuttgart,"(Hoffmann 20, 68, Glenski 47 - W.Entenmann 45,Sieloff 63)"
11,Duisburg,1,1,Werder,(H.Wild 21 - Ferner 65)
11,Nürnberg,4,1,K'lautern,"(Strehl 4, Ferschl 13, Brungs 25, 58 -Klimaschewski 85)"
11,Hamburger,3,1,1. FC Köln,"(Krämer 38, U.Seeler 47, 56 - Rühl 44)"
11,Neunkirchen,2,2,Frankfurt,"(Gayer 66, 69 - Grabowski 57, Lotz 79)"
11,Karlsruher,3,2,M'gladbach,"(Schrodt 5, 28, Zaczyk 27 - Meyer 17, 47)"
11,Dortmund,0,1,B'schweig,(Ulsaß 65)
11,Bayern,2,2,TSV 1860,"(Ohlhauser 37, Koulmann 87 - Kohlars 26, Heiß 83)"
11,Hannover,2,1,Schalke,"(Ahnefeld 32, Heynckes 43 - W.Kraus 51 p)"
12,K'lautern,0,1,Duisburg,(Pavlic 69)
12,Werder,0,1,Aachen,(Ferdinand 46)
12,Stuttgart,2,0,Hannover,"(Menne 11, Sieloff 54 p) [54 Sieloff (Stuttgart)m/pen]"
12,Schalke,0,1,Bayern,(Ohlhauser 54)
12,TSV 1860,3,0,Dortmund,"(Heiß 30, Kurrat 37 o, Küppers 54)"
12,B'schweig,1,0,Karlsruher,(Ulsaß 66)
12,M'gladbach,10,0,Neunkirchen,"(Meyer 28, 53, 66, 86, Netzer 43, 55, Wimmer50, 88, Laumen 72, 73)"
12,Frankfurt,1,1,Hamburger,(Grabowski 61 - G.Dörfel 42)
12,1. FC Köln,3,3,Nürnberg,"(Flohe 43, Rühl 63, Overath 72 p - Strehl 9,Brungs 54, Leopold 74)"
13,Aachen,1,1,K'lautern,(Kentschke 56 - Ferdinand 64)
13,Duisburg,2,0,Nürnberg,"(H.Wild 63, Pavlic 89)"
13,Frankfurt,1,2,1. FC Köln,"(Schämer 85 p - Löhr 15, 68)"
13,Hamburger,2,3,M'gladbach,"(H.Schulz 12, W.Schulz 81 - Horst 22 o, Netzer 37 p, Ackermann 40)"
13,Neunkirchen,1,2,B'schweig,"(Elfert 4, Gayer 17, Ulsaß 86)"
13,Karlsruher,0,3,TSV 1860,"(Kohlars 5, 72, 76)"
13,Dortmund,2,1,Schalke,"(Held 72, 76 - Wittkamp 61)"
13,Bayern,3,1,Stuttgart,"(Ohlhauser 62, G.Müller 74, Brenninger 87 - Köppel 64)"
13,Hannover,4,2,Werder,"(Rodekamp 21, Straschitz 43 p, Skoblar 75,Siemensmeyer 84 - Höttges 38 p, Björnmose 48)"
14,Nürnberg,4,1,Aachen,"(Brungs 2, 31, 38, Strehl 54 - Glenski 50)"
14,K'lautern,0,0,Hannover,
14,Werder,4,1,Bayern,"(Höttges 15 p, 87 p, Görts 50, 81 - G.Müller 26)[24 G.Müller (Bayern) m/pen]"
14,Stuttgart,4,1,Dortmund,"(Gress 63, 68, Köppel 14, 75 - Assauer 40)"
14,Schalke,2,0,Karlsruher,"(Wittkamp 33, W.Kraus 90)"
14,TSV 1860,5,0,Neunkirchen,"(Küppers 45, 62, H.Schmidt 39, Kohlars 84, Reich 86) [72 Bründl (TSV) m/pen]"
14,B'schweig,0,1,Hamburger,(Kurbjuhn 26) [67 Moll (B'schweig) m/pen]
14,M'gladbach,1,1,Frankfurt,(Meyer 41 - Friedrich 44)
14,1. FC Köln,3,0,Duisburg,"(Overath 6, Löhr 38, Rühl 58)"
15,Duisburg,3,0,Aachen,"(Kostedde 22, 70, Budde 55)"
15,Frankfurt,2,0,B'schweig,"(Schämer 2, Berthold 69)"
15,Hamburger,2,2,TSV 1860,"(U.Seeler 63, Kurbjuhn 67 - Küppers 56, Kohlars 68)"
15,Neunkirchen,1,5,Schalke,"(Gayer 48 - W.Kraus 87, 90, Senger 25, Wittkamp 56,Pohlschmidt 84)(sent off: Linsenmaier (Neunkirchen, 45))"
15,Karlsruher,1,4,Stuttgart,"(Herrmann 5 - Köppel 14, 31, Handschuh 21, 50)"
15,Dortmund,1,1,Werder,(Weber 23 - Görts 34)
15,Bayern,4,1,K'lautern,"(Beckenbauer 26, 90, Koulmann 76, Brenninger 84 -Kentschke 6)"
15,Hannover,1,1,Nürnberg,(Polusen 55 - Starek 66)
15,1. FC Köln,2,5,M'gladbach,"(Löhr 32, Simmet 89 - Meyer 65. 67, Wimmer 35, 87,Netzer 85 p)"
16,Aachen,4,2,1. FC Köln,"(Ferdinand 5, 76, Gronen 8, Krott 56 - Löhr 25, 33)"
16,Duisburg,1,2,Hannover,"(van Haaren 75 - Bandura 23, Straschitz 29)"
16,Nürnberg,7,3,Bayern,"(Brungs 37, 51, 57, 62, 74, Strehl 26, Volkert 27 -G.Müller 72, Brenninger 77, 89)"
16,K'lautern,2,2,Dortmund,"(Hasebrink 15, Windhausen 27 - Wosab 5, Trimhold 74)"
16,Werder,6,1,Karlsruher,"(Görts 17, 44, 47, Höttges 24 p, Zebrowski 39,Piontek 60 - Hausser 49)"
16,Schalke,3,0,Hamburger,"(W.Kraus 19, 43, Wittkamp 20)"
16,TSV 1860,5,0,Frankfurt,"(Küppers 54 p, 65 p, 78, Kohlars 59, 69)"
16,B'schweig,2,1,M'gladbach,"(Gerwien 30, Berg 52 - Laumen 81)"
17,M'gladbach,1,1,TSV 1860,(Ackermann 87 - H.Schmidt 51)
17,Frankfurt,2,2,Schalke,"(Bechtold 11, 83 - Neuser 21, Wittkamp 52)"
17,Hamburger,1,1,Stuttgart,(Krämer 73 - Köppel 49)
17,Neunkirchen,0,0,Werder,
17,Karlsruher,2,2,K'lautern,"(Dürrschnabel 15, Zaczyk 65 - Hasebrink 43,Roggensack 70) [47 Klimaschewski (K'lautern) m/pen]"
17,Dortmund,1,2,Nürnberg,"(Held 74 - Brungs 47, Cebinac 55)"
17,Bayern,0,4,Duisburg,"(Gecks 35, 72, Kostedde 15, Lehmann 27)(sent off: M.Müller (Duisburg, 65))"
17,Hannover,1,1,Aachen,(Gräber 84 - Groner 41)
17,1. FC Köln,1,0,B'schweig,(Thielen 61)[Dec 16]
17,Stuttgart,2,1,Neunkirchen,"(Weidmann 38, Ertz 54 o - Seebauer 43)(sent off: Seebauer (Neunkirchen, 60))"
18,M'gladbach,1,6,Schalke,"(Netzer 63 - Wittkamp 39, 57, Erlhoff 40,Pohlschmidt 49, 84, W.Kraus 52 p)"
18,Hamburger,2,1,Werder,"(Hönig 35, 52 - Rupp 67)"
18,Neunkirchen,2,1,K'lautern,"(Lang 13, G.Kuntz 84 - Kapitulski 72)"
18,Karlsruher,1,1,Nürnberg,(C.Müller 67 - Volkert 83)
18,Dortmund,4,3,Duisburg,"(Emmerich 5, 14, 37, Wosab 4 - Gecks 39,Heidemann 67, H.Wild 72)"
18,Bayern,4,1,Aachen,"(G.Müller 10, 33, 52, Ohlhauser 77 - Hermandung 34)"
18,1. FC Köln,2,1,Hannover,"(Löhr 25, Simmet 72 - Irtel 48)(sent off: Bandura (Hannover, 82))"
19,Aachen,3,0,Dortmund,"(Hermandung 26, Ferdinand 49, Glenski 68)"
19,Duisburg,2,1,Karlsruher,"(Gecks 32, Kostedde 44 - Weidlandt 70)"
19,Nürnberg,3,0,Neunkirchen,"(Brungs 50, 89, Heinz Müller 64)"
19,Werder,2,0,Frankfurt,"(Görts 42, Rupp 45)"
19,Stuttgart,1,3,M'gladbach,"(Köppel 37 - Ackermann 16, Wimmer 18, Laumen 21)"
19,Schalke,0,2,B'schweig,"(Gerwien 61, Ulsaß 74)"
19,TSV 1860,0,1,1. FC Köln,(Löhr 3)
19,Hannover,2,1,Bayern,"(Rodekamp 6, Poulsen 57 - G.Müller 89)"
20,TSV 1860,1,2,Schalke,"(Heiß 59 - Neuser 57, Erlhoff 78) [41 W.Kraus(Schalke) m/pen]"
20,B'schweig,2,1,Stuttgart,"(Ulsaß 13, 66 - Sieloff 38)"
20,M'gladbach,3,1,Werder,"(Laumen 6, 48, Vogts 72 - Zebrowski 27)"
20,Frankfurt,5,2,K'lautern,"(Lotz 3, Bechtold 6, Schämer 31 p, Solz 68,Friedrich 78 - Kentschke 84, Roggensack 87)"
20,Hamburger,3,1,Nürnberg,"(H.Schulz 7, Hönig 17, Krämer 69 - Volkert 51)(sent off: Schüll (Nürnberg, 67))"
20,Neunkirchen,2,1,Duisburg,"(Lang 14, 27 - Heidemann 75)"
20,Karlsruher,2,4,Aachen,"(Herrmann 21, 82 - Glenski 23, Ferdinand 55,Klostermann 62, Hoffmann 73 p) [34 Heusser(Karlsruher) m/pen]"
20,Dortmund,3,1,Hannover,"(Emmerich 4, 62, Paul 41 p - Bandura 85)"
20,1. FC Köln,3,3,Bayern,"(Löhr 40, 75 p, Rühl 45 - Koulmann 15, 25,G.Müller 56 p)"
21,Aachen,5,1,Neunkirchen,"(Ferdinand 16, 27, Glenski 76, 86, Klostermann61 - Linsenmaier 72)"
21,Duisburg,1,2,Hamburger,"(van Haaren 53 - G.Dörfel 47, U.Seeler 66)"
21,Nürnberg,0,2,Frankfurt,"(Solz 22, Huberts 57)"
21,K'lautern,0,1,M'gladbach,(Ackermann 78)
21,Werder,3,2,B'schweig,"(Danielsen 21, Ferner 65, Görts 68 - Ulsaß 42,Elfert 82)"
21,Stuttgart,2,1,TSV 1860,"(Handschuh 31, Köppel 60 - Küppers 70)"
21,Schalke,1,1,1. FC Köln,"(Wittkamp 17, Löhr 44)"
21,Hannover,2,0,Karlsruher,"(Heynckes 47, Straschitz 90 p)"
22,Schalke,2,1,Stuttgart,"(Pohlschmidt 29, 53 p - Köppel 24)"
22,TSV 1860,1,3,Werder,"(Zeiser 15 - Görts 20, Höttges 25 p, Björnmose 75)"
22,B'schweig,1,0,K'lautern,(Ulsaß 81)
22,M'gladbach,1,1,Nürnberg,(Laumen 79 - Brungs 21)
22,Frankfurt,3,2,Duisburg,"(Lotz 36, Friedrich 50, Solz 87 - Lehmann 46,Budde 62)"
22,Hamburger,5,1,Aachen,"(U.Seeler 82, 90, G.Dörfel 31, H.Schulz 63, Hellfritz 74 - Bechmann 55)"
22,Neunkirchen,3,1,Hannover,"(Leist 37 p, Ulm 61, G.Kuntz 63 - Skoblar 85)"
22,Karlsruher,0,2,Bayern,"(Ohlhauser 80, G.Müller 82)"
22,1. FC Köln,3,0,Dortmund,"(Löhr 62, Rühl 73, Jendrossek 83) [22 Löhr(Köln) m/pen]"
23,Aachen,2,1,Frankfurt,"(Bechmann 19, Klostermann 32 - Bechtold 75)"
23,Duisburg,2,2,M'gladbach,"(Budde 50, 51 - Laumen 31, Wimmer 44)"
23,Nürnberg,3,1,B'schweig,"(Volkert 77, 79, Cebinac 51 - Maas 40)"
23,K'lautern,0,0,TSV 1860,
23,Werder,2,0,Schalke,"(Görts 26, Danielsen 50)"
23,Stuttgart,2,0,1. FC Köln,"(Gress 4, Handshuch 27)"
23,Dortmund,5,0,Karlsruher,"(Emmerich 35, 62, Neuberger 25, 86, Trimhold 90)"
23,Bayern,4,0,Neunkirchen,"(Ohlhauser 72, 82, G.Müller 23, Beckenbauer 78)"
23,Hannover,2,2,Hamburger,"(G.Dörfel 38, Skoblar 58 - Hönig 15, Siemensmeyer 56)[Feb 24]"
23,K'lautern,3,3,Hamburger,"(Hasebrink 2, 26, 90 - Hönig 37, U.Seeler 81,Krämer 84)"
24,Stuttgart,0,3,Werder,"(Danielsen 30, Görts 51, Björnmose 63)"
24,Schalke,2,1,K'lautern,"(Pohlschmidt 37, Neuser 69 - Klimaschewski 84)"
24,TSV 1860,1,2,Nürnberg,"(Grosser 82 p - Starek 44, Strehl 77)"
24,B'schweig,3,0,Duisburg,"(Grzyb 16, Moll 32, Maas 60)"
24,M'gladbach,3,0,Aachen,"(Vogts 6, Laumen 41, Dietrich 65)"
24,Frankfurt,3,0,Hannover,"(Bechtold 33, Huberts 73, Bronnert 83)"
24,Hamburger,2,1,Bayern,"(G.Dörfel 20, U.Seeler 61 - Roth 75)"
24,Neunkirchen,3,2,Dortmund,"(Linsenmaier 15, Leist 72 p, Gayer 76 - Assauer 63,Wosab 74)"
24,1. FC Köln,4,0,Karlsruher,"(Löhr 32, 50, Rühl 77, Hornig 82)(sent off: Ehmann (Karlsruher, 55))"
25,Aachen,2,1,B'schweig,"(Ferdinand 55, Bechmann 74 - Moll 42)"
25,Duisburg,2,1,TSV 1860,"(Pavlic 18, Budde 44 - Grosser 77) [15 Grosser(TSV) m/pen]"
25,Nürnberg,2,3,Schalke,"(Strehl 17, Starek 28 - Wittkamp 43, 82,Pohlschmidt 27)"
25,K'lautern,2,0,Stuttgart,"(Roggensack 55, Kapitulski 69) [35 Roggensack(K'lautern) m/pen]"
25,Werder,3,1,1. FC Köln,"(Björnmose 10, Danielsen 42, Rupp 62 - Pott 75 p)"
25,Karlsruher,5,1,Neunkirchen,"(Dobat 5, 16, 72, Zaczyk 15, C.Müller 26 - Leist 86 p)"
25,Dortmund,2,2,Hamburger,"(Libuda 6, Neuberger 53 - Krämer 59, Hönig 61)"
25,Bayern,3,0,Frankfurt,"(G.Müller 70, 74, Jung 78)"
25,Hannover,1,1,M'gladbach,(Rodekamp 29 - Vogts 70) [60 Skoblar (Hannover)m/pen]
26,Werder,2,1,K'lautern,"(Piontek 3, Ferner 63 - Kapitulski 80)"
26,Stuttgart,1,1,Nürnberg,(Larsson 4 - Strehl 27 p) [31 Hoffmann (Stuttgart)m/pen]
26,Schalke,0,3,Duisburg,"(Gecks 26, Budde 34, H.Wild 54)"
26,TSV 1860,6,0,Aachen,"(Kohlars 30, 83, Bründl 63, 88, Rebele 10,Grosser 37)"
26,B'schweig,0,1,Hannover,(Rodekamp 61)
26,M'gladbach,1,1,Bayern,(Netzer 39 p - G.Müller 31)
26,Frankfurt,4,1,Dortmund,"(Nickel 5, 88, Huberts 7, Friedrich 80 - Trimhold 25)"
26,Hamburger,0,0,Karlsruher,
26,1. FC Köln,2,1,Neunkirchen,"(Löhr 44, Thielen 89 - Linsenmaier 86)"
27,Aachen,2,1,Schalke,"(Krott 22, Ferdinand 62 - Blechinger 54)"
27,Duisburg,3,3,Stuttgart,"(Budde 15, Heidemann 34, Gecks 41 - Handschuh 25,Menne 50, Huttary 64)"
27,Nürnberg,0,0,Werder,
27,K'lautern,2,1,1. FC Köln,"(Kapitulski 75 p, 80 - Löhr 48)"
27,Neunkirchen,0,3,Hamburger,"(Hönig 14, 33, Libuda 87)"
27,Karlsruher,0,1,Frankfurt,(Racky 58)
27,Dortmund,3,1,M'gladbach,"(Kurrat 36, Peehs 62, Emmerich 77 - Vogts 5)[36 Kurrat (Dortmund) m/pen]"
27,Bayern,3,0,B'schweig,"(Ohlhauser 53, 84, G.Müller 88)"
27,Hannover,1,2,TSV 1860,"(Gräber 87 - Bründl 72, 76 p)"
28,K'lautern,1,0,Nürnberg,(Kentschke 25)
28,Werder,3,3,Duisburg,"(Piontek 9, W.Kremer 27, Höttges 83 p - H.Wild 65, 68, Steinmann 79)"
28,Stuttgart,4,1,Aachen,"(Larsson 20 p, Handschuh 53, Köppel 55, 79 -Glenski 70)"
28,Schalke,1,1,Hannover,(Slomiany 72 - Skoblar 30)
28,TSV 1860,3,2,Bayern,"(Heiß 17, Perusic 28, Bründl 58 - Roth 75, G.Müller 77)"
28,B'schweig,2,0,Dortmund,"(Elfert 51, Dulz 59)"
28,M'gladbach,0,0,Karlsruher,
28,Frankfurt,4,1,Neunkirchen,"(Bechtold 38, 68, Friedrich 63, Lotz 69 - Linsenmaier 10)"
28,1. FC Köln,2,1,Hamburger,"(Rühl 63, 68 - U.Seeler 87) [7 Overath (Köln)m/pen][Apr 2]"
28,Bayern,2,0,Dortmund,"(G.Müller 24, 44)[Apr 3]"
28,B'schweig,0,1,TSV 1860,(Kohlars 81)
28,Frankfurt,4,0,Stuttgart,"(Bechtold 29, 64, Nickel 11, Blusch 69)"
29,Aachen,1,1,Werder,(Ferdinand 25 - Rupp 63)[Apr 6]
29,Duisburg,7,0,K'lautern,"(H.Wild 17, 74, 78, Budde 3, 47, W.Kremer 18,van Haaren 35)"
29,Nürnberg,2,1,1. FC Köln,"(Volkert 30, Starek 47 - Rühl 50)"
29,Hamburger,0,1,Frankfurt,(Friedrich 60)
29,Neunkirchen,0,3,M'gladbach,"(Laumen 7, Netzer 60, 76 p)"
29,Karlsruher,1,2,B'schweig,"(C.Müller 15 - W.Schmidt 28, Moll 85)"
29,Dortmund,0,0,TSV 1860,
29,Bayern,2,0,Schalke,"(Ohlhauser 62, Brenninger 75)"
29,Hannover,2,1,Stuttgart,"(Skoblar 15, Heynckes 87 - Haug 34)"
30,Nürnberg,4,1,Duisburg,"(Brungs 14, 32, Strehl 7, van Haaren 2 o - Heidemann 82)"
30,K'lautern,1,0,Aachen,(Windhausen 23)
30,Werder,1,0,Hannover,(Schütz 86)
30,Stuttgart,3,0,Bayern,"(Gress 15, Haug 71, Handschuh 78)"
30,Schalke,1,0,Dortmund,(Pohlschmidt 17)
30,TSV 1860,3,0,Karlsruher,"(Kohlars 38, Heiß 39, Brunnenmeier 58)"
30,B'schweig,4,2,Neunkirchen,"(Moll 38, Polywka 40, W.Schmidt 51, Ulsaß 76 p -Gayer 57 p, Linsenmaier 90)"
30,M'gladbach,4,1,Hamburger,"(Laumen 45, 64, Pöggeler 71, Vogts 75 - Krämer 89)"
30,1. FC Köln,5,1,Frankfurt,"(Overath 13, Jendrossek 37, Flohe 44, 56, Löhr 90 -Hölzenbein 77)"
31,Duisburg,3,2,1. FC Köln,"(W.Kremer 44, 65, Budde 66 - Overath 77, Weber 87)[Apr 27]"
31,Aachen,2,0,Nürnberg,"(Krott 34, Hoffmann 39 p)"
31,Frankfurt,3,1,M'gladbach,"(Friedrich 66, Huberts 82, Schämer 87 - Wimmer 41)"
31,Hamburger,0,0,B'schweig,
31,Neunkirchen,1,0,TSV 1860,(Gayer 41 p)
31,Karlsruher,1,0,Schalke,(C.Müller 76)
31,Dortmund,2,1,Stuttgart,"(Wosab 78, 82 - Handschuh 38)"
31,Bayern,2,3,Werder,"(Ohlhauser 46, 62 - Danielsen 16, Steinmann 84,Lorenz 90)"
31,Hannover,2,0,K'lautern,"(Skoblar 27, 41)"
32,Aachen,4,4,Duisburg,"(Krott 7, 84, Ferdinand 9, Klostermann 23 - Pavlic13, Gecks 22, Budde 60, 90)"
32,Nürnberg,2,1,Hannover,"(Brungs 41, Laszig 71 o - Siemensmeyer 57)"
32,K'lautern,2,2,Bayern,"(Roggensack 30, Windhausen 50 - Brenninger 43,Koulmann 70)"
32,Werder,2,1,Dortmund,"(Rupp 46, Lorenz 76 - Held 39)"
32,Stuttgart,3,2,Karlsruher,"(Weidmann 13, Gress 53, Handschuh 89 - Slatina 14,Schrodt 84)"
32,Schalke,2,0,Neunkirchen,"(Pohlschmidt 32, Wittkamp 70) [69 Gayer(Neunkirchen) m/pen]"
32,TSV 1860,0,1,Hamburger,(G.Dörfel 48)
32,B'schweig,0,0,Frankfurt,
32,M'gladbach,1,0,1. FC Köln,(Netzer 23 p)
33,M'gladbach,2,0,B'schweig,"(Netzer 9, E.Kremers 83)"
33,Frankfurt,2,1,TSV 1860,"(Friedrich 25, Hölzenbein 26 - Heiß 45)"
