Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,GBH,GBD,GBA,IWH,IWD,IWA,SBH,SBD,SBA,SYH,SYD,SYA,WHH,WHD,WHA,,
T1,22/09/01,Galatasaray,Fenerbahce,2,0,H,0,0,D,,,,2.1,2.9,2.9,2.1,3,3,,,,1.9,3.2,3.5,,
T1,23/09/01,Ankaragucu,Besiktas,3,4,A,1,2,A,,,,2.35,3,2.35,2.8,3.2,2.1,,,,2.5,3.1,2.4,,
T1,23/09/01,Istanbulspor,Trabzonspor,2,1,H,1,1,D,,,,2.2,2.9,2.7,2.4,3,2.5,,,,2.4,3.1,2.5,,
T1,23/09/01,Rizespor,Antalyaspor,1,1,D,0,0,D,,,,1.6,3.2,4.2,1.7,3.25,4,,,,1.6,3.5,4.3,,
T1,23/09/01,Yozgatspor,Genclerbirligi,0,2,A,0,1,A,,,,2.1,2.9,2.9,2,3,3.2,,,,1.8,3.4,3.4,,
T1,28/09/01,Trabzonspor,Ankaragucu,2,2,D,2,2,D,,,,1.5,3.4,4.7,1.6,3.5,4.2,,,,1.45,3.75,5.5,,
T1,29/09/01,Diyarbakirspor,Samsunspor,1,1,D,1,0,H,,,,2.2,3,2.6,,,,,,,2.25,3.4,2.5,,
T1,29/09/01,Fenerbahce,Denizlispor,2,1,H,1,0,H,,,,1.3,4,7,1.3,4.33,7,1.25,4.5,10,1.25,4.5,8.5,,
T1,29/09/01,Malatyaspor,Rizespor,2,1,H,1,0,H,,,,2.7,3.2,2,3.25,3.2,1.9,3,3.2,2.1,3.45,3.4,1.8,,
T1,30/09/01,Besiktas,Kocaelispor,4,2,H,3,0,H,,,,1.45,3.5,5,1.6,3.5,4.2,1.5,3.6,5.5,1.55,3.5,4.8,,
T1,30/09/01,Bursaspor,Istanbulspor,1,2,A,1,1,D,,,,2.7,2.9,2.2,2.4,3.1,2.5,2.4,3.2,2.5,2.4,3.3,2.4,,
T1,30/09/01,Gaziantepspor,Antalyaspor,2,3,A,1,0,H,,,,1.4,3.6,5.5,1.5,3.4,5.5,1.44,3.75,7,1.5,3.7,5,,
T1,30/09/01,Genclerbirligi,Galatasaray,1,3,A,1,1,D,,,,3.1,3,1.9,3.5,3.4,1.8,4,3.4,1.73,3.45,3.4,1.8,,
T1,30/09/01,Goztep,Yozgatspor,0,0,D,0,0,D,,,,1.7,3.1,3.8,1.9,3.2,3.25,,,,1.7,3.5,3.75,,
T1,10/10/01,Diyarbakirspor,Gaziantepspor,2,3,A,1,3,A,,,,2.8,3,2.1,,,,,,,2.4,3.25,2.4,,
T1,10/10/01,Samsunspor,Besiktas,2,1,H,0,0,D,,,,,,,,,,,,,,,,,
T1,12/10/01,Galatasaray,Goztep,4,1,H,2,1,H,,,,1.3,4,7,,,,,,,1.3,4.25,7.5,,
T1,13/10/01,Ankaragucu,Bursaspor,0,1,A,0,0,D,,,,1.65,3.2,3.8,,,,1.73,3.4,4,1.7,3.3,4.1,,
T1,13/10/01,Antalyaspor,Malatyaspor,2,1,H,1,0,H,,,,1.45,3.5,5,,,,1.53,3.6,5,1.5,3.5,5.4,,
T1,13/10/01,Denizlispor,Genclerbirligi,4,1,H,1,0,H,,,,2.1,3,2.8,,,,,,,2.25,3.15,2.65,,
T1,13/10/01,Kocaelispor,Trabzonspor,1,0,H,0,0,D,,,,2.3,3,2.4,,,,2.2,3.25,2.75,2.1,3.2,2.85,,
T1,14/10/01,Gaziantepspor,Samsunspor,1,0,H,0,0,D,,,,1.75,3.1,3.6,,,,,,,1.8,3.3,3.55,,
T1,14/10/01,Istanbulspor,Diyarbakirspor,1,0,H,1,0,H,,,,1.35,3.8,6.2,,,,1.4,3.75,7,1.45,3.55,6,,
T1,14/10/01,Rizespor,Fenerbahce,1,2,A,1,0,H,,,,2.9,3,2,,,,3.5,3.4,1.83,3.25,3.3,1.9,,
T1,14/10/01,Yozgatspor,Besiktas,1,3,A,1,0,H,,,,3.3,3,1.85,,,,3,3.2,2.1,2.8,3.2,2.15,,
T1,19/10/01,Diyarbakirspor,Ankaragucu,2,1,H,1,0,H,2.25,3.2,2.65,2.2,3,2.6,,,,,,,2.2,3.25,2.65,,
T1,20/10/01,Fenerbahce,Antalyaspor,3,2,H,2,1,H,1.25,4.65,8.7,1.2,4.7,9,,,,,,,1.25,4.75,9,,
T1,20/10/01,Gaziantepspor,Malatyaspor,1,0,H,1,0,H,1.38,3.9,6.65,1.4,3.6,5.5,,,,,,,1.35,4,7.5,,
T1,20/10/01,Istanbulspor,Samsunspor,0,1,A,0,1,A,1.55,3.5,4.9,1.5,3.4,4.7,,,,,,,1.55,3.5,4.8,,
T1,20/10/01,Trabzonspor,Yozgatspor,2,0,H,1,0,H,1.5,3.6,5.25,1.4,3.6,5.5,,,,,,,1.55,3.5,4.8,,
T1,21/10/01,Besiktas,Galatasaray,2,2,D,2,0,H,2.45,3,2.55,2.4,2.9,2.4,,,,,,,2.4,3.1,2.6,,
T1,21/10/01,Bursaspor,Kocaelispor,2,1,H,1,0,H,2.3,3.2,2.6,2.2,3,2.6,,,,,,,2.15,3.2,2.8,,
T1,21/10/01,Genclerbirligi,Rizespor,2,2,D,1,1,D,1.85,3.3,3.45,1.8,3,3.5,,,,,,,1.8,3.25,3.65,,
T1,21/10/01,Goztep,Denizlispor,1,1,D,0,0,D,1.8,3.2,3.8,1.8,3,3.5,,,,,,,1.85,3.25,3.45,,
T1,26/10/01,Kocaelispor,Diyarbakirspor,3,1,H,1,0,H,1.4,3.9,6,1.45,3.5,5,,,,,,,1.45,3.5,6.1,,
T1,27/10/01,Galatasaray,Trabzonspor,3,1,H,2,1,H,1.4,3.85,6.25,1.4,3.6,5.5,1.4,3.75,6,1.36,4,7,1.55,3.5,4.8,,
T1,27/10/01,Malatyaspor,Fenerbahce,1,3,A,0,1,A,6.75,4,1.35,5,3.5,1.45,5.5,3.6,1.44,6.5,4,1.4,5.25,3.55,1.5,,
T1,27/10/01,Rizespor,Goztep,0,0,D,0,0,D,2.1,3.1,2.95,2,2.9,3,2,3.2,3,,,,2,3.2,3.1,,
T1,27/10/01,Yozgatspor,Bursaspor,3,4,A,1,2,A,2.1,3.1,2.95,1.9,3,3.1,2.2,3.25,2.6,,,,2.25,3.2,2.65,,
T1,28/10/01,Ankaragucu,Samsunspor,2,0,H,0,0,D,2.05,3.2,3.1,1.8,3,3.5,2.25,3.2,2.6,,,,2.15,3.25,2.75,,
T1,28/10/01,Antalyaspor,Genclerbirligi,2,2,D,0,1,A,2.1,3.05,3,2.1,2.9,2.9,2.1,3.25,2.8,,,,2.2,3.2,2.7,,
T1,28/10/01,Denizlispor,Besiktas,3,3,D,2,1,H,3.1,3.1,2.05,3,2.9,2,3,3.2,2,,,,2.7,3.2,2.2,,
T1,28/10/01,Istanbulspor,Gaziantepspor,0,1,A,0,0,D,1.8,3.3,3.6,2.1,2.9,2.9,2,3.2,3,1.8,3.25,3.75,2.1,3.2,2.85,,
T1,02/11/01,Bursaspor,Galatasaray,5,0,H,2,0,H,3.95,3.25,1.75,3.6,3.2,1.7,3.6,3.4,1.75,3.75,3.25,1.8,3,3.3,2,,
T1,03/11/01,Besiktas,Rizespor,2,1,H,0,0,D,1.35,4,7,1.35,3.8,6.2,1.33,4,7,1.36,4,7,1.35,4,7,,
T1,03/11/01,Genclerbirligi,Malatyaspor,1,2,A,0,0,D,1.4,3.8,6.5,1.4,3.6,5.5,1.33,4.2,6.5,1.4,3.75,7,1.4,3.75,6.5,,
T1,03/11/01,Istanbulspor,Ankaragucu,1,2,A,1,2,A,1.78,3.4,3.5,1.75,3.2,3.4,1.8,3.25,3.6,1.62,3.5,4.5,1.85,3.35,3.35,,
T1,03/11/01,Kocaelispor,Samsunspor,0,1,A,0,0,D,1.7,3.25,4.1,1.6,3.3,4,,,,,,,1.6,3.6,4.7,,
T1,04/11/01,Diyarbakirspor,Yozgatspor,1,1,D,1,1,D,1.85,3.25,3.5,2,3,2.9,,,,1.9,3.25,3.4,1.9,3.4,3.2,,
T1,04/11/01,Gaziantepspor,Fenerbahce,0,2,A,0,1,A,2.5,3.1,2.45,2.35,3,2.35,2.6,3.25,2.2,2.38,3.25,2.5,2.5,3.25,2.35,,
T1,04/11/01,Goztep,Antalyaspor,0,0,D,0,0,D,1.8,3.3,3.65,1.75,3.1,3.6,1.7,3.3,4,,,,1.8,3.4,3.5,,
T1,04/11/01,Trabzonspor,Denizlispor,2,2,D,2,0,H,1.57,3.4,5,1.5,3.4,4.7,1.53,3.75,4.5,1.53,3.6,5,1.65,3.45,4.1,,
T1,16/11/01,Antalyaspor,Besiktas,1,4,A,1,1,D,3.1,3.1,2.05,3.2,2.9,1.9,2.8,3.2,2.1,,,,3,3.25,2,,
T1,17/11/01,Ankaragucu,Gaziantepspor,1,1,D,0,0,D,2.4,3.1,2.55,2.35,3,2.35,2.4,3.2,2.4,,,,2.25,3.25,2.6,,
T1,17/11/01,Galatasaray,Diyarbakirspor,5,1,H,2,0,H,1.15,5.5,12,1.15,5.5,11,,,,1.17,5.5,11,1.25,4.5,9,,
T1,17/11/01,Rizespor,Trabzonspor,1,1,D,1,0,H,2.45,3.1,2.5,2.35,3,2.35,2.4,3.2,2.4,,,,2.4,3.3,2.4,,
T1,17/11/01,Yozgatspor,Samsunspor,2,0,H,1,0,H,2.45,3.1,2.5,2.1,3,2.8,2.4,3.2,2.4,,,,2.3,3.3,2.5,,
T1,18/11/01,Denizlispor,Bursaspor,0,0,D,0,0,D,2.2,3.2,2.75,2,3,2.9,2.1,3.2,2.8,2.2,3.2,2.8,2.1,3.3,2.8,,
T1,18/11/01,Fenerbahce,Genclerbirligi,2,0,H,0,0,D,1.27,4.5,7.9,1.25,4.3,8,1.25,4.5,9,1.25,4.5,10,1.25,4.5,9,,
T1,18/11/01,Kocaelispor,Istanbulspor,2,0,H,0,0,D,1.9,3.2,3.4,1.8,3,3.5,1.85,3.25,3.4,1.91,3.25,3.4,1.85,3.3,3.4,,
T1,18/11/01,Malatyaspor,Goztep,3,1,H,2,1,H,2.5,3.25,2.35,2.6,3,2.2,2.4,3.2,2.4,,,,2.35,3.25,2.5,,
T1,23/11/01,Goztep,Fenerbahce,0,5,A,0,3,A,3.6,3.3,1.8,3.5,3,1.8,3.75,3.4,1.75,,,,3.75,3.5,1.7,,
T1,24/11/01,Diyarbakirspor,Denizlispor,3,0,H,1,0,H,2.26,3.05,2.75,2.3,2.9,2.5,2.3,3.2,2.6,,,,2.2,3.2,2.7,,
T1,24/11/01,Galatasaray,Samsunspor,2,0,H,2,0,H,1.72,3.3,4,1.6,3.3,4,1.8,3.2,3.8,,,,1.8,3.4,3.5,,
T1,24/11/01,Istanbulspor,Yozgatspor,2,0,H,1,0,H,1.63,3.5,4.3,1.8,3,3.5,1.7,3.5,3.8,,,,1.7,3.5,3.8,,
T1,24/11/01,Trabzonspor,Antalyaspor,2,0,H,0,0,D,1.52,3.5,5.25,1.45,3.5,5,1.57,3.3,5,,,,1.55,3.6,4.7,,
T1,25/11/01,Ankaragucu,Kocaelispor,2,0,H,1,0,H,2.25,3.15,2.7,2.2,3,2.6,2.3,3.2,2.6,,,,2.25,3.25,2.6,,
T1,25/11/01,Besiktas,Malatyaspor,3,1,H,1,1,D,1.15,5.75,11.5,1.15,5.5,11,1.15,5.5,12,,,,1.2,5.25,9,,
T1,25/11/01,Bursaspor,Rizespor,1,0,H,1,0,H,1.57,3.4,5,1.65,3.2,3.9,1.62,3.5,4.33,,,,1.5,3.5,5.5,,
T1,25/11/01,Gaziantepspor,Genclerbirligi,5,0,H,3,0,H,1.2,5,10,1.2,4.7,9,1.2,5,10,,,,1.25,4.6,8.5,,
T1,30/11/01,Galatasaray,Istanbulspor,4,1,H,1,0,H,1.3,4.2,8,1.45,3.5,5,1.36,3.75,7,1.36,4,7,1.4,3.7,6.5,,
T1,01/12/01,Denizlispor,Samsunspor,4,1,H,3,0,H,1.95,3.1,3.35,1.8,3,3.5,2.05,3.2,3,,,,2.05,3.2,3,,
T1,01/12/01,Kocaelispor,Gaziantepspor,0,0,D,0,0,D,1.97,3.1,3.3,2.1,3,2.8,1.9,3.25,3.3,1.91,3.25,3.4,1.85,3.25,3.45,,
T1,01/12/01,Rizespor,Diyarbakirspor,2,0,H,0,0,D,1.83,3.2,3.65,1.8,3,3.5,1.8,3.2,3.75,1.8,3.4,3.6,1.8,3.25,3.65,,
T1,01/12/01,Yozgatspor,Ankaragucu,0,2,A,0,1,A,2.25,3.1,2.75,2.3,3,2.4,2.25,3.25,2.6,2.2,3.2,2.8,2.3,3.25,2.5,,
T1,02/12/01,Antalyaspor,Bursaspor,3,0,H,2,0,H,2.35,3,2.65,2.2,3,2.6,2.3,3.2,2.6,2.3,3.2,2.62,2.4,3.2,2.45,,
T1,02/12/01,Fenerbahce,Besiktas,1,2,A,0,0,D,1.85,3.25,3.5,2,3,3.3,1.85,3.3,3.4,1.8,3.25,3.75,1.8,3.3,3.75,,
T1,02/12/01,Genclerbirligi,Goztep,0,1,A,0,0,D,1.9,3.2,3.4,2,2.9,3,1.85,3.25,3.5,,,,1.85,3.25,3.5,,
T1,02/12/01,Malatyaspor,Trabzonspor,1,0,H,0,0,D,2.8,3.1,2.2,3.6,3.1,1.75,2.9,3.2,2.1,2.8,3.4,2.1,2.6,3.25,2.25,,
T1,07/12/01,Besiktas,Genclerbirligi,1,0,H,1,0,H,1.25,4.5,9,1.2,4.7,9,1.29,4.5,7.5,,,,1.3,4.75,6.5,,
T1,08/12/01,Bursaspor,Malatyaspor,1,0,H,1,0,H,1.4,3.8,6.35,1.4,3.6,5.5,1.4,3.6,7,1.4,4,6.5,1.4,4,5.8,,
T1,08/12/01,Goztep,Gaziantepspor,1,3,A,1,1,D,2.75,3.25,2.2,2.4,2.9,2.4,2.4,3.1,2.5,,,,,,,,
T1,08/12/01,Istanbulspor,Denizlispor,1,1,D,1,1,D,1.7,3.4,3.95,1.8,3,3.5,1.7,3.2,4.2,1.67,3.4,4.33,1.8,3.35,3.55,,
T1,08/12/01,Trabzonspor,Fenerbahce,2,1,H,1,0,H,2.7,3.1,2.25,2.8,3,2.1,2.7,3.25,2.2,2.7,3.2,2.25,2.6,3.25,2.25,,
T1,09/12/01,Ankaragucu,Galatasaray,2,1,H,1,0,H,3.65,3.3,1.8,3.4,3.2,1.85,3.5,3.25,1.8,3.5,3.4,1.83,3.15,3.25,1.95,,
T1,09/12/01,Diyarbakirspor,Antalyaspor,3,1,H,1,0,H,2.05,3.1,3.1,1.9,3,3.1,2,3.2,3.1,2,3.2,3.2,2.05,3.3,2.9,,
T1,09/12/01,Rizespor,Samsunspor,1,0,H,0,0,D,2.08,3.2,3,1.85,3,3.3,2.15,3.2,2.8,,,,2.05,3.25,2.95,,
T1,09/12/01,Yozgatspor,Kocaelispor,4,0,H,0,0,D,2.4,3.15,2.5,2.3,3,2.4,2.3,3.2,2.6,2.4,3.4,2.4,2.3,3.25,2.55,,
T1,14/12/01,Fenerbahce,Bursaspor,3,1,H,2,1,H,1.3,4.1,8.25,1.3,4.2,8,1.33,4.2,7,,,,1.45,3.6,6,,
T1,15/12/01,Antalyaspor,Samsunspor,1,1,D,1,1,D,2.1,3.1,3,1.9,3,3.1,2,3.3,3,,,,2,3.3,3,,
T1,15/12/01,Denizlispor,Ankaragucu,3,4,A,1,4,A,2.15,3.1,2.9,2.3,3,2.4,2.2,3.2,2.7,,,,2.25,3.2,2.65,,
T1,15/12/01,Gaziantepspor,Yozgatspor,3,2,H,2,0,H,1.45,3.7,5.8,1.4,3.6,5.5,1.5,3.6,5,,,,1.45,3.6,6,,
T1,15/12/01,Goztep,Besiktas,0,6,A,0,3,A,4.1,3.3,1.7,3.5,3,1.8,3.8,3.3,1.75,,,,3.8,3.3,1.75,,
T1,16/12/01,Genclerbirligi,Trabzonspor,1,1,D,0,0,D,2.6,3,2.4,2.4,3,2.3,2.4,3.3,2.4,,,,2.4,3.3,2.4,,
T1,16/12/01,Malatyaspor,Diyarbakirspor,1,3,A,0,2,A,1.85,3.2,3.55,1.8,3,3.5,2,3.3,3,,,,1.9,3.3,3.25,,
T1,16/12/01,Rizespor,Istanbulspor,1,1,D,0,0,D,2.15,3.1,2.9,2,2.9,3,2.2,3.1,2.8,,,,2.25,3.2,2.65,,
T1,21/12/01,Diyarbakirspor,Fenerbahce,2,1,H,0,0,D,3.95,3.3,1.73,4.6,3.4,1.6,4.2,3.2,1.7,,,,3.5,3.4,1.8,,
T1,22/12/01,Ankaragucu,Rizespor,1,1,D,0,1,A,1.6,3.4,4.65,1.5,3.4,4.7,1.67,3.25,4.33,,,,1.55,3.5,5,,
T1,22/12/01,Besiktas,Gaziantepspor,3,1,H,1,1,D,1.55,3.5,4.9,1.45,3.8,5.4,1.44,3.6,6,,,,1.5,3.6,5.25,,
T1,22/12/01,Bursaspor,Genclerbirligi,0,1,A,0,1,A,1.55,3.5,4.9,1.6,3.2,4.2,1.5,3.3,6,,,,1.5,3.6,5.25,,
T1,22/12/01,Istanbulspor,Antalyaspor,4,1,H,1,0,H,1.62,3.4,4.45,1.7,3.1,3.8,1.6,3.5,4.5,,,,1.7,3.4,4,,
T1,22/12/01,Kocaelispor,Denizlispor,2,1,H,1,0,H,1.67,3.3,4.3,1.75,3.1,3.6,1.7,3.2,4.2,,,,1.6,3.5,4.5,,
T1,22/12/01,Malatyaspor,Samsunspor,1,3,A,1,2,A,2.27,3.2,2.62,,,,2.3,3,2.7,,,,2.2,3.3,2.65,,
T1,22/12/01,Trabzonspor,Goztep,3,0,H,2,0,H,1.47,3.65,5.5,1.4,3.6,5.5,1.4,3.6,7,,,,1.45,3.6,6,,
T1,23/12/01,Yozgatspor,Galatasaray,3,3,D,1,1,D,4.4,3.3,1.65,4.8,3.5,1.55,5,3.6,1.5,,,,3.8,3.5,1.7,,
T1,15/01/02,Galatasaray,Kocaelispor,5,1,H,3,1,H,1.25,4.65,8.5,1.25,4.5,9,1.33,3.8,8,,,,1.35,4.1,6.5,,
T1,18/01/02,Samsunspor,Fenerbahce,1,0,H,1,0,H,3.75,3.35,1.75,4.6,3.4,1.6,5,3.5,1.53,,,,4.5,3.5,1.6,,
T1,19/01/02,Ankaragucu,Antalyaspor,2,0,H,2,0,H,1.52,3.7,4.9,1.45,3.5,5,1.53,3.5,5,1.57,3.6,4.5,1.55,3.5,4.8,,
T1,19/01/02,Diyarbakirspor,Genclerbirligi,1,2,A,0,0,D,2.1,3.25,2.9,,,,2.25,3,2.8,2,3.4,2.9,2.3,3.25,2.5,,
T1,19/01/02,Galatasaray,Gaziantepspor,2,0,H,2,0,H,1.42,3.85,5.75,1.3,4.2,8,1.4,3.8,6.5,1.33,4,7.5,1.4,3.6,6.8,,
T1,19/01/02,Malatyaspor,Istanbulspor,2,0,H,0,0,D,2.67,3.25,2.21,2.35,3,2.35,3.1,3,2.1,2.62,3.25,2.25,2.65,3.2,2.25,,
T1,20/01/02,Bursaspor,Goztep,0,0,D,0,0,D,1.6,3.5,4.5,1.6,3.3,4,1.67,3.2,4.5,,,,1.6,3.4,4.6,,
T1,20/01/02,Kocaelispor,Rizespor,2,1,H,1,0,H,1.62,3.4,4.45,1.75,3.1,3.6,1.57,3.5,4.8,1.62,3.4,4.5,1.55,3.5,4.8,,
T1,20/01/02,Trabzonspor,Besiktas,0,5,A,0,1,A,2.55,3.2,2.35,2.4,3.1,2.4,2.6,3.2,2.3,2.5,3.2,2.735,,,,,
T1,20/01/02,Yozgatspor,Denizlispor,0,1,A,0,1,A,1.85,3.3,3.55,2,3,2.9,1.9,3.25,3.3,2,3.2,3.1,1.9,3.25,3.3,,
T1,22/01/02,Fenerbahce,Istanbulspor,2,0,H,2,0,H,1.35,4.15,6.85,1.35,3.8,6.2,1.25,4.5,8.5,1.36,4,6.5,1.3,4.2,8,,
T1,22/01/02,Malatyaspor,Ankaragucu,4,1,H,2,0,H,3.2,3.3,1.9,3.3,3.2,1.8,3,3.2,2.05,2.75,3.25,2.2,2.6,3.25,2.25,,
