Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,PKG/A,SC%,SOG%
Todd Dunivant,SJ,D,30,30,2778,1,6,19,11,0/0,5.3,57.9
Jamil Walker,SJ,M-F,19,0,361,4,0,18,13,0/0,22.2,72.2
Rodrigo Faria,CHI,F,9,7,578,0,1,18,4,0/1,0.0,22.2
Ezra Hendrickson,DAL,D,28,25,2303,1,1,18,4,0/0,5.6,22.2
Jimmy Conrad,KC,D,30,30,2777,4,1,18,8,0/0,22.2,44.4
Nate Jaqua,CHI,F,20,5,708,2,2,17,7,0/0,11.8,41.2
Stephen Armstrong,KC,M,23,9,1098,2,0,17,9,0/0,11.8,52.9
Mark Lisi,MET,M,24,20,1827,1,11,17,7,1/1,5.9,41.2
Ritchie Kotschau,COL,D,26,25,2333,1,1,17,3,0/0,5.9,17.6
Jeff Agoos,SJ,D,28,28,2593,2,2,17,4,1/1,11.8,23.5
Gavin Glinton,DAL,F,19,7,669,1,1,16,10,0/0,6.3,62.5
Seth Trembly,COL,M-D,16,11,1111,1,1,16,6,0/0,6.3,37.5
Duncan Oughton,CLB,D,23,18,1715,0,0,16,8,0/0,0.0,50.0
Chris Roner,SJ,M,23,21,1939,2,2,16,8,0/0,12.5,50.0
Galin Ivanov,DC,D,24,22,2009,1,1,16,8,0/0,6.3,50.0
Alex Pineda Chacon,CLB,M,14,7,700,0,2,15,8,0/0,0.0,53.3
Alecko Eskandarian,DC,F,23,5,724,3,2,15,7,0/0,20.0,46.7
Ronnie Ekelund,SJ,M,22,17,1454,1,3,15,5,0/0,6.7,33.3
Eddie Pope,MET,D,20,20,1724,0,2,15,6,0/0,0.0,40.0
Santino Quaranta,DC,M-F,12,8,738,1,3,14,8,0/0,7.1,57.1
Josh Wolff,KC,F,13,9,868,2,1,14,9,0/0,14.3,64.3
Ian Russell,SJ,D,18,16,1337,0,5,14,5,0/0,0.0,35.7
Evan Whitfield,CHI,D,27,25,2328,1,1,14,8,0/0,7.1,57.1
Eddie Gaven,MET,M,12,7,691,1,1,13,9,0/0,7.7,69.2
Antonio Martinez,DAL,F-M,14,8,775,1,1,13,5,0/0,7.7,38.5
Mauricio Cienfuegos,LA,M,20,15,1342,0,2,13,6,0/0,0.0,46.2
Danny Califf,LA,D,23,23,2162,0,2,13,5,0/0,0.0,38.5
Jose Alegria,DC,M,17,13,1091,0,1,12,5,0/0,0.0,41.7
Diego Gutierrez,KC,D,20,17,1558,0,0,12,2,0/0,0.0,16.7
Orlando Perez,CHI,D,21,18,1634,2,0,12,5,0/0,16.7,41.7
Richie Williams,MET,M,26,26,2337,0,2,12,4,0/0,0.0,33.3
Kerry Zavagnin,KC,M,29,27,2486,1,2,12,2,0/0,8.3,16.7
Wes Hart,COL,D-M,29,29,2623,0,2,12,4,0/0,0.0,33.3
Davy Arnaud,KC,M,18,7,812,3,0,11,5,0/0,27.3,45.5
Alex Zotinca,KC,D,20,14,1237,1,0,11,5,0/0,9.1,45.5
Alexi Lalas,LA,D,22,19,1760,1,1,11,5,0/0,9.1,45.5
Steve Jolley,MET,D,24,23,2193,4,0,11,9,0/0,36.4,81.8
Mike Petke,DC,D,25,25,2343,3,0,11,8,0/0,27.3,72.7
Brian Dunseth,CLB,D,28,26,2394,2,3,11,6,0/0,18.2,54.5
Ronnie O'Brien,DAL,M,6,3,317,1,0,10,5,0/0,10.0,50.0
Jaime Moreno,MET,F,11,7,517,2,0,10,6,1/1,20.0,60.0
Dario Fabbro,KC,F,16,9,689,2,0,10,5,0/0,20.0,50.0
Carlos Bocanegra,CHI,D,19,19,1784,1,2,10,5,0/0,10.0,50.0
Eric Denton,CLB,D,26,25,2336,2,1,10,7,0/0,20.0,70.0
Mike Clark,CLB,D,29,29,2673,0,1,10,2,0/0,0.0,20.0
Jim Curtin,CHI,D,30,30,2733,0,1,10,3,0/0,0.0,30.0
Diego Walsh,CLB,M,14,6,610,1,0,9,4,0/0,11.1,44.4
Ryan Suarez,DAL,D,15,15,1356,1,0,9,3,0/0,11.1,33.3
Brian Maisonneuve,CLB,M,23,20,1729,1,0,9,3,0/0,11.1,33.3
Tyrone Marshall,LA,D,25,19,1880,0,0,9,0,0/0,0.0,0.0
Craig Waibel,SJ,D,24,22,1991,0,2,9,4,0/0,0.0,44.4
Daniel Hernandez,NE,M,9,4,520,0,2,8,2,0/0,0.0,25.0
Diego Serna,LA,F,10,8,660,3,2,8,5,0/0,37.5,62.5
Andrzej Juskowiak,MET,F,5,0,158,1,0,7,3,0/0,14.3,42.9
Thiago Martins,DC,F,5,4,359,0,0,7,3,0/0,0.0,42.9
Leo Cullen,NE,M,26,18,1563,0,2,7,2,0/0,0.0,28.6
Peter Vagenas,LA,M,20,18,1723,0,0,7,3,0/0,0.0,42.9
C.J. Brown,CHI,D,21,19,1728,0,1,7,2,0/0,0.0,28.6
Hong Myung Bo,LA,D,25,25,2296,0,2,7,0,0/0,0.0,0.0
Nick Garcia,KC,D,29,29,2689,0,0,7,2,0/0,0.0,28.6
Arturo Torres,LA,F,9,3,333,0,0,6,4,0/0,0.0,66.7
Arturo Alvarez,HOU,M,15,5,651,1,1,6,2,0/0,16.7,33.3
Matt Behncke,DAL,D,13,9,826,0,0,6,1,0/0,0.0,16.7
Edgar Bartolomeu,MET,D,13,11,999,0,0,6,0,0/0,0.0,0.0
Steve Morrow,DAL,D,17,17,1484,0,0,6,2,0/0,0.0,33.3
Pablo Mastroeni,COL,M,18,18,1655,0,2,6,0,0/0,0.0,0.0
Dipsy Selolwane,CHI,F,5,1,164,1,1,5,2,0/0,20.0,40.0
Jesus Ochoa,LA,M,10,7,569,0,0,5,0,0/0,0.0,0.0
Tim Regan,MET,D,15,7,745,0,0,5,2,0/0,0.0,40.0
Eddie Robinson,SJ,D,13,13,1121,1,1,5,3,0/0,20.0,60.0
Craig Ziadie,MET,D,22,20,1912,1,2,5,2,0/0,20.0,40.0
Mike Nugent,MET,F,1,1,90,0,0,4,3,0/0,0.0,75.0
Jason Moore,NE,M,13,1,326,0,0,4,2,0/0,0.0,50.0
Casey Schmidt,COL,F,13,1,359,0,2,4,0,0/0,0.0,0.0
Zach Kingsley,COL,M,12,5,477,0,2,4,3,0/0,0.0,75.0
Chad McCarty,CLB,D,19,14,1224,0,0,4,0,0/0,0.0,0.0
Shavar Thomas,DAL,D,15,14,1251,1,0,4,2,0/0,25.0,50.0
Logan Pause,CHI,M,23,15,1351,0,0,4,1,0/0,0.0,25.0
Joey DiGiamarino,MET,M,18,16,1445,0,0,4,2,0/0,0.0,50.0
Chris Gbandi,DAL,D,22,17,1569,1,2,4,3,0/0,25.0,75.0
Tenywa Bonseu,DAL,D,20,20,1789,0,0,4,2,0/0,0.0,50.0
Ryan Futagaki,CHI,M,6,2,218,0,1,3,0,0/0,0.0,0.0
Jacob LeBlanc,MET,M,7,2,221,2,0,3,2,0/0,66.7,66.7
Mark Williams,CLB,D,5,5,391,0,0,3,0,0/0,0.0,0.0
Kenny Arena,MET,D,10,5,458,0,0,3,1,0/0,0.0,33.3
Philip Salyer,DAL,D,8,5,491,0,0,3,0,0/0,0.0,0.0
Matt Crawford,COL,M,16,8,746,1,0,3,2,0/0,33.3,66.7
Paul Broome,DAL,M,11,8,748,0,1,3,1,0/0,0.0,33.3
Chris Leitch,MET,D,15,10,991,0,0,3,1,0/0,0.0,33.3
Carey Talley,KC,D,20,13,1341,0,1,3,0,0/0,0.0,0.0
Bryan Namoff,DC,D,22,17,1663,0,1,3,1,0/0,0.0,33.3
Jonathan Bolanos,CHI,M,2,1,92,0,1,2,0,0/0,0.0,0.0
Guillermo Gonzalez,LA,M,6,1,129,0,0,2,1,0/0,0.0,50.0
Chris Brunt,KC,D,4,2,165,1,0,2,1,0/0,50.0,50.0
Jose Galvan,MET,M,9,2,264,0,0,2,0,0/0,0.0,0.0
Jeff Matteo,CLB,M,6,3,285,1,0,2,1,0/0,50.0,50.0
Alberto Rizo,COL,D,6,3,296,0,0,2,2,0/0,0.0,100.0
Jose Burciaga Jr.,KC,D,4,4,347,0,0,2,2,0/0,0.0,100.0
Marshall Leonard,NE,M,10,5,549,0,0,2,0,0/0,0.0,0.0
Troy Dayak,SJ,D,9,8,784,0,0,2,0,0/0,0.0,0.0
Daouda Kante,NE,D,16,14,1319,0,0,2,2,0/0,0.0,100.0
Rusty Pierce,NE,D,21,21,1878,0,0,2,1,0/0,0.0,50.0
Jake Traeger,CLB,D,1,0,12,0,2,1,1,0/0,0.0,100.0
Alex Blake,COL,F,3,0,23,0,0,1,0,0/0,0.0,0.0
Mandi Urbas,DAL,M,3,0,40,0,0,1,1,0/0,0.0,100.0
Ibrahim Kante,NE,F,2,0,64,0,0,1,0,0/0,0.0,0.0
Jorge Vazquez,KC,M,4,2,197,0,1,1,0,0/0,0.0,0.0
Daryl Powell,COL,M,5,4,335,0,0,1,1,0/0,0.0,100.0
Nelson Akwari,CLB,D,11,5,486,0,0,1,1,0/0,0.0,100.0
Jeff Stewart,COL,D,8,7,607,0,0,1,1,0/0,0.0,100.0
Joseph Addo,MET,D,8,7,699,0,0,1,1,0/0,0.0,100.0
Juan Forchetti,MET,D,10,8,775,0,0,1,1,0/0,0.0,100.0
Jordan Stone,DAL,M,16,9,1055,0,0,1,0,0/0,0.0,0.0
Robin Fraser,COL,D,26,26,2335,0,0,1,0,0/0,0.0,0.0
Brandon Prideaux,DC,D,28,27,2586,0,0,1,0,0/0,0.0,0.0
Gilles Grimandi,COL,M-D,0,0,0,0,0,0,0,0/0,0.0,0.0
Tony Frias,NE,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Jeff Moore,MET,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Nick Downing,NE,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Carl Bussey,DAL,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Billy Sleeth,COL,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Kevin Friedland,KC,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Tim Glowienka,MET,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Andy Rosenband,DAL,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Johanes Maliza,SJ,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Andres Murriagui,CLB,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Michael Piserchio,COL,D-M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Brian Carroll,DC,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Nick Walls,CHI,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
David Stokes,DC,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Jason Thompson,DAL,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Scot Thompson,LA,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Hérculez Gómez,LA,F,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Taylor Graham,KC,D,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Michael Ritch,CLB,F,3.0,0.0,21.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Isaias Bardales Jr.,LA,F,1.0,0.0,21.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Trevor Perea,CLB,M,2.0,0.0,37.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Roger Levesque,SJ,M,3.0,0.0,41.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Chris Bagley,NE,F,3.0,0.0,59.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Jack Jewsbury,KC,M,2.0,1.0,60.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Jose Retiz,LA,M,5.0,0.0,111.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Devin Barclay,DC,F,3.0,1.0,113.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Craig Capano,CHI,M,5.0,1.0,120.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Stephen Herdsman,COL,D,3.0,3.0,198.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Daniel Torres,CLB,D,8.0,6.0,561.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Ricky Lewis,LA,D,13.0,7.0,794.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Carlos Llamosa,NE,D,24.0,23.0,2001.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Nat Borchers,COL,D,23.0,22.0,2101.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Milton Reyes,nan,D-M,nan,nan,nan,nan,nan,nan,nan,/,0.0,0.0
Winston Griffiths,nan,M,nan,nan,nan,nan,nan,nan,nan,/,0.0,0.0
Stats Unavailable,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
