Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,PKG/A,SC%,SOG%
Brek Shea,VAN,M-F,21,20,1747,3,2,55,20,2/2,5.5,36.4
Eddie Gaven,CLB,M,34,34,2990,9,2,55,27,0/0,16.4,49.1
Dominic Oduro,MTL,M,33,21,1823,6,3,54,25,0/0,11.1,46.3
Michael Farfan,PHI,M,32,31,2802,1,5,54,15,0/1,1.9,27.8
Tony Cascio,COL,M,29,18,1692,3,3,53,19,0/0,5.7,35.8
Blas Pérez,DAL,F,20,19,1705,9,4,53,23,0/1,17.0,43.4
Brad Davis,HOU,M,31,28,2523,8,12,53,22,3/4,15.1,41.5
Juninho,LA,M,32,30,2666,7,4,52,20,0/0,13.5,38.5
Juan Pablo Angel,CHV,F,19,9,1004,4,0,50,18,1/1,8.0,36.0
Teal Bunbury,NE,F,22,14,1247,5,1,50,16,0/0,10.0,32.0
Emilio Rentería,CLB,F,27,16,1542,3,3,50,14,0/0,6.0,28.0
Luis Silva,RSL,F,30,22,2061,5,5,50,19,0/0,10.0,38.0
Jaime Castrillón,COL,M,30,29,2417,8,4,50,18,0/0,16.0,36.0
Darlington Nagbe,ATL,M,33,31,2777,6,1,50,16,0/0,12.0,32.0
Marco Di Vaio,MTL,F,17,16,1366,5,3,49,15,0/0,10.2,30.6
Eric Hassli,TOR,F,25,16,1469,5,5,49,16,0/0,10.2,32.7
Franck Songo'o,POR,M,27,21,1732,1,5,47,18,0/0,2.1,38.3
Milovan Mirosevic,CLB,M,26,25,2140,4,2,46,14,1/2,8.7,30.4
Juan Agudelo,NE,F,24,17,1570,3,3,44,16,1/1,6.8,36.4
Nick DeLeon,DC,M,28,25,2175,6,4,44,22,0/0,13.6,50.0
Alan Gordon,SJ,F,23,13,1297,13,7,43,25,0/0,30.2,58.1
Kelyn Rowe,NE,M,30,21,1897,3,5,43,20,0/0,7.0,46.5
Jack McInerney,PHI,F,25,18,1630,8,3,42,19,0/0,19.0,45.2
Marvin Chávez,SJ,M,27,23,1910,3,13,42,14,0/0,7.1,33.3
Benny Feilhaber,LAFC,M,29,23,2147,1,2,42,16,0/0,2.4,38.1
Jairo Arrieta,CLB,F,18,18,1534,9,4,41,21,0/0,22.0,51.2
Marcelo Sarvas,LA,M,27,22,1951,2,2,41,11,0/0,4.9,26.8
Osvaldo Alonso,SEA,M,30,30,2688,1,2,41,13,0/0,2.4,31.7
David Beckham,LA,M,24,23,1985,7,9,40,18,0/0,17.5,45.0
Andrew Jacobson,DAL,M,31,31,2597,1,1,40,8,0/0,2.5,20.0
Patrick Nyarko,CHI,F-M,34,31,2756,4,7,40,13,0/0,10.0,32.5
Davy Arnaud,MTL,M,33,31,2765,4,3,40,13,0/0,10.0,32.5
Dax McCarty,CHI,M,33,33,2918,3,3,40,10,0/0,7.5,25.0
Danny Koevermans,TOR,F,16,12,1186,9,2,39,24,0/0,23.1,61.5
Danny Cruz,DC,M-F,28,24,1868,2,4,39,10,1/1,5.1,25.6
Gershon Koffie,VAN,M,29,28,2503,3,2,39,11,0/0,7.7,28.2
Conor Casey,COL,F,18,13,1156,2,3,38,12,0/0,5.3,31.6
Darren Mattocks,DC,F,21,15,1300,7,1,38,16,0/0,18.4,42.1
Paulo Nagamura,KC,M,27,19,1757,1,1,37,5,0/0,2.7,13.5
Dilly Duka,CLB,M,20,14,1073,0,2,36,6,0/0,0.0,16.7
Fabian Castillo,DAL,M-F,26,23,1892,6,3,36,19,0/0,16.7,52.8
Will Johnson,ORL,M,26,23,2087,3,3,36,18,0/0,8.3,50.0
Nick LaBrocca,CHV,M,29,26,2293,2,2,36,14,0/0,5.6,38.9
Brian Ching,HOU,F,30,13,1385,5,5,35,15,2/2,14.3,42.9
Roger Espinoza,SKC,M,26,26,2275,0,2,35,9,0/0,0.0,25.7
Brad Evans,SKC,D-M,29,29,2371,4,4,35,13,2/2,11.4,37.1
Kyle Beckerman,RSL,M,30,29,2592,4,4,35,8,0/0,11.4,22.9
Jack Jewsbury,POR,M,32,31,2765,3,4,35,10,0/0,8.6,28.6
Macoumba Kandji,HOU,F,29,21,1630,4,2,34,16,0/0,11.8,47.1
Justin Mapp,MTL,M,27,21,1641,2,5,34,14,0/0,5.9,41.2
Ryan Guy,NE,M,23,20,1832,1,2,34,12,0/0,2.9,35.3
Sébastien Le Toux,NY,F,33,27,2522,5,2,34,16,0/0,14.7,47.1
Freddy Adu,PHI,F,24,20,1468,5,1,33,13,2/2,15.2,39.4
Hamdi Salihi,DC,F,22,10,945,6,0,32,17,0/0,18.8,53.1
Federico Higuain,CLB,M,13,11,1004,5,7,32,9,1/1,15.6,28.1
Sherjill MacDonald,CHI,F,14,12,1033,4,4,32,11,0/0,12.5,34.4
Barry Robson,VAN,M,17,16,1421,3,2,32,9,1/1,9.4,28.1
Julian de Guzman,DAL,M,28,21,1957,1,5,32,5,0/0,3.1,15.6
Patrice Bernier,MTL,M,27,25,2194,9,8,32,15,6/6,28.1,46.9
Collen Warner,MIN,M,29,27,2431,0,1,32,2,0/0,0.0,6.3
Edson Buddle,LA,F,19,10,969,3,1,31,9,0/0,9.7,29.0
Khari Stephenson,SJ,M,27,10,1052,2,3,31,10,1/1,6.5,32.3
Javier Morales,RSL,M,29,23,2119,3,9,31,12,0/0,9.7,38.7
Sebastián Grazzini,CHI,M,14,14,1103,2,5,30,15,1/2,6.7,50.0
Tony Tchani,CHI,M,22,14,1331,2,2,30,5,0/0,6.7,16.7
Boniek Garcia,HOU,M,17,17,1530,4,6,30,12,0/0,13.3,40.0
Gabriel Gómez,PAN,M,24,18,1578,6,0,30,9,1/1,20.0,30.0
Torsten Frings,TOR,M,20,20,1669,2,2,30,10,0/1,6.7,33.3
Dane Richards,NY,M,29,26,2402,4,3,30,11,0/0,13.3,36.7
Alex,CHI,M,17,6,705,2,0,29,9,0/0,6.9,31.0
Bright Dike,POR,F,12,9,896,5,0,29,12,0/0,17.2,41.4
Calen Carr,HOU,F,26,17,1512,4,2,29,11,0/0,13.8,37.9
Álvaro Fernández,CHI,M,27,23,1863,4,3,29,7,0/0,13.8,24.1
Adam Moffat,HOU,M,23,22,1930,2,3,28,7,0/0,7.1,25.0
Joel Lindpere,NY,M,34,26,2385,5,5,28,12,0/0,17.9,42.9
Aurélien Collin,RBNY,D,29,28,2490,3,1,28,7,0/0,10.7,25.0
Justin Meram,ORL,M,22,11,960,4,1,27,10,0/0,14.8,37.0
Fernando Cárdenas,NE,F,27,9,1016,2,2,27,10,0/0,7.4,37.0
Eric Avila,TOR,M,24,16,1366,1,3,27,6,0/0,3.7,22.2
Paulo Jr.,RSL,F,22,12,848,2,2,26,12,1/1,7.7,46.2
Eric Alexander,HOU,M,24,14,1302,0,6,26,7,0/0,0.0,26.9
David Estrada,SEA,M-F,17,12,1027,5,0,25,10,0/0,20.0,40.0
Rodney Wallace,NYC,F,19,14,1224,1,1,25,9,0/0,4.0,36.0
Pável Pardo,CHI,M,28,27,2386,1,4,25,8,0/0,4.0,32.0
Sam Cronin,MIN,M,31,30,2578,1,6,25,3,0/0,4.0,12.0
Jacob Peterson,KC,F,23,9,942,4,1,24,11,0/0,16.7,45.8
Tim Cahill,NY,M,12,12,1080,1,3,24,8,0/0,4.2,33.3
Sal Zizzo,ATL,D,20,12,1174,1,4,24,6,0/0,4.2,25.0
Josh Williams,CLB,D,30,27,2429,1,3,24,8,0/0,4.2,33.3
Terry Dunfield,TOR,M,30,30,2493,3,0,24,11,0/0,12.5,45.8
Rafael Baca,SJ,M,33,31,2551,1,4,24,7,0/0,4.2,29.2
Carlos Valdés,PHI,D,33,33,2923,2,0,24,5,0/0,8.3,20.8
Lamar Neagle,SEA,M,23,11,1086,2,2,23,5,0/0,8.7,21.7
Ryan Smith,CHV,M,21,12,1215,0,4,23,5,0/0,0.0,21.7
Jerry Bengtson,HON,F,13,10,942,2,0,22,8,0/0,9.1,36.4
Davide Chiumiento,VAN,M,16,15,1276,0,5,22,6,0/0,0.0,27.3
Luis Gil,RSL,M,29,19,1610,1,3,22,5,0/0,4.5,22.7
Reggie Lambe,TOR,M,27,22,1845,2,3,22,13,0/0,9.1,59.1
Chad Marshall,SEA,D,24,24,2146,2,0,22,8,0/0,9.1,36.4
Chris Tierney,NE,D-M,28,26,2379,2,5,22,10,0/0,9.1,45.5
Shalrie Joseph,CHV,M,30,27,2561,3,4,22,6,0/0,13.6,27.3
Laurent Courtois,CHV,M,17,9,773,1,1,21,6,0/0,4.8,28.6
David Ferreira,DAL,M,17,16,1427,2,9,21,9,0/1,9.5,42.9
Joao Plata,RSL,F,10,7,638,0,0,20,2,0/0,0.0,10.0
Andrew Wenger,HOU,F,23,7,823,4,0,20,9,0/0,20.0,45.0
Branko Boskovic,DC,M,26,12,1081,1,7,20,8,0/0,5.0,40.0
Keon Daniel,PHI,M,22,17,1517,1,1,20,4,0/0,5.0,20.0
Ramiro Corrales,SJ,M,22,19,1667,2,7,20,6,0/0,10.0,30.0
Chance Myers,KC,D,30,28,2538,0,7,20,2,0/0,0.0,10.0
Brian Carroll,PHI,M,33,32,2898,1,1,20,4,0/0,5.0,20.0
Bobby Boswell,HOU,D,33,33,2930,2,1,20,7,0/0,10.0,35.0
Kalif Alhassan,POR,M,16,10,827,1,2,19,6,0/0,5.3,31.6
Alex Caskey,SEA,M,20,12,1093,1,4,19,5,0/0,5.3,26.3
Jonny Steele,RSL,M,28,11,1179,2,2,19,4,0/0,10.5,21.1
Víctor Bernárdez,SJ,D,24,24,2088,2,1,19,4,0/0,10.5,21.1
Diego Fagundez,NE,M,20,8,770,2,2,18,9,0/0,11.1,50.0
Antoine Hoppenot,PHI,F,25,3,817,4,1,18,8,0/0,22.2,44.4
Je-Vaughn Watson,HOU,D,19,13,1096,0,0,18,6,0/0,0.0,33.3
Danny Mwanga,PHI,F,27,12,1198,3,1,18,7,0/0,16.7,38.9
Chris Birchall,CLB,M,18,17,1515,1,2,18,6,0/0,5.6,33.3
Alejandro Moreno,CHV,F,22,17,1520,2,0,18,5,0/0,11.1,27.8
Júlio César,KC,D,27,25,2071,1,0,18,2,0/0,5.6,11.1
Jalil Anibaba,NE,D,33,32,2868,1,1,18,5,0/0,5.6,27.8
Brandon McDonald,DC,D,33,33,2963,2,4,18,3,0/0,11.1,16.7
Blake Brettschneider,NE,F,17,10,892,2,1,17,9,0/0,11.8,52.9
Andrew Wiedeman,DAL,F,20,8,897,2,0,17,5,0/0,11.8,29.4
Casey Townsend,CHV,F,17,10,907,1,2,17,8,0/0,5.9,47.1
Shea Salinas,SJ,M,19,11,1099,1,7,17,5,0/0,5.9,29.4
Andy Rose,SEA,M,23,11,1156,1,1,17,4,0/0,5.9,23.5
Oswaldo Minda,CHV,M,22,20,1748,1,0,17,3,0/0,5.9,17.6
David Horst,RSL,D,21,20,1845,1,0,17,3,0/0,5.9,17.6
Jeff Parke,SEA,D,30,29,2568,0,1,17,3,0/0,0.0,17.6
Sean Franklin,VAN,D,34,33,2937,0,5,17,4,0/0,0.0,23.5
Drew Moor,TOR,D,34,34,3060,3,2,17,8,0/0,17.6,47.1
Scott Sealy,DAL,F,16,8,641,2,0,16,6,0/0,12.5,37.5
Jan Gunnar Solli,NY,D,24,21,1865,3,5,16,9,0/0,18.8,56.3
Mauro Rosales,SEA,M,27,25,2031,3,13,16,5,0/0,18.8,31.3
Brian Mullan,COL,D,28,25,2116,2,7,16,6,0/0,12.5,37.5
Amobi Okugo,PHI,D-M,27,24,2230,0,1,16,2,0/0,0.0,12.5
Alain Rochat,VAN,D,27,27,2323,2,2,16,6,0/0,12.5,37.5
Jermaine Taylor,HOU,D,27,26,2334,1,1,16,3,0/0,6.3,18.8
Long Tan,DC,F,10,3,259,1,0,15,5,0/0,6.7,33.3
Dimitry Imbongo,NE,F,9,4,382,1,0,15,3,0/0,6.7,20.0
Kamani Hill,COL,F,19,3,582,5,2,15,8,0/0,33.3,53.3
Olman Vargas,CLB,F,11,7,667,1,0,15,7,0/0,6.7,46.7
José Erick Correa,CHV,F,16,7,695,2,0,15,3,1/1,13.3,20.0
Nemanja Vukovic,CLB,D,15,12,1113,0,3,15,3,0/0,0.0,20.0
Mehdi Ballouchy,NY,M,22,14,1116,1,2,15,3,0/0,6.7,20.0
Lovel Palmer,POR,D,19,15,1331,0,0,15,2,0/0,0.0,13.3
Ben Zemanski,CHV,M,22,18,1649,0,2,15,6,0/0,0.0,40.0
Hassoun Camara,MTL,D,20,19,1663,1,2,15,4,0/0,6.7,26.7
Andy Najar,DC,M-F,25,22,2045,0,4,15,3,0/0,0.0,20.0
Jair Benítez,DAL,D,28,27,2397,1,1,15,3,0/1,6.7,20.0
Gonzalo Segares,CHI,D,31,31,2682,3,1,15,8,0/0,20.0,53.3
Zach Loyd,DAL,D,32,31,2696,2,3,15,3,0/0,13.3,20.0
Justin Braun,MTL,F,14,6,581,0,1,14,5,0/0,0.0,35.7
Josué Martínez,PHI,F,18,6,594,1,0,14,6,0/0,7.1,42.9
Chad Barrett,LA,F,18,7,677,1,3,14,2,0/0,7.1,14.3
Carlos Rodríguez,DAL,M,24,12,1303,1,0,14,5,0/0,7.1,35.7
David Júnior Lopes,CHV,D,17,16,1407,0,0,14,3,0/0,0.0,21.4
Clyde Simms,NE,M,29,29,2303,0,1,14,4,0/0,0.0,28.6
Sheanon Williams,PHI,D,28,28,2486,1,2,14,6,0/0,7.1,42.9
Austin Berry,CHI,D,28,28,2520,3,0,14,5,0/0,21.4,35.7
Bernardo Corradi,MTL,F,11,7,619,4,1,13,7,3/3,30.8,53.8
Daniel Paladini,CHI,M,15,7,691,2,2,13,5,0/0,15.4,38.5
Paolo Cardozo,CHV,M,10,9,692,1,0,13,4,0/0,7.7,30.8
Kevin Alston,NE,D,31,31,2623,0,1,13,2,0/0,0.0,15.4
Jay DeMerit,VAN,D,31,31,2726,1,1,13,5,0/0,7.7,38.5
Quincy Amarikwa,SJ,F,14,6,601,1,1,12,4,0/0,8.3,33.3
Jorge Villafaña,USA,D-M,14,9,906,1,1,12,2,0/0,8.3,16.7
Chris Schuler,ORL,D,13,9,944,0,1,12,1,0/0,0.0,8.3
Dan Gargan,CHI,D,22,19,1754,0,1,12,2,0/0,0.0,16.7
George John,DAL,D,23,19,1756,0,0,12,3,0/0,0.0,25.0
Arne Friedrich,CHI,D,23,22,1832,1,0,12,7,0/0,8.3,58.3
Daniel Hernandez,DAL,M,28,22,1938,0,0,12,2,0/0,0.0,16.7
Matt Hedges,DAL,D,28,23,2022,3,0,12,5,0/0,25.0,41.7
Matteo Ferrari,MTL,D,25,23,2029,0,0,12,4,0/0,0.0,33.3
Andre Hainault,HOU,D,25,24,2035,2,3,12,6,0/0,16.7,50.0
Nat Borchers,RSL,D,26,26,2340,2,0,12,6,0/0,16.7,50.0
Seth Sinovic,SKC,D,30,30,2621,0,2,12,1,0/0,0.0,8.3
Perry Kitchen,LA,M,32,32,2804,0,1,12,0,0/0,0.0,0.0
Tony Beltran,RSL,D,32,32,2857,0,2,12,4,0/0,0.0,33.3
Ricardo Villar,DAL,M,9,8,609,2,0,11,6,0/0,18.2,54.5
Wells Thompson,CHI,D,21,5,664,0,1,11,2,0/0,0.0,18.2
Kenny Miller,VAN,F,13,8,716,2,1,11,4,0/0,18.2,36.4
Geoff Cameron,HOU,D,15,15,1326,0,2,11,1,0/0,0.0,9.1
Zach Scott,SEA,D,20,16,1437,1,1,11,2,0/0,9.1,18.2
A.J. Soares,NE,D,30,30,2611,2,0,11,5,0/0,18.2,45.5
Markus Holgersson,NY,D,31,31,2790,3,0,11,5,0/0,27.3,45.5
Steven Beitashour,LAFC,D,33,33,2955,0,6,11,2,0/0,0.0,18.2
José Moreno,NE,F,7,5,376,1,0,10,7,0/0,10.0,70.0
John Thorrington,VAN,M,19,14,1099,0,1,10,2,0/0,0.0,20.0
Doneil Henry,VAN,D,18,11,1139,1,1,10,3,0/0,10.0,30.0
Omar Gonzalez,USA,D,14,13,1147,1,1,10,3,0/0,10.0,30.0
Ned Grabavoy,RSL,M,26,22,1946,0,3,10,5,0/0,0.0,50.0
Jeb Brovsky,MTL,D,28,25,2233,0,1,10,3,0/0,0.0,30.0
Ashtone Morgan,TOR,D,30,27,2528,0,5,10,2,0/0,0.0,20.0
James Riley,CHV,D,32,32,2880,0,2,10,0,0/0,0.0,0.0
Cam Weaver,HOU,F,9,2,253,0,0,9,4,0/0,0.0,44.4
Christian Wilhelmsson,LA,M,5,4,303,1,0,9,2,0/0,11.1,22.2
Sammy Ochoa,SEA,F,9,3,324,1,1,9,3,0/0,11.1,33.3
Andre Akpan,COL,F,15,4,434,3,0,9,5,1/1,33.3,55.6
Ricardo Clark,CLB,M,11,8,760,1,0,9,2,0/0,11.1,22.2
Brandon Barklage,NY,D,19,16,1360,2,5,9,2,0/0,22.2,22.2
Logan Emory,TOR,D,23,19,1621,0,0,9,2,0/0,0.0,22.2
Diego Chara,POR,M,28,28,2473,0,0,9,2,0/0,0.0,22.2
Richard Eckersley,TOR,D,33,32,2802,0,2,9,0,0/0,0.0,0.0
Jorge Perlaza,PHI,F,12,7,562,0,0,8,2,0/0,0.0,25.0
Colin Clark,HOU,M,14,6,655,1,0,8,2,1/1,12.5,25.0
Hendry Thomas,COL,M,8,8,695,0,0,8,0,0/0,0.0,0.0
Ike Opara,SKC,D,16,7,763,0,0,8,2,0/0,0.0,25.0
Nelson Rivas,MTL,D,11,11,858,0,1,8,1,0/0,0.0,12.5
Hector Jimenez,CLB,M,15,13,920,1,2,8,3,0/0,12.5,37.5
Eric Brunner,POR,D,13,10,924,1,0,8,2,0/0,12.5,25.0
Matt Watson,VAN,M,15,10,969,0,0,8,1,0/0,0.0,12.5
Marcelo Saragosa,DC,M,16,12,1120,1,1,8,4,0/0,12.5,50.0
Michael Lahoud,CHV,M,24,19,1601,0,0,8,0,0/0,0.0,0.0
Marc Burch,MIN,D,29,19,1824,0,3,8,1,0/0,0.0,12.5
Connor Lade,RBNY,D,26,22,2088,0,3,8,2,0/0,0.0,25.0
Hanyer Mosquera,POR,D,26,25,2092,0,1,8,0,0/0,0.0,0.0
Luis Zapata,COL,D,27,26,2336,0,1,8,3,0/0,0.0,37.5
Martín Bonjour,VAN,D,28,27,2396,1,1,8,2,0/0,12.5,25.0
Todd Dunivant,LA,D,29,29,2544,2,2,8,2,0/0,25.0,25.0
Chris Wingert,RSL,D,31,30,2603,0,2,8,1,0/0,0.0,12.5
Corey Ashe,HOU,M,30,30,2625,0,2,8,1,0/0,0.0,12.5
Miguel Montaño,MTL,F,3,1,115,0,0,7,1,0/0,0.0,14.3
Tristan Bowen,CHV,F,5,3,248,0,2,7,3,0/0,0.0,42.9
Soony Saad,KC,F,9,2,305,0,1,7,2,0/0,0.0,28.6
Steve Zakuani,SEA,M,8,4,320,1,1,7,4,0/0,14.3,57.1
Edu,COL,F,9,3,330,0,0,7,3,0/0,0.0,42.9
Sebastian Velasquez,RSL,M,9,5,403,0,0,7,1,0/0,0.0,14.3
Bernardo Añor,CLB,M,11,5,493,1,0,7,2,0/0,14.3,28.6
Yordany Álvarez,RSL,M,15,5,500,0,0,7,0,0/0,0.0,0.0
Lewis Neal,DC,M,18,7,717,2,1,7,2,0/0,28.6,28.6
Lawrence Olum,POR,M-D,21,10,908,0,0,7,0,0/0,0.0,0.0
Christian Tiffert,SEA,M,12,11,978,0,3,7,1,0/0,0.0,14.3
Bobby Convey,KC,M,16,14,989,1,2,7,3,0/0,14.3,42.9
Tyrone Marshall,COL,D,16,13,1128,2,0,7,3,0/0,28.6,42.9
Robbie Russell,DC,D,19,16,1355,1,0,7,3,0/0,14.3,42.9
Wilman Conde,NY,D,17,16,1433,1,1,7,1,0/0,14.3,14.3
Jeremy Hall,TOR,D-M,23,19,1708,1,0,7,2,0/0,14.3,28.6
Hernán Pertúz,DAL,D,30,24,2116,1,0,7,2,0/0,14.3,28.6
Stephen McCarthy,NE,D,28,27,2308,0,1,7,3,0/0,0.0,42.9
Heath Pearce,CHV,D,28,28,2504,2,0,7,4,0/0,28.6,57.1
Matt Besler,SKC,D,31,30,2769,0,2,7,1,0/0,0.0,14.3
Lee Young-Pyo,VAN,D,33,33,2970,1,4,7,2,0/0,14.3,28.6
Giles Barnes,HOU,M,4,1,149,0,0,6,1,0/0,0.0,16.7
Kai Herdling,PHI,M-F,4,3,212,0,0,6,0,0/0,0.0,0.0
Aaron Schoenfeld,CLB,F,9,3,298,0,1,6,3,0/0,0.0,50.0
Nick Soolsma,TOR,F,9,3,324,0,2,6,1,0/0,0.0,16.7
Michael Thomas,KC,M,7,3,344,0,0,6,1,0/0,0.0,16.7
Josh Gardner,MTL,M,6,5,451,0,0,6,0,0/0,0.0,0.0
Shaun Francis,CLB,D,10,6,507,0,3,6,1,0/0,0.0,16.7
Rafa Márquez,NY,M,15,13,987,0,3,6,1,0/0,0.0,16.7
Luiz Camargo,HOU,M,26,16,1425,1,1,6,2,0/0,16.7,33.3
Hunter Freeman,COL,D,19,18,1542,0,5,6,2,0/0,0.0,33.3
Roy Miller,POR,D,24,20,1662,0,6,6,0,0/0,0.0,0.0
Jámison Olave,RSL,D,21,21,1734,0,1,6,0,0/0,0.0,0.0
Jordan Harvey,LAFC,D,26,18,1737,1,2,6,1,0/0,16.7,16.7
Gabriel Farfan,CHV,M,23,22,1960,0,1,6,1,0/0,0.0,16.7
Danny Califf,CHV,D,23,23,2034,1,0,6,1,0/0,16.7,16.7
Chris Korb,DC,D,26,22,2051,0,3,6,2,0/0,0.0,33.3
Kosuke Kimura,COL,D,29,28,2363,2,3,6,3,0/0,33.3,50.0
Sebastián Miranda,CLB,D,33,33,2882,1,1,6,2,0/0,16.7,33.3
Justin Morrow,TOR,D,33,33,2970,1,4,6,2,0/0,16.7,33.3
Brian Ownby,HOU,M,7,0,115,0,2,5,2,0/0,0.0,40.0
Lloyd Sam,DC,M-F,5,2,164,0,1,5,1,0/0,0.0,20.0
Brent Richards,POR,F,6,2,201,0,0,5,1,0/0,0.0,20.0
Emiliano Bonfigli,RSL,F,10,1,288,1,0,5,2,0/0,20.0,40.0
Sinisa Ubiparipovic,MTL,F-M,12,3,325,2,0,5,2,0/0,40.0,40.0
Cesar Romero,CHV,F,12,4,392,0,1,5,0,0/0,0.0,0.0
Ethan Finlay,MIN,F,15,3,426,0,0,5,3,0/0,0.0,60.0
Rafael Robayo,CHI,M,16,3,439,0,0,5,0,0/0,0.0,0.0
Kirk Urso,CLB,M,6,5,453,0,1,5,0,0/0,0.0,0.0
Florian Lechner,NE,D,9,7,599,0,1,5,0,0/0,0.0,0.0
Darren O'Dea,TOR,D,9,9,810,0,2,5,1,0/0,0.0,20.0
Mamadou Danso,POR,D,10,9,853,0,0,5,2,0/0,0.0,40.0
Ugo Ihemelu,DAL,D,10,10,900,1,0,5,1,0/0,20.0,20.0
Kwame Watson-Siriboe,CHI,D,12,10,918,0,0,5,1,0/0,0.0,20.0
Aaron Maund,VAN,D,15,9,947,0,0,5,1,0/0,0.0,20.0
Rauwshan McKenzie,CHV,D,20,19,1732,0,1,5,2,0/0,0.0,40.0
Daniel Woolard,DC,D,20,20,1754,1,2,5,2,0/0,20.0,40.0
Jhon Kennedy Hurtado,SEA,D,22,20,1791,0,1,5,0,0/0,0.0,0.0
Steven Smith,POR,D,22,22,1875,0,2,5,0,0/0,0.0,0.0
Jun Marques Davidson,VAN,M,24,24,2115,0,0,5,0,0/0,0.0,0.0
Logan Pause,CHI,M,32,31,2424,1,0,5,2,0/0,20.0,40.0
Sam Garza,SJ,M,6,0,102,0,1,4,0,0/0,0.0,0.0
Orr Barouch,CHI,F,9,1,224,0,0,4,1,0/0,0.0,25.0
Jamie Smith,COL,M,10,1,226,2,0,4,3,0/0,50.0,75.0
Abdoulie Mansally,NE,D,5,4,364,0,0,4,0,0/0,0.0,0.0
Omar Salgado,VAN,F,7,5,398,0,1,4,1,0/0,0.0,25.0
Mike Fucito,MTL,F,13,3,424,0,0,4,0,0/0,0.0,0.0
Julius James,CLB,D,12,7,714,0,0,4,0,0/0,0.0,0.0
Teemu Tainio,NY,M,14,9,782,0,1,4,0,0/0,0.0,0.0
Bryan Gaul,LA,D,14,7,800,0,1,4,2,0/0,0.0,50.0
Emiliano Dudar,DC,D,11,10,898,0,0,4,1,0/0,0.0,25.0
Ben Speas,CLB,M-F,1,1,64,0,0,3,1,0/0,0.0,33.3
Sercan Güvenisik,SJ,F,5,1,87,0,0,3,0,0/0,0.0,0.0
Cordell Cato,SEA,F,8,0,117,0,1,3,0,0/0,0.0,0.0
Jose Villarreal,ORL,M,10,0,122,1,1,3,2,0/0,33.3,66.7
Juan Toja,NE,M,5,0,148,0,0,3,1,0/0,0.0,33.3
Pat Noonan,LA,F,10,1,174,1,0,3,2,0/0,33.3,66.7
Kyle Nakazawa,LA,M,5,2,193,0,0,3,1,0/0,0.0,33.3
