Player,Club,POS,GP,GS,A,GWA,HmA,RdA,A/90min
Miguel Aceval,TOR,D,5,5,2,0,0,2,0.43
Kamani Hill,COL,F,19,3,2,0,1,1,0.31
Daniel Paladini,CHI,M,15,7,2,0,0,2,0.26
Michael Stephens,LA,M,23,6,2,0,1,1,0.25
Diego Fagundez,NE,M,20,8,2,1,1,1,0.23
Darren O'Dea,TOR,D,9,9,2,0,1,1,0.22
Kalif Alhassan,POR,M,16,10,2,1,2,0,0.22
Paulo Jr.,RSL,F,22,12,2,1,1,1,0.21
Casey Townsend,CHV,F,17,10,2,0,0,2,0.2
Hector Jimenez,CLB,M,15,13,2,1,1,1,0.2
Bobby Convey,KC,M,16,14,2,1,1,1,0.18
Fernando Cárdenas,NE,F,27,9,2,0,1,1,0.18
Dilly Duka,CLB,M,20,14,2,1,0,2,0.17
Lamar Neagle,SEA,M,23,11,2,0,1,1,0.17
Mehdi Ballouchy,NY,M,22,14,2,0,0,2,0.16
Jonny Steele,RSL,M,28,11,2,0,1,1,0.15
Danny Koevermans,TOR,F,16,12,2,1,1,1,0.15
Geoff Cameron,HOU,D,15,15,2,0,2,0,0.14
Tony Tchani,CHI,M,22,14,2,1,1,1,0.14
Barry Robson,VAN,M,17,16,2,0,2,0,0.13
Calen Carr,HOU,F,26,17,2,1,2,0,0.12
Chris Birchall,CLB,M,18,17,2,0,1,1,0.12
Steven Lenhart,SJ,F,26,18,2,0,2,0,0.11
Macoumba Kandji,HOU,F,29,21,2,0,2,0,0.11
Ben Zemanski,CHV,M,22,18,2,1,0,2,0.11
Hassoun Camara,MTL,D,20,19,2,0,1,1,0.11
Torsten Frings,TOR,M,20,20,2,1,2,0,0.11
Jordan Harvey,LAFC,D,26,18,2,0,0,2,0.1
Brek Shea,VAN,M-F,21,20,2,1,0,2,0.1
Daniel Woolard,DC,D,20,20,2,1,2,0,0.1
Ryan Guy,NE,M,23,20,2,0,1,1,0.1
Adam Johansson,SEA,D,21,21,2,0,0,2,0.1
Steven Smith,POR,D,22,22,2,0,1,1,0.1
Marcelo Sarvas,LA,M,27,22,2,1,2,0,0.09
Omar Cummings,COL,F,28,23,2,0,1,1,0.09
Milovan Mirosevic,CLB,M,26,25,2,1,2,0,0.08
Benny Feilhaber,LAFC,M,29,23,2,1,1,1,0.08
CJ Sapong,PHI,F,31,24,2,0,2,0,0.08
Roger Espinoza,SKC,M,26,26,2,0,0,2,0.08
Nick LaBrocca,CHV,M,29,26,2,0,1,1,0.08
Alain Rochat,VAN,D,27,27,2,1,2,0,0.08
Lee Nguyen,NE,M,30,27,2,1,2,0,0.08
Sheanon Williams,PHI,D,28,28,2,1,1,1,0.07
Gershon Koffie,VAN,M,29,28,2,1,2,0,0.07
Sébastien Le Toux,NY,F,33,27,2,1,1,1,0.07
Todd Dunivant,LA,D,29,29,2,0,2,0,0.07
Chris Wingert,RSL,D,31,30,2,0,2,0,0.07
Seth Sinovic,SKC,D,30,30,2,0,1,1,0.07
Corey Ashe,HOU,M,30,30,2,0,1,1,0.07
Osvaldo Alonso,SEA,M,30,30,2,1,2,0,0.07
Matt Besler,SKC,D,31,30,2,2,1,1,0.07
Richard Eckersley,TOR,D,33,32,2,0,1,1,0.06
Tony Beltran,RSL,D,32,32,2,1,2,0,0.06
James Riley,CHV,D,32,32,2,0,1,1,0.06
Eddie Gaven,CLB,M,34,34,2,1,1,1,0.06
Drew Moor,TOR,D,34,34,2,1,2,0,0.06
Adam Cristman,LA,F,2,1,1,0,1,0,1.3
Matt Stinson,TOR,M,4,1,1,0,1,0,1.01
Jonathan Top,DAL,F,4,1,1,0,0,1,0.89
Sam Garza,SJ,M,6,0,1,0,1,0,0.88
Cordell Cato,SEA,F,8,0,1,1,0,1,0.77
Jose Villarreal,ORL,M,10,0,1,1,1,0,0.74
Lloyd Sam,DC,M-F,5,2,1,1,1,0,0.55
Stephen King,DC,M,7,1,1,0,0,1,0.45
Federico Puppo,CHI,F,11,1,1,1,0,1,0.42
Josh Wolff,DC,F,9,1,1,1,1,0,0.4
Peterson Joseph,KC,M,10,4,1,1,0,1,0.34
Aaron Schoenfeld,CLB,F,9,3,1,0,1,0,0.3
Soony Saad,KC,F,9,2,1,0,0,1,0.3
Steve Zakuani,SEA,M,8,4,1,0,0,1,0.28
Sammy Ochoa,SEA,F,9,3,1,0,1,0,0.28
Terukazu Tanaka,RSL,D,4,4,1,0,1,0,0.28
Cesar Romero,CHV,F,12,4,1,0,1,0,0.23
Omar Salgado,VAN,F,7,5,1,0,1,0,0.23
Blair Gavin,CHV,M,11,5,1,0,0,1,0.23
Dennis Iapichino,MTL,D,7,5,1,1,1,0,0.21
Kirk Urso,CLB,M,6,5,1,0,1,0,0.2
Warren Creavalle,PHI,M,11,5,1,0,1,0,0.19
Justin Braun,MTL,F,14,6,1,1,0,1,0.15
Florian Lechner,NE,D,9,7,1,0,0,1,0.15
Quincy Amarikwa,SJ,F,14,6,1,0,0,1,0.15
Bernardo Corradi,MTL,F,11,7,1,0,1,0,0.15
Wells Thompson,CHI,D,21,5,1,0,1,0,0.14
Kofi Sarkodie,HOU,D,10,7,1,0,0,1,0.13
Kenny Miller,VAN,F,13,8,1,1,1,0,0.13
Lewis Neal,DC,M,18,7,1,1,1,0,0.13
Laurent Courtois,CHV,M,17,9,1,0,0,1,0.12
Teemu Tainio,NY,M,14,9,1,0,0,1,0.12
Bryan Gaul,LA,D,14,7,1,0,1,0,0.11
Eric Gehrig,CLB,D,12,8,1,0,1,0,0.11
Antoine Hoppenot,PHI,F,25,3,1,0,0,1,0.11
Peter Vagenas,CHV,M,13,11,1,0,1,0,0.11
Nelson Rivas,MTL,D,11,11,1,0,1,0,0.1
Michael Harrington,KC,D,11,9,1,1,1,0,0.1
Blake Brettschneider,NE,F,17,10,1,0,1,0,0.1
Jorge Villafaña,USA,D-M,14,9,1,1,1,0,0.1
Jacob Peterson,KC,F,23,9,1,1,1,0,0.1
Chris Schuler,ORL,D,13,9,1,0,1,0,0.1
Justin Meram,ORL,M,22,11,1,1,0,1,0.09
Edson Buddle,LA,F,19,10,1,0,1,0,0.09
John Thorrington,VAN,M,19,14,1,0,1,0,0.08
Marcelo Saragosa,DC,M,16,12,1,0,0,1,0.08
Doneil Henry,VAN,D,18,11,1,1,1,0,0.08
Omar Gonzalez,USA,D,14,13,1,0,1,0,0.08
Andy Rose,SEA,M,23,11,1,0,0,1,0.08
Zarek Valentin,POR,D,15,14,1,0,1,0,0.08
Danny Mwanga,PHI,F,27,12,1,0,1,0,0.08
Rodney Wallace,NYC,F,19,14,1,0,0,1,0.07
Teal Bunbury,NE,F,22,14,1,0,1,0,0.07
Darren Mattocks,DC,F,21,15,1,1,1,0,0.07
Tyson Wahl,COL,D,15,15,1,1,0,1,0.07
Luiz Camargo,HOU,M,26,16,1,0,1,0,0.06
Wilman Conde,NY,D,17,16,1,0,1,0,0.06
Zach Scott,SEA,D,20,16,1,0,0,1,0.06
Freddy Adu,PHI,F,24,20,1,0,1,0,0.06
Raymon Gaddis,PHI,D,18,17,1,1,1,0,0.06
Keon Daniel,PHI,M,22,17,1,1,1,0,0.06
Rauwshan McKenzie,CHV,D,20,19,1,0,0,1,0.05
Jámison Olave,RSL,D,21,21,1,0,1,0,0.05
Dan Gargan,CHI,D,22,19,1,0,1,0,0.05
Paulo Nagamura,KC,M,27,19,1,1,1,0,0.05
Jhon Kennedy Hurtado,SEA,D,22,20,1,1,0,1,0.05
Simon Dawkins,SJ,M,27,21,1,0,1,0,0.05
Kris Boyd,POR,F,26,22,1,0,1,0,0.05
Gabriel Farfan,CHV,M,23,22,1,0,1,0,0.05
Víctor Bernárdez,SJ,D,24,24,1,1,0,1,0.04
Jason Hernandez,SJ,D,25,23,1,1,0,1,0.04
Hanyer Mosquera,POR,D,26,25,1,0,1,0,0.04
Amobi Okugo,PHI,D-M,27,24,1,0,1,0,0.04
Jeb Brovsky,MTL,D,28,25,1,0,1,0,0.04
Clyde Simms,NE,M,29,29,1,0,1,0,0.04
Stephen McCarthy,NE,D,28,27,1,0,1,0,0.04
Jermaine Taylor,HOU,D,27,26,1,0,0,1,0.04
Luis Zapata,COL,D,27,26,1,0,0,1,0.04
Martín Bonjour,VAN,D,28,27,1,0,0,1,0.04
Jair Benítez,DAL,D,28,27,1,0,0,1,0.04
Collen Warner,MIN,M,29,27,1,0,0,1,0.04
Aurélien Collin,RBNY,D,29,28,1,0,0,1,0.04
Jeff Parke,SEA,D,30,29,1,1,1,0,0.04
Andrew Jacobson,DAL,M,31,31,1,0,1,0,0.03
Kevin Alston,NE,D,31,31,1,1,0,1,0.03
Gonzalo Segares,CHI,D,31,31,1,1,1,0,0.03
Jay DeMerit,VAN,D,31,31,1,0,0,1,0.03
Darlington Nagbe,ATL,M,33,31,1,1,1,0,0.03
Perry Kitchen,LA,M,32,32,1,0,1,0,0.03
Jalil Anibaba,NE,D,33,32,1,0,1,0,0.03
Sebastián Miranda,CLB,D,33,33,1,0,1,0,0.03
Brian Carroll,PHI,M,33,32,1,0,0,1,0.03
Bobby Boswell,HOU,D,33,33,1,1,0,1,0.03
Kurt Morsink,DC,M,0,0,0,0,0,0,0.0
Bryan Arguez,MTL,M,0,0,0,0,0,0,0.0
Tim Ward,SJ,D,0,0,0,0,0,0,0.0
Edward Johnson,POR,F,0,0,0,0,0,0,0.0
Ellis McLoughlin,SJ,F,0,0,0,0,0,0,0.0
Jose Recio,HOU,D,0,0,0,0,0,0,0.0
Marcus Tracy,SJ,F,0,0,0,0,0,0,0.0
O'Brian White,SEA,F,0,0,0,0,0,0,0.0
Amadou Sanyang,SEA,D,0,0,0,0,0,0,0.0
Cody Arnoux,RSL,F,0,0,0,0,0,0,0.0
Matias Jara,DAL,F,0,0,0,0,0,0,0.0
Kheli Dube,CHI,F,0,0,0,0,0,0,0.0
Anthony Wallace,COL,D,0,0,0,0,0,0,0.0
Michael Tetteh,SEA,D,0,0,0,0,0,0,0.0
Anthony Ampaipitakwong,SJ,M,0,0,0,0,0,0,0.0
Rich Balchan,CLB,D,0,0,0,0,0,0,0.0
Steven Kinney,CHI,D,0,0,0,0,0,0,0.0
Nicholas Lindsay,TOR,F,0,0,0,0,0,0,0.0
Digao,NY,D,0,0,0,0,0,0,0.0
Birahim Diop,KC,M,0,0,0,0,0,0,0.0
Zak Boggs,NE,M,0,0,0,0,0,0,0.0
Joey Gjertsen,SJ,M,0,0,0,0,0,0,0.0
Leonardo,HOU,D,0,0,0,0,0,0,0.0
Victor Pineda,CHI,M,0,0,0,0,0,0,0.0
Steven Emory,COL,M,0,0,0,0,0,0,0.0
Korey Veeder,CLB,D,0,0,0,0,0,0,0.0
Corey Hertzog,NY,F,0,0,0,0,0,0,0.0
Conor Shanosky,DC,M-D,0,0,0,0,0,0,0.0
Ethan White,DC,D,0,0,0,0,0,0,0.0
Josue Soto,HOU,D-M,0,0,0,0,0,0,0.0
Chris Taylor,POR,D,0,0,0,0,0,0,0.0
Moises Hernandez,DAL,D,0,0,0,0,0,0,0.0
Victor Ulloa,DAL,M,0,0,0,0,0,0,0.0
Pari Pantazopoulos,CHI,M,0,0,0,0,0,0,0.0
Josh Janniere,COL,M,0,0,0,0,0,0,0.0
Oscar Cordon,TOR,M,0,0,0,0,0,0,0.0
Michael Boxall,MIN,D,0,0,0,0,0,0,0.0
Kevin Ellis,KC,D,0,0,0,0,0,0,0.0
Eddie Ababio,COL,D,0,0,0,0,0,0,0.0
Aaron Horton,CLB,F,0,0,0,0,0,0,0.0
Tony Walls,CHI,D,0,0,0,0,0,0,0.0
Kohei Yamada,COL,M,0,0,0,0,0,0,0.0
Colin Rolfe,HOU,F,0,0,0,0,0,0,0.0
Lance Rozeboom,DC,M,0,0,0,0,0,0,0.0
Shawn Singh,KC,D,0,0,0,0,0,0,0.0
Babayele Sodade,SEA,F,0,0,0,0,0,0,0.0
Cyprian Hedrik,KC,D,0,0,0,0,0,0,0.0
Jacob Hustedt,SJ,M,0,0,0,0,0,0,0.0
Michael Roach,NE,F,0,0,0,0,0,0,0.0
Krystian Witkowski,PHI,F,0,0,0,0,0,0,0.0
Ryan Kawulok,POR,D,0,0,0,0,0,0,0.0
Daniel Steres,LA,D,0,0,0,0,0,0,0.0
Alex Lee,DAL,D,0,0,0,0,0,0,0.0
Marvin Iraheta,CHV,M,0,0,0,0,0,0,0.0
Aubrey Perry,CLB,D,0,0,0,0,0,0,0.0
Gienir García,MTL,D,0,0,0,0,0,0,0.0
Enzo Martinez,COL,M,0,0,0,0,0,0,0.0
Evan James,MTL,F,0,0,0,0,0,0,0.0
Greg Jordan,PHI,M,0,0,0,0,0,0,0.0
Diogo de Almeida,RSL,D,0,0,0,0,0,0,0.0
Andrew Duran,SEA,D,0,0,0,0,0,0,0.0
Chris Estridge,RSL,D,0,0,0,0,0,0,0.0
Bryce Alderson,VAN,M,0,0,0,0,0,0,0.0
José Adolfo Valencia,POR,F,0,0,0,0,0,0,0.0
Nico Muñiz,RSL,M,0,0,0,0,0,0,0.0
Ian Hogg,POR,D,0,0,0,0,0,0,0.0
Jose Angulo,NY,F,0,0,0,0,0,0,0.0
Ryan Maduro,NY,M,0,0,0,0,0,0,0.0
Kellen Gulley,CHI,F,0,0,0,0,0,0,0.0
Kyle Miller,KC,M,0,0,0,0,0,0,0.0
Greg Klazura,VAN,D-M,0,0,0,0,0,0,0.0
Charles Renken,POR,M,0,0,0,0,0,0,0.0
Tiago Ulisses,VAN,M,0,0,0,0,0,0,0.0
Raphael Augusto,DC,M,0,0,0,0,0,0,0.0
Sebastián Rincón,POR,F,0,0,0,0,0,0,0.0
Leone Cruz,RSL,D,0,0,0,0,0,0,0.0
Josh Suggs,SJ,D,0,0,0,0,0,0,0.0
Konrad Warzycha,KC,M,1,0,0,0,0,0,0.0
Davy Armstrong,COL,M,1,0,0,0,0,0,0.0
Zach Pfeffer,PHI,M,1,0,0,0,0,0,0.0
Shane O'Neill,COL,D,1,0,0,0,0,0,0.0
Dom Dwyer,ORL,F,1,0,0,0,0,0,0.0
Rafael Garcia,LA,D,1,0,0,0,0,0,0.0
Tom Heinemann,CLB,F,1,0,0,0,0,0,0.0
Jack McBean,COL,F,1,0,0,0,0,0,0.0
Jean-Marc Alexandre,HAI,F,2,0,0,0,0,0,0.0
Floyd Franks,VAN,M,2,0,0,0,0,0,0.0
Keith Makubuya,TOR,F,1,0,0,0,0,0,0.0
Efrain Burgos,SLV,M,2,0,0,0,0,0,0.0
Sainey Nyassi,NE,M,1,0,0,0,0,0,0.0
Etienne Barbara,VAN,F,2,0,0,0,0,0,0.0
Luke Sassano,KC,D,1,0,0,0,0,0,0.0
Caleb Clarke,VAN,F,2,0,0,0,0,0,0.0
Luis Perea,DAL,D,2,0,0,0,0,0,0.0
Marky Delgado,TOR,M,1,0,0,0,0,0,0.0
Jhonny Arteaga,NY,F,5,0,0,0,0,0,0.0
Jimmy McLaughlin,PHI,M,1,0,0,0,0,0,0.0
Korede Aiyegbusi,KC,D,1,0,0,0,0,0,0.0
Harrison Henao,COL,M,1,0,0,0,0,0,0.0
Scott Gordon,CHV,D,3,0,0,0,0,0,0.0
Cristhian Hernandez,PHI,F,2,0,0,0,0,0,0.0
Corben Bone,CHI,M,2,0,0,0,0,0,0.0
David Viana,RSL,M,2,0,0,0,0,0,0.0
Cesar Diaz Pizarro,SJ,F,1,0,0,0,0,0,0.0
Tyler Polak,NE,D,1,0,0,0,0,0,0.0
Jeremiah White,NE,M,2,0,0,0,0,0,0.0
Björn Runström,NE,F,3,0,0,0,0,0,0.0
Michael Videira,CHI,M,3,0,0,0,0,0,0.0
Mario Martinez,SEA,M,3,0,0,0,0,0,0.0
Guillermo Franco,CHI,F,3,0,0,0,0,0,0.0
Kenney Walker,LA,M,1,1,0,0,0,0,0.0
Hunter Jumper,CHI,D,5,0,0,0,0,0,0.0
Mike Seamon,SEA,M-F,1,0,0,0,0,0,0.0
Ben Speas,CLB,M-F,1,1,0,0,0,0,0.0
Karl Ouimette,MTL,D,2,0,0,0,0,0,0.0
Jed Zayner,SJ,D,1,1,0,0,0,0,0.0
Jonathan Borrajo,NY,D,1,0,0,0,0,0,0.0
Brad Ring,SJ,D,2,1,0,0,0,0,0.0
Ross LaBauex,COL,M,2,1,0,0,0,0,0.0
Dicoy Williams,TOR,D,2,1,0,0,0,0,0.0
Freddie Braun,POR,M,3,0,0,0,0,0,0.0
Sercan Güvenisik,SJ,F,5,1,0,0,0,0,0.0
Christian Sivebaek,SEA,M,3,1,0,0,0,0,0.0
Bakary Soumare,PHI,D,1,1,0,0,0,0,0.0
Dan Keat,LA,M,1,1,0,0,0,0,0.0
Chris Klute,COL,D,1,1,0,0,0,0,0.0
Neven Markovic,KC,D,2,1,0,0,0,0,0.0
Alex Dixon,ROC,M,4,1,0,0,0,0,0.0
Miguel Montaño,MTL,F,3,1,0,0,0,0,0.0
Scott Palguta,COL,D,2,1,0,0,0,0,0.0
Russell Teibert,VAN,M,4,1,0,0,0,0,0.0
Eduardo Sebrango,MTL,F,7,1,0,0,0,0,0.0
Alec Purdie,NE,F,5,1,0,0,0,0,0.0
Oriol Rosell,ORL,M-D,5,1,0,0,0,0,0.0
Michael Nanchoff,VAN,M,9,1,0,0,0,0,0.0
Juan Toja,NE,M,5,0,0,0,0,0,0.0
Giles Barnes,HOU,M,4,1,0,0,0,0,0.0
Pablo Mastroeni,COL,M,2,2,0,0,0,0,0.0
John Lozano,NE,D,2,2,0,0,0,0,0.0
Bruno Guarda,DAL,M,4,1,0,0,0,0,0.0
Pat Noonan,LA,F,10,1,0,0,0,0,0.0
Andrew Boyens,LA,D,2,2,0,0,0,0,0.0
Carlyle Mitchell,VAN,D,2,2,0,0,0,0,0.0
Roger Levesque,SEA,M,4,2,0,0,0,0,0.0
Steve Purdy,POR,D,3,3,0,0,0,0,0.0
Kyle Nakazawa,LA,M,5,2,0,0,0,0,0.0
Brent Richards,POR,F,6,2,0,0,0,0,0.0
Chandler Hoffman,PHI,F,7,2,0,0,0,0,0.0
Ruben Luna,DAL,F,7,2,0,0,0,0,0.0
Kai Herdling,PHI,M-F,4,3,0,0,0,0,0.0
Orr Barouch,CHI,F,9,1,0,0,0,0,0.0
Jamie Smith,COL,M,10,1,0,0,0,0,0.0
Servando Carrasco,LA,M,9,2,0,0,0,0,0.0
Chris Albright,PHI,D,8,3,0,0,0,0,0.0
Atiba Harris,VAN,D,7,3,0,0,0,0,0.0
Cam Weaver,HOU,F,9,2,0,0,0,0,0.0
Long Tan,DC,F,10,3,0,0,0,0,0.0
Bobby Burling,CHV,D,3,3,0,0,0,0,0.0
Cory Gibbs,CHI,D,3,3,0,0,0,0,0.0
Emiliano Bonfigli,RSL,F,10,1,0,0,0,0,0.0
Calum Mallace,LAFC,M,4,4,0,0,0,0,0.0
Bobby Warshaw,DAL,D,6,2,0,0,0,0,0.0
Christian Wilhelmsson,LA,M,5,4,0,0,0,0,0.0
Sinisa Ubiparipovic,MTL,F-M,12,3,0,0,0,0,0.0
Porfirio López,PHI,D,5,4,0,0,0,0,0.0
Edu,COL,F,9,3,0,0,0,0,0.0
Nathan Sturgis,HOU,M,5,4,0,0,0,0,0.0
Michael Thomas,KC,M,7,3,0,0,0,0,0.0
Abdoulie Mansally,NE,D,5,4,0,0,0,0,0.0
José Moreno,NE,F,7,5,0,0,0,0,0.0
Ty Harden,TOR,D,5,5,0,0,0,0,0.0
Tyler Ruthven,NY,D,5,4,0,0,0,0,0.0
Dimitry Imbongo,NE,F,9,4,0,0,0,0,0.0
Sebastian Velasquez,RSL,M,9,5,0,0,0,0,0.0
Bryan Jordan,LA,D,8,4,0,0,0,0,0.0
Mike Fucito,MTL,F,13,3,0,0,0,0,0.0
Andrew Jean-Baptiste,POR,D,5,4,0,0,0,0,0.0
Ethan Finlay,MIN,F,15,3,0,0,0,0,0.0
Kevan George,CLB,M,7,4,0,0,0,0,0.0
Bryan Leyva,DAL,M,8,6,0,0,0,0,0.0
Andre Akpan,COL,F,15,4,0,0,0,0,0.0
Rafael Robayo,CHI,M,16,3,0,0,0,0,0.0
Joseph Nane,COL,M,9,6,0,0,0,0,0.0
Josh Gardner,MTL,M,6,5,0,0,0,0,0.0
Victor Palsson,NY,M,16,4,0,0,0,0,0.0
Bernardo Añor,CLB,M,11,5,0,0,0,0,0.0
Cole Grossman,CLB,M,10,5,0,0,0,0,0.0
