Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,FC,FS,OFF,YC,RC
Eddie Johnson,SEA,F,28,24,2119,14,3,72,25,40,46,35,6,0
Brad Davis,HOU,M,31,28,2523,8,12,53,22,40,35,0,3,0
Dax McCarty,CHI,M,33,33,2918,3,3,40,10,40,57,3,6,0
Graham Zusi,SKC,D-M,32,31,2788,5,15,82,24,39,45,4,3,0
Dan Gargan,CHI,D,22,19,1754,0,1,12,2,38,12,1,5,0
Marvin Chávez,SJ,M,27,23,1910,3,13,42,14,38,32,5,5,0
Daniel Hernandez,DAL,M,28,22,1938,0,0,12,2,38,24,0,4,2
CJ Sapong,PHI,F,31,24,2210,9,2,61,24,38,51,16,2,0
Alain Rochat,VAN,D,27,27,2323,2,2,16,6,38,23,1,7,0
Edson Buddle,LA,F,19,10,969,3,1,31,9,37,16,9,0,0
Julian de Guzman,DAL,M,28,21,1957,1,5,32,5,37,23,1,6,0
Sam Cronin,MIN,M,31,30,2578,1,6,25,3,37,21,0,3,0
Kevin Alston,NE,D,31,31,2623,0,1,13,2,37,45,0,3,0
Osvaldo Alonso,SEA,M,30,30,2688,1,2,41,13,37,52,0,8,0
Richard Eckersley,TOR,D,33,32,2802,0,2,9,0,37,31,1,5,0
Brian Carroll,PHI,M,33,32,2898,1,1,20,4,37,15,0,4,0
Alejandro Moreno,CHV,F,22,17,1520,2,0,18,5,36,42,9,1,0
Juan Agudelo,NE,F,24,17,1570,3,3,44,16,36,26,6,1,0
Gabriel Gómez,PAN,M,24,18,1578,6,0,30,9,36,24,2,5,0
Jun Marques Davidson,VAN,M,24,24,2115,0,0,5,0,36,16,0,7,0
Dwayne De Rosario,DC,M,26,25,2195,7,12,81,26,36,31,34,4,0
Kenny Cooper,NY,F,33,26,2505,18,3,84,46,36,28,20,3,0
Chance Myers,KC,D,30,28,2538,0,7,20,2,36,27,0,4,0
Zach Loyd,DAL,D,32,31,2696,2,3,15,3,36,31,0,4,2
Jack Jewsbury,POR,M,32,31,2765,3,4,35,10,36,35,1,5,0
Carlos Valdés,PHI,D,33,33,2923,2,0,24,5,36,34,1,4,0
Franck Songo'o,POR,M,27,21,1732,1,5,47,18,35,44,5,7,0
Alvaro Saborio,RSL,F,31,26,2390,17,3,87,40,35,37,37,5,0
Gabriel Farfan,CHV,M,23,22,1960,0,1,6,1,34,32,2,5,1
Lionard Pajoy,DC,F,32,28,2475,8,3,59,20,34,35,34,5,0
Chris Wingert,RSL,D,31,30,2603,0,2,8,1,34,13,2,7,0
Blas Pérez,DAL,F,20,19,1705,9,4,53,23,33,37,18,3,1
Kris Boyd,POR,F,26,22,1893,7,1,63,28,33,12,28,4,0
Landon Donovan,LA,M-F,26,25,2256,9,14,65,29,33,43,5,6,0
Luis Zapata,COL,D,27,26,2336,0,1,8,3,33,27,0,2,0
Joel Lindpere,NY,M,34,26,2385,5,5,28,12,33,30,4,5,0
Marcelo Saragosa,DC,M,16,12,1120,1,1,8,4,32,16,0,4,0
Maicon Santos,DC,F,26,16,1470,7,3,64,19,32,16,21,4,0
Júlio César,KC,D,27,25,2071,1,0,18,2,32,20,0,4,0
Jeff Parke,SEA,D,30,29,2568,0,1,17,3,32,27,0,3,0
Barry Robson,VAN,M,17,16,1421,3,2,32,9,31,56,4,2,0
Emilio Rentería,CLB,F,27,16,1542,3,3,50,14,31,42,17,4,0
Adam Johansson,SEA,D,21,21,1834,0,2,0,0,31,13,2,1,0
Lee Nguyen,NE,M,30,27,2386,5,2,60,18,31,49,0,3,0
Danny O'Rourke,CLB,D,21,18,1603,0,0,3,0,30,8,0,5,0
Paulo Nagamura,KC,M,27,19,1757,1,1,37,5,30,19,1,4,0
David Horst,RSL,D,21,20,1845,1,0,17,3,30,23,0,1,0
Danny Cruz,DC,M-F,28,24,1868,2,4,39,10,30,40,4,2,0
Víctor Bernárdez,SJ,D,24,24,2088,2,1,19,4,30,17,1,6,0
Benny Feilhaber,LAFC,M,29,23,2147,1,2,42,16,30,70,1,5,1
Josh Williams,CLB,D,30,27,2429,1,3,24,8,30,20,1,1,1
Gonzalo Segares,CHI,D,31,31,2682,3,1,15,8,30,31,2,5,2
Jonny Steele,RSL,M,28,11,1179,2,2,19,4,29,14,1,6,0
Ashtone Morgan,TOR,D,30,27,2528,0,5,10,2,29,22,2,7,0
A.J. Soares,NE,D,30,30,2611,2,0,11,5,29,23,1,3,0
Seth Sinovic,SKC,D,30,30,2621,0,2,12,1,29,26,1,3,0
Steven Beitashour,LAFC,D,33,33,2955,0,6,11,2,29,30,1,6,0
Brandon McDonald,DC,D,33,33,2963,2,4,18,3,29,16,1,4,0
Eddie Gaven,CLB,M,34,34,2990,9,2,55,27,29,61,10,2,0
Khari Stephenson,SJ,M,27,10,1052,2,3,31,10,28,3,1,2,0
Marco Pappa,CHI,M,22,20,1615,6,5,69,21,28,32,3,5,0
Brek Shea,VAN,M-F,21,20,1747,3,2,55,20,28,20,14,1,0
Adam Moffat,HOU,M,23,22,1930,2,3,28,7,28,19,0,2,1
David Beckham,LA,M,24,23,1985,7,9,40,18,28,25,0,7,0
Corey Ashe,HOU,M,30,30,2625,0,2,8,1,28,40,4,3,0
Tony Beltran,RSL,D,32,32,2857,0,2,12,4,28,28,3,4,0
Dilly Duka,CLB,M,20,14,1073,0,2,36,6,27,9,0,3,0
Tim Cahill,NY,M,12,12,1080,1,3,24,8,27,21,2,2,0
Wilman Conde,NY,D,17,16,1433,1,1,7,1,27,6,0,3,0
Zach Scott,SEA,D,20,16,1437,1,1,11,2,27,7,1,5,1
Logan Emory,TOR,D,23,19,1621,0,0,9,2,27,9,0,1,2
Jámison Olave,RSL,D,21,21,1734,0,1,6,0,27,17,0,5,1
Jhon Kennedy Hurtado,SEA,D,22,20,1791,0,1,5,0,27,11,0,1,1
Connor Lade,RBNY,D,26,22,2088,0,3,8,2,27,20,3,4,1
Milovan Mirosevic,CLB,M,26,25,2140,4,2,46,14,27,49,3,2,0
Nick LaBrocca,CHV,M,29,26,2293,2,2,36,14,27,33,5,3,0
Simon Dawkins,SJ,M,27,21,1847,8,1,65,24,26,35,3,2,0
Matteo Ferrari,MTL,D,25,23,2029,0,0,12,4,26,11,2,3,0
Andy Najar,DC,M-F,25,22,2045,0,4,15,3,26,20,1,4,0
Brian Mullan,COL,D,28,25,2116,2,7,16,6,26,33,5,1,0
Sheanon Williams,PHI,D,28,28,2486,1,2,14,6,26,32,2,5,1
Matt Besler,SKC,D,31,30,2769,0,2,7,1,26,12,1,3,0
Conor Casey,COL,F,18,13,1156,2,3,38,12,25,8,13,1,0
Tyson Wahl,COL,D,15,15,1350,0,1,3,1,25,7,1,5,0
George John,DAL,D,23,19,1756,0,0,12,3,25,21,0,4,0
Andre Hainault,HOU,D,25,24,2035,2,3,12,6,25,6,4,2,0
Hanyer Mosquera,POR,D,26,25,2092,0,1,8,0,25,11,1,4,0
Nick DeLeon,DC,M,28,25,2175,6,4,44,22,25,29,6,0,0
James Riley,CHV,D,32,32,2880,0,2,10,0,25,22,1,2,1
Justin Morrow,TOR,D,33,33,2970,1,4,6,2,25,30,0,2,0
Drew Moor,TOR,D,34,34,3060,3,2,17,8,25,32,3,3,0
Carlos Rodríguez,DAL,M,24,12,1303,1,0,14,5,24,30,2,1,0
Leonardo González,SEA,D,19,15,1377,0,0,2,0,24,5,0,3,0
David Júnior Lopes,CHV,D,17,16,1407,0,0,14,3,24,19,2,4,1
Freddy Adu,PHI,F,24,20,1468,5,1,33,13,24,28,3,2,1
Jack McInerney,PHI,F,25,18,1630,8,3,42,19,24,16,29,4,1
Ben Zemanski,CHV,M,22,18,1649,0,2,15,6,24,24,0,3,0
Tony Cascio,COL,M,29,18,1692,3,3,53,19,24,24,6,1,0
Reggie Lambe,TOR,M,27,22,1845,2,3,22,13,24,29,4,3,0
Will Johnson,ORL,M,26,23,2087,3,3,36,18,24,28,0,4,1
Amobi Okugo,PHI,D-M,27,24,2230,0,1,16,2,24,24,2,3,0
Danny Koevermans,TOR,F,16,12,1186,9,2,39,24,23,12,16,2,0
Rodney Wallace,NYC,F,19,14,1224,1,1,25,9,23,10,1,3,0
Teal Bunbury,NE,F,22,14,1247,5,1,50,16,23,15,9,2,0
Tony Tchani,CHI,M,22,14,1331,2,2,30,5,23,21,0,3,0
Luiz Camargo,HOU,M,26,16,1425,1,1,6,2,23,26,2,1,0
Martin Rivero,COL,M,30,30,2597,2,8,61,19,23,61,4,3,0
Markus Holgersson,NY,D,31,31,2790,3,0,11,5,23,15,0,2,0
Lee Young-Pyo,VAN,D,33,33,2970,1,4,7,2,23,29,2,2,0
Justin Meram,ORL,M,22,11,960,4,1,27,10,22,15,1,3,0
Branko Boskovic,DC,M,26,12,1081,1,7,20,8,22,18,0,1,1
Mehdi Ballouchy,NY,M,22,14,1116,1,2,15,3,22,20,0,3,0
Calen Carr,HOU,F,26,17,1512,4,2,29,11,22,29,5,6,0
Michael Lahoud,CHV,M,24,19,1601,0,0,8,0,22,17,1,4,0
Hernán Pertúz,DAL,D,30,24,2116,1,0,7,2,22,10,0,0,0
Stephen McCarthy,NE,D,28,27,2308,0,1,7,3,22,28,1,2,1
Rafael Baca,SJ,M,33,31,2551,1,4,24,7,22,33,4,4,0
Jalil Anibaba,NE,D,33,32,2868,1,1,18,5,22,12,0,1,1
Bobby Boswell,HOU,D,33,33,2930,2,1,20,7,22,15,0,4,0
Sean Franklin,VAN,D,34,33,2937,0,5,17,4,22,9,0,2,0
Carlos Mendes,CLB,D,12,12,949,0,0,2,0,21,7,0,2,0
Alex Caskey,SEA,M,20,12,1093,1,4,19,5,21,17,0,0,0
Tyrone Marshall,COL,D,16,13,1128,2,0,7,3,21,7,0,3,1
Jairo Arrieta,CLB,F,18,18,1534,9,4,41,21,21,19,41,1,0
Hassoun Camara,MTL,D,20,19,1663,1,2,15,4,21,14,0,2,1
Ramiro Corrales,SJ,M,22,19,1667,2,7,20,6,21,21,1,7,1
Jordan Harvey,LAFC,D,26,18,1737,1,2,6,1,21,12,1,3,0
Dominic Oduro,MTL,M,33,21,1823,6,3,54,25,21,35,31,3,0
Ryan Guy,NE,M,23,20,1832,1,2,34,12,21,18,7,3,0
Davide Chiumiento,VAN,M,16,15,1276,0,5,22,6,20,39,3,0,0
Brandon Barklage,NY,D,19,16,1360,2,5,9,2,20,7,0,1,0
Torsten Frings,TOR,M,20,20,1669,2,2,30,10,20,17,1,5,0
Fabian Castillo,DAL,M-F,26,23,1892,6,3,36,19,20,22,14,7,0
Kelyn Rowe,NE,M,30,21,1897,3,5,43,20,20,24,5,1,0
Saer Sene,NE,M,25,23,1934,11,3,75,35,20,37,15,0,0
Matt Hedges,DAL,D,28,23,2022,3,0,12,5,20,22,1,1,0
Mauro Rosales,SEA,M,27,25,2031,3,13,16,5,20,44,2,1,0
Mike Magee,LA,M,29,24,2078,5,4,56,22,20,41,8,2,0
Kosuke Kimura,COL,D,29,28,2363,2,3,6,3,20,22,0,2,0
Christian Tiffert,SEA,M,12,11,978,0,3,7,1,19,9,4,4,0
Raymon Gaddis,PHI,D,18,17,1475,0,1,2,0,19,9,1,2,0
Keon Daniel,PHI,M,22,17,1517,1,1,20,4,19,22,0,0,1
Boniek Garcia,HOU,M,17,17,1530,4,6,30,12,19,31,4,0,0
Dejan Jakovic,LAFC,D,23,21,1861,1,0,2,2,19,26,0,4,0
Danny Califf,CHV,D,23,23,2034,1,0,6,1,19,21,1,2,0
Chris Pontius,LA,F,31,26,2339,12,4,71,29,19,49,5,3,0
Pável Pardo,CHI,M,28,27,2386,1,4,25,8,19,19,1,4,0
Chris Wondolowski,SJ,F,32,31,2813,27,7,127,55,19,25,28,3,0
John Thorrington,VAN,M,19,14,1099,0,1,10,2,18,11,1,2,0
Sebastián Grazzini,CHI,M,14,14,1103,2,5,30,15,18,22,2,4,0
Doneil Henry,VAN,D,18,11,1139,1,1,10,3,18,8,1,3,0
Rauwshan McKenzie,CHV,D,20,19,1732,0,1,5,2,18,7,0,2,0
Omar Cummings,COL,F,28,23,2000,6,2,76,28,18,23,22,1,0
Chris Korb,DC,D,26,22,2051,0,3,6,2,18,17,1,3,0
Thierry Henry,NY,F,25,24,2108,15,12,88,37,18,26,24,5,0
Brad Evans,SKC,D-M,29,29,2371,4,4,35,13,18,24,2,2,0
Todd Dunivant,LA,D,29,29,2544,2,2,8,2,18,17,3,2,0
Jay DeMerit,VAN,D,31,31,2726,1,1,13,5,18,26,0,4,0
Sebastián Miranda,CLB,D,33,33,2882,1,1,6,2,18,9,1,3,0
Hendry Thomas,COL,M,8,8,695,0,0,8,0,17,10,0,1,0
Sherjill MacDonald,CHI,F,14,12,1033,4,4,32,11,17,6,12,2,0
John Valencia,CHV,D,14,14,1219,0,0,3,1,17,11,0,5,0
Hunter Freeman,COL,D,19,18,1542,0,5,6,2,17,16,0,3,0
Luis Gil,RSL,M,29,19,1610,1,3,22,5,17,12,0,2,0
Jeb Brovsky,MTL,D,28,25,2233,0,1,10,3,17,14,1,1,1
Sébastien Le Toux,NY,F,33,27,2522,5,2,34,16,17,24,18,0,0
Dimitry Imbongo,NE,F,9,4,382,1,0,15,3,16,18,5,2,0
Bright Dike,POR,F,12,9,896,5,0,29,12,16,16,8,0,0
Juan Pablo Angel,CHV,F,19,9,1004,4,0,50,18,16,5,10,0,0
Je-Vaughn Watson,HOU,D,19,13,1096,0,0,18,6,16,14,0,1,0
Shea Salinas,SJ,M,19,11,1099,1,7,17,5,16,10,1,1,0
Andy Rose,SEA,M,23,11,1156,1,1,17,4,16,9,0,4,0
Danny Mwanga,PHI,F,27,12,1198,3,1,18,7,16,10,8,0,0
Darren Mattocks,DC,F,21,15,1300,7,1,38,16,16,32,12,7,2
Chris Birchall,CLB,M,18,17,1515,1,2,18,6,16,16,1,4,0
Marc Burch,MIN,D,29,19,1824,0,3,8,1,16,13,0,3,0
Arne Friedrich,CHI,D,23,22,1832,1,0,12,7,16,15,1,4,1
Álvaro Fernández,CHI,M,27,23,1863,4,3,29,7,16,43,4,2,1
Jan Gunnar Solli,NY,D,24,21,1865,3,5,16,9,16,10,1,2,0
Ned Grabavoy,RSL,M,26,22,1946,0,3,10,5,16,28,2,0,0
Clyde Simms,NE,M,29,29,2303,0,1,14,4,16,7,1,2,0
Nat Borchers,RSL,D,26,26,2340,2,0,12,6,16,11,1,0,0
Jair Benítez,DAL,D,28,27,2397,1,1,15,3,16,48,0,3,1
Austin Berry,CHI,D,28,28,2520,3,0,14,5,16,19,0,2,0
Darlington Nagbe,ATL,M,33,31,2777,6,1,50,16,16,46,6,0,0
Josué Martínez,PHI,F,18,6,594,1,0,14,6,15,7,9,1,0
Jorge Villafaña,USA,D-M,14,9,906,1,1,12,2,15,16,2,1,0
Kwame Watson-Siriboe,CHI,D,12,10,918,0,0,5,1,15,5,0,3,0
Jerry Bengtson,HON,F,13,10,942,2,0,22,8,15,17,9,1,0
Rafa Márquez,NY,M,15,13,987,0,3,6,1,15,19,0,3,0
Eric Alexander,HOU,M,24,14,1302,0,6,26,7,15,9,4,1,0
Geoff Cameron,HOU,D,15,15,1326,0,2,11,1,15,6,0,1,0
Chad Marshall,SEA,D,24,24,2146,2,0,22,8,15,15,3,1,0
Jermaine Taylor,HOU,D,27,26,2334,1,1,16,3,15,3,0,2,0
Chris Tierney,NE,D-M,28,26,2379,2,5,22,10,15,13,0,4,0
Robbie Keane,LA,F,28,28,2519,16,9,94,43,15,34,27,0,0
Bernardo Corradi,MTL,F,11,7,619,4,1,13,7,14,14,12,3,0
Alex,CHI,M,17,6,705,2,0,29,9,14,18,1,1,0
Antoine Hoppenot,PHI,F,25,3,817,4,1,18,8,14,25,18,2,0
Ryan Smith,CHV,M,21,12,1215,0,4,23,5,14,33,0,3,0
Eric Avila,TOR,M,24,16,1366,1,3,27,6,14,17,0,1,0
Brian Ching,HOU,F,30,13,1385,5,5,35,15,14,28,22,0,0
Roy Miller,POR,D,24,20,1662,0,6,6,0,14,14,1,2,0
Jeremy Hall,TOR,D-M,23,19,1708,1,0,7,2,14,13,0,1,0
Luis Silva,RSL,F,30,22,2061,5,5,50,19,14,32,5,1,0
Jason Hernandez,SJ,D,25,23,2090,0,1,3,0,14,10,0,1,2
Will Bruin,SEA,F,32,31,2510,12,4,78,35,14,20,12,1,0
Bernardo Añor,CLB,M,11,5,493,1,0,7,2,13,10,0,3,0
Quincy Amarikwa,SJ,F,14,6,601,1,1,12,4,13,12,1,0,0
José Erick Correa,CHV,F,16,7,695,2,0,15,3,13,10,3,1,0
Bryan Gaul,LA,D,14,7,800,0,1,4,2,13,3,0,3,0
Andrew Wenger,HOU,F,23,7,823,4,0,20,9,13,7,9,0,0
Paulo Jr.,RSL,F,22,12,848,2,2,26,12,13,7,12,0,0
Aaron Maund,VAN,D,15,9,947,0,0,5,1,13,7,0,2,0
Fernando Cárdenas,NE,F,27,9,1016,2,2,27,10,13,14,5,1,1
Robbie Russell,DC,D,19,16,1355,1,0,7,3,13,7,0,0,0
Patrick Ianni,SEA,D-M,16,15,1357,1,0,2,1,13,11,0,1,0
Marco Di Vaio,MTL,F,17,16,1366,5,3,49,15,13,11,40,1,0
Marvell Wynne,COL,D,28,28,2520,0,0,1,0,13,18,0,1,0
Atiba Harris,VAN,D,7,3,253,0,0,1,0,12,6,3,1,0
Victor Palsson,NY,M,16,4,463,0,0,3,0,12,2,0,3,1
Yordany Álvarez,RSL,M,15,5,500,0,0,7,0,12,3,0,1,0
Justin Braun,MTL,F,14,6,581,0,1,14,5,12,8,9,0,0
Daniel Paladini,CHI,M,15,7,691,2,2,13,5,12,5,0,1,0
Chris Schuler,ORL,D,13,9,944,0,1,12,1,12,3,0,2,0
Nemanja Vukovic,CLB,D,15,12,1113,0,3,15,3,12,9,0,2,0
Omar Gonzalez,USA,D,14,13,1147,1,1,10,3,12,9,0,2,0
Lovel Palmer,POR,D,19,15,1331,0,0,15,2,12,5,0,4,1
Daniel Woolard,DC,D,20,20,1754,1,2,5,2,12,16,1,0,0
Chris Rolfe,CHI,F,22,19,1760,8,3,58,20,12,26,5,1,0
Joseph Nane,COL,M,9,6,446,1,0,3,1,11,6,0,2,0
Wells Thompson,CHI,D,21,5,664,0,1,11,2,11,13,2,1,0
Ricardo Clark,CLB,M,11,8,760,1,0,9,2,11,16,0,0,0
Ike Opara,SKC,D,16,7,763,0,0,8,2,11,11,2,0,0
Laurent Courtois,CHV,M,17,9,773,1,1,21,6,11,7,1,0,0
Teemu Tainio,NY,M,14,9,782,0,1,4,0,11,9,0,2,0
Darren O'Dea,TOR,D,9,9,810,0,2,5,1,11,2,0,2,0
Casey Townsend,CHV,F,17,10,907,1,2,17,8,11,9,6,3,0
Steven Smith,POR,D,22,22,1875,0,2,5,0,11,19,1,6,0
Logan Pause,CHI,M,32,31,2424,1,0,5,2,11,17,0,0,0
Cole Grossman,CLB,M,10,5,500,1,0,3,1,10,3,0,1,1
James Marcelin,DAL,M,19,6,678,0,0,3,2,10,5,0,1,0
Peter Vagenas,CHV,M,13,11,842,0,1,2,1,10,13,1,1,0
Blake Brettschneider,NE,F,17,10,892,2,1,17,9,10,11,10,0,0
Emiliano Dudar,DC,D,11,10,898,0,0,4,1,10,2,1,3,1
Lamar Neagle,SEA,M,23,11,1086,2,2,23,5,10,12,6,1,0
Orr Barouch,CHI,F,9,1,224,0,0,4,1,9,4,3,2,0
Aaron Schoenfeld,CLB,F,9,3,298,0,1,6,3,9,3,4,2,0
Cesar Romero,CHV,F,12,4,392,0,1,5,0,9,4,6,1,0
Josh Gardner,MTL,M,6,5,451,0,0,6,0,9,4,0,1,0
Kenny Miller,VAN,F,13,8,716,2,1,11,4,9,7,9,0,0
Nelson Rivas,MTL,D,11,11,858,0,1,8,1,9,11,0,2,1
Michael Harrington,KC,D,11,9,877,0,1,0,0,9,5,1,1,0
Hector Jimenez,CLB,M,15,13,920,1,2,8,3,9,6,3,0,1
Hamdi Salihi,DC,F,22,10,945,6,0,32,17,9,13,6,3,0
Matt Watson,VAN,M,15,10,969,0,0,8,1,9,22,0,1,0
Heath Pearce,CHV,D,28,28,2504,2,0,7,4,9,20,0,1,0
Roger Torres,PHI,M,10,1,181,0,2,0,0,8,5,0,2,0
Bobby Burling,CHV,D,3,3,270,0,0,0,0,8,3,0,1,0
Christian Wilhelmsson,LA,M,5,4,303,1,0,9,2,8,6,3,0,0
Kamani Hill,COL,F,19,3,582,5,2,15,8,8,11,2,1,0
Scott Sealy,DAL,F,16,8,641,2,0,16,6,8,7,8,0,0
Paolo Cardozo,CHV,M,10,9,692,1,0,13,4,8,20,1,0,0
Julius James,CLB,D,12,7,714,0,0,4,0,8,11,1,2,0
Mike Chabala,DC,D,12,8,800,0,0,2,1,8,4,0,2,0
Eric Gehrig,CLB,D,12,8,812,0,1,2,0,8,7,0,1,0
Lawrence Olum,POR,M-D,21,10,908,0,0,7,0,8,1,1,3,0
Federico Higuain,CLB,M,13,11,1004,5,7,32,9,8,11,7,2,0
Darrius Barnes,NE,D,13,11,1017,1,0,2,1,8,4,0,3,0
Zarek Valentin,POR,D,15,14,1161,1,1,2,1,8,6,0,1,0
Shavar Thomas,MTL,D,15,13,1255,0,0,0,0,8,4,0,2,0
Justin Mapp,MTL,M,27,21,1641,2,5,34,14,8,20,6,0,0
Ante Jazic,CHV,D,27,27,2379,0,0,2,0,8,10,0,0,0
Jose Villarreal,ORL,M,10,0,122,1,1,3,2,7,2,0,1,0
Juan Toja,NE,M,5,0,148,0,0,3,1,7,10,0,1,0
Kai Herdling,PHI,M-F,4,3,212,0,0,6,0,7,8,0,0,0
Omar Salgado,VAN,F,7,5,398,0,1,4,1,7,8,1,1,0
Mike Fucito,MTL,F,13,3,424,0,0,4,0,7,5,6,0,0
Kevan George,CLB,M,7,4,427,0,0,3,0,7,2,0,2,0
Kirk Urso,CLB,M,6,5,453,0,1,5,0,7,2,0,1,0
Shaun Francis,CLB,D,10,6,507,0,3,6,1,7,3,1,1,0
Ricardo Villar,DAL,M,9,8,609,2,0,11,6,7,18,1,0,0
Michael Stephens,LA,M,23,6,724,0,2,3,1,7,2,1,1,0
Ugo Ihemelu,DAL,D,10,10,900,1,0,5,1,7,9,0,0,0
Jacob Peterson,KC,F,23,9,942,4,1,24,11,7,7,2,0,1
David Ferreira,DAL,M,17,16,1427,2,9,21,9,7,53,2,3,0
Cam Weaver,HOU,F,9,2,253,0,0,9,4,6,4,4,1,0
Peterson Joseph,KC,M,10,4,263,0,1,3,0,6,7,0,3,1
Michael Thomas,KC,M,7,3,344,0,0,6,1,6,2,0,1,0
Abdoulie Mansally,NE,D,5,4,364,0,0,4,0,6,4,0,1,0
Andre Akpan,COL,F,15,4,434,3,0,9,5,6,8,2,0,0
Andy O'Brien,VAN,D,8,7,660,0,0,2,1,6,7,0,0,0
Olman Vargas,CLB,F,11,7,667,1,0,15,7,6,6,17,1,0
Chad Barrett,LA,F,18,7,677,1,3,14,2,6,7,3,1,0
Kofi Sarkodie,HOU,D,10,7,695,0,1,2,0,6,8,1,0,0
Adrian Cann,TOR,D,10,8,735,0,0,2,1,6,6,0,1,0
Diego Fagundez,NE,M,20,8,770,2,2,18,9,6,6,4,0,0
David Estrada,SEA,M-F,17,12,1027,5,0,25,10,6,12,6,1,0
Ross LaBauex,COL,M,2,1,79,0,0,0,0,5,4,1,0,0
Lloyd Sam,DC,M-F,5,2,164,0,1,5,1,5,3,2,1,0
Long Tan,DC,F,10,3,259,1,0,15,5,5,8,4,0,0
Soony Saad,KC,F,9,2,305,0,1,7,2,5,5,0,0,0
Sammy Ochoa,SEA,F,9,3,324,1,1,9,3,5,7,0,0,0
Sinisa Ubiparipovic,MTL,F-M,12,3,325,2,0,5,2,5,3,0,1,0
Nathan Sturgis,HOU,M,5,4,332,0,0,3,0,5,3,0,0,0
Sebastian Velasquez,RSL,M,9,5,403,0,0,7,1,5,11,0,0,0
Ethan Finlay,MIN,F,15,3,426,0,0,5,3,5,7,2,0,0
Dennis Iapichino,MTL,D,7,5,438,0,1,2,0,5,3,0,2,0
Warren Creavalle,PHI,M,11,5,479,0,1,3,1,5,5,0,0,0
Jorge Perlaza,PHI,F,12,7,562,0,0,8,2,5,7,13,0,0
Joao Plata,RSL,F,10,7,638,0,0,20,2,5,12,3,0,0
Colin Clark,HOU,M,14,6,655,1,0,8,2,5,5,0,2,0
Kalif Alhassan,POR,M,16,10,827,1,2,19,6,5,21,1,1,0
Mamadou Danso,POR,D,10,9,853,0,0,5,2,5,9,0,2,0
Andrew Wiedeman,DAL,F,20,8,897,2,0,17,5,5,8,3,0,0
Bobby Convey,KC,M,16,14,989,1,2,7,3,5,7,0,1,0
Christian Sivebaek,SEA,M,3,1,88,0,0,0,0,4,1,0,1,0
Neven Markovic,KC,D,2,1,96,0,0,1,0,4,3,0,0,0
