Player,Club,POS,GP,GS,A,GWA,HmA,RdA,A/90min
Eddie Johnson,DAL,F,10,1,0,0,0,0,0.0
Isaias Bardales Jr.,LA,F,12,1,0,0,0,0,0.0
Martin Klinger,MET,F,9,2,0,0,0,0,0.0
Nick Downing,NE,D,5,3,0,0,0,0,0.0
Ted Eck,DAL,M-F,9,3,0,0,0,0,0.0
John Wolyniec,CHI,F,5,3,0,0,0,0,0.0
Diego Sonora,TB,M-D,4,4,0,0,0,0,0.0
Andrew Lewis,CHI,M,13,5,0,0,0,0,0.0
Gus Kartes,TB,M,18,5,0,0,0,0,0.0
Ante Razov,CHI,F,7,6,0,0,0,0,0.0
Mark Semioli,MET,D,14,6,0,0,0,0,0.0
Tahj Jakins,KC,D,10,7,0,0,0,0,0.0
Justin Evans,CHI,M,15,3,0,0,0,0,0.0
Scott Cannon,TB,D,9,8,0,0,0,0,0.0
Ansil Elcock,CLB,D,15,6,0,0,0,0,0.0
Billy Walsh,MET,M,11,8,0,0,0,0,0.0
Jimmy Conrad,SJ,D,16,8,0,0,0,0,0.0
Stephen Armstrong,DC,M,15,12,0,0,0,0,0.0
Danny Pena,LA,D,16,11,0,0,0,0,0.0
Stephen Herdsman,COL,D,20,16,0,0,0,0,0.0
Paul Bravo,COL,M,23,15,0,0,0,0,0.0
Alan Woods,NE,D,18,15,0,0,0,0,0.0
Chris Dawes,COL,D,16.0,16.0,0.0,0.0,0.0,0.0,0.0
Carlos Llamosa,MIA,D,20.0,20.0,0.0,0.0,0.0,0.0,0.0
Orlando Perez,MET,D,24.0,21.0,0.0,0.0,0.0,0.0,0.0
Rusty Pierce,NE,D,23.0,22.0,0.0,0.0,0.0,0.0,0.0
Nick Garcia,KC,D,24.0,24.0,0.0,0.0,0.0,0.0,0.0
Mauricio Wright,NE,D,24.0,24.0,0.0,0.0,0.0,0.0,0.0
Chris Martinez,COL,D,26.0,26.0,0.0,0.0,0.0,0.0,0.0
Troy Dayak,SJ,D,25.0,25.0,0.0,0.0,0.0,0.0,0.0
Ben Olsen,nan,M,nan,nan,nan,nan,nan,nan,0.0
Daniel Torres,nan,D,nan,nan,nan,nan,nan,nan,0.0
Hamisi Amani-Dove,nan,F,nan,nan,nan,nan,nan,nan,0.0
Stats Unavailable,nan,nan,nan,nan,nan,nan,nan,nan,nan
