Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,FC,FS,OFF,YC,RC
Craig Demmin,TB,D,19,19,1702,0,1,11,2,40,15,0,7,0
Matt Okoh,NE,F,18,9,885,6,2,40,19,39,24,12,5,0
Bryan Namoff,DC,D,15,13,1152,0,7,9,4,39,8,0,2,0
Josh Keller,TB,M,22,22,1952,3,1,17,8,39,28,1,8,0
Ariel Graziani,DAL,F,25,24,2208,11,8,83,40,39,41,37,6,0
Eric Dade,DAL,D,21,20,1639,0,1,8,1,38,16,1,6,0
DaMarcus Beasley,HOU,D,24,24,2156,2,6,27,18,38,82,8,4,0
Manny Lagos,SJ,M,26,26,2310,8,8,65,39,38,64,4,3,1
Orlando Perez,MET,D,24,21,1948,0,0,1,0,37,19,0,6,0
Ronnie Ekelund,SJ,M,16,16,1421,0,2,20,9,36,16,0,2,0
Chris Dawes,COL,D,16,16,1478,0,0,6,4,36,9,0,6,1
Wolde Harris,NE,F,21,17,1584,3,5,43,22,36,32,21,1,0
Evan Whitfield,CHI,D,26,21,1882,0,3,10,3,36,26,3,4,0
Ritchie Kotschau,COL,D,22,21,2000,0,1,9,3,36,16,3,3,1
Mark Chung,MET,M,26,24,2226,3,6,56,25,36,71,7,1,0
Mike Duhaney,CLB,D,25,25,2164,1,2,11,5,35,30,6,2,0
Jorge Rodriguez,DAL,M-D,24,24,2232,6,4,35,17,35,18,0,5,0
Dema Kovalenko,CHI,M,25,25,2311,8,7,45,21,35,49,6,8,0
Ryan Suarez,DAL,D,20,19,1666,2,3,11,5,34,23,3,6,0
Stephen Armstrong,DC,M,15,12,1112,3,0,17,11,33,19,0,3,0
Ryan Nelsen,DC,D,19,19,1643,0,2,11,4,33,12,0,4,0
Zak Ibsen,SJ,M,24,24,2137,2,3,11,6,33,21,0,3,1
Steve Jolley,MET,D,26,26,2370,0,3,10,3,33,14,1,6,0
Ramiro Corrales,SJ,M,14,11,1058,1,1,17,10,32,17,0,5,1
Junior Agogo,COL,F,24,11,1186,5,3,50,23,32,25,37,0,0
Ivan McKinley,MIA,D-M,19,17,1250,0,2,8,1,32,15,0,8,1
Imad Baba,COL,M,22,18,1631,1,6,34,15,32,26,2,6,0
Petter Villegas,MET,M,22,22,1798,5,5,36,14,32,35,8,2,1
Greg Vanney,LA,D,22,22,2032,6,3,21,14,32,11,0,8,0
Johnny Torres,MIA,F,23,15,1446,2,5,32,21,31,24,15,5,0
John Harkes,CLB,M,23,20,1793,0,3,12,3,31,34,0,3,0
Jason Moore,COL,M,26,19,1798,0,4,12,1,31,77,3,2,0
Mamadou Diallo,TB,F,22,20,1818,9,5,94,41,31,42,56,5,1
Jaime Moreno,DC,F,24,23,1888,9,6,60,40,31,87,9,4,0
Brandon Prideaux,KC,D,23,22,2028,0,1,0,0,31,27,0,5,0
Jason Kreis,DAL,M,25,25,2175,7,10,77,32,31,38,15,2,0
Chris Albright,DC,D,23,14,1411,1,1,41,24,30,39,13,5,0
Paul Broome,DAL,M,22,16,1513,1,2,2,2,30,18,0,4,0
Eddie Pope,DC,D,19,18,1528,0,2,6,2,30,13,0,5,0
Brian West,CLB,M-F,21,19,1657,5,5,23,12,30,25,10,2,0
Landon Donovan,SJ,M-F,22,17,1666,7,10,46,26,30,40,8,3,0
Paul Caligiuri,LA,D,24,21,1854,0,4,17,6,30,19,1,4,0
Mauricio Wright,NE,D,24,24,2156,2,0,19,6,30,42,1,4,1
Pablo Mastroeni,MIA,M,25,25,2290,2,2,2,2,30,34,0,6,0
Lance Key,COL,D,13,13,1193,0,1,5,1,29,15,0,3,0
Rodrigo Faria,MET,F,21,11,1344,8,2,55,30,29,21,16,2,0
Andy Williams,NE,M,20,17,1465,3,7,45,16,29,63,5,2,0
Roy Lassiter,KC,F,23,19,1648,7,1,29,18,29,37,24,5,0
Tyrone Marshall,MIA,D,23,20,1831,3,2,15,6,29,20,3,5,0
Marcelo Balboa,COL,D,24,22,2119,5,6,52,22,29,26,1,0,0
Shaker Asad,MIA,M,20,9,978,1,2,14,5,28,26,2,3,0
Duncan Oughton,CLB,D,20,12,1233,0,1,16,5,28,38,0,3,0
Ross Paule,COL,M,25,13,1481,1,11,23,12,28,26,2,4,0
Richard Farrer,DAL,D,25,24,2108,2,3,5,3,28,16,2,6,0
Mike Clark,CLB,D,25,25,2280,0,1,6,1,28,25,5,7,0
Luis Hernandez,LA,F,14,12,1189,8,3,45,29,27,43,23,6,0
Ronald Cerritos,SJ,F,25,23,1954,11,6,45,30,27,20,23,0,0
Mauricio Cienfuegos,LA,M,25,25,2229,2,7,35,14,27,49,4,3,0
Daniel Hernandez,MET,M,16,15,1358,1,7,26,7,26,42,0,4,0
Abdul Thompson Conteh,DC,F,25,17,1676,14,1,71,45,26,23,30,2,0
Mark Lisi,DC,M,25,20,1720,4,5,33,16,26,26,2,1,0
Richard Mulrooney,SJ,M,21,20,1878,1,9,31,13,26,41,0,4,0
Mike Lapper,CLB,D,24,21,1929,1,3,3,2,26,17,0,5,0
Adolfo Valencia,MET,F,17,14,1155,5,4,33,19,25,14,17,0,0
John Maessner,TB,M-D,24,17,1707,1,2,10,3,25,20,1,2,1
Jeff Cunningham,CLB,F,22,20,1770,10,13,72,32,25,55,19,3,1
Eric Quill,TB,F,24,23,1840,2,8,33,11,25,23,8,3,1
Steve Ralston,TB,M,25,25,2221,7,6,18,11,25,43,4,1,1
Troy Dayak,SJ,D,25,25,2236,2,0,10,5,25,16,2,4,0
Sergi Daniv,CHI,M,14,9,813,2,3,14,6,24,22,0,3,0
Mark Santel,KC,M,21,7,813,1,1,4,3,24,13,3,1,0
Bobby Rhine,DAL,M,18,10,972,5,7,37,24,24,20,11,2,0
Bobby Convey,DC,M,12,11,992,1,7,22,11,24,26,5,4,0
Onandi Lowe,KC,F,13,10,1034,4,3,66,27,24,60,18,4,0
Mike Burns,KC,M,19,14,1179,0,3,7,1,24,10,1,3,0
Chris Klein,KC,M,24,23,2039,3,6,25,11,24,16,8,2,0
Steve Shak,COL,D,14,8,806,0,1,7,3,23,7,0,3,0
Gary Glasgow,KC,F,18,11,1124,2,5,35,14,23,31,8,2,0
Ali Curtis,TB,F,20,12,1211,2,1,30,12,23,24,8,0,0
Joselito Vaca,DAL,M,21,17,1461,2,4,25,9,23,24,5,1,0
Jair,TB,M,25,18,1565,1,6,26,10,23,26,3,1,0
Nick Garcia,KC,D,24,24,2142,0,0,1,0,23,27,0,5,2
Danny Pena,LA,D,16,11,1117,1,0,9,3,22,14,0,8,0
Cobi Jones,LA,M,22,22,1890,6,10,41,23,22,58,15,1,0
Wade Barrett,SJ,D,24,23,2125,1,6,5,2,22,17,1,1,0
Alex Comas,MET,M,12,10,748,2,2,21,11,21,8,1,4,1
Jimmy Conrad,SJ,D,16,8,928,0,0,5,2,21,10,0,2,0
Santino Quaranta,DC,M-F,16,10,949,5,1,34,18,21,39,12,1,0
Dwayne De Rosario,SJ,M,21,11,1072,5,4,46,24,21,25,20,1,0
Ted Chronopoulos,NE,D,16,15,1314,5,1,15,7,21,15,3,1,0
Eric Wynalda,CHI,F,24,13,1349,10,5,53,25,21,12,19,1,0
Paul Bravo,COL,M,23,15,1352,6,0,43,21,21,40,9,1,0
Marco Etcheverry,DC,M,23,23,2024,0,12,27,11,21,63,2,7,1
Tenywa Bonseu,CLB,D,24,24,2160,0,3,6,1,21,8,0,4,2
Jamar Beasley,CHI,M,19,8,746,4,3,29,17,20,23,17,0,0
Mark Watson,DC,D,11,10,923,0,2,1,0,20,9,0,3,0
Stephen Herdsman,COL,D,20,16,1276,0,0,7,3,20,20,0,2,0
Peter Vermes,KC,D,20,20,1826,0,2,10,1,20,18,0,2,0
Eric Denton,DC,D,24,21,1884,1,4,10,6,20,18,0,5,0
Ian Bishop,MIA,M,23,23,2115,0,13,14,6,20,20,0,3,1
Lazo Alavanja,DAL,M,16,11,896,0,3,7,3,19,10,2,3,0
Carlos Bocanegra,CHI,D,15,13,1250,1,2,5,3,19,12,0,2,0
Joseph Addo,TB,D,20,17,1467,1,1,8,2,19,10,0,4,0
Sasha Victorine,LA,M,24,21,1758,7,5,46,24,19,35,19,0,0
Simon Elliott,LA,M,21,21,1909,1,11,48,18,19,24,0,3,0
Chris Brown,KC,M-F,27,23,2034,5,2,37,18,19,38,8,1,0
John Wilmar Perez,CLB,M,25,23,2105,8,15,41,20,19,52,2,3,0
Preki,MIA,M,24,24,2139,8,14,80,40,19,48,2,3,0
Jeff Bilyk,MIA,M,15,5,535,0,1,0,0,18,15,0,4,0
Alexi Lalas,LA,D,11,9,764,2,2,10,7,18,10,1,1,0
Andrew Gregor,KC,M,13,7,812,0,2,10,3,18,16,1,2,0
Maurice Johnston,KC,M-F,11,10,864,1,3,14,7,18,10,2,0,0
Braeden Cloutier,NE,M,13,12,1057,0,3,8,2,18,12,1,3,0
Justin Evans,CHI,M,15,3,622,0,0,0,0,17,6,0,3,1
Billy Walsh,MET,M,11,8,756,3,0,11,5,17,3,1,1,0
Brian Kamler,DC,M,17,11,1094,0,2,10,4,17,13,0,1,0
Francisco Gomez,KC,M,24,16,1320,4,6,32,13,17,24,0,0,1
Ansil Elcock,CLB,D,15,6,725,1,0,3,2,16,16,3,3,1
Brian Mullan,LA,D,10,9,809,2,2,21,11,16,13,17,0,0
Adam Frye,LA,D,22,9,1065,2,2,17,9,16,15,3,1,0
Tab Ramos,MET,M,18,17,1459,0,5,23,12,16,60,2,3,0
Cate,NE,M,22,20,1807,8,8,47,23,16,36,13,1,1
Marvin Quijano,LA,F,12,9,730,2,2,16,11,15,26,5,1,0
Clint Mathis,MET,M,10,10,905,7,5,44,17,15,26,10,6,0
Antonio Martinez,DAL,F-M,17,10,1011,1,9,9,4,15,17,8,1,0
Chris Carrieri,COL,F,19,11,1081,5,4,24,11,15,28,11,3,0
Peter Nowak,CHI,M,18,18,1560,6,10,39,16,15,48,5,3,1
Ted Eck,DAL,M-F,9,3,323,0,0,2,2,14,2,0,1,1
Mark Semioli,MET,D,14,6,549,0,0,1,0,14,9,0,2,0
Hristo Stoitchkov,CHI,F,17,10,916,6,5,53,28,14,27,9,4,0
Raul Diaz Arce,COL,F,14,12,944,4,4,24,12,14,20,25,0,0
Brian McBride,CLB,F,15,14,1326,1,6,30,13,14,31,5,0,0
Alex Pineda Chacon,MIA,M,25,23,2055,19,9,63,36,14,38,7,0,0
Brian Dunseth,MIA,D,18,10,1066,0,1,0,0,13,5,0,3,0
William Sunsing,NE,F,22,11,1100,3,1,26,8,13,33,10,1,0
Dante Washington,CLB,F,21,13,1203,7,3,38,24,13,36,13,0,0
Jeff Agoos,SJ,D,20,20,1765,2,2,8,5,13,22,0,3,0
Carlos Llamosa,MIA,D,20,20,1827,0,0,0,0,13,26,0,5,1
Aleksey Korol,DAL,F,15,3,372,2,1,12,6,12,2,1,1,0
Lubos Kubik,DAL,D,11,11,998,1,2,12,5,12,6,0,0,1
Devin Barclay,TB,F,23,12,1324,3,2,24,15,12,35,12,2,0
Alan Woods,NE,D,18,15,1475,0,0,2,0,12,14,0,1,0
Carlos Valderrama,COL,M,24,24,2142,1,9,18,4,12,37,1,4,2
Yari Allnutt,NE,F,9,8,707,0,1,2,1,11,4,2,2,0
Robert Warzycha,CLB,M,11,9,710,3,2,13,5,11,17,0,2,1
Scott Cannon,TB,D,9,8,681,0,0,6,4,10,10,0,0,0
Miles Joseph,DAL,M,9,3,389,0,1,8,3,9,5,0,2,0
Scott Bower,SJ,M,12,3,391,0,3,5,1,9,8,0,0,0
David Vaudreuil,CHI,D,9,4,415,0,4,2,2,9,5,0,1,0
Kevin Anderson,TB,M-D,10,6,443,0,1,8,5,9,2,0,1,0
Gus Kartes,TB,M,18,5,516,0,0,10,3,9,12,3,1,0
Edson Buddle,CLB,F,17,5,556,3,2,24,12,9,2,5,0,0
A.J. Wood,DC,F,7,1,180,0,0,2,1,8,3,1,2,0
Josh Wolff,CHI,F,3,3,244,2,0,12,4,8,9,3,0,0
John Wolyniec,CHI,F,5,3,330,1,0,6,3,8,8,4,3,0
Greg Simmonds,MIA,F,9,5,415,0,2,14,4,8,8,5,0,0
Ante Razov,CHI,F,7,6,541,2,0,26,11,8,11,12,1,0
Jim Curtin,CHI,D,18,12,1194,0,1,2,0,8,8,0,0,1
Robin Fraser,COL,D,20,19,1714,0,2,1,0,8,10,0,0,1
Eddie Johnson,DAL,F,10,1,263,2,0,10,4,7,3,1,0,0
Isaias Bardales Jr.,LA,F,12,1,270,0,0,6,3,7,16,2,0,0
Martin Klinger,MET,F,9,2,272,0,0,9,4,7,11,2,0,0
Jose Alegria,DC,M,7,2,277,1,1,4,3,7,3,0,1,1
Nick Downing,NE,D,5,3,279,0,0,0,1,7,1,0,1,0
Tahj Jakins,KC,D,10,7,604,0,0,2,1,7,8,1,1,0
Wes Hart,COL,D-M,5,2,178,0,1,1,0,6,7,2,1,0
Brian Ching,LA,F,8,1,228,1,1,4,2,6,1,2,0,0
Todd Yeagley,CLB,M,5,3,254,0,1,0,0,6,3,1,0,0
Craig Waibel,LA,D,9,2,279,0,1,0,0,6,2,0,2,0
Wojtek Krakowiak,SJ,M,5,1,153,0,0,2,1,5,4,1,0,0
Neathan Gibson,COL,F,8,1,154,0,0,6,2,5,2,1,0,0
Chad McCarty,TB,D,2,2,79,0,0,0,0,4,0,0,0,0
Ian Woan,CLB,M,4,0,107,0,2,4,2,4,1,0,0,0
Andrew Lewis,CHI,M,13,5,502,1,0,1,1,4,3,0,0,1
Leo Cullen,MIA,M,14,8,793,0,1,2,0,4,3,0,0,0
Mario Longo,CLB,M,4,0,32,0,1,2,0,3,0,0,1,0
John DeBrito,CLB,D,2,0,48,0,0,1,1,3,0,0,0,0
Roland Aguilera,CLB,M,3,0,76,0,0,3,0,3,0,0,0,1
Tim Sahaydak,MIA,D,4,2,171,0,0,0,0,3,2,0,2,0
Narciso Fernandes,KC,M-F,1,0,6,0,0,0,0,2,0,1,0,0
Brian Johnson,KC,M,3,0,62,0,0,2,0,2,2,0,0,0
David Hayes,CHI,F,3,1,80,1,0,2,1,2,1,0,0,0
Jose Burciaga Jr.,KC,D,3,2,93,0,0,0,0,2,5,0,0,0
Roy Myers,MET,M-F,3,3,168,0,0,3,1,2,4,0,0,0
Dario Brose,SJ,M,1,0,3,0,0,0,0,1,0,0,0,0
Rivers Guthrie,COL,M,1,0,10,0,0,0,0,1,0,0,0,0
Fausto Klinger,MET,M-D,1,0,14,0,0,0,0,1,1,1,0,0
Kyle Beckerman,RSL,M,1,0,14,0,0,0,0,1,2,0,0,0
Josue Mayard,DAL,D,3,0,27,0,0,1,0,1,0,0,0,0
Kevin Adams,CLB,D,5,0,42,0,0,1,0,1,1,0,1,0
Alex Bengard,LA,M,3,0,56,0,0,1,1,1,0,0,0,0
Geoff Aunger,COL,D,1,1,82,0,0,1,0,1,2,0,0,0
Eddie Robinson,SJ,D,1,1,88,0,0,0,0,1,2,0,0,0
Seth Trembly,COL,M-D,4,1,198,0,0,2,0,1,7,0,1,0
Diego Sonora,TB,M-D,4,4,353,0,0,1,0,1,6,0,1,0
John Jones,CLB,M,0,0,0,0,0,0,0,0,0,0,0,0
Ali Ngon,MIA,F,0,0,0,0,0,0,0,0,0,0,0,0
Antonio Otero,MIA,M,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Rigby,MET,D,0,0,0,0,0,0,0,0,0,0,0,0
Miguel Saavedra,DAL,M,0,0,0,0,0,0,0,0,0,0,0,0
Fernando Ortiz-Solis,NE,M,0,0,0,0,0,0,0,0,0,0,0,0
Jeremy Aldrich,CHI,D,0,0,0,0,0,0,0,0,0,0,0,0
Keyeno Thomas,COL,M-D,0,0,0,0,0,0,0,0,0,0,0,0
Ray Goodlett,DC,D,0,0,0,0,0,0,0,0,0,0,0,0
Matt Fundenberger,CLB,F,0,0,0,0,0,0,0,0,0,0,0,0
Jason Farrell,LA,F,0,0,0,0,0,0,0,0,0,0,0,0
Fred DeGand,DC,D,0,0,0,0,0,0,0,0,0,0,0,0
Stephen Danbusky,NE,D,0,0,0,0,0,0,0,0,0,0,0,0
Peter Byaruhanga,KC,F,0,0,0,0,0,0,0,0,0,0,0,0
Steve Bernal,CHI,D,0,0,0,0,0,0,0,0,0,0,0,0
John Carroll,COL,M-D,0,0,0,0,0,0,0,0,0,0,0,0
Tony Frias,NE,M,0,0,0,0,0,0,0,0,0,0,0,0
Don Gramenz,TB,D,1,0,1,0,0,0,0,0,0,0,0,0
Micah Cooks,DC,M-D,1,0,2,0,0,0,0,0,0,0,0,0
Amos Magee,CHI,F,1,0,2,0,0,0,0,0,0,1,0,0
Chad Prince,CHI,D,1,0,5,0,0,0,0,0,0,0,0,0
Randy Merkel,MIA,D,1,0,6,0,0,0,0,0,0,0,0,0
Paul Schneider,TB,F,1,0,10,0,0,0,0,0,0,0,0,0
Mersim Beskovic,MET,D,3,0,11,0,0,0,0,0,0,0,0,0
Brian Kelly,LA,M,2,0,13,0,0,1,0,0,0,1,0,0
Pete Marino,MIA,F,2,0,19,0,0,0,0,0,1,1,0,0
Alberto Munoz,TB,M,2.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Judah Cooks,DC,M,2.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Butler,MET,F,1.0,0.0,24.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cordt Weinstein,MET,F,2.0,0.0,41.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0
Kalin Bankov,TB,M,1.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Chulis,CHI,D,1.0,1.0,71.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Green,KC,D,3.0,2.0,154.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
Gilmar,MET,M-F,4.0,1.0,191.0,0.0,1.0,2.0,0.0,0.0,11.0,3.0,0.0,0.0
Hamisi Amani-Dove,nan,F,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ben Olsen,nan,M,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Daniel Torres,nan,D,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Stats Unavailable,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
