Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,PKG/A,SC%,SOG%
Paul Bravo,COL,M,23,15,1352,6,0,43,21,0/0,14.0,48.8
Wolde Harris,NE,F,21,17,1584,3,5,43,22,1/2,7.0,51.2
Oscar Pareja,DAL,M,24,24,2113,2,12,42,16,0/0,4.8,38.1
Chris Albright,DC,D,23,14,1411,1,1,41,24,0/0,2.4,58.5
Cobi Jones,LA,M,22,22,1890,6,10,41,23,0/0,14.6,56.1
John Wilmar Perez,CLB,M,25,23,2105,8,15,41,20,0/0,19.5,48.8
Chris Henderson,MIA,M,25,25,2184,3,8,41,17,0/0,7.3,41.5
Matt Okoh,NE,F,18,9,885,6,2,40,19,1/1,15.0,47.5
Jim Rooney,MIA,M,25,25,2294,6,9,40,23,0/0,15.0,57.5
Peter Nowak,CHI,M,18,18,1560,6,10,39,16,0/0,15.4,41.0
Dante Washington,CLB,F,21,13,1203,7,3,38,24,0/0,18.4,63.2
Bobby Rhine,DAL,M,18,10,972,5,7,37,24,0/0,13.5,64.9
Chris Brown,KC,M-F,27,23,2034,5,2,37,18,0/0,13.5,48.6
Petter Villegas,MET,M,22,22,1798,5,5,36,14,0/1,13.9,38.9
Gary Glasgow,KC,F,18,11,1124,2,5,35,14,0/0,5.7,40.0
Mauricio Cienfuegos,LA,M,25,25,2229,2,7,35,14,0/0,5.7,40.0
Jorge Rodriguez,DAL,M-D,24,24,2232,6,4,35,17,3/3,17.1,48.6
Santino Quaranta,DC,M-F,16,10,949,5,1,34,18,0/0,14.7,52.9
Imad Baba,COL,M,22,18,1631,1,6,34,15,0/0,2.9,44.1
Ezra Hendrickson,LA,D,23,23,2132,5,3,34,13,0/0,14.7,38.2
Adolfo Valencia,MET,F,17,14,1155,5,4,33,19,0/0,15.2,57.6
Mark Lisi,DC,M,25,20,1720,4,5,33,16,0/0,12.1,48.5
Eric Quill,TB,F,24,23,1840,2,8,33,11,0/0,6.1,33.3
Francisco Gomez,KC,M,24,16,1320,4,6,32,13,0/0,12.5,40.6
Johnny Torres,MIA,F,23,15,1446,2,5,32,21,0/1,6.3,65.6
Richard Mulrooney,SJ,M,21,20,1878,1,9,31,13,0/0,3.2,41.9
Jay Heaps,MIA,D,28,17,1917,0,4,31,9,0/0,0.0,29.0
Ali Curtis,TB,F,20,12,1211,2,1,30,12,0/0,6.7,40.0
Brian McBride,CLB,F,15,14,1326,1,6,30,13,0/0,3.3,43.3
Chad Deering,DAL,M,25,25,2317,2,4,30,12,0/0,6.7,40.0
Jamar Beasley,CHI,M,19,8,746,4,3,29,17,0/0,13.8,58.6
Roy Lassiter,KC,F,23,19,1648,7,1,29,18,1/1,24.1,62.1
Marco Etcheverry,DC,M,23,23,2024,0,12,27,11,0/0,0.0,40.7
DaMarcus Beasley,HOU,D,24,24,2156,2,6,27,18,0/0,7.4,66.7
Ian Russell,SJ,D,26,26,2216,3,9,27,12,0/0,11.1,44.4
Kerry Zavagnin,KC,M,27,27,2472,1,5,27,6,0/0,3.7,22.2
Ante Razov,CHI,F,7,6,541,2,0,26,11,0/0,7.7,42.3
William Sunsing,NE,F,22,11,1100,3,1,26,8,0/0,11.5,30.8
Daniel Hernandez,MET,M,16,15,1358,1,7,26,7,0/0,3.8,26.9
Jair,TB,M,25,18,1565,1,6,26,10,0/0,3.8,38.5
Brian Maisonneuve,CLB,M,25,25,2184,8,5,26,14,0/0,30.8,53.8
Joselito Vaca,DAL,M,21,17,1461,2,4,25,9,0/0,8.0,36.0
Chris Klein,KC,M,24,23,2039,3,6,25,11,0/0,12.0,44.0
Edson Buddle,CLB,F,17,5,556,3,2,24,12,0/0,12.5,50.0
Raul Diaz Arce,COL,F,14,12,944,4,4,24,12,1/1,16.7,50.0
Chris Carrieri,COL,F,19,11,1081,5,4,24,11,0/0,20.8,45.8
Devin Barclay,TB,F,23,12,1324,3,2,24,15,0/0,12.5,62.5
Tab Ramos,MET,M,18,17,1459,0,5,23,12,0/0,0.0,52.2
Ross Paule,COL,M,25,13,1481,1,11,23,12,0/0,4.3,52.2
Brian West,CLB,M-F,21,19,1657,5,5,23,12,0/0,21.7,52.2
Bobby Convey,DC,M,12,11,992,1,7,22,11,0/0,4.5,50.0
Peter Vagenas,LA,M,26,25,2197,3,3,22,7,0/0,13.6,31.8
Alex Comas,MET,M,12,10,748,2,2,21,11,1/1,9.5,52.4
Brian Mullan,LA,D,10,9,809,2,2,21,11,0/0,9.5,52.4
Greg Vanney,LA,D,22,22,2032,6,3,21,14,4/6,28.6,66.7
Ronnie Ekelund,SJ,M,16,16,1421,0,2,20,9,0/0,0.0,45.0
Carey Talley,DC,D,22,20,1890,2,3,20,12,0/1,10.0,60.0
Steve Trittschuh,TB,D,18,18,1600,1,2,19,7,0/0,5.3,36.8
Mauricio Wright,NE,D,24,24,2156,2,0,19,6,0/0,10.5,31.6
Carlos Valderrama,COL,M,24,24,2142,1,9,18,4,1/2,5.6,22.2
Steve Ralston,TB,M,25,25,2221,7,6,18,11,0/0,38.9,61.1
Jesse Marsch,CHI,M,27,27,2429,3,7,18,8,0/0,16.7,44.4
Ramiro Corrales,SJ,M,14,11,1058,1,1,17,10,0/0,5.9,58.8
Adam Frye,LA,D,22,9,1065,2,2,17,9,0/0,11.8,52.9
Stephen Armstrong,DC,M,15,12,1112,3,0,17,11,0/0,17.6,64.7
Paul Caligiuri,LA,D,24,21,1854,0,4,17,6,0/0,0.0,35.3
Josh Keller,TB,M,22,22,1952,3,1,17,8,0/0,17.6,47.1
Marvin Quijano,LA,F,12,9,730,2,2,16,11,0/0,12.5,68.8
Duncan Oughton,CLB,D,20,12,1233,0,1,16,5,0/0,0.0,31.3
Chris Armas,CHI,M,21,21,1940,0,1,16,10,0/0,0.0,62.5
Ted Chronopoulos,NE,D,16,15,1314,5,1,15,7,0/0,33.3,46.7
Tyrone Marshall,MIA,D,23,20,1831,3,2,15,6,0/0,20.0,40.0
Greg Simmonds,MIA,F,9,5,415,0,2,14,4,0/0,0.0,28.6
Sergi Daniv,CHI,M,14,9,813,2,3,14,6,0/0,14.3,42.9
Maurice Johnston,KC,M-F,11,10,864,1,3,14,7,0/0,7.1,50.0
Shaker Asad,MIA,M,20,9,978,1,2,14,5,0/0,7.1,35.7
Ian Bishop,MIA,M,23,23,2115,0,13,14,6,0/0,0.0,42.9
Danny Califf,LA,D,24,23,2161,3,1,14,7,0/0,21.4,50.0
Robert Warzycha,CLB,M,11,9,710,3,2,13,5,0/0,23.1,38.5
Pedro Alvarez,MET,M,21,17,1494,1,1,13,4,0/0,7.7,30.8
Diego Gutierrez,CHI,D,24,24,2123,1,5,13,10,0/1,7.7,76.9
Josh Wolff,CHI,F,3,3,244,2,0,12,4,0/0,16.7,33.3
Aleksey Korol,DAL,F,15,3,372,2,1,12,6,0/0,16.7,50.0
Lubos Kubik,DAL,D,11,11,998,1,2,12,5,0/0,8.3,41.7
John Harkes,CLB,M,23,20,1793,0,3,12,3,0/0,0.0,25.0
Jason Moore,COL,M,26,19,1798,0,4,12,1,0/0,0.0,8.3
Billy Walsh,MET,M,11,8,756,3,0,11,5,0/0,27.3,45.5
Ryan Nelsen,DC,D,19,19,1643,0,2,11,4,0/0,0.0,36.4
Ryan Suarez,DAL,D,20,19,1666,2,3,11,5,0/0,18.2,45.5
Craig Demmin,TB,D,19,19,1702,0,1,11,2,0/0,0.0,18.2
Joe Franchino,NE,M,23,23,2027,0,1,11,2,0/0,0.0,18.2
Zak Ibsen,SJ,M,24,24,2137,2,3,11,6,0/0,18.2,54.5
Mike Duhaney,CLB,D,25,25,2164,1,2,11,5,0/0,9.1,45.5
Eddie Johnson,DAL,F,10,1,263,2,0,10,4,0/0,20.0,40.0
Gus Kartes,TB,M,18,5,516,0,0,10,3,0/0,0.0,30.0
Alexi Lalas,LA,D,11,9,764,2,2,10,7,0/0,20.0,70.0
Andrew Gregor,KC,M,13,7,812,0,2,10,3,0/0,0.0,30.0
Brian Kamler,DC,M,17,11,1094,0,2,10,4,0/0,0.0,40.0
John Maessner,TB,M-D,24,17,1707,1,2,10,3,0/0,10.0,30.0
Peter Vermes,KC,D,20,20,1826,0,2,10,1,0/0,0.0,10.0
Leonel Alvarez,NE,M,22,22,1849,1,1,10,6,0/0,10.0,60.0
Evan Whitfield,CHI,D,26,21,1882,0,3,10,3,0/0,0.0,30.0
Eric Denton,DC,D,24,21,1884,1,4,10,6,0/0,10.0,60.0
Chris Martinez,COL,D,26,26,2189,0,0,10,7,0/0,0.0,70.0
Troy Dayak,SJ,D,25,25,2236,2,0,10,5,0/0,20.0,50.0
Steve Jolley,MET,D,26,26,2370,0,3,10,3,0/0,0.0,30.0
Martin Klinger,MET,F,9,2,272,0,0,9,4,0/0,0.0,44.4
Antonio Martinez,DAL,F-M,17,10,1011,1,9,9,4,0/0,11.1,44.4
Danny Pena,LA,D,16,11,1117,1,0,9,3,0/0,11.1,33.3
Bryan Namoff,DC,D,15,13,1152,0,7,9,4,0/0,0.0,44.4
Ritchie Kotschau,COL,D,22,21,2000,0,1,9,3,0/0,0.0,33.3
Miles Joseph,DAL,M,9,3,389,0,1,8,3,0/0,0.0,37.5
Kevin Anderson,TB,M-D,10,6,443,0,1,8,5,0/0,0.0,62.5
Braeden Cloutier,NE,M,13,12,1057,0,3,8,2,0/0,0.0,25.0
Ivan McKinley,MIA,D-M,19,17,1250,0,2,8,1,0/0,0.0,12.5
Joseph Addo,TB,D,20,17,1467,1,1,8,2,0/0,12.5,25.0
Eric Dade,DAL,D,21,20,1639,0,1,8,1,0/0,0.0,12.5
Jeff Agoos,SJ,D,20,20,1765,2,2,8,5,0/0,25.0,62.5
Steve Shak,COL,D,14,8,806,0,1,7,3,0/0,0.0,42.9
Lazo Alavanja,DAL,M,16,11,896,0,3,7,3,0/0,0.0,42.9
Mike Burns,KC,M,19,14,1179,0,3,7,1,0/0,0.0,14.3
Stephen Herdsman,COL,D,20,16,1276,0,0,7,3,0/0,0.0,42.9
Scott Vermillion,COL,D,21,18,1546,0,1,7,0,0/0,0.0,0.0
C.J. Brown,CHI,D,22,22,1882,0,1,7,2,0/0,0.0,28.6
Neathan Gibson,COL,F,8,1,154,0,0,6,2,0/0,0.0,33.3
Isaias Bardales Jr.,LA,F,12,1,270,0,0,6,3,0/0,0.0,50.0
John Wolyniec,CHI,F,5,3,330,1,0,6,3,0/0,16.7,50.0
Scott Cannon,TB,D,9,8,681,0,0,6,4,0/0,0.0,66.7
Chris Dawes,COL,D,16,16,1478,0,0,6,4,0/0,0.0,66.7
Eddie Pope,DC,D,19,18,1528,0,2,6,2,0/0,0.0,33.3
Tenywa Bonseu,CLB,D,24,24,2160,0,3,6,1,0/0,0.0,16.7
Mike Clark,CLB,D,25,25,2280,0,1,6,1,0/0,0.0,16.7
Scott Bower,SJ,M,12,3,391,0,3,5,1,0/0,0.0,20.0
Jimmy Conrad,SJ,D,16,8,928,0,0,5,2,0/0,0.0,40.0
Lance Key,COL,D,13,13,1193,0,1,5,1,0/0,0.0,20.0
Carlos Bocanegra,CHI,D,15,13,1250,1,2,5,3,0/0,20.0,60.0
Rusty Pierce,NE,D,23,22,1988,0,0,5,2,0/0,0.0,40.0
Richard Farrer,DAL,D,25,24,2108,2,3,5,3,0/0,40.0,60.0
Wade Barrett,SJ,D,24,23,2125,1,6,5,2,0/0,20.0,40.0
Mike Petke,MET,D,25,25,2194,0,1,5,0,0/0,0.0,0.0
Ian Woan,CLB,M,4,0,107,0,2,4,2,0/0,0.0,50.0
Brian Ching,LA,F,8,1,228,1,1,4,2,0/0,25.0,50.0
Jose Alegria,DC,M,7,2,277,1,1,4,3,0/0,25.0,75.0
Mark Santel,KC,M,21,7,813,1,1,4,3,0/0,25.0,75.0
Craig Ziadie,DC,D,18,13,1307,0,3,4,3,0/0,0.0,75.0
Richie Williams,MET,M,21,21,1868,0,2,4,2,0/0,0.0,50.0
Roland Aguilera,CLB,M,3,0,76,0,0,3,0,0/0,0.0,0.0
Roy Myers,MET,M-F,3,3,168,0,0,3,1,0/0,0.0,33.3
Ansil Elcock,CLB,D,15,6,725,1,0,3,2,0/0,33.3,66.7
Mike Lapper,CLB,D,24,21,1929,1,3,3,2,0/0,33.3,66.7
Mario Longo,CLB,M,4,0,32,0,1,2,0,0/0,0.0,0.0
Brian Johnson,KC,M,3,0,62,0,0,2,0,0/0,0.0,0.0
David Hayes,CHI,F,3,1,80,1,0,2,1,0/0,50.0,50.0
Wojtek Krakowiak,SJ,M,5,1,153,0,0,2,1,0/0,0.0,50.0
Michael Green,KC,D,3,2,154,0,1,2,0,0/0,0.0,0.0
A.J. Wood,DC,F,7,1,180,0,0,2,1,0/0,0.0,50.0
Gilmar,MET,M-F,4,1,191,0,1,2,0,0/0,0.0,0.0
Seth Trembly,COL,M-D,4,1,198,0,0,2,0,0/0,0.0,0.0
Ted Eck,DAL,M-F,9,3,323,0,0,2,2,0/0,0.0,100.0
David Vaudreuil,CHI,D,9,4,415,0,4,2,2,0/0,0.0,100.0
Tahj Jakins,KC,D,10,7,604,0,0,2,1,0/0,0.0,50.0
Yari Allnutt,NE,F,9,8,707,0,1,2,1,0/0,0.0,50.0
Leo Cullen,MIA,M,14,8,793,0,1,2,0,0/0,0.0,0.0
Jim Curtin,CHI,D,18,12,1194,0,1,2,0,0/0,0.0,0.0
Alan Woods,NE,D,18,15,1475,0,0,2,0,0/0,0.0,0.0
Paul Broome,DAL,M,22,16,1513,1,2,2,2,0/0,50.0,100.0
Pablo Mastroeni,MIA,M,25,25,2290,2,2,2,2,0/0,100.0,100.0
Brian Kelly,LA,M,2,0,13,0,0,1,0,0/0,0.0,0.0
Michael Butler,MET,F,1,0,24,1,0,1,1,0/0,100.0,100.0
Josue Mayard,DAL,D,3,0,27,0,0,1,0,0/0,0.0,0.0
Cordt Weinstein,MET,F,2,0,41,0,0,1,0,0/0,0.0,0.0
Kevin Adams,CLB,D,5,0,42,0,0,1,0,0/0,0.0,0.0
John DeBrito,CLB,D,2,0,48,0,0,1,1,0/0,0.0,100.0
Alex Bengard,LA,M,3,0,56,0,0,1,1,0/0,0.0,100.0
Matt Chulis,CHI,D,1,1,71,0,0,1,0,0/0,0.0,0.0
Geoff Aunger,COL,D,1,1,82,0,0,1,0,0/0,0.0,0.0
Wes Hart,COL,D-M,5,2,178,0,1,1,0,0/0,0.0,0.0
Diego Sonora,TB,M-D,4,4,353,0,0,1,0,0/0,0.0,0.0
Andrew Lewis,CHI,M,13,5,502,1,0,1,1,0/0,100.0,100.0
Mark Semioli,MET,D,14,6,549,0,0,1,0,0/0,0.0,0.0
Mark Watson,DC,D,11,10,923,0,2,1,0,0/0,0.0,0.0
Robin Fraser,COL,D,20,19,1714,0,2,1,0,0/0,0.0,0.0
Orlando Perez,MET,D,24,21,1948,0,0,1,0,0/0,0.0,0.0
Nick Garcia,KC,D,24,24,2142,0,0,1,0,0/0,0.0,0.0
Tony Frias,NE,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Jeff Rigby,MET,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Miguel Saavedra,DAL,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Fernando Ortiz-Solis,NE,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Ali Ngon,MIA,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Antonio Otero,MIA,M,0,0,0,0,0,0,0,0/0,0.0,0.0
John Jones,CLB,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Matt Fundenberger,CLB,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Jeremy Aldrich,CHI,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Keyeno Thomas,COL,M-D,0,0,0,0,0,0,0,0/0,0.0,0.0
John Carroll,COL,M-D,0,0,0,0,0,0,0,0/0,0.0,0.0
Peter Byaruhanga,KC,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Steve Bernal,CHI,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Fred DeGand,DC,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Stephen Danbusky,NE,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Ray Goodlett,DC,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Jason Farrell,LA,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Don Gramenz,TB,D,1,0,1,0,0,0,0,0/0,0.0,0.0
Micah Cooks,DC,M-D,1,0,2,0,0,0,0,0/0,0.0,0.0
Amos Magee,CHI,F,1,0,2,0,0,0,0,0/0,0.0,0.0
Dario Brose,SJ,M,1,0,3,0,0,0,0,0/0,0.0,0.0
Chad Prince,CHI,D,1,0,5,0,0,0,0,0/0,0.0,0.0
Randy Merkel,MIA,D,1,0,6,0,0,0,0,0/0,0.0,0.0
Narciso Fernandes,KC,M-F,1,0,6,0,0,0,0,0/0,0.0,0.0
Rivers Guthrie,COL,M,1,0,10,0,0,0,0,0/0,0.0,0.0
Paul Schneider,TB,F,1,0,10,0,0,0,0,0/0,0.0,0.0
Mersim Beskovic,MET,D,3,0,11,0,0,0,0,0/0,0.0,0.0
Fausto Klinger,MET,M-D,1,0,14,0,0,0,0,0/0,0.0,0.0
Kyle Beckerman,RSL,M,1,0,14,0,0,0,0,0/0,0.0,0.0
Pete Marino,MIA,F,2,0,19,0,0,0,0,0/0,0.0,0.0
Alberto Munoz,TB,M,2,0,21,0,0,0,0,0/0,0.0,0.0
Judah Cooks,DC,M,2,0,24,0,0,0,0,0/0,0.0,0.0
Kalin Bankov,TB,M,1,1,45,0,0,0,0,0/0,0.0,0.0
Chad McCarty,TB,D,2,2,79,0,0,0,0,0/0,0.0,0.0
Eddie Robinson,SJ,D,1,1,88,0,0,0,0,0/0,0.0,0.0
Jose Burciaga Jr.,KC,D,3,2,93,0,0,0,0,0/0,0.0,0.0
Tim Sahaydak,MIA,D,4,2,171,0,0,0,0,0/0,0.0,0.0
Todd Yeagley,CLB,M,5.0,3.0,254.0,0.0,1.0,0.0,0.0,0/0,0.0,0.0
Craig Waibel,LA,D,9.0,2.0,279.0,0.0,1.0,0.0,0.0,0/0,0.0,0.0
Nick Downing,NE,D,5.0,3.0,279.0,0.0,0.0,0.0,1.0,0/0,0.0,0.0
Jeff Bilyk,MIA,M,15.0,5.0,535.0,0.0,1.0,0.0,0.0,0/0,0.0,0.0
Justin Evans,CHI,M,15.0,3.0,622.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Brian Dunseth,MIA,D,18.0,10.0,1066.0,0.0,1.0,0.0,0.0,0/0,0.0,0.0
Carlos Llamosa,MIA,D,20.0,20.0,1827.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Brandon Prideaux,KC,D,23.0,22.0,2028.0,0.0,1.0,0.0,0.0,0/0,0.0,0.0
Daniel Torres,nan,D,nan,nan,nan,nan,nan,nan,nan,/,0.0,0.0
Ben Olsen,nan,M,nan,nan,nan,nan,nan,nan,nan,/,0.0,0.0
Hamisi Amani-Dove,nan,F,nan,nan,nan,nan,nan,nan,nan,/,0.0,0.0
Stats Unavailable,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
