round,home_team,home_score,away_score,away_team,notes
9,M'gladbach,0,0,Frankfurt,"(sent off: Blusch (Frankfurt, 65))"
9,Bayern,3,0,TSV 1860,"(G.Müller 23, 62, Ohlhauser 58)"
9,Fortuna,0,1,Werder,(Ferner 60)
9,Hamburger,1,0,B'schweig,(B.Dörfel 51)
9,Hannover,2,0,Nürnberg,"(Gräber 20, Rodekamp 84)"
9,Karlsruher,0,1,Rot-Weiß,(Simmet 87)
9,Schalke,2,1,Duisburg,"(Herrmann 7, Klose 86 - Nolden 89 p)"
10,1. FC Köln,2,4,Bayern,"(Magnusson 19, Pott 68 - G.Müller 3, 89, Ohlhauser32, 62)"
10,Nürnberg,2,2,Karlsruher,"(Hilpert 17, Brungs 62 - L.Müller 33 o, Dürrschnabel 57)"
10,B'schweig,3,1,Dortmund,"(Ulsaß 68, 76, Maas 72 - Assauer 86)"
10,Frankfurt,4,2,Schalke,"(Schämer 32, Bronnert 63, 76, 81 - Neuser 74,Blechinger 77)"
10,Duisburg,1,1,K'lautern,(Lotz 6 - Klimaschewski 77)
10,R,ot,W,eiß,"2-1 M'gladbach (Koslowski 60, Hasebrink 88 - Rupp 21)"
10,TSV 1860,3,0,Fortuna,"(Zeiser 28, Rebele 43, Küppers 89)"
10,Stuttgart,1,3,Hamburger,"(Huttary 39 - U.Seeler 36, G.Dörfel 63, B.Dörfel 73)"
10,Werder,3,0,Hannover,"(Görts 32, 86, Schütz 60)"
11,Bayern,2,0,B'schweig,"(G.Müller 43, Koulmann 80)"
11,Dortmund,1,1,Stuttgart,"(Wosab 23 - Larsson 86)(sent off: Libuda (Dortmund, 80))"
11,M'gladbach,2,0,Nürnberg,"(Netzer 43, Laumen 65)"
11,K'lautern,1,0,Schalke,(Braner 13)
11,Fortuna,1,3,1. FC Köln,"(Hoffer 61 - Magnusson 25, Hemmersbach 41, Löhr 79)[9 Biskup (Fortuna) m/pen, 87 Koch (Fortuna) m/pen]"
11,Hamburger,0,0,Duisburg,
11,Hannover,2,2,TSV 1860,"(Siemensmeyer 22, Bandura 71 - Bründl 34, Heiß 86)"
11,Karlsruher,4,4,Werder,"(H.Wild 27 p, Zaczyk 75, Sekularic 79, C.Müller 83 -Schütz 22, 44, 65, Görts 69)"
11,R,ot,W,eiß,1-1 Frankfurt  (Simmet 68 - Bronnert 62)
12,1. FC Köln,1,1,Hannover,(Flohe 22 - Straschitz 37)
12,Nürnberg,1,1,Rot-Weiß,(Volkert 9 - Hasebrink 42)
12,B'schweig,4,0,Fortuna,"(Dulz 30, 66, Maas 50, Gerwien 60)"
12,Duisburg,1,5,Dortmund,"(Nolden 68 p - Emmerich 26, 48, Wosab 4, Held 35,Trimhold 50)"
12,Frankfurt,1,1,K'lautern,"(H.Kraus 52 - Ankovic 17)(sent off: Ankovic (K'lautern, 53))"
12,Schalke,2,0,Hamburger,"(Bechmann 16, Neuser 70)"
12,TSV 1860,3,0,Karlsruher,"(Küppers 2, 60, Bründl 84)"
12,Stuttgart,2,4,Bayern,"(Larsson 28, Sieloff 62 - Ohlhauser 37, 80,Brenninger 3, 51)"
12,Werder,2,2,M'gladbach,"(Höttges 61 p, Piontek 70 - Netzer 30, Heynckes 55)"
13,Nürnberg,0,1,Frankfurt,(Solz 64)
13,Bayern,2,1,Duisburg,"(Ohlhauser 25, G.Müller 28 - Lotz 34)"
13,Dortmund,6,2,Schalke,"(Emmerich 15 p, 21, 27, Rausch 35 o, Wosab 45, Held71 - Neuser 50, Bechmann 70)"
13,M'gladbach,2,3,TSV 1860,"(Netzer 31 p, 47 - Grosser 43, 59, Küppers 66)[68 Netzer (M'gladbach) m/pen]"
13,R,ot,W,eiß,0-1 Werder (Zebrowski 12)
13,Fortuna,3,3,Stuttgart,"(Gerhardt 5, 13, Schult 73 - Larsson 3, Handschuh 47, 72)"
13,Hamburger,1,0,K'lautern,(Schneider 2 o)
13,Hannover,4,2,B'schweig,"(Siemensmeyer 6, 23, Poulsen 40, Bandura 76 -Ulsaß 18, Maas 75)"
13,Karlsruher,1,1,1. FC Köln,(C.Müller 87 - Löhr 35)
14,B'schweig,4,1,Karlsruher,"(Maas 50, Saborowski 53, 89, Ulsaß 68 - Zaczyk 2)"
14,Frankfurt,1,3,Hamburger,"(Schämer 50 p - U.Seeler 15, Schulz 42, Pohlschmidt 76)"
14,K'lautern,1,1,Dortmund,(Kentschke 48 - Emmerich 21)
14,1. FC Köln,1,2,M'gladbach,"(Flohe 1 - Laumen 64, Netzer 85)"
14,Duisburg,1,1,Fortuna,(Pavlic 82 - Hellingrath 48 p)
14,Schalke,2,1,Bayern,"(Neuser 13, W.Kraus 43 - G.Müller 46)"
14,TSV 1860,1,0,Rot-Weiß,(Grosser 20)
14,Werder,4,4,Nürnberg,"(Schweighöfer 28, 31, Höttges 54 p, Zebrowski 68 -H.Müller 17, Volkert 26, Brungs 57, Piontek 87 o)"
14,Stuttgart,1,2,Hannover,"(Sieloff 87 - Mülhausen 22, Siemensmeyer 30)"
15,Nürnberg,2,2,TSV 1860,"(Brungs 21, 51 - Küppers 20, Rebele 27)"
15,Bayern,5,0,K'lautern,"(G.Müller 1, 57, 69, 89 p, Roth 67)"
15,M'gladbach,0,0,B'schweig,
15,Frankfurt,4,1,Werder,"(Blusch 5, Lotz 39, Bechtold 76, 83 - Zebrowski 27)"
15,Fortuna,3,1,Schalke,"(Hesse 6, Straus 53, Hoffer 80 - Herrmann 18)"
15,Hamburger,1,1,Dortmund,"(Paul 76 o - Emmerich 12 p) [41 Pohlschmidt(Hamburger) m/pen, 41 Sandmann (Hamburger) m/pen]"
15,Hannover,3,0,Duisburg,"(Straschitz 28, Rodekamp 37, Breuer 77)"
15,Karlsruher,4,1,Stuttgart,"(C.Müller 56, 71, Dürrschabel 42, Dobat 83 -Arnold 87)"
15,R,ot,W,eiß,"1-3 1. FC Köln (Lippens 73 - Jendrossek 29, Löhr 68, Magnusson 72)[20 Saric (Rot-Weiß) m/pen]"
16,Schalke,2,1,Hannover,"(Herrmann 10 p, Blechinger 68 - Straschitz 59)"
16,TSV 1860,2,1,Werder,"(Rebele 15, Zeiser 89 - Görts 8)"
16,Stuttgart,0,2,M'gladbach,"(Laumen 30, Rupp 44)"
16,B'schweig,0,0,Rot-Weiß,
16,Hamburger,3,1,Bayern,"(G.Dörfel 2, 6 p, U.Seeler 63 - G.Müller 24)"
17,Nürnberg,0,4,B'schweig,"(Dulz 36, Grzyb 64, Ulsaß 70, Saborowski 88)"
17,Bayern,1,0,Dortmund,(G.Müller 64)
17,M'gladbach,3,3,Duisburg,"(Laumen 34, Rupp 45, Wimmer 86 - Rühl 33, van Haaren 55, Kremer 62)"
17,Frankfurt,3,3,TSV 1860,"(Huberts 73 p, Lotz 84, Krafczyk 87 - Bründl 21, 47,Grosser 30)"
17,Fortuna,2,2,Hamburger,"(Schult 37, Biskup 57 - U.Seeler 22, 42)"
17,Hannover,2,1,K'lautern,"(Rodekamp 10, Siemensmeyer 32 - Ankovic 14)"
17,Karlsruher,1,0,Schalke,(Sekularic 25)
17,R,ot,W,eiß,"1-3 Stuttgart  (Koslowski 80 - Köppel 13, 56, Peters 28)"
17,Werder,1,3,1. FC Köln,"(Schweighöfer 24 - Jendrossek 10, 52, Struth 71)[Dec 21]"
17,K'lautern,2,1,Fortuna,"(Rehhagel 32, Ankovic 69 - Gerhardt 23)"
17,Duisburg,0,1,Karlsruher,(Dobat 27)
18,M'gladbach,11,0,Schalke,"(Heynckes 21, 85, 90, Rupp 7, 41, 61, Laumen 30, 57, 70, Netzer 47, 67)"
18,Fortuna,0,5,Dortmund,"(Neuberger 30, 48, Emmerich 47, Wosab 79, Kurrat 89)"
18,Hannover,1,0,Hamburger,(Rodekamp 77)
18,Frankfurt,2,1,Bayern,"(Solz 77, Bronnert 83 - Ohlhauser 41)"
18,Nürnberg,3,3,Stuttgart,"(Köppel 9, Strehl 18, Greif 56 - Volkert 2, Peters 36, Weiß 43)"
18,Karlsruher,2,2,K'lautern,"(Dobat 28, Dürrschnabel 43 - Kentschke 40, Reitgaßl 73)"
18,R,ot,W,eiß,0-1 Duisburg (M.Müller 11)
18,TSV 1860,2,1,1. FC Köln,"(Bründl 4, Grosser 61 - Hornig 56)"
18,Werder,2,3,B'schweig,"(Zebrowski 22, Lorenz 73 - Ulsaß 36, 81, Maas 12)"
19,K'lautern,1,0,M'gladbach,(Ankovic 70)
19,1. FC Köln,1,4,Frankfurt,"(Magnusson 13 - Bronnert 12, 44, 70, Solz 64)"
19,Bayern,1,2,Fortuna,"(G.Müller 29 - Gerhardt 7, Straus 55)"
19,Dortmund,3,0,Hannover,"(Emmerich 45, A.Schmidt 74, Wosab 77) [70 Emmerich(Dortmund) m/pen]"
19,Hamburger,1,0,Karlsruher,(W.Schulz 88)
19,B'schweig,1,0,TSV 1860,(Moll 77)
19,Duisburg,2,0,Nürnberg,"(Rühl 13, 72)"
19,Schalke,1,1,Rot-Weiß,(Kreuz 28 p - Simmet 55)
19,Stuttgart,1,1,Werder,(Weiß 24 - Schweighöfer 68)
20,M'gladbach,4,2,Hamburger,"(Milder 35 p, Rupp 49, Heynckes 73, Laumen 77 -Kurbjuhn 6, B.Dörfel 71) [60 Pohlschmidt (Hamburger)m/pen]"
20,Frankfurt,3,0,Fortuna,"(Friedrich 44, Schämer 46, Huberts 70)"
20,Hannover,2,1,Bayern,"(Breuer 16, Straschitz 85 - G.Müller 89)"
20,Karlsruher,2,0,Dortmund,"(C.Müller 71 - H.Wild 89 p)(sent off: W.Sturm (Dortmund, 58))"
20,Nürnberg,0,4,Schalke,"(Herrmann 5, 76, Blechinger 12, W.Kraus 16)"
20,1. FC Köln,1,0,B'schweig,(Löhr 46)
20,R,ot,W,eiß,1-1 K'lautern  (Dietrich 5 - Rehhagel 38)
20,TSV 1860,1,1,Stuttgart,(Grosser 37 - Köppel 79)
20,Werder,1,1,Duisburg,(Zebrowski 88 - Rühl 8)[Feb 4]
20,Dortmund,3,1,Frankfurt,"(Held 7, Emmerich 40, Peehs 65 - Lotz 61)"
21,K'lautern,1,1,Nürnberg,(Kaminke 2 - Brungs 34) [48 Volkert (Nürnberg) m/pen]
21,B'schweig,3,0,Frankfurt,"(Moll 35, Grzyb 61, Maas 86)"
21,Bayern,2,2,Karlsruher,"(G.Müller 24, Werner 43 - H.Wild 26 p, C.Müller 62)"
21,Dortmund,3,2,M'gladbach,"(Wosab 15, Emmerich 38, Held 73 - Netzer 12, Rupp 42)[51 Milder (M'gladbach) m/pen]"
21,Stuttgart,2,2,1. FC Köln,"(Weiß 27, 85 - Overath 50 p, Struth 75)"
21,Hamburger,1,1,Rot-Weiß,(G.Dörfel 57 - Dietrich 79)
21,Duisburg,1,2,TSV 1860,"(Rühl 17 - Kohlars 22, Küppers 64)"
21,Fortuna,1,0,Hannover,(Laszig 17 o)
21,Schalke,0,1,Werder,(Ferner 16)
22,M'gladbach,1,2,Bayern,"(Schwarzenbeck 74 o - Roth 3, Ohlhauser 70)"
22,B'schweig,1,1,Stuttgart,(Ulsaß 45 - Eisele 65)
22,1. FC Köln,1,1,Duisburg,(Overath 43 - Lotz 3)
22,Nürnberg,1,0,Hamburger,(Brungs 90)
22,Frankfurt,3,3,Hannover,"(Solz 68, 72, 78 - Bandura 43, 48, Breuer 87)"
22,R,ot,W,eiß,1-1 Dortmund (Lippens 75 - Wosab 29)
22,Karlsruher,3,2,Fortuna,"(H.Wild 44 p, 71 p, Dobat 55 - Hoffer 15, Meyer 80)"
22,TSV 1860,0,2,Schalke,"(Pyka 33, Blechinger 86) [87 Patzke (TSV) m/pen]"
22,Werder,1,1,K'lautern,(Görts 81 - Reitgaßl 34)
23,Duisburg,0,0,B'schweig[Feb 25],
23,K'lautern,0,3,TSV 1860,"(Rebele 25, Grosser 28, Küppers 89)(sent off: Klimaschewski (K'lautern, 80))"
23,Bayern,4,1,Rot-Weiß,"(G.Müller 18, 36, 80, Rigotti 74 - Glinka 33)"
23,Dortmund,0,1,Nürnberg,(Strehl 5) [9 Emmerich (Dortmund) m/pen]
23,Fortuna,2,2,M'gladbach,"(Gerhardt 31, Meyer 43 - Wimmer 63, Netzer 74 p)"
23,Hamburger,1,1,Werder,(U.Seeler 29 - Hänel 17)
23,Hannover,3,1,Karlsruher,"(Rodekamp 43, 71, 73 - Dobat 55)"
23,Schalke,1,0,1. FC Köln,"(Herrmann 27)(sent off: Struth (Köln, 86))"
23,Stuttgart,3,0,Frankfurt,"(Reiner 26, Hoffmann 30 p, Handschuh 60)"
24,M'gladbach,2,0,Hannover,"(Rupp 70, 86) [58 Laumen (M'gladbach) m/pen]"
24,B'schweig,1,0,Schalke,(Maas 47)
24,1. FC Köln,2,1,K'lautern,"(Löhr 47, 80 - Kentschke 61)"
24,Nürnberg,0,1,Bayern,(Roth 68)
24,Frankfurt,5,1,Karlsruher,"(Solz 3, Grabowski 7, C.Müller 24, Huberts 57,Grabowski 62 - Bechtold 45)"
24,R,ot,W,eiß,"0-4 Fortuna  (Straus 13, Gerhardt 32, Meyer 52, Hoffer 57)"
24,Stuttgart,1,3,Duisburg,"(Gress 19 - Gecks 18, Krämer 52, Pavlic 67)"
24,TSV 1860,2,0,Hamburger,"(Zeiser 50, Rebele 65)"
24,Werder,2,1,Dortmund,"(Schütz 63, 85 - Wosab 22)"
25,K'lautern,2,0,B'schweig,"(Kentschke 61, 82)"
25,Fortuna,2,2,Nürnberg,"(Gerhardt 22, Hoffer 82 - Volkert 2, Strehl 15)(sent off: Gerhardt (Fortuna, 28), Wabra (Nürnberg,28))"
25,Hamburger,1,3,1. FC Köln,"(Hellfritz 18 - Weber 20, Löhr 37, Hemmersbach 77)"
25,Hannover,1,0,Rot-Weiß,(Rodekamp 25)
25,Karlsruher,3,3,M'gladbach,"(H.Wild 23 p, C.Müller 80, Cieslarczyk 89 -Heynckes 14, Elfert 74, Laumen 81)"
25,Duisburg,0,0,Frankfurt,
25,Bayern,1,0,Werder,(G.Müller 82 p)
25,Dortmund,1,1,TSV 1860,(Mikulasch 18 - Bründl 64) [88 Emmerich (Dortmund)m/pen]
25,Schalke,2,0,Stuttgart,"(Seibold 14 o, Pliska 49)"
26,1. FC Köln,1,1,Dortmund,(Löhr 27 - Peehs 33) [74 Overath (Köln) m/pen]
26,Nürnberg,1,1,Hannover,(L.Müller 88 - Rodekamp 38)
26,B'schweig,2,0,Hamburger,"(Gerwien 5, Dulz 28) [24 Ulsaß (B'schweig) m/pen](sent off: Kurbjuhn (Hamburger, 24))"
26,Frankfurt,1,0,M'gladbach,(Bechtold 61) [48 Schämer (Frankfurt) m/pen]
26,Duisburg,3,0,Schalke,"(Rühl 42, Pirsig 68, Krämer 87)"
26,R,ot,W,eiß,"3-1 Karlsruher (Lippens 14, Littek 52, Frankowski 80 - C.Müller 50)"
26,TSV 1860,1,0,Bayern,(Zeiser 19)
26,Stuttgart,0,1,K'lautern,(Rehhagel 87)
26,Werder,1,0,Fortuna,(Ferner 31)[Mar 25]
26,1. FC Köln,2,0,Nürnberg,"(Jendrossek 34, Löhr 68)"
27,K'lautern,0,0,Duisburg,
27,Bayern,2,0,1. FC Köln,"(G.Müller 43, Roth 89)"
27,Dortmund,0,0,B'schweig,
27,Hamburger,1,1,Stuttgart,(G.Dörfel 87 p - Sieloff 39 p)
27,Hannover,2,1,Werder,"(Bandura 6, Siemensmeyer 54 - Schütz 84)"
27,Karlsruher,0,1,Nürnberg,(Strehl 73)
27,Schalke,1,1,Frankfurt,(Blechinger 87 - Schämer 89)
27,Fortuna,0,1,TSV 1860,(Kohlars 52)
27,M'gladbach,4,3,Rot-Weiß,"(Heynckes 9, 76, Laumen 42, Frankowski 73 o -Lippens 16, 39, Littek 67) [49 Elfert (M'gladbach)m/pen]"
28,Frankfurt,5,0,Rot-Weiß,"(Abbe 12, 80, Bechtold 48, 74, Lotz 75)"
28,Nürnberg,1,0,M'gladbach,(Brungs 32)
28,1. FC Köln,2,0,Fortuna,"(Löhr 78, Hornig 85)"
28,B'schweig,5,2,Bayern,"(Saborowski 30, 41, Gerwien 4, Ulsaß 23, Moll 60 -G.Müller 73 p, Brenninger 78)"
28,Duisburg,2,1,Hamburger,"(van Haaren 27, Gecks 68 - B.Dörfel 88) [83 G.Dörfel(Hamburger) m/pen]"
28,Schalke,0,3,K'lautern,"(Kentschke 14, Rehhagel 36, Geisert 83) [20 Herrmann(Schalke) m/pen]"
28,TSV 1860,3,0,Hannover,"(Küppers 20, Konietzka 30, Heiß 32)"
28,Werder,0,3,Karlsruher,"(Dobat 40, C.Müller 52, Weidlandt 69)"
28,Stuttgart,1,0,Dortmund,(Sieloff 69)
29,K'lautern,1,1,Frankfurt,(Kentschke 52 - Bechtold 44) [69 Reitgaßl (K'lautern)m/pen]
29,Bayern,1,1,Stuttgart,(G.Müller 46 - Larsson 77)
29,Dortmund,4,1,Duisburg,"(Libuda 1, Held 42, Emmerich 50, Neuberger 51 -Gecks 8)"
29,M'gladbach,1,1,Werder,(Laumen 69 - Danielsen 59)
29,Fortuna,1,1,B'schweig,(Meyer 8 - Moll 89)
29,Hamburger,1,1,Schalke,(W.Schulz 81 - W.Kraus 41)
29,Hannover,0,1,1. FC Köln,(Thielen 64)
29,Karlsruher,3,1,TSV 1860,"(C.Müller 38, Cieslarczyk 73 o, Dürrschnabel 78 -Rebele 20)"
29,R,ot,W,eiß,1-1 Nürnberg (Lippens 13 - Strehl 63)
30,K'lautern,2,1,Hamburger,"(Kentschke 65, Braner 90 - Rohrschneider 26)"
30,1. FC Köln,2,2,Karlsruher,"(Thielen 12, Overath 59 - Weidlandt 5, Cieslarczyk 59 p)"
30,B'schweig,0,1,Hannover,(Siemensmeyer 58)
30,Frankfurt,1,4,Nürnberg,"(Solz 76 - Ferschl 30, Strehl 34, 51, Volkert 63)"
30,Duisburg,0,0,Bayern,
30,Schalke,1,4,Dortmund,"(W.Kraus 64 - Emmerich 43, Weber 51, Paul 52 p,Libuda 88)"
30,TSV 1860,4,3,M'gladbach,"(Küppers 41 p, 80, Konietzka 67, Grosser 70 -Heynckes 8, Laumen 40, Netzer 86 p)"
30,Stuttgart,3,1,Fortuna,"(Larsson 1, 58, 86 - Straus 67)"
30,Werder,0,0,Rot-Weiß,
31,M'gladbach,3,0,1. FC Köln,"(Laumen 3, Vogts 29, Heynckes 41)[May 13]"
31,Nürnberg,2,1,Werder,"(Volkert 38, Brungs 84 - Lorenz 44) [26 Strehl(Nürnberg) m/pen]"
31,Bayern,5,0,Schalke,"(Ohlhauser 67, 83, Kopferschmidt 43, Brenninger 52 p,Roth 71)"
31,Dortmund,2,1,K'lautern,"(Emmerich 55, 87 - Braner 54)"
31,Hamburger,0,2,Frankfurt,"(Bechtold 72, 86)"
31,Hannover,2,2,Stuttgart,"(Gräber 1, Straschitz 75 - Weiß 25, Köppel 43)"
31,Karlsruher,3,0,B'schweig,"(Cieslarczyk 56 p, 79, 87)"
31,Fortuna,1,5,Duisburg,"(Budde 41 - Krämer 57, 69, 87, Lotz 25, van Haaren 27)"
31,R,ot,W,eiß,"2-2 TSV 1860 (Hasebrink 38, Dietrich 50 - Steiner 77,Brunnenmeier 79)"
32,K'lautern,1,0,Bayern,(Geisert 25)
32,1. FC Köln,2,1,Rot-Weiß,"(Overath 75, 85 - Lippens 9)"
32,Dortmund,7,0,Hamburger,"(Emmerich 18, 82, Wosab 42, 55, Paul 34 p, Peehs 38,Cyliax 85)"
32,B'schweig,2,1,M'gladbach,"(Ulsaß 84, Maas 89 - Heynckes 57)"
32,Duisburg,3,0,Hannover,"(Rühl 30, van Haaren 43, Sabath 55)"
32,Werder,3,0,Frankfurt,"(Danielsen 10, Zebrowski 68, Ferner 80)"
32,Schalke,2,1,Fortuna,"(Kreuz 53 p, W.Kraus 79 - Gerhardt 14)"
32,TSV 1860,1,2,Nürnberg,"(Ferschl 38 o - Ebenhöh 60, Volkert 81)"
32,Stuttgart,2,0,Karlsruher,"(Weiß 25, 43)"
33,M'gladbach,1,2,Stuttgart,"(Milder 40 p - Weiß 11, Köppel 43)"
33,Karlsruher,3,0,Duisburg,"(C.Müller 72, 85, Cieslarczyk 35)"
33,R,ot,W,eiß,0-0 B'schweig
33,Nürnberg,1,1,1. FC Köln,(H.Müller 11 - Rausch 87)
33,Bayern,3,1,Hamburger,"(Koulmann 28, Roth 80, Brenninger 86 - G.Dörfel 61)"
33,Frankfurt,3,3,Dortmund,"(Bechtold 28, Grabowski 65, Lotz 90 - Wosab 46,Emmerich 50, 68)(sent off: Blutsch (Frankfurt, 45))"
33,Fortuna,3,1,K'lautern,"(Meyer 21, Gerhardt 65, 71 - Reitgaßl 31)"
33,Hannover,1,2,Schalke,"(Bandura 81 - Herrmann 3, Neuser 14)"
33,Werder,2,4,TSV 1860,"(Hänel 26, Lorenz 60 - Heiß 10, 83, Brunnenmeier42, Küppers 86)"
34,K'lautern,1,0,Hannover,(Reitgaßl 5)
34,1. FC Köln,4,1,Werder,"(Hornig 6, Neumann 30, Löhr 66, Pott 90 p -Ferner 83)"
34,Dortmund,4,0,Bayern,"(Wosab 35, 75, Emmerich 15, 88)"
