Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,FC,FS,OFF,YC,RC
Robin Fraser,LA,D,25,24,2244,0,0,7,1,35,17,0,5,1
Chad McCarty,TB,D,22,22,1830,0,4,13,3,34,10,1,7,1
Todd Yeagley,CLB,M,25,24,2192,0,0,0,0,34,33,0,5,0
John Harkes,NE,M,28,27,2511,2,6,23,8,34,44,1,3,0
Mario Gori,CLB,D,25,19,1656,1,0,13,2,33,19,3,5,0
Henry Gutierrez,MIA,M,27,23,1994,3,8,31,16,33,50,2,4,1
Nick Garcia,KC,D,32,32,2916,0,0,1,0,33,47,0,3,0
William Sunsing,NE,F,26,9,1263,1,3,38,17,32,40,23,3,0
Miklos Molnar,KC,F,17,16,1353,12,1,53,28,32,27,18,5,0
Lazo Alavanja,DAL,M,24,15,1440,2,5,16,5,32,23,0,4,0
Ian Russell,SJ,D,28,20,1917,2,3,19,8,32,32,13,2,0
Mauricio Wright,NE,D,26,26,2404,1,1,14,5,32,49,1,11,0
Clint Mathis,LA,M,29,28,2520,16,14,94,47,32,53,19,6,0
Ryan Tinsley,SJ,D,25,23,2048,0,1,2,0,31,18,0,3,0
Ted Chronopoulos,NE,D,25,25,2205,5,2,20,9,31,36,10,4,0
David Vaudreuil,COL,D,28,28,2479,0,3,17,1,31,23,3,0,0
Steve Ralston,TB,M,30,30,2631,5,17,38,18,31,55,5,2,0
Thomas Dooley,MET,D,20,17,1318,0,2,8,3,30,9,2,3,0
Sergi Daniv,DAL,M,18,16,1319,0,2,15,5,30,33,3,4,2
Welton,MIA,F,26,14,1365,4,7,45,22,30,42,19,2,0
John DeBrito,CLB,D,20,17,1466,0,1,4,1,30,19,0,7,0
Bobby Convey,DC,M,22,18,1614,0,2,38,20,30,20,8,5,0
Eddie Pope,DC,D,21,21,1740,0,2,13,6,30,24,1,0,0
Raul Diaz Arce,DC,F,23,21,1874,9,2,64,32,30,25,28,2,0
Cobi Jones,LA,M,25,25,2291,7,6,46,24,30,67,18,6,0
Dominic Kinnear,TB,M,23,12,1275,1,8,12,3,29,19,0,6,0
Zak Ibsen,LA,M,27,15,1516,0,4,25,12,29,20,5,3,0
Dan Calichman,NE,D,20,20,1750,0,1,5,2,29,15,0,4,0
Daniel Hernandez,MET,M,17,15,1351,0,2,11,4,28,21,0,4,2
Mauricio Solis,SJ,M,18,17,1565,2,1,24,10,28,18,0,4,1
Tab Ramos,MET,M,20,18,1660,2,6,23,8,28,55,1,4,1
Josh Wolff,CHI,F,25,20,1917,7,5,49,26,28,23,15,4,0
Eric Quill,TB,F,30,25,2205,5,11,54,24,28,30,12,1,0
John Wilmar Perez,CLB,M,30,30,2600,3,3,31,9,28,64,4,4,0
Ritchie Kotschau,TB,D,32,29,2707,1,3,14,4,28,30,3,3,0
Tyrone Marshall,MIA,D,23,21,1780,1,2,18,4,27,27,8,4,2
Jorge Dely Valdes,COL,F,20,13,1352,7,1,50,25,26,26,18,2,0
Harut Karapetyan,SJ,F,24,22,1744,2,2,41,19,26,24,16,1,0
Marco Etcheverry,DC,M,22,20,1810,4,8,34,16,25,39,8,6,1
Sebastien Vorbe,LA,M,19,10,915,4,0,18,7,24,18,3,1,0
Ramiro Corrales,MET,M,22,15,1460,0,2,7,2,24,27,3,5,1
Jason Bent,COL,M,21,21,1897,2,2,12,5,24,35,0,2,1
Brian Dunseth,NE,D,22,22,1970,1,0,7,3,24,15,0,3,0
Kevin Anderson,COL,M-D,21,9,891,3,2,19,6,23,6,0,2,0
Andy Williams,MIA,M,20,14,1297,4,4,36,16,23,54,4,0,0
Bobby Rhine,DAL,M,23,17,1384,1,6,27,14,23,28,13,0,0
Mark Santel,DAL,M,25,18,1744,1,4,13,7,23,27,8,0,0
Jeff Cunningham,CLB,F,29,16,1755,2,8,48,19,23,66,22,3,0
Preki,KC,M,31,29,2485,3,15,95,31,23,57,2,2,0
Travis Mulraine,SJ,M,15,7,622,0,1,5,1,22,10,1,2,1
Justin Evans,CHI,M,15,11,1040,0,1,5,0,22,12,0,1,0
Mike Sorber,CHI,M,19,13,1091,1,3,11,4,22,10,0,2,0
Paul Dougherty,COL,F,24,19,1596,0,3,24,9,22,32,0,2,0
Mike Burns,NE,M,26,20,2011,0,2,17,5,22,16,1,5,0
Jorge Rodriguez,DAL,M-D,25,22,2066,4,6,17,8,22,16,0,3,1
Marcelo Balboa,COL,D,28,28,2495,4,5,42,20,22,26,0,4,1
Simon Elliott,LA,M,28,27,2497,5,5,51,22,22,33,1,1,0
Joey DiGiamarino,COL,M,18,6,824,1,3,11,6,21,16,3,2,0
Ben Olsen,DC,M,13,13,1020,1,3,19,9,21,28,10,0,0
Anders Limpar,COL,M,18,12,1116,1,9,20,11,21,40,4,3,0
Martin Machon,MIA,M,24,21,1952,2,16,42,16,21,26,10,1,0
Chris Klein,KC,M,27,26,2205,6,8,31,14,21,16,10,1,0
Carlos Parra,NE,M,14,4,438,0,0,4,0,20,4,0,5,0
Lubos Kubik,CHI,D,13,12,973,3,6,27,11,20,14,0,5,0
Jeff Agoos,DC,D,23,23,2089,1,3,30,6,20,46,0,3,0
Jeff Bilyk,MIA,M,9,7,613,0,1,2,0,19,11,1,4,0
Jamar Beasley,NE,M,19,6,848,3,3,32,16,19,32,9,1,0
Miles Joseph,CLB,M,23,10,942,2,1,21,11,19,10,0,2,0
Henry Zambrano,COL,F,18,13,1077,2,4,23,12,19,21,18,2,0
Khodadad Azizi,SJ,F,20,18,1548,3,4,29,16,19,64,3,4,1
Brian Kamler,MIA,M,28,20,1977,0,3,18,5,19,28,1,3,0
Joseph Addo,TB,D,32,32,2934,1,1,2,1,19,35,0,5,0
Aleksey Korol,DAL,F,21,11,1024,5,3,30,17,18,12,10,0,0
Paul Broome,DAL,M,20,12,1112,0,7,6,2,18,23,4,5,0
Francis Okaroh,MIA,D,13,13,1191,0,0,2,0,18,10,0,3,0
Mike Duhaney,CLB,D,20,14,1205,1,2,13,8,18,16,3,1,0
John Maessner,DC,M-D,24,17,1486,1,2,11,6,18,15,2,3,0
Roy Lassiter,MIA,F,27,20,1838,8,9,54,38,18,31,45,3,1
Keyeno Thomas,COL,M-D,12,5,592,0,0,2,0,17,7,0,1,0
Peter Vagenas,LA,M,16,12,1044,3,1,13,7,17,18,2,0,0
Andrew Lewis,CHI,M,19,17,1589,1,0,4,1,17,11,0,2,1
Leo Cullen,MIA,M,22,22,1944,0,1,3,0,17,14,0,4,0
Richard Farrer,DAL,D,28,20,2095,0,1,0,0,17,19,0,2,0
Roland Aguilera,CLB,M,16,3,445,0,1,8,1,16,8,0,2,0
Pete Marino,DC,F,15,5,616,4,0,16,13,16,10,7,2,0
Ross Paule,COL,M,16,6,807,2,1,11,4,15,10,1,2,0
Antonio Otero,DC,M,13,10,954,0,1,13,4,15,18,3,1,0
Lothar Matthaus,MET,D,16,16,1345,0,3,15,5,15,20,1,6,0
Manny Lagos,TB,M,27,17,1500,8,7,45,20,15,41,4,2,0
Carlos Valderrama,TB,M,32,32,2897,1,26,26,13,15,50,2,4,0
Shaker Asad,NE,M,8,2,246,0,1,3,0,14,4,0,2,0
Wes Hart,COL,D-M,7,4,480,2,0,8,4,14,17,4,1,0
Brandon Pollard,DAL,D,15,9,828,0,0,0,0,14,13,0,1,0
Hristo Stoitchkov,CHI,F,18,12,987,9,7,54,24,14,31,1,3,1
Jason Farrell,CLB,F,24,13,1257,3,2,25,9,14,12,1,1,0
Mauricio Ramos,NE,M,21,21,1677,3,8,41,15,14,23,0,6,0
Uche Okafor,KC,D,14,2,398,0,0,0,0,13,4,0,2,0
Seth George,LA,F,14,5,459,1,0,13,6,13,9,12,1,0
John Wolyniec,CHI,F,15,1,461,1,1,15,8,13,8,4,1,0
Judah Cooks,DC,M,15,7,629,2,1,5,4,13,5,0,4,1
Tim Sahaydak,MIA,D,9,7,709,0,0,4,1,13,5,0,1,0
Francisco Gomez,KC,M,14,7,709,2,1,19,9,13,9,0,2,0
Tom Soehn,CHI,D,19,11,1091,1,0,2,1,13,8,0,1,0
Ivan Polic,LA,M,12,4,378,0,0,6,2,12,6,0,1,0
Antonio Martinez,DAL,F-M,15,3,531,2,3,9,5,12,14,5,1,0
Scott Bower,SJ,M,12,5,537,0,0,10,4,12,6,1,3,0
Brian McBride,CLB,F,18,17,1523,6,5,47,22,12,48,5,1,0
Mark Semioli,MET,D,16,7,715,0,0,3,1,11,17,0,0,0
Adam Eyre,NE,D,10,8,742,0,0,2,2,11,3,0,1,0
Nelson Vargas,MIA,M,14,10,893,0,3,19,8,11,28,1,0,0
Esmundo Rodriguez,DAL,M,8,2,275,1,0,1,1,10,6,6,1,0
Mike Burke,DAL,F,9,4,331,0,0,6,2,10,3,3,2,0
DaMarcus Beasley,HOU,D,18,11,1085,2,2,10,4,10,47,5,0,0
Chris Brown,KC,M-F,22,10,1116,0,1,15,5,10,20,6,1,0
Danny Pena,LA,D,14,14,1197,1,0,18,5,10,20,0,3,0
Miroslaw Rzepa,CLB,M-D,5,4,352,0,0,2,0,9,3,0,1,1
Orlando Perez,MET,D,15,4,546,0,0,1,1,9,12,1,1,1
Brian Johnson,KC,M,18,4,586,0,2,4,1,9,1,1,1,0
Eric Wynalda,MIA,F,11,6,653,1,2,15,5,9,9,8,1,0
Dominic Schell,CLB,M-D,7,1,138,0,0,1,0,8,6,0,0,0
Matt Chulis,CLB,D,6,2,165,0,0,0,0,8,1,0,2,0
Tahj Jakins,COL,D,3,2,175,0,0,1,1,8,4,0,1,1
Vicente Figueroa,KC,D,8,3,322,1,1,5,3,8,10,0,1,0
Mohammad Khakpour,MET,D,5,5,382,0,0,1,0,8,4,0,2,0
Brian Kelly,LA,M,18,6,641,1,0,10,4,8,8,7,1,0
Alex Bunbury,KC,F,5,3,259,0,0,6,0,7,6,3,0,0
David Hayes,DC,F,10,4,414,0,0,10,3,7,3,3,0,0
Jose Luis Morales,NE,F,8,6,448,1,0,15,9,7,12,5,0,0
Kalin Bankov,TB,M,18,9,890,1,1,16,4,7,10,2,0,0
Eric Denton,DC,D,16,12,1114,0,1,3,1,7,10,1,2,0
Paul Keegan,NE,F,11,0,83,1,1,1,1,6,3,2,0,0
Ray Goodlett,DC,D,4,3,223,0,0,1,0,6,3,0,1,0
Gary Glasgow,KC,F,11,5,479,3,2,10,4,6,13,8,0,0
Ronald Cerritos,SJ,F,9,9,850,4,1,30,16,6,11,21,0,0
Jeff DiMaria,COL,F,4,2,193,0,0,2,1,5,6,0,1,0
Dahir Mohammed,MET,D,3,1,208,0,0,1,0,5,4,0,1,0
Jorge Salcedo,LA,M,5,3,251,0,0,1,1,5,1,0,1,0
Steve Armas,CLB,M,4,4,276,0,0,4,1,5,2,1,2,0
Sam George,CHI,M,16,3,321,0,0,1,0,5,3,1,0,0
Jamie Clark,SJ,D,8,5,501,0,2,0,0,5,3,0,1,0
John Wilson,KC,D,3,1,103,0,0,0,0,4,2,0,0,0
Wade Barrett,SJ,D,3,2,163,0,0,1,1,4,1,0,1,0
Micah Cooks,DC,M-D,5,2,165,0,1,2,2,4,3,0,0,0
Adam Frye,LA,D,6,3,238,0,0,1,0,4,6,0,0,0
Nino Da Silva,MET,F,3,0,25,0,0,0,0,3,1,0,0,0
Julian Gomez,MET,M,3,0,33,0,0,0,0,3,0,0,0,0
Fabio Zuniga,NE,F,1,1,33,0,0,0,0,3,0,1,0,0
Rob Smith,CLB,M,1,1,39,0,1,0,0,3,0,1,0,0
Eduardo Hurtado,NE,F,3,1,161,0,0,5,2,3,3,5,0,0
Craig Waibel,COL,D,2,0,62,0,0,0,0,2,3,0,0,0
Tenywa Bonseu,CHI,D,2,1,92,0,0,2,1,2,1,0,0,0
Kyle Beckerman,RSL,M,2,1,110,1,0,2,1,2,2,1,0,0
Manuel Bucuane,TB,F,6,1,147,0,0,5,1,2,2,4,0,0
Chris Jahr,CHI,D,2,2,180,0,0,0,0,2,2,0,0,0
Marvin Quijano,LA,F,5,1,185,0,0,5,1,2,4,5,0,0
Giovanni Savarese,SJ,F,4,4,303,0,1,11,4,2,4,5,0,0
Sergio Salas,DC,F,1,0,18,0,0,0,0,1,0,0,0,0
Seth Trembly,COL,M-D,4,0,21,0,0,2,1,1,1,0,1,0
Brian Haynes,DAL,M,1,0,23,0,0,1,0,1,0,0,0,0
Mike Slivinski,DC,M,2,0,32,0,0,0,0,1,0,1,1,0
Yuri Lavrinenko,CHI,M,3,1,55,0,0,0,0,1,1,0,0,0
Maurizio Rocha,MIA,M,2,1,91,0,0,1,1,1,2,0,0,0
Danny DeVall,COL,M,2,1,110,0,0,0,0,1,0,0,0,0
Steve Bernal,DAL,D,0,0,0,0,0,0,0,0,0,0,0,0
Christoff Lindenmayer,CLB,M-F,0,0,0,0,0,0,0,0,0,0,0,0
Mario Longo,CLB,M,0,0,0,0,0,0,0,0,0,0,0,0
Gerard Lagos,TB,F,0,0,0,0,0,0,0,0,0,0,0,0
Ernest Inneh,TB,F,0,0,0,0,0,0,0,0,0,0,0,0
Michael Green,KC,D,0,0,0,0,0,0,0,0,0,0,0,0
Alijohn Utush,COL,D,0,0,0,0,0,0,0,0,0,0,0,0
O'Neil Peart,MET,F,0,0,0,0,0,0,0,0,0,0,0,0
Clint Peay,DC,D,0,0,0,0,0,0,0,0,0,0,0,0
Tim Weaver,SJ,D,0,0,0,0,0,0,0,0,0,0,0,0
Ubusuku Abukusumo,TB,D,0,0,0,0,0,0,0,0,0,0,0,0
Alan Woods,COL,D,1,0,5,0,0,0,0,0,0,0,0,0
Keith Beach,MIA,M,1,0,8,0,0,0,0,0,0,0,0,0
Ryan Edwards,SJ,F,1,0,8,0,0,0,0,0,0,0,0,0
Sheldon Thomas,LA,F,1,0,9,0,0,0,0,0,1,0,0,0
Angel Rivillo,DAL,M-F,1,0,19,0,0,0,0,0,0,0,0,0
Kirk Wilson,DAL,M,1,1,45,0,0,0,0,0,1,0,0,0
Amos Magee,TB,F,7,0,51,0,0,2,1,0,1,1,0,0
Chris Houser,TB,D,3,0,56,0,0,0,0,0,0,0,0,0
Ihor Dotsenko,KC,F,2,2,90,0,0,0,0,0,1,0,0,0
Gabe Eastman,SJ,D,2,1,135,0,0,0,0,0,1,0,0,0
Jeremy Aldrich,MIA,D,4,1,154,0,0,1,0,0,4,0,0,0
Peter Byaruhanga,KC,F,6,2,170,0,2,3,1,0,9,1,0,0
Stats Unavailable,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
