Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,PKG/A,SC%,SOG%
Chris Klein,KC,M,27,26,2205,6,8,31,14,0/0,19.4,45.2
John Wilmar Perez,CLB,M,30,30,2600,3,3,31,9,0/0,9.7,29.0
Ronald Cerritos,SJ,F,9,9,850,4,1,30,16,3/3,13.3,53.3
Aleksey Korol,DAL,F,21,11,1024,5,3,30,17,0/0,16.7,56.7
Jeff Agoos,DC,D,23,23,2089,1,3,30,6,0/0,3.3,20.0
Brian West,CLB,M-F,28,24,2249,6,6,30,17,0/0,20.0,56.7
Richard Mulrooney,SJ,M,29,29,2646,0,9,30,15,0/0,0.0,50.0
Khodadad Azizi,SJ,F,20,18,1548,3,4,29,16,0/0,10.3,55.2
Jesse Marsch,CHI,M,30,29,2658,2,8,29,8,0/0,6.9,27.6
Johnny Torres,NE,F,20,14,1328,1,4,28,21,0/0,3.6,75.0
Diego Gutierrez,CHI,D,24,23,1959,2,13,28,12,0/1,7.1,42.9
Lubos Kubik,CHI,D,13,12,973,3,6,27,11,0/0,11.1,40.7
Bobby Rhine,DAL,M,23,17,1384,1,6,27,14,0/0,3.7,51.9
Roy Myers,LA,M-F,25,19,1712,1,7,27,12,1/1,3.7,44.4
Carey Talley,DC,D,29,28,2458,3,1,27,12,0/0,11.1,44.4
Carlos Valderrama,TB,M,32,32,2897,1,26,26,13,1/3,3.8,50.0
Jason Farrell,CLB,F,24,13,1257,3,2,25,9,0/0,12.0,36.0
Zak Ibsen,LA,M,27,15,1516,0,4,25,12,0/0,0.0,48.0
Greg Vanney,LA,D,27,27,2526,6,2,25,14,5/6,24.0,56.0
Mauricio Solis,SJ,M,18,17,1565,2,1,24,10,0/0,8.3,41.7
Paul Dougherty,COL,F,24,19,1596,0,3,24,9,0/0,0.0,37.5
Scott Vermillion,COL,D,28,25,2244,2,1,24,9,0/0,8.3,37.5
Henry Zambrano,COL,F,18,13,1077,2,4,23,12,0/0,8.7,52.2
Tab Ramos,MET,M,20,18,1660,2,6,23,8,0/0,8.7,34.8
John Harkes,NE,M,28,27,2511,2,6,23,8,1/1,8.7,34.8
Kerry Zavagnin,KC,M,31,31,2743,2,3,22,6,0/0,9.1,27.3
Josh Keller,TB,M,31,31,2775,2,7,22,8,0/0,9.1,36.4
Miles Joseph,CLB,M,23,10,942,2,1,21,11,0/0,9.5,52.4
Wojtek Krakowiak,SJ,M,24,11,1282,5,0,21,11,0/0,23.8,52.4
Geoff Aunger,DC,D,26,22,2081,1,4,21,7,0/0,4.8,33.3
Anders Limpar,COL,M,18,12,1116,1,9,20,11,0/1,5.0,55.0
John Doyle,SJ,D,20,20,1776,4,2,20,11,0/0,20.0,55.0
Ted Chronopoulos,NE,D,25,25,2205,5,2,20,9,0/0,25.0,45.0
Francisco Gomez,KC,M,14,7,709,2,1,19,9,0/0,10.5,47.4
Kevin Anderson,COL,M-D,21,9,891,3,2,19,6,0/0,15.8,31.6
Nelson Vargas,MIA,M,14,10,893,0,3,19,8,0/0,0.0,42.1
Ben Olsen,DC,M,13,13,1020,1,3,19,9,0/0,5.3,47.4
Ian Russell,SJ,D,28,20,1917,2,3,19,8,0/0,10.5,42.1
Mike Petke,MET,D,30,29,2672,3,1,19,10,0/0,15.8,52.6
Steve Trittschuh,TB,D,32,32,2878,4,1,19,10,0/0,21.1,52.6
Sebastien Vorbe,LA,M,19,10,915,4,0,18,7,0/0,22.2,38.9
Danny Pena,LA,D,14,14,1197,1,0,18,5,0/0,5.6,27.8
Billy Walsh,MET,M,24,19,1756,3,1,18,11,0/0,16.7,61.1
Tyrone Marshall,MIA,D,23,21,1780,1,2,18,4,0/0,5.6,22.2
Ezra Hendrickson,LA,D,22,20,1867,1,3,18,5,0/0,5.6,27.8
Brian Kamler,MIA,M,28,20,1977,0,3,18,5,0/0,0.0,27.8
Paul Caligiuri,LA,D,28,24,2212,3,4,18,9,0/0,16.7,50.0
Jason Moore,COL,M,27,27,2385,0,5,18,6,0/0,0.0,33.3
Mike Burns,NE,M,26,20,2011,0,2,17,5,0/0,0.0,29.4
Jorge Rodriguez,DAL,M-D,25,22,2066,4,6,17,8,1/1,23.5,47.1
David Vaudreuil,COL,D,28,28,2479,0,3,17,1,0/0,0.0,5.9
Pete Marino,DC,F,15,5,616,4,0,16,13,0/0,25.0,81.3
Kalin Bankov,TB,M,18,9,890,1,1,16,4,0/0,6.3,25.0
Lazo Alavanja,DAL,M,24,15,1440,2,5,16,5,0/0,12.5,31.3
Ansil Elcock,CLB,D,19,18,1679,1,2,16,8,0/0,6.3,50.0
Ted Eck,DAL,M-F,29,22,1918,3,2,16,7,0/0,18.8,43.8
Ivan McKinley,MIA,D-M,23,22,1918,3,1,16,8,0/0,18.8,50.0
Joe Franchino,LA,M,30,29,2604,2,2,16,5,0/0,12.5,31.3
Jose Luis Morales,NE,F,8,6,448,1,0,15,9,0/0,6.7,60.0
John Wolyniec,CHI,F,15,1,461,1,1,15,8,0/0,6.7,53.3
Eric Wynalda,MIA,F,11,6,653,1,2,15,5,0/0,6.7,33.3
Chris Brown,KC,M-F,22,10,1116,0,1,15,5,0/0,0.0,33.3
Evan Whitfield,CHI,D,25,11,1278,2,7,15,7,0/0,13.3,46.7
Sergi Daniv,DAL,M,18,16,1319,0,2,15,5,0/0,0.0,33.3
Lothar Matthaus,MET,D,16,16,1345,0,3,15,5,0/0,0.0,33.3
Steve Jolley,LA,D,28,27,2496,2,2,15,5,0/0,13.3,33.3
Mike Lapper,CLB,D,24,20,1923,1,1,14,3,0/0,7.1,21.4
Lance Key,COL,D,21,21,1940,0,1,14,2,0/0,0.0,14.3
Mauricio Wright,NE,D,26,26,2404,1,1,14,5,0/0,7.1,35.7
Ritchie Kotschau,TB,D,32,29,2707,1,3,14,4,0/0,7.1,28.6
Peter Vermes,KC,D,32,32,2916,2,3,14,5,0/0,14.3,35.7
Seth George,LA,F,14,5,459,1,0,13,6,0/0,7.7,46.2
Antonio Otero,DC,M,13,10,954,0,1,13,4,0/0,0.0,30.8
Peter Vagenas,LA,M,16,12,1044,3,1,13,7,0/0,23.1,53.8
Mike Duhaney,CLB,D,20,14,1205,1,2,13,8,0/0,7.7,61.5
Mario Gori,CLB,D,25,19,1656,1,0,13,2,0/0,7.7,15.4
Eddie Pope,DC,D,21,21,1740,0,2,13,6,0/0,0.0,46.2
Mark Santel,DAL,M,25,18,1744,1,4,13,7,0/0,7.7,53.8
Chad McCarty,TB,D,22,22,1830,0,4,13,3,0/0,0.0,23.1
Dominic Kinnear,TB,M,23,12,1275,1,8,12,3,0/0,8.3,25.0
Jason Bent,COL,M,21,21,1897,2,2,12,5,0/0,16.7,41.7
Mike Clark,CLB,D,28,28,2448,0,3,12,5,0/0,0.0,41.7
Eric Dade,DAL,D,31,30,2666,4,2,12,9,0/0,33.3,75.0
Giovanni Savarese,SJ,F,4,4,303,0,1,11,4,0/0,0.0,36.4
Ross Paule,COL,M,16,6,807,2,1,11,4,1/1,18.2,36.4
Joey DiGiamarino,COL,M,18,6,824,1,3,11,6,0/0,9.1,54.5
Mike Sorber,CHI,M,19,13,1091,1,3,11,4,0/0,9.1,36.4
Daniel Hernandez,MET,M,17,15,1351,0,2,11,4,0/0,0.0,36.4
Chris Armas,CHI,M,16,16,1479,0,5,11,5,0/0,0.0,45.5
John Maessner,DC,M-D,24,17,1486,1,2,11,6,0/0,9.1,54.5
Richie Williams,DC,M,29,27,2445,0,2,11,4,0/0,0.0,36.4
Leonel Alvarez,NE,M,28,28,2474,1,2,11,4,0/1,9.1,36.4
Chris Martinez,COL,D,30,30,2662,0,2,11,5,0/0,0.0,45.5
David Hayes,DC,F,10,4,414,0,0,10,3,0/0,0.0,30.0
Gary Glasgow,KC,F,11,5,479,3,2,10,4,0/0,30.0,40.0
Scott Bower,SJ,M,12,5,537,0,0,10,4,0/0,0.0,40.0
Brian Kelly,LA,M,18,6,641,1,0,10,4,0/0,10.0,40.0
DaMarcus Beasley,HOU,D,18,11,1085,2,2,10,4,0/0,20.0,40.0
Carlos Bocanegra,CHI,D,27,27,2402,1,1,10,2,0/0,10.0,20.0
Antonio Martinez,DAL,F-M,15,3,531,2,3,9,5,0/0,22.2,55.6
Danny Califf,LA,D,18,16,1518,1,1,9,4,0/0,11.1,44.4
Jimmy Conrad,SJ,D,26,25,2377,0,2,9,2,0/0,0.0,22.2
Roland Aguilera,CLB,M,16,3,445,0,1,8,1,0/0,0.0,12.5
Wes Hart,COL,D-M,7,4,480,2,0,8,4,0/0,25.0,50.0
Thomas Dooley,MET,D,20,17,1318,0,2,8,3,0/0,0.0,37.5
Carlos Llamosa,DC,D,23,20,1974,2,1,8,3,0/0,25.0,37.5
Ramiro Corrales,MET,M,22,15,1460,0,2,7,2,0/0,0.0,28.6
Brian Dunseth,NE,D,22,22,1970,1,0,7,3,0/0,14.3,42.9
Robin Fraser,LA,D,25,24,2244,0,0,7,1,0/0,0.0,14.3
Alex Bunbury,KC,F,5,3,259,0,0,6,0,0/0,0.0,0.0
Mike Burke,DAL,F,9,4,331,0,0,6,2,0/0,0.0,33.3
Ivan Polic,LA,M,12,4,378,0,0,6,2,0/0,0.0,33.3
Paul Broome,DAL,M,20,12,1112,0,7,6,2,0/0,0.0,33.3
Steve Shak,MET,D,23,14,1393,1,1,6,2,0/0,16.7,33.3
Rusty Pierce,NE,D,29,29,2600,0,0,6,1,0/0,0.0,16.7
Manuel Bucuane,TB,F,6,1,147,0,0,5,1,0/0,0.0,20.0
Eduardo Hurtado,NE,F,3,1,161,0,0,5,2,0/0,0.0,40.0
Marvin Quijano,LA,F,5,1,185,0,0,5,1,0/0,0.0,20.0
Vicente Figueroa,KC,D,8,3,322,1,1,5,3,0/0,20.0,60.0
Travis Mulraine,SJ,M,15,7,622,0,1,5,1,0/0,0.0,20.0
Judah Cooks,DC,M,15,7,629,2,1,5,4,0/0,40.0,80.0
Justin Evans,CHI,M,15,11,1040,0,1,5,0,0/0,0.0,0.0
Dan Calichman,NE,D,20,20,1750,0,1,5,2,0/0,0.0,40.0
Pablo Mastroeni,MIA,M,29,29,2661,0,1,5,2,0/0,0.0,40.0
Steve Armas,CLB,M,4,4,276,0,0,4,1,0/0,0.0,25.0
Carlos Parra,NE,M,14,4,438,0,0,4,0,0/0,0.0,0.0
Brian Johnson,KC,M,18,4,586,0,2,4,1,0/0,0.0,25.0
Tim Sahaydak,MIA,D,9,7,709,0,0,4,1,0/0,0.0,25.0
John DeBrito,CLB,D,20,17,1466,0,1,4,1,0/0,0.0,25.0
Andrew Lewis,CHI,M,19,17,1589,1,0,4,1,0/0,25.0,25.0
C.J. Brown,CHI,D,27,27,2497,0,1,4,1,0/0,0.0,25.0
Peter Byaruhanga,KC,F,6,2,170,0,2,3,1,0/0,0.0,33.3
Shaker Asad,NE,M,8,2,246,0,1,3,0,0/0,0.0,0.0
Mark Semioli,MET,D,16,7,715,0,0,3,1,0/0,0.0,33.3
Eric Denton,DC,D,16,12,1114,0,1,3,1,0/0,0.0,33.3
Leo Cullen,MIA,M,22,22,1944,0,1,3,0,0/0,0.0,0.0
Brandon Prideaux,KC,D,31,31,2809,0,0,3,2,0/0,0.0,66.7
Seth Trembly,COL,M-D,4,0,21,0,0,2,1,0/0,0.0,50.0
Amos Magee,TB,F,7,0,51,0,0,2,1,0/0,0.0,50.0
Tenywa Bonseu,CHI,D,2,1,92,0,0,2,1,0/0,0.0,50.0
Kyle Beckerman,RSL,M,2,1,110,1,0,2,1,0/0,50.0,50.0
Micah Cooks,DC,M-D,5,2,165,0,1,2,2,0/0,0.0,100.0
Jeff DiMaria,COL,F,4,2,193,0,0,2,1,0/0,0.0,50.0
Miroslaw Rzepa,CLB,M-D,5,4,352,0,0,2,0,0/0,0.0,0.0
Keyeno Thomas,COL,M-D,12,5,592,0,0,2,0,0/0,0.0,0.0
Jeff Bilyk,MIA,M,9,7,613,0,1,2,0,0/0,0.0,0.0
Adam Eyre,NE,D,10,8,742,0,0,2,2,0/0,0.0,100.0
Tom Soehn,CHI,D,19,11,1091,1,0,2,1,0/0,50.0,50.0
Francis Okaroh,MIA,D,13,13,1191,0,0,2,0,0/0,0.0,0.0
Ryan Tinsley,SJ,D,25,23,2048,0,1,2,0,0/0,0.0,0.0
Joseph Addo,TB,D,32,32,2934,1,1,2,1,0/0,50.0,50.0
Brian Haynes,DAL,M,1,0,23,0,0,1,0,0/0,0.0,0.0
Paul Keegan,NE,F,11,0,83,1,1,1,1,0/0,100.0,100.0
Maurizio Rocha,MIA,M,2,1,91,0,0,1,1,0/0,0.0,100.0
Dominic Schell,CLB,M-D,7,1,138,0,0,1,0,0/0,0.0,0.0
Jeremy Aldrich,MIA,D,4,1,154,0,0,1,0,0/0,0.0,0.0
Wade Barrett,SJ,D,3,2,163,0,0,1,1,0/0,0.0,100.0
Tahj Jakins,COL,D,3,2,175,0,0,1,1,0/0,0.0,100.0
Dahir Mohammed,MET,D,3,1,208,0,0,1,0,0/0,0.0,0.0
Ray Goodlett,DC,D,4,3,223,0,0,1,0,0/0,0.0,0.0
Adam Frye,LA,D,6,3,238,0,0,1,0,0/0,0.0,0.0
Jorge Salcedo,LA,M,5,3,251,0,0,1,1,0/0,0.0,100.0
Esmundo Rodriguez,DAL,M,8,2,275,1,0,1,1,0/0,100.0,100.0
Sam George,CHI,M,16,3,321,0,0,1,0,0/0,0.0,0.0
Mohammad Khakpour,MET,D,5,5,382,0,0,1,0,0/0,0.0,0.0
Orlando Perez,MET,D,15,4,546,0,0,1,1,0/0,0.0,100.0
Ricardo Iribarren,DAL,D,22,21,1675,0,2,1,1,0/0,0.0,100.0
Nick Garcia,KC,D,32,32,2916,0,0,1,0,0/0,0.0,0.0
Ubusuku Abukusumo,TB,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Michael Green,KC,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Ernest Inneh,TB,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Gerard Lagos,TB,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Steve Bernal,DAL,D,0,0,0,0,0,0,0,0/0,0.0,0.0
O'Neil Peart,MET,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Clint Peay,DC,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Christoff Lindenmayer,CLB,M-F,0,0,0,0,0,0,0,0/0,0.0,0.0
Mario Longo,CLB,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Alijohn Utush,COL,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Tim Weaver,SJ,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Alan Woods,COL,D,1,0,5,0,0,0,0,0/0,0.0,0.0
Keith Beach,MIA,M,1,0,8,0,0,0,0,0/0,0.0,0.0
Ryan Edwards,SJ,F,1,0,8,0,0,0,0,0/0,0.0,0.0
Sheldon Thomas,LA,F,1,0,9,0,0,0,0,0/0,0.0,0.0
Sergio Salas,DC,F,1,0,18,0,0,0,0,0/0,0.0,0.0
Angel Rivillo,DAL,M-F,1,0,19,0,0,0,0,0/0,0.0,0.0
Nino Da Silva,MET,F,3,0,25,0,0,0,0,0/0,0.0,0.0
Mike Slivinski,DC,M,2,0,32,0,0,0,0,0/0,0.0,0.0
Fabio Zuniga,NE,F,1,1,33,0,0,0,0,0/0,0.0,0.0
Julian Gomez,MET,M,3,0,33,0,0,0,0,0/0,0.0,0.0
Rob Smith,CLB,M,1,1,39,0,1,0,0,0/0,0.0,0.0
Kirk Wilson,DAL,M,1,1,45,0,0,0,0,0/0,0.0,0.0
Yuri Lavrinenko,CHI,M,3,1,55,0,0,0,0,0/0,0.0,0.0
Chris Houser,TB,D,3,0,56,0,0,0,0,0/0,0.0,0.0
Craig Waibel,COL,D,2,0,62,0,0,0,0,0/0,0.0,0.0
Ihor Dotsenko,KC,F,2,2,90,0,0,0,0,0/0,0.0,0.0
John Wilson,KC,D,3,1,103,0,0,0,0,0/0,0.0,0.0
Danny DeVall,COL,M,2,1,110,0,0,0,0,0/0,0.0,0.0
Gabe Eastman,SJ,D,2,1,135,0,0,0,0,0/0,0.0,0.0
Matt Chulis,CLB,D,6,2,165,0,0,0,0,0/0,0.0,0.0
Chris Jahr,CHI,D,2,2,180,0,0,0,0,0/0,0.0,0.0
Uche Okafor,KC,D,14,2,398,0,0,0,0,0/0,0.0,0.0
Jamie Clark,SJ,D,8,5,501,0,2,0,0,0/0,0.0,0.0
Brandon Pollard,DAL,D,15,9,828,0,0,0,0,0/0,0.0,0.0
Richard Farrer,DAL,D,28,20,2095,0,1,0,0,0/0,0.0,0.0
Todd Yeagley,CLB,M,25,24,2192,0,0,0,0,0/0,0.0,0.0
Stats Unavailable,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
