Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,PKG/A,SC%,SOG%
Gonzalo Verón,NYR,M-F,24,5,777,6,3,28,13,3/4,21.4,46.4
Sean Davis,RBNY,M,27,21,1795,2,4,28,10,0/0,7.1,35.7
Joao Pedro,LA,M,28,26,2306,1,2,28,5,0/0,3.6,17.9
Emmanuel Boateng,LA,M,34,29,2321,4,2,28,13,0/0,14.3,46.4
Arturo Alvarez,HOU,M,25,13,1084,3,2,27,11,0/0,11.1,40.7
Joevin Jones,SEA,D,30,28,2451,1,11,27,6,0/0,3.7,22.2
Dillon Serna,COL,M,19,9,945,1,1,26,6,0/0,3.8,23.1
Shkelzen Gashi,COL,M-F,17,12,1034,2,1,26,9,0/0,7.7,34.6
Yordy Reyna,VAN,M-F,18,11,1073,6,4,26,11,0/0,23.1,42.3
Ballou Jean-Yves Tabla,MTL,F,21,11,1146,2,2,26,10,0/0,7.7,38.5
Dominic Oduro,MTL,M,25,17,1439,1,0,26,10,0/0,3.8,38.5
Juninho,CHI,M,21,17,1528,1,2,26,9,0/0,3.8,34.6
Justin Morrow,TOR,D,28,28,2479,8,1,26,12,0/0,30.8,46.2
Ian Harkes,DC,M,25,22,1948,2,1,25,7,0/0,8.0,28.0
Bastian Schweinsteiger,CHI,M,24,23,1993,3,6,25,5,0/0,12.0,20.0
Lloyd Sam,DC,M-F,30,23,2025,2,6,25,11,0/0,8.0,44.0
Matt Hedges,DAL,D,27,27,2425,2,0,25,9,0/0,8.0,36.0
Osvaldo Alonso,SEA,M,26,24,2073,1,3,24,6,0/0,4.2,25.0
Steve Birnbaum,DC,D,26,25,2249,0,0,24,3,0/0,0.0,12.5
Alan Gordon,COL,F,26,6,816,3,4,23,9,0/0,13.0,39.1
Thomas McNamara,NYC,M,27,19,1574,3,2,23,11,0/0,13.0,47.8
Ricardo Clark,CLB,M,28,26,2252,0,2,23,6,0/0,0.0,26.1
Deshorn Brown,DC,F,16,10,788,2,1,22,10,0/0,9.1,45.5
Brek Shea,VAN,M-F,25,14,1325,4,2,22,8,0/0,18.2,36.4
Miguel Ibarra,MIN,M,29,20,1758,3,4,22,12,0/0,13.6,54.5
Francisco Calvo,MIN,D,27,27,2430,2,1,22,6,0/0,9.1,27.3
Alexander Ring,NYC,M,29,29,2604,0,4,22,6,0/0,0.0,27.3
Carlos Gruezo,DAL,M,31,30,2613,0,4,22,4,0/0,0.0,18.2
Aaron Long,RBNY,D,31,30,2659,1,0,22,8,0/0,4.5,36.4
Vicente Sanchez,HOU,F,21,3,517,2,5,21,7,0/0,9.5,33.3
Jose Guillermo Ortiz,DC,F,16,7,669,1,0,21,8,0/0,4.8,38.1
Mauro Diaz,DAL,M,19,13,1107,2,8,21,9,2/3,9.5,42.9
Andrew Wenger,HOU,F,22,12,1110,2,2,21,9,0/0,9.5,42.9
Tesho Akindele,DAL,F,29,15,1511,4,0,21,11,0/0,19.0,52.4
Brooks Lennon,RSL,F,25,15,1525,3,4,21,9,0/0,14.3,42.9
Jermaine Jones,LA,M,20,19,1588,1,4,21,5,0/0,4.8,23.8
Patrice Bernier,MTL,M,27,20,1801,2,4,21,5,1/1,9.5,23.8
Tony Tchani,CHI,M,27,26,2121,4,1,21,9,0/0,19.0,42.9
Yangel Herrera,NYC,M,18,14,1223,1,2,20,7,0/0,5.0,35.0
Nick Lima,SJ,D,22,20,1809,2,1,20,6,0/0,10.0,30.0
Anibal Godoy,SJ,M,26,24,2134,2,1,20,4,0/0,10.0,20.0
Jonathan Mensah,CLB,D,26,25,2169,2,1,20,5,0/0,10.0,25.0
Juan David Cabezas,HOU,M,27,26,2231,1,0,20,4,0/0,5.0,20.0
Tim Parker,RBNY,D,32,32,2880,1,1,20,6,0/0,5.0,30.0
Sam Nicholson,MIN,M,12,8,639,1,1,19,5,0/0,5.3,26.3
Paul Arriola,DC,M-F,11,11,922,1,2,19,7,0/0,5.3,36.8
Marco Donadel,MTL,M,19,18,1424,2,1,19,4,0/0,10.5,21.1
Artur,CLB,M,24,19,1702,0,3,19,3,0/0,0.0,15.8
Román Torres,SEA,D,23,21,1787,0,2,19,0,0/0,0.0,0.0
Dave Romney,LA,D,29,23,2249,2,1,19,9,0/0,10.5,47.4
Kendall Waston,VAN,D,25,25,2250,4,1,19,7,0/0,21.1,36.8
Ilie Sanchez,SKC,M,33,33,2970,0,2,19,2,0/0,0.0,10.5
Tomas Martinez,HOU,M,9,5,501,2,0,18,5,0/0,11.1,27.8
Bernie Ibini,VAN,M-F,17,7,629,1,2,18,5,0/0,5.6,27.8
Patrick Nyarko,DC,F-M,14,12,1028,1,2,18,7,0/0,5.6,38.9
Nick DeLeon,DC,M,19,18,1594,0,0,18,4,0/0,0.0,22.2
Marky Delgado,TOR,M,26,25,2072,3,5,18,4,0/0,16.7,22.2
Brandon Vincent,CHI,D,27,26,2341,2,5,18,4,0/0,11.1,22.2
Mohammed Saeid,COL,M,32,30,2512,1,4,18,4,0/0,5.6,22.2
Victor Rodriguez,SEA,M,7,5,484,2,1,17,7,0/0,11.8,41.2
Luis Gil,COL,M,21,9,853,0,0,17,10,0/0,0.0,58.8
Matías Pérez García,ORL,F,15,11,971,1,2,17,5,0/0,5.9,29.4
Josh Gatt,COL,M-F,20,11,1067,2,3,17,6,0/0,11.8,35.3
Michael Amir Murillo,RBNY,D,17,15,1316,2,0,17,7,0/0,11.8,41.2
Darwin Ceren,HOU,M,21,19,1642,0,2,17,2,0/0,0.0,11.8
Kemar Lawrence,RBNY,D,24,23,2076,1,5,17,4,0/0,5.9,23.5
Ben Sweat,NYC,D,26,25,2176,1,6,17,4,0/0,5.9,23.5
Antonio Nocerino,ORL,M,31,28,2234,1,0,17,5,0/0,5.9,29.4
Gustav Svensson,SEA,M,32,30,2645,1,4,17,4,0/0,5.9,23.5
Ibson,MIN,M,31,29,2660,0,6,17,7,0/0,0.0,41.2
Ike Opara,SKC,D,30,30,2700,3,0,17,5,0/0,17.6,29.4
Scott Sutter,ORL,D,32,30,2729,1,4,17,3,0/0,5.9,17.6
Seth Sinovic,SKC,D,32,32,2857,1,2,17,5,0/0,5.9,29.4
Marcus Epps,PHI,M,19,7,709,2,1,16,5,0/0,12.5,31.3
Ryan Hollingshead,DAL,M,18,9,820,0,0,16,3,0/0,0.0,18.8
Yoshi Yotun,ORL,M,10,10,887,1,4,16,4,0/0,6.3,25.0
Jonathan Osorio,TOR,M,27,9,1060,2,4,16,6,0/0,12.5,37.5
Kelvin Leerdam,SEA,D,15,14,1290,1,2,16,2,0/0,6.3,12.5
Jelle Van Damme,LA,D,18,18,1503,1,1,16,1,0/0,6.3,6.3
Maxime Chanot,NYC,D,19,19,1710,2,0,16,3,0/0,12.5,18.8
Harrison Afful,CLB,D,24,21,1777,0,1,16,2,0/0,0.0,12.5
Daniel Steres,LA,D,21,21,1843,3,0,16,5,0/0,18.8,31.3
Gershon Koffie,NE,M,23,21,1920,0,0,16,2,0/0,0.0,12.5
Leandro Gonzalez Pirez,ATL,D,32,32,2811,1,3,16,6,0/0,6.3,37.5
Harry Shipp,SEA,M,18,11,927,2,1,15,4,0/0,13.3,26.7
Alphonso Davies,VAN,M,26,9,1053,0,1,15,2,0/0,0.0,13.3
Frederic Brillant,DC,D,23,16,1523,1,1,15,5,0/0,6.7,33.3
Matias Laba,VAN,M,19,19,1612,2,1,15,5,0/0,13.3,33.3
Chad Marshall,SEA,D,28,27,2366,1,2,15,4,0/0,6.7,26.7
Dax McCarty,CHI,M,28,28,2465,0,5,15,3,0/0,0.0,20.0
Jeff Larentowicz,ATL,M,33,30,2602,1,1,15,4,0/0,6.7,26.7
Marlon Hairston,COL,M,34,29,2605,3,4,15,7,0/0,20.0,46.7
Laurent Ciman,LAFC,D,30,30,2700,0,1,15,2,0/0,0.0,13.3
Alexander Callens,NYC,D,34,34,3060,2,0,15,3,0/0,13.3,20.0
Soony Saad,KC,F,12,6,453,0,1,14,4,0/0,0.0,28.6
Pedro Santos,CLB,M,9,8,650,0,2,14,6,0/0,0.0,42.9
Cristian Higuita,ORL,M,26,18,1554,0,3,14,2,0/0,0.0,14.3
Oguchi Onyewu,PHI,D,22,22,1929,1,0,14,6,0/0,7.1,42.9
Fredrik Gulbrandsen,NYR,F,12,4,362,0,1,13,4,0/0,0.0,30.8
Sean Okoli,NYC,F,16,3,421,1,0,13,6,0/0,7.7,46.2
Jay Simpson,PHI,F,22,4,472,1,0,13,6,0/0,7.7,46.2
Zoltan Stieber,DC,M-F,8,6,526,1,1,13,7,0/0,7.7,53.8
Derrick Etienne Jr.,RBNY,F-M,18,8,702,0,2,13,6,0/0,0.0,46.2
Chris McCann,ATL,M,23,9,958,0,2,13,2,0/0,0.0,15.4
Jared Jeffrey,DC,M,23,19,1617,1,1,13,6,0/0,7.7,46.2
Alvas Powell,POR,D,23,19,1690,2,3,13,6,0/0,15.4,46.2
Andrew Jacobson,VAN,M,21,19,1704,2,2,13,3,0/0,15.4,23.1
Víctor Bernárdez,SJ,D,25,25,2228,0,1,13,1,0/0,0.0,7.7
Donny Toia,ORL,D,30,29,2545,0,3,13,2,0/0,0.0,15.4
Micheal Azira,COL,M,30,28,2569,0,2,13,4,0/0,0.0,30.8
Florian Jungwirth,SJ,M,30,30,2600,2,3,13,3,0/0,15.4,23.1
Leonardo,HOU,D,30,29,2616,2,1,13,2,0/0,15.4,15.4
Bashkim Kadrii,MIN,M-F,11,5,422,0,0,12,3,0/0,0.0,25.0
Nicolas Mezquida,VAN,M,20,8,686,2,1,12,4,0/0,16.7,33.3
Bismark Adjei-Boateng,COL,M,18,10,806,0,1,12,3,0/0,0.0,25.0
Armando Cooper,TOR,M,19,10,906,0,2,12,4,0/0,0.0,33.3
Connor Lade,RBNY,D,21,16,1381,0,2,12,3,0/0,0.0,25.0
Tyler Adams,RBNY,M,24,22,1994,2,4,12,7,0/0,16.7,58.3
Greg Garza,ATL,D,26,25,2150,2,5,12,5,0/0,16.7,41.7
Drew Moor,TOR,D,25,24,2176,2,1,12,3,0/0,16.7,25.0
Antonio Mlinar Delamea,NE,D,29,29,2547,1,1,12,2,0/0,8.3,16.7
Ariel Lassiter,LA,F,14,0,258,1,0,11,3,0/0,9.1,27.3
Memo Rodriguez,HOU,M,9,3,326,2,1,11,6,0/0,18.2,54.5
Caleb Calvert,COL,F,12,3,378,1,1,11,2,0/0,9.1,18.2
Kenwyne Jones,ATL,F,17,5,499,2,0,11,4,0/0,18.2,36.4
Benoit Cheyrou,TOR,M,13,7,615,1,0,11,4,0/0,9.1,36.4
Jackson Yueill,SJ,M,13,10,967,0,1,11,3,0/0,0.0,27.3
Jonathan dos Santos,LA,M,12,11,1004,1,1,11,2,0/0,9.1,18.2
Raheem Edwards,MTL,M,21,10,1058,1,6,11,4,0/0,9.1,36.4
Andrea Pirlo,NYC,M,15,14,1085,0,2,11,3,0/0,0.0,27.3
Cordell Cato,SJ,F,15,13,1138,0,1,11,1,0/0,0.0,9.1
Bradley Diallo,LA,D,18,15,1380,0,0,11,3,0/0,0.0,27.3
Justen Glad,RSL,D,18,18,1620,0,0,11,5,0/0,0.0,45.5
Axel Sjöberg,COL,D,19,19,1637,1,0,11,2,0/0,9.1,18.2
Damien Perrinelle,NYR,D,25,22,1972,0,1,11,1,0/0,0.0,9.1
Taylor Kemp,DC,D,22,22,1980,0,0,11,2,0/0,0.0,18.2
Scott Caldwell,NE,M,33,26,2195,1,5,11,2,0/0,9.1,18.2
Chris Duvall,MTL,D,27,25,2210,1,2,11,4,0/0,9.1,36.4
Roy Miller,POR,D,26,26,2268,1,1,11,2,0/0,9.1,18.2
Benjamin Angoua,NE,D,26,26,2311,1,0,11,3,0/0,9.1,27.3
Michael Bradley,TOR,M,30,30,2700,0,2,11,0,0/0,0.0,0.0
Adolfo Machado,HOU,D,33,33,2970,0,2,11,1,0/0,0.0,9.1
Krisztian Nemeth,NE,F,6,3,177,1,1,10,3,0/0,10.0,30.0
Brandon Vazquez,ATL,F,13,0,178,1,1,10,2,0/0,10.0,20.0
Aaron Kovar,LAFC,M,7,1,199,0,0,10,1,0/0,0.0,10.0
Erik Hurtado,VAN,F-M,15,7,523,3,2,10,5,0/0,30.0,50.0
Simon Dawkins,SJ,M,14,7,637,0,0,10,1,0/0,0.0,10.0
Michael Salazar,MTL,F,17,7,690,3,3,10,7,0/0,30.0,70.0
Saad Abdul-Salaam,NYC,D,12,10,902,1,1,10,3,0/0,10.0,30.0
Ambroise Oyongo,MTL,D,11,11,990,1,1,10,3,0/0,10.0,30.0
Hassoun Camara,MTL,D,18,16,1350,0,0,10,4,0/0,0.0,40.0
Kortne Ford,COL,D,20,19,1727,1,0,10,3,0/0,10.0,30.0
Brent Kallman,MIN,D,23,23,1942,2,0,10,4,0/0,20.0,40.0
Atiba Harris,DAL,D,29,21,2020,2,2,10,2,0/0,20.0,20.0
Lawrence Olum,POR,M-D,30,22,2103,1,0,10,2,0/0,10.0,20.0
Jerome Thiesson,MIN,D,33,33,2955,2,3,10,4,0/0,20.0,40.0
Jack McInerney,LA,F,8,3,260,0,0,9,4,0/0,0.0,44.4
Jonathan Lewis,NYC,F,11,4,342,2,1,9,5,0/0,22.2,55.6
Stefan Aigner,COL,M-F,9,5,488,2,1,9,3,0/0,22.2,33.3
Jack McBean,COL,F,18,8,715,2,1,9,4,0/0,22.2,44.4
Sébastien Le Toux,DC,F,16,8,732,2,0,9,4,0/0,22.2,44.4
Nicolas Hasler,TOR,M-D,10,9,752,3,1,9,4,0/0,33.3,44.4
Nick Hagglund,TOR,D,15,13,1124,0,0,9,1,0/0,0.0,11.1
Larrys Mabiala,POR,D,13,13,1160,0,0,9,0,0/0,0.0,0.0
Hernan Bernardello,MTL,M,22,17,1496,0,3,9,3,0/0,0.0,33.3
Walker Zimmerman,LAFC,D,22,18,1602,1,1,9,3,0/0,11.1,33.3
Matt Polster,CHI,M,22,21,1769,1,7,9,3,0/0,11.1,33.3
Marcelo Sarvas,DC,M,25,19,1841,0,1,9,3,0/1,0.0,33.3
Carlos Carmona,ATL,M,31,30,2684,2,2,9,2,0/0,22.2,22.2
Quincy Amarikwa,SJ,F,9,1,150,0,0,8,5,0/0,0.0,62.5
Adam Jahn,CLB,F,21,1,316,1,1,8,5,0/0,12.5,62.5
Fabian Herbers,PHI,M,12,4,395,1,2,8,2,0/0,12.5,25.0
Kevin Kratz,ATL,M,20,5,590,1,1,8,2,0/0,12.5,25.0
Djordje Mihailovic,CHI,M,17,7,732,1,2,8,1,0/0,12.5,12.5
Waylon Francis,SEA,D,12,10,852,0,2,8,0,0/0,0.0,0.0
Claude Dielna,NE,D,11,11,945,0,0,8,2,0/0,0.0,25.0
Bradford Jamieson IV,LA,F,24,11,984,3,1,8,3,0/0,37.5,37.5
Alex Crognale,CLB,D,17,12,1069,0,1,8,2,0/0,0.0,25.0
Aaron Maund,VAN,D,15,14,1179,1,0,8,3,0/0,12.5,37.5
Collen Warner,MIN,M,25,12,1283,1,1,8,1,0/0,12.5,12.5
Dillon Powers,ORL,M,21,15,1309,0,1,8,2,0/0,0.0,25.0
Sean Franklin,VAN,D,19,15,1415,0,2,8,3,0/0,0.0,37.5
Nicolai Naess,CLB,D,18,17,1476,0,0,8,1,0/0,0.0,12.5
Chris Tierney,NE,D-M,26,20,1713,1,5,8,2,1/1,12.5,25.0
Vytas,POR,D,23,19,1780,0,4,8,2,0/0,0.0,25.0
Tony Beltran,RSL,D,21,21,1820,1,1,8,4,0/0,12.5,50.0
Fabinho,PHI,D,22,21,1902,0,2,8,3,0/0,0.0,37.5
Jukka Raitala,MTL,D,28,20,1920,0,2,8,1,0/0,0.0,12.5
Chris Mavinga,TOR,D,26,24,2015,0,2,8,1,0/0,0.0,12.5
Ashley Cole,LA,D,29,29,2499,1,2,8,2,0/0,12.5,25.0
Jordan Harvey,LAFC,D,28,28,2509,1,1,8,4,0/0,12.5,50.0
A.J. DeLaGarza,HOU,D,30,30,2623,0,3,8,2,0/0,0.0,25.0
Hernan Grana,DAL,D,30,30,2660,1,4,8,2,0/0,12.5,25.0
Wil Trapp,CLB,M,34,34,3035,0,5,8,3,0/0,0.0,37.5
Jacob Peterson,ATL,F,10,1,165,3,0,7,3,0/0,42.9,42.9
Ben Spencer,TOR,F,3,2,179,0,2,7,0,0/0,0.0,0.0
Niko Hansen,CLB,M,14,3,401,1,2,7,2,0/0,14.3,28.6
Andres Romero,MTL,M,9,4,432,0,0,7,2,0/0,0.0,28.6
Sebastian Hines,ORL,D,6,5,443,1,0,7,2,0/0,14.3,28.6
Fidel Escobar,RBNY,D,6,5,482,0,1,7,1,0/0,0.0,14.3
Khiry Shelton,SKC,F,15,3,502,1,0,7,2,0/0,14.3,28.6
Cristian Lobato,SKC,M,10,6,547,1,0,7,3,0/0,14.3,42.9
Javier Morales,DAL,M,15,8,757,1,2,7,3,0/0,14.3,42.9
David Horst,RSL,D,12,8,880,0,1,7,2,0/0,0.0,28.6
Shaun Francis,MTL,D,14,12,1067,0,0,7,3,0/0,0.0,42.9
Liam Ridgewell,POR,D,15,15,1270,3,0,7,3,0/0,42.9,42.9
Anton Walkes,ATL,D,20,17,1528,2,0,7,4,0/0,28.6,57.1
Chris Wingert,RSL,D,23,20,1755,1,0,7,3,0/0,14.3,42.9
Sam Cronin,MIN,M,21,21,1813,0,1,7,1,0/0,0.0,14.3
Jack Elliott,PHI,D,30,29,2621,1,1,7,3,0/0,14.3,42.9
Victor Arboleda,POR,F-M,5,0,55,0,0,6,1,0/0,0.0,16.7
Daniel Johnson,CHI,M,8,0,125,0,0,6,3,0/0,0.0,50.0
Femi Hollinger-Janzen,NE,F,13,1,148,0,0,6,2,0/0,0.0,33.3
Jeremy Ebobisse,POR,F,14,2,317,1,3,6,2,0/0,16.7,33.3
Jay Chapman,TOR,M,12,3,385,1,0,6,1,0/0,16.7,16.7
Josh Smith,NE,D,6,6,539,0,0,6,1,0/0,0.0,16.7
Oniel Fisher,DC,D,9,7,543,0,0,6,1,0/0,0.0,16.7
Russell Canouse,DC,M,10,10,868,0,1,6,1,0/0,0.0,16.7
Bobby Boswell,ATL,D,11,10,892,1,0,6,3,0/0,16.7,50.0
RJ Allen,ORL,D,15,10,1009,0,3,6,0,0/0,0.0,0.0
Chris Schuler,ORL,D,12,12,1069,0,0,6,1,0/0,0.0,16.7
Boniek Garcia,HOU,M,20,12,1165,0,4,6,2,0/0,0.0,33.3
