Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,SYH,SYD,SYA,WHH,WHD,WHA
I1,28/10/01,Udinese,Fiorentina,1,2,A,1,0,H,1.68,3.5,4.2,1.85,3,3.8,1.8,3.2,4,1.8,3.1,4.2,1.8,3.1,4,1.72,3.25,4.2
I1,03/11/01,Venezia,Chievo,0,0,D,0,0,D,2.7,3,2.3,2.6,2.8,2.6,,,,2.75,3,2.4,2.75,2.88,2.4,2.75,2.9,2.4
I1,04/11/01,Atalanta,Roma,1,1,D,0,0,D,3.65,3.05,1.95,3.4,2.9,2,3.75,3,1.91,3.4,3.1,2,3.75,3,1.91,3.6,2.87,2
I1,04/11/01,Bologna,Fiorentina,3,2,H,3,2,H,1.7,3.2,4.65,1.8,3.1,3.8,1.73,2.87,5,1.73,3.1,4.6,1.73,3.2,4.33,1.72,3.1,4.5
I1,04/11/01,Inter,Lecce,2,0,H,2,0,H,1.3,4.35,8.5,1.35,4,7,1.25,4.5,10,1.3,4.33,8.5,1.29,4.33,8.5,1.28,4.33,8.5
I1,04/11/01,Lazio,Brescia,5,0,H,3,0,H,1.5,3.55,6,1.65,3.2,4.6,1.53,3.25,6,1.57,3.3,5.6,1.53,3.25,6,1.61,3.1,5.5
I1,04/11/01,Parma,Perugia,2,1,H,1,0,H,1.6,3.3,5.3,1.55,3.4,5,1.61,3.2,5.5,1.62,3.25,5.25,1.62,3.1,5.5,1.61,3.1,5.5
I1,04/11/01,Piacenza,Udinese,1,2,A,0,1,A,2.2,2.9,3.15,2.1,2.9,3.2,2.2,3.2,2.8,2.2,2.88,3.2,2.2,2.8,3.2,2.2,3,3
I1,04/11/01,Torino,Milan,1,0,H,1,0,H,3.3,3.1,2.05,3.6,3,1.9,3.4,2.8,2.1,3.3,3.1,2.05,3.2,3,2.1,3.5,2.75,2.1
I1,04/11/01,Verona,Juventus,2,2,D,1,0,H,3.75,3.1,1.91,3.2,2.9,2.1,4,2.87,1.91,3.75,3,1.91,3.75,3,1.91,3.6,2.87,2
I1,17/11/01,Roma,Inter,0,0,D,0,0,D,1.91,3,3.8,2,2.9,3.4,,,,2.05,2.88,3.5,1.91,3,3.75,2.1,2.75,3.5
I1,18/11/01,Atalanta,Venezia,1,0,H,1,0,H,1.65,3.25,5,1.7,3.2,4.2,,,,1.67,3.1,5,1.73,3.1,4.5,1.66,3.1,5
I1,18/11/01,Fiorentina,Torino,0,0,D,0,0,D,2.02,2.9,3.4,1.9,3,3.6,,,,1.8,3.1,4,1.83,3,4,2,2.87,3.6
I1,18/11/01,Juventus,Parma,3,1,H,1,1,D,1.55,3.3,6,1.6,3.3,4.8,,,,1.6,3.2,5.5,1.53,3.25,6,1.61,3.25,5
I1,18/11/01,Lecce,Bologna,1,0,H,1,0,H,2.35,2.8,3,2.3,2.8,2.9,,,,2.4,2.88,2.8,2.38,2.8,2.88,2.37,2.8,2.87
I1,18/11/01,Milan,Piacenza,0,0,D,0,0,D,1.3,4.4,8.5,1.3,4.2,8,,,,1.29,4.33,8.5,1.25,4.5,10,1.28,4.5,8
I1,18/11/01,Perugia,Brescia,1,1,D,1,1,D,2.15,2.9,3.27,1.9,3,3.6,,,,2.2,2.9,3.1,2.1,2.8,3.4,2.1,2.87,3.3
I1,18/11/01,Udinese,Lazio,1,4,A,0,0,D,2.85,3,2.32,2.8,2.9,2.3,,,,2.7,2.88,2.5,2.8,2.88,2.38,2.7,2.8,2.5
I1,18/11/01,Verona,Chievo,3,2,H,1,2,A,2.55,2.8,2.75,2.1,2.9,3.2,,,,2.4,2.88,2.75,2.5,2.8,2.75,2.5,2.75,2.75
I1,24/11/01,Lazio,Juventus,1,0,H,0,0,D,,,,2.2,2.9,3,,,,2.5,2.75,3,2.38,2.8,2.88,2.4,2.75,2.9
I1,25/11/01,Bologna,Roma,1,3,A,1,3,A,2.85,2.9,2.4,2.6,2.8,2.6,,,,2.88,2.88,2.38,2.9,2.88,2.3,2.9,2.62,2.5
I1,25/11/01,Brescia,Udinese,2,0,H,2,0,H,2.1,2.95,3.3,2.1,2.9,3.2,,,,2.1,3,3.25,2.1,3,3.2,2.1,3,3.2
I1,25/11/01,Chievo,Perugia,2,0,H,1,0,H,1.68,3.1,5.1,1.8,3.1,3.8,,,,1.7,3.2,4.6,1.67,3.1,5,1.66,3.1,5
I1,25/11/01,Inter,Fiorentina,2,0,H,1,0,H,1.34,4,8,1.45,3.8,5.4,,,,1.4,3.75,7,1.36,4,7,1.33,4,8
I1,25/11/01,Parma,Milan,0,1,A,0,1,A,2.5,2.85,2.75,2.3,2.8,2.9,,,,2.5,2.9,2.7,2.5,2.8,2.7,2.5,2.75,2.75
I1,25/11/01,Piacenza,Atalanta,1,2,A,1,0,H,2.15,2.9,3.3,2.1,2.8,3.3,,,,2.2,3,3,2.2,2.8,3.2,2.2,2.7,3.3
I1,25/11/01,Torino,Verona,5,1,H,0,1,A,2.15,2.9,3.3,2.1,2.8,3.3,,,,2.1,3,3.25,2.1,2.9,3.25,2.2,2.75,3.25
I1,25/11/01,Venezia,Lecce,1,1,D,0,0,D,2.15,2.95,3.2,2.3,2.7,3,,,,2.2,2.88,3.2,2.25,2.88,3,2.25,2.75,3.2
I1,01/12/01,Juventus,Perugia,2,0,H,0,0,D,1.27,4.6,9,1.3,4.2,8,1.3,4,10,1.3,4,9.5,1.29,4.33,8.5,1.25,4.5,10
I1,02/12/01,Atalanta,Inter,2,4,A,2,1,H,3.2,2.9,2.17,3,2.9,2.2,3.2,2.8,2.2,3,2.9,2.25,3.3,2.88,2.1,3.25,2.75,2.2
I1,02/12/01,Bologna,Torino,1,0,H,1,0,H,1.77,3.1,4.4,1.85,3,3.8,1.83,2.8,4.5,1.8,2.9,4.5,1.73,3.1,4.5,1.8,3.1,4
I1,02/12/01,Fiorentina,Piacenza,1,3,A,0,1,A,1.85,3.05,4.15,1.8,3.1,3.8,1.8,2.87,4.5,1.8,3,4.2,1.8,3,4.33,1.83,2.87,4.33
I1,02/12/01,Lecce,Lazio,1,2,A,0,0,D,3.4,3,2.05,3.2,2.9,2.1,3,3,2.2,3.2,3,2.1,3.6,2.88,2,3.25,2.75,2.2
I1,02/12/01,Milan,Chievo,3,2,H,1,2,A,1.55,3.4,5.6,1.55,3.4,5,1.53,3.5,5.5,1.5,3.5,6,1.53,3.4,5.5,1.5,3.25,6.5
I1,02/12/01,Roma,Venezia,1,0,H,0,0,D,1.19,5.5,11,1.2,5,10,1.2,5,11,1.22,5,10,1.17,5.5,12,1.16,5,15
I1,02/12/01,Udinese,Parma,3,2,H,2,2,D,2.4,2.9,2.9,2.3,2.9,2.8,2.37,2.87,2.8,2.4,2.88,2.8,2.4,2.88,2.75,2.37,2.9,2.8
I1,02/12/01,Verona,Brescia,2,0,H,1,0,H,2.1,2.9,3.4,2,2.9,3.4,2,3,3.4,2.1,2.9,3.3,2.1,2.88,3.3,2.1,2.75,3.5
I1,08/12/01,Piacenza,Bologna,2,0,H,0,0,D,2.3,2.9,2.95,2.3,2.7,3,2.37,2.8,2.87,2.38,2.88,2.88,2.3,2.88,2.9,2.4,2.8,2.87
I1,09/12/01,Brescia,Inter,1,3,A,1,1,D,3.55,3,2,3.2,2.9,2.1,3.6,2.87,2,3.5,3,2,3.4,2.8,2.1,3.75,3,1.9
I1,09/12/01,Chievo,Lecce,2,1,H,1,0,H,1.6,3.25,5.4,1.7,3.2,4.2,1.61,3.25,5,1.62,3.25,5,1.62,3.25,5,1.61,3.3,5
I1,09/12/01,Lazio,Fiorentina,3,0,H,1,0,H,1.26,4.65,9.25,1.3,4.2,8,1.3,4,9,1.25,4.5,10,1.29,4.33,8.5,1.25,4.5,10
I1,09/12/01,Milan,Juventus,1,1,D,1,0,H,,,,2.3,2.7,3,2.25,2.87,3,2.2,2.88,3.2,2.25,2.88,3,2.25,2.8,3.1
I1,09/12/01,Parma,Roma,1,2,A,1,0,H,2.87,2.95,2.31,2.6,2.8,2.6,3,2.87,2.25,2.9,3,2.25,3,2.88,2.25,2.87,2.8,2.4
I1,09/12/01,Perugia,Venezia,2,0,H,1,0,H,1.7,3.2,4.65,1.7,3.2,4.2,1.8,2.87,4.5,1.73,3.1,4.5,1.73,3.1,4.5,1.66,3.1,5
I1,09/12/01,Torino,Atalanta,1,2,A,1,1,D,2.05,3,3.4,2,2.9,3.4,2,2.87,3.6,2,3,3.5,1.91,3,3.75,2,2.87,3.6
I1,09/12/01,Udinese,Verona,2,1,H,0,0,D,2,3,3.55,2,2.9,3.4,1.91,3,3.75,1.95,3,3.75,1.91,3.1,3.6,2,2.87,3.6
I1,15/12/01,Inter,Chievo,1,2,A,1,1,D,1.48,3.5,6.5,1.5,3.5,5.4,1.44,3.6,6.5,1.44,3.6,7,1.44,3.6,6.5,1.44,3.6,6.5
I1,16/12/01,Atalanta,Parma,4,1,H,2,0,H,2.25,2.9,3.05,2.4,2.9,2.7,2.2,2.8,3.2,2.2,2.88,3.2,2.1,3,3.2,2.25,2.87,3
I1,16/12/01,Bologna,Perugia,2,1,H,2,1,H,1.6,3.25,5.45,1.7,3.2,4.2,1.67,2.87,5.5,1.67,3,5.5,1.62,3.25,5,1.66,2.9,5.5
I1,16/12/01,Fiorentina,Brescia,1,0,H,0,0,D,2.2,3,3.05,2.1,2.9,3.2,2.2,3,3,2.2,3,3,2.2,3.1,2.88,2.1,3,3.2
I1,16/12/01,Juventus,Piacenza,2,0,H,1,0,H,1.25,4.6,10,1.25,4.5,9,1.3,4,9,1.3,4.2,9,1.29,4.33,8.5,1.3,4,9.5
I1,16/12/01,Lecce,Torino,1,1,D,0,0,D,1.9,3,3.9,1.9,3,3.6,1.91,2.87,4,1.91,3,3.75,1.91,2.88,4,1.9,2.87,4
I1,16/12/01,Roma,Milan,1,0,H,1,0,H,2.03,3,3.45,2,2.9,3.4,2,3,3.4,2.05,2.9,3.5,2,2.88,3.6,2.1,2.75,3.5
I1,16/12/01,Venezia,Udinese,2,1,H,1,0,H,2.55,2.95,2.6,2.6,2.8,2.6,2.62,2.87,2.5,2.5,3,2.6,2.6,2.9,2.5,2.37,3.1,2.62
I1,16/12/01,Verona,Lazio,3,1,H,2,0,H,3.2,2.95,2.15,3,2.9,2.2,3.2,3,2.1,3.2,2.9,2.15,3.1,2.88,2.2,3.1,2.87,2.2
I1,19/12/01,Atalanta,Milan,1,1,D,1,0,H,3,2.95,2.25,3,2.9,2.2,3.2,2.8,2.2,3,2.9,2.25,3.1,2.88,2.2,3,2.8,2.3
I1,19/12/01,Bologna,Udinese,0,1,A,0,0,D,1.9,3.05,3.85,1.9,3,3.6,1.8,3.2,4,1.83,3,4.2,1.83,3,4,1.9,2.87,4
I1,19/12/01,Fiorentina,Juventus,1,1,D,0,0,D,3.95,3.1,1.85,3.6,3.1,1.85,3.75,3,1.91,4,3.1,1.85,3.75,3,1.91,4,3,1.83
I1,19/12/01,Inter,Verona,3,0,H,1,0,H,1.3,4.35,9.3,1.35,4,7,1.33,3.75,9,1.4,3.75,7.5,1.3,4.33,8,1.3,4,9.5
I1,19/12/01,Lecce,Perugia,2,3,A,2,2,D,1.88,3,4,1.85,2.9,4,1.91,3,3.75,1.9,2.9,4,1.91,3,3.75,1.9,2.87,4
I1,19/12/01,Roma,Brescia,0,0,D,0,0,D,1.28,4.45,9,1.35,4,7,1.33,4,8,1.3,4.2,9,1.36,4,7,1.33,4,8
I1,19/12/01,Torino,Parma,1,0,H,1,0,H,2.2,2.9,3.15,2.3,2.8,2.9,2.1,3,3.2,2.2,2.88,3.2,2.2,2.88,3.1,2.25,2.87,3
I1,19/12/01,Venezia,Piacenza,2,3,A,1,0,H,2.22,2.95,3.05,2.3,2.7,3,2.25,2.87,3,2.38,2.88,2.88,2.3,2.88,2.9,2.3,2.9,2.9
I1,22/12/01,Chievo,Roma,0,3,A,0,1,A,2.6,2.9,2.6,2.6,2.8,2.6,2.62,2.87,2.5,2.6,2.88,2.62,2.62,2.88,2.5,2.5,2.8,2.7
I1,22/12/01,Lazio,Bologna,2,2,D,2,1,H,1.45,3.7,6.5,1.5,3.5,5.4,1.4,3.75,7,1.44,3.6,7,1.44,3.6,6.5,1.44,3.5,7
I1,23/12/01,Brescia,Juventus,0,4,A,0,2,A,3.4,2.9,2.1,3.3,2.8,2.1,3.6,2.87,2,3.2,2.88,2.2,3.4,2.8,2.1,3.1,2.87,2.2
I1,23/12/01,Milan,Verona,2,1,H,0,0,D,1.36,3.85,8.2,1.5,3.5,5.4,1.33,4,8,1.4,3.75,7.5,1.36,3.75,8,1.4,3.75,7
I1,23/12/01,Parma,Fiorentina,2,0,H,0,0,D,1.75,3.15,4.4,1.75,3.2,4,1.73,3.2,4.33,1.75,3.1,4.33,1.8,3.1,4,1.72,3.2,4.33
I1,23/12/01,Perugia,Atalanta,2,0,H,0,0,D,2.1,3,3.25,2.2,2.9,3,2.2,3,3,2.05,2.88,3.5,,,,2.1,2.9,3.25
I1,23/12/01,Piacenza,Inter,2,3,A,0,1,A,4,3.1,1.85,3.6,3,1.9,4,3.2,1.8,4,3,1.85,3.75,3,1.91,4,2.87,1.9
I1,23/12/01,Torino,Venezia,1,2,A,0,1,A,1.62,3.2,5.35,1.65,3.3,4.4,1.61,3.25,5,1.57,3.2,5.75,1.62,3.25,5,1.61,3.1,5.5
I1,23/12/01,Udinese,Lecce,0,1,A,0,1,A,1.67,3.2,4.9,1.7,3.2,4.2,1.73,3.2,4.33,1.62,3.25,5.25,1.73,3.2,4.33,1.66,3.1,5
I1,05/01/02,Lecce,Milan,0,1,A,0,0,D,3.4,2.95,2.08,3.2,2.9,2.1,3.4,2.8,2.1,3.6,2.88,2.05,3.4,3,2,3.4,2.8,2.1
I1,06/01/02,Atalanta,Chievo,1,2,A,1,0,H,2.2,2.95,3.1,2.1,3,3.1,2.25,3,2.87,2.3,2.9,2.9,2.38,2.88,2.8,2.25,2.87,3
I1,06/01/02,Bologna,Brescia,2,1,H,2,1,H,1.75,3.2,4.3,1.75,3.2,4,1.73,3.2,4.33,1.8,3,4.33,1.8,3.1,4,1.72,3.1,4.5
I1,06/01/02,Fiorentina,Perugia,1,3,A,1,1,D,1.95,3.05,3.65,1.9,3,3.6,1.91,3.2,3.5,2,3,3.5,1.91,3.1,3.6,2,2.87,3.6
I1,06/01/02,Inter,Lazio,0,0,D,0,0,D,1.9,3.05,3.8,2,2.9,3.4,1.91,3.2,3.5,1.91,3,3.8,1.83,3,4,1.9,2.87,4
I1,06/01/02,Juventus,Udinese,3,0,H,3,0,H,1.35,4,8,1.35,4,7,1.33,3.75,9,1.4,3.75,7.5,1.36,3.75,8,1.33,4,8
I1,06/01/02,Roma,Torino,1,0,H,1,0,H,1.3,4.4,8.35,1.35,4,7,1.33,3.75,9,1.3,4.33,8.5,1.29,4.33,8.5,1.25,4.5,10
I1,06/01/02,Venezia,Parma,3,4,A,2,3,A,2.65,3.1,2.35,2.8,2.8,2.4,2.75,2.87,2.4,2.8,2.88,2.4,2.62,2.88,2.5,2.8,2.9,2.37
I1,06/01/02,Verona,Piacenza,1,0,H,0,0,D,1.82,3.1,4.1,1.8,3,4,1.8,3.2,4,1.83,3,4.2,1.8,3,4.33,1.83,2.87,4.33
I1,13/01/02,Atalanta,Bologna,2,2,D,2,1,H,2.05,3.1,3.3,2.1,2.9,3.2,2.1,3,3.2,2,2.9,3.6,2.2,2.88,3.1,2,2.9,3.5
I1,13/01/02,Chievo,Fiorentina,2,2,D,1,1,D,1.44,3.75,6.4,1.5,3.7,5,1.44,3.6,6.5,1.44,3.5,7,1.5,3.4,6,1.44,3.75,6
I1,13/01/02,Milan,Brescia,0,0,D,0,0,D,1.35,4.1,7.6,1.45,3.5,6,1.36,3.75,4.5,1.33,4,8,1.3,4.33,8,1.33,4,8
I1,13/01/02,Parma,Lecce,1,1,D,0,0,D,1.6,3.3,5.3,1.5,3.5,5.4,1.61,3.25,5,1.62,3.25,5,1.62,3.25,5,1.61,3.3,5
