Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,FC,FS,OFF,YC,RC
Chad McCarty,CLB,D,18,13,1176,1,2,5,1,31,16,0,8,2
Josh Wolff,CHI,F,14,14,1223,5,5,30,12,31,24,8,2,0
Jim Curtin,CHI,D,24,22,2121,2,0,12,6,31,20,0,5,0
Brian Dunseth,CLB,D,27,26,2436,0,1,7,4,31,13,0,5,0
Pablo Mastroeni,COL,M,15,15,1329,0,3,4,2,30,19,0,6,1
Duncan Oughton,CLB,D,20,17,1608,0,4,15,7,30,33,0,7,0
Craig Ziadie,DC,D,21,18,1637,0,0,3,0,30,37,0,4,1
Landon Donovan,SJ,M-F,20,18,1681,7,3,42,23,30,45,4,3,0
Jeff Cunningham,CLB,F,27,21,1962,16,5,78,37,30,38,40,2,0
Paul Broome,DAL,M,25,25,2315,0,4,4,3,30,38,0,7,1
Mark Chung,COL,M,27,27,2401,11,10,83,33,30,61,3,0,0
Matt McKeon,KC,D,23,10,1146,1,2,12,5,29,18,2,3,0
Kyle Martino,CLB,M,22,15,1455,2,5,28,11,29,43,2,3,1
Tenywa Bonseu,DAL,D,27,27,2370,0,0,6,2,29,17,0,4,0
Carlos Llamosa,NE,D,14,13,1056,0,1,1,0,28,12,0,3,0
Jeff Moore,MET,M,18,17,1482,0,3,5,2,28,24,0,4,0
Ryan Nelsen,DC,D,20,17,1596,4,3,15,12,28,14,0,2,0
Ezra Hendrickson,LA,D,23,23,2048,2,8,20,9,28,11,5,5,1
Edson Buddle,CLB,F,21,13,1304,9,5,51,19,27,15,11,2,0
Eric Denton,CLB,D,23,22,1875,1,4,8,4,27,22,0,1,0
Peter Vagenas,LA,M,17,16,1390,0,3,4,1,26,30,0,3,1
Brian Kamler,MET,M,24,20,1680,3,6,18,5,26,22,2,2,1
Bobby Rhine,DAL,M,27,19,1686,7,6,44,19,26,44,19,2,0
Chris Carrieri,COL,F,25,18,1830,11,5,54,23,26,28,26,5,0
Joselito Vaca,DAL,M,25,23,2005,1,9,44,20,26,29,8,7,0
Steve Morrow,DAL,D,24,24,2199,3,0,12,6,26,14,0,3,0
Simon Elliott,LA,M,26,26,2347,1,10,40,11,26,34,1,4,0
Ritchie Kotschau,COL,D,23,19,1757,0,2,18,6,25,13,0,3,0
Antonio Martinez,DAL,F-M,26,19,1774,4,10,24,9,25,32,8,1,1
Carey Talley,KC,D,24,19,1902,3,1,14,7,25,21,0,3,0
Santino Quaranta,DC,M-F,11,11,949,3,4,24,11,24,24,13,6,0
Wolde Harris,NE,F,22,11,1117,4,0,41,24,24,27,10,1,0
Dante Washington,CLB,F,21,12,1122,6,2,36,19,24,28,10,0,0
Leo Cullen,NE,M,28,27,2444,2,2,10,6,24,13,0,1,0
Wade Barrett,SJ,D,28,28,2555,1,6,9,5,24,10,0,4,0
Jose Alegria,DC,M,14,11,900,0,1,19,11,23,14,2,5,0
Diego Serna,MET,F,13,10,944,2,4,34,14,23,29,6,1,1
Ian Russell,SJ,D,24,15,1348,0,2,14,6,23,23,5,3,0
Eddie Pope,DC,D,17,16,1471,1,1,11,3,23,11,0,1,0
Nick Garcia,KC,D,27,27,2499,0,2,2,0,23,37,0,5,1
Zach Kingsley,COL,M,15,10,997,4,2,20,17,22,26,5,2,0
Rusty Pierce,NE,D,14,13,1161,0,0,5,0,22,22,0,4,0
Mauricio Cienfuegos,LA,M,23,22,1879,2,8,26,13,22,28,0,2,0
Marco Etcheverry,DC,M,24,23,2146,3,8,26,12,22,54,3,9,0
Winston Griffiths,LA,M,17,10,755,1,2,14,6,21,13,1,0,0
David Vaudreuil,CHI,D,17,14,1280,1,1,4,2,21,7,0,4,0
Igor Simutenkov,KC,M-F,19,17,1480,4,5,55,23,21,49,18,6,0
Mike Burns,KC,M,24,21,1966,0,1,4,1,21,14,1,2,1
Sasha Victorine,LA,M,25,22,1985,2,5,25,8,21,25,2,0,0
Lazo Alavanja,DC,M,17,10,1001,0,0,13,5,20,12,0,4,1
Zak Ibsen,SJ,M,17,10,1077,0,1,4,1,20,2,0,4,0
Clint Mathis,MET,M,14,14,1106,4,2,40,20,20,24,4,3,1
Ben Olsen,DC,M,10,7,718,0,1,12,8,19,28,6,3,0
Craig Waibel,LA,D,12,9,860,0,1,7,3,19,5,0,1,0
Manny Lagos,SJ,M,26,20,1683,3,4,37,16,19,30,1,1,0
Alejandro Moreno,LA,F,12,7,561,0,2,14,7,18,22,1,0,0
Chris Leitch,CLB,D,13,11,989,0,0,2,2,18,11,1,3,0
Eric Quill,KC,F,16,13,992,0,1,24,10,18,14,9,1,0
John Spencer,COL,F,16,13,1149,5,4,49,21,18,22,15,4,1
Orlando Perez,CHI,D,21,11,1174,0,0,7,2,18,3,1,1,0
Peter Vermes,KC,D,13,13,1181,0,0,0,0,18,10,0,2,0
Brian Mullan,LA,D,21,10,1019,3,2,23,13,17,17,5,1,1
Ronald Cerritos,DAL,F,23,11,1209,4,6,40,25,17,16,23,0,0
John Wilmar Perez,CLB,M,20,13,1256,1,4,21,6,17,30,0,0,0
Kelly Gray,CHI,D-M,25,20,1780,2,5,18,7,17,16,1,1,0
Preki,KC,M,25,24,2141,7,10,84,44,17,46,6,3,1
Ian Fuller,NE,F,11,5,446,0,3,5,2,16,14,5,0,0
Kyle Beckerman,RSL,M,14,5,477,0,1,11,4,16,7,0,2,0
Braeden Cloutier,NE,M,11,7,608,0,1,6,1,16,6,0,1,0
Carlos Semedo,NE,D,9,8,631,0,1,1,0,16,8,0,1,0
Billy Sleeth,CHI,D,13,7,799,0,1,2,1,16,9,0,3,0
Ali Curtis,DC,F,20,6,806,5,1,25,12,16,25,8,1,0
Stephen Herdsman,COL,D,13,9,858,0,0,2,1,16,11,1,1,0
Jaime Moreno,DC,F,16,14,1157,3,4,29,13,16,44,10,1,0
Daouda Kante,NE,D,8,8,729,1,0,1,1,15,4,0,2,0
Gavin Glinton,LA,F,22,6,790,1,4,19,10,15,24,5,3,0
Tab Ramos,MET,M,14,12,926,0,3,11,7,15,26,0,4,1
Chris Brown,KC,M-F,28,14,1512,4,3,35,17,15,22,3,1,0
Steve Ralston,NE,M,27,27,2460,5,19,27,13,15,42,3,6,0
Chris Armas,CHI,M,4,4,347,0,1,1,1,14,7,0,3,0
John Harkes,CLB,M,11,7,739,0,2,3,1,14,11,0,3,0
Chris Albright,LA,D,15,9,814,0,1,24,12,14,22,3,2,0
Adam Frye,LA,D,20,10,956,0,0,5,2,14,14,0,3,0
Brad Davis,MET,M,24,12,1246,4,3,22,10,14,31,3,2,0
Peter Nowak,CHI,M,16,16,1377,3,4,23,9,14,43,5,3,0
Cobi Jones,LA,M,19,18,1638,3,13,31,21,14,43,7,2,0
Sergi Daniv,CHI,M,8,5,480,1,0,6,3,13,11,2,1,0
Ronnie O'Brien,DAL,M,11,4,506,2,2,15,10,13,11,0,2,0
Billy Walsh,CHI,M,13,9,776,0,1,3,0,13,7,1,2,0
Sam Forko,MET,D,9,3,356,0,0,1,1,12,4,0,3,0
Bryan Namoff,DC,D,11,5,442,0,0,1,0,12,9,0,1,0
Brian McBride,CLB,F,14,14,1239,5,5,37,14,12,50,9,1,0
Hristo Stoitchkov,CHI,F,16,6,693,2,3,39,18,11,17,6,4,0
Eliseo Quintanilla,DC,F-M,9,9,726,2,2,19,11,11,18,15,1,0
Mark Lisi,DC,M,23,6,874,2,1,7,5,11,15,1,2,0
Alex Pineda Chacon,NE,M,20,9,1014,2,2,20,9,11,10,2,0,0
Chris Klein,KC,M,25,25,2171,7,5,34,17,11,14,12,0,0
Carlos Valderrama,COL,M,27,27,2479,1,16,18,8,11,45,0,0,1
Abdul Thompson Conteh,DC,F,5,5,286,1,0,9,4,10,2,6,1,0
Imad Baba,COL,M,10,4,443,0,0,5,3,10,10,0,3,0
Troy Dayak,SJ,D,15,14,1235,0,1,5,2,10,8,0,3,0
Freddy Garcia,CLB,M,5,1,215,0,2,7,2,9,3,2,2,0
Roy Lassiter,DC,F,14,4,501,0,0,5,2,9,17,12,1,0
Joseph Addo,MET,D,15,10,918,0,1,2,1,8,12,0,3,1
Francisco Gomez,KC,M,20,13,1249,0,4,31,8,8,23,1,0,0
Matt Behncke,DAL,D,3,2,190,0,0,1,1,7,5,0,1,0
Eddie Johnson,DAL,F,11,2,326,2,1,11,4,7,5,6,0,0
Barry Alvarez,MET,M-F,8,0,119,0,0,3,1,6,5,0,1,0
Jesus Ochoa,LA,M,9,4,352,0,1,7,2,6,6,0,0,0
Evan Whitfield,CHI,D,2,2,138,0,0,0,0,5,3,0,1,0
Carl Bussey,DAL,M,9,1,184,0,1,3,1,5,7,2,0,0
Nick Downing,NE,D,12,5,667,0,0,1,1,5,4,0,0,0
Todd Yeagley,CLB,M,3,1,74,0,1,0,0,4,2,0,0,0
Hamisi Amani-Dove,DAL,F,6,0,101,0,1,6,1,4,4,2,1,0
Chris Brunt,KC,D,5,2,158,0,0,2,1,4,5,0,1,0
John Wolyniec,CHI,F,2,2,180,1,0,3,3,4,4,0,0,0
Birahim Diop,MET,M,4,3,228,0,0,0,0,4,4,2,0,0
Henry Zambrano,DC,F,5,3,240,1,0,10,4,4,4,6,0,0
Percy Olivares,DAL,M,6,2,251,0,0,3,0,4,7,0,1,0
Robert Warzycha,CLB,M,15,3,495,0,2,6,1,4,9,0,1,0
Jeff Agoos,SJ,D,12,9,839,0,0,7,3,4,13,0,2,0
Alex Bengard,LA,M,4,0,26,0,0,1,1,3,0,0,1,0
Musa Shannon,COL,M-F,1,0,30,0,0,1,0,3,2,0,0,0
Davy Arnaud,KC,M,3,0,43,0,0,2,1,3,2,0,0,0
Seth Trembly,COL,M-D,4,0,43,0,0,1,0,3,5,0,0,0
Craig Capano,CHI,M,4,1,92,0,0,2,0,3,1,0,0,0
Lee Morrison,DAL,D,3,1,103,0,0,1,0,3,0,0,0,0
Gary Glasgow,KC,F,3,2,174,0,0,1,0,3,8,0,0,0
Jason Moore,CHI,M,10,2,314,1,0,3,2,3,15,0,2,0
Dustin Sheppard,MET,F,2,0,64,0,0,0,0,2,1,1,0,0
Johnny Torres,CHI,F,2,0,73,0,0,2,0,2,0,1,1,0
Marvin Quijano,COL,F,6,0,77,0,1,2,1,2,2,0,0,0
Shaker Asad,NE,M,6,1,140,0,0,3,2,2,2,1,1,0
Amos Magee,CHI,F,5,3,197,2,0,4,2,2,3,1,0,0
Devin Barclay,SJ,F,12,2,321,0,0,2,1,2,10,3,0,0
Nelson Akwari,MET,D,7,3,325,0,0,2,0,2,6,0,1,0
Richard Farrer,DAL,D,8,7,508,0,0,4,1,2,3,1,1,0
Danny Jackson,COL,D,1,0,15,0,0,0,0,1,0,0,0,0
John Wilson,MET,D,1,0,16,1,0,1,1,1,0,0,1,0
Jordan Stone,DAL,M,4,1,91,0,0,0,0,1,1,0,0,0
Mike Lapper,CLB,D,4,1,141,0,0,0,0,1,2,0,0,0
Josue Mayard,DAL,D,0,0,0,0,0,0,0,0,0,0,0,0
Marshall Leonard,NE,M,0,0,0,0,0,0,0,0,0,0,0,0
McKinley Tennyson,LA,M,0,0,0,0,0,0,0,0,0,0,0,0
Scott Bower,SJ,M,0,0,0,0,0,0,0,0,0,0,0,0
Leo Krupnik,MET,D,0,0,0,0,0,0,0,0,0,0,0,0
Leighton O'Brien,SJ,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miguel Saavedra,CHI,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Hayes,CHI,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Martin Klinger,MET,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scott Powers,NE,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose Burciaga Jr.,KC,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tony Frias,NE,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steve Shak,COL,D,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dipsy Selolwane,CHI,F,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brian Piesner,MET,M,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcelo Balboa,MET,D,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeff Matteo,CLB,M,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Aleksey Korol,CHI,F,1.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Justin Mapp,DC,M,3.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Chris Roner,SJ,M,4.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dennis Ludwig,DC,F,2.0,0.0,30.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
Luchi Gonzalez,SJ,F,8.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
Darin Lewis,MET,F,3.0,1.0,48.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
Mike Nugent,CHI,F,4.0,0.0,54.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
Chris Gbandi,nan,D,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Isaias Bardales Jr.,nan,F,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Stats Unavailable,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
