Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,PKG/A,SC%,SOG%
Jesse Marsch,CHI,M,28,28,2557,1,7,21,6,0/0,4.8,28.6
Zach Kingsley,COL,M,15,10,997,4,2,20,17,0/0,20.0,85.0
Alex Pineda Chacon,NE,M,20,9,1014,2,2,20,9,0/0,10.0,45.0
Ivan McKinley,DC,D-M,23,23,1786,1,2,20,7,0/0,5.0,35.0
Ezra Hendrickson,LA,D,23,23,2048,2,8,20,9,0/0,10.0,45.0
Eliseo Quintanilla,DC,F-M,9,9,726,2,2,19,11,0/0,10.5,57.9
Gavin Glinton,LA,F,22,6,790,1,4,19,10,0/0,5.3,52.6
Jose Alegria,DC,M,14,11,900,0,1,19,11,0/0,0.0,57.9
Jim Rooney,NE,M,20,20,1715,1,2,19,5,0/0,5.3,26.3
Ryan Suarez,DAL,D,24,24,2061,1,2,19,10,0/0,5.3,52.6
Brian Kamler,MET,M,24,20,1680,3,6,18,5,0/0,16.7,27.8
Ritchie Kotschau,COL,D,23,19,1757,0,2,18,6,0/0,0.0,33.3
Kelly Gray,CHI,D-M,25,20,1780,2,5,18,7,0/0,11.1,38.9
Wes Hart,COL,D-M,27,25,2063,0,2,18,6,0/0,0.0,33.3
Carlos Valderrama,COL,M,27,27,2479,1,16,18,8,0/0,5.6,44.4
Joe Franchino,NE,M,23,23,2015,1,5,16,4,0/0,6.3,25.0
Carlos Bocanegra,CHI,D,26,26,2291,2,3,16,9,0/0,12.5,56.3
Ronnie O'Brien,DAL,M,11,4,506,2,2,15,10,0/0,13.3,66.7
Ryan Nelsen,DC,D,20,17,1596,4,3,15,12,0/0,26.7,80.0
Duncan Oughton,CLB,D,20,17,1608,0,4,15,7,0/0,0.0,46.7
Danny Califf,LA,D,25,23,2118,1,0,15,4,0/0,6.7,26.7
Alejandro Moreno,LA,F,12,7,561,0,2,14,7,0/0,0.0,50.0
Winston Griffiths,LA,M,17,10,755,1,2,14,6,0/0,7.1,42.9
Ian Russell,SJ,D,24,15,1348,0,2,14,6,0/0,0.0,42.9
Carey Talley,KC,D,24,19,1902,3,1,14,7,0/0,21.4,50.0
Lazo Alavanja,DC,M,17,10,1001,0,0,13,5,0/0,0.0,38.5
Jimmy Conrad,SJ,D,25,25,2248,1,3,13,6,0/0,7.7,46.2
Ben Olsen,DC,M,10,7,718,0,1,12,8,0/0,0.0,66.7
Raul Palacios,COL,M,16,8,836,0,5,12,2,0/0,0.0,16.7
Matt McKeon,KC,D,23,10,1146,1,2,12,5,0/0,8.3,41.7
Jim Curtin,CHI,D,24,22,2121,2,0,12,6,0/0,16.7,50.0
Steve Morrow,DAL,D,24,24,2199,3,0,12,6,0/0,25.0,50.0
Kerry Zavagnin,KC,M,27,27,2484,1,2,12,5,0/0,8.3,41.7
Eddie Johnson,DAL,F,11,2,326,2,1,11,4,0/0,18.2,36.4
Kyle Beckerman,RSL,M,14,5,477,0,1,11,4,0/0,0.0,36.4
Tab Ramos,MET,M,14,12,926,0,3,11,7,0/0,0.0,63.6
Eddie Robinson,SJ,D,19,16,1427,2,1,11,5,0/0,18.2,45.5
Eddie Pope,DC,D,17,16,1471,1,1,11,3,0/0,9.1,27.3
Henry Zambrano,DC,F,5,3,240,1,0,10,4,0/0,10.0,40.0
Ted Chronopoulos,MET,D,23,21,1877,0,6,10,4,0/0,0.0,40.0
Leo Cullen,NE,M,28,27,2444,2,2,10,6,0/0,20.0,60.0
Abdul Thompson Conteh,DC,F,5,5,286,1,0,9,4,0/0,11.1,44.4
Tyrone Marshall,LA,D,24,19,1838,0,5,9,5,0/0,0.0,55.6
Milton Reyes,DC,D-M,24,24,2204,0,2,9,3,0/0,0.0,33.3
Wade Barrett,SJ,D,28,28,2555,1,6,9,5,0/0,11.1,55.6
Eric Denton,CLB,D,23,22,1875,1,4,8,4,0/0,12.5,50.0
Richie Williams,DC,M,26,25,2307,0,3,8,6,0/0,0.0,75.0
Mike Petke,MET,D,27,27,2398,0,0,8,2,0/0,0.0,25.0
Freddy Garcia,CLB,M,5,1,215,0,2,7,2,0/0,0.0,28.6
Jesus Ochoa,LA,M,9,4,352,0,1,7,2,0/0,0.0,28.6
Jeff Agoos,SJ,D,12,9,839,0,0,7,3,0/0,0.0,42.9
Craig Waibel,LA,D,12,9,860,0,1,7,3,0/0,0.0,42.9
Mark Lisi,DC,M,23,6,874,2,1,7,5,0/0,28.6,71.4
Orlando Perez,CHI,D,21,11,1174,0,0,7,2,0/0,0.0,28.6
Mike Clark,CLB,D,21,19,1599,1,0,7,6,0/0,14.3,85.7
Steve Jolley,MET,D,27,26,2327,1,1,7,3,0/0,14.3,42.9
Brian Dunseth,CLB,D,27,26,2436,0,1,7,4,0/0,0.0,57.1
Hamisi Amani-Dove,DAL,F,6,0,101,0,1,6,1,0/0,0.0,16.7
Sergi Daniv,CHI,M,8,5,480,1,0,6,3,0/0,16.7,50.0
Robert Warzycha,CLB,M,15,3,495,0,2,6,1,0/0,0.0,16.7
Braeden Cloutier,NE,M,11,7,608,0,1,6,1,0/0,0.0,16.7
Jeff Stewart,COL,D,23,20,1723,0,3,6,3,0/0,0.0,50.0
C.J. Brown,CHI,D,24,24,2153,0,3,6,3,0/0,0.0,50.0
Tenywa Bonseu,DAL,D,27,27,2370,0,0,6,2,0/0,0.0,33.3
Imad Baba,COL,M,10,4,443,0,0,5,3,0/0,0.0,60.0
Ian Fuller,NE,F,11,5,446,0,3,5,2,0/0,0.0,40.0
Roy Lassiter,DC,F,14,4,501,0,0,5,2,0/0,0.0,40.0
Adam Frye,LA,D,20,10,956,0,0,5,2,0/0,0.0,40.0
Rusty Pierce,NE,D,14,13,1161,0,0,5,0,0/0,0.0,0.0
Chad McCarty,CLB,D,18,13,1176,1,2,5,1,0/0,20.0,20.0
Troy Dayak,SJ,D,15,14,1235,0,1,5,2,0/0,0.0,40.0
Jeff Moore,MET,M,18,17,1482,0,3,5,2,0/0,0.0,40.0
Rick Titus,COL,D,25,25,2202,0,1,5,3,0/0,0.0,60.0
Amos Magee,CHI,F,5,3,197,2,0,4,2,0/0,50.0,50.0
Richard Farrer,DAL,D,8,7,508,0,0,4,1,0/0,0.0,25.0
Zak Ibsen,SJ,M,17,10,1077,0,1,4,1,0/0,0.0,25.0
David Vaudreuil,CHI,D,17,14,1280,1,1,4,2,0/0,25.0,50.0
Pablo Mastroeni,COL,M,15,15,1329,0,3,4,2,0/0,0.0,50.0
Peter Vagenas,LA,M,17,16,1390,0,3,4,1,0/0,0.0,25.0
Mike Burns,KC,M,24,21,1966,0,1,4,1,0/0,0.0,25.0
Paul Broome,DAL,M,25,25,2315,0,4,4,3,0/0,0.0,75.0
Robin Fraser,COL,D,28,27,2453,0,1,4,0,0/0,0.0,0.0
Mike Nugent,CHI,F,4,0,54,0,0,3,1,0/0,0.0,33.3
Barry Alvarez,MET,M-F,8,0,119,0,0,3,1,0/0,0.0,33.3
Shaker Asad,NE,M,6,1,140,0,0,3,2,0/0,0.0,66.7
John Wolyniec,CHI,F,2,2,180,1,0,3,3,0/0,33.3,100.0
Carl Bussey,DAL,M,9,1,184,0,1,3,1,0/0,0.0,33.3
Percy Olivares,DAL,M,6,2,251,0,0,3,0,0/0,0.0,0.0
Jason Moore,CHI,M,10,2,314,1,0,3,2,0/0,33.3,66.7
John Harkes,CLB,M,11,7,739,0,2,3,1,0/0,0.0,33.3
Billy Walsh,CHI,M,13,9,776,0,1,3,0,0/0,0.0,0.0
Craig Ziadie,DC,D,21,18,1637,0,0,3,0,0/0,0.0,0.0
Daniel Torres,CLB,D,25,23,2085,0,1,3,1,0/0,0.0,33.3
Brandon Prideaux,DC,D,27,26,2389,0,0,3,1,0/0,0.0,33.3
Dennis Ludwig,DC,F,2,0,30,0,0,2,1,0/0,0.0,50.0
Davy Arnaud,KC,M,3,0,43,0,0,2,1,0/0,0.0,50.0
Johnny Torres,CHI,F,2,0,73,0,0,2,0,0/0,0.0,0.0
Marvin Quijano,COL,F,6,0,77,0,1,2,1,0/0,0.0,50.0
Craig Capano,CHI,M,4,1,92,0,0,2,0,0/0,0.0,0.0
Chris Brunt,KC,D,5,2,158,0,0,2,1,0/0,0.0,50.0
Devin Barclay,SJ,F,12,2,321,0,0,2,1,0/0,0.0,50.0
Nelson Akwari,MET,D,7,3,325,0,0,2,0,0/0,0.0,0.0
Billy Sleeth,CHI,D,13,7,799,0,1,2,1,0/0,0.0,50.0
Stephen Herdsman,COL,D,13,9,858,0,0,2,1,0/0,0.0,50.0
Joseph Addo,MET,D,15,10,918,0,1,2,1,0/0,0.0,50.0
Chris Leitch,CLB,D,13,11,989,0,0,2,2,0/0,0.0,100.0
Nick Garcia,KC,D,27,27,2499,0,2,2,0,0/0,0.0,0.0
John Wilson,MET,D,1,0,16,1,0,1,1,0/0,100.0,100.0
Alex Bengard,LA,M,4,0,26,0,0,1,1,0/0,0.0,100.0
Musa Shannon,COL,M-F,1,0,30,0,0,1,0,0/0,0.0,0.0
Seth Trembly,COL,M-D,4,0,43,0,0,1,0,0/0,0.0,0.0
Lee Morrison,DAL,D,3,1,103,0,0,1,0,0/0,0.0,0.0
Gary Glasgow,KC,F,3,2,174,0,0,1,0,0/0,0.0,0.0
Matt Behncke,DAL,D,3,2,190,0,0,1,1,0/0,0.0,100.0
Chris Armas,CHI,M,4,4,347,0,1,1,1,0/0,0.0,100.0
Sam Forko,MET,D,9,3,356,0,0,1,1,0/0,0.0,100.0
Bryan Namoff,DC,D,11,5,442,0,0,1,0,0/0,0.0,0.0
Carlos Semedo,NE,D,9,8,631,0,1,1,0,0/0,0.0,0.0
Nick Downing,NE,D,12,5,667,0,0,1,1,0/0,0.0,100.0
Daouda Kante,NE,D,8,8,729,1,0,1,1,0/0,100.0,100.0
Carlos Llamosa,NE,D,14,13,1056,0,1,1,0,0/0,0.0,0.0
Tony Frias,NE,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Jose Burciaga Jr.,KC,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Scott Powers,NE,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Miguel Saavedra,CHI,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Leighton O'Brien,SJ,M,0,0,0,0,0,0,0,0/0,0.0,0.0
David Hayes,CHI,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Martin Klinger,MET,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Scott Bower,SJ,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Leo Krupnik,MET,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Josue Mayard,DAL,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Marshall Leonard,NE,M,0,0,0,0,0,0,0,0/0,0.0,0.0
McKinley Tennyson,LA,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Brian Piesner,MET,M,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Steve Shak,COL,D,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Dipsy Selolwane,CHI,F,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Marcelo Balboa,MET,D,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Jeff Matteo,CLB,M,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Danny Jackson,COL,D,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Aleksey Korol,CHI,F,1.0,0.0,22.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Justin Mapp,DC,M,3.0,0.0,28.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Chris Roner,SJ,M,4.0,0.0,29.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Luchi Gonzalez,SJ,F,8.0,0.0,47.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Darin Lewis,MET,F,3.0,1.0,48.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Dustin Sheppard,MET,F,2.0,0.0,64.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Todd Yeagley,CLB,M,3.0,1.0,74.0,0.0,1.0,0.0,0.0,0/0,0.0,0.0
Jordan Stone,DAL,M,4.0,1.0,91.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Evan Whitfield,CHI,D,2.0,2.0,138.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Mike Lapper,CLB,D,4.0,1.0,141.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Birahim Diop,MET,M,4.0,3.0,228.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Peter Vermes,KC,D,13.0,13.0,1181.0,0.0,0.0,0.0,0.0,0/0,0.0,0.0
Isaias Bardales Jr.,nan,F,nan,nan,nan,nan,nan,nan,nan,/,0.0,0.0
Chris Gbandi,nan,D,nan,nan,nan,nan,nan,nan,nan,/,0.0,0.0
Stats Unavailable,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
