Player,Club,POS,GP,GS,A,GWA,HmA,RdA,A/90min
Alejandro Moreno,LA,F,12,7,2,2,2,0,0.32
Eliseo Quintanilla,DC,F-M,9,9,2,0,2,0,0.25
John Harkes,CLB,M,11,7,2,0,1,1,0.24
Winston Griffiths,LA,M,17,10,2,0,1,1,0.24
Zach Kingsley,COL,M,15,10,2,0,2,0,0.18
Alex Pineda Chacon,NE,M,20,9,2,1,1,1,0.18
Brian Mullan,LA,D,21,10,2,0,2,0,0.18
Clint Mathis,MET,M,14,14,2,1,0,2,0.16
Dante Washington,CLB,F,21,12,2,0,1,1,0.16
Matt McKeon,KC,D,23,10,2,1,1,1,0.16
Chad McCarty,CLB,D,18,13,2,0,0,2,0.15
Ian Russell,SJ,D,24,15,2,0,1,1,0.13
Jorge Rodriguez,DAL,M-D,22,17,2,0,0,2,0.11
Jim Rooney,NE,M,20,20,2,1,2,0,0.1
Ritchie Kotschau,COL,D,23,19,2,1,2,0,0.1
Ivan McKinley,DC,D-M,23,23,2,1,1,1,0.1
Ryan Suarez,DAL,D,24,24,2,1,2,0,0.09
Wes Hart,COL,D-M,27,25,2,1,2,0,0.09
Milton Reyes,DC,D-M,24,24,2,0,2,0,0.08
Ross Paule,MET,M,26,26,2,0,2,0,0.08
Leo Cullen,NE,M,28,27,2,0,2,0,0.07
Kerry Zavagnin,KC,M,27,27,2,1,1,1,0.07
Nick Garcia,KC,D,27,27,2,0,1,1,0.07
Todd Yeagley,CLB,M,3,1,1,0,1,0,1.22
Marvin Quijano,COL,F,6,0,1,1,0,1,1.17
Hamisi Amani-Dove,DAL,F,6,0,1,0,0,1,0.89
Carl Bussey,DAL,M,9,1,1,0,0,1,0.49
Eddie Johnson,DAL,F,11,2,1,0,0,1,0.28
Chris Armas,CHI,M,4,4,1,1,0,1,0.26
Jesus Ochoa,LA,M,9,4,1,0,0,1,0.26
Kyle Beckerman,RSL,M,14,5,1,0,1,0,0.19
Braeden Cloutier,NE,M,11,7,1,0,1,0,0.15
Carlos Semedo,NE,D,9,8,1,0,1,0,0.14
Ben Olsen,DC,M,10,7,1,0,1,0,0.13
Billy Walsh,CHI,M,13,9,1,1,1,0,0.12
Billy Sleeth,CHI,D,13,7,1,1,0,1,0.11
Ali Curtis,DC,F,20,6,1,0,0,1,0.11
Chris Albright,LA,D,15,9,1,1,1,0,0.11
Craig Waibel,LA,D,12,9,1,0,0,1,0.1
Mark Lisi,DC,M,23,6,1,0,0,1,0.1
Jose Alegria,DC,M,14,11,1,0,0,1,0.1
Joseph Addo,MET,D,15,10,1,0,0,1,0.1
Eric Quill,KC,F,16,13,1,1,0,1,0.09
Carlos Llamosa,NE,D,14,13,1,0,0,1,0.09
Zak Ibsen,SJ,M,17,10,1,0,1,0,0.08
Troy Dayak,SJ,D,15,14,1,1,0,1,0.07
David Vaudreuil,CHI,D,17,14,1,0,1,0,0.07
Eddie Robinson,SJ,D,19,16,1,0,1,0,0.06
Eddie Pope,DC,D,17,16,1,0,0,1,0.06
Carey Talley,KC,D,24,19,1,0,1,0,0.05
Mike Burns,KC,M,24,21,1,0,0,1,0.05
Daniel Torres,CLB,D,25,23,1,1,0,1,0.04
Rick Titus,COL,D,25,25,1,0,0,1,0.04
Steve Jolley,MET,D,27,26,1,1,0,1,0.04
Carlos Ruiz,LA,F,26,26,1,1,1,0,0.04
Brian Dunseth,CLB,D,27,26,1,1,0,1,0.04
Robin Fraser,COL,D,28,27,1,0,0,1,0.04
Tony Frias,NE,M,0,0,0,0,0,0,0.0
Jose Burciaga Jr.,KC,D,0,0,0,0,0,0,0.0
Martin Klinger,MET,F,0,0,0,0,0,0,0.0
Scott Bower,SJ,M,0,0,0,0,0,0,0.0
David Hayes,CHI,F,0,0,0,0,0,0,0.0
Leighton O'Brien,SJ,M,0,0,0,0,0,0,0.0
Scott Powers,NE,M,0,0,0,0,0,0,0.0
Leo Krupnik,MET,D,0,0,0,0,0,0,0.0
McKinley Tennyson,LA,M,0,0,0,0,0,0,0.0
Marshall Leonard,NE,M,0,0,0,0,0,0,0.0
Josue Mayard,DAL,D,0,0,0,0,0,0,0.0
Miguel Saavedra,CHI,M,0,0,0,0,0,0,0.0
Brian Piesner,MET,M,1,0,0,0,0,0,0.0
Steve Shak,COL,D,1,0,0,0,0,0,0.0
Dipsy Selolwane,CHI,F,1,0,0,0,0,0,0.0
Marcelo Balboa,MET,D,1,0,0,0,0,0,0.0
Jeff Matteo,CLB,M,1,0,0,0,0,0,0.0
Danny Jackson,COL,D,1,0,0,0,0,0,0.0
John Wilson,MET,D,1,0,0,0,0,0,0.0
Aleksey Korol,CHI,F,1,0,0,0,0,0,0.0
Alex Bengard,LA,M,4,0,0,0,0,0,0.0
Justin Mapp,DC,M,3,0,0,0,0,0,0.0
Chris Roner,SJ,M,4,0,0,0,0,0,0.0
Dennis Ludwig,DC,F,2,0,0,0,0,0,0.0
Musa Shannon,COL,M-F,1,0,0,0,0,0,0.0
Seth Trembly,COL,M-D,4,0,0,0,0,0,0.0
Davy Arnaud,KC,M,3,0,0,0,0,0,0.0
Luchi Gonzalez,SJ,F,8,0,0,0,0,0,0.0
Darin Lewis,MET,F,3,1,0,0,0,0,0.0
Mike Nugent,CHI,F,4,0,0,0,0,0,0.0
Dustin Sheppard,MET,F,2,0,0,0,0,0,0.0
Johnny Torres,CHI,F,2,0,0,0,0,0,0.0
Jordan Stone,DAL,M,4,1,0,0,0,0,0.0
Craig Capano,CHI,M,4,1,0,0,0,0,0.0
Lee Morrison,DAL,D,3,1,0,0,0,0,0.0
Barry Alvarez,MET,M-F,8,0,0,0,0,0,0.0
Evan Whitfield,CHI,D,2,2,0,0,0,0,0.0
Shaker Asad,NE,M,6,1,0,0,0,0,0.0
Mike Lapper,CLB,D,4,1,0,0,0,0,0.0
Chris Brunt,KC,D,5,2,0,0,0,0,0.0
Gary Glasgow,KC,F,3,2,0,0,0,0,0.0
John Wolyniec,CHI,F,2,2,0,0,0,0,0.0
Matt Behncke,DAL,D,3,2,0,0,0,0,0.0
Amos Magee,CHI,F,5,3,0,0,0,0,0.0
Birahim Diop,MET,M,4,3,0,0,0,0,0.0
Henry Zambrano,DC,F,5,3,0,0,0,0,0.0
Percy Olivares,DAL,M,6,2,0,0,0,0,0.0
Abdul Thompson Conteh,DC,F,5,5,0,0,0,0,0.0
Jason Moore,CHI,M,10,2,0,0,0,0,0.0
Devin Barclay,SJ,F,12,2,0,0,0,0,0.0
Nelson Akwari,MET,D,7,3,0,0,0,0,0.0
Sam Forko,MET,D,9,3,0,0,0,0,0.0
Bryan Namoff,DC,D,11,5,0,0,0,0,0.0
Imad Baba,COL,M,10,4,0,0,0,0,0.0
Sergi Daniv,CHI,M,8,5,0,0,0,0,0.0
Roy Lassiter,DC,F,14,4,0,0,0,0,0.0
Richard Farrer,DAL,D,8,7,0,0,0,0,0.0
Nick Downing,NE,D,12.0,5.0,0.0,0.0,0.0,0.0,0.0
Daouda Kante,NE,D,8.0,8.0,0.0,0.0,0.0,0.0,0.0
Jeff Agoos,SJ,D,12.0,9.0,0.0,0.0,0.0,0.0,0.0
Stephen Herdsman,COL,D,13.0,9.0,0.0,0.0,0.0,0.0,0.0
Adam Frye,LA,D,20.0,10.0,0.0,0.0,0.0,0.0,0.0
Chris Leitch,CLB,D,13.0,11.0,0.0,0.0,0.0,0.0,0.0
Lazo Alavanja,DC,M,17.0,10.0,0.0,0.0,0.0,0.0,0.0
Wolde Harris,NE,F,22.0,11.0,0.0,0.0,0.0,0.0,0.0
Rusty Pierce,NE,D,14.0,13.0,0.0,0.0,0.0,0.0,0.0
Orlando Perez,CHI,D,21.0,11.0,0.0,0.0,0.0,0.0,0.0
Peter Vermes,KC,D,13.0,13.0,0.0,0.0,0.0,0.0,0.0
Mike Clark,CLB,D,21.0,19.0,0.0,0.0,0.0,0.0,0.0
Craig Ziadie,DC,D,21.0,18.0,0.0,0.0,0.0,0.0,0.0
Danny Califf,LA,D,25.0,23.0,0.0,0.0,0.0,0.0,0.0
Jim Curtin,CHI,D,24.0,22.0,0.0,0.0,0.0,0.0,0.0
Steve Morrow,DAL,D,24.0,24.0,0.0,0.0,0.0,0.0,0.0
Tenywa Bonseu,DAL,D,27.0,27.0,0.0,0.0,0.0,0.0,0.0
Brandon Prideaux,DC,D,27.0,26.0,0.0,0.0,0.0,0.0,0.0
Mike Petke,MET,D,27.0,27.0,0.0,0.0,0.0,0.0,0.0
Chris Gbandi,nan,D,nan,nan,nan,nan,nan,nan,0.0
Isaias Bardales Jr.,nan,F,nan,nan,nan,nan,nan,nan,0.0
Stats Unavailable,nan,nan,nan,nan,nan,nan,nan,nan,nan
