Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5
N1,25/08/02,Willem II,NAC Breda,1,1,D,1,1,D,1.833,3.4,3.5,1.85,3.35,3.85,2,3.1,3.2,1.85,3.3,3.6,1.75,3.3,3.8,1.6,2.05
N1,30/08/02,Waalwijk,Twente,3,2,H,1,1,D,1.727,3.4,4,1.7,3.5,4.2,1.65,3.3,4.4,1.75,3.2,4.2,1.75,3.25,3.9,1.6,2
N1,31/08/02,NAC Breda,Nijmegen,0,0,D,0,0,D,1.833,3.2,3.75,1.85,3.3,3.65,1.9,3.1,3.5,1.85,3.25,3.6,1.8,3.3,3.6,1.55,2.1
N1,31/08/02,Roda JC,Willem II,1,0,H,0,0,D,1.833,3.2,3.75,1.85,3.3,3.65,1.9,3.1,3.5,1.85,3.25,3.6,1.7,3.35,4,1.6,2
N1,31/08/02,Zwolle,Vitesse,1,0,H,0,0,D,3,3.2,2.1,3.1,3.3,2.05,3.2,3.1,2,2.875,3.3,2.1,2.65,3.3,2.2,1.55,2.1
N1,01/09/02,Groningen,Ajax,1,3,A,0,2,A,4.5,3.75,1.571,4.75,3.65,1.58,5,3.7,1.5,5,3.5,1.571,4.5,3.45,1.6,1.6,2.05
N1,01/09/02,Roosendaal,Heerenveen,3,0,H,2,0,H,3,3.2,2.1,3.02,3.25,2.1,3.2,3.1,2,2.9,3.3,2.1,2.6,3.1,2.35,1.6,2
N1,10/09/02,AZ Alkmaar,PSV Eindhoven,0,4,A,0,3,A,4.5,3.5,1.615,5.05,3.65,1.57,4.6,3.4,1.6,5,3.5,1.571,,,,1.75,1.9
N1,10/09/02,Feyenoord,Excelsior,4,1,H,2,1,H,,,,1.17,5.85,13,1.2,5,10,1.167,5.5,11,,,,1.6,2.05
N1,10/09/02,Utrecht,Graafschap,4,0,H,2,0,H,1.5,3.4,6,1.5,3.8,6.1,1.45,3.8,5.4,1.533,3.5,5.5,,,,1.65,1.95
N1,13/09/02,Vitesse,Roosendaal,3,0,H,1,0,H,1.444,3.75,6,1.4,4,7,1.35,4,7,1.444,3.75,6,1.45,3.6,6,1.55,2.15
N1,14/09/02,Ajax,Zwolle,2,0,H,0,0,D,1.167,5.5,11,1.16,6.1,12,1.15,6,12,1.167,6,9.5,1.2,5,10,1.35,2.65
N1,14/09/02,Excelsior,Groningen,4,2,H,2,1,H,2,3.4,3,2.05,3.25,3.1,2.1,3,3.1,2.1,3.2,3,2.1,3.1,3,1.65,1.95
N1,14/09/02,Heerenveen,NAC Breda,0,2,A,0,2,A,1.8,3.4,3.6,1.72,3.3,4.4,1.9,3.1,3.5,1.75,3.4,3.8,1.65,3.3,4.5,1.65,1.95
N1,14/09/02,PSV Eindhoven,Waalwijk,4,0,H,1,0,H,1.364,4,7,1.36,4.5,8,1.3,4.2,8,1.3,4.333,8,1.3,4.2,8,1.45,2.4
N1,14/09/02,Twente,Feyenoord,1,5,A,1,3,A,3.5,3.4,1.833,3.65,3.3,1.85,3.5,3.1,1.9,3.75,3.2,1.833,3.75,3.2,1.8,1.7,1.9
N1,14/09/02,Willem II,Utrecht,2,0,H,1,0,H,2,3.2,2.75,2,3.3,3.3,2,3.1,3.2,1.909,3.2,3.5,1.75,3.3,3.8,1.65,1.95
N1,15/09/02,Graafschap,AZ Alkmaar,1,2,A,1,2,A,2.2,3.25,2.75,2.1,3.25,3.1,1.9,3.1,3.5,2.1,3.2,3,1.9,3.25,3.3,1.65,1.95
N1,15/09/02,Nijmegen,Roda JC,2,4,A,2,1,H,2.1,3.4,2.8,2.12,3.2,3,2.2,3,2.9,2.2,3.2,2.8,2.1,3.2,2.9,1.65,1.95
N1,20/09/02,Excelsior,AZ Alkmaar,1,2,A,0,2,A,,,,2.2,3.32,2.9,2.2,3.1,2.8,2.25,3.3,2.625,2.2,3.25,2.7,1.65,1.95
N1,20/09/02,NAC Breda,Twente,2,0,H,1,0,H,1.727,3.4,4,1.7,3.45,4.7,1.7,3.3,4,1.7,3.4,4.2,1.7,3.25,4.2,1.7,1.9
N1,21/09/02,Feyenoord,Graafschap,2,0,H,1,0,H,1.2,5,11,1.21,5.6,11,1.2,5,10,1.167,5.5,11,1.2,5,10,1.5,2.25
N1,21/09/02,Roosendaal,Ajax,2,3,A,0,0,D,5.5,3.5,1.533,5.3,3.7,1.55,5,3.7,1.5,5,3.6,1.533,4.6,3.4,1.6,1.5,2.25
N1,21/09/02,Willem II,Nijmegen,1,1,D,0,1,A,1.8,3.25,3.8,1.75,3.4,4.2,1.8,3.1,3.8,1.75,3.3,4,1.75,3.25,3.9,1.7,1.9
N1,21/09/02,Zwolle,PSV Eindhoven,1,3,A,0,1,A,5,3.5,1.571,5.3,3.7,1.55,5.4,3.8,1.45,5,3.6,1.533,4.6,3.4,1.6,1.6,2.05
N1,22/09/02,Groningen,Utrecht,0,0,D,0,0,D,2.5,3.2,2.4,2.6,3.25,2.43,2.4,3.1,2.4,2.5,3.2,2.4,2.45,3.15,2.45,1.65,2.05
N1,22/09/02,Roda JC,Heerenveen,1,0,H,1,0,H,1.8,3.25,3.8,1.8,3.35,4,1.8,3.1,3.8,1.75,3.4,3.8,1.8,3.25,3.7,,
N1,22/09/02,Vitesse,Waalwijk,1,1,D,0,0,D,1.8,3.25,3.8,1.86,3.35,4,1.7,3.3,4,1.75,3.3,4,1.65,3.35,4.4,1.65,1.95
N1,27/09/02,AZ Alkmaar,Groningen,4,1,H,3,0,H,1.571,3.5,5,1.65,3.48,5.38,1.65,3.3,4.4,1.6,3.5,4.75,1.6,3.45,4.5,1.42,2.5
N1,28/09/02,PSV Eindhoven,Graafschap,4,0,H,3,0,H,1.143,6,12,1.15,6,12.25,1.15,6,12,1.15,5.5,13,,,,,
N1,28/09/02,Roosendaal,Feyenoord,4,2,H,1,1,D,5,3.6,1.533,5.25,3.55,1.55,5,3.7,1.5,5,3.5,1.571,4.6,3.4,1.6,1.4,2.5
N1,28/09/02,Twente,Roda JC,3,3,D,0,0,D,2.75,3.2,2.25,2.55,3.25,2.4,2.6,3.1,2.3,2.5,3.25,2.4,2.5,3.15,2.4,1.55,2.1
N1,28/09/02,Willem II,Zwolle,5,2,H,3,0,H,1.444,3.6,6.5,1.54,3.6,5.75,1.5,3.7,5,1.53,3.4,5.5,1.55,3.35,5.25,1.75,1.85
N1,29/09/02,Ajax,NAC Breda,2,2,D,0,2,A,1.286,4.5,8,1.29,4.6,10,1.3,4.2,8,1.25,4.6,9,1.25,4.5,9,1.55,2.25
N1,29/09/02,Nijmegen,Heerenveen,4,2,H,2,0,H,2,3.3,3.1,2.03,3.3,3.2,2,3.2,3.1,1.909,3.2,3.5,1.9,3.25,3.3,1.6,2.05
N1,29/09/02,Utrecht,Vitesse,1,0,H,1,0,H,2,3.2,3.2,2,3.35,3.15,2,3.2,3.1,1.833,3.25,3.75,1.9,3.25,3.3,1.45,2.35
N1,29/09/02,Waalwijk,Excelsior,0,3,A,0,1,A,1.444,3.6,6.5,1.5,3.55,5.9,1.5,3.7,5,1.5,3.5,5.5,1.5,3.5,5.5,,
N1,02/10/02,Nijmegen,Groningen,2,0,H,1,0,H,1.615,3.5,4.5,1.62,3.5,6,1.55,3.5,4.8,1.571,3.5,5,1.5,3.5,5.5,1.65,2.05
N1,04/10/02,Waalwijk,Zwolle,0,2,A,0,2,A,1.5,3.6,5.5,1.51,3.75,5.95,1.55,3.5,4.8,1.5,3.6,5.5,1.55,3.5,5,1.65,1.95
N1,05/10/02,Graafschap,Twente,0,1,A,0,0,D,2.2,3.25,2.75,2.22,3.2,3,2.1,3,3.1,2.2,3.1,2.875,2.2,3,3,,
N1,05/10/02,NAC Breda,PSV Eindhoven,2,2,D,1,0,H,4,3.4,1.727,3.75,3.4,1.9,3.5,3.1,1.9,4,3.4,1.727,4,3.4,1.7,,
N1,05/10/02,Roda JC,Excelsior,2,3,A,0,1,A,1.444,3.75,6,1.47,3.85,6.5,1.5,3.7,5,1.444,3.6,6.5,1.45,3.6,6,1.6,2
N1,06/10/02,AZ Alkmaar,Vitesse,1,3,A,1,1,D,2.1,3.2,3,2.12,3.3,3.2,2.2,3,2.9,2,3.3,3.1,2,3.2,3.1,,
N1,06/10/02,Feyenoord,Ajax,1,2,A,0,2,A,2.1,3.2,3,2.15,3.25,3.15,2.2,3,2.9,2.05,3.25,3,1.9,3.3,3.3,,
N1,06/10/02,Heerenveen,Willem II,1,1,D,1,0,H,2.2,3.25,2.75,2.22,3.2,2.97,2,3.1,3.2,2.1,3.2,3,2.1,3.25,2.85,1.65,1.95
N1,06/10/02,Utrecht,Roosendaal,2,2,D,1,1,D,1.444,3.75,6,1.52,3.75,5.9,1.45,3.8,5.4,1.444,3.6,6.5,1.5,3.6,5.2,,
N1,18/10/02,Graafschap,Nijmegen,1,3,A,0,0,D,2.5,3.4,2.3,2.46,3.25,2.55,2.4,3.2,2.4,2.5,3.2,2.4,2.45,3.1,2.45,,
N1,19/10/02,Ajax,AZ Alkmaar,6,2,H,3,1,H,1.25,4.5,10,1.22,5.1,10,1.2,5,10,1.25,4.5,10,1.2,5,10,,
N1,19/10/02,PSV Eindhoven,Roda JC,0,0,D,0,0,D,1.333,4,8,1.32,4.5,8,1.3,4.2,8,1.333,4.2,7.5,1.3,4.3,7.5,,
N1,19/10/02,Twente,Heerenveen,1,1,D,0,0,D,1.909,3.3,3.3,2,3.3,3.25,2.1,3.1,3,1.909,3.25,3.4,2,3.2,3.1,1.7,1.95
N1,19/10/02,Vitesse,Feyenoord,1,1,D,1,0,H,2.75,3.25,2.2,2.8,3.26,2.3,2.4,3.2,2.4,2.7,3.2,2.25,2.8,3.25,2.15,1.6,2.1
N1,19/10/02,Willem II,Roosendaal,3,1,H,2,0,H,1.571,3.5,5,1.54,3.75,5.35,1.55,3.5,4.8,1.533,3.4,5.5,1.5,3.7,5,1.55,2.15
N1,20/10/02,Excelsior,Utrecht,1,1,D,1,1,D,2.1,3.4,2.8,2.25,3.25,2.8,2.2,3.1,2.8,2.2,3.25,2.75,2.05,3.2,3,1.6,2.1
N1,20/10/02,Groningen,Waalwijk,2,3,A,0,1,A,2.5,3.4,2.3,2.58,3.25,2.42,2.4,3.2,2.4,2.5,3.4,2.3,2.4,3.25,2.45,1.65,2
N1,20/10/02,Zwolle,NAC Breda,0,3,A,0,2,A,2.5,3.4,2.3,2.75,3.2,2.3,2.4,3.2,2.4,2.6,3.25,2.3,2.5,3.2,2.35,1.7,1.94
N1,22/10/02,Vitesse,Roda JC,0,2,A,0,1,A,2,3.2,3,1.95,3.25,3.66,1.9,3.1,3.5,2,3.2,3.2,1.95,3.2,3.2,1.65,1.95
N1,25/10/02,NAC Breda,Vitesse,0,0,D,0,0,D,2,3.2,3.2,1.85,3.4,3.55,2,3.1,3.2,1.909,3.25,3.5,2,3.2,3.1,1.6,2.05
N1,26/10/02,AZ Alkmaar,Twente,1,2,A,0,2,A,1.8,3.3,3.75,1.83,3.35,3.75,1.9,3.1,3.5,1.75,3.4,4,1.8,3.3,3.6,1.55,2.1
N1,26/10/02,Feyenoord,Willem II,5,1,H,2,1,H,1.533,3.4,5.5,1.49,3.85,6.25,1.4,3.9,6,1.5,3.5,6,1.5,3.5,5.5,1.55,2.1
N1,26/10/02,Heerenveen,Excelsior,2,0,H,0,0,D,1.727,3.4,4,1.72,3.35,4.4,1.7,3.3,4,1.727,3.25,4.333,1.8,3.35,3.6,1.6,2
N1,26/10/02,Nijmegen,PSV Eindhoven,0,5,A,0,2,A,4,3.4,1.727,4.1,3.4,1.75,3.7,3.2,1.8,4,3.4,1.75,3.6,3.35,1.8,1.55,2.1
N1,26/10/02,Roda JC,Graafschap,5,0,H,3,0,H,1.364,4,7,1.35,4.3,7.3,1.4,3.9,6,1.333,4,8.5,1.35,4,7,1.55,2.1
N1,26/10/02,Waalwijk,Ajax,1,1,D,0,0,D,4.5,3.3,1.667,4.5,3.5,1.66,3.7,3.2,1.8,4.333,3.3,1.7,4.2,3.4,1.65,1.45,2.3
N1,01/11/02,Zwolle,AZ Alkmaar,5,1,H,5,0,H,2.3,3.2,2.625,2.3,3.5,2.7,2.2,3.2,2.7,2.25,3.25,2.7,2.25,3.25,2.6,,
N1,02/11/02,Excelsior,Nijmegen,0,0,D,0,0,D,2.2,3.25,2.75,2.3,3.2,2.75,2.2,3.2,2.7,2.3,3.25,2.625,2.35,3.2,2.5,,
N1,02/11/02,Heerenveen,Graafschap,3,1,H,1,1,D,1.571,3.5,5,1.46,3.75,6.5,1.45,3.8,5.4,1.5,3.6,5.5,1.55,3.5,4.8,,
N1,02/11/02,Roosendaal,Waalwijk,0,0,D,0,0,D,2.375,3.25,2.5,2.5,3.15,2.55,2.4,3.2,2.4,2.375,3.25,2.5,2.3,3.2,2.6,,
N1,02/11/02,Twente,PSV Eindhoven,0,0,D,0,0,D,4.333,3.4,1.667,4.5,3.5,1.66,4.2,3.4,1.65,4.333,3.4,1.667,4.3,3.35,1.65,,
N1,03/11/02,Ajax,Willem II,3,0,H,1,0,H,1.3,4.333,8,1.31,4.5,8.33,1.35,4,7,1.333,4,8,1.35,3.8,7.5,,
N1,03/11/02,Groningen,Feyenoord,0,2,A,0,0,D,5.5,3.6,1.5,5.5,3.75,1.51,4.8,3.8,1.5,5.5,3.6,1.5,5,3.5,1.55,,
N1,03/11/02,Utrecht,NAC Breda,1,0,H,0,0,D,2.2,3.25,2.75,2.15,3.2,3,2.2,3,2.9,2.2,3.2,2.8,2.15,3.15,2.8,,
N1,08/11/02,Roda JC,Ajax,1,1,D,0,0,D,3,3.2,2.1,3,3.32,2.27,2.6,3.1,2.3,3,3.2,2.1,3.1,3.2,2,1.64,2.12
N1,09/11/02,AZ Alkmaar,Roosendaal,2,0,H,1,0,H,1.72,3.4,4,1.7,3.55,4.65,1.8,3.2,3.7,1.727,3.4,4,1.8,3.3,3.6,1.6,2
N1,09/11/02,Graafschap,Excelsior,1,1,D,0,0,D,2.3,3.2,2.62,2.2,3.35,3,2.2,3.1,2.8,2.4,3.25,2.5,2.35,3.2,2.5,1.7,1.9
N1,09/11/02,NAC Breda,Groningen,0,0,D,0,0,D,1.36,4,7,1.38,4.12,7.55,1.4,3.9,6,1.364,3.75,8,1.3,4.2,8,1.65,1.95
N1,09/11/02,PSV Eindhoven,Heerenveen,3,1,H,0,0,D,1.3,4.33,8,1.33,4.4,8,1.35,4,7,1.286,4.5,8,1.25,4.3,10,1.55,2.1
N1,09/11/02,Willem II,Vitesse,1,3,A,1,2,A,2,3.2,3.2,1.95,3.25,3.4,2,3.2,3.1,1.909,3.3,3.4,2,3.2,3.1,1.65,1.95
N1,10/11/02,Feyenoord,Zwolle,2,0,H,0,0,D,1.2,5,11,1.23,5.55,10,1.2,5,10,1.2,5.5,9,1.2,5,10,1.57,2.15
N1,10/11/02,Nijmegen,Twente,1,2,A,0,2,A,2,3.2,3.2,1.97,3.25,3.4,1.9,3.2,3.4,1.909,3.25,3.4,1.85,3.3,3.4,1.65,1.95,,
N1,10/11/02,Waalwijk,Utrecht,0,1,A,0,0,D,2,3.2,3.2,2.02,3.3,3.2,2,3.2,3.1,2,3.2,3.2,1.95,3.2,3.2,1.65,1.95,,
N1,12/11/02,Roosendaal,Groningen,2,0,H,0,0,D,1.66,3.4,4.33,1.76,3.6,4.35,1.8,3.3,3.6,1.667,3.4,4.333,1.75,3.3,3.8,1.75,1.95,,
N1,13/11/02,Utrecht,Zwolle,2,0,H,2,0,H,1.57,3.5,5,1.55,3.76,5.65,1.5,3.7,5,1.571,3.5,5,1.55,3.5,5,1.7,2,,
N1,15/11/02,Willem II,Waalwijk,0,1,A,0,1,A,1.833,3.4,3.5,1.83,3.35,3.88,1.8,3.2,3.7,1.833,3.3,3.6,1.9,3.2,3.4,,,,
N1,16/11/02,Groningen,Graafschap,3,1,H,0,0,D,2,3.2,3.2,1.88,3.3,3.55,1.9,3.2,3.4,1.909,3.25,3.4,1.85,3.2,3.6,1.65,1.95,,
N1,17/11/02,Ajax,Nijmegen,6,0,H,1,0,H,1.25,5,8,1.22,5.25,10.5,1.25,4.5,9,1.25,4.6,9,1.3,4.3,7.5,1.4,2.45,,
N1,17/11/02,Excelsior,NAC Breda,0,3,A,0,1,A,2.4,3.25,2.5,2.42,3.25,2.5,2.4,3.2,2.4,2.5,3.1,2.5,2.5,3,2.5,1.75,1.85,,
N1,17/11/02,PSV Eindhoven,Feyenoord,1,2,A,0,2,A,1.909,3.25,3.4,1.86,3.3,3.62,1.9,3.2,3.4,1.909,3.25,3.4,1.9,3.2,3.5,1.65,1.95,,
N1,17/11/02,Roosendaal,Roda JC,4,0,H,1,0,H,3,3.2,2.1,2.95,3.2,2.15,2.7,3.2,2.2,2.9,3.25,2.1,2.8,3.1,2.2,1.65,1.95,,
N1,17/11/02,Utrecht,AZ Alkmaar,2,2,D,0,1,A,1.667,3.3,4.5,1.62,3.4,4.8,1.6,3.4,4.6,1.667,3.4,4.333,1.65,3.6,4,1.65,1.95,,
N1,17/11/02,Vitesse,Heerenveen,1,2,A,0,2,A,1.727,3.4,4,1.74,3.4,4.1,1.8,3.2,3.7,1.7,3.4,4.2,1.65,3.3,4.5,1.65,1.95,,
N1,17/11/02,Zwolle,Twente,1,1,D,0,0,D,2.25,3.25,2.7,2.25,3.25,2.78,2.3,3.2,2.5,2.25,3.25,2.7,2.2,3.2,2.7,1.7,1.9,,
N1,22/11/02,Excelsior,Willem II,0,3,A,0,1,A,2.375,3.1,2.625,2.38,3.35,2.68,2.4,3.2,2.4,2.375,3.25,2.5,2.3,3.3,2.5,1.77,1.96,,
N1,23/11/02,Graafschap,NAC Breda,3,2,H,0,2,A,3.4,3.25,1.909,3.55,3.25,1.9,3.4,3.2,1.9,3.4,3.25,1.909,3.1,3.1,2.05,1.65,1.95,,
N1,23/11/02,Heerenveen,Ajax,0,3,A,0,2,A,4,3.4,1.727,3.5,3.25,1.95,2.9,3.2,2.1,4,3.3,1.75,3.9,3.3,1.75,1.6,2.05,,
N1,23/11/02,Roda JC,AZ Alkmaar,1,3,A,0,3,A,1.727,3.4,4,1.78,3.4,4,1.7,3.3,4,1.727,3.4,4,1.7,3.3,4.1,1.55,2.15,,
N1,23/11/02,Roosendaal,PSV Eindhoven,0,3,A,0,1,A,4.333,3.4,1.667,4.35,3.35,1.7,4.6,3.4,1.6,4.333,3.4,1.667,4.1,3.3,1.7,1.4,2.5,,
N1,23/11/02,Twente,Vitesse,1,0,H,1,0,H,2.25,3.2,2.7,2.3,3.2,2.7,2.2,3.1,2.8,2.2,3.2,2.8,2.15,3.1,2.9,1.7,1.9,,
N1,23/11/02,Waalwijk,Feyenoord,1,0,H,0,0,D,3.75,3.25,1.8,3.55,3.25,1.9,3.5,3.2,1.85,3.6,3.4,1.8,3.5,3.25,1.85,1.55,2.15,,
N1,24/11/02,Utrecht,Nijmegen,3,2,H,1,0,H,1.615,3.5,4.5,1.58,3.6,5.15,1.7,3.3,4,1.615,3.5,4.5,1.7,3.3,4.1,1.7,1.9,,
N1,24/11/02,Zwolle,Groningen,0,2,A,0,0,D,1.8,3.25,3.75,1.8,3.35,3.8,1.8,3.3,3.6,1.8,3.3,3.75,1.75,3.3,3.9,1.65,1.95,,
N1,29/11/02,Roda JC,Zwolle,2,0,H,0,0,D,1.4,3.75,7,1.48,3.67,6.7,1.5,3.7,5,1.444,3.6,6.5,1.45,3.6,6,1.72,1.92,,
N1,30/11/02,AZ Alkmaar,Waalwijk,2,0,H,0,0,D,2,3.2,3.2,2,3.25,3.25,2.2,3.1,2.8,2.1,3.2,3,2,3.2,3.1,1.5,2.25,,
N1,30/11/02,NAC Breda,Roosendaal,1,0,H,0,0,D,1.615,3.5,4.5,1.6,3.4,5.1,1.6,3.4,4.6,1.615,3.25,5,1.65,3.3,4.5,1.7,1.9,,
N1,30/11/02,PSV Eindhoven,Willem II,2,1,H,2,0,H,1.286,4.5,8,1.31,4.5,8,1.25,4.5,9,1.3,4.333,8,1.3,4.3,7.5,1.5,2.25,,
N1,01/12/02,Ajax,Twente,2,1,H,1,1,D,1.286,4.5,8,1.3,4.5,8,1.25,4.5,9,1.3,4.333,8,1.3,4.5,7,1.5,2.25,,
N1,01/12/02,Feyenoord,Utrecht,2,1,H,1,0,H,1.444,3.5,7,1.4,3.85,7,1.4,3.9,6,1.4,3.75,7,1.45,3.6,6,1.55,2.15,,
N1,01/12/02,Groningen,Heerenveen,1,1,D,0,0,D,2.375,3.25,2.5,2.45,3.15,2.55,2.4,3.2,2.4,2.375,3.25,2.5,2.4,3.25,2.45,1.65,1.95,,
N1,01/12/02,Vitesse,Graafschap,1,1,D,0,0,D,1.444,3.75,6,1.45,3.85,6,1.45,3.8,5.4,1.444,3.6,6.5,1.45,3.8,5.5,1.6,2.05,,
N1,06/12/02,Roosendaal,Excelsior,1,1,D,1,0,H,1.909,3.25,3.4,1.85,3.4,3.81,1.85,3.2,3.5,1.85,3.25,3.6,1.85,3.25,3.5,1.65,1.95,,
N1,07/12/02,Graafschap,Ajax,1,1,D,0,1,A,6,3.75,1.444,5.75,3.65,1.5,5.4,3.8,1.45,6,3.75,1.444,5.6,3.75,1.45,,,,
N1,07/12/02,Heerenveen,Feyenoord,3,1,H,0,0,D,3.4,3.25,1.909,3.46,3.35,1.9,3.4,3.2,1.9,3.4,3.4,1.85,3.5,3.25,1.85,1.6,2,,
N1,07/12/02,Willem II,AZ Alkmaar,3,1,H,1,0,H,2.2,3.25,2.75,2.05,3.25,3.1,1.9,3.2,3.4,2.1,3.25,2.9,2.15,3.3,2.7,,,,
N1,08/12/02,Nijmegen,Vitesse,2,0,H,1,0,H,2.25,3.2,2.75,2.2,3.25,2.8,2.1,3.2,2.9,2.2,3.25,2.75,2.2,3.25,2.7,1.6,2,,
N1,08/12/02,Twente,Groningen,0,0,D,0,0,D,1.615,3.5,4.5,1.6,3.55,4.75,1.6,3.4,4.6,1.6,3.5,4.6,1.6,3.5,4.5,1.65,1.95,,
N1,08/12/02,Utrecht,PSV Eindhoven,1,3,A,1,2,A,3.2,3.2,2,3.3,3.3,1.95,3.4,3.2,1.9,3.4,3.25,1.909,2.9,3.2,2.1,1.6,2,,
N1,08/12/02,Waalwijk,Roda JC,2,1,H,1,0,H,2.2,3.25,2.75,2.15,3.25,2.9,2.1,3.2,2.9,2.2,3.25,2.75,2.1,3.2,2.9,1.65,1.95,,
N1,13/12/02,Groningen,Roda JC,3,2,H,1,2,A,2.5,3.25,2.375,2.61,3.38,2.4,2.5,3.2,2.3,2.5,3.25,2.375,2.45,3.25,2.4,1.7,1.95,,
N1,14/12/02,Excelsior,Twente,2,2,D,1,1,D,2.4,3.25,2.5,2.35,3.2,2.65,2.5,3.2,2.3,2.3,3.2,2.625,2.45,3.15,2.45,1.65,1.95,,
N1,14/12/02,Graafschap,Willem II,1,1,D,0,1,A,2.5,3.1,2.5,2.55,3.2,2.45,2.5,3.2,2.3,2.5,3.25,2.375,2.45,3.15,2.45,1.6,2.05,,
N1,14/12/02,NAC Breda,Waalwijk,1,0,H,1,0,H,2.1,3.2,3,2,3.25,3.25,2,3.2,3.1,2,3.2,3.2,2.05,3.2,3,1.75,1.85,,
N1,14/12/02,Zwolle,Nijmegen,0,0,D,0,0,D,2.3,3.2,2.625,2.3,3.2,2.7,2.4,3.2,2.4,2.3,3.2,2.625,2.2,3.2,2.7,1.7,1.9,,
N1,15/12/02,Ajax,PSV Eindhoven,2,4,A,1,1,D,2,3.2,3.2,2.1,3.25,3,2.3,3,2.7,2.1,3.25,3,2.1,3.2,3,1.65,1.95,,
N1,15/12/02,Feyenoord,AZ Alkmaar,6,1,H,3,0,H,1.4,3.75,7,1.35,4,8,1.3,4.2,8,1.364,4,7,1.35,3.9,7.5,1.4,2.5,,
N1,15/12/02,Heerenveen,Utrecht,2,2,D,1,0,H,2.2,3.25,2.75,2.1,3.25,3,2,3.2,2.1,2.1,3.2,3,2.05,3.2,3,1.65,1.95,,
