Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,PKG/A,SC%,SOG%
Felipe,VAN,M,32,28,2350,5,8,55,24,0/0,9.1,43.6
Diego Fagundez,NE,M,31,28,2427,13,7,55,29,0/0,23.6,52.7
Will Johnson,ORL,M,28,28,2520,9,5,55,20,2/2,16.4,36.4
Alvaro Saborio,RSL,F,16,15,1346,12,2,53,21,4/5,22.6,39.6
Bernardo Añor,CLB,M,20,19,1663,4,1,53,17,0/0,7.5,32.1
Marcelo Sarvas,LA,M,33,33,2897,4,6,53,15,0/0,7.5,28.3
Eddie Johnson,SEA,F,21,20,1725,9,2,51,27,0/0,17.6,52.9
Atiba Harris,COL,D,29,24,2012,5,1,51,16,0/0,9.8,31.4
Joao Plata,RSL,F,29,19,1645,4,8,50,19,0/0,8.0,38.0
Graham Zusi,SKC,D-M,27,26,2357,6,8,50,19,0/0,12.0,38.0
Juninho,LA,M,32,32,2770,1,4,50,14,0/0,2.0,28.0
Rodney Wallace,NYC,F,27,21,1972,7,6,49,18,0/0,14.3,36.7
Fabian Espindola,NY,F,28,23,2054,9,2,48,26,2/2,18.8,54.2
Javier Morales,RSL,M,28,25,2281,8,10,46,18,2/2,17.4,39.1
Kyle Beckerman,RSL,M,26,26,2281,4,6,46,17,0/0,8.7,37.0
Ricardo Clark,CLB,M,30,29,2517,4,4,46,11,0/0,8.7,23.9
Jonny Steele,NY,M,33,32,2665,5,6,46,15,0/0,10.9,32.6
Darren Mattocks,DC,F,20,8,911,3,1,45,14,0/0,6.7,31.1
Erick Torres,CHV,F,15,15,1349,7,1,45,21,1/1,15.6,46.7
Kenny Cooper,DAL,F,31,19,1741,6,1,45,21,2/3,13.3,46.7
Luis Silva,RSL,F,27,24,1982,3,4,45,16,0/0,6.7,35.6
Fabian Castillo,DAL,M-F,33,26,2176,2,6,45,16,0/0,4.4,35.6
Jeff Larentowicz,ATL,M,32,31,2807,2,4,45,13,0/0,4.4,28.9
Obafemi Martins,SEA,F,20,17,1466,8,4,43,16,0/0,18.6,37.2
Ryan Johnson,POR,F,29,21,1770,9,4,43,22,0/0,20.9,51.2
Kei Kamara,VAN,F,15,10,1022,7,2,42,13,1/1,16.7,31.0
Saer Sene,NE,M,24,14,1218,5,5,41,18,0/1,12.2,43.9
Kyle Porter,DC,M,27,18,1594,3,1,41,13,0/0,7.3,31.7
Kenny Miller,VAN,F,21,19,1643,8,1,41,15,1/1,19.5,36.6
Alan Gordon,SJ,F,24,17,1436,4,3,40,14,0/0,10.0,35.0
Chris Pontius,LA,F,22,19,1754,2,3,40,11,1/1,5.0,27.5
Michael Farfan,PHI,M,29,22,1991,1,1,40,18,0/0,2.5,45.0
Patrick Nyarko,CHI,F-M,30,24,2153,4,4,40,16,0/0,10.0,40.0
Brad Davis,HOU,M,26,25,2204,4,9,40,19,1/2,10.0,47.5
Andrew Jacobson,DAL,M,27,27,2292,3,1,40,9,0/0,7.5,22.5
Kekuta Manneh,VAN,M-F,20,6,764,6,2,38,15,0/0,15.8,39.5
Landon Donovan,LA,M-F,22,21,1874,10,9,38,19,0/2,26.3,50.0
Jose Villarreal,ORL,M,22,12,1109,2,1,37,12,0/0,5.4,32.4
Brad Evans,SKC,D-M,24,21,1761,4,5,37,11,2/2,10.8,29.7
Nick DeLeon,DC,M,25,23,1912,2,1,37,13,0/0,5.4,35.1
Robbie Findley,RSL,F,25,17,1260,6,2,36,15,0/0,16.7,41.7
Luis Gil,RSL,M,30,24,2060,5,3,36,13,0/0,13.9,36.1
Adam Moffat,HOU,M,32,28,2332,3,1,36,6,0/0,8.3,16.7
Steven Lenhart,SJ,F,21,14,1322,4,2,35,13,0/0,11.4,37.1
Shea Salinas,SJ,M,28,24,1982,2,8,35,16,0/0,5.7,45.7
Carlos Alvarez,CHV,M,29,26,2182,2,3,35,10,0/0,5.7,28.6
Juan Luis Anangono,CHI,F,13,9,839,2,1,34,10,0/0,5.9,29.4
Kalif Alhassan,POR,M,30,15,1324,3,3,34,11,0/0,8.8,32.4
Alex,CHI,M,30,18,1625,1,1,34,9,0/0,2.9,26.5
Justin Mapp,MTL,M,27,25,2137,2,8,34,15,0/0,5.9,44.1
Sébastien Le Toux,PHI,F,32,25,2222,3,12,34,13,0/0,8.8,38.2
Olmes Garcia,RSL,F,24,8,996,5,4,33,15,0/0,15.2,45.5
CJ Sapong,PHI,F,25,16,1551,4,2,33,13,0/0,12.1,39.4
Benny Feilhaber,LAFC,M,27,22,1774,3,4,33,12,0/0,9.1,36.4
Osvaldo Alonso,SEA,M,26,26,2179,0,1,33,4,0/1,0.0,12.1
Hendry Thomas,COL,M,27,27,2301,2,1,33,5,1/1,6.1,15.2
Eric Alexander,HOU,M,34,30,2504,4,2,33,9,0/0,12.1,27.3
Aurélien Collin,RBNY,D,29,29,2565,3,1,33,9,0/0,9.1,27.3
Clint Dempsey,SEA,F,9,6,651,1,0,32,7,0/0,3.1,21.9
Tristan Bowen,CHV,F,22,15,1173,2,2,32,7,0/0,6.3,21.9
David Ferreira,DAL,M,30,26,2419,3,9,32,10,0/0,9.4,31.3
Jeremy Brockie,TOR,F-M,15,11,1072,1,3,31,12,0/0,3.2,38.7
Frederic Piquionne,POR,F,21,7,783,1,5,30,9,0/0,3.3,30.0
Dimitry Imbongo,NE,F,21,11,1041,3,4,30,10,0/0,10.0,33.3
Juan Agudelo,NE,F,20,15,1402,9,2,30,13,0/0,30.0,43.3
Rafael Baca,SJ,M,31,28,2379,0,2,30,7,0/0,0.0,23.3
Daniele Paponi,MTL,F,16,8,800,2,1,29,11,0/0,6.9,37.9
Adam Jahn,CLB,F,22,11,1059,4,0,29,10,0/0,13.8,34.5
Russell Teibert,VAN,M,24,19,1777,2,9,29,7,0/0,6.9,24.1
Michel Garbini Pereira,DAL,M-D,31,26,2284,3,8,29,10,1/1,10.3,34.5
Ned Grabavoy,RSL,M,32,29,2688,5,5,29,10,0/0,17.2,34.5
Dom Dwyer,ORL,F,16,7,674,2,2,28,7,0/0,7.1,25.0
Jonathan Osorio,TOR,M,28,18,1697,5,1,28,8,0/0,17.9,28.6
Sam Cronin,MIN,M,34,34,2971,2,4,28,7,0/0,7.1,25.0
Nick LaBrocca,COL,M,24,16,1214,1,3,27,10,0/0,3.7,37.0
Keon Daniel,PHI,M,24,20,1721,0,1,27,5,0/0,0.0,18.5
Nathan Sturgis,COL,M,25,23,2037,4,1,27,7,0/0,14.8,25.9
Eric Avila,CHV,M,28,24,2183,3,2,27,10,0/0,11.1,37.0
Dillon Powers,ORL,M,30,29,2457,5,6,27,11,0/0,18.5,40.7
Andrew Wiedeman,TOR,F,14,9,821,2,1,25,5,0/0,8.0,20.0
Gershon Koffie,VAN,M,26,21,1911,3,3,25,9,0/0,12.0,36.0
Amobi Okugo,PHI,D-M,32,32,2879,3,3,25,6,0/0,12.0,24.0
Jose Kleberson,PHI,M,11,7,532,1,2,24,4,0/0,4.2,16.7
Andrew Wenger,HOU,F,24,8,853,1,3,24,8,0/0,4.2,33.3
Andrew Driver,HOU,M,26,20,1694,3,1,24,11,0/0,12.5,45.8
Mauro Rosales,SEA,M,33,26,2175,4,8,24,7,0/0,16.7,29.2
Chance Myers,KC,D,27,26,2383,2,3,24,7,0/0,8.3,29.2
Oriol Rosell,ORL,M-D,31,31,2691,1,2,24,5,0/0,4.2,20.8
Conor Doyle,DC,F,14,8,805,2,1,23,11,0/0,8.7,47.8
Patrice Bernier,MTL,M,31,28,2474,4,8,23,7,4/4,17.4,30.4
Marvin Chávez,SJ,M,15,12,1053,1,1,22,4,0/0,4.5,18.2
Warren Creavalle,PHI,M,27,17,1629,3,1,22,7,0/0,13.6,31.8
Cam Weaver,HOU,F,22,6,709,2,0,21,5,0/0,9.5,23.8
Justin Meram,ORL,M,19,9,781,1,1,21,6,0/0,4.8,28.6
Khari Stephenson,RSL,M,19,9,791,1,1,21,7,0/0,4.8,33.3
Peguy Luyindula,NY,F,22,9,863,1,7,21,12,1/1,4.8,57.1
Lionard Pajoy,DC,F,20,11,1130,2,0,21,5,0/0,9.5,23.8
Josh Williams,CLB,D,27,25,2284,3,0,21,8,0/0,14.3,38.1
Chad Marshall,SEA,D,30,30,2638,1,0,21,8,0/0,4.8,38.1
Maicon Santos,CHI,F,15,1,379,2,2,20,5,0/0,10.0,25.0
Carlos Ruiz,DC,F,13,5,528,0,0,20,9,0/0,0.0,45.0
José Adolfo Valencia,POR,F,21,5,636,1,3,20,6,0/0,5.0,30.0
Antoine Hoppenot,PHI,F,30,2,732,3,2,20,8,0/0,15.0,40.0
Sebastian Velasquez,RSL,M,19,9,892,0,3,20,8,0/0,0.0,40.0
Jerry Bengtson,HON,F,16,12,1055,1,0,20,8,0/0,5.0,40.0
Sanna Nyassi,MTL,M,22,11,1162,1,1,20,9,0/0,5.0,45.0
Hector Jimenez,CLB,M,26,14,1178,3,4,20,7,0/0,15.0,35.0
Je-Vaughn Watson,DAL,D,24,15,1372,2,2,20,10,0/0,10.0,50.0
Hassoun Camara,MTL,D,32,32,2874,3,3,20,6,0/0,15.0,30.0
Jack McBean,COL,F,15,7,554,1,2,19,8,0/0,5.3,42.1
Juninho Pernambucano,NY,M,13,10,984,0,4,19,3,0/0,0.0,15.8
Cordell Cato,SJ,F,20,10,1030,1,2,19,5,0/0,5.3,26.3
Chris Tierney,NE,D-M,29,26,2352,1,5,19,3,1/1,5.3,15.8
Omar Gonzalez,USA,D,27,27,2368,1,2,19,4,0/0,5.3,21.1
Ryan Finley,CLB,F,14,3,430,1,1,18,5,0/1,5.6,27.8
Robbie Rogers,LA,D,11,7,602,0,1,18,6,0/0,0.0,33.3
Devon Sandoval,RSL,F,17,10,885,3,0,18,9,0/0,16.7,50.0
Ben Speas,CLB,M-F,19,10,935,1,1,18,4,0/0,5.6,22.2
José Erick Correa,CHV,F,16,12,1054,1,0,18,11,0/1,5.6,61.1
Joel Lindpere,CHI,M,25,17,1444,2,8,18,6,0/0,11.1,33.3
Daigo Kobayashi,VAN,M,30,21,1651,2,4,18,6,0/0,11.1,33.3
Andres Romero,MTL,M,30,20,1672,2,2,18,7,0/0,11.1,38.9
Boniek Garcia,HOU,M,22,21,1899,3,6,18,5,2/2,16.7,27.8
Drew Moor,TOR,D,32,31,2793,3,0,18,6,0/0,16.7,33.3
Jason Johnson,HOU,F,13,4,428,1,0,17,9,0/0,5.9,52.9
Julio Morales,CHV,F,17,9,768,2,0,17,8,0/0,11.8,47.1
Jacob Peterson,KC,F,16,10,844,0,1,17,4,0/0,0.0,23.5
Gabriel Farfan,CHV,M,20,13,1157,0,0,17,4,0/0,0.0,23.5
Paulo Nagamura,KC,M,17,17,1468,0,1,17,4,0/0,0.0,23.5
Bobby Convey,KC,M,24,22,1908,1,4,17,3,0/0,5.9,17.6
Víctor Bernárdez,SJ,D,25,25,2233,1,1,17,4,1/1,5.9,23.5
Jack Jewsbury,POR,M,26,26,2240,0,1,17,2,0/0,0.0,11.8
Dax McCarty,CHI,M,30,29,2582,4,4,17,6,0/0,23.5,35.3
Nigel Reo-Coker,VAN,M,32,31,2817,1,4,17,5,0/0,5.9,29.4
Eric Hassli,DAL,F,15,4,429,0,1,16,4,0/0,0.0,25.0
Martin Rivero,COL,M,16,6,705,1,3,16,5,0/0,6.3,31.3
Jared Jeffrey,DC,M,10,10,796,2,0,16,5,0/0,12.5,31.3
Walter Martinez,HON,M,15,10,919,2,2,16,5,0/0,12.5,31.3
Darel Russell,TOR,D,18,10,924,3,0,16,9,0/0,18.8,56.3
Jorge Villafaña,USA,D-M,20,15,1432,1,4,16,2,0/0,6.3,12.5
Seth Sinovic,SKC,D,32,31,2773,0,3,16,5,0/0,0.0,31.3
Bobby Boswell,HOU,D,32,32,2830,0,1,16,3,0/0,0.0,18.8
Brian Carroll,PHI,M,33,33,2969,2,1,16,5,0/0,12.5,31.3
Jalil Anibaba,NE,D,34,34,3060,1,3,16,7,0/0,6.3,43.8
Laurent Courtois,CHV,M,11,3,348,1,1,15,4,0/0,6.7,26.7
Gabriel Torres,PAN,M-F,7,5,507,3,1,15,4,1/1,20.0,26.7
Andrew Jean-Baptiste,POR,D,26,22,2142,1,1,15,5,0/0,6.7,33.3
Sean Franklin,VAN,D,33,29,2736,1,4,15,3,0/0,6.7,20.0
Mario Martinez,SEA,M,10,5,503,0,1,14,5,0/0,0.0,35.7
Tony Cascio,COL,M,13,4,530,1,0,14,5,0/0,7.1,35.7
Ramiro Corrales,SJ,M,12,11,870,0,2,14,2,0/0,0.0,14.3
Matt Watson,VAN,M,21,15,1292,0,1,14,2,0/0,0.0,14.3
Jeb Brovsky,MTL,D,30,29,2610,2,2,14,6,0/0,14.3,42.9
Sheanon Williams,PHI,D,32,32,2867,2,8,14,3,0/0,14.3,21.4
Austin Berry,CHI,D,34,34,3060,1,2,14,5,0/0,7.1,35.7
Erik Hurtado,VAN,F-M,15,4,489,0,2,13,3,0/0,0.0,23.1
Servando Carrasco,LA,M,22,13,1256,1,1,13,2,1/1,7.7,15.4
Ike Opara,SKC,D,18,15,1397,3,0,13,6,0/0,23.1,46.2
Darren O'Dea,TOR,D,17,17,1530,1,1,13,4,0/0,7.7,30.8
Davy Arnaud,MTL,M,24,21,1766,1,5,13,6,0/0,7.7,46.2
George John,DAL,D,24,24,2070,2,0,13,5,0/0,15.4,38.5
DeAndre Yedlin,USA,D,31,30,2710,1,2,13,4,0/0,7.7,30.8
Matt Hedges,DAL,D,33,32,2793,3,0,13,4,0/0,23.1,30.8
Matthew Fondy,CHV,F,7,1,236,0,0,12,2,0/0,0.0,16.7
Quincy Amarikwa,SJ,F,14,0,299,3,0,12,7,0/0,25.0,58.3
Bradley Wright-Phillips,RBNY,F,7,4,337,1,1,12,6,0/0,8.3,50.0
Jaime Castrillón,COL,M,11,2,371,1,0,12,5,0/0,8.3,41.7
Vicente Sanchez,COL,F,8,7,623,1,4,12,5,0/0,8.3,41.7
Alvaro Rey,TOR,M,13,9,770,1,1,12,4,0/0,8.3,33.3
Justin Braun,TOR,F,21,8,779,2,2,12,5,0/0,16.7,41.7
Daniel Paladini,CHI,M,20,7,823,2,3,12,6,0/0,16.7,50.0
Juan Toja,NE,M,18,11,905,1,0,12,3,0/0,8.3,25.0
John Thorrington,DC,M,14,12,1052,0,1,12,4,0/0,0.0,33.3
Brandon McDonald,DC,D,15,14,1235,0,1,12,4,0/0,0.0,33.3
Agustin Viana,CLB,M-D,20,20,1519,0,0,12,1,0/0,0.0,8.3
Brandon Barklage,NY,D,26,20,1723,0,5,12,3,0/0,0.0,25.0
Steven Caldwell,TOR,D,23,23,2066,1,1,12,4,0/0,8.3,33.3
Edgar Mejia,CHV,M,28,27,2266,1,4,12,4,0/1,8.3,33.3
Chris Korb,DC,D,30,30,2700,0,0,12,2,0/0,0.0,16.7
Lee Young-Pyo,VAN,D,32,30,2747,0,6,12,3,0/0,0.0,25.0
Gonzalo Segares,CHI,D,32,32,2855,0,1,12,3,0/0,0.0,25.0
Kofi Sarkodie,HOU,D,33,33,2948,0,4,12,2,0/0,0.0,16.7
Ramon Nunez,DAL,M,10,0,253,1,3,11,3,0/0,9.1,27.3
Kyle Bekker,TOR,M,9,3,335,0,0,11,1,0/0,0.0,9.1
Mauro Diaz,DAL,M,10,5,423,3,2,11,6,0/0,27.3,54.5
Sherjill MacDonald,CHI,F,13,7,579,0,1,11,5,0/0,0.0,45.5
Chad Barrett,NE,F,19,8,622,2,2,11,5,0/0,18.2,45.5
Arevalo Rios,CHI,M,9,9,780,0,0,11,3,0/0,0.0,27.3
Bobby Burling,CHV,D,23,18,1651,0,0,11,4,0/0,0.0,36.4
Reggie Lambe,TOR,M,28,20,1799,0,1,11,0,0/0,0.0,0.0
Jámison Olave,NY,D,29,27,2368,4,0,11,6,0/0,36.4,54.5
Jeff Parke,PHI,D,31,31,2744,0,1,11,2,0/0,0.0,18.2
Teal Bunbury,NE,F,12,1,214,0,1,10,2,0/0,0.0,20.0
Miller Bolaños,ECU,M,5,2,239,0,0,10,3,0/0,0.0,30.0
Konrad Warzycha,CLB,M,13,2,272,0,0,10,0,0/0,0.0,0.0
Aaron Schoenfeld,CLB,F,10,3,310,1,1,10,3,0/0,10.0,30.0
Steve Zakuani,SEA,M,8,6,492,0,1,10,2,0/0,0.0,20.0
Andrea Pisanu,MTL,M,14,8,631,1,1,10,4,0/0,10.0,40.0
Ryan Guy,NE,M,11,8,636,1,0,10,2,0/0,10.0,20.0
Sainey Nyassi,DC,M,14,7,676,0,0,10,1,0/0,0.0,10.0
Collen Warner,MIN,M,17,9,876,1,0,10,3,0/0,10.0,30.0
Andy Rose,SEA,M,18,9,888,1,2,10,4,0/0,10.0,40.0
Yordany Álvarez,RSL,M,18,11,981,1,0,10,5,0/0,10.0,50.0
Alain Rochat,DC,D,17,15,1373,0,0,10,2,0/0,0.0,20.0
Jordan Harvey,LAFC,D,24,23,2082,4,1,10,6,0/0,40.0,60.0
Diego Chara,POR,M,31,31,2737,0,3,10,3,0/0,0.0,30.0
Perry Kitchen,LA,M,31,31,2773,1,4,10,3,0/0,10.0,30.0
Danny Mwanga,COL,F,13,5,556,0,1,9,4,0/0,0.0,44.4
Clarence Goodson,SJ,D,9,9,791,0,0,9,3,0/0,0.0,33.3
Fabinho,PHI,D,14,10,980,1,2,9,1,0/0,11.1,11.1
Peterson Joseph,KC,M,23,14,1174,0,0,9,1,0/0,0.0,11.1
Tony Tchani,CHI,M,22,13,1324,0,1,9,1,0/0,0.0,11.1
Brad Rusin,VAN,D,19,16,1391,0,0,9,2,0/0,0.0,22.2
Tony Beltran,RSL,D,25,24,2230,0,1,9,3,0/0,0.0,33.3
Djimi Traore,SEA,D,27,25,2235,1,0,9,1,0/0,11.1,11.1
Nat Borchers,RSL,D,28,28,2520,1,2,9,4,0/0,11.1,44.4
Andrew Farrell,NE,D,32,32,2813,0,1,9,2,0/0,0.0,22.2
José Gonçalves,NE,D,34,34,3060,2,0,9,6,0/0,22.2,66.7
Aaron Wheeler,PHI,F,10,1,129,1,1,8,5,0/0,12.5,62.5
Omar Cummings,HOU,F,11,1,190,0,0,8,3,0/0,0.0,37.5
Mike Fucito,SJ,F,7,2,228,0,0,8,1,0/0,0.0,12.5
Corey Hertzog,VAN,F,7,6,428,1,1,8,4,0/0,12.5,50.0
Lewis Neal,DC,M,9,5,491,0,1,8,3,0/0,0.0,37.5
Bryan de la Fuente,CHV,F,11,11,884,2,0,8,3,0/0,25.0,37.5
Ben Zemanski,POR,M,25,9,989,1,2,8,2,0/0,12.5,25.0
Marc Burch,MIN,D,20,13,1158,0,4,8,0,0/0,0.0,0.0
Lovel Palmer,RSL,D,17,14,1198,0,1,8,0,0/0,0.0,0.0
Wil Trapp,CLB,M,16,16,1389,0,1,8,0,0/0,0.0,0.0
Richard Eckersley,TOR,D,16,16,1438,0,0,8,3,0/0,0.0,37.5
Stephen McCarthy,NE,D,19,17,1564,0,0,8,2,0/0,0.0,25.0
Johnny Leveron,VAN,D,18,18,1620,0,0,8,1,0/0,0.0,12.5
Chris Wingert,RSL,D,21,20,1742,0,0,8,1,0/0,0.0,12.5
Jermaine Taylor,HOU,D,26,26,2142,0,1,8,0,0/0,0.0,0.0
Shane O'Neill,COL,D,26,24,2196,0,0,8,4,0/0,0.0,50.0
Todd Dunivant,LA,D,25,25,2228,0,2,8,3,0/0,0.0,37.5
Jhon Kennedy Hurtado,SEA,D,27,25,2243,0,0,8,0,0/0,0.0,0.0
Matteo Ferrari,MTL,D,31,31,2790,1,1,8,2,0/0,12.5,25.0
Markus Holgersson,NY,D,32,32,2866,0,1,8,1,0/0,0.0,12.5
Jamie Smith,COL,M,6,1,168,1,0,7,3,0/0,14.3,42.9
Blake Smith,MTL,M,16,0,276,2,1,7,3,0/0,28.6,42.9
Tom Heinemann,VAN,F,14,3,286,1,1,7,2,0/0,14.3,28.6
Rafael,DC,F,7,4,331,1,0,7,2,0/0,14.3,28.6
Bright Dike,POR,F,7,5,430,1,0,7,3,0/0,14.3,42.9
German Mera,COL,D,13,6,577,0,0,7,0,0/0,0.0,0.0
David Carney,NY,D-M,7,7,630,0,0,7,0,0/0,0.0,0.0
Erick Neres da Cruz,DAL,M,9,8,652,0,0,7,0,0/0,0.0,0.0
Lloyd Sam,DC,M-F,22,8,814,5,1,7,5,0/0,71.4,71.4
Eddie Gaven,CLB,M,10,10,900,0,4,7,4,0/0,0.0,57.1
Ryan Richter,TOR,D,13,12,1118,0,1,7,1,0/0,0.0,14.3
Matias Laba,TOR,M,16,16,1414,1,0,7,4,0/0,14.3,57.1
Zach Scott,SEA,D,21,16,1458,0,0,7,4,0/0,0.0,57.1
Doneil Henry,VAN,D,20,19,1651,0,2,7,0,0/0,0.0,0.0
Pa-Modou Kah,VAN,D,20,20,1721,0,0,7,4,0/0,0.0,57.1
James Riley,DC,D,21,19,1760,0,1,7,3,0/0,0.0,42.9
Justin Morrow,TOR,D,26,21,1937,1,2,7,1,0/0,14.3,14.3
Jeremy Hall,TOR,D-M,31,26,2280,1,1,7,2,0/0,14.3,28.6
Leonardo González,SEA,D,27,27,2318,0,1,7,0,0/0,0.0,0.0
Jair Benítez,DAL,D,31,28,2473,1,1,7,1,0/0,14.3,14.3
Mario De Luna,CHV,D,30,30,2637,1,0,7,2,0/0,14.3,28.6
Jose Manuel Rivera,CHV,F,9,3,266,0,0,6,1,0/0,0.0,16.7
Leo Fernandes,PHI,M,7,3,281,0,0,6,1,0/0,0.0,16.7
Colin Clark,LA,M,11,4,334,0,0,6,2,0/0,0.0,33.3
Maximiliano Urruti,DAL,F,7,4,351,1,0,6,2,0/0,16.7,33.3
Collin Martin,MIN,M,7,4,359,0,1,6,1,0/0,0.0,16.7
Marcos Sanchez,DC,M,9,6,508,0,0,6,0,0/0,0.0,0.0
Wells Thompson,CHI,D,8,6,542,0,0,6,0,0/0,0.0,0.0
Shalrie Joseph,SEA,M,10,6,592,1,0,6,3,0/0,16.7,50.0
Nana Attakora,SJ,D,8,7,657,0,1,6,0,0/0,0.0,0.0
Matias Sanchez,CLB,M,14,10,820,1,1,6,1,0/0,16.7,16.7
Lawrence Olum,POR,M-D,20,9,1002,1,1,6,2,0/0,16.7,33.3
Kellyn Acosta,DAL,M,13,11,1004,0,0,6,0,0/0,0.0,0.0
Carlos Bocanegra,CHV,D,12,12,1052,0,0,6,2,0/0,0.0,33.3
Leonardo,HOU,D,14,12,1106,0,0,6,3,0/0,0.0,50.0
Oswaldo Minda,CHV,M,16,15,1224,1,0,6,1,0/0,16.7,16.7
Marky Delgado,TOR,M,16,13,1247,0,1,6,0,0/0,0.0,0.0
Mamadou Danso,POR,D,16,15,1360,0,1,6,0,0/0,0.0,0.0
Matt Besler,SKC,D,23,23,2070,0,2,6,0,0/0,0.0,0.0
Scott Caldwell,NE,M,29,23,2174,0,2,6,1,0/0,0.0,16.7
Bakary Soumare,CHI,D,25,25,2180,1,0,6,2,0/0,16.7,33.3
Marvell Wynne,COL,D,28,27,2315,0,2,6,2,0/0,0.0,33.3
Corey Ashe,HOU,M,30,29,2585,0,2,6,1,0/0,0.0,16.7
Kamani Hill,COL,F,6,2,188,0,0,5,0,0/0,0.0,0.0
Brian Ching,HOU,F,14,0,232,0,1,5,2,0/0,0.0,40.0
John Bostock,TOR,M,7,4,388,0,0,5,2,0/0,0.0,40.0
Andy Dorman,NE,M,12,3,400,0,1,5,2,0/0,0.0,40.0
Michael Lahoud,PHI,M,9,3,464,0,0,5,1,0/0,0.0,20.0
David Estrada,SEA,M-F,17,4,498,0,0,5,3,0/0,0.0,60.0
Karl Ouimette,MTL,D,7,6,547,1,0,5,1,0/0,20.0,20.0
Mechack Jérôme,KC,D,10,8,677,0,1,5,3,0/0,0.0,60.0
Patrick Ianni,SEA,D-M,9,7,705,0,0,5,1,0/0,0.0,20.0
Abdoulie Mansally,RSL,D,14,9,774,0,1,5,1,0/0,0.0,20.0
Hogan Ephraim,TOR,M,11,9,775,0,0,5,3,0/0,0.0,60.0
Greg Cochrane,LA,D,12,9,848,0,0,5,0,0/0,0.0,0.0
Joaquin Velazquez,CHV,D,12,12,985,1,0,5,4,0/0,20.0,80.0
Gláuber,CLB,D,13,13,1169,1,0,5,2,0/0,20.0,40.0
Carlyle Mitchell,VAN,D,15,13,1179,0,2,5,1,0/0,0.0,20.0
Chris Schuler,ORL,D,16,16,1440,0,0,5,1,0/0,0.0,20.0
A.J. Soares,NE,D,18,17,1476,1,0,5,1,0/0,20.0,20.0
Zach Loyd,DAL,D,25,24,2132,0,0,5,2,0/0,0.0,40.0
Daniel Woolard,DC,D,27,27,2235,0,1,5,3,0/0,0.0,60.0
Steven Beitashour,LAFC,D,27,27,2426,1,3,5,1,0/0,20.0,20.0
Chris Klute,COL,D,31,30,2696,0,7,5,2,0/0,0.0,40.0
Andre Akpan,COL,F,8,1,134,0,2,4,0,0/0,0.0,0.0
Martin Ponce,CHV,M,5,1,170,0,0,4,1,0/0,0.0,25.0
Terry Dunfield,TOR,M,4,4,311,0,0,4,1,0/0,0.0,25.0
Casey Townsend,DC,F,9,3,316,0,0,4,1,0/0,0.0,25.0
