Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,FC,FS,OFF,YC,RC
Perry Kitchen,LA,M,31,31,2773,1,4,10,3,42,43,1,6,0
Sheanon Williams,PHI,D,32,32,2867,2,8,14,3,42,42,0,6,1
Michael Farfan,PHI,M,29,22,1991,1,1,40,18,41,45,3,6,0
Fabian Espindola,NY,F,28,23,2054,9,2,48,26,41,58,22,3,0
Markus Holgersson,NY,D,32,32,2866,0,1,8,1,41,16,1,3,0
Brian Carroll,PHI,M,33,33,2969,2,1,16,5,40,14,2,6,0
CJ Sapong,PHI,F,25,16,1551,4,2,33,13,39,49,5,1,1
Dilly Duka,CHI,M,31,24,1788,4,3,62,28,39,23,1,3,0
Blas Pérez,DAL,F,25,21,2019,11,3,56,29,39,48,16,5,1
Diego Valeri,POR,M,31,28,2277,10,13,72,26,39,43,10,2,0
Leonardo González,SEA,D,27,27,2318,0,1,7,0,38,18,0,4,1
Jámison Olave,NY,D,29,27,2368,4,0,11,6,38,13,3,4,1
Chance Myers,KC,D,27,26,2383,2,3,24,7,38,24,1,3,0
Kofi Sarkodie,HOU,D,33,33,2948,0,4,12,2,38,24,2,7,0
Dimitry Imbongo,NE,F,21,11,1041,3,4,30,10,37,30,16,5,3
Edson Buddle,COL,F,24,19,1664,5,3,56,17,37,21,11,1,0
Ned Grabavoy,RSL,M,32,29,2688,5,5,29,10,37,63,3,5,0
Steven Lenhart,SJ,F,21,14,1322,4,2,35,13,36,39,13,7,1
Bobby Burling,CHV,D,23,18,1651,0,0,11,4,36,13,0,6,0
Ricardo Clark,CLB,M,30,29,2517,4,4,46,11,36,51,3,2,0
Amobi Okugo,PHI,D-M,32,32,2879,3,3,25,6,36,24,3,6,1
Juan Toja,NE,M,18,11,905,1,0,12,3,35,14,6,3,0
Oswaldo Minda,CHV,M,16,15,1224,1,0,6,1,35,12,0,6,0
Keon Daniel,PHI,M,24,20,1721,0,1,27,5,35,24,1,4,0
Rodney Wallace,NYC,F,27,21,1972,7,6,49,18,35,16,11,3,0
Carlos Borja,CHV,D,26,22,2010,0,2,2,0,35,11,1,5,0
Claudio Bieler,KC,F,28,25,2109,10,4,70,27,35,32,12,4,0
Scott Caldwell,NE,M,29,23,2174,0,2,6,1,35,20,1,2,0
Bakary Soumare,CHI,D,25,25,2180,1,0,6,2,35,13,0,5,2
DeAndre Yedlin,USA,D,31,30,2710,1,2,13,4,35,27,4,2,1
Hassoun Camara,MTL,D,32,32,2874,3,3,20,6,35,35,1,7,0
Bernardo Añor,CLB,M,20,19,1663,4,1,53,17,34,35,4,4,0
Davy Arnaud,MTL,M,24,21,1766,1,5,13,6,34,43,3,5,0
Nathan Sturgis,COL,M,25,23,2037,4,1,27,7,34,22,0,6,0
Jack McInerney,PHI,F,31,25,2209,12,0,86,30,34,27,18,4,0
Jeremy Hall,TOR,D-M,31,26,2280,1,1,7,2,34,22,1,5,0
Seth Sinovic,SKC,D,32,31,2773,0,3,16,5,34,15,0,5,0
Zach Scott,SEA,D,21,16,1458,0,0,7,4,33,6,0,5,2
Agustin Viana,CLB,M-D,20,20,1519,0,0,12,1,33,29,2,4,0
Gershon Koffie,VAN,M,26,21,1911,3,3,25,9,33,46,1,6,0
Patrick Nyarko,CHI,F-M,30,24,2153,4,4,40,16,33,70,13,1,0
Chris Wondolowski,SJ,F,29,29,2610,11,3,101,44,33,33,14,5,0
Matias Sanchez,CLB,M,14,10,820,1,1,6,1,32,12,0,5,0
Adam Moffat,HOU,M,32,28,2332,3,1,36,6,32,18,2,4,0
Felipe,VAN,M,32,28,2350,5,8,55,24,32,58,5,6,0
José Gonçalves,NE,D,34,34,3060,2,0,9,6,32,38,2,3,0
Peterson Joseph,KC,M,23,14,1174,0,0,9,1,31,14,1,7,0
Brandon Barklage,NY,D,26,20,1723,0,5,12,3,31,16,0,1,1
Steven Caldwell,TOR,D,23,23,2066,1,1,12,4,31,14,1,4,1
Danny Cruz,PHI,M-F,32,32,2190,3,2,56,19,31,45,3,5,0
Mike Magee,CHI,M,32,32,2793,21,4,114,50,31,41,8,4,0
Servando Carrasco,LA,M,22,13,1256,1,1,13,2,30,18,1,2,0
Fabian Castillo,DAL,M-F,33,26,2176,2,6,45,16,30,21,17,7,0
Michel Garbini Pereira,DAL,M-D,31,26,2284,3,8,29,10,30,26,1,3,0
Chris Wingert,RSL,D,21,20,1742,0,0,8,1,29,6,0,6,1
Reggie Lambe,TOR,M,28,20,1799,0,1,11,0,29,33,3,3,1
Andrew Jean-Baptiste,POR,D,26,22,2142,1,1,15,5,29,15,4,4,0
Tyson Wahl,CLB,D,25,24,2155,0,1,3,2,29,12,0,4,0
Dillon Powers,ORL,M,30,29,2457,5,6,27,11,29,62,1,4,0
Mario De Luna,CHV,D,30,30,2637,1,0,7,2,29,27,2,6,0
Sean Franklin,VAN,D,33,29,2736,1,4,15,3,29,22,1,3,0
Bobby Boswell,HOU,D,32,32,2830,0,1,16,3,29,15,1,3,1
Jerry Bengtson,HON,F,16,12,1055,1,0,20,8,28,13,12,2,0
Gabriel Farfan,CHV,M,20,13,1157,0,0,17,4,28,22,2,3,1
Erick Torres,CHV,F,15,15,1349,7,1,45,21,28,30,6,3,0
Shane O'Neill,COL,D,26,24,2196,0,0,8,4,28,24,1,6,1
Jhon Kennedy Hurtado,SEA,D,27,25,2243,0,0,8,0,28,9,2,5,0
Graham Zusi,SKC,D-M,27,26,2357,6,8,50,19,28,54,7,1,0
Dax McCarty,CHI,M,30,29,2582,4,4,17,6,28,36,1,2,0
Doneil Henry,VAN,D,20,19,1651,0,2,7,0,27,8,1,6,2
Andres Romero,MTL,M,30,20,1672,2,2,18,7,27,31,2,4,0
Ashtone Morgan,TOR,D,22,20,1805,0,1,4,1,27,24,0,4,1
Boniek Garcia,HOU,M,22,21,1899,3,6,18,5,27,35,7,4,0
George John,DAL,D,24,24,2070,2,0,13,5,27,22,0,3,0
Brad Davis,HOU,M,26,25,2204,4,9,40,19,27,35,5,2,1
Kelyn Rowe,NE,M,33,26,2528,7,8,74,21,27,46,3,4,0
Matteo Ferrari,MTL,D,31,31,2790,1,1,8,2,27,19,0,8,0
Olmes Garcia,RSL,F,24,8,996,5,4,33,15,26,26,7,5,0
Lionard Pajoy,DC,F,20,11,1130,2,0,21,5,26,15,23,2,0
Gláuber,CLB,D,13,13,1169,1,0,5,2,26,6,0,5,0
Tony Tchani,CHI,M,22,13,1324,0,1,9,1,26,27,0,3,0
Je-Vaughn Watson,DAL,D,24,15,1372,2,2,20,10,26,17,3,4,1
Richard Eckersley,TOR,D,16,16,1438,0,0,8,3,26,17,0,4,0
Benny Feilhaber,LAFC,M,27,22,1774,3,4,33,12,26,45,1,4,0
Gyasi Zardes,CLB,F,27,23,2170,4,4,78,23,26,31,7,1,0
Kyle Beckerman,RSL,M,26,26,2281,4,6,46,17,26,17,0,7,0
Giles Barnes,HOU,M,33,32,2561,9,4,94,29,26,35,19,2,0
Chris Klute,COL,D,31,30,2696,0,7,5,2,26,4,3,2,0
Michael Harrington,POR,D,33,33,2951,0,1,3,0,26,23,2,2,0
Abdoulie Mansally,RSL,D,14,9,774,0,1,5,1,25,11,0,3,1
Alvaro Saborio,RSL,F,16,15,1346,12,2,53,21,25,17,20,1,0
Ike Opara,SKC,D,18,15,1397,3,0,13,6,25,4,1,3,0
Paulo Nagamura,KC,M,17,17,1468,0,1,17,4,25,20,0,3,0
Dwayne De Rosario,DC,M,24,17,1603,3,2,59,22,25,38,25,2,0
Alex,CHI,M,30,18,1625,1,1,34,9,25,29,0,2,0
Andrew Driver,HOU,M,26,20,1694,3,1,24,11,25,9,3,5,0
Ryan Johnson,POR,F,29,21,1770,9,4,43,22,25,29,24,2,0
Jordan Harvey,LAFC,D,24,23,2082,4,1,10,6,25,18,1,5,0
Zach Loyd,DAL,D,25,24,2132,0,0,5,2,25,24,2,1,0
Eric Avila,CHV,M,28,24,2183,3,2,27,10,25,50,5,1,1
Raymon Gaddis,PHI,D,31,31,2703,0,0,4,2,25,23,0,3,0
Dominic Oduro,MTL,M,34,34,2854,13,4,92,36,25,67,25,3,1
Jared Jeffrey,DC,M,10,10,796,2,0,16,5,24,6,1,3,0
Collen Warner,MIN,M,17,9,876,1,0,10,3,24,8,0,2,0
James Riley,DC,D,21,19,1760,0,1,7,3,24,6,0,4,0
Landon Donovan,LA,M-F,22,21,1874,10,9,38,19,24,28,5,1,0
Deshorn Brown,COL,F,31,24,2169,10,4,97,30,24,17,29,1,0
Carlos Alvarez,CHV,M,29,26,2182,2,3,35,10,24,22,4,5,0
Víctor Bernárdez,SJ,D,25,25,2233,1,1,17,4,24,18,1,9,2
Jack Jewsbury,POR,M,26,26,2240,0,1,17,2,24,16,0,0,0
David Ferreira,DAL,M,30,26,2419,3,9,32,10,24,76,5,4,0
Will Bruin,SEA,F,30,30,2596,8,7,98,30,24,19,8,0,0
Chris Korb,DC,D,30,30,2700,0,0,12,2,24,17,1,5,0
Lee Young-Pyo,VAN,D,32,30,2747,0,6,12,3,24,34,0,3,0
Juan Luis Anangono,CHI,F,13,9,839,2,1,34,10,23,12,7,1,0
Tristan Bowen,CHV,F,22,15,1173,2,2,32,7,23,19,1,6,1
Pa-Modou Kah,VAN,D,20,20,1721,0,0,7,4,23,16,3,7,1
Javier Morales,RSL,M,28,25,2281,8,10,46,18,23,78,6,5,0
Steven Beitashour,LAFC,D,27,27,2426,1,3,5,1,23,22,0,0,0
Will Johnson,ORL,M,28,28,2520,9,5,55,20,23,45,3,4,0
Jeff Parke,PHI,D,31,31,2744,0,1,11,2,23,24,0,3,0
Cam Weaver,HOU,F,22,6,709,2,0,21,5,22,15,8,1,0
Justin Braun,TOR,F,21,8,779,2,2,12,5,22,15,9,4,0
Marvin Chávez,SJ,M,15,12,1053,1,1,22,4,22,18,9,2,1
Jose Villarreal,ORL,M,22,12,1109,2,1,37,12,22,20,1,0,0
Kyle Porter,DC,M,27,18,1594,3,1,41,13,22,24,6,3,0
Warren Creavalle,PHI,M,27,17,1629,3,1,22,7,22,17,0,3,0
Kenny Cooper,DAL,F,31,19,1741,6,1,45,21,22,24,23,2,1
Brad Evans,SKC,D-M,24,21,1761,4,5,37,11,22,25,7,3,0
Bobby Convey,KC,M,24,22,1908,1,4,17,3,22,32,4,4,0
Jun Marques Davidson,VAN,M,26,24,1961,0,1,4,0,22,19,0,1,1
Marvell Wynne,COL,D,28,27,2315,0,2,6,2,22,14,0,1,0
A.J. DeLaGarza,HOU,D,28,28,2399,0,0,2,1,22,22,0,3,0
Diego Fagundez,NE,M,31,28,2427,13,7,55,29,22,16,3,3,0
Chad Marshall,SEA,D,30,30,2638,1,0,21,8,22,28,0,2,0
Darel Russell,TOR,D,18,10,924,3,0,16,9,21,17,0,5,0
Yordany Álvarez,RSL,M,18,11,981,1,0,10,5,21,7,0,5,2
Ben Zemanski,POR,M,25,9,989,1,2,8,2,21,6,0,5,1
Gale Agbossoumonde,TOR,D,13,12,1081,0,0,2,0,21,7,0,4,0
Chris Pontius,LA,F,22,19,1754,2,3,40,11,21,44,8,0,0
Shea Salinas,SJ,M,28,24,1982,2,8,35,16,21,30,4,1,0
Justin Mapp,MTL,M,27,25,2137,2,8,34,15,21,43,2,2,0
Daniel Woolard,DC,D,27,27,2235,0,1,5,3,21,25,0,3,0
Jeb Brovsky,MTL,D,30,29,2610,2,2,14,6,21,14,1,5,0
Frederic Piquionne,POR,F,21,7,783,1,5,30,9,20,13,12,0,0
Kalif Alhassan,POR,M,30,15,1324,3,3,34,11,20,28,4,2,0
Mamadou Danso,POR,D,16,15,1360,0,1,6,0,20,6,1,2,1
Stephen McCarthy,NE,D,19,17,1564,0,0,8,2,20,16,2,2,0
Kenny Miller,VAN,F,21,19,1643,8,1,41,15,20,21,11,0,0
Luis Silva,RSL,F,27,24,1982,3,4,45,16,20,29,6,3,0
Luis Gil,RSL,M,30,24,2060,5,3,36,13,20,21,2,2,0
Jermaine Taylor,HOU,D,26,26,2142,0,1,8,0,20,12,2,0,1
Mauro Rosales,SEA,M,33,26,2175,4,8,24,7,20,43,4,2,0
Thierry Henry,NY,F,30,27,2519,10,9,92,29,20,31,23,3,0
Federico Higuain,CLB,M,29,29,2592,11,9,86,31,20,20,16,6,1
Matias Laba,TOR,M,16,16,1414,1,0,7,4,19,31,0,5,0
Darren O'Dea,TOR,D,17,17,1530,1,1,13,4,19,11,1,3,0
Eddie Johnson,SEA,F,21,20,1725,9,2,51,27,19,35,42,6,0
Eric Alexander,HOU,M,34,30,2504,4,2,33,9,19,18,0,2,0
Matt Hedges,DAL,D,33,32,2793,3,0,13,4,19,16,1,1,0
Bryan de la Fuente,CHV,F,11,11,884,2,0,8,3,18,12,2,0,0
José Erick Correa,CHV,F,16,12,1054,1,0,18,11,18,4,14,0,0
Carlos Salcedo,RSL,D,13,12,1070,0,0,1,0,18,4,1,3,0
Jeremy Brockie,TOR,F-M,15,11,1072,1,3,31,12,18,16,10,1,0
Matt Watson,VAN,M,21,15,1292,0,1,14,2,18,17,2,1,0
Soony Saad,KC,F,23,15,1353,4,4,58,15,18,31,3,1,0
Dejan Jakovic,LAFC,D,18,17,1575,0,0,1,0,18,15,1,3,0
Robbie Keane,LA,F,23,22,1980,16,11,65,29,18,27,17,2,0
Matt Besler,SKC,D,23,23,2070,0,2,6,0,18,14,1,2,0
Todd Dunivant,LA,D,25,25,2228,0,2,8,3,18,10,0,2,0
Tony Beltran,RSL,D,25,24,2230,0,1,9,3,18,22,0,2,1
Josh Williams,CLB,D,27,25,2284,3,0,21,8,18,13,0,2,0
Quincy Amarikwa,SJ,F,14,0,299,3,0,12,7,17,10,3,0,0
Khari Stephenson,RSL,M,19,9,791,1,1,21,7,17,3,1,2,0
Andrew Wenger,HOU,F,24,8,853,1,3,24,8,17,9,7,1,0
Andy Rose,SEA,M,18,9,888,1,2,10,4,17,4,0,2,0
John Thorrington,DC,M,14,12,1052,0,1,12,4,17,21,1,4,0
Ryan Richter,TOR,D,13,12,1118,0,1,7,1,17,14,0,1,0
Saer Sene,NE,M,24,14,1218,5,5,41,18,17,7,8,1,1
Wil Trapp,CLB,M,16,16,1389,0,1,8,0,17,9,0,3,0
Obafemi Martins,SEA,F,20,17,1466,8,4,43,16,17,28,7,0,1
Chris Rolfe,CHI,F,31,26,2135,4,1,69,19,17,20,8,3,0
Omar Gonzalez,USA,D,27,27,2368,1,2,19,4,17,14,0,2,0
Rafael Baca,SJ,M,31,28,2379,0,2,30,7,17,35,5,6,1
Jair Benítez,DAL,D,31,28,2473,1,1,7,1,17,32,0,5,0
Drew Moor,TOR,D,32,31,2793,3,0,18,6,17,24,0,1,1
Austin Berry,CHI,D,34,34,3060,1,2,14,5,17,16,0,2,0
Marvin Iraheta,CHV,M,13,5,551,0,0,3,0,16,4,0,2,0
José Adolfo Valencia,POR,F,21,5,636,1,3,20,6,16,11,5,1,0
Lawrence Olum,POR,M-D,20,9,1002,1,1,6,2,16,6,2,4,0
Kei Kamara,VAN,F,15,10,1022,7,2,42,13,16,14,5,0,0
Adam Jahn,CLB,F,22,11,1059,4,0,29,10,16,9,5,1,0
Lovel Palmer,RSL,D,17,14,1198,0,1,8,0,16,8,0,4,1
Roy Miller,POR,D,17,16,1367,0,1,1,0,16,6,3,2,0
Alain Rochat,DC,D,17,15,1373,0,0,10,2,16,14,1,3,0
Joao Plata,RSL,F,29,19,1645,4,8,50,19,16,16,11,1,0
Russell Teibert,VAN,M,24,19,1777,2,9,29,7,16,23,3,4,0
Robert Earnshaw,TOR,F,26,23,1883,8,0,69,22,16,22,24,1,0
Justin Morrow,TOR,D,26,21,1937,1,2,7,1,16,14,1,1,1
Djimi Traore,SEA,D,27,25,2235,1,0,9,1,16,22,0,5,0
Edgar Mejia,CHV,M,28,27,2266,1,4,12,4,16,23,1,2,1
Aaron Schoenfeld,CLB,F,10,3,310,1,1,10,3,15,7,2,2,0
Sainey Nyassi,DC,M,14,7,676,0,0,10,1,15,12,4,1,0
Antoine Hoppenot,PHI,F,30,2,732,3,2,20,8,15,23,5,3,0
Sebastian Velasquez,RSL,M,19,9,892,0,3,20,8,15,15,1,0,0
Walter Martinez,HON,M,15,10,919,2,2,16,5,15,30,5,1,0
Daigo Kobayashi,VAN,M,30,21,1651,2,4,18,6,15,24,1,1,0
Jonathan Osorio,TOR,M,28,18,1697,5,1,28,8,15,31,2,1,0
Chris Tierney,NE,D-M,29,26,2352,1,5,19,3,15,14,0,2,0
Jalil Anibaba,NE,D,34,34,3060,1,3,16,7,15,13,2,3,0
Dom Dwyer,ORL,F,16,7,674,2,2,28,7,14,15,3,0,0
Julio Morales,CHV,F,17,9,768,2,0,17,8,14,16,4,2,0
Darren Mattocks,DC,F,20,8,911,3,1,45,14,14,12,10,0,0
Juninho Pernambucano,NY,M,13,10,984,0,4,19,3,14,12,1,5,1
Joaquin Velazquez,CHV,D,12,12,985,1,0,5,4,14,5,0,3,1
Brandon McDonald,DC,D,15,14,1235,0,1,12,4,14,6,0,1,0
Marky Delgado,TOR,M,16,13,1247,0,1,6,0,14,11,0,2,0
Chris Schuler,ORL,D,16,16,1440,0,0,5,1,14,11,0,2,0
Chad Barson,CLB,D,20,18,1612,0,1,3,0,14,18,0,0,0
Corey Ashe,HOU,M,30,29,2585,0,2,6,1,14,25,1,4,0
Marco Di Vaio,MTL,F,33,31,2746,20,2,118,53,14,33,78,4,0
Erik Hurtado,VAN,F-M,15,4,489,0,2,13,3,13,5,5,0,0
Erick Neres da Cruz,DAL,M,9,8,652,0,0,7,0,13,16,0,1,0
Justin Meram,ORL,M,19,9,781,1,1,21,6,13,12,4,1,0
Ramiro Corrales,SJ,M,12,11,870,0,2,14,2,13,13,1,3,0
Devon Sandoval,RSL,F,17,10,885,3,0,18,9,13,12,3,1,0
Eddie Gaven,CLB,M,10,10,900,0,4,7,4,13,38,2,1,0
Walter Vilchez,CHV,D,11,11,970,0,1,2,1,13,10,1,3,0
Cordell Cato,SJ,F,20,10,1030,1,2,19,5,13,19,1,0,0
Leonardo,HOU,D,14,12,1106,0,0,6,3,13,9,0,1,1
Marc Burch,MIN,D,20,13,1158,0,4,8,0,13,13,0,0,0
Nick LaBrocca,COL,M,24,16,1214,1,3,27,10,13,12,1,3,0
Brian Mullan,COL,D,16,15,1359,0,2,2,0,13,15,2,1,0
Jorge Villafaña,USA,D-M,20,15,1432,1,4,16,2,13,21,3,2,0
Joel Lindpere,CHI,M,25,17,1444,2,8,18,6,13,17,2,2,0
A.J. Soares,NE,D,18,17,1476,1,0,5,1,13,24,0,3,0
Jason Hernandez,SJ,D,21,19,1679,0,0,0,0,13,9,0,2,0
Nick DeLeon,DC,M,25,23,1912,2,1,37,13,13,18,5,2,0
Nat Borchers,RSL,D,28,28,2520,1,2,9,4,13,16,2,1,0
Robbie Rogers,LA,D,11,7,602,0,1,18,6,12,16,1,0,0
Kellyn Acosta,DAL,M,13,11,1004,0,0,6,0,12,10,0,2,0
Jordan Stewart,SJ,D-M,12,12,1080,0,0,4,1,12,13,0,0,0
Dennis Iapichino,DC,D,15,11,1096,0,0,3,0,12,7,0,4,0
Sanna Nyassi,MTL,M,22,11,1162,1,1,20,9,12,19,6,2,0
Carlyle Mitchell,VAN,D,15,13,1179,0,2,5,1,12,11,1,3,0
Andrew Farrell,NE,D,32,32,2813,0,1,9,2,12,37,0,3,1
Tom Heinemann,VAN,F,14,3,286,1,1,7,2,11,6,2,0,0
Kalifa Cissé,NE,M,6,6,456,0,0,2,1,11,2,0,2,0
Shalrie Joseph,SEA,M,10,6,592,1,0,6,3,11,9,0,1,1
Mikael Silvestre,POR,D,8,8,688,0,0,2,0,11,5,1,2,0
Ibrahim Sekagya,NY,D,8,8,702,2,0,3,2,11,5,0,1,1
Daniel Paladini,CHI,M,20,7,823,2,3,12,6,11,9,2,5,1
Jacob Peterson,KC,F,16,10,844,0,1,17,4,11,11,0,0,0
Ethan White,DC,D,14,13,1099,0,0,4,0,11,12,0,2,0
Josue Soto,CHV,D-M,18,12,1158,0,0,3,3,11,5,0,2,1
Kosuke Kimura,NY,D,24,15,1575,0,2,2,0,11,9,1,0,0
Alessandro Nesta,MTL,D,23,23,1939,0,1,2,0,11,19,0,0,1
Sébastien Le Toux,PHI,F,32,25,2222,3,12,34,13,11,25,13,0,0
Eric Hassli,DAL,F,15,4,429,0,1,16,4,10,6,9,2,0
Bright Dike,POR,F,7,5,430,1,0,7,3,10,5,2,1,0
Vicente Sanchez,COL,F,8,7,623,1,4,12,5,10,11,1,0,0
Hernan Bernardello,MTL,M,8,8,626,0,0,2,0,10,20,0,1,0
Kwame Watson-Siriboe,RSL,D,7,7,630,0,0,1,0,10,3,0,1,0
Andrea Pisanu,MTL,M,14,8,631,1,1,10,4,10,22,8,2,0
Lloyd Sam,DC,M-F,22,8,814,5,1,7,5,10,13,3,0,1
Fabinho,PHI,D,14,10,980,1,2,9,1,10,18,0,0,1
Hector Jimenez,CLB,M,26,14,1178,3,4,20,7,10,13,1,0,0
Andy O'Brien,VAN,D,16,16,1400,0,0,4,2,10,5,0,0,0
David Carney,NY,D-M,7,7,630,0,0,7,0,9,1,0,2,0
Patrick Ianni,SEA,D-M,9,7,705,0,0,5,1,9,7,0,1,0
Martin Rivero,COL,M,16,6,705,1,3,16,5,9,17,2,1,0
Michael Stephens,LA,M,21,8,775,1,1,3,1,9,3,0,0,0
Daniele Paponi,MTL,F,16,8,800,2,1,29,11,9,16,11,2,0
Carlos Bocanegra,CHV,D,12,12,1052,0,0,6,2,9,10,0,2,1
Mike Fucito,SJ,F,7,2,228,0,0,8,1,8,2,1,2,0
Leo Fernandes,PHI,M,7,3,281,0,0,6,1,8,4,0,1,0
Maximiliano Urruti,DAL,F,7,4,351,1,0,6,2,8,6,5,1,0
Collin Martin,MIN,M,7,4,359,0,1,6,1,8,2,0,1,0
Ethan Finlay,MIN,F,19,3,391,0,0,4,2,8,6,0,2,0
Andy Dorman,NE,M,12,3,400,0,1,5,2,8,9,0,0,2
Jason Johnson,HOU,F,13,4,428,1,0,17,9,8,8,2,0,0
Kevan George,CLB,M,11,3,435,0,0,3,1,8,4,0,3,0
Michael Lahoud,PHI,M,9,3,464,0,0,5,1,8,5,0,1,0
Dan Gargan,SJ,D,8,6,592,0,1,3,0,8,8,0,1,0
Jay DeMerit,VAN,D,8,7,607,0,0,2,1,8,3,0,1,0
Alvaro Rey,TOR,M,13,9,770,1,1,12,4,8,22,0,1,0
Peguy Luyindula,NY,F,22,9,863,1,7,21,12,8,15,9,1,0
Eric Brunner,HOU,D,13,9,889,0,0,2,0,8,9,1,1,0
Robbie Findley,RSL,F,25,17,1260,6,2,36,15,8,29,10,1,0
Brad Rusin,VAN,D,19,16,1391,0,0,9,2,8,7,1,1,0
Johnny Leveron,VAN,D,18,18,1620,0,0,8,1,8,10,1,3,0
Darlington Nagbe,ATL,M,34,34,2848,9,4,62,24,8,83,6,1,0
Brian Ching,HOU,F,14,0,232,0,1,5,2,7,3,3,1,0
Jose Manuel Rivera,CHV,F,9,3,266,0,0,6,1,7,4,1,1,0
Terry Dunfield,TOR,M,4,4,311,0,0,4,1,7,5,0,1,0
Jaime Castrillón,COL,M,11,2,371,1,0,12,5,7,2,2,0,0
Maicon Santos,CHI,F,15,1,379,2,2,20,5,7,7,6,1,0
Marcelo Saragosa,DC,M,8,4,410,0,0,1,0,7,7,0,2,0
Steve Zakuani,SEA,M,8,6,492,0,1,10,2,7,8,2,0,0
Tommy Meyer,LA,D,7,5,494,0,0,1,0,7,4,0,0,0
Kevin Alston,NE,D,9,6,523,0,0,2,1,7,11,0,0,0
Tony Cascio,COL,M,13,4,530,1,0,14,5,7,16,0,1,1
Taylor Kemp,DC,D,8,6,530,0,0,1,0,7,4,0,0,0
Wells Thompson,CHI,D,8,6,542,0,0,6,0,7,11,0,2,1
Pablo Mastroeni,COL,M,16,8,571,0,1,3,0,7,6,0,1,0
German Mera,COL,D,13,6,577,0,0,7,0,7,0,0,2,0
Sherjill MacDonald,CHI,F,13,7,579,0,1,11,5,7,12,13,0,0
Logan Pause,CHI,M,15,11,904,0,0,1,0,7,2,0,1,0
Heath Pearce,NY,D,14,11,1083,0,2,2,1,7,4,1,0,0
Luiz Camargo,HOU,M,7,0,109,0,0,1,0,6,6,1,2,0
Matthew Fondy,CHV,F,7,1,236,0,0,12,2,6,6,3,0,0
Konrad Warzycha,CLB,M,13,2,272,0,0,10,0,6,4,0,1,0
Casey Townsend,DC,F,9,3,316,0,0,4,1,6,0,8,1,0
Raphael Augusto,DC,M,7,5,395,0,0,3,1,6,3,0,0,0
Steve Purdy,CHV,D,8,5,478,0,0,4,1,6,2,0,1,0
Jose Kleberson,PHI,M,11,7,532,1,2,24,4,6,6,1,1,0
Jack McBean,COL,F,15,7,554,1,2,19,8,6,17,1,0,0
Danny Mwanga,COL,F,13,5,556,0,1,9,4,6,8,0,0,0
Hunter Jumper,CHI,D,2,2,180,1,1,2,1,5,0,0,1,0
Kamani Hill,COL,F,6,2,188,0,0,5,0,5,1,1,0,0
Peter Luccin,DAL,M,3,2,201,0,0,2,0,5,3,0,3,0
Teal Bunbury,NE,F,12,1,214,0,1,10,2,5,5,3,1,0
Aaron Maund,VAN,D,3,3,270,0,0,1,0,5,1,0,1,0
Kyle Bekker,TOR,M,9,3,335,0,0,11,1,5,2,1,0,0
Bradley Wright-Phillips,RBNY,F,7,4,337,1,1,12,6,5,5,1,1,0
Laurent Courtois,CHV,M,11,3,348,1,1,15,4,5,9,1,1,0
Ty Harden,SJ,D,7,7,596,0,0,3,0,5,3,0,1,0
Chad Barrett,NE,F,19,8,622,2,2,11,5,5,8,1,1,0
