Player,Club,POS,GP,GS,A,GWA,HmA,RdA,A/90min
Omar Gonzalez,USA,D,27,27,2,0,2,0,0.08
Rafael Baca,SJ,M,31,28,2,1,0,2,0.08
Eric Alexander,HOU,M,34,30,2,1,2,0,0.07
Nat Borchers,RSL,D,28,28,2,0,0,2,0.07
Corey Ashe,HOU,M,30,29,2,0,1,1,0.07
Jeb Brovsky,MTL,D,30,29,2,0,2,0,0.07
Oriol Rosell,ORL,M-D,31,31,2,0,2,0,0.07
DeAndre Yedlin,USA,D,31,30,2,0,1,1,0.07
Marco Di Vaio,MTL,F,33,31,2,1,2,0,0.07
Austin Berry,CHI,D,34,34,2,1,1,1,0.06
Alexander Lopez,HON,M,2,1,1,0,1,0,1.02
Michael Bustamante,NY,M,4,1,1,1,1,0,0.95
Ruben Bover,NY,M,7,1,1,0,0,1,0.72
Aaron Wheeler,PHI,F,10,1,1,1,0,1,0.7
Hunter Jumper,CHI,D,2,2,1,0,1,0,0.5
Teal Bunbury,NE,F,12,1,1,1,0,1,0.42
Brian Ching,HOU,F,14,0,1,0,0,1,0.39
Josh Gardner,KC,M,8,2,1,0,1,0,0.37
Blake Smith,MTL,M,16,0,1,1,1,0,0.33
Tom Heinemann,VAN,F,14,3,1,0,1,0,0.31
Maxim Tissot,MTL,D,6,3,1,0,1,0,0.3
Aaron Schoenfeld,CLB,F,10,3,1,0,0,1,0.29
Bradley Wright-Phillips,RBNY,F,7,4,1,0,0,1,0.27
Laurent Courtois,CHV,M,11,3,1,0,1,0,0.26
Collin Martin,MIN,M,7,4,1,0,1,0,0.25
Wandrille Lefevre,MTL,D,6,4,1,1,1,0,0.23
Andy Dorman,NE,M,12,3,1,1,1,0,0.23
Darrius Barnes,NE,D,6,4,1,0,0,1,0.22
Corey Hertzog,VAN,F,7,6,1,1,1,0,0.21
Eric Hassli,DAL,F,15,4,1,0,1,0,0.21
Ryan Finley,CLB,F,14,3,1,0,1,0,0.21
Lewis Neal,DC,M,9,5,1,0,1,0,0.18
Steve Zakuani,SEA,M,8,6,1,0,1,0,0.18
Mario Martinez,SEA,M,10,5,1,0,0,1,0.18
Gabriel Torres,PAN,M-F,7,5,1,0,1,0,0.18
Mark Bloom,TOR,D,6,6,1,1,1,0,0.17
Danny Mwanga,COL,F,13,5,1,1,0,1,0.16
Pablo Mastroeni,COL,M,16,8,1,0,1,0,0.16
Sherjill MacDonald,CHI,F,13,7,1,0,1,0,0.16
Dan Gargan,SJ,D,8,6,1,0,1,0,0.15
Robbie Rogers,LA,D,11,7,1,0,1,0,0.15
Andrea Pisanu,MTL,M,14,8,1,1,1,0,0.14
Nana Attakora,SJ,D,8,7,1,0,0,1,0.14
Clyde Simms,NE,M,10,9,1,1,0,1,0.13
Mechack Jérôme,KC,D,10,8,1,0,1,0,0.13
Alvaro Rey,TOR,M,13,9,1,0,1,0,0.12
Abdoulie Mansally,RSL,D,14,9,1,0,0,1,0.12
Michael Stephens,LA,M,21,8,1,0,1,0,0.12
Justin Meram,ORL,M,19,9,1,1,1,0,0.12
Khari Stephenson,RSL,M,19,9,1,0,0,1,0.11
Daniele Paponi,MTL,F,16,8,1,0,1,0,0.11
Conor Doyle,DC,F,14,8,1,0,1,0,0.11
Lloyd Sam,DC,M-F,22,8,1,0,0,1,0.11
Matias Sanchez,CLB,M,14,10,1,0,0,1,0.11
Andrew Wiedeman,TOR,F,14,9,1,0,1,0,0.11
Juan Luis Anangono,CHI,F,13,9,1,1,0,1,0.11
Jacob Peterson,KC,F,16,10,1,0,1,0,0.11
Darren Mattocks,DC,F,20,8,1,0,1,0,0.1
Ben Speas,CLB,M-F,19,10,1,0,0,1,0.1
Walter Vilchez,CHV,D,11,11,1,0,1,0,0.09
Lawrence Olum,POR,M-D,20,9,1,0,0,1,0.09
John Thorrington,DC,M,14,12,1,0,1,0,0.09
Marvin Chávez,SJ,M,15,12,1,1,1,0,0.09
Jose Villarreal,ORL,M,22,12,1,0,0,1,0.08
Ryan Richter,TOR,D,13,12,1,0,1,0,0.08
Sanna Nyassi,MTL,M,22,11,1,0,0,1,0.08
Lovel Palmer,RSL,D,17,14,1,1,0,1,0.08
Brandon McDonald,DC,D,15,14,1,0,1,0,0.07
Marky Delgado,TOR,M,16,13,1,0,1,0,0.07
Servando Carrasco,LA,M,22,13,1,0,1,0,0.07
Matt Watson,VAN,M,21,15,1,0,1,0,0.07
Tony Tchani,CHI,M,22,13,1,0,1,0,0.07
Erick Torres,CHV,F,15,15,1,0,1,0,0.07
Mamadou Danso,POR,D,16,15,1,0,0,1,0.07
Roy Miller,POR,D,17,16,1,0,0,1,0.07
Wil Trapp,CLB,M,16,16,1,0,1,0,0.06
Paulo Nagamura,KC,M,17,17,1,0,1,0,0.06
Darren O'Dea,TOR,D,17,17,1,0,0,1,0.06
Kyle Porter,DC,M,27,18,1,0,0,1,0.06
Chad Barson,CLB,D,20,18,1,1,0,1,0.06
Alex,CHI,M,30,18,1,0,0,1,0.06
Warren Creavalle,PHI,M,27,17,1,0,1,0,0.06
Kenny Miller,VAN,F,21,19,1,0,0,1,0.05
Bernardo Añor,CLB,M,20,19,1,1,1,0,0.05
Andrew Driver,HOU,M,26,20,1,0,0,1,0.05
Jonathan Osorio,TOR,M,28,18,1,1,1,0,0.05
Keon Daniel,PHI,M,24,20,1,0,1,0,0.05
Kenny Cooper,DAL,F,31,19,1,0,0,1,0.05
James Riley,DC,D,21,19,1,1,1,0,0.05
Reggie Lambe,TOR,M,28,20,1,0,0,1,0.05
Ashtone Morgan,TOR,D,22,20,1,0,0,1,0.05
Nick DeLeon,DC,M,25,23,1,0,0,1,0.05
Alessandro Nesta,MTL,D,23,23,1,0,1,0,0.05
Jun Marques Davidson,VAN,M,26,24,1,1,0,1,0.05
Michael Farfan,PHI,M,29,22,1,0,0,1,0.05
Atiba Harris,COL,D,29,24,1,1,0,1,0.04
Nathan Sturgis,COL,M,25,23,1,0,0,1,0.04
Steven Caldwell,TOR,D,23,23,1,0,0,1,0.04
Jordan Harvey,LAFC,D,24,23,1,0,1,0,0.04
Chris Rolfe,CHI,F,31,26,1,0,0,1,0.04
Jermaine Taylor,HOU,D,26,26,1,1,1,0,0.04
Andrew Jean-Baptiste,POR,D,26,22,1,0,0,1,0.04
Tyson Wahl,CLB,D,25,24,1,0,0,1,0.04
Osvaldo Alonso,SEA,M,26,26,1,0,1,0,0.04
Tony Beltran,RSL,D,25,24,1,1,0,1,0.04
Víctor Bernárdez,SJ,D,25,25,1,1,1,0,0.04
Daniel Woolard,DC,D,27,27,1,0,1,0,0.04
Jack Jewsbury,POR,M,26,26,1,1,0,1,0.04
Jeremy Hall,TOR,D-M,31,26,1,0,1,0,0.04
Andrew Jacobson,DAL,M,27,27,1,0,1,0,0.04
Hendry Thomas,COL,M,27,27,1,0,1,0,0.04
Leonardo González,SEA,D,27,27,1,0,0,1,0.04
Adam Moffat,HOU,M,32,28,1,1,1,0,0.04
Jair Benítez,DAL,D,31,28,1,0,0,1,0.04
Aurélien Collin,RBNY,D,29,29,1,0,1,0,0.04
Jeff Parke,PHI,D,31,31,1,0,1,0,0.03
Matteo Ferrari,MTL,D,31,31,1,0,1,0,0.03
Andrew Farrell,NE,D,32,32,1,0,1,0,0.03
Bobby Boswell,HOU,D,32,32,1,1,0,1,0.03
Gonzalo Segares,CHI,D,32,32,1,0,1,0,0.03
Markus Holgersson,NY,D,32,32,1,1,1,0,0.03
Michael Harrington,POR,D,33,33,1,0,0,1,0.03
Brian Carroll,PHI,M,33,33,1,0,1,0,0.03
Ante Jazic,CHV,D,0,0,0,0,0,0,0.0
Calen Carr,HOU,F,0,0,0,0,0,0,0.0
Ugo Ihemelu,DAL,D,0,0,0,0,0,0,0.0
Júlio César,TOR,D,0,0,0,0,0,0,0.0
Arne Friedrich,CHI,D,0,0,0,0,0,0,0.0
Freddy Adu,PHI,F,0,0,0,0,0,0,0.0
Blair Gavin,SEA,M,0,0,0,0,0,0,0.0
Adrian Lopez,MTL,D,0,0,0,0,0,0,0.0
Nelson Rivas,MTL,D,0,0,0,0,0,0,0.0
Federico Bessone,KC,D,0,0,0,0,0,0,0.0
Adam Johansson,SEA,D,0,0,0,0,0,0,0.0
Yann Ekra,PHI,F,0,0,0,0,0,0,0.0
Paolo DelPiccolo,MTL,M,0,0,0,0,0,0,0.0
Drew Beckie,CLB,D,0,0,0,0,0,0,0.0
Kory Kindle,COL,D,0,0,0,0,0,0,0.0
Steven Evans,POR,M,0,0,0,0,0,0,0.0
Mobi Fehr,POR,D,0,0,0,0,0,0,0.0
Oscar Sorto,LA,D,0,0,0,0,0,0,0.0
Mikey Lopez,KC,M,0,0,0,0,0,0,0.0
David Viana,RSL,M,0,0,0,0,0,0,0.0
Ryan Kawulok,POR,D,0,0,0,0,0,0,0.0
Kyle Miller,KC,M,0,0,0,0,0,0,0.0
Caleb Clarke,VAN,F,0,0,0,0,0,0,0.0
Kellen Gulley,CHI,F,0,0,0,0,0,0,0.0
Cristhian Hernandez,PHI,F,0,0,0,0,0,0,0.0
Sebastián Rincón,POR,F,0,0,0,0,0,0,0.0
Will Bates,SEA,F,0,0,0,0,0,0,0.0
Ian Christianson,NY,M,0,0,0,0,0,0,0.0
Tommy Muller,SJ,D,0,0,0,0,0,0,0.0
Bryan Salazar,HOU,F,0,0,0,0,0,0,0.0
Emilio Orozco,CHV,D,0,0,0,0,0,0,0.0
Zakaria Messoudi,MTL,M,0,0,0,0,0,0,0.0
Kyle Hyland,CLB,D-M,0,0,0,0,0,0,0.0
Adam Clement,VAN,D,0,0,0,0,0,0,0.0
Colin Mitchell,SJ,D,0,0,0,0,0,0,0.0
Gabe Latigue,NE,M,0,0,0,0,0,0,0.0
Shawn Sloan,CLB,M,0,0,0,0,0,0,0.0
Peter McGlynn,SJ,M,0,0,0,0,0,0,0.0
Alam Syamsir,DC,M-F,0,0,0,0,0,0,0.0
Matt Horth,NE,F,0,0,0,0,0,0,0.0
Christian Duke,KC,M,0,0,0,0,0,0,0.0
Ashton Bennett,TOR,F,0,0,0,0,0,0,0.0
Dylan Tucker-Gangnes,POR,D,0,0,0,0,0,0,0.0
Benji Lopez,RSL,F,0,0,0,0,0,0,0.0
Erik Palmer-Brown,KC,D,0,0,0,0,0,0,0.0
Manny Aparicio,TOR,M,0,0,0,0,0,0,0.0
Brendan Ruiz,KC,D,0,0,0,0,0,0,0.0
Ashani Fairclough,SEA,D,0,0,0,0,0,0,0.0
Alexandre Gonzalez Emerson,SJ,F,0,0,0,0,0,0,0.0
Aminu Abdallah,VAN,M,0,0,0,0,0,0,0.0
Rafinha,NY,F,0,0,0,0,0,0,0.0
Caleb Calvert,COL,F,0,0,0,0,0,0,0.0
Brent Richards,POR,F,0,0,0,0,0,0,0.0
Hanyer Mosquera,POR,D,0,0,0,0,0,0,0.0
Kenney Walker,LA,M,0,0,0,0,0,0,0.0
Jacob Hustedt,SJ,M,0,0,0,0,0,0,0.0
Enzo Martinez,COL,M,0,0,0,0,0,0,0.0
Tyler Polak,NE,D,0,0,0,0,0,0,0.0
Andrew Duran,SEA,D,0,0,0,0,0,0,0.0
Bryce Alderson,VAN,M,0,0,0,0,0,0,0.0
Brendan King,CHI,M,0,0,0,0,0,0,0.0
Greg Jordan,PHI,M,0,0,0,0,0,0,0.0
Bryan Gaul,LA,D,0,0,0,0,0,0,0.0
Chandler Hoffman,LA,F,0,0,0,0,0,0,0.0
Jimmy McLaughlin,PHI,M,0,0,0,0,0,0,0.0
Yann Songo'o,KC,D,0,0,0,0,0,0,0.0
Maximiliano Rodriguez,MTL,M,0,0,0,0,0,0,0.0
Gilberto Souza Jr.,PHI,M,0,0,0,0,0,0,0.0
Aaron Horton,CLB,F,0,0,0,0,0,0,0.0
O'Brian Woodbine,NE,D,0,0,0,0,0,0,0.0
Davy Armstrong,COL,M,0,0,0,0,0,0,0.0
Victor Pineda,CHI,M,0,0,0,0,0,0,0.0
Matt Stinson,TOR,M,0,0,0,0,0,0,0.0
Victor Ulloa,DAL,M,0,0,0,0,0,0,0.0
Jonathan Top,DAL,F,0,0,0,0,0,0,0.0
Omar Salgado,VAN,F,0,0,0,0,0,0,0.0
Abu Tommy,SJ,M,0,0,0,0,0,0,0.0
Rich Balchan,RSL,D,0,0,0,0,0,0,0.0
Digao,NY,D,0,0,0,0,0,0,0.0
Paulo Jr.,VAN,F,0,0,0,0,0,0,0.0
Jimmy Medranda,SKC,D-M,1,0,0,0,0,0,0.0
Brenton Griffiths,COL,D,1,0,0,0,0,0,0.0
Amando Moreno,RBNY,F,2,0,0,0,0,0,0.0
Corben Bone,CHI,M,1,0,0,0,0,0,0.0
Chris Albright,PHI,D,2,0,0,0,0,0,0.0
Sinisa Ubiparipovic,MTL,F-M,1,0,0,0,0,0,0.0
Emery Welshman,TOR,F,1,0,0,0,0,0,0.0
Robbie Russell,DC,D,1,0,0,0,0,0,0.0
Michael Nanchoff,POR,M,1,0,0,0,0,0,0.0
Josué Martínez,NY,F,1,0,0,0,0,0,0.0
Michael Thomas,KC,M,1,0,0,0,0,0,0.0
Dillon Serna,COL,M,1,0,0,0,0,0,0.0
Matt Miazga,USA,D,1,0,0,0,0,0,0.0
Taylor Morgan,TOR,F,1,0,0,0,0,0,0.0
Phillip Lund,SEA,M,1,0,0,0,0,0,0.0
Alex Dixon,ROC,M,2,0,0,0,0,0,0.0
Charlie Davies,NE,F,4,0,0,0,0,0,0.0
Dylan Remick,HOU,D,1,0,0,0,0,0,0.0
Bradlee Baladez,DAL,M-F,1,0,0,0,0,0,0.0
Don Anding,PHI,D,1,0,0,0,0,0,0.0
Eriq Zavaleta,TOR,D,5,0,0,0,0,0,0.0
John Stertzer,RSL,M,2,0,0,0,0,0,0.0
Calum Mallace,LAFC,M,2,0,0,0,0,0,0.0
Brian Ownby,HOU,M,3,0,0,0,0,0,0.0
Donnie Smith,NE,M,1,1,0,0,0,0,0.0
Yazid Atouba,CHI,M,3,0,0,0,0,0,0.0
Marcus Tracy,SJ,F,5,0,0,0,0,0,0.0
Roger Torres,PHI,M,5,0,0,0,0,0,0.0
Marius Obekop,NY,M,5,0,0,0,0,0,0.0
Anthony Arena,HOU,D,1,0,0,0,0,0,0.0
Danny Koevermans,TOR,F,4,1,0,0,0,0,0.0
Daniel Antunez,CHV,M,3,1,0,0,0,0,0.0
Michael Videira,CHI,M,2,1,0,0,0,0,0.0
Greg Klazura,VAN,D-M,2,1,0,0,0,0,0.0
Sam Adekugbe,VAN,D,1,1,0,0,0,0,0.0
Shaun Francis,CHI,D,1,1,0,0,0,0,0.0
Matt Kassel,PHI,D-M,5,0,0,0,0,0,0.0
Bilal Duckett,NE,D,1,1,0,0,0,0,0.0
Rauwshan McKenzie,POR,D,1,1,0,0,0,0,0.0
Sam Garza,SJ,M,5,0,0,0,0,0,0.0
Anthony Wallace,COL,D,6,0,0,0,0,0,0.0
David Horst,RSL,D,2,2,0,0,0,0,0.0
Luiz Camargo,HOU,M,7,0,0,0,0,0,0.0
Kevin Ellis,KC,D,2,1,0,0,0,0,0.0
Michael Seaton,DC,F,3,1,0,0,0,0,0.0
Jaime Alas,SJ,M,5,1,0,0,0,0,0.0
Mehdi Ballouchy,SJ,M,5,1,0,0,0,0,0.0
Jonas Elmer,TOR,D,3,1,0,0,0,0,0.0
Bobby Warshaw,DAL,D,9,1,0,0,0,0,0.0
Charlie Rugg,LA,F,4,2,0,0,0,0,0.0
Mike Chabala,HOU,D,4,1,0,0,0,0,0.0
Cole Grossman,RSL,M,4,2,0,0,0,0,0.0
Connor Lade,RBNY,D,5,2,0,0,0,0,0.0
Jamie Smith,COL,M,6,1,0,0,0,0,0.0
Martin Ponce,CHV,M,5,1,0,0,0,0,0.0
Sammy Ochoa,SEA,F,4,2,0,0,0,0,0.0
Steven Kinney,CHI,D,2,2,0,0,0,0,0.0
Giovani Casillas,CHV,F,5,2,0,0,0,0,0.0
Kamani Hill,COL,F,6,2,0,0,0,0,0.0
Omar Cummings,HOU,F,11,1,0,0,0,0,0.0
Peter Luccin,DAL,M,3,2,0,0,0,0,0.0
Rafael Garcia,LA,D,9,1,0,0,0,0,0.0
Mike Fucito,SJ,F,7,2,0,0,0,0,0.0
Matthew Fondy,CHV,F,7,1,0,0,0,0,0.0
Logan Emory,TOR,D,3,3,0,0,0,0,0.0
Miller Bolaños,ECU,M,5,2,0,0,0,0,0.0
Sal Zizzo,ATL,D,10,2,0,0,0,0,0.0
Jaime Frias Flores,CHV,D,4,3,0,0,0,0,0.0
Jose Manuel Rivera,CHV,F,9,3,0,0,0,0,0.0
Kevin Harbottle,COL,F,4,4,0,0,0,0,0.0
Aaron Maund,VAN,D,3,3,0,0,0,0,0.0
Brad Ring,POR,D,4,3,0,0,0,0,0.0
Konrad Warzycha,CLB,M,13,2,0,0,0,0,0.0
Leo Fernandes,PHI,M,7,3,0,0,0,0,0.0
Quincy Amarikwa,SJ,F,14,0,0,0,0,0,0.0
Diego Calderon,COL,D,4,4,0,0,0,0,0.0
Terry Dunfield,TOR,M,4,4,0,0,0,0,0.0
Casey Townsend,DC,F,9,3,0,0,0,0,0.0
Rafael,DC,F,7,4,0,0,0,0,0.0
Colin Clark,LA,M,11,4,0,0,0,0,0.0
Kyle Bekker,TOR,M,9,3,0,0,0,0,0.0
Ryan Miller,POR,D,7,4,0,0,0,0,0.0
Maximiliano Urruti,DAL,F,7,4,0,0,0,0,0.0
Danny Califf,TOR,D,4,4,0,0,0,0,0.0
Conor Shanosky,DC,M-D,5,3,0,0,0,0,0.0
London Woodberry,DAL,D,8,3,0,0,0,0,0.0
Jaime Castrillón,COL,M,11,2,0,0,0,0,0.0
Alvas Powell,POR,D,5,4,0,0,0,0,0.0
John Bostock,TOR,M,7,4,0,0,0,0,0.0
Ethan Finlay,MIN,F,19,3,0,0,0,0,0.0
Raphael Augusto,DC,M,7,5,0,0,0,0,0.0
Marcelo Saragosa,DC,M,8,4,0,0,0,0,0.0
Walker Zimmerman,LAFC,D,7,4,0,0,0,0,0.0
Jason Johnson,HOU,F,13,4,0,0,0,0,0.0
Alex Caskey,SEA,M,10,5,0,0,0,0,0.0
Bright Dike,POR,F,7,5,0,0,0,0,0.0
Kevan George,CLB,M,11,3,0,0,0,0,0.0
Kalifa Cissé,NE,M,6,6,0,0,0,0,0.0
Michael Lahoud,PHI,M,9,3,0,0,0,0,0.0
Steve Purdy,CHV,D,8,5,0,0,0,0,0.0
Tommy Meyer,LA,D,7,5,0,0,0,0,0.0
Stephen Keel,DAL,D,8,5,0,0,0,0,0.0
David Estrada,SEA,M-F,17,4,0,0,0,0,0.0
Marcos Sanchez,DC,M,9,6,0,0,0,0,0.0
