Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Attendance,Referee,HS,AS,HST,AST,HHW,AHW,HC,AC,HF,AF,HO,AO,HY,AY,HR,AR,HBP,ABP,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,SYH,SYD,SYA,WHH,WHD,WHA
E1,11/08/01,Wolves,Portsmouth,2,2,D,1,2,A,23012,M. S. Pike ,18,7,10,3,2,0,5,3,6,8,2,2,1,3,0,0,10,30,,,,1.7,3.2,3.6,1.73,3.5,3.75,,,,1.83,3.25,3.75,1.72,3.4,4
E1,12/08/01,Sheffield Weds,Burnley,0,2,A,0,2,A,21766,P. Dowd ,11,13,5,7,1,1,2,7,15,22,1,4,1,4,0,0,10,40,,,,1.85,3,3.3,2,3.2,3.2,,,,1.91,3.25,3.5,1.72,3.4,4
E1,18/08/01,Barnsley,Nott'm Forest,2,1,H,1,0,H,14203,P. Rejer,7,12,2,4,0,0,7,4,11,9,4,5,0,0,0,0,0,0,,,,2.2,3,2.6,2.1,3.2,3,,,,2.2,3.25,2.8,2.2,3.2,2.8
E1,18/08/01,Burnley,Wimbledon,3,2,H,3,1,H,14473,M. J. Jones,16,15,8,5,2,1,7,8,17,21,3,1,1,3,0,0,10,30,,,,2.1,3,2.8,2.2,3.25,2.75,,,,2.38,3.4,2.5,2.4,3.1,2.6
E1,18/08/01,Crewe,Sheffield Weds,0,2,A,0,1,A,7933,R. J. Olivier,17,19,2,10,0,0,4,3,7,10,0,0,1,1,0,0,10,10,,,,2.2,3,2.6,2.2,3.25,2.75,,,,2.38,3.2,2.62,2.25,3.2,2.75
E1,18/08/01,Crystal Palace,Stockport,4,1,H,0,0,D,15760,R. J. Harris,13,5,5,1,1,0,6,7,11,24,7,3,2,3,0,1,20,55,,,,1.7,3.2,3.6,1.73,3.2,4.33,,,,1.73,3.5,4,1.61,3.3,5
E1,18/08/01,Norwich,Man City,2,0,H,0,0,D,18745,P. Taylor,19,12,7,6,0,1,3,8,15,18,3,4,3,5,0,1,30,75,,,,2.9,3,2,3,3.2,2.1,,,,3.4,3.4,1.91,3.4,3.25,1.9
E1,18/08/01,Portsmouth,Bradford,0,1,A,0,0,D,17239,M. L Dean,12,14,3,4,1,0,9,3,11,10,3,2,1,3,0,0,10,30,,,,2.35,3,2.35,2.4,3.25,2.5,,,,2.5,3.2,2.5,2.4,3.1,2.6
E1,18/08/01,Preston,Walsall,1,1,D,0,1,A,11402,B. Curson,14,8,7,4,0,1,10,3,13,21,1,4,3,1,0,0,30,10,,,,1.8,3,3.5,1.67,3.4,4.33,,,,1.8,3.4,3.75,1.83,3.2,3.75
E1,18/08/01,Sheffield United,Gillingham,0,0,D,0,0,D,16998,C. J. Foy,9,4,4,1,0,0,8,6,13,21,2,7,2,4,0,0,20,40,,,,1.8,3,3.5,1.8,3.25,3.75,,,,1.83,3.4,3.6,1.72,3.4,4
E1,18/08/01,Watford,Rotherham,3,2,H,2,1,H,13839,P. J. Joslin,20,9,9,7,1,0,6,1,19,11,3,3,2,1,0,0,20,10,,,,1.5,3.4,4.7,1.57,3.5,5,,,,1.53,3.5,5.5,1.5,3.4,6
E1,18/08/01,West Brom,Grimsby,0,1,A,0,0,D,17971,S. W. Mathieson,20,7,12,2,1,0,3,1,7,11,6,2,1,3,0,0,10,30,,,,1.6,3.3,4,1.73,3.2,4.33,,,,1.83,3.4,3.6,1.66,3.4,4.33
E1,19/08/01,Birmingham,Millwall,4,0,H,4,0,H,19091,S. G. Bennett,11,11,8,7,0,0,2,5,13,14,0,0,2,3,0,0,20,30,,,,1.75,3.1,3.6,1.73,3.5,3.75,,,,1.83,3.4,3.6,1.72,3.4,4
E1,19/08/01,Coventry,Wolves,0,1,A,0,1,A,22902,U. D. Rennie ,16,11,5,4,1,1,9,3,22,22,2,6,3,1,0,0,30,10,,,,1.6,3.2,4.2,1.61,3.5,4.5,,,,1.67,3.4,4.5,1.66,3.4,4.33
E1,23/08/01,Rotherham,Sheffield United,1,1,D,1,0,H,7515,G. Laws ,9,12,4,5,1,1,5,1,19,21,4,3,2,1,0,0,20,10,,,,,,,,,,,,,,,,,,
E1,24/08/01,Bradford,Coventry,2,1,H,0,0,D,15085,C. J. Foy,17,19,9,6,0,0,2,7,21,18,10,4,2,2,0,1,20,45,,,,2,3,2.9,2.1,3.4,2.8,,,,2.1,3.4,2.88,2.1,3.2,3
E1,25/08/01,Gillingham,Barnsley,3,0,H,1,0,H,8292,K. D. Hill,20,17,8,8,0,0,0,7,14,13,4,0,2,1,0,0,20,10,,,,1.8,3,3.5,2.1,3.2,3,,,,2.1,3.4,2.88,2.1,3.2,3
E1,25/08/01,Grimsby,Preston,2,2,D,1,1,D,5789,R. J. Beeby,11,10,5,4,0,1,8,4,18,13,0,5,0,4,0,0,0,40,,,,2.1,3,2.8,2.37,3.2,2.6,,,,2.25,3.25,2.75,2.25,3.2,2.75
E1,25/08/01,Man City,Crewe,5,2,H,2,2,D,32844,H. M. Webb,24,7,14,2,0,1,5,2,14,4,1,2,1,2,0,0,10,20,,,,1.4,3.6,5.5,1.33,4,8,,,,1.36,4.33,6.5,1.33,4,8
E1,25/08/01,Millwall,Burnley,0,2,A,0,0,D,11903,D. Pugh,18,8,8,6,2,0,9,3,17,20,0,3,1,4,1,0,35,40,,,,2.1,3,2.8,2.2,3.25,2.75,,,,1.91,3.5,3.25,1.9,3.25,3.4
E1,25/08/01,Nott'm Forest,Crystal Palace,4,2,H,2,1,H,18239,P. R. Richards,18,10,9,4,1,1,5,4,11,14,2,5,2,1,0,0,20,10,,,,2.2,3,2.6,2.2,3.25,2.75,,,,2.2,3.25,2.8,2.1,3.2,3
E1,25/08/01,Sheffield Weds,West Brom,1,1,D,1,1,D,18844,M. D. Messias,11,6,6,2,0,1,7,5,23,27,5,0,1,3,0,0,10,30,,,,1.8,3,3.5,2.1,3.4,2.8,,,,1.91,3.5,3.25,1.9,3.3,3.3
E1,25/08/01,Stockport,Portsmouth,0,1,A,0,0,D,5090,A. Bates,15,10,8,6,1,0,9,3,11,8,0,5,0,4,0,0,0,40,,,,2.1,3,2.8,2.25,3.2,2.75,,,,2.25,3.4,2.62,2.5,3.1,2.5
E1,25/08/01,Walsall,Birmingham,1,2,A,0,2,A,7245,P. Jones,16,11,7,5,1,1,15,4,12,14,6,1,2,2,0,2,20,70,,,,2.8,3,2.1,2.87,3.25,2.2,,,,2.62,3.2,2.38,2.8,3.2,2.2
E1,25/08/01,Wimbledon,Norwich,0,1,A,0,0,D,6084,A. R. Hall,13,8,2,5,1,0,7,3,16,20,1,4,1,0,0,0,10,0,,,,1.65,3.2,3.9,1.67,3.4,4.33,,,,1.73,3.5,4,1.66,3.3,4.5
E1,25/08/01,Wolves,Watford,1,0,H,1,0,H,20257,R. D. Furnandiz,7,9,2,3,0,0,4,6,4,12,6,2,0,3,0,1,0,55,,,,2.1,3,2.8,2.1,3.4,2.8,,,,2.2,3.25,2.8,2.2,3.2,2.8
E1,27/08/01,Barnsley,Rotherham,1,1,D,0,1,A,15552,P. E. Alcock,11,6,5,2,1,0,10,9,10,10,3,3,2,2,0,0,20,20,,,,1.7,3.1,3.8,1.57,3.5,5,,,,1.73,3.25,4.33,1.72,3.2,4.33
E1,27/08/01,Birmingham,Stockport,2,1,H,2,0,H,18478,R. Styles,11,7,7,2,0,0,6,6,13,15,4,3,2,4,0,0,20,40,,,,1.4,3.6,5.5,1.4,3.75,7,,,,1.36,4,7.5,1.3,4.2,8.5
E1,27/08/01,Burnley,Man City,2,4,A,1,1,D,19602,C. R. Wilkes ,14,17,6,8,0,1,2,3,19,16,3,3,3,3,1,0,55,30,,,,2.35,3,2.35,2.62,3.4,2.25,,,,2.75,3.25,2.25,2.75,3.2,2.25
E1,27/08/01,Coventry,Nott'm Forest,0,0,D,0,0,D,18467,P. Dowd,18,2,6,2,0,0,11,6,20,21,2,8,0,3,0,2,0,80,,,,1.7,3.1,3.8,1.8,3.25,3.75,,,,1.67,3.5,4.33,1.8,3.3,3.75
E1,27/08/01,Norwich,Sheffield Weds,2,0,H,1,0,H,16820,G. B. Frankland,11,15,7,5,0,1,3,5,12,19,6,1,0,3,0,0,0,30,,,,2,2.9,3,1.91,3.25,3.4,,,,2.2,3.4,2.75,1.9,3.4,3.25
E1,27/08/01,Portsmouth,Grimsby,4,2,H,1,0,H,13614,P. Walton,14,11,8,4,2,0,7,5,14,17,2,0,0,2,0,1,0,45,,,,1.8,3,3.5,1.8,3.25,3.75,,,,1.83,3.5,3.5,1.66,3.3,4.5
E1,27/08/01,Preston,Wimbledon,1,1,D,0,1,A,13359,A. N. Butler,8,7,2,6,0,0,7,6,14,14,5,1,1,2,0,0,10,20,,,,2.2,3,2.6,2.2,3.25,2.75,,,,2.5,3.2,2.5,2.4,3.25,2.5
E1,27/08/01,Sheffield United,Wolves,2,2,D,0,1,A,16497,E. K. Wolstenholme,9,10,4,5,1,0,1,7,16,15,6,5,3,3,0,0,30,30,,,,2.2,2.9,2.7,2.4,3.25,2.5,,,,2.38,3.25,2.6,2.25,3.3,2.62
E1,27/08/01,Watford,Walsall,2,1,H,0,0,D,14652,A. R. Leake,23,7,13,3,1,0,7,5,14,12,2,0,0,2,0,0,0,20,,,,1.65,3.2,3.8,1.57,3.5,5,,,,1.57,3.6,5,1.53,3.4,5.5
E1,27/08/01,West Brom,Gillingham,1,0,H,1,0,H,18180,C. H. Webster,14,8,6,1,0,0,6,4,13,12,4,5,2,3,0,1,20,55,,,,2.1,2.9,2.9,2.1,3.2,3,,,,2.1,3.4,2.88,2.1,3.3,2.87
E1,28/08/01,Crewe,Millwall,1,0,H,0,0,D,5913,G. Cain ,21,25,9,10,1,1,4,8,10,10,2,4,0,0,0,0,0,0,,,,2.3,3,2.4,2.6,3.2,2.37,,,,2.5,3.2,2.5,2.5,3.1,2.5
E1,01/09/01,Grimsby,Barnsley,1,0,H,1,0,H,6173,M. J. Brandwood,7,15,2,3,0,0,6,12,8,15,3,5,0,0,0,1,0,25,,,,2,2.9,3,2.2,3.25,2.75,2.2,3.25,2.8,2.1,3.25,3,2.2,3.2,2.8
E1,02/09/01,Bradford,Burnley,2,3,A,0,0,D,17547,R. Pearson,22,9,11,5,2,1,9,3,11,20,3,3,0,5,0,0,0,50,,,,1.75,3.1,3.6,1.8,3.4,3.6,1.67,3.4,4.5,1.67,3.5,4.33,1.66,3.3,4.5
E1,08/09/01,Barnsley,Stockport,2,2,D,0,0,D,11192,B. Curson,12,9,8,5,0,0,2,4,12,13,4,0,0,0,0,0,0,0,,,,1.7,3.1,3.8,1.67,3.25,4.5,1.67,3.25,4.75,1.73,3.5,4,1.66,3.3,4.5
E1,08/09/01,Birmingham,Sheffield Weds,2,0,H,1,0,H,19421,F. G. Stretton,7,11,6,5,0,0,11,7,14,15,3,1,0,5,0,1,0,75,,,,1.6,3.3,4,1.5,3.4,6,1.53,3.4,6,1.57,3.6,5,1.53,3.4,5.5
E1,08/09/01,Burnley,Rotherham,3,0,H,0,0,D,14820,M. R. Warren,6,12,4,6,0,2,2,13,16,19,5,2,2,2,0,0,20,20,,,,1.45,3.5,5,1.5,3.4,6,1.57,3.4,5.5,1.53,3.5,5.5,1.57,3.3,5.5
E1,08/09/01,Coventry,Grimsby,0,1,A,0,0,D,14982,P. Armstrong,16,5,6,3,2,0,10,8,16,8,3,7,0,0,0,0,0,0,,,,1.6,3.2,4.2,1.67,3.25,4.5,1.57,3.4,5.5,1.67,3.5,4.33,1.61,3.3,5
E1,08/09/01,Crewe,Walsall,2,1,H,1,0,H,6809,M. Clattenburg,15,13,7,3,0,0,4,4,12,15,2,1,0,0,0,0,0,0,,,,2,2.9,3,2.2,3.25,2.75,2.1,3.25,3,2.1,3.4,2.88,2.1,3.3,2.87
E1,08/09/01,Crystal Palace,Millwall,1,3,A,1,1,D,21641,C. J. Foy,9,13,3,5,0,0,4,9,18,15,2,3,1,3,0,0,10,30,,,,1.9,3,3.1,2.1,3.2,3,2,3.25,3.25,1.83,3.4,3.6,2,3.2,3.2
E1,08/09/01,Norwich,Nott'm Forest,1,0,H,1,0,H,18061,L. E. Cable,10,16,3,3,0,0,3,9,16,16,2,2,0,2,0,0,0,20,,,,1.9,3,3.1,2,3.4,3,2,3.25,3.25,1.91,3.4,3.4,1.9,3.25,3.4
E1,08/09/01,Portsmouth,Gillingham,2,1,H,0,1,A,17224,M. D. Messias,12,12,7,6,1,1,10,5,15,13,2,3,2,1,0,0,20,10,,,,2,2.9,3,1.8,3.25,3.75,1.8,3.25,4,1.8,3.4,3.75,1.8,3.3,3.75
E1,08/09/01,Preston,Wolves,1,2,A,1,0,H,14381,P. Dowd,11,10,4,5,1,0,8,3,16,25,2,3,1,2,0,0,10,20,,,,2.1,2.9,2.9,2.37,3.2,2.6,2.5,3.2,2.5,2.6,3.25,2.38,2.5,3.1,2.5
E1,08/09/01,Sheffield United,Bradford,2,2,D,2,2,D,17394,M. R. Halsey,8,10,3,5,1,0,8,3,13,19,1,0,2,4,0,0,20,40,,,,2.4,2.9,2.4,2.4,3.25,2.5,2.4,3.2,2.6,2.5,3.2,2.5,2.5,3.1,2.5
E1,08/09/01,West Brom,Man City,4,0,H,1,0,H,23524,G. B. Frankland,12,7,6,6,0,0,1,6,19,13,0,6,2,2,0,0,20,20,,,,2.7,2.9,2.2,3,3.2,2.1,2.88,3.2,2.2,3.25,3.25,2,3,3.2,2.1
E1,09/09/01,Watford,Wimbledon,3,0,H,1,0,H,15466,M. S. Pike ,17,15,11,7,0,1,6,3,9,17,8,3,0,0,0,1,0,25,,,,2.1,2.9,2.9,1.91,3.2,3.5,1.8,3.25,4,1.8,3.4,3.75,1.83,3.3,3.6
E1,12/09/01,Wimbledon,Portsmouth,3,3,D,1,0,H,7138,D. J. Gallagher,17,17,11,8,1,0,5,5,17,5,3,0,0,3,1,0,25,30,,,,,,,,,,,,,,,,,,
E1,14/09/01,Bradford,Gillingham,5,1,H,1,0,H,14101,A. Bates,23,5,18,1,0,0,11,6,11,7,4,11,0,1,0,0,0,10,,,,1.5,3.4,4.7,1.61,3.25,5,1.57,3.4,5.5,,,,1.57,3.3,5.5
E1,15/09/01,Barnsley,Crewe,2,0,H,0,0,D,10976,M. Fletcher,14,6,4,2,0,0,2,3,10,5,3,5,0,0,0,0,0,0,,,,1.9,3,3.1,1.67,3.25,4.5,1.73,3.25,4.33,1.91,3.4,3.4,1.8,3.3,3.75
E1,15/09/01,Burnley,Walsall,5,2,H,2,0,H,14019,P. J. Prosser,17,12,13,7,0,0,10,7,13,14,2,3,0,1,0,0,0,10,,,,1.45,3.5,5,1.44,3.75,6,1.53,3.4,6,1.5,3.5,6,1.53,3.4,5.5
E1,15/09/01,Grimsby,Nott'm Forest,0,0,D,0,0,D,8746,M. A. Cooper,10,19,4,6,0,1,7,6,17,16,3,11,1,5,0,0,10,50,,,,1.9,3,3.1,2,3.4,3,2.1,3.25,3,1.91,3.4,3.4,2.2,3.2,2.8
E1,15/09/01,Man City,Birmingham,3,0,H,3,0,H,31714,J. T. Winter,22,5,7,3,1,0,7,6,21,20,4,5,2,0,0,0,20,0,,,,1.9,2.9,3.2,1.8,3.25,3.75,1.91,3.25,3.5,1.83,3.4,3.6,1.83,3.3,3.6
E1,15/09/01,Portsmouth,Crystal Palace,4,2,H,2,1,H,18149,D. R. Elleray,12,8,10,3,0,0,9,4,21,15,0,5,3,5,0,1,30,75,,,,2,2.9,3,1.73,3.4,4,1.83,3.3,3.75,1.8,3.4,3.75,1.8,3.3,3.75
E1,15/09/01,Preston,Millwall,1,0,H,1,0,H,11371,D. J. Gallagher,9,11,5,2,0,1,5,5,13,20,2,2,1,1,0,0,10,10,,,,1.9,3,3.1,2.1,3.2,3,2.2,3.2,2.8,2.25,3.25,2.75,2.3,3.25,2.62
E1,15/09/01,Rotherham,Norwich,1,1,D,0,0,D,6099,A. N. Butler,6,7,3,4,0,0,3,6,18,19,0,6,1,3,0,0,10,30,,,,2.35,3,2.35,2.75,3.2,2.25,2.75,3.2,2.3,2.75,3.25,2.25,2.6,3.1,2.4
E1,15/09/01,Sheffield United,Coventry,0,1,A,0,0,D,16168,M. S. Pike,11,12,5,5,0,0,2,10,7,15,2,2,1,2,0,0,10,20,,,,2.3,2.9,2.5,2.2,3.25,2.75,2.3,3.2,2.75,2.25,3.25,2.75,2.3,3,2.8
E1,15/09/01,Watford,West Brom,1,2,A,0,1,A,15726,C. R. Wilkes,12,11,3,5,0,1,6,3,18,16,3,1,3,4,0,1,30,65,,,,1.8,3,3.5,1.67,3.25,4.5,1.67,3.4,4.5,1.67,3.5,4.33,1.72,3.4,4
E1,15/09/01,Wimbledon,Sheffield Weds,1,1,D,0,1,A,6590,P. Rejer,12,13,10,5,0,1,5,5,4,9,5,5,0,2,0,0,0,20,,,,2,2.9,3,1.67,3.4,4.33,1.8,3.25,4,1.83,3.4,3.6,1.8,3.4,3.6
E1,15/09/01,Wolves,Stockport,2,2,D,0,1,A,20742,P. Taylor,20,4,7,2,3,0,19,1,15,18,2,1,0,6,0,0,0,60,,,,1.45,3.5,5,1.4,3.75,7,1.44,3.75,6.5,1.44,3.75,6.5,1.5,3.6,5.5
E1,17/09/01,Nott'm Forest,Rotherham,2,0,H,2,0,H,15632,R. J. Beeby,16,5,7,2,1,0,7,2,5,10,4,0,1,1,0,0,10,10,,,,1.65,3.2,3.9,1.57,3.5,5,1.55,3.4,5.75,1.62,3.6,4.5,1.57,3.3,5.5
E1,17/09/01,Sheffield Weds,Bradford,1,1,D,0,1,A,18012,R. Styles,10,10,4,5,0,1,7,5,19,13,2,2,2,1,0,0,20,10,,,,2.35,3,2.35,2.75,3.2,2.25,2.75,3.25,2.25,2.75,3.25,2.25,2.6,3.1,2.4
E1,18/09/01,Birmingham,Burnley,2,3,A,2,2,D,18426,S. W. Mathieson,11,8,7,6,0,0,12,5,5,10,1,1,1,3,0,0,10,30,,,,1.9,2.9,3.2,1.91,3.25,3.4,1.8,3.25,4,2,3.5,3,1.8,3.3,3.75
E1,18/09/01,Crewe,Wimbledon,0,4,A,0,1,A,5563,F. G. Stretton,11,23,4,14,0,1,1,2,8,15,2,0,0,0,0,0,0,0,,,,2.3,2.9,2.5,2.5,3.25,2.4,2.4,3.2,2.6,2.38,3.4,2.5,2.5,3.1,2.5
E1,18/09/01,Crystal Palace,Grimsby,5,0,H,2,0,H,13970,P. J. Prosser,20,6,9,1,2,1,7,2,12,10,8,5,1,0,0,0,10,0,,,,2,3,2.9,2.2,3.2,2.8,2.1,3.25,3,2.1,3.4,2.88,2,3.2,3.2
E1,18/09/01,Gillingham,Wolves,2,3,A,0,2,A,8966,P. Walton,21,18,6,8,1,1,3,7,12,25,0,3,1,0,1,0,35,0,,,,2.35,3,2.35,2.6,3.2,2.37,2.62,3.2,2.38,2.75,3.4,2.2,2.6,3.1,2.4
E1,18/09/01,Millwall,Barnsley,3,1,H,0,1,A,10021,W. M. Jordan,11,12,6,5,0,0,8,4,16,19,6,4,3,2,0,0,30,20,,,,1.8,3,3.5,1.91,3.25,3.4,2,3.25,3.25,1.91,3.4,3.4,1.72,3.4,4
E1,18/09/01,Norwich,Watford,3,1,H,2,1,H,17885,B. Knight,10,12,7,6,0,0,5,2,18,20,7,1,1,1,0,0,10,10,,,,2.2,2.9,2.7,2.1,3.2,3,2.2,3.2,2.88,2.1,3.4,2.88,2.1,3.2,3
E1,18/09/01,Stockport,Sheffield United,1,2,A,0,2,A,5137,A. R. Hall,6,6,2,4,0,0,4,3,24,12,0,4,2,1,0,0,20,10,,,,2.3,2.8,2.6,2.37,3.2,2.6,2.38,3.2,2.62,2.38,3.2,2.62,2.3,3.1,2.75
E1,18/09/01,Walsall,Portsmouth,0,0,D,0,0,D,6153,M. Ryan,10,7,6,4,0,1,3,6,11,9,1,2,0,1,0,0,0,10,,,,2.2,2.9,2.7,2.6,3.2,2.37,2.62,3.2,2.38,2.75,3.25,2.25,2.62,3.1,2.37
E1,18/09/01,West Brom,Preston,2,0,H,1,0,H,18289,C. J. Foy,10,14,6,7,1,1,5,11,11,12,1,2,0,1,0,0,0,10,,,,1.7,3.1,3.8,1.73,3.4,4,1.73,3.4,4.2,1.73,3.5,4,1.66,3.3,4.5
E1,19/09/01,Coventry,Man City,4,3,H,2,1,H,18804,R. D. Furnandiz,9,11,7,4,0,1,5,9,11,8,2,7,3,2,0,0,30,20,,,,2.2,3,2.6,2.4,3.25,2.5,2.4,3.2,2.6,2.62,3.2,2.38,2.5,3.1,2.5
E1,20/09/01,Nott'm Forest,Bradford,1,0,H,0,0,D,28546,M. J. Jones,11,11,6,6,0,0,7,7,7,21,4,3,2,3,0,1,20,55,,,,2.35,3,2.35,2.5,3.25,2.4,2.62,3.2,2.38,2.62,3.2,2.38,2.5,3.1,2.5
E1,21/09/01,Walsall,Wolves,0,3,A,0,3,A,8327,G. Poll,8,11,3,5,0,0,8,2,16,22,4,1,1,0,0,0,10,0,,,,2.7,2.9,2.2,3,3.2,2.1,2.75,3.25,2.25,2.8,3.25,2.2,3,3.2,2.1
E1,22/09/01,Coventry,Portsmouth,2,0,H,1,0,H,18303,H. M. Webb,17,7,6,5,0,0,7,5,10,10,1,4,1,1,0,0,10,10,,,,1.85,3,3.3,2,3.4,3,2,3.25,3.25,2,3.5,3,2,3.3,3.1
E1,22/09/01,Crewe,Watford,1,0,H,1,0,H,6507,P. S. Danson,10,11,4,7,0,0,7,5,12,14,4,0,2,2,0,0,20,20,,,,2.35,3,2.35,2.5,3.25,2.4,2.62,3.2,2.38,2.62,3.4,2.25,2.62,3.25,2.3
E1,22/09/01,Crystal Palace,Barnsley,1,0,H,0,0,D,15433,B. Knight,14,6,4,4,1,0,4,0,19,19,7,8,1,0,0,0,10,0,,,,1.9,3,3.1,2,3.4,3,1.85,3.25,3.75,1.91,3.4,3.4,1.8,3.3,3.75
E1,22/09/01,Gillingham,Rotherham,2,1,H,1,0,H,7688,D. R. Crick,12,12,7,7,0,1,2,6,9,18,2,1,0,0,0,0,0,0,,,,1.7,3.1,3.8,1.61,3.5,4.5,1.7,3.4,4.33,1.73,3.5,4,1.72,3.4,4
E1,22/09/01,Millwall,Sheffield United,2,0,H,1,0,H,12276,P. Dowd,17,17,6,6,1,0,5,2,31,27,1,1,1,2,0,0,10,20,,,,2,2.9,3,2,3.2,3.2,2.2,3.2,2.88,2,3.25,3.25,1.9,3.1,3.6
E1,22/09/01,Norwich,Burnley,2,1,H,1,0,H,19849,P. E. Alcock,17,22,5,4,1,0,5,7,12,18,8,0,0,4,0,0,0,40,,,,2.3,2.9,2.5,2.2,3.25,2.75,2.3,3.2,2.75,2.25,3.25,2.75,2.2,3.2,2.8
E1,22/09/01,Sheffield Weds,Man City,2,6,A,1,2,A,25731,R. Pearson,9,16,4,8,0,0,5,1,10,12,1,2,2,3,0,0,20,30,,,,2.6,3,2.2,2.75,3.25,2.2,2.75,3.25,2.25,2.75,3.4,2.2,2.75,3.2,2.25
E1,22/09/01,Stockport,Grimsby,3,3,D,2,1,H,7834,P. J. Joslin,14,18,6,9,0,0,7,4,7,7,4,2,0,0,0,0,0,0,,,,2.2,2.9,2.7,2.37,3.2,2.6,2.4,3.2,2.6,2.38,3.25,2.6,2.3,3.25,2.62
E1,22/09/01,West Brom,Wimbledon,0,1,A,0,0,D,19122,P. R. Richards,21,5,9,3,0,0,8,1,6,10,3,3,0,2,0,1,0,45,,,,1.8,3,3.5,1.8,3.25,3.75,1.91,3.25,3.5,1.73,3.5,4,1.8,3.4,3.6
E1,23/09/01,Birmingham,Preston,0,1,A,0,0,D,23004,A. Bates,14,4,6,1,1,0,6,6,8,18,3,7,2,0,0,0,20,0,,,,1.55,3.3,4.5,1.61,3.5,4.5,1.53,3.4,6,1.57,3.6,5,1.5,3.4,6
E1,25/09/01,Barnsley,Coventry,1,1,D,0,0,D,11692,S. J. Baines,5,10,1,4,0,0,7,3,12,10,3,7,0,1,0,0,0,10,,,,2.4,3,2.3,2.75,3.2,2.25,2.62,3.2,2.38,2.62,3.4,2.25,2.62,3.25,2.3
E1,25/09/01,Bradford,Stockport,2,4,A,1,1,D,12940,G. Laws,15,13,8,8,0,0,10,2,12,21,6,2,0,0,0,0,0,0,,,,1.5,3.4,4.7,1.44,3.6,6.5,1.4,3.75,7.5,1.4,4,6.5,1.44,3.6,6.5
E1,25/09/01,Burnley,Crewe,3,3,D,0,2,A,13964,C. H. Webster,20,11,12,7,0,1,9,1,20,11,2,4,1,1,0,0,10,10,,,,1.4,3.6,5.5,1.44,3.6,6.5,1.5,3.5,6,1.44,3.75,6.5,1.5,3.4,6
