Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Attendance,Referee,HS,AS,HST,AST,HHW,AHW,HC,AC,HF,AF,HO,AO,HY,AY,HR,AR,HBP,ABP,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA
SC0,23/09/00,St Mirren,St Johnstone,0,1,A,0,1,A,4519,Alan Freeland,8,14,1,5,0,1,0,1,17,13,3,2,2,2,0,0,20,20,2.7,3.15,2.3,2.4,2.9,2.4,2.75,3.2,2.25,2.63,3.2,2.38,2.75,3.2,2.25
SC0,24/09/00,Hearts,Kilmarnock,0,2,A,0,1,A,10379,Kenny Clark,9,9,3,2,0,0,3,9,12,19,3,2,2,1,0,0,20,10,1.85,3.2,3.7,1.7,3.1,3.8,1.8,3.25,3.75,1.8,3.3,3.8,1.83,3.2,3.75
SC0,30/09/00,Dundee,Kilmarnock,0,0,D,0,0,D,6170,Bobby Orr,5,10,3,4,0,0,7,6,10,11,6,3,0,0,1,0,25,0,2.2,3.05,2.9,2.2,2.9,2.7,2.25,3.2,2.75,2.3,3.2,2.7,2.2,3.25,2.75
SC0,30/09/00,St Johnstone,Hibernian,0,3,A,0,2,A,5464,Hugh Dallas,6,12,2,5,0,0,6,4,13,11,1,3,3,1,1,0,55,10,2.45,3.15,2.45,2.4,2.9,2.4,2.8,3.2,2.2,2.63,3.2,2.38,2.5,3.1,2.5
SC0,30/09/00,St Mirren,Dunfermline,2,1,H,2,0,H,5002,John Fleming,12,10,5,4,0,0,4,3,7,9,1,0,1,1,0,1,10,35,2.35,3.15,2.4,2.4,2.9,2.4,2.35,3.2,2.6,2.38,3.2,2.63,2.37,3.1,2.62
SC0,01/10/00,Aberdeen,Celtic,1,1,D,1,0,H,18239,Michael McCurry,8,7,4,3,0,0,4,3,23,23,5,3,3,3,0,1,30,55,5.7,3.75,1.45,5,3.5,1.45,7,3.75,1.4,7,4,1.4,6.5,3.6,1.44
SC0,01/10/00,Hearts,Motherwell,3,0,H,2,0,H,10460,Willie Young,15,4,6,0,0,0,5,0,15,13,2,3,2,2,0,1,20,45,1.63,3.5,4.1,1.65,3.2,3.8,1.65,3.4,4.3,1.73,3.25,4.33,1.66,3.4,4.33
SC0,01/10/00,Rangers,Dundee United,3,0,H,2,0,H,44324,John Rowbotham,23,9,14,5,0,1,14,4,7,11,7,0,0,3,0,1,0,55,1.15,6.2,11,1.1,7,14,1.15,5.5,15,1.14,6,13,1.14,6,12
SC0,14/10/00,Aberdeen,Dundee,0,2,A,0,1,A,14750,David Somers,16,10,7,4,0,0,8,6,7,9,3,5,3,3,1,1,55,55,2.1,3.25,2.9,1.9,2.9,3.2,2.1,3.4,2.8,2.2,3.25,2.8,2.2,3.25,2.75
SC0,14/10/00,Celtic,St Mirren,2,0,H,1,0,H,60002,George Clyde,28,6,13,3,0,0,10,0,14,16,0,1,1,0,0,0,10,0,1.1,6.4,12,1.15,5.5,11,1.17,5.5,12,1.17,5.5,13,1.14,5.5,15
SC0,14/10/00,Dundee United,Hearts,0,4,A,0,3,A,7016,Stuart Dougal,7,10,1,7,1,0,4,8,12,15,2,3,1,1,0,0,10,10,,,,3,2.9,2,3,3.2,2.1,3,3.25,2.1,3.4,3.25,1.9
SC0,14/10/00,Hibernian,Rangers,1,0,H,1,0,H,14523,Kenny Clark,12,11,3,5,1,0,3,4,27,18,0,2,2,4,0,1,20,65,5,3.45,1.6,3.5,3,1.8,4,3.4,1.7,5,3.4,1.62,4.5,3.3,1.66
SC0,14/10/00,Kilmarnock,Dunfermline,2,1,H,1,1,D,6436,Gary Mitchell,14,3,6,2,0,0,4,2,8,11,3,2,0,5,0,0,0,50,1.61,3.4,4.45,1.65,3.1,4,1.55,3.5,5,1.57,3.4,5.5,1.57,3.5,5
SC0,14/10/00,Motherwell,St Johnstone,4,0,H,2,0,H,4483,C Conner,8,6,5,2,0,0,6,9,18,6,9,1,3,0,1,0,55,0,2.3,3.05,2.65,2.4,2.9,2.4,2.4,3.25,2.5,2.5,3.2,2.5,2.5,3.1,2.5
SC0,17/10/00,St Johnstone,Celtic,0,2,A,0,1,A,8946,John Rowbotham,3,12,2,4,0,0,1,5,18,12,2,3,6,2,1,0,85,20,8,3.9,1.35,5,3.5,1.45,,,,7.5,4,1.36,8,3.75,1.36
SC0,21/10/00,Aberdeen,Dunfermline,0,0,D,0,0,D,11993,John Rowbotham,16,13,4,5,2,2,6,4,5,12,1,7,0,1,0,0,0,10,1.8,3.2,3.8,1.8,3,3.5,1.7,3.2,4.3,1.8,3.25,4,1.8,3.3,3.75
SC0,21/10/00,Celtic,Dundee United,2,1,H,1,0,H,59427,John Underhill,10,4,3,1,1,0,12,2,7,9,0,2,0,1,0,0,0,10,1.11,6,12,1.1,7,14,1.15,5.5,15,1.14,6,13,1.14,6,12
SC0,21/10/00,Dundee,Motherwell,1,2,A,1,2,A,7344,John Fleming,9,14,4,7,0,0,6,6,15,26,5,1,2,3,0,0,20,30,1.77,3.25,3.8,1.8,3,3.5,1.65,3.6,4,1.67,3.5,4.33,1.66,3.4,4.33
SC0,21/10/00,Kilmarnock,St Mirren,2,1,H,0,1,A,7861,Michael McCurry,16,4,9,1,1,1,7,2,9,17,0,3,3,4,0,0,30,40,1.47,3.6,5.3,1.55,3.3,4.5,1.5,3.4,6,1.53,3.4,6,1.53,3.4,5.5
SC0,22/10/00,Hibernian,Hearts,6,2,H,2,1,H,12926,Hugh Dallas,18,7,10,4,0,0,6,2,13,17,3,1,0,0,0,0,0,0,1.85,3.2,3.5,2.1,2.9,2.9,1.8,3.25,3.75,1.91,3.25,3.5,1.9,3.25,3.4
SC0,22/10/00,St Johnstone,Rangers,2,1,H,1,0,H,9200,Alan Freeland,11,13,6,3,0,0,7,5,15,12,3,5,3,2,0,0,30,20,6,3.5,1.45,4.7,3.4,1.5,7,3.75,1.4,7.5,3.75,1.4,7.5,3.6,1.4
SC0,28/10/00,Dundee United,Hibernian,0,1,A,0,0,D,8042,John Rowbotham,13,8,5,4,0,0,7,5,20,8,1,1,3,0,0,0,30,0,4.2,3.1,1.75,3.6,3.2,1.7,4,3.6,1.65,4.33,3.5,1.67,4.33,3.4,1.66
SC0,28/10/00,Dunfermline,Dundee,1,0,H,0,0,D,6397,Michael McCurry,8,5,4,2,0,0,3,3,16,10,4,4,2,1,0,0,20,10,2.6,3,2.45,2.4,2.9,2.4,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.25,2.4
SC0,28/10/00,Hearts,St Johnstone,0,3,A,0,0,D,12883,George Clyde,10,8,4,6,0,0,3,3,10,16,3,4,1,0,0,0,10,0,1.8,3.4,3.6,1.65,3.2,3.8,1.7,3.4,4,1.75,3.4,4,1.8,3.3,3.75
SC0,28/10/00,Rangers,Kilmarnock,0,3,A,0,2,A,49569,John Underhill,3,8,1,5,0,0,8,2,8,15,7,4,0,1,0,0,0,10,1.3,4,7.5,1.3,4,7,1.3,4,8,1.29,4.5,8.5,1.3,4.33,8
SC0,28/10/00,St Mirren,Aberdeen,2,0,H,1,0,H,5763,Stuart Dougal,8,11,3,5,0,1,3,6,6,7,3,1,1,0,0,0,10,0,2.45,3.15,2.55,2.3,2.9,2.5,2.6,3.4,2.25,2.5,3.2,2.5,2.4,3.25,2.5
SC0,29/10/00,Motherwell,Celtic,3,3,D,1,1,D,10820,Hugh Dallas,10,17,3,9,0,0,6,6,26,10,2,3,3,0,0,0,30,0,5.6,3.4,1.53,4.7,3.4,1.5,7,4,1.35,7.5,3.75,1.4,7.5,3.6,1.4
SC0,04/11/00,Hearts,Aberdeen,3,0,H,1,0,H,12744,Tom Brown,24,6,12,3,1,1,11,8,11,9,4,3,0,0,0,0,0,0,1.8,3.3,3.8,1.6,3.3,4,1.8,3.25,3.75,1.85,3.25,3.75,1.8,3.3,3.75
SC0,04/11/00,Motherwell,Dundee United,2,1,H,1,0,H,6864,Alan Freeland,12,10,3,3,0,0,3,6,16,13,6,2,2,2,0,1,20,45,1.55,3.4,5.5,1.45,3.5,5,1.5,3.6,5.5,1.57,3.5,5,1.57,3.5,5
SC0,04/11/00,Rangers,St Mirren,7,1,H,4,1,H,48795,Bobby Orr,23,6,9,3,0,0,4,5,6,8,3,2,1,1,0,0,10,10,1.25,4.3,11,1.25,4.3,8,1.3,4,8,1.25,5,8.5,1.25,4.5,10
SC0,04/11/00,St Johnstone,Dunfermline,0,2,A,0,0,D,4287,Kenny Clark,10,8,2,3,0,2,5,3,14,12,1,4,2,1,0,0,20,10,1.7,3.25,4.4,1.6,3.2,4.2,1.8,3.25,3.75,1.7,3.4,4.33,1.66,3.3,4.5
SC0,05/11/00,Dundee,Hibernian,1,2,A,1,1,D,6604,Douglas McDonald,13,15,7,8,0,0,6,8,13,21,2,10,3,0,0,0,30,0,,,,3.2,2.9,1.9,3.4,3.25,1.9,3.4,3.25,1.95,3.25,3.4,1.9
SC0,05/11/00,Kilmarnock,Celtic,0,1,A,0,0,D,13417,Willie Young,4,11,2,6,0,0,7,4,12,7,2,4,2,2,0,0,20,20,4.4,3.35,1.7,3.3,3,1.85,4.5,3.5,1.6,4.5,3.4,1.67,4.33,3.4,1.66
SC0,11/11/00,Dundee United,Dundee,0,2,A,0,1,A,11454,Hugh Dallas,12,8,4,6,0,0,7,8,22,7,10,4,4,2,0,0,40,20,3.3,3,2,3,2.9,2,2.75,3.25,2.2,3,3.4,2.1,2.87,3.1,2.2
SC0,11/11/00,Dunfermline,Motherwell,1,2,A,1,0,H,4488,John Underhill,9,12,5,6,1,1,5,6,7,14,1,1,3,2,0,0,30,20,2.1,3,3.2,2.1,2.9,2.9,2.4,3.25,2.5,2.2,3.25,2.8,2.3,3.25,2.62
SC0,11/11/00,Hibernian,Kilmarnock,1,1,D,1,0,H,12588,David Somers,,,,,,,,,,,0,0,1,1,0,0,10,10,1.75,3.2,4,1.75,3.1,3.6,1.57,3.5,5,1.62,3.6,4.5,1.61,3.5,4.5
SC0,11/11/00,St Mirren,Hearts,1,2,A,0,1,A,5328,John Rowbotham,4,9,3,3,1,1,4,12,17,14,1,1,0,3,0,0,0,30,2.7,2.8,2.5,2.9,2.9,2.1,2.5,3.5,2.25,2.88,3.3,2.1,2.75,3.25,2.2
SC0,12/11/00,Aberdeen,Rangers,1,2,A,1,1,D,18359,Michael McCurry,11,8,7,4,0,0,3,5,16,11,3,7,2,3,1,0,45,30,5.25,3.55,1.5,5,3.5,1.45,6,3.4,1.5,6.5,4,1.4,7,3.75,1.4
SC0,12/11/00,Celtic,St Johnstone,4,1,H,3,0,H,60000,Kevin Toner,19,6,9,2,0,0,7,3,9,8,5,2,0,1,0,0,0,10,1.25,4.8,8.5,1.2,4.7,9,1.2,5,11,1.2,5.5,10,1.2,5,11
SC0,18/11/00,Celtic,Hearts,6,1,H,4,1,H,59813,Stuart Dougal,23,7,13,4,0,0,8,5,7,24,1,2,1,4,0,0,10,40,1.25,4.5,9.5,1.3,4,7,1.25,5,8,1.25,5,9,1.22,5,9
SC0,18/11/00,Dundee,St Mirren,5,0,H,1,0,H,6333,George Clyde,17,15,12,6,1,3,2,6,8,7,1,9,1,1,0,0,10,10,1.6,3.4,5.2,1.6,3.2,4.2,1.6,3.5,4.5,1.57,3.6,5,1.57,3.5,5
SC0,18/11/00,Dunfermline,Rangers,0,0,D,0,0,D,11751,Douglas McDonald,6,12,3,5,0,1,4,8,12,15,3,1,0,0,0,0,0,0,6,3.4,1.5,4.7,3.4,1.5,7,3.75,1.4,8,3.8,1.36,8,3.75,1.36
SC0,18/11/00,Hibernian,Aberdeen,0,2,A,0,0,D,10995,Willie Young,12,11,5,8,0,1,6,4,15,8,2,3,0,0,0,0,0,0,1.4,3.7,6.8,1.35,3.8,6.2,1.28,4.5,8,1.4,3.75,7.5,1.4,3.6,7.5
SC0,18/11/00,Motherwell,Kilmarnock,1,2,A,1,1,D,6571,Eric Martindale,23,19,11,6,1,0,7,5,15,19,9,1,3,3,0,0,30,30,2.6,3.2,2.3,2.4,2.9,2.4,2.6,3.2,2.35,2.5,3.2,2.5,2.5,3.25,2.4
SC0,18/11/00,St Johnstone,Dundee United,1,0,H,0,0,D,4295,Gary Mitchell,12,5,3,1,0,0,9,1,14,15,3,2,3,2,0,1,30,45,1.5,3.4,5.8,1.45,3.5,5,1.55,3.75,4.5,1.5,3.5,6,1.53,3.4,5.5
SC0,25/11/00,Aberdeen,Motherwell,3,3,D,1,2,A,12324,Hugh Dallas,21,9,12,6,0,0,10,2,12,19,4,8,1,2,0,0,10,20,2.25,3.1,2.8,2.3,2.9,2.5,2.25,3.5,2.5,2.25,3.25,2.75,2.25,3.2,2.75
SC0,25/11/00,Dundee United,Dunfermline,3,2,H,2,0,H,6012,John Fleming,8,4,5,3,0,0,3,3,14,10,3,5,2,5,1,2,45,100,2.65,3.35,2.25,3.1,3,1.9,2.5,3.2,2.5,2.75,3.25,2.25,2.75,3.2,2.25
SC0,25/11/00,Hearts,Dundee,3,1,H,0,1,A,11539,Alan Freeland,14,5,8,2,0,0,5,2,16,12,9,2,4,1,0,0,40,10,1.9,3.4,3.2,1.8,3,3.5,1.91,3.5,3.2,1.91,3.4,3.4,1.9,3.4,3.25
SC0,25/11/00,Kilmarnock,St Johnstone,0,2,A,0,0,D,6330,John Rowbotham,11,5,6,2,0,0,6,1,6,11,3,0,2,2,0,0,20,20,1.65,3.4,4.5,1.6,3.2,4.2,1.44,4,5.5,1.62,3.4,5,1.66,3.6,4
SC0,25/11/00,St Mirren,Hibernian,1,1,D,0,1,A,5255,Michael McCurry,8,9,3,4,0,0,11,1,8,8,4,1,2,2,0,0,20,20,3.8,3.3,1.8,3.6,3.1,1.75,3.5,3.5,1.8,3.75,3.3,1.83,4,3.3,1.72
SC0,26/11/00,Rangers,Celtic,5,1,H,1,0,H,50083,Kenny Clark,14,5,8,3,1,0,6,2,16,14,0,0,3,4,0,1,30,65,2.3,3.2,2.7,2.2,2.9,2.7,2.37,3.2,2.6,2.38,3.2,2.63,2.37,3.1,2.62
