Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA
SC3,24/08/13,Annan Athletic,Albion Rvs,1,1,D,0,0,D,2.7,3.6,2.4,2.7,3.5,2.2,2.4,3.2,2.4,2.62,3.5,2.2,2.74,3.62,2.54,2.62,3.5,2.2,2.63,3.4,2.4,2.7,3.6,2.4,27,2.75,2.62,3.6,3.35,2.5,2.37,15,1.65,1.59,2.38,2.28,13,0,2.08,2.04,1.84,1.81
SC3,24/08/13,Clyde,Queens Park,3,0,H,0,0,D,2.5,3.6,2.6,2.45,3.5,2.4,2.5,3,2.5,2.5,3.5,2.25,2.76,3.61,2.52,2.5,3.4,2.3,2.5,3.5,2.4,2.6,3.6,2.5,27,2.68,2.54,3.6,3.36,2.61,2.43,15,1.67,1.6,2.34,2.26,13,0.25,1.75,1.69,2.25,2.2
SC3,24/08/13,Montrose,Berwick,1,1,D,0,0,D,2.7,3.6,2.4,2.5,3.4,2.4,2.5,3.2,2.3,2.37,3.5,2.37,2.8,3.7,2.45,2.4,3.4,2.4,2.6,3.6,2.38,2.75,3.6,2.4,27,2.8,2.59,3.6,3.35,2.45,2.39,15,1.57,1.51,2.6,2.45,13,0,2.09,2.03,1.87,1.82
SC3,24/08/13,Peterhead,Elgin,2,2,D,0,1,A,1.62,4.2,4.75,1.65,3.7,4.2,1.7,3.4,3.9,1.61,3.6,4.33,1.66,4.01,5.43,1.67,3.8,5,1.62,3.75,4.8,1.62,4,5.2,27,1.7,1.62,4.2,3.73,5.2,4.63,20,1.83,1.75,2.1,2.04,13,-0.75,1.89,1.82,2.09,2.02
SC3,24/08/13,Stirling,East Stirling,1,3,A,0,2,A,1.73,4,4.2,1.7,3.75,3.9,1.9,3.3,3.3,1.72,3.5,3.75,1.75,4.13,4.51,1.8,3.5,3.5,1.67,3.6,4.5,1.73,4,4.4,26,1.9,1.72,4,3.64,4.5,4.06,15,1.53,1.49,2.63,2.51,12,-0.5,1.76,1.71,2.23,2.17
SC3,31/08/13,Albion Rvs,Montrose,0,2,A,0,1,A,1.57,4.2,4.5,1.6,3.8,4.6,1.6,3.5,4.5,1.53,4,4.5,1.714,4.15,4.75,1.5,4,4.8,1.57,4,4.8,1.62,4.2,5,28,1.73,1.6,4.2,3.86,5,4.65,16,1.67,1.59,2.38,2.26,14,-1,2.18,2.1,1.79,1.75
SC3,31/08/13,Berwick,Annan Athletic,4,2,H,3,2,H,1.91,3.6,3.4,1.9,3.6,3.3,2.1,3.2,2.9,2,3.6,2.87,2.18,3.72,3.24,1.95,3.6,3,2,3.5,3.25,2.1,3.6,3.4,28,2.2,2.03,3.6,3.42,3.55,3.19,16,1.66,1.57,2.5,2.32,13,-0.5,2.13,2.07,1.84,1.78
SC3,31/08/13,East Stirling,Peterhead,1,4,A,1,0,H,2.63,3.6,2.3,2.7,3.5,2.2,2.5,3.2,2.3,2.7,3.6,2.1,2.99,3.63,2.35,2.7,3.5,2.15,2.88,3.5,2.2,2.88,3.6,2.3,28,3,2.8,3.6,3.4,2.5,2.23,16,1.67,1.6,2.38,2.25,10,0.25,1.9,1.83,2.07,1.99
SC3,31/08/13,Elgin,Clyde,1,0,H,0,0,D,2,3.5,3.2,1.85,3.4,3.6,2.1,3.2,2.9,2,3.6,2.87,1.99,3.84,3.67,2.1,3.5,2.75,1.95,3.5,3.5,2,3.5,3.7,28,2.1,1.98,3.6,3.45,3.7,3.31,16,1.6,1.56,2.45,2.35,14,-0.5,2.01,1.96,1.92,1.88
SC3,31/08/13,Queens Park,Stirling,0,2,A,0,0,D,2.7,3.5,2.3,2.55,3.5,2.3,2.5,3.2,2.3,2.37,3.5,2.37,3.01,3.6,2.35,2.88,3.6,2.3,2.8,3.3,2.3,2.88,3.6,2.38,28,3,2.7,3.6,3.34,2.45,2.32,16,1.68,1.57,2.4,2.32,12,0,2.2,2.12,1.79,1.74
SC3,14/09/13,Albion Rvs,Berwick,0,2,A,0,0,D,2.2,3.6,3,2,3.5,3.1,2.2,3.2,2.7,1.9,3.5,3.2,2.22,3.65,3.22,2.38,3.2,3,2.2,3.5,2.88,2.3,3.6,3,28,2.32,2.14,3.6,3.4,3.35,2.97,16,1.63,1.57,2.48,2.32,14,-0.25,2.01,1.93,1.96,1.91
SC3,14/09/13,Clyde,East Stirling,1,2,A,0,0,D,2.4,3.75,2.63,2.45,3.4,2.45,2.3,3.2,2.5,2.37,3.5,2.37,2.62,3.67,2.63,2.5,3.2,2.8,2.4,3.5,2.6,2.45,3.7,2.7,28,2.63,2.41,3.75,3.39,2.7,2.57,16,1.62,1.58,2.42,2.3,13,0,1.92,1.83,2.06,2.01
SC3,14/09/13,Elgin,Montrose,3,3,D,0,1,A,2.1,3.6,3.2,2,3.4,3.2,2.1,3.2,2.9,1.9,3.5,3.2,2.17,3.79,3.22,2.25,3.75,2.88,2.1,3.5,3,2.25,3.6,3,28,2.3,2.13,3.75,3.43,3.2,2.96,16,1.57,1.5,2.75,2.49,13,-0.5,2.25,2.21,1.71,1.68
SC3,14/09/13,Peterhead,Queens Park,2,1,H,1,1,D,1.5,4.5,5.75,1.45,4.1,5.75,1.45,3.8,5.4,1.44,4,5.5,1.521,4.51,6.41,1.53,4,6,1.44,4.33,6,1.5,4.5,6.5,29,1.5,1.47,4.5,4.15,6.5,5.73,18,1.7,1.61,2.4,2.24,14,-1,1.9,1.82,2.09,2.01
SC3,14/09/13,Stirling,Annan Athletic,0,2,A,0,1,A,2,3.9,3.25,1.9,3.5,3.4,1.9,3.3,3.3,1.83,3.5,3.4,2.06,3.71,3.56,2.15,3.2,3.5,1.95,3.5,3.4,2.1,3.6,3.4,28,2.15,1.97,3.9,3.45,3.5,3.31,16,1.65,1.59,2.38,2.28,14,-0.5,2.06,2,1.89,1.83
SC3,21/09/13,Annan Athletic,Clyde,1,2,A,1,1,D,1.7,4,4,1.75,3.6,3.8,1.7,3.4,3.9,1.72,3.5,3.75,1.775,3.9,4.64,1.83,3.6,4.2,1.73,3.75,4,1.75,4,4.4,27,1.83,1.74,4,3.61,4.45,3.97,16,1.67,1.61,2.3,2.24,12,-0.5,1.82,1.77,2.14,2.09
SC3,21/09/13,Berwick,Stirling,1,1,D,0,0,D,2,3.6,3.2,2,3.5,3.1,2,3.3,3,2.05,3.5,2.87,2.1,3.71,3.45,2.2,3.5,3.1,2.05,3.5,3.2,2.15,3.6,3.3,27,2.2,2.05,3.6,3.42,3.35,3.1,16,1.6,1.54,2.5,2.37,13,-0.25,1.89,1.83,2.06,2.02
SC3,21/09/13,East Stirling,Albion Rvs,1,4,A,0,3,A,2.63,3.6,2.3,2.45,3.5,2.4,2.2,3.2,2.7,2.37,3.5,2.37,3.01,3.69,2.31,2.62,3.4,2.6,2.63,3.4,2.4,2.7,3.75,2.4,27,2.75,2.54,3.6,3.35,2.7,2.44,16,1.6,1.54,2.55,2.37,13,0,2.06,2.01,1.88,1.83
SC3,21/09/13,Montrose,Peterhead,2,1,H,1,1,D,3.4,3.6,1.91,3.4,3.5,1.9,3.3,3.3,1.9,3.2,3.5,1.9,3.37,3.62,2.16,3.3,3.5,2.1,3.3,3.6,1.95,3.5,3.6,2.05,27,3.65,3.25,3.6,3.45,2.1,1.98,16,1.75,1.67,2.24,2.12,13,0.5,1.87,1.82,2.06,2.02
SC3,21/09/13,Queens Park,Elgin,3,3,D,2,3,A,2.5,3.5,2.4,2.4,3.5,2.45,2.3,3.2,2.5,2.37,3.5,2.37,2.71,3.66,2.54,2.7,3.1,2.7,2.5,3.4,2.5,2.7,3.5,2.55,27,2.75,2.5,3.5,3.32,2.62,2.49,16,1.55,1.5,2.66,2.48,13,0,2.01,1.95,1.93,1.89
SC3,28/09/13,Albion Rvs,Peterhead,1,2,A,0,1,A,2.55,3.75,2.45,2.5,3.4,2.4,2.4,3.2,2.4,2.37,3.5,2.37,2.57,3.69,2.66,2.62,3.3,2.62,2.5,3.4,2.5,2.55,3.7,2.6,29,2.7,2.5,3.75,3.35,2.66,2.5,17,1.65,1.59,2.4,2.28,12,0,1.94,1.9,1.98,1.94
SC3,28/09/13,Clyde,Montrose,0,3,A,0,0,D,2.6,3.75,2.4,2.35,3.6,2.45,2.4,3.2,2.4,2.25,3.4,2.6,2.67,3.7,2.56,2.62,3.3,2.62,2.6,3.4,2.5,2.62,3.7,2.5,29,2.67,2.53,3.75,3.37,2.62,2.47,17,1.67,1.62,2.34,2.2,12,0,2,1.96,1.92,1.88
SC3,28/09/13,East Stirling,Berwick,1,0,H,1,0,H,3.1,3.75,2.1,2.95,3.4,2.1,2.7,3.2,2.2,2.37,3.5,2.37,3.22,3.81,2.16,2.8,3.5,2.2,3.13,3.6,2.05,3.2,3.8,2.1,29,3.22,2.96,3.81,3.49,2.38,2.11,17,1.57,1.5,2.62,2.47,12,0.25,2.06,2,1.91,1.85
SC3,28/09/13,Elgin,Stirling,4,0,H,2,0,H,2.5,3.6,2.55,2.45,3.5,2.4,2.4,3.2,2.4,2.37,3.5,2.37,2.58,3.77,2.61,2.6,3.4,2.6,2.5,3.5,2.5,2.55,3.75,2.55,29,2.6,2.48,3.77,3.39,2.7,2.51,17,1.57,1.51,2.55,2.45,12,0,1.95,1.91,1.96,1.93
SC3,28/09/13,Queens Park,Annan Athletic,2,5,A,0,3,A,3.25,3.6,2.1,2.7,3.5,2.2,2.5,3.2,2.3,2.6,3.5,2.2,3.19,3.83,2.17,3.1,3.4,2.25,3,3.4,2.2,3,3.8,2.2,29,3.25,2.92,3.83,3.4,2.3,2.18,17,1.57,1.5,2.62,2.47,11,0,2.37,2.28,1.7,1.65
SC3,12/10/13,Berwick,Elgin,2,3,A,2,0,H,2,3.75,3.4,1.9,3.6,3.25,1.85,3.3,3.4,1.83,3.5,3.4,,,,1.95,3.6,3.6,1.95,3.6,3.3,2,3.75,3.5,26,2,1.93,3.75,3.56,3.6,3.37,15,1.55,1.52,2.55,2.4,10,-0.5,2.01,1.98,1.86,1.84
SC3,12/10/13,Peterhead,Clyde,1,1,D,1,0,H,1.53,4.5,5.25,1.5,4.25,4.75,1.5,3.7,5,1.5,3.8,5,,,,1.57,4,5.5,1.5,4.33,5,1.533,4.5,5.5,26,1.57,1.51,4.5,4.14,5.55,5.13,15,1.62,1.53,2.6,2.39,11,-1,1.94,1.89,1.95,1.92
SC3,19/10/13,Albion Rvs,Elgin,0,0,D,0,0,D,2,3.5,3.2,2,3.5,3.1,2.2,3.2,2.7,1.9,3.5,3.2,2,3.91,3.58,2.1,3.6,3.2,2.05,3.5,3.2,2.1,3.6,3.3,31,2.2,2.02,3.6,3.4,3.4,3.14,18,1.6,1.53,2.5,2.39,16,-0.25,1.87,1.81,2.11,2.04
SC3,19/10/13,Berwick,Clyde,0,1,A,0,0,D,1.75,3.6,4,1.7,3.75,3.9,1.7,3.4,3.9,1.66,3.6,4,1.69,4.13,4.97,1.8,3.75,4.2,1.67,3.75,4.33,1.7,3.8,4.75,31,1.8,1.69,4,3.67,4.75,4.18,19,1.73,1.63,2.3,2.2,15,-0.5,1.77,1.72,2.24,2.16
SC3,19/10/13,East Stirling,Queens Park,1,1,D,0,0,D,1.73,4,4.2,1.65,3.7,4.33,1.75,3.4,3.7,1.57,3.75,4.5,1.81,4.12,4.17,1.8,3.75,4.2,1.73,3.8,4,1.75,4,4.1,31,1.8,1.71,4,3.75,4.5,3.98,17,1.5,1.45,2.82,2.62,16,-0.75,2.06,1.98,1.92,1.87
SC3,19/10/13,Stirling,Montrose,3,1,H,1,1,D,2.2,3.4,2.88,2.1,3.5,2.85,2.3,3.2,2.5,2.1,3.5,2.75,2.15,3.79,3.26,2.4,3.5,2.75,2.2,3.4,2.88,2.2,3.5,3.1,32,2.4,2.22,3.5,3.32,3.2,2.86,20,1.67,1.63,2.38,2.2,14,0,1.72,1.67,2.3,2.23
SC3,26/10/13,Clyde,Stirling,2,1,H,2,0,H,2.8,3.5,2.35,2.7,3.5,2.2,2.5,3.2,2.3,2.6,3.5,2.2,2.91,3.63,2.4,2.7,3.6,2.4,2.63,3.4,2.4,2.8,3.6,2.4,29,2.95,2.67,3.63,3.34,2.4,2.33,17,1.75,1.66,2.25,2.13,13,0,2.11,2.05,1.84,1.8
SC3,26/10/13,Elgin,Annan Athletic,2,3,A,2,1,H,2.4,3.5,2.75,2.35,3.4,2.55,2.3,3.2,2.5,2.2,3.5,2.6,2.39,3.77,2.84,2.4,3.5,2.75,2.4,3.4,2.6,2.55,3.5,2.7,29,2.5,2.38,3.77,3.42,2.88,2.6,16,1.53,1.49,2.65,2.51,13,-0.25,2.19,2.14,1.82,1.73
SC3,26/10/13,Montrose,East Stirling,2,0,H,1,0,H,2.1,3.6,3.2,2.15,3.5,2.75,2.2,3.2,2.7,2.25,3.5,2.5,2.12,3.86,3.34,2.25,3.6,2.9,2.1,3.5,3,2.15,3.6,3.3,29,2.25,2.1,3.86,3.43,3.34,2.95,17,1.5,1.46,2.8,2.57,10,-0.25,1.86,1.83,2.04,1.99
SC3,26/10/13,Peterhead,Berwick,1,1,D,0,1,A,1.8,3.6,4.33,1.75,3.7,3.75,1.75,3.4,3.7,1.72,3.5,3.75,1.877,3.78,4.3,1.91,3.4,4,1.8,3.5,4,1.85,3.6,4.33,29,1.91,1.78,3.78,3.49,4.33,3.91,25,1.83,1.77,2.08,2,14,-0.5,1.88,1.83,2.08,2.02
SC3,26/10/13,Queens Park,Albion Rvs,1,1,D,1,0,H,3.4,3.5,2.05,3.25,3.3,2,3,3.3,2,3.4,3.5,1.83,3.18,3.73,2.21,3.1,3.6,2.15,3.13,3.4,2.1,3.3,3.6,2.15,29,3.45,3.17,3.73,3.42,2.21,2.02,17,1.62,1.58,2.38,2.28,13,0.5,1.8,1.76,2.15,2.1
SC3,29/10/13,Annan Athletic,East Stirling,1,2,A,0,1,A,1.8,4,3.8,1.8,3.6,3.6,1.85,3.3,3.4,1.83,3.6,3.25,1.96,3.97,3.67,1.8,4.2,3.75,1.8,3.8,3.6,1.87,4.2,3.6,34,1.96,1.82,4.2,3.71,3.9,3.57,18,1.4,1.38,3.13,2.84,12,-0.25,1.71,1.61,2.43,2.32
SC3,29/10/13,Montrose,Queens Park,1,2,A,0,1,A,1.73,3.75,4.5,1.65,3.75,4.2,1.75,3.4,3.7,1.62,3.6,4.33,1.72,4.08,4.84,1.67,3.75,5,1.67,3.8,4.33,1.73,4,4.33,33,1.75,1.67,4.2,3.84,4.84,4.17,18,1.45,1.4,3.13,2.8,16,-0.75,1.95,1.9,1.98,1.93
SC3,29/10/13,Stirling,Albion Rvs,2,1,H,1,1,D,2.3,3.6,2.88,2.1,3.4,2.95,2.2,3.2,2.7,2.1,3.5,2.75,2.36,3.71,2.94,2.3,3.75,2.8,2.25,3.4,2.8,2.3,3.75,2.88,33,2.36,2.21,3.75,3.43,2.95,2.82,17,1.6,1.54,2.54,2.37,16,-0.25,2.05,1.99,1.9,1.84
SC3,05/11/13,Annan Athletic,Peterhead,2,0,H,0,0,D,2.38,3.5,2.6,2.55,3.2,2.45,2.5,3.2,2.3,2.38,3.5,2.38,2.45,3.64,2.87,2.62,3.5,2.5,2.5,3.3,2.63,2.4,3.6,2.8,27,2.7,2.46,3.64,3.33,2.87,2.57,15,1.63,1.6,2.38,2.25,9,0,1.92,1.82,2.11,2.02
SC3,09/11/13,Albion Rvs,Annan Athletic,2,0,H,0,0,D,2.63,3.5,2.5,2.4,3.3,2.55,2.4,3.2,2.4,2.2,3.5,2.6,2.78,3.52,2.55,2.5,3.5,2.62,2.6,3.4,2.5,2.62,3.5,2.5,30,2.78,2.54,3.52,3.33,2.62,2.48,16,1.81,1.71,2.1,2.05,13,0,2.08,2,1.88,1.84
SC3,09/11/13,East Stirling,Stirling,2,2,D,1,2,A,2.5,3.6,2.6,2.5,3.4,2.4,2.5,3.2,2.3,2.2,3.5,2.6,2.79,3.66,2.48,2.62,3.3,2.62,2.6,3.5,2.4,2.7,3.6,2.4,30,2.79,2.54,3.75,3.4,2.62,2.44,16,1.62,1.57,2.5,2.3,10,-0.25,2.42,2.32,1.63,1.61
SC3,09/11/13,Elgin,Peterhead,2,4,A,0,1,A,2.75,3.6,2.38,2.5,3.3,2.45,3,3.3,2,2.5,3.5,2.25,2.76,3.71,2.48,2.7,3.6,2.4,2.63,3.5,2.38,2.75,3.6,2.4,30,3,2.69,3.75,3.46,2.48,2.3,16,1.64,1.57,2.4,2.31,13,0.25,1.84,1.77,2.16,2.08
SC3,09/11/13,Queens Park,Clyde,1,1,D,0,0,D,2.38,3.6,2.75,2.35,3.5,2.5,2.5,3.2,2.3,2.6,3.5,2.2,2.38,3.64,2.94,2.4,3.5,2.75,2.4,3.4,2.63,2.38,3.6,2.75,30,2.6,2.4,3.64,3.41,2.94,2.59,16,1.65,1.56,2.4,2.31,13,0.25,1.7,1.61,2.5,2.34
SC3,16/11/13,Annan Athletic,Berwick,3,2,H,1,2,A,2.5,3.5,2.63,2.15,3.5,2.8,2.3,3.2,2.5,2.1,3.5,2.75,2.48,3.56,2.85,2.5,3.6,2.62,2.38,3.5,2.75,2.4,3.6,2.8,30,2.5,2.34,3.6,3.35,2.9,2.69,13,1.65,1.59,2.33,2.25,14,0,1.88,1.82,2.08,2.03
SC3,16/11/13,Clyde,Elgin,2,1,H,0,0,D,2.5,3.5,2.63,2.3,3.4,2.6,2.2,3.2,2.7,2.37,3.5,2.37,2.72,3.55,2.59,2.6,3.4,2.6,2.5,3.3,2.5,2.62,3.5,2.6,31,2.72,2.51,3.6,3.35,2.7,2.5,14,1.62,1.57,2.4,2.31,14,-0.25,2.35,2.28,1.68,1.64
SC3,16/11/13,Montrose,Albion Rvs,2,1,H,1,1,D,2.15,3.8,2.9,2.15,3.4,2.85,2.2,3.2,2.7,2.25,3.5,2.5,2.22,3.68,3.21,2.25,3.5,3,2.1,3.4,3.13,2.1,3.6,3.4,31,2.38,2.13,3.8,3.4,3.4,3.03,24,1.85,1.78,2.11,2.01,9,0,1.61,1.56,2.52,2.46
SC3,16/11/13,Peterhead,East Stirling,1,1,D,0,0,D,1.6,4,5.25,1.62,3.8,4.33,1.6,3.5,4.5,1.57,3.75,4.5,1.61,4.34,5.44,1.67,3.8,5,1.57,3.8,5,1.6,4.33,5.2,31,1.73,1.58,4.34,3.84,5.44,4.34,14,1.57,1.53,2.53,2.4,14,-0.75,1.81,1.77,2.15,2.09
SC3,16/11/13,Stirling,Queens Park,3,0,H,1,0,H,1.7,3.75,4.75,1.7,3.6,4.1,1.65,3.4,4.2,1.66,3.6,4,1.81,3.92,4.38,1.73,4,4.33,1.73,3.75,4,1.8,3.9,4.2,31,1.86,1.72,4,3.69,4.75,4.1,14,1.65,1.61,2.32,2.23,14,-0.75,2.16,2.03,1.86,1.81
SC3,20/11/13,Berwick,Montrose,1,1,D,0,1,A,2.4,3.4,2.8,2.4,3.4,2.5,2.4,3.2,2.4,,,,,,,2.4,3.6,2.7,2.3,3.4,2.75,2.38,3.6,2.8,24,2.44,2.35,3.6,3.36,2.8,2.62,12,1.62,1.57,2.45,2.31,12,-0.25,2.13,2.08,1.82,1.77
SC3,23/11/13,Annan Athletic,Stirling,4,4,D,2,1,H,2.1,3.6,3.2,2.2,3.5,2.7,2.1,3.2,2.9,2.1,3.5,2.75,2.15,3.82,3.3,2.3,3.5,2.9,2.1,3.4,3.13,2.15,3.6,3.25,29,2.3,2.12,3.82,3.43,3.3,2.99,14,1.53,1.49,2.62,2.51,13,-0.25,1.88,1.85,2.02,1.98
SC3,23/11/13,Berwick,Albion Rvs,2,1,H,2,0,H,2,3.6,3.5,2,3.3,3.25,1.9,3.3,3.3,2.25,3.5,2.5,2.07,3.64,3.6,2.25,3.5,3,2,3.4,3.4,2.05,3.6,3.5,30,2.25,2.02,3.64,3.38,3.6,3.26,16,1.77,1.68,2.2,2.09,13,-0.25,1.85,1.8,2.1,2.04
SC3,23/11/13,East Stirling,Clyde,0,1,A,0,0,D,2.25,3.5,3,2.1,3.5,2.9,2,3.3,3,2.1,3.5,2.75,2.31,3.67,3.03,2.3,3.4,3,2.25,3.4,2.88,2.3,3.6,3,29,2.31,2.21,3.67,3.36,3.05,2.88,15,1.62,1.54,2.4,2.36,13,-0.25,2.02,1.98,1.88,1.85
SC3,23/11/13,Montrose,Elgin,3,3,D,1,2,A,1.91,3.75,3.6,1.9,3.6,3.25,1.9,3.3,3.3,1.9,3.5,3.2,2.04,3.93,3.44,2.1,3.6,3.2,2,3.5,3.2,2.1,3.8,3.2,28,2.1,1.98,3.93,3.55,3.6,3.22,15,1.45,1.4,3,2.79,12,-0.5,2.09,2.05,1.86,1.79
SC3,23/11/13,Queens Park,Peterhead,0,5,A,0,2,A,3.5,3.6,2,3.1,3.5,2,3,3.3,2,3.2,3.5,1.9,3.62,3.72,2.04,3.3,3.5,2.1,3.3,3.5,2,3.5,3.6,2.05,29,3.62,3.31,3.75,3.45,2.05,1.98,15,1.7,1.63,2.26,2.19,13,0.5,1.88,1.83,2.04,2
SC3,30/11/13,Elgin,Queens Park,3,2,H,1,2,A,1.75,3.75,3.7,1.67,3.7,4.1,1.75,3.4,3.7,1.83,3.5,3.4,,,,1.83,3.75,4,1.73,3.8,3.8,1.87,3.9,3.9,27,1.87,1.81,3.9,3.66,4,3.68,13,1.5,1.44,2.75,2.64,12,-0.5,1.88,1.85,2.02,1.98
SC3,30/11/13,Peterhead,Montrose,3,0,H,0,0,D,1.62,4,4.2,1.7,3.7,4,1.7,3.4,3.9,1.66,3.6,4,,,,1.83,3.75,4,1.73,3.8,4,1.8,4,4.3,27,1.83,1.71,4,3.73,4.33,4.01,13,1.53,1.49,2.6,2.5,12,-0.75,1.95,1.92,1.95,1.92
SC3,03/12/13,Albion Rvs,East Stirling,3,2,H,2,0,H,1.95,3.75,3.5,1.95,3.5,3.2,1.85,3.3,3.4,1.83,3.5,3.4,2.19,3.72,3.28,2.1,3.6,3.25,1.95,3.5,3.5,2.05,3.7,3.25,36,2.19,1.99,3.75,3.51,3.6,3.31,20,1.65,1.6,2.35,2.23,14,-0.25,1.92,1.83,2.12,2
SC3,03/12/13,Clyde,Annan Athletic,2,1,H,0,1,A,2.63,3.5,2.5,2.5,3.4,2.4,2.5,3.2,2.3,2.38,3.5,2.38,2.83,3.5,2.56,2.5,3.6,2.6,2.63,3.3,2.5,2.63,3.6,2.5,35,2.83,2.58,3.65,3.37,2.6,2.45,20,1.7,1.61,2.3,2.21,15,0,2.04,1.97,1.91,1.85
SC3,03/12/13,Stirling,Berwick,3,1,H,1,0,H,2.4,3.5,2.75,2.25,3.3,2.75,2.2,3.2,2.7,2.1,3.5,2.75,2.41,3.64,2.94,2.2,3.5,3.1,2.3,3.4,2.75,2.3,3.6,2.88,35,2.42,2.28,3.64,3.4,3.1,2.79,21,1.67,1.61,2.36,2.2,15,-0.25,2.09,2.05,1.83,1.79
