Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Attendance,Referee,HS,AS,HST,AST,HHW,AHW,HC,AC,HF,AF,HO,AO,HY,AY,HR,AR,HBP,ABP,GBH,GBD,GBA,LBH,LBD,LBA,SYH,SYD,SYA,WHH,WHD,WHA
SC3,18/09/01,East Fife,Montrose,1,2,A,0,1,A,237,T. Brown,13,6,7,5,0,0,6,3,10,14,4,2,0,2,0,0,0,20,,,,2.62,3.5,2.2,2.88,3.6,2,2.87,3.6,2
SC3,19/09/01,Stirling,Dumbarton,4,5,A,2,3,A,446,K. W. Clark,15,11,8,8,0,1,7,5,17,18,3,4,4,2,1,0,65,20,,,,2.1,3.5,2.75,2.1,3.5,2.75,2.37,3.5,2.37
SC3,22/09/01,Dumbarton,Elgin,2,2,D,1,1,D,764,G. T. Clyde,11,10,5,5,2,0,12,2,15,16,2,3,1,2,0,0,10,20,,,,1.61,4,4,1.62,3.6,4.33,1.61,3.6,4.33
SC3,22/09/01,East Stirling,Stirling,1,1,D,0,1,A,403,C Murray,9,8,7,5,0,0,5,4,14,15,3,3,1,2,0,0,10,20,,,,2.75,3.5,2.1,2.6,3.5,2.2,2.62,3.5,2.2
SC3,22/09/01,Montrose,Albion Rvs,1,2,A,0,0,D,392,C Thompson,12,11,7,5,1,0,5,5,14,14,3,3,1,2,0,0,10,20,,,,1.8,3.5,3.5,1.62,3.6,4.33,1.57,3.6,4.75
SC3,22/09/01,Peterhead,Brechin,4,2,H,3,0,H,648,M. Ritchie,10,10,6,5,0,0,4,10,14,10,5,1,2,2,0,1,20,45,,,,3.75,3.5,1.73,3.4,3.5,1.83,3.6,3.75,1.72
SC3,22/09/01,Queens Park,East Fife,1,2,A,1,2,A,825,B. J. McGarry,5,18,3,12,0,2,4,4,15,4,2,2,0,0,0,0,0,0,,,,,,,2.25,3.6,2.5,2.5,3.4,2.3
SC3,29/09/01,Albion Rvs,Peterhead,1,0,H,0,0,D,296,C. Richmond,10,9,4,4,1,1,2,1,16,8,4,2,1,1,0,0,10,10,,,,,,,2.6,3.5,2.2,2.75,3.5,2.1
SC3,29/09/01,Brechin,East Stirling,1,2,A,0,1,A,422,S. Condon,16,9,7,4,0,0,6,10,6,12,1,4,0,1,0,0,0,10,,,,,,,1.4,4.33,5.5,1.4,4.33,5.5
SC3,29/09/01,East Fife,Dumbarton,4,1,H,0,0,D,392,G. P. Mitchell,13,17,7,6,0,2,2,5,6,11,2,4,0,1,0,0,0,10,,,,,,,2.88,3.6,2,3.3,3.6,1.83
SC3,29/09/01,Elgin,Montrose,1,2,A,1,2,A,665,C. J. MacKay,12,9,5,4,1,0,7,5,13,14,3,4,2,1,0,0,20,10,,,,,,,2.5,3.6,2.25,2.6,3.5,2.2
SC3,29/09/01,Stirling,Queens Park,0,0,D,0,0,D,585,J Gilmour,12,8,4,5,0,0,3,5,18,11,2,6,1,1,0,0,10,10,,,,,,,,,,,,
SC3,06/10/01,Peterhead,Queens Park,2,1,H,1,0,H,530,G. P. Mitchell,19,11,9,4,2,0,2,4,10,8,1,3,1,2,0,0,10,20,,,,,,,1.53,3.6,5,1.53,3.6,5
SC3,07/10/01,Brechin,Elgin,1,0,H,0,0,D,501,A. Freeland,13,11,3,4,1,0,5,7,14,18,5,4,0,4,0,0,0,40,,,,,,,1.53,3.6,5,1.44,3.75,6
SC3,13/10/01,Albion Rvs,East Fife,3,0,H,2,0,H,303,I Brines,16,5,8,1,1,0,6,5,18,12,2,2,3,1,0,0,30,10,,,,,,,2.1,3.5,2.75,2.3,3.4,2.5
SC3,13/10/01,Brechin,Dumbarton,3,2,H,2,2,D,459,A. C. Gemmill,16,6,9,2,1,2,4,4,11,21,3,3,1,4,0,1,10,65,,,,,,,1.8,3.5,3.5,1.72,3.75,3.6
SC3,13/10/01,East Stirling,Elgin,2,1,H,1,1,D,224,E. D. Mack,16,16,7,6,0,0,6,7,8,12,5,5,1,0,0,0,10,0,,,,,,,1.8,3.6,3.4,2,3.6,2.87
SC3,13/10/01,Peterhead,Stirling,3,3,D,2,1,H,642,A. Hunter,9,12,8,10,0,0,2,9,16,18,2,1,1,1,0,0,10,10,,,,,,,2.1,3.5,2.75,2.25,3.5,2.5
SC3,13/10/01,Queens Park,Montrose,2,2,D,2,1,H,407,B. J. McGarry,5,7,4,4,0,0,5,5,17,11,4,1,0,0,0,0,0,0,,,,,,,2.88,3.6,2,3.75,3.6,1.72
SC3,20/10/01,Dumbarton,Peterhead,0,3,A,0,2,A,715,C Thompson,8,9,3,6,0,1,6,6,9,14,2,3,2,0,0,0,20,0,2.25,3.3,2.55,,,,2.25,3.6,2.5,2.3,3.4,2.5
SC3,20/10/01,East Fife,Brechin,3,1,H,0,0,D,434,Smith. D,13,15,9,6,0,0,4,9,12,12,1,1,0,1,0,1,0,35,3.7,3.55,1.7,,,,3.5,3.5,1.8,3.25,3.75,1.8
SC3,20/10/01,Elgin,Queens Park,2,0,H,0,0,D,581,I. M. Fyfe,10,6,4,1,0,0,4,1,13,10,0,1,0,1,0,0,0,10,1.85,3.3,3.4,,,,1.83,3.5,3.4,1.9,3.4,3.25
SC3,20/10/01,Montrose,East Stirling,2,0,H,1,0,H,361,I. G. Frickleton,14,7,9,5,1,0,6,3,12,10,9,4,0,1,0,0,0,10,1.9,3.4,3.15,,,,1.8,3.5,3.5,2,3.6,2.87
SC3,20/10/01,Stirling,Albion Rvs,2,2,D,2,1,H,489,T. Brown,7,14,5,9,0,0,4,6,16,17,6,3,1,3,0,0,10,30,1.95,3.5,2.95,,,,1.83,3.75,3.2,2,3.6,2.87
SC3,27/10/01,Brechin,Montrose,0,0,D,0,0,D,865,I. Brynes,14,10,3,2,1,0,12,5,15,16,2,6,1,3,0,0,10,30,2.1,3.5,2.75,,,,1.91,3.75,3,2.2,3.5,2.6
SC3,27/10/01,Dumbarton,East Stirling,2,2,D,1,1,D,591,C. Hardie,14,8,7,4,0,0,9,2,17,8,1,6,0,0,0,0,0,0,2.35,3.4,2.45,,,,2.38,3.5,2.38,2.25,3.5,2.5
SC3,27/10/01,East Fife,Stirling,1,1,D,1,0,H,495,Mr. Gilmour,6,11,4,3,1,0,2,4,9,10,4,1,1,1,0,0,10,10,2.5,3.4,2.3,,,,2.5,3.6,2.25,2.5,3.5,2.25
SC3,27/10/01,Elgin,Peterhead,4,1,H,0,1,A,974,G. T. Clyde,19,12,13,6,0,0,3,6,13,11,2,2,0,1,0,0,0,10,2.57,3.4,2.25,,,,2.62,3.4,2.2,2.6,3.5,2.2
SC3,27/10/01,Queens Park,Albion Rvs,1,2,A,1,1,D,518,E. D. Mack,8,9,2,3,0,2,4,6,8,9,1,1,3,1,1,0,55,10,2.9,3.4,2.05,,,,2.75,3.5,2.1,3.1,3.6,1.9
SC3,03/11/01,Albion Rvs,Brechin,1,2,A,1,1,D,380,G. P. Mitchell,13,11,4,6,1,1,7,2,12,9,2,1,1,1,0,0,10,10,2.55,3.45,2.25,,,,2.6,3.5,2.2,2.5,3.5,2.25
SC3,03/11/01,East Stirling,Queens Park,0,1,A,0,1,A,301,C. Richmond,10,9,4,4,0,0,5,3,9,13,2,3,1,1,0,0,10,10,1.55,3.75,4.6,,,,1.5,3.6,5.5,1.57,3.75,4.5
SC3,03/11/01,Montrose,Dumbarton,1,3,A,0,1,A,503,J.Gillmore,10,9,2,7,0,1,7,4,15,21,4,5,3,4,1,0,55,40,1.85,3.6,3.25,,,,1.67,3.6,4,1.9,3.6,3.1
SC3,03/11/01,Peterhead,East Fife,1,3,A,1,2,A,753,E. Martindale,17,14,13,7,1,0,3,4,10,10,2,4,0,2,0,0,0,20,1.8,3.6,3.4,,,,1.83,3.5,3.4,1.83,3.6,3.3
SC3,03/11/01,Stirling,Elgin,0,1,A,0,1,A,524,C Thompson,7,4,4,2,0,0,7,4,16,12,3,3,2,2,0,0,20,20,2,3.5,2.95,,,,1.83,3.5,3.4,2.1,3.5,2.75
SC3,10/11/01,Albion Rvs,Dumbarton,0,2,A,0,0,D,420,S Conroy,12,9,5,5,0,0,3,5,10,17,1,2,0,3,0,0,0,30,2.27,3.45,2.52,,,,2.25,3.6,2.5,2.37,3.5,2.37
SC3,10/11/01,Brechin,Queens Park,2,1,H,0,1,A,436,I. G. Frickleton,12,10,8,3,0,0,7,2,14,19,2,7,4,2,0,0,40,20,1.37,4.3,6,,,,1.4,4.33,5.5,1.4,4.33,5.5
SC3,10/11/01,East Fife,Elgin,3,0,H,1,0,H,418,K. E. Toner,16,10,10,6,0,0,6,1,12,17,1,0,0,4,0,2,0,90,2.25,3.3,2.65,,,,2.2,3.4,2.62,2.2,3.5,2.6
SC3,10/11/01,Peterhead,East Stirling,3,2,H,2,2,D,482,E. Martindale,19,8,7,4,2,1,5,2,7,9,1,2,0,2,0,0,0,20,2,3.4,3,,,,2.2,3.4,2.62,2.1,3.5,2.75
SC3,10/11/01,Stirling,Montrose,1,1,D,0,0,D,393,J. R. Underhill,8,9,4,3,0,2,3,2,8,18,5,3,0,4,0,0,0,40,2.52,3.45,2.27,,,,2.5,3.6,2.25,2.6,3.5,2.2
SC3,24/11/01,Dumbarton,Stirling,4,1,H,2,0,H,860,M. Ritchie,13,15,6,8,0,2,11,7,10,9,3,4,1,1,0,0,10,10,2.1,3.5,2.8,,,,2.1,3.5,2.75,2.2,3.5,2.6
SC3,24/11/01,East Stirling,Brechin,3,4,A,2,1,H,228,J Rowbotham,13,17,6,8,0,1,5,8,5,11,4,0,1,2,0,0,10,20,2.25,3.3,2.65,,,,,,,,,
SC3,24/11/01,Montrose,East Fife,2,1,H,1,0,H,483,C. J. MacKay,17,13,7,3,1,0,4,8,21,7,3,3,3,2,0,0,30,20,2.15,3.4,2.7,,,,1.91,3.75,3,2.2,3.5,2.6
SC3,24/11/01,Queens Park,Peterhead,0,1,A,0,0,D,524,J. D. K. Smith,6,12,3,3,0,2,2,3,9,10,2,3,3,0,0,0,30,0,3.1,3.4,1.95,,,,2.8,3.4,2.1,3.2,3.5,1.9
SC3,27/11/01,East Stirling,Albion Rvs,1,2,A,1,1,D,196,D. Somers,6,15,2,6,0,0,7,7,14,10,4,1,2,0,0,0,20,0,2.5,3.4,2.3,,,,2.25,3.6,2.5,2.5,3.5,2.25
SC3,27/11/01,Elgin,Brechin,0,1,A,0,1,A,315,A. Freeland,11,19,4,8,0,1,3,7,15,9,2,4,3,1,0,0,30,10,,,,,,,,,,,,
SC3,01/12/01,Albion Rvs,Montrose,0,0,D,0,0,D,246,I. Brown,13,4,7,1,0,0,5,2,22,24,1,2,3,5,0,0,30,50,2.8,3.4,2.1,,,,2.88,3.6,2,2.75,3.5,2.1
SC3,01/12/01,Brechin,Peterhead,4,3,H,3,2,H,511,I. M. Fyfe,15,7,10,6,0,0,4,2,12,14,3,7,2,3,0,0,20,30,1.8,3.5,3.5,,,,1.67,3.6,4,1.83,3.5,3.4
SC3,01/12/01,East Fife,Queens Park,1,4,A,0,2,A,442,T. Brown,9,12,4,10,0,1,5,2,9,8,0,0,1,0,0,0,10,0,1.7,3.5,4,,,,1.67,3.6,4,1.72,3.6,3.75
SC3,01/12/01,Stirling,East Stirling,1,1,D,1,1,D,440,E. Martindale,13,10,6,5,0,0,8,8,13,10,2,4,3,1,0,0,30,10,2.28,3.4,2.53,,,,2.1,3.5,2.75,2.37,3.5,2.37
SC3,08/12/01,Elgin,Dumbarton,0,3,A,0,1,A,511,C Thompson,3,13,1,6,0,0,4,4,14,16,2,2,3,3,0,0,30,30,,,,,,,,,,,,
SC3,15/12/01,Dumbarton,East Fife,1,0,H,0,0,D,821,D. Smith,9,10,5,5,0,0,12,2,15,16,2,3,0,0,0,0,0,0,1.75,3.3,3.95,,,,1.83,3.75,3.2,1.9,3.5,3.2
SC3,15/12/01,Montrose,Elgin,0,2,A,0,2,A,424,G. T. Clyde,5,11,1,4,0,0,1,9,11,12,1,2,3,0,2,0,80,0,1.7,3.2,4.4,,,,1.73,3.75,3.6,1.8,3.6,3.4
SC3,15/12/01,Peterhead,Albion Rvs,0,0,D,0,0,D,480,E. D. Mack,17,8,6,5,0,0,5,2,12,22,2,2,1,3,0,1,10,55,2.15,3.4,2.75,,,,2.1,3.5,2.75,2.25,3.5,2.5
SC3,15/12/01,Queens Park,Stirling,2,2,D,1,1,D,558,G. P. Mitchell,12,12,5,4,0,1,6,5,9,8,4,0,0,1,0,0,0,10,2.4,3.2,2.5,,,,2.25,3.6,2.5,2.37,3.5,2.37
SC3,22/12/01,Peterhead,Montrose,4,0,H,2,0,H,452,"Frickleton, I. G.",12,10,7,7,0,0,6,3,9,14,3,5,0,0,0,1,0,25,2.2,3.3,2.68,2.25,3.5,2.5,2.25,3.6,2.5,2.1,3.5,2.75
SC3,05/01/02,Peterhead,Elgin,1,0,H,0,0,D,760,"Gilmore, J",11,6,6,2,0,0,6,1,5,11,1,1,0,5,0,0,0,50,1.9,3.4,3.25,2,3.4,3,1.8,3.5,3.5,1.9,3.5,3.2
SC3,12/01/02,Brechin,Albion Rvs,0,0,D,0,0,D,457,"Gemmill, A. C.",13,7,7,0,1,0,3,3,20,18,2,9,4,5,0,0,40,50,1.6,3.5,4.55,1.67,3.6,4,1.67,3.75,3.75,1.61,3.6,4.33
SC3,12/01/02,Dumbarton,Montrose,0,5,A,0,2,A,742,"Murray, C",4,14,0,7,0,0,3,2,12,14,5,4,2,0,1,0,45,0,1.98,3.55,2.92,1.8,3.5,3.5,1.83,3.75,3.2,2,3.6,2.87
SC3,12/01/02,East Fife,Peterhead,2,3,A,1,1,D,444,"Melville, C. J.",10,9,6,5,0,1,6,4,0,0,4,3,2,1,0,1,20,35,3.1,3.5,1.92,2.5,3.5,2.25,2.75,3.5,2.1,3.1,3.6,1.9
SC3,12/01/02,Elgin,Stirling,2,1,H,2,0,H,564,"Mckay, G",15,7,7,1,2,1,10,5,19,17,3,6,2,1,0,0,20,10,2.2,3.45,2.6,1.91,3.5,3.2,,,,2.25,3.5,2.5
SC3,12/01/02,Queens Park,East Stirling,1,0,H,1,0,H,477,"Hunter, A",8,9,4,3,0,1,3,6,11,15,1,1,1,0,0,0,10,0,2.52,3.35,2.3,2.25,3.5,2.5,2.38,3.5,2.38,2.5,3.4,2.3
SC3,19/01/02,Albion Rvs,East Stirling,5,1,H,4,0,H,310,"Thomson, G",12,12,9,4,1,2,2,1,16,13,0,3,0,2,0,0,0,20,2.1,3.5,2.7,1.83,3.5,3.4,1.83,3.75,3.2,2.1,3.5,2.75
SC3,19/01/02,Brechin,Elgin,1,0,H,0,0,D,437,"Frickleton, I. G.",11,10,6,6,1,0,11,5,14,14,6,4,0,0,0,0,0,0,1.6,3.5,4.85,1.57,3.75,4.5,1.67,3.6,4,1.66,3.75,3.8
SC3,19/01/02,East Fife,Montrose,2,0,H,2,0,H,325,"Ritchie, M.",13,11,8,5,2,0,6,5,4,5,3,6,0,1,0,0,0,10,3,3.35,2,2.75,3.5,2.1,2.88,3.6,2,3.1,3.6,1.9
SC3,19/01/02,Queens Park,Peterhead,2,0,H,1,0,H,567,"Dallas, H.",6,12,3,3,0,0,2,8,10,6,3,0,0,0,0,0,0,0,3.5,3.55,1.82,3.5,3.5,1.8,3.25,3.75,1.8,3.3,3.75,1.8
SC3,19/01/02,Stirling,Dumbarton,2,1,H,1,0,H,555,"Mitchell, G. P.",10,10,6,5,0,1,6,11,18,9,2,0,4,2,0,1,40,45,2.85,3.3,2.1,3.2,3.5,1.91,2.8,3.4,2.1,2.87,3.6,2
SC3,26/01/02,Dumbarton,Albion Rvs,2,0,H,0,0,D,686,"Gilmore, J",6,5,2,2,0,0,8,4,11,17,3,4,3,3,0,0,30,30,2.2,3.3,2.7,2.25,3.5,2.5,2.1,3.4,2.8,2.37,3.5,2.37
SC3,26/01/02,Elgin,East Fife,2,0,H,0,0,D,538,"Hardie, C.",23,10,14,4,3,0,9,3,7,10,0,5,0,0,0,0,0,0,2,3.4,3,1.91,3.5,3.2,2,3.6,2.875,2.1,3.5,2.75
SC3,26/01/02,Montrose,Stirling,1,3,A,1,0,H,384,"Martindale, E.",9,13,3,7,0,0,5,6,13,8,3,1,1,2,0,0,10,20,1.8,3.4,3.6,1.73,3.5,3.75,1.833,3.75,3.2,,,
SC3,26/01/02,Queens Park,Brechin,0,0,D,0,0,D,646,"Thomson, G",12,11,5,5,0,1,5,7,8,9,2,1,0,0,0,0,0,0,3.8,3.45,1.75,3.4,3.5,1.83,3.75,3.6,1.727,3.75,3.8,1.66
SC3,02/02/02,Albion Rvs,Peterhead,2,1,H,2,1,H,297,"McGarry, B. J.",9,9,2,4,1,0,2,7,13,19,1,1,3,4,0,0,30,40,2.6,3.45,2.2,2.62,3.5,2.2,2.5,3.6,2.25,2.6,3.5,2.2
SC3,02/02/02,Brechin,East Stirling,2,0,H,2,0,H,378,"Thompson, C",8,5,3,1,0,0,4,4,10,10,6,9,1,1,0,0,10,10,1.48,3.75,5.35,1.5,4.33,4.5,1.4,4.333,5.5,1.5,3.8,5
SC3,02/02/02,East Fife,Dumbarton,1,0,H,1,0,H,419,"Brines, I",8,6,4,4,1,0,9,7,12,9,5,6,3,1,0,0,30,10,2.72,3.5,2.1,2.5,3.5,2.25,2.75,3.5,2.1,2.75,3.5,2.1
SC3,02/02/02,Elgin,Montrose,1,0,H,1,0,H,601,"Hunter, A",11,7,7,1,0,0,8,1,16,14,4,1,2,1,0,0,20,10,2.3,3.5,2.45,2.1,3.5,2.75,2.375,3.5,2.375,2.37,3.5,2.37
SC3,02/02/02,Stirling,Queens Park,3,2,H,2,1,H,564,"Murray, C",15,12,7,6,0,0,8,6,15,10,0,2,2,1,0,0,20,10,2.02,3.55,2.85,2.1,3.5,2.75,2.1,3.5,2.75,2,3.6,2.87
SC3,09/02/02,Dumbarton,Elgin,3,1,H,2,0,H,690,"Cassidy, B. W.",9,9,5,4,1,0,7,15,14,8,5,1,2,1,1,0,45,10,2.15,3.4,2.7,2,3.6,2.87,2.1,3.5,2.75,2.2,3.5,2.62
SC3,09/02/02,East Stirling,Stirling,3,0,H,1,0,H,389,"Mack, E. D.",11,7,6,3,1,1,2,8,7,10,4,4,0,1,0,0,0,10,2.7,3.4,2.15,2.62,3.5,2.2,2.6,3.5,2.2,2.62,3.5,2.2
SC3,09/02/02,Montrose,Albion Rvs,2,0,H,2,0,H,348,"Richmond, C",7,10,5,5,0,0,2,8,22,16,1,9,1,3,0,0,10,30,2.35,3.4,2.45,2.25,3.5,2.5,2.375,3.5,2.375,2.37,3.5,2.37
SC3,09/02/02,Peterhead,Brechin,1,3,A,1,2,A,796,"Ritchie, M.",6,14,4,9,0,0,3,6,10,11,8,0,0,0,0,0,0,0,2.57,3.4,2.25,2.37,3.5,2.37,2.6,3.4,2.25,2.5,3.5,2.25
SC3,09/02/02,Queens Park,East Fife,2,0,H,0,0,D,553,"Conroy, S",14,10,6,2,0,0,6,3,9,9,1,2,1,1,0,0,10,10,2.35,3.4,2.45,2.25,3.5,2.5,2.375,3.5,2.375,2.37,3.5,2.37
SC3,12/02/02,East Fife,Albion Rvs,2,3,A,0,1,A,301,"Richmond, C",11,9,7,5,0,0,4,2,7,10,6,4,0,2,0,0,0,20,2.35,3.4,2.45,2.25,3.5,2.5,2.5,3.6,2.25,2.37,3.5,2.37
SC3,16/02/02,Albion Rvs,Stirling,2,0,H,2,0,H,420,"Hunter, A",12,7,8,1,0,0,6,3,19,24,0,1,1,2,0,0,10,20,2.15,3.25,2.92,2,3.6,2.87,2.1,3.5,2.75,2.3,3.4,2.5
SC3,16/02/02,Brechin,East Fife,1,1,D,1,0,H,452,"Clyde, G. T.",18,14,11,5,2,1,6,4,12,8,5,7,2,1,0,0,20,10,1.45,3.85,6,1.44,4,5.5,1.4,4.333,5.5,1.44,3.75,6
SC3,16/02/02,East Stirling,Montrose,2,1,H,0,1,A,203,"Somers, D.",10,6,4,1,1,0,8,1,13,17,7,1,1,0,0,0,10,0,2.75,3.25,2.25,2.5,3.5,2.25,2.625,3.4,2.2,2.75,3.5,2.1
SC3,16/02/02,Peterhead,Dumbarton,4,0,H,2,0,H,589,"Mitchell, G. P.",9,9,4,4,1,2,3,10,8,11,4,1,0,1,0,0,0,10,2.18,3.25,2.85,2,3.6,2.87,2.2,3.5,2.6,2.37,3.5,2.37
