Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA
SC0,05/08/06,St Mirren,Motherwell,2,0,H,1,0,H,E Smith,7,11,4,5,17,19,4,4,3,1,0,0,2.37,3.2,2.62,2.5,3.15,2.55,2.37,3.2,2.65,2.5,3,2.5,2.5,3.2,2.5,2.38,3.25,2.7,2.25,3.2,2.75,2.5,3.4,2.5,2.35,3.2,2.65,45,2.5,2.4,3.4,3.2,2.9,2.68,25,2.13,1.99,1.85,1.74,17,0,1.89,1.8,2.08,2
SC0,06/08/06,Hearts,Celtic,2,1,H,0,0,D,S Dougal,13,9,6,4,11,19,4,1,1,2,0,0,3.1,3.1,2.3,2.95,3.25,2.15,2.9,3.2,2.25,2.9,3,2.2,2.75,3.2,2.25,2.8,3.3,2.25,2.87,3.1,2.2,3,3.25,2.1,2.8,3.1,2.25,47,3.3,2.94,3.25,3.21,2.3,2.2,23,1.95,1.88,1.89,1.83,13,0.25,1.91,1.85,2.03,1.99
SC0,12/08/06,Celtic,St Mirren,2,0,H,1,0,H,B Winter,17,5,9,1,14,9,6,1,1,1,0,0,1.2,5.5,17,1.15,6.5,11.5,1.15,6,13,1.15,6,12,1.14,5.5,15,1.14,6.25,15,1.14,6,12,1.17,6,13,1.14,6.5,12,42,1.2,1.16,6.5,5.9,17.5,13.17,27,1.57,1.46,2.55,2.48,14,-1.75,2.03,2,1.9,1.88
SC0,12/08/06,Hearts,Falkirk,0,0,D,0,0,D,J Underhill,17,9,11,5,13,9,10,7,0,3,0,0,1.3,4.5,8,1.25,4.75,10,1.3,4.5,8.5,1.33,4,7.5,1.28,4.33,9,1.33,4.5,8,1.28,4.5,8,1.29,4.33,11,1.25,5,9,42,1.35,1.3,5,4.5,11,8.74,27,1.77,1.65,2.25,2.1,14,-1.5,2.2,2.14,1.75,1.7
SC0,12/08/06,Inverness C,Hibernian,0,0,D,0,0,D,I Brines,8,10,3,3,21,13,7,7,4,3,0,0,2.3,3.2,2.7,2.6,3.2,2.4,2.4,3.2,2.6,2.6,3,2.4,2.4,3.25,2.5,2.5,3.2,2.6,2.3,3.2,2.62,2.38,3.2,2.75,2.35,3.25,2.6,40,2.7,2.47,3.4,3.18,2.8,2.6,26,2.15,1.99,1.83,1.74,15,0,1.9,1.84,2.05,1.95
SC0,12/08/06,Kilmarnock,Dundee United,0,0,D,0,0,D,S Dougal,15,8,8,1,11,10,4,3,1,3,0,1,1.72,3.25,4.33,1.75,3.4,4.1,1.75,3.3,4.25,1.75,3.2,4,1.61,3.5,4.5,1.8,3.25,4.2,1.7,3.2,4.5,1.91,3.25,3.75,1.75,3.25,4.35,41,1.8,1.75,3.6,3.3,4.6,4.3,26,1.8,1.73,2.15,1.99,13,-0.5,1.83,1.81,2.13,2.04
SC0,12/08/06,Motherwell,Aberdeen,0,2,A,0,1,A,S Conroy,11,7,3,4,12,11,6,2,2,1,0,0,2.3,3.2,2.7,2.5,3.15,2.55,2.4,3.2,2.6,2.6,3,2.4,2.5,3.2,2.5,2.4,3.2,2.7,2.37,3.1,2.62,2.38,3.2,2.75,2.4,3.2,2.6,42,2.69,2.46,3.25,3.16,2.8,2.63,27,2.1,1.99,1.83,1.75,16,0,1.95,1.87,2.02,1.93
SC0,13/08/06,Dunfermline,Rangers,1,1,D,0,0,D,C Richmond,6,14,2,7,11,11,2,5,2,0,0,0,9,4.33,1.36,10,4.75,1.25,8.5,4.5,1.3,9,4.5,1.25,8,4.5,1.28,8.5,4.33,1.33,8,4.5,1.28,10,4.5,1.29,9,5,1.25,40,11,9.15,5,4.48,1.36,1.3,25,1.71,1.57,2.4,2.21,14,1.5,1.77,1.73,2.15,2.08
SC0,19/08/06,Dundee United,Dunfermline,0,0,D,0,0,D,M Tumilty,9,5,3,1,10,11,6,4,0,4,0,0,1.8,3.25,4,2,3.25,3.3,1.85,3.25,3.75,1.9,3.1,3.5,1.91,3.4,3.25,1.91,3.25,3.75,1.9,3.1,3.6,1.83,3.2,4,1.8,3.25,4,41,1.95,1.87,3.43,3.24,4.2,3.83,28,2.16,2.03,1.75,1.7,19,-0.5,1.93,1.9,2,1.94
SC0,19/08/06,Falkirk,Kilmarnock,1,2,A,1,1,D,C Murray,17,5,8,4,6,16,11,8,0,1,0,0,2.25,3.25,2.75,2.25,3.2,2.85,2.3,3.2,2.7,2.4,3,2.6,2.25,3.4,2.62,2.3,3.2,2.8,2.3,3.2,2.62,2.38,3.4,2.6,2.35,3.2,2.65,42,2.6,2.36,3.4,3.2,3,2.72,28,2.1,1.96,1.85,1.76,20,0,1.83,1.74,2.08,1.99
SC0,19/08/06,Hibernian,Motherwell,3,1,H,1,0,H,D McDonald,13,5,7,2,14,13,8,2,0,1,0,0,1.66,3.4,4.5,1.7,3.5,4.2,1.65,3.4,4.75,1.6,3.4,4.6,1.53,3.75,5,1.7,3.4,4.5,1.66,3.1,5,1.8,3.2,4.33,1.6,3.4,5,42,1.83,1.66,3.5,3.39,5.5,4.84,28,2,1.87,1.97,1.85,18,-0.75,2.07,2.02,1.89,1.84
SC0,19/08/06,Rangers,Hearts,2,0,H,0,0,D,K Clark,17,5,10,2,17,19,7,8,1,4,0,1,1.83,3.25,4.5,1.7,3.5,4.2,1.77,3.25,4.25,1.7,3.2,4.2,1.8,3.25,3.75,1.73,3.4,4.33,1.72,3.25,4.2,1.8,3.2,4.33,1.75,3.25,4.35,44,1.86,1.76,3.4,3.29,5.35,4.33,30,2.05,1.93,1.9,1.79,18,-0.5,1.91,1.86,2.02,1.96
SC0,19/08/06,St Mirren,Aberdeen,1,1,D,0,1,A,M McCurry,13,6,3,3,6,11,6,3,1,1,0,0,2.6,3.25,2.6,2.7,3.2,2.35,2.55,3.2,2.45,2.6,3,2.4,2.6,3.2,2.38,2.5,3.2,2.6,2.5,3.1,2.5,2.5,3.4,2.5,2.5,3.2,2.5,44,2.8,2.57,3.4,3.18,2.75,2.5,32,2.22,2.08,1.7,1.66,20,0,1.96,1.9,2.03,1.88
SC0,20/08/06,Inverness C,Celtic,1,1,D,0,1,A,C Thomson,9,10,4,5,15,5,5,6,4,0,0,0,8,4.5,1.36,6.75,4.5,1.35,9,4.5,1.31,7.5,4,1.33,8,4,1.33,8,4.5,1.33,8,4.33,1.3,8,4.5,1.33,8.5,4.35,1.3,42,9,8.21,4.75,4.41,1.4,1.32,28,1.8,1.7,2.15,2.01,16,1.25,1.99,1.93,1.94,1.92
SC0,26/08/06,Aberdeen,Dunfermline,1,0,H,0,0,D,E Smith,9,3,6,2,10,15,7,3,3,4,0,0,1.66,3.5,4.33,1.65,3.5,4.6,1.62,3.4,5,1.65,3.3,4.4,1.53,3.5,5.5,1.62,3.5,5,1.57,3.3,5.5,1.67,3.25,5,1.6,3.4,5,41,1.66,1.6,3.5,3.42,6.25,5.32,24,2.19,1.98,1.8,1.75,15,-0.75,1.86,1.83,2.08,2.03
SC0,26/08/06,Celtic,Hibernian,2,1,H,0,1,A,C Richmond,12,8,7,3,14,16,5,3,1,2,0,0,1.28,4.5,9,1.25,4.75,10,1.28,4.5,9,1.33,4,7.5,1.33,4,8,1.25,5,10,1.28,4.5,8,1.33,4.5,8,1.25,5,8.5,40,1.36,1.29,5.5,4.57,10.5,9.05,25,1.75,1.6,2.3,2.18,15,-1.25,1.98,1.95,1.98,1.9
SC0,26/08/06,Falkirk,Motherwell,0,1,A,0,0,D,C MacKay,4,10,2,2,17,19,9,5,0,2,1,0,1.9,3.25,3.5,1.95,3.3,3.4,1.9,3.25,3.6,1.9,3.1,3.5,1.9,3.25,3.4,1.95,3.25,3.6,1.9,3.1,3.6,2,3.25,3.4,1.9,3.25,3.5,42,2,1.91,3.3,3.24,4.05,3.62,23,2.1,1.97,1.9,1.75,15,0,1.5,1.43,2.65,2.51
SC0,26/08/06,Hearts,Inverness C,4,1,H,2,1,H,S Conroy,14,15,9,7,12,17,3,11,0,0,0,0,1.4,4,6.5,1.4,4.25,6.2,1.4,3.9,7,1.45,3.8,5.4,1.36,3.75,8,1.36,4.2,7.5,1.4,3.75,7,1.44,3.75,7,1.45,3.6,7,40,1.5,1.43,4.2,3.83,8,6.89,24,1.94,1.79,2.05,1.91,14,-0.75,1.86,1.85,2.02,2
SC0,26/08/06,St Mirren,Dundee United,1,3,A,0,2,A,I Brines,14,13,3,6,9,13,8,3,1,3,0,1,2.2,3.25,2.8,2.2,3.2,2.9,2.15,3.2,3,2.1,3,3.1,2.2,3.25,2.75,2.25,3.2,2.9,2.15,3.1,3,2.25,3.25,2.88,2.2,3.25,2.8,41,2.3,2.15,3.3,3.21,3.25,3.04,22,2.15,2.01,1.75,1.71,14,0,1.6,1.54,2.45,2.25
SC0,27/08/06,Kilmarnock,Rangers,2,2,D,0,1,A,A Freeland,6,19,4,11,14,15,5,8,1,0,0,0,6,3.8,1.53,5.9,4,1.45,6,3.6,1.5,4.6,3.4,1.6,5.5,3.5,1.53,6,3.75,1.5,5.5,3.6,1.5,7,3.75,1.44,7,3.6,1.45,43,7.5,6.33,3.8,3.66,1.6,1.49,25,1.85,1.75,2.15,1.96,16,1,1.87,1.83,2.06,2.01
SC0,09/09/06,Aberdeen,Celtic,0,1,A,0,0,D,M McCurry,2,8,2,5,10,12,4,4,2,3,0,0,6,3.8,1.53,5.9,4,1.45,6,3.8,1.45,5,3.7,1.5,5.5,3.5,1.53,7,3.75,1.44,6,3.75,1.44,7,3.75,1.44,6.5,3.75,1.45,38,7.5,6.24,4,3.75,1.53,1.47,28,1.91,1.76,2.05,1.94,15,1,1.88,1.81,2.08,2
SC0,09/09/06,Dunfermline,Kilmarnock,3,2,H,1,1,D,K Clark,8,6,5,3,18,14,5,5,3,0,0,0,2.8,3.25,2.2,2.8,3.2,2.25,2.85,3.2,2.2,2.7,3,2.3,2.75,3.2,2.25,2.8,3.2,2.3,2.8,3.2,2.2,2.75,3.2,2.38,2.7,3.25,2.25,37,3.15,2.87,3.3,3.21,2.37,2.23,23,2.05,1.92,1.92,1.78,13,0.25,1.9,1.88,2.03,1.98
SC0,09/09/06,Hearts,St Mirren,0,1,A,0,0,D,D McDonald,14,9,5,3,11,23,11,2,1,4,0,0,1.22,5,10,1.3,4.5,8.5,1.3,4.5,8,1.33,4,7.5,1.33,4,8,1.33,4.33,8.5,1.33,4,8,1.33,4.33,8.5,1.25,4.5,10,39,1.33,1.28,5.15,4.55,11.25,8.99,25,1.83,1.69,2.1,2,12,-1.5,1.88,1.82,2.05,2.02
SC0,09/09/06,Motherwell,Inverness C,1,4,A,0,1,A,W Collum,9,7,5,5,15,20,4,6,2,2,0,0,2.3,3.2,2.7,2.2,3.2,2.9,2.25,3.2,2.8,2.2,3,2.9,2.2,3.2,2.8,2.25,3.2,2.88,2.4,2.9,2.75,2.25,3.25,2.88,2.25,3.25,2.75,37,2.37,2.25,3.3,3.2,3.05,2.85,23,2.05,1.96,1.78,1.74,13,-0.25,2.19,2.12,1.78,1.75
SC0,09/09/06,Rangers,Falkirk,4,0,H,2,0,H,S Dougal,16,9,7,1,9,14,5,3,1,3,0,0,1.2,6,13,1.2,5.5,10.5,1.17,5.75,11,1.2,5,10,1.2,5,11,1.2,5.5,12,1.22,5,9.5,1.17,6,13,1.17,6,11,39,1.2,1.18,6.5,5.63,15.3,11.98,26,1.69,1.6,2.3,2.17,12,-1.75,2.1,2.09,1.84,1.78
SC0,10/09/06,Dundee United,Hibernian,0,3,A,0,0,D,C Thomson,11,19,3,13,13,14,3,11,2,2,0,0,2.62,3.2,2.6,2.45,3.2,2.55,2.5,3.15,2.5,2.7,3,2.3,2.5,3.2,2.5,2.6,3.2,2.5,2.5,3.1,2.5,2.5,3.2,2.5,2.6,3.2,2.4,39,3,2.62,3.35,3.17,2.6,2.46,24,2.1,1.96,1.85,1.73,13,0,2.11,1.98,1.85,1.79
SC0,16/09/06,Celtic,Dunfermline,1,0,H,1,0,H,E Smith,21,6,11,2,3,14,9,2,0,0,0,0,1.14,6.5,12,1.12,6.5,15,1.12,6.5,15,1.15,6,12,1.14,6,12,1.12,6.5,17,1.12,6,15,1.14,6,13,1.12,6.5,13,40,1.17,1.13,7.2,6.38,19.8,15.16,26,1.59,1.51,2.5,2.34,14,-1.75,1.87,1.85,2.06,2.01
SC0,16/09/06,Falkirk,Aberdeen,0,2,A,0,0,D,B Winter,10,10,2,3,12,9,6,3,2,0,0,0,2.75,3.25,2.25,2.8,3.2,2.25,2.8,3.2,2.25,2.55,3,2.45,2.75,3.2,2.25,2.75,3.2,2.38,2.75,3.2,2.25,2.75,3.2,2.38,2.75,3.25,2.25,43,3.4,2.78,3.35,3.19,2.45,2.3,27,2.2,2.02,1.75,1.65,15,0.25,1.86,1.84,2.09,2.03
SC0,16/09/06,Inverness C,Dundee United,0,0,D,0,0,D,K Clark,14,6,7,3,15,15,4,4,1,1,0,0,2,3.25,3.25,2,3.2,3.35,2,3.2,3.35,2,3.2,3.1,2,3.2,3.2,2,3.25,3.4,1.9,3.2,3.5,2.1,3.4,3,1.9,3.25,3.5,37,2.1,1.99,3.4,3.24,3.7,3.36,24,2.1,1.98,1.77,1.69,14,-0.5,2.13,2.08,1.86,1.79
SC0,16/09/06,St Mirren,Kilmarnock,0,1,A,0,0,D,C Murray,6,9,3,3,15,15,5,6,2,3,0,0,2.3,3.2,2.7,2.35,3.2,2.7,2.35,3.2,2.65,2.45,3,2.55,2.25,3.2,2.75,2.38,3.2,2.75,2.37,3.1,2.62,2.25,3.4,2.75,2.35,3.25,2.6,41,2.8,2.37,3.4,3.2,2.85,2.69,27,2,1.87,1.92,1.8,15,0,1.86,1.78,2.09,2.01
SC0,17/09/06,Hibernian,Rangers,2,1,H,1,0,H,J Underhill,11,7,7,2,13,21,5,2,3,4,1,1,5,3.6,1.66,4.8,3.6,1.6,4.75,3.4,1.65,4.4,3.3,1.65,4.5,3.5,1.62,5,3.6,1.62,4.5,3.3,1.66,5.5,3.5,1.57,5,3.4,1.6,42,5.5,5.04,3.65,3.44,1.77,1.62,28,1.83,1.72,2.15,1.94,14,0.75,1.91,1.87,2.02,2
SC0,17/09/06,Motherwell,Hearts,0,1,A,0,0,D,I Brines,8,8,4,2,13,15,5,2,2,1,0,0,4.5,3.6,1.61,4.6,3.5,1.65,4.6,3.45,1.65,4.4,3.3,1.65,4,3.4,1.73,4.75,3.5,1.67,4.5,3.5,1.61,5,3.5,1.62,4.5,3.4,1.65,42,5.5,4.81,3.65,3.45,1.74,1.63,27,1.99,1.86,1.92,1.84,14,0.75,2.05,2,1.9,1.86
SC0,23/09/06,Celtic,Rangers,2,0,H,1,0,H,D McDonald,10,7,7,2,17,11,8,3,1,2,0,0,1.83,3.3,4.33,1.85,3.25,3.8,1.85,3.25,3.8,1.8,3.1,3.8,1.9,3.25,3.4,1.83,3.25,4,1.83,3.2,3.75,1.91,3.25,3.75,1.85,3.25,3.75,39,1.95,1.87,3.35,3.23,4.33,3.84,25,1.99,1.89,1.92,1.83,12,-0.5,1.94,1.9,1.99,1.97
SC0,23/09/06,Dundee United,Motherwell,1,1,D,0,0,D,S Conroy,13,6,6,1,7,8,9,2,1,1,0,0,1.9,3.25,3.5,1.9,3.25,3.65,1.95,3.25,3.5,2.1,3.2,2.9,1.9,3.2,3.5,1.91,3.25,3.75,2,3.2,3.2,2,3.25,3.4,1.9,3.2,3.5,41,2.15,1.95,3.3,3.23,4,3.5,24,2.1,1.97,1.75,1.71,12,-0.25,1.91,1.86,2.02,2
SC0,23/09/06,Dunfermline,St Mirren,2,1,H,0,1,A,C MacKay,11,8,6,3,14,14,2,4,2,1,0,0,2.25,3.25,2.75,2.25,3.2,2.8,2.3,3.2,2.75,2.3,3.2,2.6,2.25,3.2,2.75,2.3,3.2,2.8,2.37,3.1,2.62,2.38,3.2,2.75,2.25,3.25,2.75,41,2.4,2.3,3.3,3.21,2.9,2.76,24,2.12,1.97,1.84,1.75,12,0,1.72,1.68,2.05,1.97
SC0,23/09/06,Hibernian,Falkirk,0,1,A,0,1,A,A Freeland,9,10,4,6,21,17,11,3,3,3,1,1,1.53,3.75,5,1.5,3.75,5.65,1.53,3.6,5.6,1.55,3.6,4.7,1.5,3.4,6,1.53,3.5,6,1.5,3.6,5.5,1.5,3.5,7,1.5,3.5,6,41,1.57,1.52,3.87,3.59,6.75,5.87,24,1.8,1.76,2,1.92,12,-1,1.9,1.88,2.04,1.92
SC0,23/09/06,Kilmarnock,Inverness C,1,1,D,1,1,D,M McCurry,9,10,5,5,8,14,8,11,0,3,0,0,1.83,3.25,3.75,1.8,3.3,4,1.85,3.3,3.75,1.8,3.2,3.7,1.8,3.3,3.75,1.83,3.25,4,1.95,3.25,3.3,1.83,3.5,3.75,1.9,3.25,3.5,40,2,1.87,3.35,3.25,4,3.74,24,1.95,1.87,1.95,1.85,11,-0.5,2.05,2.01,1.89,1.85
SC0,24/09/06,Aberdeen,Hearts,1,3,A,0,0,D,S Dougal,12,11,5,7,15,16,5,2,2,4,0,1,3,3.25,2.3,2.85,3.25,2.2,2.75,3.2,2.3,2.7,3.2,2.2,2.8,3.2,2.2,2.88,3.2,2.25,2.87,3.2,2.15,2.5,3.2,2.6,2.8,3.1,2.25,38,3.05,2.85,3.25,3.18,2.37,2.27,25,2.15,2.02,1.8,1.72,14,0,2.1,2.03,1.68,1.66
SC0,30/09/06,Inverness C,Dunfermline,1,0,H,0,0,D,C Murray,13,5,8,3,6,12,4,6,1,2,0,0,1.85,3.25,3.6,1.9,3.25,3.65,1.9,3.2,3.6,2,3.1,3.2,1.8,3.2,4,1.91,3.2,3.75,1.9,3.2,3.5,1.83,3.25,4,1.85,3.25,3.75,36,2,1.91,3.35,3.23,4.05,3.66,24,2.1,2,1.73,1.69,14,-0.5,2,1.95,1.98,1.92
SC0,30/09/06,Motherwell,Kilmarnock,5,0,H,3,0,H,C Thomson,14,7,9,1,15,14,10,6,1,3,0,0,2.7,3.25,2.3,2.8,3.2,2.25,2.8,3.2,2.25,2.9,3,2.2,2.75,3.2,2.25,2.8,3.2,2.3,2.8,3.1,2.25,2.6,3.2,2.5,2.75,3.25,2.25,37,3.1,2.83,3.3,3.19,2.4,2.28,24,2,1.91,1.85,1.76,15,0,2.1,2.05,1.71,1.65
SC0,30/09/06,St Mirren,Hibernian,1,0,H,1,0,H,S Dougal,4,10,2,1,17,15,3,6,1,2,0,0,2.75,3.25,2.2,2.9,3.2,2.2,2.85,3.2,2.2,2.7,3,2.3,2.75,3.2,2.25,2.88,3.2,2.25,3,3.1,2.15,2.88,3.25,2.25,3,3.25,2.1,36,3.15,2.9,3.25,3.19,2.35,2.22,24,2.05,1.91,1.82,1.76,15,0,2.2,2.08,1.7,1.64
SC0,01/10/06,Falkirk,Celtic,0,1,A,0,0,D,I Brines,15,10,6,2,12,12,6,6,2,1,0,0,9,5,1.3,8.5,4.5,1.3,9,4.5,1.28,9,4.5,1.25,8,4.5,1.29,9,4.75,1.28,8.5,4.8,1.25,10,5,1.25,8.5,4.5,1.28,38,11,9.37,5,4.68,1.31,1.28,24,1.8,1.67,2.15,2.02,13,1.5,1.83,1.77,2.12,2.1
SC0,01/10/06,Hearts,Dundee United,4,0,H,2,0,H,E Smith,12,11,5,3,15,14,4,5,0,1,0,0,1.33,4.33,7.5,1.3,4.5,8.5,1.35,4.2,7.5,1.33,4,7.5,1.33,4,8,1.33,4.33,8.25,1.36,4,7,1.33,4.33,8.5,1.33,4,8.5,34,1.4,1.34,4.68,4.23,9.44,7.97,22,1.87,1.71,2.07,1.97,11,-1.25,1.9,1.86,2.03,2.02
SC0,01/10/06,Rangers,Aberdeen,1,0,H,0,0,D,C Richmond,18,4,8,2,11,19,4,1,2,2,0,0,1.33,4.33,7.5,1.3,4.5,8.5,1.3,4.4,8.5,1.33,4,7.5,1.33,4,8,1.3,4.5,9,1.3,4.33,8,1.29,4.5,10,1.35,4,8,38,1.37,1.32,4.75,4.3,9,8.29,24,1.87,1.69,2.15,1.99,13,-1.25,2.02,1.98,1.91,1.89
SC0,14/10/06,Dundee United,Celtic,1,4,A,1,1,D,M McCurry,10,17,3,10,12,5,1,6,1,0,0,0,9,5,1.3,9,5,1.25,9,4.75,1.28,9,4.5,1.25,8,5,1.25,10,5,1.25,9.5,5,1.22,10,4.5,1.25,8.5,5,1.25,39,12.15,9.5,5.04,4.78,1.31,1.27,25,1.83,1.72,2.15,1.97,18,1.5,1.85,1.81,2.11,2.03
SC0,14/10/06,Falkirk,St Mirren,1,1,D,0,0,D,W Collum,12,9,4,2,13,8,4,5,3,0,0,0,2.37,3.2,2.62,2.2,3.2,2.9,2.3,3.2,2.75,2.3,3,2.7,2.25,3.2,2.75,2.3,3.2,2.8,2.3,3.2,2.62,2.38,3.2,2.62,2.25,3.2,2.8,39,2.5,2.32,3.25,3.18,2.95,2.75,23,2.15,2.01,1.72,1.68,16,-0.25,2.15,2.12,1.81,1.75
SC0,14/10/06,Kilmarnock,Aberdeen,1,0,H,0,0,D,S Conroy,17,8,8,2,8,15,7,7,1,2,0,0,2.3,3.2,2.7,2.3,3.2,2.75,2.37,3.2,2.7,2.3,3,2.7,2.2,3.2,2.8,2.3,3.2,2.8,2.3,3.2,2.62,2.25,3.25,2.75,2.25,3.25,2.75,38,2.7,2.34,3.25,3.18,2.88,2.73,24,2.13,2,1.81,1.72,15,-0.25,2.21,2.12,1.8,1.75
SC0,14/10/06,Motherwell,Dunfermline,2,1,H,0,0,D,D McDonald,13,5,6,1,7,18,7,6,1,3,0,0,1.95,3.25,3.3,2.1,3.2,3.1,2,3.25,3.3,2.1,3,3.1,2,3.2,3.2,2.1,3.2,3.2,2.05,3.2,3.1,2.1,3.25,3,2,3.25,3.25,38,2.15,2.02,3.3,3.2,3.8,3.3,24,2.2,2.02,1.8,1.71,16,-0.25,1.85,1.79,2.1,2.07
