Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5
B1,26/10/02,Germinal,Gent,2,1,H,2,0,H,1.8,3.3,3.75,1.8,3.4,3.85,1.9,3.2,3.4,1.833,3.4,3.6,1.9,3.3,3.3,1.4,2.3
B1,26/10/02,Lierse,Charleroi,2,1,H,1,0,H,1.364,4,7,1.46,3.7,6.7,1.4,3.9,6,1.4,3.8,7,1.3,4.2,8,1.45,2.3
B1,28/10/02,Lokeren,Antwerp,2,1,H,1,0,H,1.571,3.5,5,1.62,3.5,5,1.55,3.5,4.8,1.571,3.6,5,1.55,3.6,4.8,1.45,2.4
B1,28/10/02,Louvieroise,Mechelen,1,1,D,1,1,D,1.8,3.3,3.75,1.76,3.5,3.95,1.7,3.3,4,1.75,3.4,4,1.7,3.5,3.8,1.49,2.2
B1,02/11/02,Bergen,Club Brugge,1,2,A,0,0,D,4,3.4,1.727,4.25,3.5,1.71,3.8,3.3,1.75,4.333,3.4,1.667,4.2,3.4,1.65,,
B1,02/11/02,Charleroi,St Truiden,2,2,D,1,0,H,2.8,3.4,2.1,3.2,3.2,2.05,2.7,3.2,2.2,3,3.4,2,3.15,3.4,1.9,,
B1,02/11/02,Mouscron,Lokeren,1,1,D,1,1,D,2.1,3.4,2.8,2.2,3.25,2.85,2.2,3.1,2.8,2.2,3.25,2.75,2.1,3.3,2.8,,
B1,02/11/02,Standard,Louvieroise,1,0,H,0,0,D,1.8,3.3,3.75,1.76,3.45,4,1.8,3.2,3.7,1.75,3.4,3.8,1.75,3.35,3.8,,
B1,03/11/02,Antwerp,Germinal,5,3,H,2,3,A,2.25,3.2,2.75,2.4,3.1,2.7,2.4,3.2,2.4,2.2,3.25,2.75,2.3,3.15,2.6,,
B1,03/11/02,Genk,Westerlo,1,1,D,1,1,D,1.2,5,11,1.23,5.35,10,1.25,4.5,9,1.222,5,9,1.2,5,10,,
B1,03/11/02,Mechelen,Beveren,0,2,A,0,2,A,1.8,3.5,3.5,1.76,3.45,4,1.7,3.3,4,,,,,,,,
B1,04/11/02,Anderlecht,Lierse,1,2,A,1,1,D,1.5,3.6,5.5,1.53,3.65,5.5,1.55,3.5,4.8,1.5,3.6,5.5,1.5,3.6,5.2,1.58,2.33
B1,08/11/02,St Truiden,Anderlecht,3,1,H,0,1,A,2.75,3.25,2.2,2.77,3.3,2.31,2.9,3.2,2.1,2.6,3.25,2.3,2.55,3.2,2.3,1.5,2.25
B1,09/11/02,Club Brugge,Genk,4,0,H,2,0,H,1.72,3.25,4.2,1.72,3.35,4.35,1.7,3.3,4,1.6,3.4,4.75,1.66,3.3,4.5,1.5,2.25
B1,09/11/02,Germinal,Mouscron,0,2,A,0,0,D,1.83,3.25,3.6,1.82,3.35,3.75,2,3.2,3.1,1.8,3.3,3.75,1.8,3.4,3.5,1.6,2
B1,09/11/02,Lokeren,Charleroi,4,1,H,1,1,D,1.33,4,8,1.35,4.35,9,1.35,4,7,1.364,3.75,8,1.3,4.5,7,1.55,2.1
B1,09/11/02,Louvieroise,Gent,0,1,A,0,1,A,1.9,3.25,3.4,2,3.25,3.25,2.2,3.1,2.8,1.85,3.3,3.5,1.95,3.3,3.1,1.65,1.95
B1,09/11/02,Westerlo,Mechelen,2,0,H,0,0,D,1.9,3.25,3.4,,,,,,,,,,,,,,
B1,10/11/02,Beveren,Standard,1,3,A,0,2,A,2.7,3.25,2.25,2.8,3.15,2.3,2.8,3.1,2.2,2.6,3.25,2.3,2.45,3.3,2.35,1.7,2
B1,10/11/02,Lierse,Bergen,1,1,D,0,1,A,1.5,3.5,5.5,1.45,4,6.65,1.45,3.8,5.4,1.444,3.75,6,1.4,3.7,6.5,1.5,2.5
B1,20/11/02,St Truiden,Mouscron,2,2,D,0,1,A,1.727,3.25,4.2,1.78,3.36,4.1,1.85,3.1,3.6,1.7,3.25,4.333,1.75,3.4,3.7,1.45,2.35
B1,22/11/02,Anderlecht,Lokeren,2,0,H,0,0,D,1.615,3.6,4.333,1.65,3.5,5,1.65,3.3,4.4,1.615,3.5,4.5,1.7,3.4,3.9,1.4,2.7
B1,23/11/02,Antwerp,Louvieroise,2,1,H,2,1,H,1.8,3.4,3.6,1.85,3.25,3.65,1.85,3.2,3.5,1.8,3.4,3.6,1.7,3.5,3.8,1.55,2.15
B1,23/11/02,Bergen,St Truiden,3,0,H,1,0,H,2.5,3.25,2.375,2.5,3.2,2.45,2.4,3.2,2.4,2.5,3.25,2.4,2.5,3.15,2.4,1.4,2.5
B1,23/11/02,Charleroi,Germinal,1,6,A,1,2,A,2.25,3.25,2.6,2.4,3.2,2.55,2.3,3.2,2.5,2.375,3.3,2.5,2.45,3.1,2.5,1.45,2.35
B1,23/11/02,Club Brugge,Lierse,3,0,H,1,0,H,1.5,3.6,5.5,1.53,3.55,5.75,1.45,3.8,5.4,1.5,3.6,5.5,1.45,3.75,5.5,1.4,2.5
B1,23/11/02,Genk,Mechelen,9,0,H,4,0,H,,,,1.24,5.25,9,1.25,4.5,9,,,,,,,,
B1,23/11/02,Standard,Westerlo,3,0,H,1,0,H,1.5,3.6,5.5,1.55,3.55,5.75,1.55,3.5,4.8,1.5,3.6,5.5,1.5,3.75,5,1.5,2.25
B1,24/11/02,Gent,Beveren,2,1,H,2,0,H,1.5,3.6,5.5,1.53,3.55,5.75,1.4,3.9,6,1.5,3.6,5.5,1.5,3.5,5.5,1.4,2.5
B1,30/11/02,Beveren,Antwerp,3,1,H,2,0,H,2.375,3.25,2.5,2.3,3.2,2.65,2.4,3.2,2.4,2.4,3.2,2.5,2.4,3.3,2.4,1.45,2.35
B1,30/11/02,Lokeren,Bergen,4,0,H,1,0,H,1.533,3.5,5.5,1.5,3.7,5.4,1.55,3.5,4.8,1.533,3.6,5,1.55,3.7,4.6,1.45,2.35
B1,30/11/02,Louvieroise,Mouscron,2,0,H,1,0,H,2.5,3.1,2.5,2.5,3.1,2.5,2.6,3.1,2.3,2.4,3.2,2.5,2.4,3.3,2.4,1.6,2.05
B1,30/11/02,Mechelen,Standard,1,1,D,0,0,D,,,,,,,,,,,,,,,,,
B1,30/11/02,Westerlo,Gent,1,0,H,0,0,D,2.4,3.2,2.5,2.4,3.25,2.5,2.4,3.2,2.4,2.4,3.25,2.5,2.35,3.3,2.45,1.45,2.35
B1,01/12/02,Germinal,Anderlecht,1,2,A,1,1,D,2.625,3.4,2.2,2.8,3.25,2.2,2.9,3.2,2.1,2.875,3.3,2.1,2.65,3.3,2.2,1.55,2.15
B1,01/12/02,Lierse,Genk,1,1,D,0,0,D,2.375,3.25,2.5,2.15,3.2,2.9,2.4,3.2,2.4,2.3,3.25,2.6,2.2,3.3,2.65,1.55,2.15
B1,01/12/02,St Truiden,Club Brugge,5,2,H,1,1,D,3.25,3.4,1.9,3.3,3.15,2,3.4,3.2,1.9,3.4,3.25,1.909,3.25,3.3,1.9,1.4,2.5
B1,04/12/02,Club Brugge,Lokeren,5,0,H,1,0,H,1.444,3.75,6,1.44,3.7,6.3,1.4,3.9,6,1.5,3.6,5.5,1.45,3.6,5.8,1.6,2.05,
B1,07/12/02,Antwerp,Westerlo,1,2,A,1,1,D,1.727,3.4,4,1.7,3.45,4.15,1.7,3.3,4,1.667,3.5,4.2,1.7,3.4,3.9,1.45,2.35,
B1,07/12/02,Charleroi,Louvieroise,1,1,D,0,0,D,2.5,3.25,2.375,2.45,3.3,2.45,2.4,3.2,2.4,2.5,3.25,2.4,2.4,3.3,2.4,1.65,1.95,
B1,07/12/02,Club Brugge,Anderlecht,2,1,H,0,1,A,1.833,3.4,3.6,1.85,3.35,3.6,1.8,3.2,3.7,1.833,3.3,3.6,1.83,3.3,3.6,1.6,2.05,
B1,07/12/02,Mouscron,Beveren,0,0,D,0,0,D,1.444,3.75,6,1.45,3.8,6,1.4,3.9,6,1.4,3.8,6.5,1.45,3.8,5.5,1.5,2.25,
B1,08/12/02,Bergen,Germinal,2,1,H,2,0,H,1.833,3.4,3.5,1.9,3.35,3.4,2,3.2,3.1,1.8,3.3,3.75,1.9,3.3,3.25,1.5,2.25,
B1,08/12/02,Genk,Standard,1,5,A,0,4,A,1.615,3.25,5,1.7,3.45,4.2,1.7,3.3,4,1.6,3.3,5,1.8,3.4,3.5,1.5,2.25,
B1,08/12/02,Gent,Mechelen,2,0,H,2,0,H,1.444,3.75,6,1.4,4,6.5,,,,,,,,,,1.5,2.25,
B1,08/12/02,Lierse,St Truiden,0,2,A,0,1,A,2,3.2,3.2,2,3.35,3.25,2,3.2,3.1,2,3.2,3.2,1.9,3.3,3.25,1.5,2.25,
B1,13/12/02,St Truiden,Genk,0,1,A,0,0,D,2.1,3.25,2.9,2.14,3.2,3,2.2,3.1,2.8,2,3.2,3.2,1.95,3.2,3.2,1.5,2.25,
B1,14/12/02,Lokeren,Lierse,1,1,D,0,1,A,1.909,3.25,3.4,1.95,3.25,3.3,1.85,3.2,3.5,1.909,3.25,3.4,1.8,3.3,3.6,1.5,2.25,
B1,14/12/02,Mechelen,Antwerp,0,2,A,0,1,A,,,,,,,,,,,,,,,,,,
B1,15/12/02,Beveren,Charleroi,3,0,H,1,0,H,1.727,3.4,4,1.7,3.35,4.25,1.75,3.3,3.8,1.667,3.4,4.333,1.65,3.4,4.25,1.5,2.25,
B1,15/12/02,Germinal,Club Brugge,1,3,A,0,1,A,4,3.4,1.727,4.15,3.4,1.7,4,3.3,1.7,4.333,3.4,1.667,3.9,3.4,1.7,1.4,2.5,
B1,15/12/02,Louvieroise,Anderlecht,1,2,A,1,0,H,3.6,3.4,1.8,3.6,3.3,1.85,4,3.3,1.7,4,3.3,1.75,3.45,3.3,1.85,1.6,2.05,
B1,15/12/02,Standard,Gent,4,1,H,1,1,D,1.667,3.4,4.333,1.7,3.35,4.25,1.75,3.3,3.8,1.667,3.4,4.333,1.65,3.45,4.1,1.5,2.25,
B1,15/12/02,Westerlo,Mouscron,1,2,A,0,1,A,2.2,3.3,2.75,2.25,3.25,2.7,2.3,3.1,2.6,2.2,3.25,2.75,2.15,3.3,2.7,1.55,2.15,,
B1,21/12/02,Anderlecht,Beveren,7,1,H,3,0,H,1.2,5,11,1.21,5.5,11,1.25,4.5,9,1.2,5.5,9,1.25,4.5,9,1.33,2.75,,
B1,21/12/02,Bergen,Louvieroise,1,3,A,1,2,A,1.8,3.3,3.75,1.75,3.5,4,1.7,3.3,4,1.727,3.4,4,1.65,3.5,4.1,1.6,2.05,,
B1,21/12/02,Charleroi,Westerlo,1,0,H,0,0,D,2.4,3.4,2.4,2.5,3.25,2.5,,,,2.4,3.25,2.5,2.4,3.3,2.4,1.5,2.25,,
B1,21/12/02,Gent,Genk,2,0,H,0,0,D,2.5,3.25,2.375,2.5,3.25,2.5,2.4,3.2,2.4,2.5,3.25,2.4,2.4,3.3,2.4,1.45,2.35,,
B1,21/12/02,Lierse,Germinal,2,1,H,0,0,D,1.571,3.5,5,1.65,3.6,4.5,1.7,3.3,4,1.615,3.5,4.5,1.6,3.6,4.25,1.45,2.35,,
B1,21/12/02,Mouscron,Mechelen,3,1,H,2,0,H,,,,,,,,,,,,,,,,,,,
B1,21/12/02,St Truiden,Lokeren,2,0,H,1,0,H,1.909,3.25,3.4,1.85,3.3,3.75,1.85,3.2,3.5,1.85,3.25,3.6,1.85,3.3,3.4,1.45,2.35,,
B1,22/12/02,Antwerp,Standard,1,1,D,0,1,A,2.5,3.25,2.375,2.5,3.25,2.5,2.6,3.1,2.3,2.6,3.25,2.3,2.5,3.3,2.3,1.4,2.5,,
B1,17/01/03,Mouscron,Standard,0,1,A,0,1,A,2.25,3.2,2.75,2.3,3.2,2.75,2.2,3.1,2.8,2.25,3.25,2.7,2.4,3.2,2.45,1.55,2.1,,
B1,18/01/03,Antwerp,Gent,1,4,A,1,2,A,2,3.2,3.2,2.05,3.2,3.25,2.1,3.1,3,2,3.2,3.2,2,3.3,3,1.45,2.32,,
B1,18/01/03,Club Brugge,Louvieroise,3,0,H,1,0,H,1.2,5,11,1.2,5.5,10,1.2,5,10,1.2,5.5,9,1.2,5,9.5,1.4,2.7,,
B1,18/01/03,St Truiden,Germinal,1,1,D,0,1,A,1.5,3.6,5.5,1.5,3.75,5.75,1.6,3.4,4.6,1.5,3.6,5.5,1.5,3.6,5.2,1.45,2.32,,
B1,19/01/03,Anderlecht,Westerlo,0,2,A,0,1,A,1.25,5,8,1.25,5,9,1.25,4.5,9,1.222,5,9,1.25,4.75,8,1.4,2.72,,
B1,19/01/03,Bergen,Beveren,4,1,H,2,0,H,1.571,3.5,5,1.6,3.5,5,1.6,3.4,4.6,1.571,3.5,5,1.5,3.6,5.2,1.45,2.32,,
B1,19/01/03,Charleroi,Mechelen,3,0,H,1,0,H,,,,1.5,3.65,4.5,,,,,,,,,,,,,
B1,19/01/03,Lokeren,Genk,4,1,H,1,0,H,2.25,3.2,2.75,2.25,3.15,2.85,2.3,3,2.7,2.2,3.25,2.75,2.1,3.25,2.85,1.5,2.22,,
B1,25/01/03,Beveren,Club Brugge,2,7,A,0,4,A,7,4,1.36,6.25,3.65,1.47,6,3.9,1.4,7,3.75,1.4,6,3.6,1.45,1.4,2.5,,
B1,25/01/03,Gent,Mouscron,2,0,H,1,0,H,1.83,3.4,3.5,1.85,3.35,3.6,1.9,3.2,3.4,1.83,3.4,3.5,1.9,3.4,3.2,1.5,2.25,,
