Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,PKG/A,SC%,SOG%
Sainey Nyassi,NE,M,28,27,2297,3,2,39,11,0/0,7.7,28.2
Freddie Ljungberg,CHI,M-F,30,27,2432,2,10,38,11,0/0,5.3,28.9
Danny Allsopp,DC,F,23,18,1456,5,0,37,19,0/0,13.5,51.4
Ryan Johnson,SJ,F,27,19,1706,1,8,37,18,0/0,2.7,48.6
Shalrie Joseph,NE,M,22,22,1931,4,5,37,19,1/1,10.8,51.4
Brian McBride,CHI,F,26,18,1604,6,3,36,18,1/1,16.7,50.0
Andy Najar,DC,M-F,26,22,1983,5,1,36,13,0/0,13.9,36.1
Maicon Santos,CHV,F,22,13,1185,5,2,35,16,0/0,14.3,45.7
Dane Richards,NY,M,25,23,2008,5,3,35,14,0/0,14.3,40.0
Mehdi Ballouchy,COL,M,27,25,2138,4,6,35,15,1/1,11.4,42.9
Robbie Findley,RSL,F,24,15,1355,5,4,33,14,1/2,15.2,42.4
Cornell Glen,SJ,F,21,10,947,1,0,32,10,0/0,3.1,31.3
Chad Barrett,TOR,F,23,18,1545,7,2,32,16,0/0,21.9,50.0
Jack Jewsbury,KC,M,29,17,1675,2,0,32,15,1/1,6.3,46.9
Andy Williams,RSL,M,30,20,1862,1,7,32,10,0/0,3.1,31.3
Joel Lindpere,NY,M,29,29,2567,3,6,32,13,0/0,9.4,40.6
Chris Birchall,LA,M,25,23,1973,0,2,31,8,0/0,0.0,25.8
Heath Pearce,DAL,D,28,27,2414,0,6,31,2,0/0,0.0,6.5
Emilio Rentería,CLB,F,19,9,857,5,1,30,15,0/0,16.7,50.0
Thierry Henry,NY,F,11,11,859,2,3,30,13,0/0,6.7,43.3
Kheli Dube,NE,F,20,12,1023,2,5,30,17,0/0,6.7,56.7
Osvaldo Alonso,SEA,M,23,21,1874,1,3,30,9,0/0,3.3,30.0
Juninho,LA,M,25,25,2006,2,2,30,9,0/0,6.7,30.0
Collins John,CHI,F,17,10,901,3,1,29,14,0/0,10.3,48.3
Pablo Hernandez,DC,F,14,13,1149,0,1,29,16,0/0,0.0,55.2
Sanna Nyassi,SEA,M,24,14,1241,2,3,29,12,0/0,6.9,41.4
Brian Mullan,COL,D,29,22,1951,3,5,29,13,0/0,10.3,44.8
Geoff Cameron,HOU,D,16,15,1321,3,0,27,13,0/0,11.1,48.1
Danny Mwanga,PHI,F,24,17,1461,7,4,27,14,0/0,25.9,51.9
Patrick Nyarko,CHI,F-M,27,22,2068,1,10,27,12,0/0,3.7,44.4
Arturo Alvarez,HOU,M,19,11,1210,3,1,26,12,0/0,11.5,46.2
Danny Cruz,HOU,M-F,25,14,1362,2,2,26,9,0/0,7.7,34.6
Seth Stammler,NY,M-D,21,17,1441,2,1,26,6,0/0,7.7,23.1
Nick LaBrocca,TOR,M,28,24,2177,1,6,26,9,0/0,3.8,34.6
Geovanni Deiberson,SJ,F,12,8,777,1,3,25,13,0/0,4.0,52.0
Chris Pontius,LA,F,17,13,1189,2,1,25,6,0/0,8.0,24.0
Alan Gordon,CHV,F,21,12,1199,2,3,25,12,0/0,8.0,48.0
Brian Ching,HOU,F,20,16,1425,7,3,25,9,0/0,28.0,36.0
Tony Tchani,CHI,M,27,17,1610,1,3,25,8,0/0,4.0,32.0
Milton Rodriguez,DAL,F,13,13,835,5,1,23,10,0/0,21.7,43.5
Abdoulie Mansally,NE,D,21,8,928,3,0,23,9,0/0,13.0,39.1
Jamie Smith,COL,M,22,16,1357,1,8,23,10,0/0,4.3,43.5
Salou Ibrahim,NY,F,19,8,747,3,0,22,7,0/0,13.6,31.8
Tristan Bowen,LA,F,17,10,878,2,2,22,11,0/0,9.1,50.0
Macoumba Kandji,COL,F,20,12,1129,1,3,22,6,0/0,4.5,27.3
Baggio Husidic,LA,M,22,18,1498,5,3,22,10,0/0,22.7,45.5
Chris Tierney,NE,D-M,27,26,2238,1,4,22,13,0/0,4.5,59.1
Paulo Nagamura,CHV,M,15,15,1327,1,0,21,8,0/0,4.8,38.1
Josh Wolff,KC,F,25,16,1549,2,3,21,12,0/0,9.5,57.1
Branko Boskovic,DC,M,13,8,771,0,0,20,7,0/0,0.0,35.0
Sacha Kljestan,ORL,M,10,10,900,1,3,20,8,0/0,5.0,40.0
Jovan Kirovski,LA,M-F,21,11,932,4,2,20,6,0/0,20.0,30.0
Pat Phelan,NE,M-D,28,25,2167,2,1,20,8,0/0,10.0,40.0
Mike Magee,LA,M,16,9,789,1,1,19,8,0/0,5.3,42.1
Cam Weaver,HOU,F,14,9,807,3,1,19,6,0/0,15.8,31.6
Roger Torres,PHI,M,21,10,958,0,6,19,11,0/0,0.0,57.9
O'Brian White,TOR,F,24,9,1065,2,4,19,8,0/0,10.5,42.1
Michael Stephens,LA,M,25,21,1884,1,8,19,9,0/0,5.3,47.4
Brandon McDonald,SJ,D,29,28,2429,1,2,19,4,0/0,5.3,21.1
Khari Stephenson,SJ,M,11,11,776,1,1,18,6,0/0,5.6,33.3
Brad Evans,SKC,D-M,12,11,965,1,3,18,8,0/0,5.6,44.4
Ilija Stolica,NE,F,14,13,1049,3,2,18,9,0/0,16.7,50.0
Jacob Peterson,TOR,F,24,15,1267,1,2,18,4,0/0,5.6,22.2
Andrew Jacobson,PHI,M,25,13,1294,0,0,18,8,0/0,0.0,44.4
Dax McCarty,CHI,M,21,18,1604,1,2,18,6,0/0,5.6,33.3
Alejandro Moreno,PHI,F,26,25,1974,2,7,18,8,0/0,11.1,44.4
Bobby Convey,SJ,M,28,28,2472,1,10,18,9,0/0,5.6,50.0
Rafa Márquez,NY,M,10,10,783,1,1,17,5,0/0,5.9,29.4
Kyle Nakazawa,PHI,M,14,8,798,0,0,17,8,0/0,0.0,47.1
Rodolfo Espinoza,CHV,M,15,14,1156,1,3,17,3,0/0,5.9,17.6
Zack Schilawski,NE,F,25,15,1261,5,0,17,9,0/0,29.4,52.9
Justin Mapp,CHI,M,25,16,1407,1,5,17,7,0/0,5.9,41.2
Stephen King,DC,M,20,16,1415,0,1,17,7,0/0,0.0,41.2
Kyle Beckerman,RSL,M,22,21,1830,2,3,17,4,0/0,11.8,23.5
Fred,PHI,M,25,24,1913,4,1,17,8,0/0,23.5,47.1
Giancarlo Maldonado,CHV,F,10,7,612,2,1,16,4,1/1,12.5,25.0
Emmanuel Ekpo,CLB,M,24,13,1178,0,0,16,3,0/0,0.0,18.8
Wells Thompson,COL,D,27,13,1287,2,0,16,8,0/0,12.5,50.0
Ben Zemanski,CHV,M,22,17,1543,0,1,16,3,0/0,0.0,18.8
Jonathan Bornstein,CHV,D,21,17,1673,0,2,16,7,0/0,0.0,43.8
Julian de Guzman,TOR,M,25,21,2014,0,2,16,5,0/0,0.0,31.3
Daniel Hernandez,DAL,M,24,24,2098,0,0,16,7,0/0,0.0,43.8
Pablo Mastroeni,COL,M,29,29,2493,2,3,16,6,0/0,12.5,37.5
Birahim Diop,KC,M,14,7,497,5,1,15,10,0/0,33.3,66.7
Graham Zusi,SKC,D-M,19,4,540,1,0,15,5,0/0,6.7,33.3
Adam Cristman,DC,F,17,8,708,2,1,15,4,0/0,13.3,26.7
Blaise Nkufo,SEA,F,11,11,931,5,0,15,11,0/0,33.3,73.3
Eric Alexander,HOU,M,17,12,1054,2,3,15,6,0/0,13.3,40.0
Blair Gavin,CHV,M,16,16,1369,3,1,15,5,0/0,20.0,33.3
Patrick Ianni,SEA,D-M,25,24,2096,0,0,15,1,0/0,0.0,6.7
Roger Espinoza,SKC,M,25,25,2192,0,1,15,4,0/0,0.0,26.7
Andre Hainault,HOU,D,28,26,2376,2,1,15,4,0/0,13.3,26.7
Jámison Olave,RSL,D,27,27,2413,3,0,15,5,0/0,20.0,33.3
Eric Avila,DAL,M,18,1,452,1,1,14,7,0/0,7.1,50.0
Christian Castillo,DC,M,10,8,691,0,0,14,4,0/0,0.0,28.6
Jason Garey,CLB,F,22,9,784,2,2,14,5,0/0,14.3,35.7
Marvin Chávez,DAL,M,16,10,818,2,2,14,4,0/0,14.3,28.6
Jaime Moreno,DC,F,21,8,905,2,0,14,8,1/1,14.3,57.1
Mike Banner,CHI,M,18,9,1019,1,0,14,6,0/0,7.1,42.9
Kevin Alston,NE,D,22,22,1826,0,1,14,3,0/0,0.0,21.4
Stefani Miglioranzi,PHI,M,26,25,2097,0,0,14,5,0/0,0.0,35.7
Andy Iro,CLB,D,25,24,2117,3,1,14,3,0/0,21.4,21.4
Michael Orozco Fiscal,USA,D,29,29,2562,2,0,14,5,0/0,14.3,35.7
Drew Moor,TOR,D,30,30,2700,1,0,14,7,0/0,7.1,50.0
Miguel Ferrer,TOR,F,9,5,544,0,1,13,3,0/0,0.0,23.1
Khano Smith,NE,M,16,6,772,0,1,13,5,0/0,0.0,38.5
Omar Gonzalez,USA,D,28,28,2520,2,0,13,4,0/0,15.4,30.8
Pablo Campos,RSL,F,16,3,434,0,1,12,4,0/0,0.0,33.3
Calen Carr,CHI,F,14,4,538,3,0,12,6,0/0,25.0,50.0
Colin Clark,COL,M,16,9,866,0,0,12,3,0/0,0.0,25.0
Joey Gjertsen,SJ,M,18,16,1220,1,1,12,5,0/0,8.3,41.7
Nathan Sturgis,SEA,M,20,16,1483,1,2,12,4,1/1,8.3,33.3
Clyde Simms,DC,M,20,18,1508,0,0,12,6,0/0,0.0,50.0
Corey Ashe,HOU,M,27,19,1650,0,3,12,4,0/0,0.0,33.3
Ramiro Corrales,SJ,M,20,18,1677,1,2,12,4,0/0,8.3,33.3
Julius James,DC,D,22,16,1682,1,0,12,3,0/0,8.3,25.0
Pat Noonan,SEA,F,12,8,682,1,1,11,3,0/1,9.1,27.3
Shea Salinas,SJ,M,17,7,795,1,0,11,7,0/0,9.1,63.6
Sinisa Ubiparipovic,NY,F-M,18,11,932,1,1,11,4,0/0,9.1,36.4
Peter Lowry,CHI,M,15,12,1004,2,0,11,4,0/0,18.2,36.4
Julien Baudet,COL,D,18,14,1154,0,0,11,0,0/0,0.0,0.0
Kurt Morsink,DC,M,20,18,1558,0,0,11,4,0/0,0.0,36.4
Chad Marshall,SEA,D,24,24,2160,1,2,11,3,0/0,9.1,27.3
Luis Landin,HOU,F,9,5,436,1,3,10,2,0/0,10.0,20.0
Alex Cazumba,LA,M,18,8,830,1,1,10,3,0/0,10.0,30.0
Ike Opara,SKC,D,11,10,914,3,0,10,5,0/0,30.0,50.0
Craig Rocastle,KC,M,23,18,1470,0,3,10,1,0/0,0.0,10.0
Ned Grabavoy,RSL,M,23,18,1562,3,1,10,6,0/0,30.0,60.0
Dan Gargan,TOR,D,27,25,2237,1,4,10,3,0/0,10.0,30.0
Nat Borchers,RSL,D,30,30,2673,2,0,10,4,0/0,20.0,40.0
Quincy Amarikwa,SJ,F,14,2,245,1,0,9,3,0/0,11.1,33.3
Chukwudi Chijindu,CHV,M,12,2,308,1,0,9,3,0/0,11.1,33.3
Jack McInerney,PHI,F,17,1,350,3,0,9,3,0/0,33.3,33.3
Nate Jaqua,SEA,F,15,3,409,0,3,9,5,0/0,0.0,55.6
William Romero,CHV,M,9,5,421,1,0,9,3,0/0,11.1,33.3
David Beckham,LA,M,7,5,466,2,1,9,6,0/0,22.2,66.7
Nery Castillo,CHI,F,8,6,487,0,0,9,5,0/0,0.0,55.6
Chance Myers,KC,D,15,6,568,0,0,9,4,0/0,0.0,44.4
Bobby Burling,SJ,D,18,16,1410,1,1,9,3,0/0,11.1,33.3
Shavar Thomas,KC,D,17,16,1432,0,0,9,2,0/0,0.0,22.2
Krzysztof Krol,CHI,D,19,17,1565,0,1,9,1,0/0,0.0,11.1
Robbie Russell,RSL,D,22,21,1915,1,5,9,6,0/0,11.1,66.7
Roy Miller,POR,D,25,21,1948,0,2,9,3,0/0,0.0,33.3
Chris Wingert,RSL,D,24,22,1985,1,0,9,2,0/0,11.1,22.2
Sean Franklin,VAN,D,25,24,2126,0,6,9,2,0/0,0.0,22.2
Jordan Harvey,LAFC,D,30,29,2620,1,1,9,3,0/0,11.1,33.3
Claudio Lopez,COL,F,11,0,200,0,0,8,4,0/0,0.0,50.0
Roger Levesque,SEA,M,16,5,510,1,0,8,5,0/0,12.5,62.5
Joseph Ngwenya,HOU,F,12,6,589,1,0,8,2,0/0,12.5,25.0
Joseph Nane,TOR,M,11,8,614,0,0,8,1,0/0,0.0,12.5
Adrian Serioux,HOU,D,13,7,708,2,1,8,4,0/0,25.0,50.0
Dema Kovalenko,LA,M,9,8,712,1,0,8,6,0/0,12.5,75.0
Steven Kinney,CHI,D,13,10,963,1,1,8,3,0/0,12.5,37.5
Diego Saric,TOR,M,17,15,1153,0,0,8,3,0/0,0.0,37.5
Cristian Arrieta,PHI,D,16,15,1343,0,0,8,3,0/0,0.0,37.5
Ugo Ihemelu,DAL,D,19,18,1558,1,0,8,3,0/0,12.5,37.5
Michael Lahoud,CHV,M,23,20,1684,0,3,8,2,0/0,0.0,25.0
Frankie Hejduk,CLB,D,20,20,1736,0,2,8,4,0/0,0.0,50.0
Sam Cronin,MIN,M,23,20,1754,0,1,8,2,0/0,0.0,25.0
Jimmy Conrad,KC,D,26,26,2282,1,0,8,3,0/0,12.5,37.5
James Riley,SEA,D,27,27,2418,1,3,8,2,0/0,12.5,25.0
Jair Benítez,DAL,D,28,28,2424,0,2,8,1,0/0,0.0,12.5
Brad Ring,SJ,D,11,4,435,0,0,7,1,0/0,0.0,14.3
Jorge Villafaña,USA,D-M,8,6,452,1,0,7,3,0/0,14.3,42.9
Scott Sealy,SJ,F,15,5,520,0,1,7,2,0/0,0.0,28.6
Jackson Goncalves,DAL,M,12,9,805,0,1,7,3,0/0,0.0,42.9
Seth Sinovic,SKC,D,20,18,1580,0,0,7,1,0/0,0.0,14.3
Chris Albright,NY,D,18,18,1585,0,2,7,2,0/0,0.0,28.6
Eddie Robinson,HOU,D,23,19,1636,1,2,7,1,0/0,14.3,14.3
Stéphane Auvray,KC,M,21,21,1681,0,1,7,0,0/0,0.0,0.0
Dario Delgado,CHV,D,22,21,1865,0,1,7,3,1/1,0.0,42.9
Cory Gibbs,NE,D,25,25,2179,0,0,7,1,0/0,0.0,14.3
Brian Carroll,CLB,M,28,27,2390,1,0,7,3,0/0,14.3,42.9
Todd Dunivant,LA,D,27,27,2409,1,1,7,4,0/0,14.3,57.1
Danny Califf,PHI,D,28,28,2464,0,1,7,2,0/0,0.0,28.6
Tim Ream,NY,D,30,30,2700,1,0,7,4,0/0,14.3,57.1
Eddie Lewis,LA,M,13,1,250,0,0,6,1,0/0,0.0,16.7
Abdus Ibrahim,TOR,F,8,3,262,1,1,6,2,0/0,16.7,33.3
Eduardo da Silva,SJ,F,8,2,303,0,1,6,1,0/0,0.0,16.7
Mike Seamon,SEA,M-F,8,3,314,0,1,6,2,0/0,0.0,33.3
Maykel Galindo,CHV,F,6,4,343,1,0,6,4,0/0,16.7,66.7
Zak Boggs,NE,M,9,4,390,2,0,6,4,0/0,33.3,66.7
Collen Warner,MIN,M,13,4,426,0,0,6,2,0/0,0.0,33.3
Pablo Escobar,KC,D,7,7,529,0,0,6,2,0/0,0.0,33.3
Niouky Desire,NE,M,13,11,1068,0,1,6,0,0/0,0.0,0.0
Eric Brunner,CLB,D,14,13,1145,1,0,6,2,0/0,16.7,33.3
Carey Talley,DC,D,16,14,1181,1,0,6,2,1/1,16.7,33.3
Jeff Parke,SEA,D,20,20,1682,0,1,6,0,0/0,0.0,0.0
Kosuke Kimura,COL,D,23,21,1931,0,3,6,2,0/0,0.0,33.3
Wilman Conde,CHI,D,25,22,2019,1,0,6,2,0/0,16.7,33.3
Logan Pause,CHI,M,26,26,2258,1,3,6,1,0/0,16.7,16.7
Nelson González,RSL,M,12,3,330,1,1,5,3,0/0,20.0,60.0
Marcelo Saragosa,CHV,M,14,9,823,0,1,5,2,0/0,0.0,40.0
Danny O'Rourke,CLB,D,17,14,1276,0,1,5,0,0/0,0.0,0.0
Danny Earls,COL,D,18,15,1413,0,0,5,2,0/0,0.0,40.0
Tim Ward,CHI,D,19,18,1638,0,1,5,3,0/0,0.0,60.0
Jordan Graye,DC,D,20,20,1662,0,0,5,3,0/0,0.0,60.0
Emmanuel Osei,NE,D,21,18,1716,0,1,5,0,0/0,0.0,0.0
Nana Attakora,TOR,D,25,24,2108,1,0,5,1,0/0,20.0,20.0
Adrian Cann,TOR,D,26,26,2340,0,0,5,3,0/0,0.0,60.0
Leonardo González,SEA,D,27,27,2347,1,1,5,2,0/0,20.0,40.0
Marvell Wynne,COL,D,27,27,2383,0,0,5,1,0/0,0.0,20.0
Mariano Trujillo,CHV,D,28,28,2517,0,3,5,1,0/0,0.0,20.0
Brian Nielsen,NY,M,2,1,105,0,0,4,2,0/0,0.0,50.0
Miguel Montaño,SEA,F,6,1,161,0,0,4,0,0/0,0.0,0.0
John Wolyniec,NY,F,4,2,190,0,0,4,1,0/0,0.0,25.0
Andrés Mendoza,CLB,F,8,1,204,2,0,4,2,0/0,50.0,50.0
Brandon Barklage,DC,D,3,2,205,0,0,4,1,0/0,0.0,25.0
Sal Zizzo,ATL,D,10,1,254,0,1,4,2,0/0,0.0,50.0
Jason Griffiths,NE,M,10,4,377,0,0,4,1,0/0,0.0,25.0
John Thorrington,CHI,M,5,5,397,1,0,4,2,1/1,25.0,50.0
Álvaro Fernández,SEA,M,12,4,475,2,1,4,3,0/0,50.0,75.0
Jean-Marc Alexandre,HAI,F,15,5,494,0,0,4,3,0/0,0.0,75.0
Steven Beitashour,LAFC,D,8,7,640,1,0,4,3,0/0,25.0,75.0
André Luiz,SJ,M,9,9,701,0,1,4,2,0/0,0.0,50.0
Sheanon Williams,PHI,D,8,8,720,0,0,4,3,0/0,0.0,75.0
Leonardo,HOU,D,10,10,855,0,0,4,1,0/0,0.0,25.0
Rodney Wallace,NYC,F,11,11,924,0,2,4,1,0/0,0.0,25.0
Ty Harden,TOR,D,12,10,975,0,0,4,1,0/0,0.0,25.0
Matt Besler,SKC,D,12,10,1016,0,0,4,3,0/0,0.0,75.0
Danleigh Borman,NY,D,18,13,1179,1,1,4,2,0/0,25.0,50.0
Dasan Robinson,CHI,D,17,17,1369,0,1,4,0,0/0,0.0,0.0
Devon McTavish,DC,D,19,16,1405,0,0,4,1,0/0,0.0,25.0
Tyrone Marshall,SEA,D,20,14,1419,1,1,4,3,0/0,25.0,75.0
George John,DAL,D,25,25,2138,0,0,4,1,0/0,0.0,25.0
Mike Fucito,SEA,F,4,0,47,1,0,3,1,0/0,33.3,33.3
Paulo Jr.,RSL,F,3,0,65,0,0,3,1,0/0,0.0,33.3
Stefan Dimitrov,CHI,F,5,1,67,0,0,3,0,0/0,0.0,0.0
Nick Zimmerman,PHI,M,8,1,159,0,0,3,0,0/0,0.0,0.0
Nicholas Lindsay,TOR,F,4,2,240,0,3,3,1,0/0,0.0,33.3
Thabiso Khumalo,DC,F,8,3,270,0,0,3,2,0/0,0.0,66.7
Amobi Okugo,PHI,D-M,11,4,437,0,0,3,1,0/0,0.0,33.3
Kwame Watson-Siriboe,CHI,D,10,7,681,0,0,3,1,0/0,0.0,33.3
Jeremy Hall,NY,D-M,13,9,895,0,1,3,1,0/0,0.0,33.3
Amadou Sanyang,TOR,D,13,12,898,0,0,3,0,0/0,0.0,0.0
Shaun Francis,CLB,D,12,10,993,0,1,3,0,0/0,0.0,0.0
Gregg Berhalter,LA,D,16,16,1399,0,0,3,0,0/0,0.0,0.0
Tony Beltran,RSL,D,18,17,1493,0,1,3,1,0/0,0.0,33.3
Dejan Jakovic,LAFC,D,19,18,1624,0,0,3,1,0/0,0.0,33.3
Ante Jazic,CHV,D,21,21,1771,0,1,3,0,0/0,0.0,0.0
Nick Garcia,TOR,D,23,20,1811,0,1,3,1,0/0,0.0,33.3
Mike Chabala,HOU,D,25,22,2030,1,4,3,2,0/0,33.3,66.7
Michael Harrington,KC,D,29,29,2560,0,4,3,2,0/0,0.0,66.7
Samuel Appiah,HOU,M,2,0,37,1,0,2,1,0/0,50.0,50.0
Leandre Griffit,CLB,M,3,0,43,1,0,2,2,0/0,50.0,100.0
Ruben Luna,DAL,F,4,0,48,0,0,2,0,0/0,0.0,0.0
Javier Robles,SJ,M,2,1,61,0,0,2,2,0/0,0.0,100.0
Omar Jasseh,SJ,M,4,0,76,0,0,2,1,0/0,0.0,50.0
Barry Rice,DC,D,2,1,86,0,0,2,0,0/0,0.0,0.0
Julio Martinez,CHI,M,3,2,108,1,0,2,1,0/0,50.0,50.0
Corben Bone,CHI,M,5,1,114,0,0,2,1,0/0,0.0,50.0
Edgaras Jankauskas,NE,F,4,0,147,0,0,2,1,0/0,0.0,50.0
Jonathan Leathers,KC,D,8,3,356,0,1,2,1,0/0,0.0,50.0
Marc Burch,MIN,D,4,4,360,0,0,2,1,0/0,0.0,50.0
Kevin Burns,CLB,M,9,4,433,0,0,2,1,0/0,0.0,50.0
Carlos Borja,CHV,D,8,4,456,1,0,2,2,0/0,50.0,100.0
Deris Umanzor,CHI,D,10,5,502,0,0,2,2,0/0,0.0,100.0
Scott Palguta,COL,D,16,5,560,0,0,2,0,0/0,0.0,0.0
Anthony Wallace,COL,D,9,7,571,0,1,2,1,0/0,0.0,50.0
Jed Zayner,CLB,D,17,12,1187,0,0,2,0,0/0,0.0,0.0
Richard Mulrooney,HOU,M,23,19,1671,0,3,2,0,0/0,0.0,0.0
Bobby Boswell,HOU,D,26,26,2277,0,1,2,0,0/0,0.0,0.0
Michael Umaña,CHV,D,28,28,2483,0,0,2,1,0/0,0.0,50.0
Andre Akpan,COL,F,1,0,13,0,0,1,1,0/0,0.0,100.0
Juan Agudelo,NE,F,2,0,14,0,0,1,1,0/0,0.0,100.0
Conor Chinn,NY,F,5,0,29,0,0,1,1,0/0,0.0,100.0
Jason Yeisley,DAL,F,5,0,39,0,0,1,0,0/0,0.0,0.0
Santiago Hirsig,KC,M,1,1,45,0,0,1,0,0/0,0.0,0.0
Justin Morrow,TOR,D,3,0,59,0,0,1,0,0/0,0.0,0.0
Ramon Sanchez,SJ,M,3,1,83,0,0,1,1,0/0,0.0,100.0
David Estrada,SEA,M-F,3,1,88,0,0,1,1,0/0,0.0,100.0
Luciano Emilio,DC,F,4,1,157,0,0,1,1,0/0,0.0,100.0
Dilly Duka,CLB,M,3,2,160,0,0,1,1,0/0,0.0,100.0
Carlos Varela,DC,M,6,1,173,0,0,1,0,0/0,0.0,0.0
Gabe Gala,TOR,M,10,1,217,0,0,1,0,0/0,0.0,0.0
Craig Waibel,HOU,D,4,3,225,0,0,1,0,0/0,0.0,0.0
Bruno Guarda,DAL,M,9,2,233,0,0,1,0,0/0,0.0,0.0
Tyson Wahl,SEA,D,4,2,241,0,1,1,0,0/0,0.0,0.0
Bryan Jordan,LA,D,8,2,268,0,0,1,0,0/0,0.0,0.0
Yamith Cuesta,CHV,D,6,3,290,0,0,1,1,0/0,0.0,100.0
Chris Klein,LA,M,11,3,303,0,2,1,0,0/0,0.0,0.0
Carl Robinson,NY,M,10,3,365,1,0,1,1,0/0,100.0,100.0
Gonzalo Segares,CHI,D,6,6,439,0,0,1,0,0/0,0.0,0.0
Peter Vagenas,SEA,M,7,7,542,0,0,1,1,0/0,0.0,100.0
Ryan Cochrane,HOU,D,12,5,569,0,0,1,0,0/0,0.0,0.0
Eduardo Coudet,PHI,M,9,9,631,0,0,1,0,0/0,0.0,0.0
Bratislav Ristic,CHI,M,8,8,692,0,0,1,1,0/0,0.0,100.0
Mike Petke,NY,D,16,11,1047,0,0,1,0,0/0,0.0,0.0
Chris Leitch,SJ,D,15,15,1225,0,0,1,0,0/0,0.0,0.0
A.J. DeLaGarza,HOU,D,17,14,1307,1,0,1,1,0/0,100.0,100.0
Zach Loyd,DAL,D,24,19,1769,0,0,1,0,0/0,0.0,0.0
C.J. Brown,CHI,D,26,26,2340,0,0,1,0,0/0,0.0,0.0
Steve Ralston,NE,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Bryan Namoff,DC,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Taylor Twellman,NE,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Nick Kounenakis,KC,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Andrew Boyens,NY,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Michael Videira,NE,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Michael Holody,COL,D,0,0,0,0,0,0,0,0/0,0.0,0.0
Ross Schunk,COL,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Peri Marosevic,DAL,F,0,0,0,0,0,0,0,0/0,0.0,0.0
Mauricio Castro,NE,M,0,0,0,0,0,0,0,0/0,0.0,0.0
Rob Valentino,COL,D,0,0,0,0,0,0,0,0/0,0.0,0.0
