Player,Club,POS,GP,GS,A,GWA,HmA,RdA,A/90min
Roy Miller,POR,D,25,21,2,0,0,2,0.09
Chris Birchall,LA,M,25,23,2,1,1,1,0.09
Juninho,LA,M,25,25,2,2,1,1,0.09
Julian de Guzman,TOR,M,25,21,2,0,2,0,0.09
Edson Buddle,LA,F,25,25,2,0,1,1,0.09
Chad Marshall,SEA,D,24,24,2,0,1,1,0.08
Sainey Nyassi,NE,M,28,27,2,1,2,0,0.08
Santino Quaranta,DC,M-F,27,26,2,1,1,1,0.08
Jair Benítez,DAL,D,28,28,2,2,2,0,0.07
Brandon McDonald,SJ,D,29,28,2,1,1,1,0.07
Atiba Harris,DAL,D,29,28,2,1,0,2,0.07
Tyson Wahl,SEA,D,4,2,1,0,1,0,0.37
Sal Zizzo,ATL,D,10,1,1,0,1,0,0.35
Abdus Ibrahim,TOR,F,8,3,1,0,1,0,0.34
Eduardo da Silva,SJ,F,8,2,1,0,1,0,0.3
Mike Seamon,SEA,M-F,8,3,1,0,1,0,0.29
Nelson González,RSL,M,12,3,1,0,1,0,0.27
Jonathan Leathers,KC,D,8,3,1,0,1,0,0.25
Pablo Campos,RSL,F,16,3,1,0,1,0,0.21
Eric Avila,DAL,M,18,1,1,0,1,0,0.2
David Beckham,LA,M,7,5,1,1,0,1,0.19
Álvaro Fernández,SEA,M,12,4,1,0,0,1,0.19
Birahim Diop,KC,M,14,7,1,0,1,0,0.18
Scott Sealy,SJ,F,15,5,1,0,1,0,0.17
Miguel Ferrer,TOR,F,9,5,1,0,1,0,0.17
Anthony Wallace,COL,D,9,7,1,0,1,0,0.16
Giancarlo Maldonado,CHV,F,10,7,1,0,1,0,0.15
Pat Noonan,SEA,F,12,8,1,0,1,0,0.13
André Luiz,SJ,M,9,9,1,0,1,0,0.13
Adam Cristman,DC,F,17,8,1,1,1,0,0.13
Adrian Serioux,HOU,D,13,7,1,0,1,0,0.13
Khano Smith,NE,M,16,6,1,0,0,1,0.12
Khari Stephenson,SJ,M,11,11,1,1,1,0,0.12
Rafa Márquez,NY,M,10,10,1,1,1,0,0.11
Mike Magee,LA,M,16,9,1,0,1,0,0.11
Jackson Goncalves,DAL,M,12,9,1,1,0,1,0.11
Cam Weaver,HOU,F,14,9,1,0,0,1,0.11
Marcelo Saragosa,CHV,M,14,9,1,0,1,0,0.11
Alex Cazumba,LA,M,18,8,1,0,1,0,0.11
Milton Rodriguez,DAL,F,13,13,1,1,0,1,0.11
Emilio Rentería,CLB,F,19,9,1,1,0,1,0.11
Jeremy Hall,NY,D-M,13,9,1,0,1,0,0.1
Collins John,CHI,F,17,10,1,0,1,0,0.1
Sinisa Ubiparipovic,NY,F-M,18,11,1,0,0,1,0.1
Steven Kinney,CHI,D,13,10,1,1,1,0,0.09
Shaun Francis,CLB,D,12,10,1,0,0,1,0.09
Niouky Desire,NE,M,13,11,1,1,1,0,0.08
Pablo Hernandez,DC,F,14,13,1,0,1,0,0.08
Danleigh Borman,NY,D,18,13,1,0,0,1,0.08
Chris Pontius,LA,F,17,13,1,1,0,1,0.08
Arturo Alvarez,HOU,M,19,11,1,1,1,0,0.07
Joey Gjertsen,SJ,M,18,16,1,1,1,0,0.07
Danny O'Rourke,CLB,D,17,14,1,0,0,1,0.07
Dasan Robinson,CHI,D,17,17,1,1,0,1,0.07
Blair Gavin,CHV,M,16,16,1,0,1,0,0.07
Bobby Burling,SJ,D,18,16,1,1,0,1,0.06
Stephen King,DC,M,20,16,1,0,0,1,0.06
Tyrone Marshall,SEA,D,20,14,1,1,0,1,0.06
Seth Stammler,NY,M-D,21,17,1,1,1,0,0.06
Jeff Cunningham,DAL,F,27,13,1,0,0,1,0.06
Tony Beltran,RSL,D,18,17,1,1,1,0,0.06
Ben Zemanski,CHV,M,22,17,1,0,1,0,0.06
Ned Grabavoy,RSL,M,23,18,1,1,1,0,0.06
Krzysztof Krol,CHI,D,19,17,1,0,0,1,0.06
Tim Ward,CHI,D,19,18,1,1,0,1,0.05
Stéphane Auvray,KC,M,21,21,1,0,1,0,0.05
Jeff Parke,SEA,D,20,20,1,0,1,0,0.05
Emmanuel Osei,NE,D,21,18,1,0,0,1,0.05
Sam Cronin,MIN,M,23,20,1,1,1,0,0.05
Ante Jazic,CHV,D,21,21,1,1,1,0,0.05
Carlos Mendes,NY,D,21,20,1,0,1,0,0.05
Nick Garcia,TOR,D,23,20,1,0,0,1,0.05
Kevin Alston,NE,D,22,22,1,0,1,0,0.05
Dario Delgado,CHV,D,22,21,1,0,1,0,0.05
Fred,PHI,M,25,24,1,0,0,1,0.05
Adam Moffat,CLB,M,24,23,1,1,1,0,0.05
Andy Najar,DC,M-F,26,22,1,0,1,0,0.05
Lovel Palmer,HOU,D,26,24,1,0,0,1,0.04
Andy Iro,CLB,D,25,24,1,0,0,1,0.04
Pat Phelan,NE,M-D,28,25,1,0,0,1,0.04
Will Johnson,ORL,M,28,24,1,0,1,0,0.04
Roger Espinoza,SKC,M,25,25,1,1,0,1,0.04
Bobby Boswell,HOU,D,26,26,1,0,0,1,0.04
Chris Wondolowski,SJ,F,28,26,1,0,0,1,0.04
Leonardo González,SEA,D,27,27,1,0,1,0,0.04
Andre Hainault,HOU,D,28,26,1,0,1,0,0.04
Todd Dunivant,LA,D,27,27,1,0,1,0,0.04
Jason Hernandez,SJ,D,27,27,1,0,0,1,0.04
Danny Califf,PHI,D,28,28,1,0,1,0,0.04
Jeff Larentowicz,ATL,M,30,29,1,0,1,0,0.03
Jordan Harvey,LAFC,D,30,29,1,0,0,1,0.03
Kevin Goldthwaite,NY,D,0,0,0,0,0,0,0.0
Rob Valentino,COL,D,0,0,0,0,0,0,0.0
Ciaran O'Brien,COL,M,0,0,0,0,0,0,0.0
Mauricio Castro,NE,M,0,0,0,0,0,0,0.0
Alex Nimo,RSL,F-M,0,0,0,0,0,0,0.0
David Horst,RSL,D,0,0,0,0,0,0,0.0
Michael Videira,NE,M,0,0,0,0,0,0,0.0
Ali Gerba,TOR,F,0,0,0,0,0,0,0.0
Peri Marosevic,DAL,F,0,0,0,0,0,0,0.0
Michael Holody,COL,D,0,0,0,0,0,0,0.0
Ross Schunk,COL,F,0,0,0,0,0,0,0.0
Andrew Boyens,NY,D,0,0,0,0,0,0,0.0
Steve Ralston,NE,M,0,0,0,0,0,0,0.0
Bryan Namoff,DC,D,0,0,0,0,0,0,0.0
Taylor Twellman,NE,F,0,0,0,0,0,0,0.0
Nick Kounenakis,KC,D,0,0,0,0,0,0,0.0
Zoltan Hercegfalvi,KC,F,0,0,0,0,0,0,0.0
Emmanuel Gomez,TOR,D,0,0,0,0,0,0,0.0
Eduardo Lillingston,CHV,F,0,0,0,0,0,0,0.0
Tiyiselani Shipalane,DC,M,0,0,0,0,0,0,0.0
Lyle Adams,DC,D,0,0,0,0,0,0,0.0
Othaniel Yanez,CLB,M,0,0,0,0,0,0,0.0
Giorgi Chirgadze,NY,F,0,0,0,0,0,0,0.0
Austin da Luz,NY,M,0,0,0,0,0,0,0.0
Irving Garcia,NY,M,0,0,0,0,0,0,0.0
Oscar Murillo,COL,D,0,0,0,0,0,0,0.0
Sunil Chhetri,KC,F,0,0,0,0,0,0,0.0
Igor Kostrov,KC,M,0,0,0,0,0,0,0.0
Luis Gil,RSL,M,0,0,0,0,0,0,0.0
Andrew Wiedeman,DAL,F,0,0,0,0,0,0,0.0
Zac Herold,TOR,D,0,0,0,0,0,0,0.0
Cesar Zamora,CHV,M,0,0,0,0,0,0,0.0
J.T. Noone,PHI,M,0,0,0,0,0,0,0.0
Josh Williams,CLB,D,0,0,0,0,0,0,0.0
Davy Armstrong,COL,M,0,0,0,0,0,0,0.0
Victor Pineda,CHI,M,0,0,0,0,0,0,0.0
Conor Shanosky,DC,M-D,0,0,0,0,0,0,0.0
Jamar Beasley,KC,M,0,0,0,0,0,0,0.0
Doneil Henry,VAN,D,1,0,0,0,0,0,0.0
Francisco Navas Cobo,HOU,M,1,0,0,0,0,0,0.0
Sergio Herrera,CLB,F,1,0,0,0,0,0,0.0
Taylor Graham,SEA,D,1,0,0,0,0,0,0.0
Edson Edward,DAL,D,1,0,0,0,0,0,0.0
Bryan de la Fuente,CHV,F,1,0,0,0,0,0,0.0
John Rodrigues,DC,D,1,0,0,0,0,0,0.0
Andre Akpan,COL,F,1,0,0,0,0,0,0.0
Bryan Leyva,DAL,M,1,0,0,0,0,0,0.0
Juan Agudelo,NE,F,2,0,0,0,0,0,0.0
Nico Colaluca,NE,M,1,0,0,0,0,0,0.0
Roberto Linck,NE,F-M,2,0,0,0,0,0,0.0
Conor Chinn,NY,F,5,0,0,0,0,0,0.0
Samuel Appiah,HOU,M,2,0,0,0,0,0,0.0
Jason Yeisley,DAL,F,5,0,0,0,0,0,0.0
Toni Stahl,PHI,M,1,1,0,0,0,0,0.0
Duncan Oughton,CLB,D,3,0,0,0,0,0,0.0
Leandre Griffit,CLB,M,3,0,0,0,0,0,0.0
Junior Carreiro,DC,M,3,0,0,0,0,0,0.0
Alex Zotinca,CHV,D,1,1,0,0,0,0,0.0
Santiago Hirsig,KC,M,1,1,0,0,0,0,0.0
Mike Fucito,SEA,F,4,0,0,0,0,0,0.0
Ruben Luna,DAL,F,4,0,0,0,0,0,0.0
Justin Morrow,TOR,D,3,0,0,0,0,0,0.0
Javier Robles,SJ,M,2,1,0,0,0,0,0.0
Paulo Jr.,RSL,F,3,0,0,0,0,0,0.0
José Macotelo,CHV,M-F,3,0,0,0,0,0,0.0
Stefan Dimitrov,CHI,F,5,1,0,0,0,0,0.0
Ross LaBauex,COL,M,5,1,0,0,0,0,0.0
Omar Jasseh,SJ,M,4,0,0,0,0,0,0.0
David Myrie,PHI,D,1,1,0,0,0,0,0.0
Ramon Sanchez,SJ,M,3,1,0,0,0,0,0.0
Barry Rice,DC,D,2,1,0,0,0,0,0.0
David Estrada,SEA,M-F,3,1,0,0,0,0,0.0
Chris Schuler,ORL,D,1,1,0,0,0,0,0.0
Jim Brennan,TOR,D,1,1,0,0,0,0,0.0
Brian Nielsen,NY,M,2,1,0,0,0,0,0.0
Julio Martinez,CHI,M,3,2,0,0,0,0,0.0
Aaron Hohlbein,KC,D,2,1,0,0,0,0,0.0
Corben Bone,CHI,M,5,1,0,0,0,0,0.0
Luke Sassano,NY,D,3,2,0,0,0,0,0.0
Korede Aiyegbusi,KC,D,5,1,0,0,0,0,0.0
Edgaras Jankauskas,NE,F,4,0,0,0,0,0,0.0
Gerson Mayen,SLV,M,4,2,0,0,0,0,0.0
Luciano Emilio,DC,F,4,1,0,0,0,0,0.0
Nick Zimmerman,PHI,M,8,1,0,0,0,0,0.0
Dilly Duka,CLB,M,3,2,0,0,0,0,0.0
Miguel Montaño,SEA,F,6,1,0,0,0,0,0.0
Kyle Davies,DAL,D,3,2,0,0,0,0,0.0
Carlos Varela,DC,M,6,1,0,0,0,0,0.0
Yohance Marshall,LA,D,2,2,0,0,0,0,0.0
Clint Mathis,LA,M,9,0,0,0,0,0,0.0
John Wolyniec,NY,F,4,2,0,0,0,0,0.0
Claudio Lopez,COL,F,11,0,0,0,0,0,0.0
Andrés Mendoza,CLB,F,8,1,0,0,0,0,0.0
Brandon Barklage,DC,D,3,2,0,0,0,0,0.0
Anthony Obodai,HOU,M,4,4,0,0,0,0,0.0
Gabe Gala,TOR,M,10,1,0,0,0,0,0.0
Rauwshan McKenzie,RSL,D,4,2,0,0,0,0,0.0
Craig Waibel,HOU,D,4,3,0,0,0,0,0.0
Bruno Guarda,DAL,M,9,2,0,0,0,0,0.0
Quincy Amarikwa,SJ,F,14,2,0,0,0,0,0.0
Eddie Lewis,LA,M,13,1,0,0,0,0,0.0
Bryan Jordan,LA,D,8,2,0,0,0,0,0.0
Thabiso Khumalo,DC,F,8,3,0,0,0,0,0.0
Yamith Cuesta,CHV,D,6,3,0,0,0,0,0.0
Chukwudi Chijindu,CHV,M,12,2,0,0,0,0,0.0
Maykel Galindo,CHV,F,6,4,0,0,0,0,0.0
Jack McInerney,PHI,F,17,1,0,0,0,0,0.0
Zach Scott,SEA,D,4,4,0,0,0,0,0.0
Marc Burch,MIN,D,4,4,0,0,0,0,0.0
Carl Robinson,NY,M,10,3,0,0,0,0,0.0
Jason Griffiths,NE,M,10,4,0,0,0,0,0.0
Zak Boggs,NE,M,9,4,0,0,0,0,0.0
John Thorrington,CHI,M,5,5,0,0,0,0,0.0
William Romero,CHV,M,9,5,0,0,0,0,0.0
Collen Warner,MIN,M,13,4,0,0,0,0,0.0
Kevin Burns,CLB,M,9,4,0,0,0,0,0.0
Brad Ring,SJ,D,11,4,0,0,0,0,0.0
Amobi Okugo,PHI,D-M,11,4,0,0,0,0,0.0
Gonzalo Segares,CHI,D,6,6,0,0,0,0,0.0
Jorge Villafaña,USA,D-M,8,6,0,0,0,0,0.0
Carlos Borja,CHV,D,8,4,0,0,0,0,0.0
Nery Castillo,CHI,F,8,6,0,0,0,0,0.0
Jean-Marc Alexandre,HAI,F,15,5,0,0,0,0,0.0
Deris Umanzor,CHI,D,10,5,0,0,0,0,0.0
Roger Levesque,SEA,M,16,5,0,0,0,0,0.0
Pablo Escobar,KC,D,7,7,0,0,0,0,0.0
Calen Carr,CHI,F,14,4,0,0,0,0,0.0
Graham Zusi,SKC,D-M,19,4,0,0,0,0,0.0
Peter Vagenas,SEA,M,7,7,0,0,0,0,0.0
Scott Palguta,COL,D,16,5,0,0,0,0,0.0
Chance Myers,KC,D,15,6,0,0,0,0,0.0
Ryan Cochrane,HOU,D,12,5,0,0,0,0,0.0
Joseph Ngwenya,HOU,F,12,6,0,0,0,0,0.0
Joseph Nane,TOR,M,11,8,0,0,0,0,0.0
Juan Diego González,PHI,D,7,7,0,0,0,0,0.0
Eduardo Coudet,PHI,M,9,9,0,0,0,0,0.0
Steven Beitashour,LAFC,D,8,7,0,0,0,0,0.0
Kwame Watson-Siriboe,CHI,D,10,7,0,0,0,0,0.0
Christian Castillo,DC,M,10,8,0,0,0,0,0.0
Bratislav Ristic,CHI,M,8,8,0,0,0,0,0.0
Juan Pena,DC,D,10,9,0,0,0,0,0.0
Dema Kovalenko,LA,M,9,8,0,0,0,0,0.0
Sheanon Williams,PHI,D,8,8,0,0,0,0,0.0
Salou Ibrahim,NY,F,19,8,0,0,0,0,0.0
Raivis Hscanovics,TOR,D,11,10,0,0,0,0,0.0
Branko Boskovic,DC,M,13,8,0,0,0,0,0.0
Shea Salinas,SJ,M,17,7,0,0,0,0,0.0
Kyle Nakazawa,PHI,M,14,8,0,0,0,0,0.0
Jhon Kennedy Hurtado,SEA,D,9,9,0,0,0,0,0.0
Leonardo,HOU,D,10,10,0,0,0,0,0.0
Colin Clark,COL,M,16,9,0,0,0,0,0.0
Amadou Sanyang,TOR,D,13,12,0,0,0,0,0.0
Jaime Moreno,DC,F,21,8,0,0,0,0,0.0
Ike Opara,SKC,D,11,10,0,0,0,0,0.0
Abdoulie Mansally,NE,D,21,8,0,0,0,0,0.0
Blaise Nkufo,SEA,F,11,11,0,0,0,0,0.0
Cornell Glen,SJ,F,21,10,0,0,0,0,0.0
Ty Harden,TOR,D,12,10,0,0,0,0,0.0
Gino Padula,CLB,D,15,13,0,0,0,0,0.0
Peter Lowry,CHI,M,15,12,0,0,0,0,0.0
Matt Besler,SKC,D,12,10,0,0,0,0,0.0
Mike Banner,CHI,M,18,9,0,0,0,0,0.0
Maksim Usanov,TOR,D,14,13,0,0,0,0,0.0
Mike Petke,NY,D,16,11,0,0,0,0,0.0
Eric Brunner,CLB,D,14,13,0,0,0,0,0.0
Diego Saric,TOR,M,17,15,0,0,0,0,0.0
Julien Baudet,COL,D,18,14,0,0,0,0,0.0
Emmanuel Ekpo,CLB,M,24,13,0,0,0,0,0.0
Carey Talley,DC,D,16,14,0,0,0,0,0.0
Jed Zayner,CLB,D,17,12,0,0,0,0,0.0
Chris Leitch,SJ,D,15,15,0,0,0,0,0.0
Zack Schilawski,NE,F,25,15,0,0,0,0,0.0
Wells Thompson,COL,D,27,13,0,0,0,0,0.0
Andrew Jacobson,PHI,M,25,13,0,0,0,0,0.0
A.J. DeLaGarza,HOU,D,17,14,0,0,0,0,0.0
Geoff Cameron,HOU,D,16,15,0,0,0,0,0.0
Paulo Nagamura,CHV,M,15,15,0,0,0,0,0.0
Cristian Arrieta,PHI,D,16,15,0,0,0,0,0.0
Jesus Padilla,CHV,M,26,14,0,0,0,0,0.0
Gregg Berhalter,LA,D,16,16,0,0,0,0,0.0
Devon McTavish,DC,D,19,16,0,0,0,0,0.0
Danny Earls,COL,D,18,15,0,0,0,0,0.0
Shavar Thomas,KC,D,17,16,0,0,0,0,0.0
Danny Allsopp,DC,F,23,18,0,0,0,0,0.0
Clyde Simms,DC,M,20,18,0,0,0,0,0.0
Robbie Rogers,CLB,D,20,17,0,0,0,0,0.0
Kurt Morsink,DC,M,20,18,0,0,0,0,0.0
Ugo Ihemelu,DAL,D,19,18,0,0,0,0,0.0
Seth Sinovic,SKC,D,20,18,0,0,0,0,0.0
Dejan Jakovic,LAFC,D,19,18,0,0,0,0,0.0
Jordan Graye,DC,D,20,20,0,0,0,0,0.0
Jack Jewsbury,KC,M,29,17,0,0,0,0,0.0
Julius James,DC,D,22,16,0,0,0,0,0.0
Zach Loyd,DAL,D,24,19,0,0,0,0,0.0
Darrius Barnes,NE,D,21,20,0,0,0,0,0.0
Chris Wingert,RSL,D,24,22,0,0,0,0,0.0
Wilman Conde,CHI,D,25,22,0,0,0,0,0.0
Patrick Ianni,SEA,D-M,25,24,0,0,0,0,0.0
Stefani Miglioranzi,PHI,M,26,25,0,0,0,0,0.0
Daniel Hernandez,DAL,M,24,24,0,0,0,0,0.0
Nana Attakora,TOR,D,25,24,0,0,0,0,0.0
George John,DAL,D,25,25,0,0,0,0,0.0
Cory Gibbs,NE,D,25,25,0,0,0,0,0.0
Jimmy Conrad,KC,D,26,26,0,0,0,0,0.0
C.J. Brown,CHI,D,26,26,0,0,0,0,0.0
Adrian Cann,TOR,D,26,26,0,0,0,0,0.0
Marvell Wynne,COL,D,27,27,0,0,0,0,0.0
Brian Carroll,CLB,M,28,27,0,0,0,0,0.0
Jámison Olave,RSL,D,27,27,0,0,0,0,0.0
Michael Umaña,CHV,D,28,28,0,0,0,0,0.0
Omar Gonzalez,USA,D,28,28,0,0,0,0,0.0
Michael Orozco Fiscal,USA,D,29,29,0,0,0,0,0.0
Nat Borchers,RSL,D,30,30,0,0,0,0,0.0
Drew Moor,TOR,D,30,30,0,0,0,0,0.0
Tim Ream,NY,D,30,30,0,0,0,0,0.0
Stats Unavailable,nan,nan,nan,nan,nan,nan,nan,nan,nan
