Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,,,,,,,,,,,
D2,21/09/97,Meppen,Nurnberg,1,0,H,0,0,D,,,,,,,,,,,
D2,22/09/97,Uerdingen,Freiburg,1,0,H,0,0,D,,,,,,,,,,,
D2,26/09/97,Dusseldorf,Zwickau,4,1,H,2,0,H,,,,,,,,,,,
D2,26/09/97,Nurnberg,Unterhaching,1,0,H,0,0,D,,,,,,,,,,,
D2,27/09/97,F Koln,Gutersloh,2,2,D,1,2,A,,,,,,,,,,,
D2,28/09/97,Cottbus,Greuther Furth,3,0,H,2,0,H,,,,,,,,,,,
D2,28/09/97,CZ Jena,Ein Frankfurt,2,1,H,2,1,H,,,,,,,,,,,
D2,28/09/97,Freiburg,Meppen,4,2,H,1,0,H,,,,,,,,,,,
D2,28/09/97,Stuttgarter K,St Pauli,3,1,H,3,1,H,,,,,,,,,,,
D2,28/09/97,Wattenscheid,Mainz,1,1,D,1,0,H,,,,,,,,,,,
D2,29/09/97,Leipzig,Uerdingen,2,1,H,0,0,D,,,,,,,,,,,
D2,03/10/97,Mainz,Stuttgarter K,3,3,D,2,2,D,,,,,,,,,,,
D2,03/10/97,Uerdingen,CZ Jena,2,0,H,0,0,D,,,,,,,,,,,
D2,04/10/97,F Koln,Dusseldorf,0,3,A,0,0,D,,,,,,,,,,,
D2,05/10/97,Gutersloh,Ein Frankfurt,0,0,D,0,0,D,,,,,,,,,,,
D2,05/10/97,Meppen,Leipzig,6,0,H,2,0,H,,,,,,,,,,,
D2,05/10/97,St Pauli,Cottbus,2,2,D,1,1,D,,,,,,,,,,,
D2,05/10/97,Unterhaching,Freiburg,1,1,D,1,0,H,,,,,,,,,,,
D2,05/10/97,Zwickau,Wattenscheid,0,0,D,0,0,D,,,,,,,,,,,
D2,06/10/97,Greuther Furth,Nurnberg,0,1,A,0,1,A,,,,,,,,,,,
D2,17/10/97,Cottbus,Mainz,2,2,D,1,0,H,,,,,,,,,,,
D2,17/10/97,CZ Jena,Meppen,2,1,H,0,0,D,,,,,,,,,,,
D2,19/10/97,Dusseldorf,Gutersloh,0,1,A,0,1,A,,,,,,,,,,,
D2,19/10/97,Freiburg,Greuther Furth,0,1,A,0,1,A,,,,,,,,,,,
D2,19/10/97,Leipzig,Unterhaching,1,0,H,1,0,H,,,,,,,,,,,
D2,19/10/97,Nurnberg,St Pauli,1,0,H,0,0,D,,,,,,,,,,,
D2,19/10/97,Stuttgarter K,Zwickau,1,0,H,1,0,H,,,,,,,,,,,
D2,19/10/97,Wattenscheid,F Koln,4,2,H,1,1,D,,,,,,,,,,,
D2,20/10/97,Ein Frankfurt,Uerdingen,0,1,A,0,0,D,,,,,,,,,,,
D2,24/10/97,F Koln,Stuttgarter K,2,2,D,1,1,D,,,,,,,,,,,
D2,24/10/97,Meppen,Ein Frankfurt,1,1,D,0,0,D,,,,,,,,,,,
D2,24/10/97,Unterhaching,CZ Jena,3,0,H,1,0,H,,,,,,,,,,,
D2,26/10/97,Dusseldorf,Wattenscheid,2,0,H,1,0,H,,,,,,,,,,,
D2,26/10/97,Greuther Furth,Leipzig,3,0,H,0,0,D,,,,,,,,,,,
D2,26/10/97,Gutersloh,Uerdingen,1,1,D,0,0,D,,,,,,,,,,,
D2,26/10/97,Mainz,Nurnberg,2,5,A,1,3,A,,,,,,,,,,,
D2,26/10/97,Zwickau,Cottbus,0,0,D,0,0,D,,,,,,,,,,,
D2,27/10/97,St Pauli,Freiburg,2,0,H,1,0,H,,,,,,,,,,,
D2,31/10/97,CZ Jena,Greuther Furth,0,1,A,0,0,D,,,,,,,,,,,
D2,31/10/97,Ein Frankfurt,Unterhaching,1,1,D,0,0,D,,,,,,,,,,,
D2,31/10/97,Nurnberg,Zwickau,2,0,H,1,0,H,,,,,,,,,,,
D2,02/11/97,Cottbus,F Koln,1,1,D,0,0,D,,,,,,,,,,,
D2,02/11/97,Leipzig,St Pauli,2,0,H,0,0,D,,,,,,,,,,,
D2,02/11/97,Stuttgarter K,Dusseldorf,2,4,A,1,0,H,,,,,,,,,,,
D2,02/11/97,Uerdingen,Meppen,2,0,H,1,0,H,,,,,,,,,,,
D2,02/11/97,Wattenscheid,Gutersloh,1,2,A,0,2,A,,,,,,,,,,,
D2,03/11/97,Freiburg,Mainz,2,1,H,1,0,H,,,,,,,,,,,
D2,07/11/97,Mainz,Leipzig,2,1,H,1,1,D,,,,,,,,,,,
D2,07/11/97,St Pauli,CZ Jena,2,1,H,0,0,D,,,,,,,,,,,
D2,07/11/97,Wattenscheid,Stuttgarter K,0,1,A,0,0,D,,,,,,,,,,,
D2,09/11/97,Dusseldorf,Cottbus,1,2,A,1,1,D,,,,,,,,,,,
D2,09/11/97,F Koln,Nurnberg,0,1,A,0,0,D,,,,,,,,,,,
D2,09/11/97,Greuther Furth,Ein Frankfurt,2,1,H,0,0,D,,,,,,,,,,,
D2,09/11/97,Gutersloh,Meppen,1,0,H,1,0,H,,,,,,,,,,,
D2,09/11/97,Unterhaching,Uerdingen,2,0,H,1,0,H,,,,,,,,,,,
D2,10/11/97,Zwickau,Freiburg,0,1,A,0,0,D,,,,,,,,,,,
D2,21/11/97,CZ Jena,Mainz,2,2,D,1,2,A,,,,,,,,,,,
D2,21/11/97,Uerdingen,Greuther Furth,2,0,H,2,0,H,,,,,,,,,,,
D2,22/11/97,Meppen,Unterhaching,1,1,D,0,0,D,,,,,,,,,,,
D2,23/11/97,Cottbus,Wattenscheid,1,2,A,0,0,D,,,,,,,,,,,
D2,23/11/97,Freiburg,F Koln,3,2,H,1,1,D,,,,,,,,,,,
D2,23/11/97,Leipzig,Zwickau,0,1,A,0,0,D,,,,,,,,,,,
D2,23/11/97,Nurnberg,Dusseldorf,0,1,A,0,0,D,,,,,,,,,,,
D2,23/11/97,Stuttgarter K,Gutersloh,0,2,A,0,0,D,,,,,,,,,,,
D2,24/11/97,Ein Frankfurt,St Pauli,4,2,H,3,0,H,,,,,,,,,,,
D2,28/11/97,Mainz,Ein Frankfurt,1,1,D,1,0,H,,,,,,,,,,,
D2,28/11/97,St Pauli,Uerdingen,0,0,D,0,0,D,,,,,,,,,,,
D2,29/11/97,Greuther Furth,Meppen,2,0,H,1,0,H,,,,,,,,,,,
D2,29/11/97,Zwickau,CZ Jena,0,3,A,0,2,A,,,,,,,,,,,
D2,30/11/97,Cottbus,Stuttgarter K,2,1,H,0,1,A,,,,,,,,,,,
D2,30/11/97,Dusseldorf,Freiburg,2,4,A,1,2,A,,,,,,,,,,,
D2,30/11/97,F Koln,Leipzig,2,0,H,0,0,D,,,,,,,,,,,
D2,30/11/97,Unterhaching,Gutersloh,1,1,D,1,1,D,,,,,,,,,,,
D2,01/12/97,Wattenscheid,Nurnberg,0,1,A,0,1,A,,,,,,,,,,,
D2,06/12/97,Freiburg,Wattenscheid,4,0,H,3,0,H,,,,,,,,,,,
D2,06/12/97,Leipzig,Dusseldorf,1,1,D,0,1,A,,,,,,,,,,,
D2,07/12/97,Ein Frankfurt,Zwickau,1,1,D,1,0,H,,,,,,,,,,,
D2,07/12/97,Gutersloh,Cottbus,0,0,D,0,0,D,,,,,,,,,,,
D2,07/12/97,Meppen,St Pauli,0,3,A,0,2,A,,,,,,,,,,,
D2,07/12/97,Uerdingen,Mainz,0,1,A,0,0,D,,,,,,,,,,,
D2,07/12/97,Unterhaching,Greuther Furth,0,1,A,0,0,D,,,,,,,,,,,
D2,08/12/97,Nurnberg,Stuttgarter K,1,0,H,0,0,D,,,,,,,,,,,
D2,12/12/97,Dusseldorf,CZ Jena,2,2,D,0,1,A,,,,,,,,,,,
D2,12/12/97,Stuttgarter K,Freiburg,0,1,A,0,1,A,,,,,,,,,,,
D2,12/12/97,Wattenscheid,Leipzig,4,0,H,2,0,H,,,,,,,,,,,
D2,13/12/97,Zwickau,Uerdingen,1,0,H,1,0,H,,,,,,,,,,,
D2,14/12/97,Cottbus,Nurnberg,1,1,D,1,1,D,,,,,,,,,,,
D2,14/12/97,F Koln,Ein Frankfurt,1,2,A,1,0,H,,,,,,,,,,,
D2,14/12/97,Greuther Furth,Gutersloh,0,0,D,0,0,D,,,,,,,,,,,
D2,14/12/97,Mainz,Meppen,3,0,H,0,0,D,,,,,,,,,,,
D2,15/12/97,St Pauli,Unterhaching,1,0,H,0,0,D,,,,,,,,,,,
D2,20/12/97,CZ Jena,F Koln,1,3,A,1,2,A,,,,,,,,,,,
D2,14/02/98,Nurnberg,Gutersloh,1,0,H,0,0,D,,,,,,,,,,,
D2,14/02/98,St Pauli,Greuther Furth,1,0,H,0,0,D,,,,,,,,,,,
D2,14/02/98,Zwickau,Meppen,0,0,D,0,0,D,,,,,,,,,,,
D2,15/02/98,Cottbus,Freiburg,2,1,H,2,0,H,,,,,,,,,,,
D2,15/02/98,F Koln,Uerdingen,2,2,D,0,1,A,,,,,,,,,,,
D2,15/02/98,Mainz,Unterhaching,1,1,D,0,0,D,,,,,,,,,,,
D2,15/02/98,Stuttgarter K,Leipzig,2,3,A,1,1,D,,,,,,,,,,,
D2,15/02/98,Wattenscheid,CZ Jena,2,0,H,2,0,H,,,,,,,,,,,
D2,16/02/98,Dusseldorf,Ein Frankfurt,0,0,D,0,0,D,,,,,,,,,,,
D2,20/02/98,Freiburg,Nurnberg,0,1,A,0,1,A,,,,,,,,,,,
D2,20/02/98,Leipzig,Cottbus,0,0,D,0,0,D,,,,,,,,,,,
D2,22/02/98,CZ Jena,Stuttgarter K,2,1,H,0,0,D,,,,,,,,,,,
D2,22/02/98,Greuther Furth,Mainz,2,2,D,1,1,D,,,,,,,,,,,
D2,22/02/98,Gutersloh,St Pauli,1,1,D,0,0,D,,,,,,,,,,,
D2,22/02/98,Unterhaching,Zwickau,2,0,H,0,0,D,,,,,,,,,,,
D2,23/02/98,Ein Frankfurt,Wattenscheid,2,1,H,2,1,H,,,,,,,,,,,
D2,25/02/98,Meppen,F Koln,2,2,D,0,1,A,,,,,,,,,,,
D2,25/02/98,Uerdingen,Dusseldorf,0,1,A,0,1,A,,,,,,,,,,,
D2,27/02/98,Nurnberg,Leipzig,3,1,H,2,1,H,,,,,,,,,,,
D2,27/02/98,Zwickau,Greuther Furth,1,1,D,0,0,D,,,,,,,,,,,
D2,28/02/98,Stuttgarter K,Ein Frankfurt,2,3,A,0,1,A,,,,,,,,,,,
D2,01/03/98,Cottbus,CZ Jena,0,0,D,0,0,D,,,,,,,,,,,
D2,01/03/98,Dusseldorf,Meppen,4,3,H,1,1,D,,,,,,,,,,,
D2,01/03/98,F Koln,Unterhaching,2,1,H,0,0,D,,,,,,,,,,,
D2,01/03/98,Mainz,St Pauli,0,0,D,0,0,D,,,,,,,,,,,
D2,01/03/98,Wattenscheid,Uerdingen,0,1,A,0,1,A,,,,,,,,,,,
D2,02/03/98,Freiburg,Gutersloh,2,1,H,1,1,D,,,,,,,,,,,
D2,06/03/98,CZ Jena,Nurnberg,0,3,A,0,2,A,,,,,,,,,,,
D2,06/03/98,St Pauli,Zwickau,3,1,H,2,0,H,,,,,,,,,,,
D2,06/03/98,Uerdingen,Stuttgarter K,0,2,A,0,1,A,,,,,,,,,,,
D2,08/03/98,Ein Frankfurt,Cottbus,2,0,H,1,0,H,,,,,,,,,,,
D2,08/03/98,Greuther Furth,F Koln,0,0,D,0,0,D,,,,,,,,,,,
D2,08/03/98,Gutersloh,Mainz,3,2,H,2,2,D,,,,,,,,,,,
D2,08/03/98,Leipzig,Freiburg,2,0,H,1,0,H,,,,,,,,,,,
D2,09/03/98,Unterhaching,Dusseldorf,3,1,H,2,1,H,,,,,,,,,,,
D2,10/03/98,Uerdingen,Nurnberg,0,3,A,0,1,A,,,,,,,,,,,
D2,13/03/98,Freiburg,CZ Jena,1,1,D,1,0,H,,,,,,,,,,,
D2,13/03/98,Leipzig,Gutersloh,1,0,H,0,0,D,,,,,,,,,,,
D2,13/03/98,Wattenscheid,Unterhaching,2,0,H,1,0,H,,,,,,,,,,,
D2,14/03/98,F Koln,St Pauli,1,1,D,0,0,D,,,,,,,,,,,
D2,15/03/98,Cottbus,Uerdingen,2,2,D,0,1,A,,,,,,,,,,,
D2,15/03/98,Dusseldorf,Greuther Furth,1,0,H,1,0,H,,,,,,,,,,,
D2,15/03/98,Zwickau,Mainz,0,0,D,0,0,D,,,,,,,,,,,
D2,16/03/98,Nurnberg,Ein Frankfurt,0,1,A,0,1,A,,,,,,,,,,,
D2,17/03/98,Meppen,Wattenscheid,1,0,H,0,0,D,,,,,,,,,,,
D2,20/03/98,Mainz,F Koln,2,2,D,1,0,H,,,,,,,,,,,
D2,20/03/98,St Pauli,Dusseldorf,3,1,H,2,1,H,,,,,,,,,,,
D2,22/03/98,Greuther Furth,Wattenscheid,0,0,D,0,0,D,,,,,,,,,,,
D2,22/03/98,Meppen,Cottbus,3,1,H,3,0,H,,,,,,,,,,,
D2,22/03/98,Unterhaching,Stuttgarter K,2,0,H,0,0,D,,,,,,,,,,,
D2,23/03/98,Ein Frankfurt,Freiburg,2,0,H,1,0,H,,,,,,,,,,,
D2,27/03/98,CZ Jena,Gutersloh,2,1,H,1,0,H,,,,,,,,,,,
D2,27/03/98,Leipzig,Ein Frankfurt,1,1,D,0,1,A,,,,,,,,,,,
D2,28/03/98,F Koln,Zwickau,5,2,H,3,0,H,,,,,,,,,,,
D2,29/03/98,Cottbus,Unterhaching,1,0,H,1,0,H,,,,,,,,,,,
D2,29/03/98,Dusseldorf,Mainz,2,0,H,1,0,H,,,,,,,,,,,
D2,29/03/98,Stuttgarter K,Greuther Furth,1,0,H,0,0,D,,,,,,,,,,,
D2,29/03/98,Wattenscheid,St Pauli,4,1,H,1,0,H,,,,,,,,,,,
D2,30/03/98,Freiburg,Uerdingen,0,0,D,0,0,D,,,,,,,,,,,
D2,30/03/98,Nurnberg,Meppen,4,0,H,1,0,H,,,,,,,,,,,
D2,03/04/98,Ein Frankfurt,CZ Jena,2,2,D,0,2,A,,,,,,,,,,,
D2,03/04/98,Meppen,Freiburg,0,5,A,0,1,A,,,,,,,,,,,
D2,03/04/98,Zwickau,Dusseldorf,0,1,A,0,0,D,,,,,,,,,,,
D2,05/04/98,Greuther Furth,Cottbus,1,0,H,0,0,D,,,,,,,,,,,
D2,05/04/98,Gutersloh,F Koln,1,0,H,1,0,H,,,,,,,,,,,
D2,05/04/98,Mainz,Wattenscheid,1,3,A,1,0,H,,,,,,,,,,,
D2,05/04/98,St Pauli,Stuttgarter K,0,0,D,0,0,D,,,,,,,,,,,
D2,05/04/98,Uerdingen,Leipzig,0,1,A,0,1,A,,,,,,,,,,,
D2,06/04/98,Unterhaching,Nurnberg,2,2,D,1,0,H,,,,,,,,,,,
D2,09/04/98,Ein Frankfurt,Gutersloh,0,0,D,0,0,D,,,,,,,,,,,
D2,09/04/98,Leipzig,Meppen,0,0,D,0,0,D,,,,,,,,,,,
D2,09/04/98,Nurnberg,Greuther Furth,0,1,A,0,0,D,,,,,,,,,,,
D2,11/04/98,Wattenscheid,Zwickau,2,1,H,1,1,D,,,,,,,,,,,
D2,12/04/98,CZ Jena,Uerdingen,0,3,A,0,0,D,,,,,,,,,,,
D2,12/04/98,Dusseldorf,F Koln,2,3,A,1,1,D,,,,,,,,,,,
D2,12/04/98,Freiburg,Unterhaching,1,1,D,1,0,H,,,,,,,,,,,
D2,12/04/98,Stuttgarter K,Mainz,1,2,A,0,1,A,,,,,,,,,,,
D2,13/04/98,Cottbus,St Pauli,0,0,D,0,0,D,,,,,,,,,,,
D2,15/04/98,Gutersloh,Zwickau,5,0,H,2,0,H,,,,,,,,,,,
D2,15/04/98,Stuttgarter K,Meppen,2,1,H,1,1,D,,,,,,,,,,,
D2,17/04/98,Mainz,Cottbus,0,0,D,0,0,D,,,,,,,,,,,
D2,17/04/98,St Pauli,Nurnberg,0,0,D,0,0,D,,,,,,,,,,,
D2,17/04/98,Unterhaching,Leipzig,1,1,D,1,0,H,,,,,,,,,,,
D2,19/04/98,F Koln,Wattenscheid,3,2,H,1,0,H,,,,,,,,,,,
D2,19/04/98,Greuther Furth,Freiburg,1,1,D,0,0,D,,,,,,,,,,,
D2,19/04/98,Gutersloh,Dusseldorf,2,1,H,1,0,H,,,,,,,,,,,
D2,19/04/98,Meppen,CZ Jena,0,2,A,0,1,A,,,,,,,,,,,
D2,19/04/98,Zwickau,Stuttgarter K,0,1,A,0,1,A,,,,,,,,,,,
D2,20/04/98,Uerdingen,Ein Frankfurt,0,1,A,0,0,D,,,,,,,,,,,
D2,24/04/98,Stuttgarter K,F Koln,1,1,D,1,0,H,,,,,,,,,,,
D2,24/04/98,Uerdingen,Gutersloh,0,3,A,0,1,A,,,,,,,,,,,
D2,24/04/98,Wattenscheid,Dusseldorf,4,0,H,1,0,H,,,,,,,,,,,
D2,26/04/98,Cottbus,Zwickau,2,1,H,2,1,H,,,,,,,,,,,
D2,26/04/98,Ein Frankfurt,Meppen,1,0,H,1,0,H,,,,,,,,,,,
D2,26/04/98,Leipzig,Greuther Furth,2,0,H,2,0,H,,,,,,,,,,,
D2,26/04/98,Nurnberg,Mainz,1,0,H,0,0,D,,,,,,,,,,,
D2,27/04/98,Freiburg,St Pauli,0,0,D,0,0,D,,,,,,,,,,,
D2,29/04/98,CZ Jena,Unterhaching,2,3,A,2,0,H,,,,,,,,,,,
D2,01/05/98,Mainz,Freiburg,0,1,A,0,0,D,,,,,,,,,,,
D2,01/05/98,Meppen,Uerdingen,2,3,A,0,0,D,,,,,,,,,,,
D2,01/05/98,St Pauli,Leipzig,1,0,H,1,0,H,,,,,,,,,,,
D2,03/05/98,Dusseldorf,Stuttgarter K,0,1,A,0,0,D,,,,,,,,,,,
D2,03/05/98,F Koln,Cottbus,2,0,H,1,0,H,,,,,,,,,,,
D2,03/05/98,Greuther Furth,CZ Jena,3,0,H,1,0,H,,,,,,,,,,,
D2,03/05/98,Gutersloh,Wattenscheid,0,0,D,0,0,D,,,,,,,,,,,
D2,03/05/98,Unterhaching,Ein Frankfurt,1,2,A,0,0,D,,,,,,,,,,,
D2,04/05/98,Zwickau,Nurnberg,2,3,A,1,1,D,,,,,,,,,,,
D2,08/05/98,CZ Jena,St Pauli,1,1,D,0,1,A,,,,,,,,,,,
D2,08/05/98,Freiburg,Zwickau,1,3,A,1,0,H,,,,,,,,,,,
D2,08/05/98,Stuttgarter K,Wattenscheid,2,0,H,1,0,H,,,,,,,,,,,
D2,10/05/98,Cottbus,Dusseldorf,2,1,H,0,1,A,,,,,,,,,,,
D2,10/05/98,Ein Frankfurt,Greuther Furth,1,1,D,0,0,D,,,,,,,,,,,
D2,10/05/98,Leipzig,Mainz,1,3,A,0,1,A,,,,,,,,,,,
D2,10/05/98,Nurnberg,F Koln,1,1,D,0,1,A,,,,,,,,,,,
D2,10/05/98,Uerdingen,Unterhaching,2,2,D,0,0,D,,,,,,,,,,,
D2,11/05/98,Meppen,Gutersloh,0,2,A,0,1,A,,,,,,,,,,,
D2,15/05/98,Dusseldorf,Nurnberg,2,1,H,1,0,H,,,,,,,,,,,
D2,15/05/98,Mainz,CZ Jena,5,0,H,4,0,H,,,,,,,,,,,
D2,15/05/98,Zwickau,Leipzig,2,0,H,0,0,D,,,,,,,,,,,
D2,17/05/98,F Koln,Freiburg,0,2,A,0,0,D,,,,,,,,,,,
D2,17/05/98,Greuther Furth,Uerdingen,3,1,H,2,0,H,,,,,,,,,,,
D2,17/05/98,Gutersloh,Stuttgarter K,1,1,D,0,0,D,,,,,,,,,,,
D2,17/05/98,Unterhaching,Meppen,1,0,H,0,0,D,,,,,,,,,,,
D2,17/05/98,Wattenscheid,Cottbus,0,2,A,0,1,A,,,,,,,,,,,
D2,18/05/98,St Pauli,Ein Frankfurt,2,0,H,1,0,H,,,,,,,,,,,
D2,20/05/98,CZ Jena,Zwickau,2,3,A,1,1,D,,,,,,,,,,,
D2,21/05/98,Leipzig,F Koln,1,4,A,1,3,A,,,,,,,,,,,
D2,21/05/98,Meppen,Greuther Furth,2,1,H,0,1,A,,,,,,,,,,,
D2,21/05/98,Nurnberg,Wattenscheid,2,2,D,0,0,D,,,,,,,,,,,
D2,21/05/98,Uerdingen,St Pauli,0,2,A,0,1,A,,,,,,,,,,,
D2,22/05/98,Freiburg,Dusseldorf,2,0,H,2,0,H,,,,,,,,,,,
D2,22/05/98,Gutersloh,Unterhaching,0,0,D,0,0,D,,,,,,,,,,,
D2,24/05/98,Stuttgarter K,Cottbus,2,1,H,2,0,H,,,,,,,,,,,
D2,25/05/98,Ein Frankfurt,Mainz,2,2,D,2,0,H,,,,,,,,,,,
D2,26/05/98,CZ Jena,Leipzig,0,0,D,0,0,D,,,,,,,,,,,
D2,03/06/98,Cottbus,Gutersloh,2,2,D,0,1,A,,,,,,,,,,,
D2,03/06/98,Dusseldorf,Leipzig,2,0,H,0,0,D,,,,,,,,,,,
D2,03/06/98,F Koln,CZ Jena,0,3,A,0,1,A,,,,,,,,,,,
D2,03/06/98,Greuther Furth,Unterhaching,0,0,D,0,0,D,,,,,,,,,,,
D2,03/06/98,Mainz,Uerdingen,2,1,H,0,1,A,,,,,,,,,,,
D2,03/06/98,St Pauli,Meppen,3,1,H,0,0,D,,,,,,,,,,,
D2,03/06/98,Stuttgarter K,Nurnberg,1,1,D,0,1,A,,,,,,,,,,,
D2,03/06/98,Wattenscheid,Freiburg,1,4,A,1,2,A,,,,,,,,,,,
D2,03/06/98,Zwickau,Ein Frankfurt,1,1,D,1,1,D,,,,,,,,,,,
D2,07/06/98,CZ Jena,Dusseldorf,3,4,A,3,1,H,,,,,,,,,,,
D2,07/06/98,Ein Frankfurt,F Koln,4,2,H,0,0,D,,,,,,,,,,,
D2,07/06/98,Freiburg,Stuttgarter K,2,1,H,2,1,H,,,,,,,,,,,
D2,07/06/98,Gutersloh,Greuther Furth,1,1,D,0,1,A,,,,,,,,,,,
D2,07/06/98,Leipzig,Wattenscheid,0,0,D,0,0,D,,,,,,,,,,,
D2,07/06/98,Meppen,Mainz,0,3,A,0,1,A,,,,,,,,,,,
