Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA
SP1,23/09/00,Zaragoza,Alaves,2,2,D,1,2,A,1.7,3.4,3.9,1.7,3.1,3.8,1.8,3.2,4,1.7,3.3,4.5,1.72,3.4,4
SP1,24/09/00,Celta,Espanol,1,0,H,1,0,H,1.55,3.55,4.8,1.5,3.4,4.7,1.55,3.5,5,1.53,3.4,6,1.57,3.5,5
SP1,24/09/00,Mallorca,Malaga,0,1,A,0,0,D,1.8,3.45,3.55,1.7,3.1,3.8,1.8,3.2,4,1.85,3.25,3.75,1.8,3.3,3.75
SP1,24/09/00,Numancia,Valencia,0,3,A,0,0,D,2.8,3.35,2.1,3,2.9,2,3.2,3.2,2,3,3.1,2.2,3.1,3.1,2.1
SP1,24/09/00,Osasuna,Vallecano,2,2,D,1,1,D,2.2,3.25,2.8,2.1,2.9,2.9,2.4,3.25,2.5,2.25,3.2,2.8,,,
SP1,24/09/00,Villarreal,Oviedo,1,0,H,1,0,H,2,3.25,3.15,1.9,2.9,3.2,1.9,3.25,3.4,1.95,3.25,3.4,1.9,3.25,3.4
SP1,30/09/00,Santander,Real Madrid,0,0,D,0,0,D,3.4,3.25,1.85,3.2,2.9,1.9,3.75,3.2,1.85,3.75,3.25,1.8,4.2,3.3,1.72
SP1,01/10/00,Alaves,Osasuna,2,0,H,0,0,D,1.65,3.2,4.8,1.6,3.2,4.2,1.5,3.4,6,1.67,3.4,4.5,,,
SP1,01/10/00,Ath Bilbao,Mallorca,2,1,H,1,1,D,1.7,3.4,4.1,1.5,3.4,4.7,1.55,3.5,5,1.62,3.4,5,1.61,3.5,4.5
SP1,01/10/00,La Coruna,Barcelona,2,0,H,0,0,D,2.3,3.3,2.65,2.1,2.9,2.9,2.2,3.25,2.75,2.3,3.2,2.7,2.37,3.1,2.62
SP1,01/10/00,Malaga,Numancia,1,3,A,1,2,A,1.66,3.35,4.1,1.65,3.1,4,1.65,3.25,4.5,1.55,3.3,5,1.66,3.4,4.33
SP1,01/10/00,Oviedo,Zaragoza,2,1,H,2,0,H,2.15,3.15,2.8,2.3,2.8,2.6,2.8,3.2,2.2,2.4,3.2,2.6,2.37,3.1,2.62
SP1,01/10/00,Vallecano,Celta,3,0,H,1,0,H,2.25,3.2,2.6,2.3,2.9,2.5,2.75,3.2,2.25,2.5,3.2,2.5,2.4,3.25,2.5
SP1,01/10/00,Valencia,Las Palmas,5,1,H,2,0,H,1.25,4.3,9,1.2,4.7,9,1.25,4.5,10,1.3,4.5,8,1.28,4.5,8
SP1,01/10/00,Valladolid,Villarreal,0,0,D,0,0,D,1.66,3.3,4.4,1.55,3.3,4.5,1.6,3.25,5,1.65,3.25,5,1.72,3.4,4
SP1,14/10/00,Espanol,Vallecano,0,0,D,0,0,D,2.05,3,3.2,1.85,2.9,3.4,2.1,3.2,3,2,3.2,3.2,2.1,3.2,3
SP1,14/10/00,Las Palmas,Malaga,2,1,H,0,0,D,2.3,3.15,2.7,2.3,2.8,2.6,2.6,3.2,2.35,2.4,3.1,2.5,2.37,3.1,2.62
SP1,14/10/00,Real Madrid,La Coruna,3,0,H,2,0,H,1.7,3.25,4.2,1.7,3.1,3.8,1.7,3.2,4.3,1.8,3.25,4,1.8,3.3,3.75
SP1,14/10/00,Sociedad,Barcelona,0,6,A,0,6,A,3.3,3.1,2.05,2.4,2.9,2.4,3,3.2,2.1,3.2,3.1,2.1,3,3.2,2.1
SP1,14/10/00,Villarreal,Valencia,1,1,D,0,0,D,3.1,3.25,2,3.2,2.9,1.9,3.6,3.25,1.85,3.3,3.2,2,3.2,3.2,2
SP1,15/10/00,Celta,Alaves,1,1,D,1,1,D,1.61,3.4,4.8,1.55,3.3,4.5,1.65,3.25,4.5,1.67,3.4,4.5,1.61,3.5,4.5
SP1,15/10/00,Mallorca,Santander,2,1,H,0,1,A,1.9,3.2,3.4,1.8,3,3.5,1.85,3.2,3.75,1.8,3.2,4,1.8,3.3,3.75
SP1,15/10/00,Numancia,Ath Bilbao,0,0,D,0,0,D,2.2,3.15,2.75,2.2,2.9,2.7,2.5,2.85,2.6,2.3,3.1,2.8,2.3,3.1,2.75
SP1,15/10/00,Osasuna,Oviedo,0,0,D,0,0,D,1.9,3.2,3.5,1.9,2.9,3.2,1.9,3.2,3.5,1.91,3.25,3.5,,,
SP1,15/10/00,Zaragoza,Valladolid,0,0,D,0,0,D,1.8,3.35,3.8,1.9,2.9,3.2,1.85,3.2,3.75,1.8,3.25,4,1.72,3.4,4
SP1,18/10/00,Espanol,Sociedad,1,2,A,1,2,A,1.8,3.2,3.9,1.75,3.1,3.6,1.85,3.2,3.75,1.8,3.2,4,1.8,3.3,3.75
SP1,21/10/00,Barcelona,Real Madrid,2,0,H,1,0,H,2.05,3.1,3.3,2,2.9,3,2.1,3.2,3,2,3.1,3.4,2.1,3,3.2
SP1,21/10/00,La Coruna,Mallorca,1,1,D,0,0,D,1.4,3.8,6.5,1.35,3.8,6.2,1.3,3.75,9,1.44,3.6,7,1.3,4,9.5
SP1,21/10/00,Valencia,Zaragoza,1,0,H,0,0,D,1.45,3.55,6,1.45,3.5,5,1.4,3.75,7,1.4,3.6,6.5,1.4,3.5,8
SP1,22/10/00,Alaves,Espanol,1,0,H,0,0,D,1.7,3.25,4.4,1.75,3.1,3.6,1.7,3.2,4.3,1.75,3.2,4.33,1.72,3.2,4.33
SP1,22/10/00,Ath Bilbao,Las Palmas,0,3,A,0,1,A,1.61,3.15,3.75,1.45,3.5,5,1.4,3.75,7,1.45,3.5,6.5,1.5,3.4,6
SP1,22/10/00,Malaga,Villarreal,2,1,H,2,0,H,1.85,3.15,3.75,1.8,3,3.5,,,,1.95,3.1,3.6,2,3.2,3.2
SP1,22/10/00,Oviedo,Celta,3,1,H,2,0,H,2.6,3.05,2.45,2.4,2.9,2.4,2.85,3,2.25,2.7,3.1,2.38,2.62,3.1,2.37
SP1,22/10/00,Vallecano,Sociedad,4,1,H,2,1,H,1.66,3.2,4.8,1.65,3.2,3.8,,,,1.67,3.3,4.75,1.66,3.3,4.5
SP1,22/10/00,Santander,Numancia,4,2,H,2,1,H,1.95,3.2,3.45,1.75,3.1,3.6,1.9,3.2,3.5,1.91,3.2,3.6,1.83,3.2,3.75
SP1,22/10/00,Valladolid,Osasuna,1,1,D,1,1,D,1.66,3.25,4.7,1.6,3.2,4.2,1.6,3.25,5,1.67,3.25,4.75,,,
SP1,28/10/00,Las Palmas,Santander,2,1,H,1,0,H,2,3.15,3.35,1.9,2.9,3.2,2,3.2,3.2,1.9,3.1,3.4,1.83,3.2,3.75
SP1,28/10/00,Mallorca,Barcelona,2,0,H,1,0,H,3.65,3,1.95,3,2.9,2,3.75,3.25,1.8,3.6,3.2,1.91,3.5,3.2,1.9
SP1,28/10/00,Numancia,La Coruna,1,2,A,0,2,A,2.8,3.05,2.3,2.7,2.9,2.2,3,3.2,2.1,2.88,3.1,2.25,3,3,2.2
SP1,28/10/00,Villarreal,Ath Bilbao,0,0,D,0,0,D,2.25,2.9,3,2.1,2.9,2.9,2.2,3.25,2.75,2,3.2,3.2,2.1,3,3.2
SP1,28/10/00,Zaragoza,Malaga,1,1,D,0,0,D,1.9,3.2,3.45,1.8,3,3.5,2,3.2,3.2,1.83,3.2,3.75,1.9,3.2,3.5
SP1,29/10/00,Celta,Valladolid,2,1,H,1,0,H,1.7,3.1,4.7,1.7,3.1,3.8,1.6,3.25,5,1.6,3.3,5,1.61,3.25,5
SP1,29/10/00,Espanol,Oviedo,2,0,H,1,0,H,1.95,3.15,3.45,1.8,3,3.5,1.7,3.4,4,1.75,3.2,3.75,1.8,3.25,3.75
SP1,29/10/00,Osasuna,Valencia,1,2,A,1,1,D,3.4,3.1,2,3,2.9,2,3.75,3.2,1.85,3.5,3.2,1.95,,,
SP1,29/10/00,Sociedad,Real Madrid,1,4,A,0,2,A,3.55,3.05,1.95,3.1,3,1.9,3.75,3.25,1.8,3.75,3.25,1.8,3.75,3.2,1.83
SP1,29/10/00,Vallecano,Alaves,0,1,A,0,1,A,2.05,3,3.4,1.9,2.9,3.2,2.1,3.2,3,1.9,3.1,3.75,1.83,3.2,3.75
SP1,31/10/00,La Coruna,Las Palmas,4,0,H,1,0,H,1.31,4,8.1,1.3,4,7,1.3,4,8,1.36,4,7.5,1.33,4,8
SP1,01/11/00,Alaves,Sociedad,0,1,A,0,0,D,1.66,3.15,4.8,1.8,3,3.5,1.6,3.25,5,1.5,3.4,5.5,1.53,3.25,6
SP1,01/11/00,Ath Bilbao,Zaragoza,1,2,A,0,1,A,1.85,3.15,3.9,1.8,3,3.5,1.65,3.25,4.5,1.73,3.25,4.33,1.8,3.1,4
SP1,01/11/00,Barcelona,Numancia,1,1,D,0,0,D,1.2,4.7,10,1.2,4.7,9,1.2,5,11,1.25,4.8,9,1.25,4.5,10
SP1,01/11/00,Malaga,Osasuna,3,1,H,2,1,H,1.8,3.15,4,1.7,3.2,3.6,1.6,3.5,4.5,1.73,3.3,4.2,,,
SP1,01/11/00,Oviedo,Vallecano,4,1,H,2,1,H,2.25,3.2,2.8,2.1,2.9,2.9,2.6,3.2,2.35,2.3,3.2,2.7,2.3,3.1,2.75
SP1,01/11/00,Real Madrid,Mallorca,0,2,A,0,0,D,1.3,4.3,8,1.2,4.7,9,1.3,4.3,8,1.3,4.5,8,1.28,4.5,8
SP1,01/11/00,Santander,Villarreal,3,1,H,2,0,H,1.95,3.2,3.3,1.8,3,3.5,1.85,3.2,3.75,1.91,3.2,3.5,2,3.2,3.2
SP1,01/11/00,Valencia,Celta,1,0,H,0,0,D,1.66,3.25,4.7,1.6,3.2,4.2,1.55,3.5,5,1.53,3.4,5.5,1.61,3.25,5
SP1,01/11/00,Valladolid,Espanol,1,1,D,0,1,A,1.95,3.15,3.5,1.7,3.1,3.8,1.9,3.2,3.5,1.9,3.2,3.6,1.9,3.1,3.6
SP1,04/11/00,Celta,Malaga,1,0,H,0,0,D,1.6,3.5,4.8,1.5,3.4,4.7,1.55,3.5,5,1.6,3.3,5,1.53,3.4,5.5
SP1,04/11/00,Espanol,Valencia,1,0,H,0,0,D,3,3.05,2.2,2.7,2.9,2.2,3,3.2,2.1,3.1,3.1,2.1,3.2,3,2.1
SP1,04/11/00,Las Palmas,Barcelona,0,1,A,0,0,D,3.25,3.1,2.05,3,2.9,2,3.2,3.2,2,3.75,3.2,1.83,3.2,3.2,2
SP1,04/11/00,Numancia,Real Madrid,3,1,H,2,1,H,3.75,3.05,1.9,3.2,2.9,1.9,4,3.4,1.7,3.75,3.2,1.83,3.75,3.2,1.83
SP1,04/11/00,Villarreal,La Coruna,3,2,H,1,1,D,2.9,3.1,2.2,2.7,2.9,2.2,3.5,3.2,1.9,3.1,3.1,2.1,3.4,3,2
SP1,05/11/00,Alaves,Oviedo,4,0,H,2,0,H,1.66,3.2,5,1.6,3.2,4.2,1.6,3.25,5,1.57,3.3,5.5,1.57,3.25,5.5
SP1,05/11/00,Osasuna,Ath Bilbao,1,1,D,0,1,A,2.3,3,2.9,2.2,2.8,2.8,2.35,3.2,2.6,2.25,3,2.88,,,
SP1,05/11/00,Sociedad,Mallorca,0,1,A,0,0,D,2.3,3.1,2.8,2,2.9,3,2.35,3.2,2.6,2.3,3.1,2.7,2.37,2.9,2.75
SP1,05/11/00,Vallecano,Valladolid,2,1,H,1,0,H,1.85,3.05,4,1.85,2.9,3.4,1.8,3.2,4,1.83,2.9,4.33,1.72,3.1,4.5
SP1,05/11/00,Zaragoza,Santander,2,0,H,1,0,H,1.8,3.2,4,1.75,3.1,3.6,1.85,3.2,3.75,1.7,3.2,4.2,1.72,3.2,4.33
SP1,11/11/00,La Coruna,Zaragoza,2,0,H,1,0,H,1.5,3.65,5.5,1.45,3.5,5,1.45,3.6,6.5,1.4,3.6,6.5,1.5,3.4,6
SP1,12/11/00,Ath Bilbao,Celta,2,1,H,1,1,D,2.3,3,2.9,2.2,2.9,2.7,2.25,3.2,2.75,2.3,3.1,2.8,2.3,3.1,2.75
SP1,12/11/00,Barcelona,Villarreal,1,2,A,1,1,D,1.28,4.25,9.5,1.25,4.3,8,1.25,4.5,10,1.25,4.6,10,1.28,4.5,8
SP1,12/11/00,Malaga,Espanol,0,0,D,0,0,D,2.05,3.1,3.3,2.1,2.9,2.9,2,3.2,3.2,2.05,3.1,3.25,1.9,3.2,3.5
SP1,12/11/00,Mallorca,Numancia,2,1,H,2,0,H,1.65,3.35,4.65,1.6,3.2,4.2,1.5,3.4,6,1.55,3.4,5.25,1.61,3.25,5
SP1,12/11/00,Oviedo,Sociedad,1,0,H,0,0,D,1.85,3.15,3.9,1.9,3,3.1,1.9,3.25,3.4,1.75,3.25,4.2,1.8,3.3,3.75
SP1,12/11/00,Real Madrid,Las Palmas,5,1,H,2,1,H,1.25,4.7,10,1.2,4.7,9,1.3,4.5,8,1.25,4.6,10,1.28,4.5,8
SP1,12/11/00,Santander,Osasuna,0,0,D,0,0,D,1.8,3.25,3.9,1.7,3.1,3.8,1.65,3.25,4.5,1.73,3.25,4.33,,,
SP1,12/11/00,Valencia,Vallecano,2,2,D,0,1,A,1.5,3.6,5.8,1.4,3.6,5.5,1.3,4,8,1.44,3.6,6.5,1.44,3.5,7
SP1,12/11/00,Valladolid,Alaves,2,1,H,0,0,D,2.4,3.1,2.6,2.2,2.9,2.7,2.8,2.85,2.35,2.4,3,2.7,2.37,3.1,2.62
SP1,18/11/00,Alaves,Valencia,1,1,D,0,0,D,2.45,3,2.6,2.4,2.9,2.4,2.5,3.2,2.5,2.5,3.1,2.5,2.5,3.1,2.5
SP1,18/11/00,Las Palmas,Mallorca,1,0,H,0,0,D,2.6,3,2.45,2.3,2.9,2.5,2.6,3.2,2.35,2.6,3.1,2.4,2.62,2.9,2.5
SP1,18/11/00,Osasuna,La Coruna,1,1,D,1,1,D,3.4,3.1,1.9,2.9,2.9,2.1,3.5,3.2,1.9,3.6,3.1,1.91,,,
SP1,18/11/00,Villarreal,Real Madrid,0,1,A,0,0,D,3.4,3,2,2.9,2.9,2.1,3,3.2,2.1,3,3.2,2.1,3,3,2.2
SP1,19/11/00,Celta,Santander,1,1,D,1,0,H,1.45,3.4,6.8,1.45,3.5,5,1.5,3.25,6.5,1.4,3.75,7,1.44,3.6,6.5
SP1,19/11/00,Espanol,Ath Bilbao,2,1,H,1,0,H,1.9,3,3.8,1.9,2.9,3.2,1.9,3,3.75,1.83,3.2,3.75,1.9,3.25,3.4
SP1,19/11/00,Oviedo,Valladolid,4,1,H,1,0,H,1.9,3.1,3.8,2,2.9,3,1.85,3.25,3.6,1.8,3.1,4,1.8,3.3,3.75
SP1,19/11/00,Sociedad,Numancia,4,1,H,3,0,H,2,2.9,3.5,1.85,2.9,3.4,1.8,3.25,3.75,2,3.1,3.3,1.9,3.25,3.4
SP1,19/11/00,Vallecano,Malaga,4,2,H,2,1,H,1.8,3,4.2,1.7,3.1,3.8,1.85,3.2,3.75,1.73,3.2,4.33,1.72,3.2,4.33
SP1,19/11/00,Zaragoza,Barcelona,3,1,H,1,0,H,3.2,3.05,2.1,2.4,2.9,2.4,2.8,3.2,2.2,3.1,3.1,2.1,3,3,2.2
SP1,25/11/00,Mallorca,Villarreal,2,1,H,0,1,A,1.75,3.25,4.1,1.65,3.1,4,1.61,3.25,5,1.7,3.25,4.5,1.66,3.3,4.5
SP1,26/11/00,Ath Bilbao,Vallecano,4,2,H,3,1,H,2.05,3.25,3.1,2,2.9,3,1.91,3,3.75,2,3.1,3.3,2.1,3.2,3
SP1,26/11/00,Barcelona,Osasuna,2,0,H,0,0,D,1.2,5,8.6,1.2,4.7,9,1.28,4.5,8,1.25,4.75,9,,,
SP1,26/11/00,La Coruna,Celta,1,0,H,0,0,D,1.65,3.4,4.4,1.7,2.9,4,1.5,3.4,6,1.5,3.4,6,1.53,3.4,5.5
SP1,26/11/00,Malaga,Alaves,3,1,H,2,0,H,2.3,3.05,2.8,2.2,2.8,2.8,2.25,3,2.87,2.25,3,2.88,2.37,3.1,2.62
SP1,26/11/00,Numancia,Las Palmas,0,1,A,0,0,D,1.9,3.2,3.6,1.85,2.9,3.4,2,3.2,3.2,1.9,3.1,3.6,1.9,3.2,3.5
SP1,26/11/00,Santander,Espanol,1,2,A,0,1,A,2.3,2.9,3,2.1,2.9,2.9,2.25,3.2,2.75,2.25,2.88,3,2.2,3,3
SP1,26/11/00,Valencia,Oviedo,2,0,H,0,0,D,1.35,3.9,6.8,1.45,3.5,5,1.33,4,8,1.36,3.8,7.5,1.36,3.75,8
SP1,26/11/00,Valladolid,Sociedad,2,1,H,2,0,H,1.9,3.2,3.65,1.9,2.9,3.2,1.91,3.2,3.5,1.9,3.2,3.5,1.83,3.3,3.6
SP1,02/12/00,Celta,Barcelona,3,3,D,3,1,H,2.65,3,2.4,2.3,2.9,2.5,,,,2.5,3.1,2.5,2.5,3.1,2.5
SP1,02/12/00,Espanol,La Coruna,0,2,A,0,0,D,2.65,2.9,2.55,2.4,2.9,2.4,,,,2.7,3,2.38,2.5,3.1,2.5
SP1,02/12/00,Osasuna,Real Madrid,2,3,A,1,1,D,4,3.2,1.8,3.2,2.9,1.9,,,,3.75,3.1,1.85,,,
SP1,02/12/00,Vallecano,Santander,4,1,H,1,1,D,1.61,3.2,5.3,1.65,3.1,4,,,,1.53,3.4,5.5,1.53,3.4,5.5
SP1,02/12/00,Valladolid,Valencia,0,0,D,0,0,D,2.7,3.1,2.35,2.4,2.9,2.4,,,,2.8,3.1,2.25,2.75,3.1,2.3
SP1,03/12/00,Alaves,Ath Bilbao,2,1,H,0,1,A,1.85,3.05,4,1.9,2.9,3.2,1.8,3.2,4,1.85,3.1,3.8,1.9,3,3.75
SP1,03/12/00,Oviedo,Malaga,3,2,H,1,2,A,1.7,3.2,4,1.8,2.9,3.6,1.8,3.2,4,1.7,3.25,4.33,1.8,3.3,3.75
SP1,03/12/00,Sociedad,Las Palmas,1,1,D,0,0,D,1.95,3.1,3.6,1.85,3,3.3,2.1,3.2,3,1.91,3.2,3.5,2,3.2,3.2
SP1,03/12/00,Villarreal,Numancia,0,0,D,0,0,D,1.85,3.2,3.8,1.8,2.9,3.6,1.67,3.25,4.5,1.73,3.2,4.33,1.72,3.4,4
SP1,03/12/00,Zaragoza,Mallorca,1,1,D,1,0,H,2.15,3.15,3,1.9,2.9,3.2,2.1,3.2,3,2.1,3.1,3,2,3.2,3.2
SP1,09/12/00,Las Palmas,Villarreal,1,5,A,0,2,A,1.85,3.2,3.8,1.9,2.8,3.3,1.67,3.25,4.5,1.8,3.25,3.75,1.83,3.2,3.75
SP1,09/12/00,Numancia,Zaragoza,1,1,D,1,1,D,2.35,3,2.75,2.2,2.8,2.8,2.62,2.87,2.5,2.3,3,2.8,2.2,3,3
SP1,09/12/00,Valencia,Sociedad,2,0,H,0,0,D,1.33,4.2,7.6,1.4,3.6,5.5,1.36,3.75,8,1.33,4,8,1.36,3.75,8
SP1,10/12/00,Ath Bilbao,Oviedo,4,0,H,0,0,D,1.7,3.25,4.45,1.7,3.1,3.8,1.67,3.25,4.5,1.67,3.25,4.5,1.66,3.3,4.5
SP1,10/12/00,Barcelona,Espanol,4,2,H,2,0,H,1.47,3.45,6.55,1.55,3.3,4.5,1.44,3.75,6,1.44,3.6,6.5,1.44,3.5,7
SP1,10/12/00,La Coruna,Vallecano,1,1,D,1,0,H,1.45,3.55,6.6,1.5,3.4,4.7,1.36,3.75,8,1.44,3.5,7,1.44,3.5,7
SP1,10/12/00,Malaga,Valladolid,3,1,H,1,0,H,1.95,3.15,3.45,1.9,2.8,3.3,1.73,3.2,4.33,1.8,3.1,4,1.9,3.2,3.5
SP1,10/12/00,Mallorca,Osasuna,1,1,D,0,1,A,1.45,3.6,6.6,1.45,3.5,5,1.36,3.75,8,1.4,3.75,7,,,
SP1,10/12/00,Real Madrid,Celta,3,0,H,2,0,H,1.4,3.8,7,1.4,3.6,5.5,1.36,4,7,1.4,3.75,7,1.36,3.75,8
SP1,10/12/00,Santander,Alaves,2,1,H,0,0,D,2.4,3,2.7,2.3,2.7,2.7,2.5,2.87,2.62,2.4,3,2.63,2.4,3.1,2.6
SP1,16/12/00,Alaves,La Coruna,3,1,H,2,1,H,2.5,2.9,2.7,2.4,2.9,2.4,2.6,3.2,2.37,2.5,3.1,2.5,2.62,3.1,2.37
SP1,16/12/00,Espanol,Real Madrid,1,2,A,1,2,A,3.1,2.9,2.2,3,2.9,2,3,3.2,2.1,3.25,3.2,2,3,3.2,2.1
SP1,16/12/00,Sociedad,Villarreal,0,2,A,0,1,A,2.15,2.9,3.2,1.85,3,3.3,2.1,3.2,3,2.1,3.1,3.1,2.1,3.2,2.95
SP1,16/12/00,Vallecano,Barcelona,2,2,D,1,1,D,2.8,3.1,2.3,2.35,3,2.35,2.75,3.2,2.25,2.8,3.1,2.25,2.62,3.1,2.37
SP1,16/12/00,Zaragoza,Las Palmas,3,1,H,0,0,D,1.75,3.2,4,1.6,3.2,4.2,1.8,3.25,3.75,1.62,3.3,5,1.66,3.3,4.5
SP1,17/12/00,Celta,Mallorca,2,2,D,1,1,D,1.9,3,3.8,1.8,3,3.5,2,3,3.4,1.91,3.2,3.5,1.9,3.25,3.4
SP1,17/12/00,Osasuna,Numancia,2,0,H,0,0,D,2.1,2.9,3.4,2,2.7,3.2,2,3.2,3.2,2.05,3,3.3,,,
SP1,17/12/00,Oviedo,Santander,1,0,H,1,0,H,1.65,3.25,4.8,1.7,3.1,3.8,1.61,3.25,5,1.62,3.25,5,1.66,3.3,4.5
SP1,17/12/00,Valencia,Malaga,2,0,H,1,0,H,1.35,4.2,7.5,1.4,3.6,5.5,1.33,4,8,1.36,3.75,8,1.35,3.75,8
SP1,17/12/00,Valladolid,Ath Bilbao,0,0,D,0,0,D,2,2.9,3.6,2,2.8,3.1,2,3,3.4,2,3,3.3,2,3.2,3.2
SP1,19/12/00,Real Madrid,Vallecano,3,1,H,2,0,H,1.4,3.8,6.5,1.5,3.4,4.7,1.36,3.75,8,1.4,3.75,7,1.4,3.75,7
SP1,20/12/00,Ath Bilbao,Valencia,1,1,D,1,0,H,2.6,3,2.4,2.2,2.9,2.7,2.6,3.2,2.37,2.75,3.1,2.25,2.6,3.1,2.4
SP1,20/12/00,Barcelona,Alaves,3,2,H,1,0,H,1.35,4,8,1.35,3.8,6.2,1.4,3.75,7,1.44,3.6,6.5,1.4,3.75,7
SP1,20/12/00,La Coruna,Oviedo,3,0,H,1,0,H,1.3,4,9.5,1.25,4.3,8,1.25,4.5,10,1.3,4,8.5,1.25,4.33,11
SP1,20/12/00,Las Palmas,Osasuna,3,2,H,0,0,D,1.75,3.2,4.1,1.8,3,3.5,1.67,3.25,4.5,1.73,3.2,4.33,,,
SP1,20/12/00,Malaga,Sociedad,3,0,H,2,0,H,1.65,3,6,1.7,3.1,3.8,1.61,3.5,4.5,1.53,3.25,5,1.66,3.4,4.33
SP1,20/12/00,Mallorca,Espanol,3,2,H,1,2,A,1.75,3.2,4.1,1.8,3,3.5,1.73,3.4,4,1.67,3.3,4.5,1.72,3.2,4.33
