Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Attendance,Referee,HS,AS,HST,AST,HHW,AHW,HC,AC,HF,AF,HO,AO,HY,AY,HR,AR,HBP,ABP,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA
E1,29/08/00,Crewe,Grimsby,2,0,H,1,0,H,5305,Dermot Gallagher,16,17,5,1,0,0,3,6,7,6,1,1,0,0,0,0,0,0,2.05,3.2,2.9,2,3,2.9,2.2,3.25,2.75,2,3.25,3.25,2,3.2,3.2
E1,01/09/00,Tranmere,Stockport,2,1,H,2,1,H,7229,Trevor Jones,15,10,7,4,1,0,7,2,11,15,1,7,1,0,0,0,10,0,1.85,3.15,3.25,1.9,3,3.1,2,3.2,3.2,1.91,3.25,3.5,1.9,3.25,3.4
E1,02/09/00,Gillingham,Wolves,1,0,H,1,0,H,10017,Paul Durkin,12,9,6,5,0,1,9,4,17,20,4,2,1,3,0,0,10,30,2.6,3.15,2.3,2.5,2.9,2.3,2.5,3.25,2.4,2.63,3.2,2.38,2.5,3.25,2.4
E1,02/09/00,Preston,Portsmouth,1,0,H,0,0,D,13343,Bill Burns,11,9,5,6,0,0,3,2,10,15,2,3,0,1,0,0,0,10,1.8,3.3,3.6,1.8,3.1,3.3,2.1,3.2,3,1.95,3.25,3.4,1.83,3.4,3.5
E1,03/09/00,West Brom,Crystal Palace,1,0,H,1,0,H,13980,Tony Leake,12,10,5,3,0,2,4,8,17,17,6,3,0,1,0,0,0,10,2.15,3.2,3,2.1,3,2.8,2.2,3.25,2.75,2.25,3.25,2.75,2.2,3.25,2.75
E1,09/09/00,Birmingham,Sheffield United,1,0,H,1,0,H,21493,Rob Styles,11,9,8,4,0,0,7,0,11,13,3,5,1,3,0,1,10,55,1.6,3.25,4.5,1.55,3.3,4.5,1.55,3.5,5,1.57,3.4,5.5,1.61,3.5,4.5
E1,09/09/00,Blackburn,Nott'm Forest,3,0,H,2,0,H,18471,Graham Laws,15,12,7,4,1,1,8,8,16,10,10,4,0,2,0,0,0,20,1.55,3.4,4.8,1.65,3.2,3.8,1.55,3.5,5,1.57,3.5,5.5,1.57,3.5,5
E1,09/09/00,Crewe,Norwich,0,0,D,0,0,D,5955,Trevor Jones,10,8,8,1,0,1,3,1,6,11,0,2,0,0,0,0,0,0,2,3.15,3.2,2.1,3,2.8,2.25,3.2,2.75,2.2,3.2,2.88,2.2,3.25,2.75
E1,09/09/00,Crystal Palace,Burnley,0,1,A,0,0,D,18531,Jeff Winter,18,5,5,2,1,0,5,3,7,14,2,5,2,2,0,0,20,20,1.95,3.1,3.2,2.1,3,2.8,2.1,3.2,3,2,3.25,3.25,1.9,3.4,3.25
E1,09/09/00,Grimsby,Gillingham,1,0,H,1,0,H,4512,Mark Cowburn,9,10,2,5,0,0,2,9,12,12,4,1,2,1,0,0,20,10,2.15,3.05,2.9,2.2,3,2.6,2.25,3.2,2.75,2.2,3.25,2.8,2.2,3.25,2.75
E1,09/09/00,Huddersfield,Bolton,2,3,A,0,0,D,12248,Paul Rejer,17,12,10,6,0,0,7,4,12,9,3,7,0,0,0,0,0,0,2.3,3.1,2.55,2.2,3,2.6,2.5,3.25,2.4,2.5,3.2,2.5,2.5,3.1,2.5
E1,09/09/00,Portsmouth,Watford,1,3,A,0,2,A,14012,John Brandwood,14,10,7,5,2,2,8,4,14,14,4,3,1,2,0,0,10,20,2.35,3.2,2.55,2.6,3,2.2,2.75,3.2,2.25,2.63,3.2,2.38,2.62,3.25,2.3
E1,09/09/00,QPR,Preston,0,0,D,0,0,D,11092,Peter Walton,12,11,6,4,0,0,10,3,14,13,4,7,1,1,0,0,10,10,2,3.1,3.25,2.2,3.1,2.5,2.2,3.25,2.75,2,3.25,3.25,2.1,3.2,3
E1,09/09/00,Sheffield Weds,Wimbledon,0,5,A,0,0,D,15856,Mick Fletcher,10,15,6,10,0,1,7,5,9,10,3,4,1,1,0,0,10,10,1.95,3.2,3.1,1.9,3,3.1,2.2,3.25,2.75,2,3.2,3.3,1.83,3.4,3.5
E1,09/09/00,Stockport,West Brom,0,0,D,0,0,D,6632,Paul Robinson,13,20,4,7,0,0,4,7,12,14,5,1,2,4,0,0,20,40,2.05,3.1,3.15,1.9,3,3.1,2.1,3.2,3,2.1,3.25,3,2.4,3.25,2.5
E1,09/09/00,Wolves,Tranmere,1,2,A,1,1,D,17252,Steve Lodge,11,5,5,5,0,1,7,4,16,17,5,4,2,2,1,0,45,20,1.71,3.3,4,1.7,3.2,3.6,1.65,3.25,4.5,1.8,3.25,4,1.72,3.4,4
E1,10/09/00,Fulham,Barnsley,5,1,H,3,0,H,10437,Andy Hall,19,6,11,3,1,0,10,2,7,15,3,2,1,5,0,1,10,75,1.61,3.35,4.65,1.6,3.2,4.2,1.55,3.5,5,1.57,3.5,5.2,1.61,3.5,4.5
E1,12/09/00,Birmingham,Preston,3,1,H,0,1,A,16464,Paul Robinson,17,7,6,4,0,0,5,2,16,13,2,6,0,1,0,0,0,10,1.66,3.3,4.2,1.7,3.2,3.6,1.65,3.4,4.3,1.62,3.4,5,1.66,3.4,4.33
E1,12/09/00,Blackburn,Watford,3,4,A,2,3,A,17258,Michael Jones,20,9,9,6,2,0,8,4,17,16,5,6,1,3,0,0,10,30,1.9,3.15,3.5,1.85,3,3.3,2.1,3.2,3,2,3.25,3.25,1.83,3.3,3.6
E1,12/09/00,Crewe,West Brom,0,1,A,0,1,A,6222,David Pugh,8,11,4,5,0,3,2,4,7,6,3,2,1,2,0,0,10,20,2.25,3.2,2.65,2.1,3,2.8,2.35,3.2,2.6,2.25,3.25,2.75,2.25,3.2,2.75
E1,12/09/00,Crystal Palace,Barnsley,1,0,H,1,0,H,16287,Paul Rejer,13,6,5,2,0,0,7,2,11,11,9,11,1,1,0,0,10,10,2.55,3.2,2.35,2.6,3,2.2,2.6,3.4,2.25,2.5,3.2,2.5,2.5,3.25,2.4
E1,12/09/00,Fulham,Burnley,3,1,H,0,1,A,11863,Trevor Parkes,17,3,11,2,0,0,6,3,12,19,2,5,0,3,0,1,0,55,1.3,4.1,7,1.4,3.6,5.5,1.45,3.6,6.5,1.4,3.75,7.5,1.36,3.75,8
E1,12/09/00,Grimsby,Bolton,0,1,A,0,0,D,3732,Frazer Stretton,12,10,4,6,0,0,12,7,11,11,8,2,1,0,0,0,10,0,2.85,3.2,2.15,3.1,3,1.9,3,3.2,2.1,3,3.25,2.1,3,3.2,2.1
E1,12/09/00,Huddersfield,Wimbledon,0,2,A,0,1,A,7592,Tony Leake,11,9,5,6,0,0,7,4,10,10,1,7,0,0,0,0,0,0,2.45,3.2,2.35,2.35,3,2.35,2.6,3.4,2.25,2.6,3.2,2.4,2.62,3.25,2.3
E1,12/09/00,Portsmouth,Tranmere,2,0,H,0,0,D,9275,Paul Alcock,17,7,7,1,0,1,8,3,10,12,8,1,0,2,0,1,0,45,2,3.3,3.1,2,3,2.9,2.1,3.2,3,2.1,3.2,3.1,2.1,3.2,3
E1,12/09/00,Stockport,Norwich,1,3,A,0,2,A,5730,Graham Frankland,11,10,6,8,1,3,10,3,10,13,2,4,1,2,0,0,10,20,2.15,3.25,2.85,2.1,2.9,2.9,2.25,3.2,2.75,2,3.2,3.3,2.2,3.25,2.75
E1,12/09/00,Wolves,Sheffield United,0,0,D,0,0,D,14853,George Cain,13,13,5,6,1,0,5,9,7,5,3,1,1,4,0,0,10,40,1.85,3.2,3.6,1.9,3,3.1,1.8,3.4,3.6,1.91,3.25,3.5,2,3.2,3.2
E1,13/09/00,QPR,Gillingham,2,2,D,0,0,D,10655,Rob Harris,18,7,8,2,0,0,3,6,16,8,1,4,2,1,1,0,45,10,1.7,3.5,4,1.8,3,3.5,1.8,3.25,3.75,1.8,3.25,4,1.9,3.4,3.25
E1,13/09/00,Sheffield Weds,Nott'm Forest,0,1,A,0,1,A,15700,Trevor Jones,7,14,2,6,0,0,5,9,8,9,4,6,1,1,0,0,10,10,2,3.15,3.2,2,3,2.9,2,3.4,3,2,3.25,3.25,2.2,3.25,2.75
E1,15/09/00,Sheffield United,Blackburn,2,0,H,2,0,H,10816,Matt Messias,15,12,4,7,1,1,4,4,12,10,3,1,0,0,0,0,0,0,2.7,3.25,2.25,2.7,2.9,2.2,3,3.2,2.1,2.88,3.2,2.2,3,3.2,2.1
E1,16/09/00,Barnsley,QPR,4,2,H,3,0,H,12763,Peter Jones,15,7,11,6,0,0,7,5,9,10,6,5,1,3,0,0,10,30,1.65,3.4,4.4,1.65,3.2,3.8,1.7,3.4,4,1.62,3.5,4.75,1.66,3.4,4.33
E1,16/09/00,Bolton,Portsmouth,2,0,H,1,0,H,14113,Michael Jones,16,7,7,1,0,0,2,9,9,12,7,9,0,2,0,0,0,20,1.45,3.5,6.2,1.45,3.5,5,1.55,3.5,5,1.53,3.5,5.5,1.53,3.4,5.5
E1,16/09/00,Burnley,Grimsby,1,1,D,1,1,D,15413,Phil Dowd,21,12,8,4,0,0,5,2,15,16,4,1,1,1,0,0,10,10,1.65,3.45,4.2,1.65,3.2,3.8,1.65,3.25,4.5,1.62,3.4,5,1.66,3.4,4.33
E1,16/09/00,Gillingham,Huddersfield,2,1,H,0,1,A,8503,Bill Jordan,14,8,4,2,0,0,5,7,11,16,3,2,1,2,0,0,10,20,2.2,3.2,2.8,2.35,3,2.35,2.2,3.25,2.75,2.25,3.25,2.75,2.25,3.2,2.75
E1,16/09/00,Norwich,Crystal Palace,0,0,D,0,0,D,16828,Uriah Rennie,7,7,3,3,0,0,7,4,12,17,4,1,1,0,0,0,10,0,1.95,3.25,3.4,1.85,3,3.3,1.85,3.4,3.5,1.91,3.25,3.5,1.9,3.25,3.4
E1,16/09/00,Nott'm Forest,Fulham,0,3,A,0,0,D,18737,Eddie Wolstenholme,13,16,7,8,0,1,3,3,12,8,1,2,3,1,0,0,30,10,3.05,3.15,2.1,2.9,2.9,2.1,3.25,3.25,2,3.3,3.25,2,3.4,3.25,1.9
E1,16/09/00,Preston,Stockport,1,1,D,1,1,D,12735,Andy Hall,13,10,4,5,1,0,4,6,10,14,4,1,2,3,0,1,20,55,1.66,3.35,4.25,1.65,3.2,3.8,1.65,3.25,4.5,1.67,3.4,4.5,1.72,3.4,4
E1,16/09/00,Tranmere,Sheffield Weds,2,0,H,1,0,H,9352,Ray Olivier,12,12,7,4,0,0,5,4,21,18,2,6,1,2,0,0,10,20,2.1,3.3,3,2.2,3,2.6,2.1,3.5,2.75,2.2,3.25,2.8,2.2,3.25,2.75
E1,16/09/00,Watford,Crewe,3,0,H,1,0,H,13784,Steve Bennett,20,12,13,8,0,0,5,4,11,11,4,1,0,0,0,0,0,0,1.25,3.65,8.5,1.35,3.8,6.2,1.35,3.75,8,1.36,3.75,8.5,1.25,4.5,10
E1,16/09/00,Wimbledon,Wolves,1,1,D,0,0,D,8671,Peter Walton,9,12,4,5,0,1,6,9,12,11,7,2,2,0,0,0,20,0,1.6,3.5,4.5,1.8,3,3.5,1.65,3.4,4.3,1.62,3.4,5,1.57,3.5,5
E1,17/09/00,West Brom,Birmingham,1,1,D,1,0,H,19858,Alan Wiley,4,7,5,5,0,3,6,4,13,17,5,5,0,2,0,0,0,20,2.8,3.25,2.15,2.35,3,2.35,2.75,3.2,2.25,2.75,3.25,2.25,2.62,3.3,2.25
E1,23/09/00,Birmingham,Tranmere,2,0,H,0,0,D,17640,Tony Leake,23,7,17,3,1,0,8,8,15,9,8,5,2,2,0,0,20,20,1.6,3.5,4.4,1.6,3.3,4,1.55,3.5,5,1.57,3.4,5.5,1.57,3.5,5
E1,23/09/00,Blackburn,Bolton,1,1,D,1,0,H,23660,Andrew Butler,9,9,3,3,0,0,3,5,20,16,3,3,3,3,0,0,30,30,1.95,3.3,3.1,2,2.9,3,1.9,3.25,3.4,1.9,3.25,3.5,1.9,3.4,3.25
E1,23/09/00,Crewe,Barnsley,2,2,D,1,0,H,5738,Lee Cable,13,17,6,8,0,1,6,2,5,8,1,0,1,0,0,0,10,0,2.6,3.2,2.3,2.35,3,2.35,2.75,3.25,2.2,2.63,3.2,2.38,2.62,3.25,2.3
E1,23/09/00,Crystal Palace,Sheffield United,0,1,A,0,1,A,17521,Graham Poll,13,5,4,1,0,0,8,5,19,14,4,4,2,0,1,0,45,0,2.2,3.2,2.7,2.3,3,2.4,2.2,3.25,2.75,2.2,3.25,2.8,2.2,3.25,2.75
E1,23/09/00,Fulham,Gillingham,3,0,H,1,0,H,13032,Frazer Stretton,18,5,8,5,1,0,3,3,10,5,3,3,1,2,0,0,10,20,1.3,3.8,7.8,1.25,4.3,8,1.3,4,8,1.29,4.5,8.5,1.28,4.5,8
E1,23/09/00,Grimsby,Nott'm Forest,0,2,A,0,2,A,6467,Alan Kaye,14,9,7,4,0,0,7,5,8,16,6,2,1,2,0,0,10,20,2.65,3.15,2.3,2.3,3,2.4,2.6,3.2,2.35,2.7,3.2,2.3,2.75,3.2,2.25
E1,23/09/00,Huddersfield,Burnley,0,1,A,0,1,A,14016,Uriah Rennie,13,8,5,3,1,0,8,4,12,21,0,3,2,3,0,0,20,30,2.15,3.25,2.75,1.9,3,3.1,2.4,3.25,2.5,2.2,3.2,2.88,2.2,3.25,2.75
E1,23/09/00,Portsmouth,West Brom,0,1,A,0,0,D,11937,David Crick,14,5,5,3,0,0,4,5,13,11,3,2,0,0,0,0,0,0,2.05,3.15,3.1,1.9,3,3.1,2.2,3.25,2.75,2.1,3.2,3.1,2,3.2,3.2
E1,23/09/00,QPR,Wimbledon,2,1,H,0,0,D,11720,Paul Danson,9,14,8,6,0,1,6,13,8,14,5,2,1,2,0,0,10,20,2.4,3.25,2.5,2.35,3,2.35,2.5,3.25,2.4,2.7,3.25,2.3,2.5,3.25,2.4
E1,23/09/00,Sheffield Weds,Preston,1,3,A,1,0,H,17379,Graham Frankland,12,12,4,7,0,1,6,7,12,10,0,3,1,1,0,0,10,10,2.05,3.3,3.1,2,3,2.9,2.35,3.2,2.6,2.1,3.3,3,2,3.4,3
E1,23/09/00,Stockport,Watford,2,3,A,0,1,A,6933,Eddie Wolstenholme,11,13,7,8,0,0,6,5,10,10,1,1,0,0,0,1,0,25,3.15,3.1,2.05,2.9,3,2,3.5,3.5,1.8,3.5,3.25,1.91,3.5,3.4,1.83
E1,24/09/00,Wolves,Norwich,4,0,H,3,0,H,15105,Scott Mathieson,19,8,12,5,1,0,5,9,13,12,6,0,1,3,0,0,10,30,1.85,3.1,3.8,1.7,3.1,3.8,1.9,3.25,3.4,2,3.25,3.3,1.9,3.2,3.5
E1,30/09/00,Barnsley,Grimsby,2,0,H,1,0,H,13096,David Pugh,20,13,7,7,0,0,8,7,6,7,3,6,1,0,0,0,10,0,1.48,3.4,6.3,1.45,3.5,5,1.53,3.5,5.5,1.5,3.4,6.5,1.5,3.4,6
E1,30/09/00,Bolton,Fulham,0,2,A,0,1,A,19924,Tony Bates,19,17,9,9,0,1,3,6,11,11,6,8,3,4,0,0,30,40,2.7,3.3,2.2,2.35,3,2.35,2.75,3.25,2.2,2.7,3.2,2.3,2.75,3.2,2.25
