Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SOH,SOD,SOA,SBH,SBD,SBA,WHH,WHD,WHA
E2,10/08/02,QPR,Chesterfield,3,1,H,0,0,D,R Oliver,13,8,5,2,11,16,6,3,1,4,0,0,1.533,3.5,5.5,1.62,3.25,5.5,1.55,3.3,4.5,1.571,3.25,5.5,,,,1.6,3.25,5.5,1.57,3.25,5.5
E2,10/08/02,Swindon,Barnsley,3,1,H,1,1,D,P Rejer,9,11,5,2,13,17,6,5,1,2,0,0,2.6,3.2,2.4,2.5,3.3,2.45,2.35,3,2.35,2.5,3.25,2.4,,,,2.6,3.2,2.4,2.5,3.1,2.5
E2,13/08/02,Barnsley,Cheltenham,1,1,D,0,0,D,D Pugh,13,8,8,5,15,14,8,5,1,0,0,0,1.571,3.4,5.5,1.57,3.5,5.15,1.55,3.4,4.3,1.5,3.4,6,1.57,3.4,5.5,1.571,3.4,5.5,1.57,3.5,5
E2,13/08/02,Blackpool,Luton,5,2,H,2,1,H,M Clattenburg,13,6,7,4,19,14,5,3,2,2,0,0,2.25,3.25,2.75,2.25,3.25,2.75,2.2,3,2.6,2.25,3.2,2.75,2.25,3.25,2.75,2.25,3.25,2.75,2.25,3.2,2.75
E2,13/08/02,Brentford,Bristol City,1,0,H,0,0,D,P Danson,9,15,5,8,17,19,5,7,1,0,0,1,2.25,3.25,2.75,2.25,3.25,2.75,2.2,3,2.6,2.2,3.25,2.75,2.25,3.25,2.75,2.25,3.2,2.8,2.25,3.2,2.75
E2,13/08/02,Cardiff,Port Vale,3,1,H,2,1,H,P Rejer,16,10,12,5,18,14,6,0,1,2,0,1,1.364,3.75,9,1.4,3.8,7.1,1.4,3.7,5.3,1.444,3.6,6.5,1.36,3.75,8.5,1.444,3.75,6.5,1.4,3.75,7
E2,13/08/02,Chesterfield,Swindon,2,4,A,0,3,A,M Cooper,7,4,5,4,4,5,5,2,2,2,0,0,2.25,3.25,2.75,2.3,3.25,2.67,2.35,3,2.35,2.5,3.25,2.4,2.25,3.25,2.75,2.25,3.25,2.75,2.3,3.25,2.62
E2,13/08/02,Crewe,Notts County,0,3,A,0,2,A,G Frankland,13,11,5,8,10,17,5,5,0,0,0,0,1.8,3.25,4,1.77,3.35,3.95,1.8,3.1,3.4,1.667,3.4,4.333,1.8,3.25,4,1.8,3.25,4,1.8,3.3,3.75
E2,13/08/02,Peterboro,Oldham,0,1,A,0,0,D,R Olivier,7,12,3,5,13,14,9,9,0,1,0,0,2.2,3.25,2.8,2.2,3.25,2.8,2.1,3,2.8,2.2,3.25,2.75,2.2,3.25,2.8,2.1,3.2,3.1,2.25,3.2,2.75
E2,13/08/02,Plymouth,Huddersfield,2,1,H,0,0,D,B Curson,7,12,4,6,14,12,3,11,2,3,1,0,2.1,3.25,3,2,3.25,3.25,2,3.1,2.8,1.909,3.25,3.4,2.1,3.25,3,2.1,3.2,3.1,2,3.2,3.2
E2,13/08/02,Stockport,QPR,1,1,D,0,0,D,F Stretton,5,12,2,4,9,14,1,8,0,4,0,0,2.25,3.25,2.75,2.3,3.3,2.65,2.3,3,2.4,2.25,3.4,2.625,2.5,3.2,2.5,2.3,3.2,2.7,2.3,3.25,2.62
E2,13/08/02,Tranmere,Colchester,1,1,D,1,0,H,M Pike,11,12,4,7,8,10,8,0,0,0,0,0,1.667,3.4,4.5,1.61,3.5,4.75,1.6,3.3,4,1.667,3.4,4.333,1.67,3.4,4.5,1.667,3.4,4.5,1.61,3.5,4.5
E2,13/08/02,Wigan,Mansfield,3,2,H,2,1,H,J P Robinson,28,6,16,5,11,12,9,1,2,2,0,1,1.5,3.5,6,1.45,3.65,6.5,1.5,3.5,4.5,1.533,3.5,5.5,1.5,3.5,6,1.533,3.4,6,1.44,3.6,6.5
E2,13/08/02,Wycombe,Northampton,1,1,D,0,0,D,C Wilkes,14,12,8,3,12,19,8,7,2,2,0,0,1.727,3.5,4,1.73,3.4,4.1,1.75,3.1,3.6,1.833,3,4,1.83,3.25,3.75,1.833,3.25,3.8,1.72,3.4,4
E2,17/08/02,Barnsley,QPR,1,0,H,0,0,D,M Pike,8,15,4,7,11,7,4,6,2,1,0,0,2.2,3.25,2.8,2.15,3.25,3,2.2,2.9,2.7,2.2,3.2,2.8,2.2,3.25,2.8,2.2,3.2,2.875,2.1,3.2,3
E2,17/08/02,Blackpool,Swindon,0,0,D,0,0,D,M Dean,7,7,4,2,11,13,12,6,1,2,0,0,1.909,3.25,3.5,2,3.25,3.3,2,3,2.9,2.1,3.2,3,1.91,3.25,3.5,2,3.25,3.25,2,3.2,3.2
E2,17/08/02,Brentford,Oldham,0,0,D,0,0,D,M Fletcher,5,7,0,2,16,15,10,3,0,3,0,1,1.833,3.25,3.75,1.9,3.3,3.8,1.9,3.1,3,2,3.4,3,1.83,3.25,3.75,1.833,3.25,3.8,2,3.2,3.2
E2,17/08/02,Cardiff,Northampton,1,2,A,1,1,D,L Cable,17,7,1,2,5,13,10,5,0,1,0,0,1.364,3.75,9,1.42,3.76,8,1.4,3.6,5.5,1.4,3.75,7,1.33,4,8.5,1.4,3.75,7.5,1.36,3.75,8
E2,17/08/02,Chesterfield,Port Vale,2,1,H,0,0,D,R Pearson,11,12,3,6,8,11,10,9,1,0,0,0,2.1,3.25,3,2.25,3.25,2.85,2.35,3,2.35,2.25,3.2,2.75,2.2,3.25,2.8,2.3,3.2,2.7,2.5,3.1,2.5
E2,17/08/02,Crewe,Colchester,2,0,H,1,0,H,G Salisbury,10,9,5,6,8,6,1,6,0,0,0,0,1.667,3.4,4.5,1.67,3.4,4.75,1.7,3.2,3.7,1.727,3.2,4.333,1.67,3.4,4.5,1.727,3.25,4.333,1.66,3.3,4.5
E2,17/08/02,Peterboro,Huddersfield,0,1,A,0,1,A,F Stretton,9,5,6,4,11,9,6,3,2,1,0,0,2.2,3.25,2.8,2.25,3.25,2.8,2.2,3,2.6,2.1,3.2,3,2.2,3.25,2.8,2.3,3.2,2.75,2.2,3.25,2.75
E2,17/08/02,Plymouth,Luton,2,1,H,0,0,D,T Parkes,7,4,5,2,9,13,8,9,1,4,0,1,1.909,3.25,3.5,2,3.25,3.3,1.9,3.1,3,1.833,3.4,3.5,2,3.25,3.25,2,3.25,3.25,2,3.2,3.2
E2,17/08/02,Stockport,Notts County,0,0,D,0,0,D,G Cain,10,9,2,3,10,6,4,8,0,0,0,0,2,3.25,3.25,2.08,3.25,3.2,2.1,3,2.8,1.909,3.25,3.4,1.91,3.25,3.5,2.2,3.2,2.875,2.2,3.2,2.8
E2,17/08/02,Tranmere,Cheltenham,1,0,H,0,0,D,M Cooper,9,11,7,7,19,9,6,5,1,1,0,0,1.667,3.4,4.5,1.67,3.4,4.75,1.6,3.3,4,1.667,3.25,4.5,1.67,3.4,4.5,1.727,3.25,4.333,1.66,3.3,4.5
E2,17/08/02,Wigan,Bristol City,2,0,H,0,0,D,U Rennie,18,4,16,3,12,16,3,6,3,1,0,1,1.727,3.25,4.333,1.75,3.3,4.25,1.7,3.2,3.7,1.727,3.5,3.75,1.73,3.25,4.33,1.8,3.25,4,1.72,3.2,4.33
E2,17/08/02,Wycombe,Mansfield,3,3,D,2,1,H,P Prosser,16,8,12,5,20,20,12,2,2,2,0,0,1.727,3.25,4.333,1.81,3.31,4.25,1.8,3.1,3.4,1.833,3.2,3.75,1.73,3.25,4.33,1.8,3.25,4,1.8,3.3,3.75
E2,23/08/02,Northampton,Blackpool,0,1,A,0,0,D,P Joslin,7,13,3,4,8,11,4,10,2,4,0,0,2.1,3.25,3,2.15,3.2,3.1,2.1,3,2.8,2,3.4,3,2.1,3.25,3,2.1,3.25,3,2.2,3.2,2.8
E2,24/08/02,Bristol City,Wycombe,3,0,H,1,0,H,P Walton,8,10,4,5,14,10,4,8,1,2,0,0,1.727,3.25,4.333,1.76,3.3,4.25,1.7,3.2,3.7,1.727,3.4,4,1.67,3.4,4.5,1.727,3.3,4.333,1.72,3.25,4.2
E2,24/08/02,Cheltenham,Plymouth,1,2,A,1,0,H,K Hill,12,10,6,3,19,10,6,4,3,1,0,0,2.5,3.2,2.5,2.5,3.15,2.55,2.35,3,2.35,2.4,3.25,2.5,2.5,3.2,2.5,2.6,3.2,2.4,2.5,3.1,2.5
E2,24/08/02,Colchester,Brentford,0,1,A,0,1,A,P Taylor,2,5,1,2,14,10,9,3,1,1,0,0,2.5,3.2,2.5,2.5,3.15,2.55,2.4,3,2.3,2.5,3.25,2.4,2.5,3.2,2.5,2.6,3.2,2.4,2.5,3.1,2.5
E2,24/08/02,Huddersfield,Crewe,1,1,D,1,1,D,M Pike,13,6,8,4,5,11,11,3,1,0,0,0,2.1,3.25,3,2.05,3.25,3.2,2,3,2.9,2,3.4,3,2.1,3.25,3,2.1,3.25,3,2,3.2,3.2
E2,24/08/02,Luton,Barnsley,2,3,A,1,2,A,R Beeby,7,7,6,7,15,13,6,4,1,1,0,1,2.4,3.2,2.6,2.35,3.2,2.7,2.3,3,2.4,2.25,3.2,2.75,2.38,3.2,2.63,2.4,3.2,2.6,2.3,3.25,2.62
E2,24/08/02,Mansfield,Chesterfield,0,2,A,0,1,A,M Clattenburg,16,11,7,7,8,13,7,5,2,2,0,0,2.1,3.25,3,1.96,3.25,3.45,1.8,3.1,3.4,1.727,3.4,4,1.91,3.25,3.5,1.909,3.25,3.5,1.9,3.2,3.5
E2,24/08/02,Notts County,Wigan,0,2,A,0,0,D,M Riley,10,16,5,8,12,11,7,3,1,0,0,0,2.625,3.2,2.375,2.75,3.2,2.3,2.4,3,2.3,2.5,3.25,2.4,2.75,3.25,2.25,2.75,3.25,2.25,2.8,3.2,2.2
E2,24/08/02,Oldham,Tranmere,2,0,H,0,0,D,G Laws,12,10,8,4,13,22,4,4,3,1,0,0,2,3.25,3.25,2.1,3.25,3.1,2,3,2.9,1.909,3.25,3.4,2.1,3.25,3,2.1,3.25,3,2,3.2,3.2
E2,24/08/02,Port Vale,Stockport,0,1,A,0,1,A,H Webb,12,10,4,2,9,10,11,8,3,4,0,0,2.25,3.25,2.75,2.3,3.2,2.75,2.3,3,2.4,2.375,3.2,2.6,2.2,3.25,2.8,2.25,3.25,2.75,2.25,3.2,2.75
E2,24/08/02,QPR,Peterboro,2,0,H,0,0,D,C Penton,16,4,7,2,12,15,7,7,1,4,0,0,1.615,3.4,5,1.65,3.4,4.8,1.65,3.2,3.9,1.667,3.25,4.5,1.62,3.4,4.5,1.667,3.2,5,1.61,3.3,5
E2,24/08/02,Swindon,Cardiff,0,1,A,0,1,A,B Knight,7,9,2,3,16,8,5,4,3,2,0,0,2.8,3.25,2.2,2.72,3.25,2.3,2.4,3,2.3,2.6,3.2,2.375,2.75,3.25,2.25,2.75,3.25,2.25,2.62,3.25,2.3
E2,26/08/02,Barnsley,Notts County,0,0,D,0,0,D,S Baines,22,7,3,1,10,17,7,2,0,2,0,0,1.727,3.25,4.333,1.88,3.4,3.7,1.7,3.2,3.7,1.8,3.25,3.75,,,,1.7,3.4,4.333,,,
E2,26/08/02,Blackpool,Oldham,0,0,D,0,0,D,A Leake,9,9,2,3,12,17,8,9,0,3,0,1,2.1,3.25,3,2.36,3.25,2.7,2.2,3,2.6,2.25,3.2,2.75,,,,2.2,3.25,2.8,,,
E2,26/08/02,Brentford,Swindon,3,1,H,2,1,H,R Beeby,8,5,3,2,12,20,5,3,0,2,0,0,1.833,3.25,3.75,1.86,3.3,3.6,1.8,3.1,3.4,1.909,3.25,3.4,,,,1.833,3.25,3.8,,,
E2,26/08/02,Cardiff,Luton,0,0,D,0,0,D,P Danson,8,7,7,3,17,17,6,4,1,3,0,0,1.4,3.75,7.5,1.5,3.7,5.5,1.45,3.6,4.8,1.4,3.75,7,,,,1.444,3.75,6.5,,,
E2,26/08/02,Peterboro,Colchester,0,1,A,0,0,D,P Armstrong,13,5,8,1,16,14,5,4,2,3,0,1,,,,2.07,3.25,3.1,2,3,2.9,2.1,3.2,3,,,,2,3.25,3.25,,,
E2,26/08/02,Plymouth,Bristol City,2,0,H,0,0,D,W Jordan,13,7,3,3,12,17,6,11,2,1,0,0,,,,2.05,3.25,3.15,2,3,2.9,2,3.4,3,,,,2.1,3.25,3,,,
E2,26/08/02,Stockport,Mansfield,2,0,H,1,0,H,R Pearson,12,16,11,15,9,13,3,10,3,0,0,0,,,,1.88,3.3,3.6,1.8,3.1,3.4,1.833,3.4,3.5,,,,1.909,3.25,3.5,,,
E2,26/08/02,Tranmere,Huddersfield,2,1,H,0,1,A,G Salisbury,13,17,10,11,8,10,10,6,2,2,0,0,,,,2,3.25,3.2,1.9,3.1,3,2.2,3.25,2.75,,,,2,3.25,3.25,,,
E2,26/08/02,Wigan,Port Vale,0,1,A,0,1,A,G Frankland,18,6,10,5,7,16,12,1,1,4,0,0,,,,1.41,3.8,7,1.4,3.7,5.3,1.4,3.75,7,,,,1.364,4,7.5,,,
E2,26/08/02,Wycombe,QPR,4,1,H,1,1,D,R Styles,10,12,6,4,18,17,4,8,1,1,2,2,,,,2.52,3.2,2.5,2.35,3,2.35,2.5,3.2,2.5,,,,2.5,3.2,2.5,,,
E2,27/08/02,Chesterfield,Northampton,4,0,H,3,0,H,S W Mathieson,12,14,9,13,14,7,3,8,1,0,0,0,2.1,3.25,3,2.2,3.25,2.8,2.2,3,2.6,2.4,3.25,2.5,2.2,3.25,2.8,2.1,3.25,3,2.2,3.2,2.8
E2,27/08/02,Crewe,Cheltenham,1,0,H,1,0,H,D Gallagher,13,10,5,5,10,9,4,2,0,0,0,0,1.62,3.4,5,1.65,3.4,4.5,1.55,3.4,4.3,1.57,3.5,5,1.57,3.4,5.5,1.53,3.4,5.5,1.58,3.42,4.97
E2,31/08/02,Bristol City,Tranmere,2,0,H,0,0,D,M Warren,10,7,7,4,16,16,8,4,1,2,0,0,1.909,3.25,3.5,1.9,3.3,3.7,1.9,3.1,3,1.909,3.25,3.4,1.91,3.25,3,1.95,3.25,3.4,1.9,3.25,3.4
E2,31/08/02,Cheltenham,Cardiff,1,1,D,1,1,D,G Barber,3,17,3,9,12,11,2,9,1,1,0,0,3.5,3.25,1.909,3.1,3.3,2.1,3,3.1,1.9,3.75,3.25,1.8,3.5,3.25,1.91,3.5,3.25,1.909,3.4,3.25,1.9
E2,31/08/02,Colchester,Wigan,1,0,H,1,0,H,K Hill,8,17,3,6,11,18,3,3,0,2,0,1,3.25,3.25,2,3,3.4,2.1,2.8,3,2.1,3,3.2,2.1,3,3.25,2.1,3,3.25,2.1,3,3.2,2.1
E2,31/08/02,Huddersfield,Blackpool,0,0,D,0,0,D,R Pearson,5,3,1,1,11,13,8,4,1,1,0,0,2.1,3.25,3,2.1,3.4,3.05,2,3,2.9,1.909,3.25,3.4,2.1,3,3.25,2.1,3.25,3,2,3.2,3.2
E2,31/08/02,Luton,Chesterfield,3,0,H,1,0,H,P Taylor,13,5,6,5,16,14,10,2,0,3,0,0,2.1,3.25,3,2,3.4,3.25,2,3,2.9,2.25,3.4,2.625,2,3.25,3.25,2.05,3.2,3.2,2,3.4,3
E2,31/08/02,Mansfield,Crewe,0,5,A,0,3,A,C Webster,8,13,1,8,12,14,6,7,1,1,0,0,2.5,3.2,2.5,2.47,3.3,2.52,2.35,3,2.35,2.4,3.25,2.5,2.5,3.2,2.5,2.75,3.2,2.25,2.37,3.1,2.62
E2,31/08/02,Northampton,Barnsley,1,0,H,0,0,D,A Hall,7,10,4,6,15,19,2,7,1,3,1,0,2.6,3.2,2.4,2.6,3.3,2.4,2.4,3,2.3,2.4,3.25,2.5,2.63,3.2,2.38,2.625,3.2,2.375,2.62,3.25,2.3
E2,31/08/02,Notts County,Brentford,2,2,D,1,0,H,M Pike,13,10,9,4,10,9,7,8,2,0,0,0,2.4,3.2,2.6,2.47,3.3,2.52,2.4,3,2.3,2.5,3.25,2.4,2.63,3.2,2.38,2.6,3.2,2.4,2.5,3.1,2.5
E2,31/08/02,Oldham,Wycombe,0,2,A,0,1,A,A Kaye,13,10,3,6,15,20,3,6,1,0,0,0,1.727,3.25,4.333,1.8,3.3,4.15,1.7,3.2,3.7,1.667,3.25,4.5,1.8,3.2,4,1.8,3.25,4,1.72,3.25,4.2
E2,31/08/02,Port Vale,Peterboro,1,0,H,0,0,D,G Salisbury,12,12,6,5,10,13,5,4,2,2,0,0,1.909,3.25,3.5,1.95,3.3,3.5,1.9,3.1,3,1.909,3.25,3.4,1.83,3.25,3.75,1.85,3.4,3.6,1.83,3.4,3.5
E2,31/08/02,QPR,Plymouth,2,2,D,0,1,A,L Cable,13,8,9,4,9,15,9,1,1,0,0,0,2.1,3.25,3,2.1,3.3,3.1,2,3,2.9,2,3.4,3,2.2,3.2,2.88,2.1,3.2,3.1,2.1,3.2,3
E2,31/08/02,Swindon,Stockport,0,1,A,0,0,D,J Ross,16,5,9,3,9,16,13,3,0,4,0,0,2.1,3.25,3,2.1,3.3,3.1,2.1,3,2.8,2.2,3.25,2.75,2.1,3.25,3,2.1,3.25,3,2.1,3.2,3
E2,06/09/02,Bristol City,Northampton,3,0,H,1,0,H,P Rejer,18,8,12,2,7,11,7,3,0,0,0,1,1.667,3.4,4.5,1.67,3.5,5,1.6,3.3,4,1.615,3.25,5,1.62,3.4,5,1.615,3.4,5,1.61,3.3,5
E2,07/09/02,Blackpool,Tranmere,3,0,H,0,0,D,J P Robinson,13,4,6,2,17,20,9,5,2,4,0,0,2.1,3.25,3,2.25,3.2,3,2.1,3,2.8,2.1,3.4,2.875,2,3.25,3.25,2,3.25,3.25,2,3.2,3.2
E2,07/09/02,Brentford,Luton,0,0,D,0,0,D,D Pugh,6,5,1,1,15,12,15,6,1,2,0,0,1.667,3.4,4.5,1.7,3.5,4.15,1.65,3.2,3.9,1.667,3.25,4.5,1.67,3.4,4.5,1.667,3.4,4.5,1.72,3.25,4.2
E2,07/09/02,Colchester,Cheltenham,1,1,D,0,1,A,B Curson,3,5,0,3,10,8,3,5,0,3,0,0,1.727,3.25,4.333,1.8,3.4,3.75,1.75,3.2,3.5,1.727,3.2,4.333,1.67,3.4,4.5,1.667,3.4,4.5,1.72,3.2,4.33
E2,07/09/02,Crewe,Chesterfield,0,0,D,0,0,D,P Joslin,15,9,10,4,7,9,4,3,0,0,0,0,1.571,3.4,5.5,1.63,3.45,5.05,1.55,3.4,4.3,1.571,3.5,5,1.53,3.6,5.5,1.533,3.5,5.5,1.57,3.5,5
E2,07/09/02,Huddersfield,Barnsley,1,0,H,0,0,D,C Webster,11,6,6,2,18,19,4,3,2,4,0,0,2.3,3.2,2.7,2.23,3.3,2.92,2.2,3,2.6,2.2,3.2,2.8,2.25,3.25,2.75,2.3,3.2,2.7,2.25,3.2,2.75
E2,07/09/02,Mansfield,QPR,0,4,A,0,1,A,G Laws,12,16,9,12,22,18,7,6,3,2,0,0,3.25,3.25,2,3.2,3.3,2,2.6,3,2.2,2.625,3.4,2.25,3,3.25,2.1,2.875,3.2,2.2,2.75,3.2,2.25
E2,07/09/02,Notts County,Oldham,1,3,A,1,2,A,A Bates,8,12,4,6,12,8,3,11,1,1,0,0,2.2,3.25,2.8,2.25,3.3,2.8,2.2,3,2.6,2.2,3.25,2.75,2.25,3.25,2.75,2.25,3.25,2.75,2.2,3.2,2.8
E2,07/09/02,Swindon,Port Vale,1,2,A,1,1,D,P Taylor,12,8,6,5,6,13,16,7,2,2,0,1,2.1,3.25,3,1.95,3.25,3.75,1.9,3.1,3,1.909,3.25,3.4,1.91,3.25,3.5,1.909,3.25,3.5,1.9,3.2,3.5
E2,07/09/02,Wigan,Wycombe,3,0,H,2,0,H,H Webb,15,7,7,3,14,16,7,4,1,1,0,0,1.615,3.4,5,1.65,3.5,5.15,1.65,3.2,3.9,1.667,3.25,4.5,1.62,3.4,5,1.615,3.4,5,1.61,3.3,5
E2,14/09/02,Barnsley,Plymouth,1,1,D,1,1,D,M Fletcher,10,7,3,4,19,11,13,4,2,1,0,0,2.375,3.2,2.625,2.3,3.2,2.7,2.3,3,2.4,2.2,3.25,2.75,2.5,3.2,2.5,2.5,3.2,2.5,2.37,3.1,2.62
E2,14/09/02,Cardiff,Stockport,2,1,H,2,1,H,A Hall,11,3,6,2,9,9,4,2,1,3,0,0,1.615,3.4,5,1.65,3.4,4.6,1.65,3.2,3.9,1.667,3.25,4.5,1.67,3.4,4.5,1.667,3.4,4.5,1.66,3.3,4.5
E2,14/09/02,Cheltenham,Bristol City,2,3,A,2,2,D,P Armstrong,8,11,4,5,11,13,4,9,1,2,0,0,2.625,3.25,2.375,2.6,3.25,2.35,2.35,3,2.35,2.4,3.25,2.5,2.63,3.2,2.38,2.6,3.2,2.4,2.62,3.25,2.3
E2,14/09/02,Chesterfield,Wigan,0,0,D,0,0,D,P Danson,7,7,4,2,14,14,1,9,3,1,0,0,2.75,3.25,2.25,2.75,3.25,2.25,2.6,3,2.2,2.75,3.25,2.2,2.75,3.25,2.25,2.75,3.25,2.25,2.8,3.2,2.2
E2,14/09/02,Luton,Notts County,2,2,D,0,2,A,A Kaye,17,13,8,7,17,16,11,2,2,2,0,0,1.833,3.25,3.75,1.9,3.25,3.55,1.8,3.1,3.4,1.8,3.5,3.5,1.8,3.2,4,1.8,3.25,4,1.9,3.2,3.5
E2,14/09/02,Northampton,Huddersfield,0,0,D,0,0,D,M Warren,8,14,0,0,14,16,2,2,1,2,0,0,2.375,3.2,2.625,2.36,3.15,2.65,2.2,3,2.6,2.25,3.4,2.625,2.38,3.2,2.63,2.375,3.2,2.625,2.37,3.1,2.62
E2,14/09/02,Oldham,Mansfield,6,1,H,3,1,H,R Beeby,12,10,4,3,17,14,8,7,0,1,0,0,1.5,3.5,6,1.53,3.5,5.6,1.5,3.5,4.5,1.5,3.4,6,1.53,3.4,6,1.533,3.4,6,1.53,3.4,5.5
E2,14/09/02,Peterboro,Crewe,0,0,D,0,0,D,J P Robinson,19,6,10,3,10,6,9,1,0,1,0,0,3,3.25,2.1,2.8,3.25,2.2,2.6,3,2.2,2.8,3.2,2.2,2.88,3.2,2.2,2.875,3.2,2.2,2.75,3.2,2.25
E2,14/09/02,Port Vale,Colchester,1,0,H,0,0,D,M Ryan,9,4,5,1,6,12,1,6,2,1,0,0,1.833,3.25,3.75,1.85,3.3,3.75,1.85,3.1,3.2,2,3.4,3,1.91,3.25,3.5,1.909,3.25,3.5,1.8,3.3,3.75
E2,14/09/02,QPR,Swindon,2,0,H,0,0,D,H Webb,11,7,6,0,17,13,6,7,1,1,0,0,1.533,3.5,5.5,1.55,3.5,5.35,1.55,3.4,4.3,1.615,3.25,5,1.57,3.4,5.5,1.571,3.4,5.5,1.57,3.5,5
E2,14/09/02,Tranmere,Brentford,3,1,H,1,0,H,P Dowd,22,3,10,2,13,17,8,5,2,2,0,0,2.3,3.2,2.7,2.3,3.25,2.65,2.3,3,2.4,2.4,3.25,2.5,2.38,3.2,2.63,2.3,3.2,2.7,2.3,3.25,2.62
E2,14/09/02,Wycombe,Blackpool,1,2,A,1,2,A,K Hill,5,6,3,3,12,13,4,7,2,1,0,0,2.2,3.25,2.8,2.2,3.2,2.85,2.2,3,2.6,2.2,3.25,2.75,2.2,3.25,2.8,2.2,3.25,2.8,2.2,3.2,2.8
E2,17/09/02,Barnsley,Blackpool,2,1,H,1,1,D,N Barry,16,7,9,2,11,15,14,3,2,3,0,0,2.1,3.25,3,2.2,3.25,2.85,2.2,3,2.6,2.25,3.2,2.75,2.2,3.2,2.8,2.25,3.25,2.75,2.25,3.25,2.75
E2,17/09/02,Cardiff,Brentford,2,0,H,1,0,H,F Stretton,9,5,4,1,13,7,11,7,1,0,0,0,1.667,3.4,4.5,1.71,3.4,4.65,1.65,3.1,4,1.667,3.4,4.333,1.66,3.3,4.5,1.667,3.4,4.5,1.67,3.4,4.5
E2,17/09/02,Cheltenham,Swindon,2,0,H,1,0,H,J P Robinson,13,6,9,2,8,12,9,4,0,2,0,1,2.2,3.25,2.8,2.2,3.25,2.85,2.2,3,2.6,2.2,3.25,2.75,2.25,3.2,2.75,2.25,3.2,2.8,2.25,3.2,2.8
E2,17/09/02,Chesterfield,Stockport,1,0,H,1,0,H,G Salisbury,7,11,3,4,8,6,4,7,4,3,0,0,2.3,3.2,2.7,2.35,3.2,2.65,2.3,3,2.4,2.5,3.2,2.5,2.37,3.1,2.62,2.4,3.2,2.6,2.38,3.2,2.63
E2,17/09/02,Luton,Mansfield,2,3,A,0,2,A,B Knight,16,10,12,7,14,11,9,8,2,0,0,0,1.533,3.4,6,1.6,3.5,4.85,1.55,3.3,4.5,1.571,3.5,5,1.57,3.5,5,1.571,3.5,5,1.44,3.75,6.5
