FullName
"Hatem Ben Arfa"
"Hugo Lloris"
"Hugo Rodallega"
"Iago Aspas"
"Ismael Cheik Tioté"
"Jack Colback"
"Jack Collison"
"Jack Cork"
"Jack Rodwell"
"Jack Wilshere"
"Jacob Butterfield"
"Jake Livermore"
"James Chester"
"James Collins"
"James McCarthy"
"James Milner"
"James Morrison"
"James Tomkins"
"James Ward-Prowse"
"Jan Vertonghen"
"Jason Puncheon"
"Javi Garcia"
"Javier Garrido"
"Javier Hernández"
"Jay Rodriguez"
"Jed Steer"
"Jermain Defoe"
"Jermaine Pennant"
"Jerome Thomas"
"Jesús Navas"
"Ji Dong-Won"
"Jimmy Kebe"
"Joe Allen"
"Joe Cole"
"Joe Hart"
"Joe Lewis"
"Joel Mason"
"Joel Robles"
"Joel Ward"
"Joey O'Brien"
"Johan Elmander"
"John Arne Riise"
"John Flanagan"
"John Heitinga"
"John Mikel Obi"
"John O'Shea"
"John Ruddy"
"John Stones"
"John Terry"
"Joleon Lescott"
"Jonas Olsson"
"Jonathan De Guzman"
"Jonathan Evans"
"Jonathan Howson"
"Jonathan Parr"
"Jonathan Walters"
"Jonathan Williams"
"Jonjo Shelvey"
"Jonás Gutiérrez"
"Jordan Bowery"
"Jordan Henderson"
"Jordan Ibe"
"Jordi Amat"
"Jordon Mutch"
"Jores Okore"
"Jos Hooiveld"
"Jos&#233; Campa&#241;a"
"Jose Fonte"
"Jose Ruiz Herrera Canas"
"Joseph Bennett"
"Josh Murphy"
"José Enrique"
"Jozy Altidore"
"Juan Mata"
"Julian Speroni"
"Jussi Jaaskelainen"
"Kagisho Dikgacoi"
"Karim El Ahmadi"
"Kelvin Davis"
"Kenwyne Jones"
"Kevin De Bruyne"
"Kevin Mirallas"
"Kevin Nolan"
"Kevin Phillips"
"Kevin Theopile Catherine"
"Ki Sung-Yueng"
"Kieran Gibbs"
"Kieran Richardson"
"Kieren Westwood"
"Kim Bo-Kyung"
"Kolo Touré"
"Kyle Naughton"
"Kyle Walker"
"Laurent Koscielny"
"Leandro Bacuna"
"Lee Camp"
"Lee Cattermole"
"Leighton Baines"
"Leon Britton"
"Leon Osman"
"Leroy Fer"
"Lewis Holtby"
"Lewis Price"
"Liam Ridgewell"
"Liam Rosenior"
"Libor Kozák"
"Loïc Remy"
Lucas
"Luciano Becchio"
"Luis Alberto"
"Luis Suárez"
"Lukas Podolski"
"Lukasz Fabianski"
"Luke Daniels"
"Luke Shaw"
"Maarten Stekelenburg"
"Magaye Gueye"
"Mamadou Sakho"
"Mapou Yanga-Mbiwa"
"Marc Albrighton"
"Marc Muniesa"
"Marc Wilson"
"Marco van Ginkel"
"Mark Bunn"
"Mark Hudson"
"Mark Noble"
"Mark Schwarzer"
"Marko Arnautovic"
"Markus Rosenberg"
"Marouane Chamakh"
"Marouane Fellaini"
"Martin Kelly"
"Martin Olsson"
"Martin Skrtel"
"Matej Vydra"
"Mathieu Debuchy"
"Mathieu Flamini"
"Matija Nastasic"
"Matthew Briggs"
"Matthew Connolly"
"Matthew Etherington"
"Matthew Jarvis"
"Matthew Lowton"
"Matthew Taylor"
"Maya Yoshida"
"Maynor Figueroa"
"Mesut Özil"
"Micah Richards"
"Michael Carrick"
"Michael Dawson"
"Michael Essien"
"Michael Turner"
"Michael Williamson"
"Michel Vorm"
Michu
"Mikael Mandron"
"Mikel Arteta"
"Mile Jedinak"
"Mladen Petric"
"Mobido Diakite"
"Modibo Maíga"
"Mohamed Diame"
"Morgan Amalfitano"
"Morgan Schneiderlin"
"Mousa Dembele"
"Moussa Sissoko"
"Nacer Chadli"
"Nacho Monreal"
Nani
"Nathan Baker"
"Nathan Dyer"
"Nathan Redmond"
"Nathaniel Clyne"
"Neil Alexander"
"Neil Etheridge"
"Neil Taylor"
"Nemanja Vidic"
"Nick Proschwitz"
"Nicklas Bendtner"
"Nicklas Helenius"
"Nicky Maynard"
"Nicolas Anelka"
"Nikica Jelavic"
"Olivier Giroud"
"Ondrej Celustka"
Oscar
"Oussama Assaidi"
"Owen Garvan"
Pablo
"Pablo Daniel Osvaldo"
"Pablo Zabaleta"
"Pajtim Kasami"
"Papiss Demba Cisse"
"Patrice Evra"
"Paul Dummett"
"Paul McShane"
Paulinho
"Per Mertesacker"
"Peter Crouch"
"Peter Odemwingie"
"Peter Ramage"
"Peter Whittingham"
"Petr Cech"
"Phil Jagielka"
"Phil Jones"
"Philippe Coutinho"
"Philippe Senderos"
"Phillip Bardsley"
Pozuelo
Rafael
"Raheem Sterling"
Ramires
"Ravel Morrison"
"Razvan Dinca Rat"
"Ricardo Vaz Te"
"Rickie Lambert"
"Ricky van Wolfswinkel"
"Rio Ferdinand"
"Robert Brady"
"Robert Elliot"
"Robert Huth"
"Robert Koren"
"Robert Snodgrass"
"Roberto Soldado"
"Robin Van Persie"
"Roland Lamah"
"Romelu Lukaku"
"Ron Vlaar"
"Ross Barkley"
"Rudy Gestede"
"Russell Martin"
"Ryan Bennett"
"Ryan Bertrand"
"Ryan Giggs"
"Ryan Inniss"
"Ryan Shawcross"
"Ryo Miyaichi"
"Saido Berahino"
"Samir Nasri"
"Sammy Ameobi"
"Samuel Eto'o"
Sandro
"Santi Cazorla"
"Sascha Riether"
"Scott Parker"
"Scott Sinclair"
"Seamus Coleman"
"Sebastian Larsson"
"Sebastien Bassong"
"Serge Gnabry"
"Sergio Agüero"
"Shane Long"
"Shinji Kagawa"
"Shola Ameobi"
"Simon Mignolet"
"Simon Moore"
"Sone Aluko"
"Stephane Sessegnon"
"Stephen Dobbie"
"Stephen Ireland"
"Stephen Quinn"
"Stevan Jovetic"
"Steve Harper"
"Steve Sidwell"
"Steven Caulker"
"Steven Davis"
"Steven Fletcher"
"Steven Gerrard"
"Steven Naismith"
"Steven Nzonzi"
"Steven Pienaar"
"Steven Taylor"
"Steven Whittaker"
"Stewart Downing"
"Stuart O'Keefe"
"Sylvain Distin"
"Sylvain Marveaux"
"Theo Walcott"
"Thomas Carroll"
"Thomas Sorensen"
"Thomas Vermaelen"
"Tiago Ilori"
"Tim Howard"
"Tim Krul"
"Tom Cleverley"
"Tom Huddlestone"
"Tomas Rosicky"
"Tommy Smith"
"Valentin Roberge"
"Victor Anichebe"
"Victor Moses"
"Victor Wanyama"
"Vincent Kompany"
"Vito Mannone"
"Vlad Chiriches"
"Vurnon Anita"
"Wayne Rooney"
"Wayne Routledge"
"Wes Brown"
"Wesley Hoolahan"
"Wilfried Bony"
"Wilfried Zaha"
Willian
"Wilson Palacios"
"Winston Reid"
"Wojciech Szczesny"
"Yacouba Sylla"
"Yannick Bolasie"
"Yannick Sagbo"
"Yaya Sanogo"
"Yaya Touré"
"Yoan Gouffran"
"Yohan Cabaye"
"Younes Kaboul"
"Youssuf Mulumbu"
"Álvaro Negredo"
"Álvaro Vásquez"
