Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,FC,FS,OFF,YC,RC
Craig Waibel,SJ,D,23,23,2005,1,1,15,7,33,10,0,2,1
Pat Noonan,NE,F,29,29,2545,11,8,75,37,33,42,17,4,0
Jimmy Conrad,KC,D,29,29,2610,1,0,12,6,33,25,3,2,0
Brandon Prideaux,DC,D,23,16,1455,0,0,1,0,32,17,1,1,0
Cory Gibbs,DAL,D,21,21,1850,0,1,12,2,32,29,0,4,0
Ross Paule,CLB,M,25,23,2057,7,2,23,13,32,15,0,2,0
C.J. Brown,CHI,D,24,24,2130,0,1,5,2,32,30,0,4,1
Daryl Powell,COL,M,13,12,1013,0,0,8,1,31,12,1,4,1
Freddy Adu,DC,F,30,14,1435,5,3,33,16,31,50,9,4,0
Tyrone Marshall,LA,D,18,17,1448,2,1,3,3,31,12,0,4,0
Joe Franchino,NE,M,20,20,1693,1,0,21,7,31,22,2,3,1
Josh Wolff,KC,F,26,25,2252,10,7,59,33,31,41,22,0,0
Nick Garcia,KC,D,26,26,2295,0,1,4,1,31,18,2,6,0
Oscar Pareja,DAL,M,24,12,1095,1,6,12,3,30,32,1,3,1
Paul Broome,LA,M,22,20,1758,0,1,5,3,30,23,0,7,0
Taylor Twellman,NE,F,23,23,2050,9,1,70,39,30,53,35,1,1
Ritchie Kotschau,COL,D,28,26,2350,0,1,7,0,30,21,1,0,0
Antonio de la Torre,COL,D,28,28,2409,0,5,29,7,30,13,0,5,0
Ronnie Ekelund,SJ,M,26,24,2016,4,3,32,12,29,31,0,2,0
Jesse Marsch,CHI,M,10,8,680,0,0,0,0,28,14,0,4,0
Earnie Stewart,DC,M,26,23,2093,3,4,33,16,28,13,6,5,0
Simon Elliott,CLB,M,27,26,2353,0,10,18,4,28,29,2,3,0
Dwayne De Rosario,SJ,M,21,12,1211,5,3,40,14,27,35,19,3,0
John Spencer,COL,F,22,19,1750,4,1,52,21,27,36,16,2,1
Chris Gbandi,DAL,D,23,20,1771,0,1,5,0,27,24,0,8,0
Andreas Herzog,LA,M-F,27,25,2048,4,7,68,26,27,48,2,7,0
Steve Ralston,NE,M,30,30,2700,7,8,25,11,27,31,2,3,0
Matt Behncke,DAL,D,17,14,1239,1,0,7,2,26,11,1,2,0
Alejandro Moreno,LA,F,25,12,1292,6,2,29,12,26,41,10,0,0
Jason Kreis,DAL,M,25,19,1703,5,2,42,16,26,18,9,2,1
Landon Donovan,SJ,M-F,23,22,2018,6,10,51,22,26,46,11,6,0
Sasha Victorine,LA,M,26,25,2264,3,3,21,9,26,24,4,0,0
Jaime Moreno,DC,F,27,27,2279,7,14,39,25,26,51,11,2,0
Chris Leitch,MET,D,29,29,2610,0,2,13,3,26,27,0,4,0
Jim Curtin,CHI,D,30,30,2700,0,1,12,7,26,28,1,5,0
Ryan Cochrane,SJ,D,18,18,1459,0,1,3,3,25,10,1,3,1
Pablo Mastroeni,COL,M,17,17,1467,0,0,4,2,25,15,1,6,0
Chris Wingert,CLB,D,22,16,1487,0,2,11,5,25,15,2,4,0
Jeff Cunningham,CLB,F,30,19,1853,9,4,63,26,25,57,27,1,0
Jack Jewsbury,KC,M,22,15,1406,2,2,23,12,24,17,2,2,0
Ryan Nelsen,DC,D,17,17,1417,2,0,7,4,24,4,0,2,1
Alex Zotinca,KC,D,25,20,1779,0,0,17,9,24,23,3,6,1
Wes Hart,SJ,D-M,18,13,1178,0,0,1,0,23,8,1,3,0
Craig Ziadie,MET,D,15,14,1289,0,2,4,0,23,12,1,4,1
Eric Quill,DAL,F,23,16,1377,1,3,23,12,23,15,5,1,0
Mike Magee,MET,M,22,18,1534,3,4,30,15,23,38,4,4,0
Damani Ralph,CHI,F,26,25,2249,11,3,89,36,23,58,28,3,0
Jay Heaps,NE,D,28,26,2415,1,2,11,6,23,30,2,4,0
Felix Brillant,NE,M-F,19,6,850,1,2,8,4,22,16,3,0,0
Jordan Cila,COL,F-M,21,15,1308,4,2,24,16,22,17,2,2,0
Troy Dayak,SJ,D,16,15,1367,1,0,8,4,22,11,1,5,1
Jeff Parke,MET,D,28,27,2409,1,1,23,10,22,24,0,5,0
Gilberto Flores,MET,M,7,7,451,0,1,7,1,21,20,0,1,0
Cornell Glen,MET,F,18,10,964,6,2,42,21,21,38,7,4,0
Ian Russell,SJ,D,22,12,1087,0,1,13,6,21,12,5,2,0
DaMarcus Beasley,HOU,D,15,14,1290,0,3,23,6,21,50,3,1,0
Mark Chung,COL,M,22,21,1914,3,4,49,20,21,35,1,0,0
Jovan Kirovski,LA,M-F,24,23,1983,8,2,59,25,21,23,19,2,0
Fabian Taylor,MET,F,21,8,877,5,1,45,18,20,12,2,1,0
Ricky Lewis,COL,D,18,11,1141,0,2,1,0,20,10,0,0,0
Rusty Pierce,NE,D,14,13,1179,0,0,1,0,20,17,0,3,0
Avery John,NE,D,21,19,1806,0,0,4,2,20,23,0,7,0
Steve Jolley,DAL,D,28,28,2428,1,0,13,6,20,14,1,4,0
Brian Maisonneuve,CLB,M,9,5,427,0,0,6,2,19,8,0,4,0
Seth Trembly,COL,M-D,24,5,755,1,1,13,8,19,21,1,3,0
Nelson Akwari,CLB,D,19,16,1400,0,0,0,0,19,6,0,4,0
Logan Pause,CHI,M,21,19,1481,0,2,2,1,19,12,0,2,1
Justin Mapp,CHI,M,24,19,1625,3,4,23,8,19,54,8,0,0
Joselito Vaca,MET,M,22,20,1672,1,1,31,13,19,31,0,0,0
Scott Buete,CHI,M,13,8,700,0,2,2,0,18,9,0,3,1
Milton Reyes,DAL,D-M,12,9,827,0,0,9,1,18,29,1,4,0
Danny Califf,LA,D,13,10,853,0,0,3,2,18,11,0,2,0
Joseph Ngwenya,LA,F,22,8,876,4,2,17,8,18,26,7,0,0
Richie Baker,NE,M,20,11,1047,0,6,14,7,17,12,4,2,0
Eric Denton,CLB,D,18,16,1310,0,2,4,2,17,10,3,4,0
Jose Burciaga Jr.,KC,D,24,21,1875,1,1,15,6,17,19,1,2,1
Eddie Pope,MET,D,22,22,1928,0,0,10,5,17,13,0,1,0
Dipsy Selolwane,CHI,F,19,5,623,2,0,14,5,16,14,5,0,0
Christian Gomez,DC,M,9,8,581,4,0,12,7,15,8,3,1,0
Alberto Delgado,COL,F,13,9,741,1,3,15,6,15,25,7,0,0
Bobby Convey,DC,M,10,10,823,0,3,16,4,15,18,6,2,0
Ned Grabavoy,LA,M,15,11,927,1,3,7,7,15,14,1,2,0
Arturo Alvarez,HOU,M,11,2,373,1,0,7,4,14,5,0,3,0
Eddie Robinson,SJ,D,8,6,458,0,0,0,0,14,9,0,2,0
Manny Lagos,CLB,M,18,8,763,1,2,10,3,14,14,1,2,0
Kenny Arena,MET,D,10,8,707,1,0,2,1,13,8,0,2,0
Tenywa Bonseu,MET,D,14,13,1163,0,0,4,1,13,6,0,4,0
Brian Kamler,NE,M,22,20,1653,0,2,14,6,13,25,1,2,0
Danny Szetela,CLB,M,8,4,373,0,1,6,1,12,7,2,3,0
Bobby Rhine,DAL,M,19,6,688,2,2,21,9,12,16,1,5,0
Ezra Hendrickson,DC,D,12,8,785,0,0,6,3,12,7,1,2,0
Hong Myung Bo,LA,D,13,9,856,0,0,1,1,12,2,0,2,0
Peter Vagenas,LA,M,12,10,912,0,1,2,0,12,15,0,3,0
Ante Razov,CHI,F,13,11,996,4,2,52,25,12,17,13,2,0
Cobi Jones,LA,M,23,20,1749,0,5,19,6,12,30,5,1,0
Jamil Walker,SJ,M-F,10,2,236,0,0,4,0,11,2,2,0,0
Andy Dorman,NE,M,20,2,362,2,1,6,5,11,3,0,0,0
Orlando Perez,CHI,D,17,13,1074,0,1,7,2,11,5,1,2,0
Philip Salyer,DAL,D,17,16,1407,0,0,6,1,11,8,0,3,0
Chris Klein,KC,M,19,19,1694,4,8,47,23,11,11,5,1,1
Chris Aloisi,LA,D,4,3,280,0,0,1,0,10,7,0,3,0
Leonard Griffin,CHI,D,9,3,329,0,0,2,1,10,5,1,0,0
David Stokes,DC,D,11,3,408,0,0,7,1,10,7,0,1,0
Diego Walsh,KC,M,15,11,687,0,0,16,7,10,8,0,0,0
Mark Lisi,MET,M,11,8,694,0,4,14,5,10,9,1,2,0
Pablo Brenes,MET,M-D,14,5,705,0,0,13,4,10,23,5,1,0
Todd Dunivant,SJ,D,16,13,1210,0,0,7,3,10,11,0,1,0
Jose Cancela,NE,M,25,24,1957,3,10,41,20,10,73,4,0,0
Jeff Agoos,SJ,D,24,24,2152,1,4,15,7,10,22,0,3,1
Andy Herron,CHI,F,4,3,309,4,0,8,4,9,6,2,0,0
David Testo,CLB,M-F,16,4,441,0,1,7,4,9,6,1,1,0
Igor Simutenkov,KC,M-F,9,5,455,1,0,16,5,9,12,0,0,0
Denny Clanton,CHI,D,10,6,499,0,0,0,0,9,4,0,1,0
Tony Sanneh,CLB,D,6,6,513,2,1,5,2,9,7,0,2,0
Matt Taylor,KC,F,17,4,522,3,1,11,6,9,9,2,0,0
Chris Brown,SJ,M-F,11,7,558,2,1,15,5,9,7,5,0,0
Arturo Torres,LA,F,18,5,591,1,2,13,6,9,3,0,0,0
Stephen Herdsman,CLB,D,8,8,675,0,0,3,0,9,4,0,1,0
Francisco Gomez,KC,M,23,10,1091,1,0,30,10,9,18,0,0,0
Ronald Cerritos,DC,F,10,6,543,2,1,20,9,8,7,6,1,0
Kelly Gray,CHI,D-M,25,23,2112,1,0,20,6,8,13,2,2,0
Tim Regan,MET,D,12,7,577,0,0,3,1,7,10,0,2,0
Michael Ritch,CLB,F,12,4,395,1,1,9,4,6,4,0,1,0
Taylor Graham,KC,D,17,7,746,1,0,4,2,6,7,0,1,0
Rey Angel Martinez,COL,F,7,3,313,0,1,9,2,5,10,1,1,0
Gary Sullivan,COL,D,16,4,335,0,0,8,3,5,1,0,1,0
Zizi Roberts,COL,F,5,4,363,1,0,10,1,5,8,11,0,0
Craig Capano,CHI,M,13,4,436,1,0,5,2,5,4,0,0,0
Erick Scott,CLB,F,6,2,142,0,0,0,0,4,5,3,0,0
Alan Gordon,LA,F,3,2,142,0,0,4,2,4,1,0,0,0
Daouda Kante,NE,D,4,3,220,0,0,1,0,4,0,0,1,0
Joe-Max Moore,NE,F,3,3,246,0,2,4,2,4,1,1,1,0
Joey DiGiamarino,COL,M,8,5,412,0,1,2,0,4,5,0,2,0
Sergio Galvan Rey,MET,F,20,10,866,2,1,23,9,4,7,7,0,0
G.R. Cannon,DC,D,1,0,35,0,0,0,0,3,0,0,0,0
Khari Stephenson,KC,M,3,0,43,0,0,1,0,3,0,0,1,0
Sumed Ibrahim,CHI,M,3,1,82,0,0,0,0,3,1,0,0,0
Kevin Ara,DC,M,6,1,113,0,0,0,0,3,3,1,1,0
Clarence Goodson,DAL,D,5,2,247,0,0,2,0,3,2,1,2,0
Santino Quaranta,DC,M-F,1,0,23,0,0,1,0,2,0,0,1,0
Jason Thompson,DAL,F,2,0,61,0,0,0,0,2,2,0,0,0
Nana Kuffour,DC,F,5,1,90,0,0,1,0,2,3,0,0,0
David Castellanos,COL,F,3,1,132,0,0,3,1,2,1,2,1,0
Jordan Stone,DAL,M,5,1,143,0,0,1,0,2,0,0,0,0
Steve Howey,NE,D,3,3,193,0,0,0,0,2,0,0,0,0
Dante Washington,CLB,F,1,0,19,0,0,1,1,1,0,0,0,0
Josh Gardner,LA,M,2,0,25,0,0,1,0,1,0,0,0,0
Devin Barclay,CLB,F,3,1,72,0,0,0,0,1,1,0,0,0
Zach Kingsley,COL,M,2,1,78,0,0,1,0,1,2,0,0,0
Ramon Nunez,DAL,M,8,0,103,0,0,7,0,1,4,0,0,0
Guillermo Gonzalez,LA,M,6,1,111,0,0,3,0,1,0,1,1,0
Michael Erush,COL,M,0,0,0,0,0,0,0,0,0,0,0,0
Tim Lawson,DC,M,0,0,0,0,0,0,0,0,0,0,0,0
Brian Roberts,KC,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ty Maurin,DAL,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roger Levesque,SJ,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Perek Belleh,NE,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David de la Torre,COL,D-M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Wagenfuhr,DAL,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Bradley,TOR,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bobby Thompson,NE,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Roner,SJ,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eliseo Quintanilla,DC,F-M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scot Thompson,LA,D,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seth Stammler,MET,M-D,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luke Vercollone,NE,M,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jake Traeger,CLB,D,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamal Sutton,CLB,F,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adrian Cann,COL,D,2.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Carrieri,CHI,F,1.0,0.0,34.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0
Tighe Dombrowski,SJ,M,4.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vuk Rasovic,KC,D,1.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Preki,KC,M,2.0,1.0,89.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
Justin Detter,KC,F,6.0,2.0,161.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0
Alexandre Boucicaut,CHI,M,5.0,1.0,162.0,0.0,0.0,4.0,1.0,0.0,2.0,1.0,0.0,0.0
Thiago Martins,nan,F,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Jesus Ochoa,nan,M,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Gavin Glinton,nan,F,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Jeff Stewart,nan,D,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Carlos Llamosa,nan,D,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Stephen Armstrong,nan,M,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Chris Brown,nan,M-F,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Mike Nugent,nan,F,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Stats Unavailable,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
