Player,Club,POS,GP,GS,A,GWA,HmA,RdA,A/90min
Eric Quill,DAL,F,23,16,3,1,2,1,0.2
Freddy Adu,DC,F,30,14,3,1,2,1,0.19
Ronnie Ekelund,SJ,M,26,24,3,1,3,0,0.13
Shalrie Joseph,NE,M,23,23,3,2,2,1,0.13
John Wolyniec,MET,F,30,23,3,1,2,1,0.13
Damani Ralph,CHI,F,26,25,3,2,3,0,0.12
Sasha Victorine,LA,M,26,25,3,2,3,0,0.12
Eddie Johnson,DAL,F,26,25,3,0,1,2,0.12
Joe-Max Moore,NE,F,3,3,2,0,1,1,0.73
Arturo Torres,LA,F,18,5,2,0,2,0,0.3
Bobby Rhine,DAL,M,19,6,2,0,2,0,0.26
Scott Buete,CHI,M,13,8,2,0,1,1,0.26
Manny Lagos,CLB,M,18,8,2,1,2,0,0.24
Felix Brillant,NE,M-F,19,6,2,0,1,1,0.21
Joseph Ngwenya,LA,F,22,8,2,0,1,1,0.21
Cornell Glen,MET,F,18,10,2,0,1,1,0.19
Ante Razov,CHI,F,13,11,2,0,1,1,0.18
Ricky Lewis,COL,D,18,11,2,1,2,0,0.16
Toni Nhleko,DAL,F,23,13,2,0,0,2,0.15
Craig Ziadie,MET,D,15,14,2,2,1,1,0.14
Alejandro Moreno,LA,F,25,12,2,0,1,1,0.14
Jordan Cila,COL,F-M,21,15,2,0,1,1,0.14
Eric Denton,CLB,D,18,16,2,1,1,1,0.14
Jack Jewsbury,KC,M,22,15,2,1,1,1,0.13
Logan Pause,CHI,M,21,19,2,0,2,0,0.12
Chris Wingert,CLB,D,22,16,2,1,2,0,0.12
Carlos Ruiz,LA,F,20,18,2,1,1,1,0.11
Alecko Eskandarian,DC,F,24,19,2,1,2,0,0.11
Brian Kamler,NE,M,22,20,2,0,2,0,0.11
Jason Kreis,DAL,M,25,19,2,0,2,0,0.11
Edson Buddle,CLB,F,24,20,2,0,1,1,0.1
Brad Davis,DAL,M,29,24,2,1,2,0,0.09
Jovan Kirovski,LA,M-F,24,23,2,0,1,1,0.09
Ross Paule,CLB,M,25,23,2,1,2,0,0.09
Kerry Zavagnin,KC,M,24,24,2,2,2,0,0.08
Kyle Beckerman,RSL,M,29,25,2,2,1,1,0.08
Kyle Martino,CLB,M,29,27,2,0,1,1,0.08
Bryan Namoff,DC,D,27,27,2,0,2,0,0.08
Jay Heaps,NE,D,28,26,2,0,1,1,0.07
Chris Leitch,MET,D,29,29,2,0,1,1,0.07
Rey Angel Martinez,COL,F,7,3,1,0,1,0,0.29
Andy Dorman,NE,M,20,2,1,0,0,1,0.25
Danny Szetela,CLB,M,8,4,1,0,0,1,0.24
Michael Ritch,CLB,F,12,4,1,0,1,0,0.23
Joey DiGiamarino,COL,M,8,5,1,0,0,1,0.22
David Testo,CLB,M-F,16,4,1,0,1,0,0.2
Gilberto Flores,MET,M,7,7,1,1,1,0,0.2
Tony Sanneh,CLB,D,6,6,1,0,1,0,0.18
Matt Taylor,KC,F,17,4,1,0,1,0,0.17
Ronald Cerritos,DC,F,10,6,1,0,1,0,0.17
Chris Brown,SJ,M-F,11,7,1,0,1,0,0.16
Seth Trembly,COL,M-D,24,5,1,0,1,0,0.12
Sergio Galvan Rey,MET,F,20,10,1,0,1,0,0.1
Fabian Taylor,MET,F,21,8,1,0,1,0,0.1
Peter Vagenas,LA,M,12,10,1,1,1,0,0.1
Orlando Perez,CHI,D,17,13,1,0,1,0,0.08
Ian Russell,SJ,D,22,12,1,1,0,1,0.08
Tyrone Marshall,LA,D,18,17,1,1,1,0,0.06
Ryan Cochrane,SJ,D,18,18,1,0,0,1,0.06
Evan Whitfield,CHI,D,23,19,1,0,0,1,0.05
Joselito Vaca,MET,M,22,20,1,0,1,0,0.05
Carey Talley,DAL,D,23,19,1,1,1,0,0.05
John Spencer,COL,F,22,19,1,1,1,0,0.05
Paul Broome,LA,M,22,20,1,0,1,0,0.05
Ricardo Clark,CLB,M,26,19,1,1,0,1,0.05
Chris Gbandi,DAL,D,23,20,1,0,0,1,0.05
Cory Gibbs,DAL,D,21,21,1,0,1,0,0.05
Jose Burciaga Jr.,KC,D,24,21,1,0,1,0,0.05
Marshall Leonard,NE,M,25,22,1,1,1,0,0.05
Craig Waibel,SJ,D,23,23,1,1,0,1,0.04
Duncan Oughton,CLB,D,28,21,1,0,1,0,0.04
Clint Dempsey,SEA,F,24,23,1,1,1,0,0.04
Taylor Twellman,NE,F,23,23,1,0,1,0,0.04
Marcelo Saragosa,LA,M,26,24,1,0,1,0,0.04
C.J. Brown,CHI,D,24,24,1,1,1,0,0.04
Nick Garcia,KC,D,26,26,1,0,1,0,0.04
Ritchie Kotschau,COL,D,28,26,1,0,0,1,0.04
Jeff Parke,MET,D,28,27,1,0,1,0,0.04
Brian Carroll,DC,M,30,26,1,0,1,0,0.04
Chad Marshall,SEA,D,28,27,1,0,1,0,0.04
Ramiro Corrales,SJ,M,29,28,1,1,1,0,0.04
Nat Borchers,COL,D,29,29,1,1,0,1,0.03
Jim Curtin,CHI,D,30,30,1,0,0,1,0.03
Eliseo Quintanilla,DC,F-M,0,0,0,0,0,0,0.0
Chris Roner,SJ,M,0,0,0,0,0,0,0.0
David Wagenfuhr,DAL,D,0,0,0,0,0,0,0.0
Roger Levesque,SJ,M,0,0,0,0,0,0,0.0
Perek Belleh,NE,F,0,0,0,0,0,0,0.0
Ty Maurin,DAL,M,0,0,0,0,0,0,0.0
Michael Erush,COL,M,0,0,0,0,0,0,0.0
David de la Torre,COL,D-M,0,0,0,0,0,0,0.0
Michael Bradley,TOR,M,0,0,0,0,0,0,0.0
Bobby Thompson,NE,M,0,0,0,0,0,0,0.0
Brian Roberts,KC,D,0,0,0,0,0,0,0.0
Tim Lawson,DC,M,0,0,0,0,0,0,0.0
Scot Thompson,LA,D,1,0,0,0,0,0,0.0
Seth Stammler,MET,M-D,1,0,0,0,0,0,0.0
Luke Vercollone,NE,M,2,0,0,0,0,0,0.0
Jake Traeger,CLB,D,1,0,0,0,0,0,0.0
Jamal Sutton,CLB,F,1,0,0,0,0,0,0.0
Adrian Cann,COL,D,2,0,0,0,0,0,0.0
Dante Washington,CLB,F,1,0,0,0,0,0,0.0
Santino Quaranta,DC,M-F,1,0,0,0,0,0,0.0
Josh Gardner,LA,M,2,0,0,0,0,0,0.0
Chris Carrieri,CHI,F,1,0,0,0,0,0,0.0
G.R. Cannon,DC,D,1,0,0,0,0,0,0.0
Khari Stephenson,KC,M,3,0,0,0,0,0,0.0
Tighe Dombrowski,SJ,M,4,0,0,0,0,0,0.0
Vuk Rasovic,KC,D,1,1,0,0,0,0,0.0
Jason Thompson,DAL,F,2,0,0,0,0,0,0.0
Devin Barclay,CLB,F,3,1,0,0,0,0,0.0
Zach Kingsley,COL,M,2,1,0,0,0,0,0.0
Sumed Ibrahim,CHI,M,3,1,0,0,0,0,0.0
Preki,KC,M,2,1,0,0,0,0,0.0
Nana Kuffour,DC,F,5,1,0,0,0,0,0.0
Ramon Nunez,DAL,M,8,0,0,0,0,0,0.0
Guillermo Gonzalez,LA,M,6,1,0,0,0,0,0.0
Kevin Ara,DC,M,6,1,0,0,0,0,0.0
David Castellanos,COL,F,3,1,0,0,0,0,0.0
Alan Gordon,LA,F,3,2,0,0,0,0,0.0
Erick Scott,CLB,F,6,2,0,0,0,0,0.0
Jordan Stone,DAL,M,5,1,0,0,0,0,0.0
Justin Detter,KC,F,6,2,0,0,0,0,0.0
Alexandre Boucicaut,CHI,M,5,1,0,0,0,0,0.0
Steve Howey,NE,D,3,3,0,0,0,0,0.0
Daouda Kante,NE,D,4,3,0,0,0,0,0.0
Jamil Walker,SJ,M-F,10,2,0,0,0,0,0.0
Clarence Goodson,DAL,D,5,2,0,0,0,0,0.0
Chris Aloisi,LA,D,4,3,0,0,0,0,0.0
Andy Herron,CHI,F,4,3,0,0,0,0,0.0
Leonard Griffin,CHI,D,9,3,0,0,0,0,0.0
Gary Sullivan,COL,D,16,4,0,0,0,0,0.0
Zizi Roberts,COL,F,5,4,0,0,0,0,0.0
Arturo Alvarez,HOU,M,11,2,0,0,0,0,0.0
David Stokes,DC,D,11,3,0,0,0,0,0.0
Brian Maisonneuve,CLB,M,9,5,0,0,0,0,0.0
Craig Capano,CHI,M,13,4,0,0,0,0,0.0
Igor Simutenkov,KC,M-F,9,5,0,0,0,0,0.0
Eddie Robinson,SJ,D,8,6,0,0,0,0,0.0
Denny Clanton,CHI,D,10,6,0,0,0,0,0.0
Tim Regan,MET,D,12,7,0,0,0,0,0.0
Christian Gomez,DC,M,9,8,0,0,0,0,0.0
Dipsy Selolwane,CHI,F,19,5,0,0,0,0,0.0
Stephen Herdsman,CLB,D,8,8,0,0,0,0,0.0
Jesse Marsch,CHI,M,10,8,0,0,0,0,0.0
Diego Walsh,KC,M,15,11,0,0,0,0,0.0
Pablo Brenes,MET,M-D,14,5,0,0,0,0,0.0
Kenny Arena,MET,D,10,8,0,0,0,0,0.0
Taylor Graham,KC,D,17,7,0,0,0,0,0.0
Ezra Hendrickson,DC,D,12,8,0,0,0,0,0.0
Milton Reyes,DAL,D-M,12,9,0,0,0,0,0.0
Danny Califf,LA,D,13,10,0,0,0,0,0.0
Hong Myung Bo,LA,D,13,9,0,0,0,0,0.0
Daryl Powell,COL,M,13,12,0,0,0,0,0.0
Francisco Gomez,KC,M,23,10,0,0,0,0,0.0
Tenywa Bonseu,MET,D,14,13,0,0,0,0,0.0
Wes Hart,SJ,D-M,18.0,13.0,0.0,0.0,0.0,0.0,0.0
Rusty Pierce,NE,D,14.0,13.0,0.0,0.0,0.0,0.0,0.0
Todd Dunivant,SJ,D,16.0,13.0,0.0,0.0,0.0,0.0,0.0
Matt Behncke,DAL,D,17.0,14.0,0.0,0.0,0.0,0.0,0.0
Troy Dayak,SJ,D,16.0,15.0,0.0,0.0,0.0,0.0,0.0
Nelson Akwari,CLB,D,19.0,16.0,0.0,0.0,0.0,0.0,0.0
Philip Salyer,DAL,D,17.0,16.0,0.0,0.0,0.0,0.0,0.0
Ryan Nelsen,DC,D,17.0,17.0,0.0,0.0,0.0,0.0,0.0
Brandon Prideaux,DC,D,23.0,16.0,0.0,0.0,0.0,0.0,0.0
Pablo Mastroeni,COL,M,17.0,17.0,0.0,0.0,0.0,0.0,0.0
Frankie Hejduk,CLB,D,20.0,19.0,0.0,0.0,0.0,0.0,0.0
Joe Franchino,NE,M,20.0,20.0,0.0,0.0,0.0,0.0,0.0
Alex Zotinca,KC,D,25.0,20.0,0.0,0.0,0.0,0.0,0.0
Avery John,NE,D,21.0,19.0,0.0,0.0,0.0,0.0,0.0
Shavar Thomas,KC,D,25.0,22.0,0.0,0.0,0.0,0.0,0.0
Eddie Pope,MET,D,22.0,22.0,0.0,0.0,0.0,0.0,0.0
Mike Petke,DC,D,26.0,23.0,0.0,0.0,0.0,0.0,0.0
Kelly Gray,CHI,D-M,25.0,23.0,0.0,0.0,0.0,0.0,0.0
Ryan Suarez,LA,D,26.0,25.0,0.0,0.0,0.0,0.0,0.0
Steve Jolley,DAL,D,28.0,28.0,0.0,0.0,0.0,0.0,0.0
Robin Fraser,CLB,D,28.0,28.0,0.0,0.0,0.0,0.0,0.0
Jimmy Conrad,KC,D,29.0,29.0,0.0,0.0,0.0,0.0,0.0
Jesus Ochoa,nan,M,nan,nan,nan,nan,nan,nan,0.0
Jeff Stewart,nan,D,nan,nan,nan,nan,nan,nan,0.0
Gavin Glinton,nan,F,nan,nan,nan,nan,nan,nan,0.0
Mike Nugent,nan,F,nan,nan,nan,nan,nan,nan,0.0
Chris Brown,nan,M-F,nan,nan,nan,nan,nan,nan,0.0
Stephen Armstrong,nan,M,nan,nan,nan,nan,nan,nan,0.0
Carlos Llamosa,nan,D,nan,nan,nan,nan,nan,nan,0.0
Thiago Martins,nan,F,nan,nan,nan,nan,nan,nan,0.0
Stats Unavailable,nan,nan,nan,nan,nan,nan,nan,nan,nan
