Player,Club,POS,GP,GS,A,GWA,HmA,RdA,A/90min
Chris Rolfe,DC,F,31,30,4,2,3,1,0.15
Luke Moore,TOR,F,15,6,3,2,2,1,0.43
Corey Ashe,HOU,M,9,8,3,1,3,0,0.41
Lucas Melano,POR,F,13,8,3,1,2,1,0.37
Tranquillo Barnetta,PHI,M,11,9,3,1,1,2,0.35
Alexander Lopez,HON,M,16,12,3,2,1,2,0.29
Maximiliano Urruti,DAL,F,30,12,3,0,1,2,0.25
Steven Gerrard,LA,M,13,13,3,1,2,1,0.23
Thomas McNamara,NYC,M,19,15,3,0,2,1,0.2
David Texeira,DAL,F,22,19,3,1,1,2,0.19
Juan Ramirez,COL,M,27,15,3,1,0,3,0.19
Robbie Findley,TOR,F,25,18,3,0,2,1,0.18
Mauro Rosales,VAN,M,24,19,3,1,2,1,0.18
Wil Trapp,CLB,M,19,17,3,0,2,1,0.18
Gabriel Torres,PAN,M-F,25,19,3,2,1,2,0.17
Andy Rose,SEA,M,25,17,3,0,2,1,0.17
Marky Delgado,TOR,M,20,19,3,1,1,2,0.16
Juan Agudelo,NE,F,32,20,3,1,3,0,0.15
Kennedy Igboananike,CHI,F,31,20,3,1,1,2,0.15
Calum Mallace,LAFC,M,26,21,3,1,2,1,0.15
Ned Grabavoy,NYC,M,26,22,3,2,3,0,0.14
Davy Arnaud,DC,M,23,21,3,3,3,0,0.14
Razvan Cocis,CHI,M,26,22,3,0,2,1,0.13
Fabinho,PHI,D,26,23,3,1,2,1,0.13
Fanendo Adi,POR,F,33,23,3,1,2,1,0.12
Ryan Hollingshead,DAL,M,33,25,3,1,2,1,0.12
Lucas Pittinari,COL,M,29,25,3,1,3,0,0.12
Robbie Rogers,LA,D,27,26,3,0,2,1,0.12
Giles Barnes,HOU,M,28,28,3,1,2,1,0.11
Omar Gonzalez,USA,D,30,29,3,1,3,0,0.1
Octavio Rivero,VAN,F,34,30,3,2,1,2,0.1
Matt Besler,SKC,D,32,32,3,2,1,2,0.1
Tyrone Mears,MIN,D,33,33,3,1,2,1,0.09
Charles Eloundou,COL,F,11,3,2,0,2,0,0.53
Mike Magee,CHI,M,12,3,2,0,0,2,0.5
Ignacio Maganto,LA,M,13,6,2,0,1,1,0.34
Jason Johnson,CHI,F,20,5,2,1,1,1,0.3
Gilberto,CHI,F,10,8,2,0,2,0,0.26
Gaston Fernandez,POR,M,21,6,2,2,2,0,0.25
Pedro Ribeiro,ORL,M-F,18,8,2,0,0,2,0.25
Harrison Afful,CLB,D,9,9,2,1,0,2,0.24
Chance Myers,KC,D,13,10,2,1,2,0,0.21
Erik Friberg,SEA,M,13,11,2,0,1,1,0.19
Moises Hernandez,DAL,D,14,11,2,1,2,0,0.19
Dairon Asprilla,POR,M-F,26,10,2,1,2,0,0.18
Sal Zizzo,ATL,D,22,10,2,0,0,2,0.17
RJ Allen,ORL,D,14,13,2,1,1,1,0.17
Jordan Allen,RSL,M-F,23,11,2,1,0,2,0.17
Daigo Kobayashi,NE,M,21,11,2,1,2,0,0.16
Shaun Maloney,CHI,M,14,14,2,0,1,1,0.15
Luis Solignac,CHI,F,15,14,2,0,2,0,0.15
Mehdi Ballouchy,NYC,M,19,16,2,0,1,1,0.14
Jairo Arrieta,DC,F,27,15,2,2,1,1,0.14
Sebastian Jaime,RSL,F,20,17,2,0,1,1,0.14
Nathan Sturgis,HOU,M,18,15,2,0,2,0,0.14
Eric Ayuk,PHI,M,28,14,2,1,1,1,0.14
Eric Avila,ORL,M,21,15,2,0,0,2,0.14
Jacob Peterson,KC,F,26,15,2,0,2,0,0.13
Servando Carrasco,LA,M,21,16,2,0,1,1,0.13
Tyson Wahl,CLB,D,18,14,2,0,1,1,0.13
Chris Korb,DC,D,18,17,2,1,2,0,0.12
Sebastian Lletget,LA,M,20,17,2,0,2,0,0.12
Sanna Nyassi,SJ,M,28,19,2,0,0,2,0.12
Kevin Doyle,COL,F,20,16,2,2,0,2,0.12
London Woodberry,NE,D,18,18,2,0,2,0,0.12
Ashtone Morgan,TOR,D,19,17,2,0,0,2,0.12
Devon Sandoval,RSL,F,30,17,2,2,1,1,0.11
Kellyn Acosta,DAL,M,21,19,2,1,1,1,0.11
Andrew Wenger,HOU,F,26,22,2,0,0,2,0.1
Michael Barrios,DAL,M,26,19,2,0,2,0,0.1
Collen Warner,MIN,M,29,20,2,0,0,2,0.1
Dilly Duka,MTL,M,27,19,2,0,1,1,0.1
Cordell Cato,SJ,F,28,18,2,0,0,2,0.1
Soni Mustivar,KC,M,25,20,2,1,2,0,0.1
Gonzalo Pineda,SEA,M,28,21,2,0,1,1,0.1
Atiba Harris,DAL,D,27,20,2,0,0,2,0.1
David Accam,PHI,M,24,21,2,1,2,0,0.1
Nigel Reo-Coker,MTL,M,28,20,2,0,2,0,0.1
Rafael Ramos,CHI,D,25,24,2,1,2,0,0.09
Lamar Neagle,SEA,M,31,23,2,1,2,0,0.09
Pa-Modou Kah,VAN,D,25,24,2,0,2,0,0.08
Cristian Higuita,ORL,M,26,25,2,0,1,1,0.08
Darwin Ceren,HOU,M,26,25,2,1,0,2,0.08
Sean St. Ledger,COL,D,27,26,2,1,2,0,0.08
Fatai Alashe,SJ,M,28,27,2,0,0,2,0.08
Luke Mulholland,RSL,M,29,27,2,0,1,1,0.08
Kyle Beckerman,RSL,M,26,26,2,1,2,0,0.08
Brad Evans,SKC,D-M,28,27,2,1,2,0,0.08
Clarence Goodson,SJ,D,28,28,2,0,1,1,0.08
Laurent Ciman,LAFC,D,27,27,2,0,0,2,0.07
José Gonçalves,NE,D,29,28,2,1,0,2,0.07
Dom Dwyer,ORL,F,30,28,2,0,0,2,0.07
David Horst,RSL,D,32,28,2,0,0,2,0.07
Chris Wondolowski,SJ,F,31,30,2,1,1,1,0.07
Justin Morrow,TOR,D,32,31,2,1,1,1,0.07
Marvell Wynne,SJ,D,33,32,2,0,0,2,0.07
Tony Beltran,RSL,D,31,31,2,0,1,1,0.06
Andrew Jacobson,NYC,M,33,33,2,0,1,1,0.06
Marius Obekop,NYR,M,1,0,1,0,0,1,22.5
Bright Dike,TOR,F,2,0,1,0,0,1,4.5
Facundo Coria,DC,M,7,1,1,0,0,1,0.69
Ishmael Yartey,POR,M,5,3,1,1,0,1,0.4
Kevan George,CLB,M,6,2,1,0,1,0,0.32
Rasheed Olabiyi,HOU,M,7,4,1,0,1,0,0.32
Shaun Wright-Phillips,NYR,M,12,1,1,1,0,1,0.31
Román Torres,SEA,D,4,4,1,0,1,0,0.29
Gonzalo Verón,NYR,M-F,13,2,1,0,1,0,0.28
Rob Lovejoy,HOU,F,17,2,1,0,1,0,0.27
Erick Torres,HOU,F,11,3,1,1,1,0,0.27
Conor Casey,PHI,F,14,2,1,0,1,0,0.26
Daniel Lovitz,MTL,D,11,3,1,0,0,1,0.26
Darrius Barnes,NE,D,5,4,1,1,1,0,0.23
Anatole Abang,RBNY,F,17,3,1,1,0,1,0.23
Ty Harden,CHI,D,5,4,1,0,1,0,0.23
Nelson Valdez,SEA,F,7,5,1,0,0,1,0.22
Sean Davis,RBNY,M,14,4,1,1,1,0,0.21
Andreas Ivanschitz,SEA,M,6,5,1,0,0,1,0.21
Chad Barson,CLB,D,10,4,1,0,1,0,0.2
Kyle Bekker,DAL,M,11,4,1,0,0,1,0.19
Connor Hallisey,KC,F,13,6,1,0,1,0,0.17
David Mateos,ORL,D,6,6,1,1,1,0,0.17
Thomas,SEA,M,11,7,1,0,1,0,0.16
Patrick Doody,CHI,D,7,6,1,0,1,0,0.16
Adrian Winter,ORL,M-F,9,7,1,1,1,0,0.15
Kevin Molino,MIN,M,7,7,1,1,0,1,0.15
Juan Manuel Martínez,RSL,M-F,8,7,1,0,1,0,0.14
Michael Farfan,DC,M,17,7,1,0,0,1,0.14
Patrice Bernier,MTL,M,20,6,1,1,1,0,0.13
Matt Watson,CHI,M,13,8,1,0,1,0,0.13
Dillon Serna,COL,M,15,8,1,1,1,0,0.13
George Fochive,POR,M,11,8,1,0,1,0,0.13
Leonardo González,SEA,D,16,8,1,0,1,0,0.13
Frank Lampard,NYC,M,10,9,1,0,1,0,0.12
Andoni Iraola,NYC,D,9,8,1,0,1,0,0.12
Nick Hagglund,TOR,D,12,8,1,0,0,1,0.11
Khiry Shelton,SKC,F,17,7,1,0,1,0,0.11
Marcel de Jong,VAN,D-M,13,11,1,0,0,1,0.11
Darren Mattocks,DC,F,22,9,1,0,1,0,0.11
Didier Drogba,CIV,F,11,9,1,0,1,0,0.1
Warren Creavalle,PHI,M,19,10,1,0,0,1,0.1
Amobi Okugo,KC,D-M,18,10,1,0,0,1,0.1
Nicolas Mezquida,VAN,M,18,12,1,0,1,0,0.1
Zach Pfeffer,PHI,M,21,11,1,0,0,1,0.09
Adam Jahn,CLB,F,26,9,1,1,0,1,0.09
Leonel Miranda,HOU,M,20,11,1,0,0,1,0.09
Jared Watts,COL,D-M,13,12,1,1,0,1,0.09
Saad Abdul-Salaam,NYC,D,22,10,1,0,0,1,0.08
Cristian Roldan,SEA,M,22,11,1,0,0,1,0.08
Jordan Stewart,SJ,D-M,14,13,1,1,1,0,0.08
Jeb Brovsky,NYC,D,15,12,1,1,0,1,0.08
Fernando Aristeguieta,PHI,F,21,14,1,0,1,0,0.07
Michael Harrington,COL,D,14,14,1,0,0,1,0.07
Blas Pérez,DAL,F,23,14,1,0,1,0,0.07
Chris Duvall,MTL,D,15,14,1,0,1,0,0.07
Kofi Sarkodie,HOU,D,16,15,1,1,1,0,0.07
Abdoulie Mansally,RSL,D,19,14,1,0,1,0,0.07
Amadou Dia,KC,D,22,13,1,0,1,0,0.07
Russell Teibert,VAN,M,23,15,1,1,0,1,0.07
Jack McInerney,CLB,F,22,15,1,0,1,0,0.07
Jackson Goncalves,TOR,M,26,14,1,0,0,1,0.07
Jermaine Taylor,HOU,D,16,16,1,0,1,0,0.06
Connor Lade,RBNY,D,18,16,1,1,1,0,0.06
Luis Gil,RSL,M,24,16,1,0,0,1,0.06
Emanuel Pogatetz,CLB,D,19,16,1,0,1,0,0.06
Paulo Nagamura,KC,M,21,17,1,0,1,0,0.06
Tesho Akindele,DAL,F,28,14,1,0,1,0,0.06
Lewis Neal,ORL,M,21,18,1,0,1,0,0.06
Chris Pontius,LA,F,23,17,1,0,1,0,0.06
Olmes Garcia,RSL,F,33,15,1,0,1,0,0.06
Mohammed Saeid,CLB,M,25,18,1,1,1,0,0.06
Shaun Francis,SJ,D,23,18,1,0,0,1,0.05
Lovel Palmer,CHI,D,22,20,1,1,1,0,0.05
Jámison Olave,RSL,D,22,22,1,0,1,0,0.05
Marcelo Sarvas,COL,M,25,21,1,0,0,1,0.05
A.J. DeLaGarza,HOU,D,24,22,1,1,1,0,0.05
Aaron Maund,VAN,D,22,21,1,1,1,0,0.05
Maurice Edu,PHI,M,22,22,1,0,0,1,0.05
Drew Moor,TOR,D,22,22,1,0,1,0,0.05
Gershon Koffie,VAN,M,28,22,1,1,1,0,0.04
Damien Perquis,TOR,D,25,24,1,0,1,0,0.04
Mix Diskerud,NYC,M,27,23,1,0,1,0,0.04
Matt Miazga,USA,D,26,24,1,0,1,0,0.04
Eric Gehrig,CHI,D,25,25,1,0,0,1,0.04
Jordan Harvey,LAFC,D,26,25,1,0,1,0,0.04
Joevin Jones,CHI,D,28,26,1,0,0,1,0.04
Kevin Ellis,KC,D,27,26,1,1,1,0,0.04
DaMarcus Beasley,HOU,D,28,28,1,1,1,0,0.04
Zach Loyd,DAL,D,28,28,1,1,1,0,0.04
Raymon Gaddis,PHI,D,28,27,1,0,0,1,0.04
Aurélien Collin,RBNY,D,28,27,1,0,0,1,0.04
Damien Perrinelle,NYR,D,28,27,1,1,1,0,0.04
Diego Chara,POR,M,28,28,1,0,1,0,0.04
Víctor Bernárdez,SJ,D,29,29,1,1,1,0,0.04
Matias Laba,VAN,M,30,30,1,1,1,0,0.04
Ricardo Clark,CLB,M,30,30,1,0,1,0,0.03
Matt Hedges,DAL,D,31,30,1,0,0,1,0.03
Alvas Powell,POR,D,31,31,1,0,1,0,0.03
Perry Kitchen,LA,M,33,31,1,0,1,0,0.03
Liam Ridgewell,POR,D,32,32,1,0,1,0,0.03
Michael Parkhurst,ATL,D,33,33,1,0,1,0,0.03
Victor Ulloa,DAL,M,33,33,1,0,0,1,0.03
Jack McBean,COL,F,0,0,0,0,0,0,0.0
Ben Zemanski,POR,M,0,0,0,0,0,0,0.0
Adrian Lopez,MTL,D,0,0,0,0,0,0,0.0
Steven Lenhart,SJ,F,0,0,0,0,0,0,0.0
Brandon Barklage,SJ,D,0,0,0,0,0,0,0.0
Danny Cruz,PHI,M-F,0,0,0,0,0,0,0.0
Stephen Keel,DAL,D,0,0,0,0,0,0,0.0
Eddie Johnson,DC,F,0,0,0,0,0,0,0.0
Peguy Luyindula,NYR,F,0,0,0,0,0,0,0.0
Andre Lewis,VAN,M,0,0,0,0,0,0,0.0
Leo Fernandes,PHI,M,0,0,0,0,0,0,0.0
Donnie Smith,NE,M,0,0,0,0,0,0,0.0
Michael Bustamante,NYR,M,0,0,0,0,0,0,0.0
Andres Correa,SEA,D,0,0,0,0,0,0,0.0
Michael Seaton,DC,F,0,0,0,0,0,0,0.0
Charlie Rugg,LA,F,0,0,0,0,0,0,0.0
Blake Smith,MTL,M,0,0,0,0,0,0,0.0
Collin Martin,MIN,M,0,0,0,0,0,0,0.0
Danny Garcia,DAL,M-F,0,0,0,0,0,0,0.0
Jalen Robinson,DC,D,0,0,0,0,0,0,0.0
Schillo Tshuma,POR,F,0,0,0,0,0,0,0.0
Leo Stolz,NYR,M,0,0,0,0,0,0,0.0
Eric Bird,HOU,M,0,0,0,0,0,0,0.0
Tyler Rudy,NE,M,0,0,0,0,0,0,0.0
Tony Cascio,ORL,M,0,0,0,0,0,0,0.0
Ruben Bover,NYR,M,0,0,0,0,0,0,0.0
Caleb Clarke,VAN,F,0,0,0,0,0,0,0.0
Andrew Jean-Baptiste,NYR,D,0,0,0,0,0,0,0.0
Mark Bloom,TOR,D,0,0,0,0,0,0,0.0
Kevin Parsemain,MTQ,F,0,0,0,0,0,0,0.0
Caleb Calvert,COL,F,0,0,0,0,0,0,0.0
Damion Lowe,JAM,D,0,0,0,0,0,0,0.0
Timi Mulgrew,NE,F,0,0,0,0,0,0,0.0
Shawn McLaws,NYR,M,0,0,0,0,0,0,0.0
Andy Thoma,POR,D,0,0,0,0,0,0,0.0
Andrés Mendoza,NYC,D,0,0,0,0,0,0,0.0
Manny Aparicio,TOR,M,0,0,0,0,0,0,0.0
Santiago Gonzalez,MTL,F,0,0,0,0,0,0,0.0
Oumar Ballo,HOU,D,0,0,0,0,0,0,0.0
Estrela,ORL,M,0,0,0,0,0,0,0.0
Adam Bedell,CLB,F,0,0,0,0,0,0,0.0
Raul Mendiola,LA,M,0,0,0,0,0,0,0.0
Romain Gall,CLB,M,0,0,0,0,0,0,0.0
Ben McKendry,VAN,M,0,0,0,0,0,0,0.0
Dzenan Catic,PHI,F,0,0,0,0,0,0,0.0
Kingsley Bryce,CHI,F,0,0,0,0,0,0,0.0
Sagi Lev-Ari,CLB,F,0,0,0,0,0,0,0.0
Ben Swanson,CLB,M,0,0,0,0,0,0,0.0
Memo Rodriguez,HOU,M,0,0,0,0,0,0,0.0
Louis Beland-Goyette,MTL,M,0,0,0,0,0,0,0.0
Chris Mannella,TOR,M,0,0,0,0,0,0,0.0
Otis Earle,DAL,D,0,0,0,0,0,0,0.0
Nick Besler,RSL,M,0,0,0,0,0,0,0.0
James Ansu Rogers,KC,F,0,0,0,0,0,0,0.0
Sidney Rivera,ORL,F,0,0,0,0,0,0,0.0
Anthony Manning,POR,D,0,0,0,0,0,0,0.0
Matheus Silva,SJ,D,0,0,0,0,0,0,0.0
Kalen Ryden,CLB,D,0,0,0,0,0,0,0.0
Zachary Herivaux,NE,M,0,0,0,0,0,0,0.0
Jimmy McLaughlin,PHI,M,1,0,0,0,0,0,0.0
Deshorn Brown,COL,F,1,0,0,0,0,0,0.0
Victor Perez,CHI,M,1,0,0,0,0,0,0.0
Kenny Cooper,MTL,F,1,0,0,0,0,0,0.0
Antoine Hoppenot,PHI,F,1,0,0,0,0,0,0.0
Collin Fernandez,CHI,M,1,0,0,0,0,0,0.0
Romario Williams,ATL,F,2,0,0,0,0,0,0.0
Mike Fucito,SJ,F,2,0,0,0,0,0,0.0
Connor Brandt,NYC,M-D,1,0,0,0,0,0,0.0
Raymond Lee,PHI,D,1,0,0,0,0,0,0.0
Jordan Hamilton,TOR,F,2,0,0,0,0,0,0.0
Conor Donovan,ORL,D,1,1,0,0,0,0,0.0
Jeremy Gagnon-Lapare,MTL,M,2,0,0,0,0,0,0.0
Ariel Lassiter,LA,F,1,0,0,0,0,0,0.0
Manolo Sanchez,NYR,M,3,0,0,0,0,0,0.0
Michael Nanchoff,POR,M,4,0,0,0,0,0,0.0
Victor Mansaray,SEA,F,3,0,0,0,0,0,0.0
Zach Steinberger,HOU,M,3,0,0,0,0,0,0.0
Marco Bustos,VAN,M,1,0,0,0,0,0,0.0
Chandler Hoffman,HOU,F,5,0,0,0,0,0,0.0
Carlos Alvarez,COL,M,1,0,0,0,0,0,0.0
Cameron Porter,MTL,F,2,1,0,0,0,0,0.0
Robert Earnshaw,VAN,F,9,0,0,0,0,0,0.0
Sean Okoli,NE,F,5,0,0,0,0,0,0.0
Matt Dunn,NYC,M,1,0,0,0,0,0,0.0
Martin Paterson,ORL,F,4,0,0,0,0,0,0.0
Jared Jeffrey,DC,M,2,1,0,0,0,0,0.0
Tony Taylor,NYC,F-M,2,1,0,0,0,0,0.0
Andy Craven,SEA,F,3,0,0,0,0,0,0.0
Coy Craft,DAL,F-M,2,1,0,0,0,0,0.0
Todd Dunivant,LA,D,3,1,0,0,0,0,0.0
Fred,PHI,M,6,0,0,0,0,0,0.0
Tommy Redding,RBNY,D,2,1,0,0,0,0,0.0
Ethen Sampson,VAN,D,1,1,0,0,0,0,0.0
Ben Newnam,COL,D,1,1,0,0,0,0,0.0
Jimmy Ockford,SJ,D,1,1,0,0,0,0,0.0
Sergio Campbell,JAM,D,1,1,0,0,0,0,0.0
Taylor Hunter,HOU,M,1,1,0,0,0,0,0.0
Jeanderson,POR,D,3,1,0,0,0,0,0.0
Mauro Manotas,HOU,F,9,0,0,0,0,0,0.0
Darwin Jones,SEA,F,9,0,0,0,0,0,0.0
Danny Mwanga,ORL,F,4,1,0,0,0,0,0.0
Pecka,RSL,M,4,1,0,0,0,0,0.0
Boyd Okwuonu,RSL,D,3,1,0,0,0,0,0.0
Steven Caldwell,TOR,D,2,2,0,0,0,0,0.0
Harrison Heath,MIN,M,3,2,0,0,0,0,0.0
Leandro Barrera,SJ,M,6,1,0,0,0,0,0.0
Steve Neumann,NE,M-F,9,1,0,0,0,0,0.0
Anthony Jackson-Hamel,MTL,F,8,0,0,0,0,0,0.0
Luke Mishu,DC,D,2,2,0,0,0,0,0.0
Sebastian Saucedo,RSL,M,9,1,0,0,0,0,0.0
Clément Simonin,TOR,D,2,2,0,0,0,0,0.0
Phanuel Kavita,RSL,D,2,2,0,0,0,0,0.0
Erik Hurtado,VAN,F-M,9,1,0,0,0,0,0.0
Joseph Greenspan,COL,D,3,2,0,0,0,0,0.0
Alex Zendejas,DAL,M,8,2,0,0,0,0,0.0
Aaron Kovar,LAFC,M,6,2,0,0,0,0,0.0
Jay Chapman,TOR,M,10,1,0,0,0,0,0.0
Kianz Froese,CAN,M,9,1,0,0,0,0,0.0
Khari Stephenson,SJ,M,4,2,0,0,0,0,0.0
Aaron Schoenfeld,CLB,F,17,1,0,0,0,0,0.0
Ben Speas,CLB,M-F,8,2,0,0,0,0,0.0
Hérculez Gómez,TOR,F,7,2,0,0,0,0,0.0
Mark Sherrod,SJ,F,6,2,0,0,0,0,0.0
Cedrick Mabwati,CLB,M,9,1,0,0,0,0,0.0
Pablo Alvarez,NYC,M,8,3,0,0,0,0,0.0
Edson Buddle,LA,F,12,1,0,0,0,0,0.0
Diego Rodriguez,VAN,D,4,3,0,0,0,0,0.0
Dave Romney,LA,D,5,2,0,0,0,0,0.0
Dane Richards,NYR,M,12,1,0,0,0,0,0.0
Justin Mapp,MTL,M,5,3,0,0,0,0,0.0
Bryan Róchez,ORL,F,16,0,0,0,0,0,0.0
Oscar Sorto,LA,D,3,3,0,0,0,0,0.0
Marlon Hairston,COL,M,3,3,0,0,0,0,0.0
Jean-Baptiste Pierazzi,SJ,M,3,3,0,0,0,0,0.0
Gaston Sauro,CLB,D,4,4,0,0,0,0,0.0
Jordi Quintilla,KC,M,8,3,0,0,0,0,0.0
Kenney Walker,LA,M,8,3,0,0,0,0,0.0
Shane O'Neill,COL,D,4,3,0,0,0,0,0.0
Christian Dean,CHI,D,5,3,0,0,0,0,0.0
Taylor Peay,RSL,D,5,3,0,0,0,0,0.0
Greg Cochrane,CHI,D,4,4,0,0,0,0,0.0
Rafael Garcia,LA,D,10,4,0,0,0,0,0.0
Paulo Renato,SJ,D,5,3,0,0,0,0,0.0
Tommy Meyer,LA,D,6,4,0,0,0,0,0.0
Jordan Smith,VAN,D,7,4,0,0,0,0,0.0
Erik Palmer-Brown,KC,D,7,4,0,0,0,0,0.0
Rolando Escobar,DAL,M,14,2,0,0,0,0,0.0
Chris Ritter,CHI,M,7,5,0,0,0,0,0.0
Jimmy Medranda,SKC,D-M,7,7,0,0,0,0,0.0
Ezequiel Cirigliano,DAL,M,7,5,0,0,0,0,0.0
Roy Miller,POR,D,6,5,0,0,0,0,0.0
Deybi Flores,VAN,M,9,5,0,0,0,0,0.0
Sebastian Velasquez,NYC,M,12,5,0,0,0,0,0.0
Chris Schuler,ORL,D,5,5,0,0,0,0,0.0
Norberto Paparatto,POR,D,6,5,0,0,0,0,0.0
Bradford Jamieson IV,LA,F,7,6,0,0,0,0,0.0
Tommy Thompson,SJ,M,17,4,0,0,0,0,0.0
Tyler Turner,ORL,D,7,5,0,0,0,0,0.0
Hassoun Camara,MTL,D,9,5,0,0,0,0,0.0
Mikey Lopez,KC,M,6,5,0,0,0,0,0.0
Bernardo Añor,KC,M,13,4,0,0,0,0,0.0
Innocent Emeghara,SJ,F,7,6,0,0,0,0,0.0
AJ Cochran,HOU,D,7,5,0,0,0,0,0.0
Eric Miller,COL,D,9,6,0,0,0,0,0.0
Daneil Cyrus,CHI,D,6,5,0,0,0,0,0.0
Miguel Aguilar,DC,M,17,4,0,0,0,0,0.0
Ike Opara,SKC,D,6,6,0,0,0,0,0.0
Anthony Wallace,NYR,D,6,6,0,0,0,0,0.0
Javier Calle,NYC,D,12,7,0,0,0,0,0.0
