Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,FC,FS,OFF,YC,RC
Alvaro Saborio,DC,F,26,22,1862,7,0,54,28,36,33,35,2,0
Dillon Powers,ORL,M,32,25,2235,3,6,43,16,36,51,4,3,0
Kyle Beckerman,RSL,M,26,26,2335,1,2,31,9,36,21,3,9,0
Aurélien Collin,RBNY,D,28,27,2407,2,1,10,3,36,30,5,2,1
Víctor Bernárdez,SJ,D,29,29,2508,0,1,11,0,36,16,1,6,1
David Horst,RSL,D,32,28,2603,0,2,13,2,36,30,1,3,0
Kennedy Igboananike,CHI,F,31,20,1796,7,3,66,22,35,52,14,4,0
Giles Barnes,HOU,M,28,28,2474,7,3,75,22,35,62,11,5,0
Dax McCarty,CHI,M,32,32,2777,1,8,18,4,35,49,1,6,0
Ryan Hollingshead,DAL,M,33,25,2171,2,3,13,4,34,35,7,4,0
Raul Rodriguez,HOU,D,27,27,2364,2,0,13,4,34,13,0,7,1
Omar Gonzalez,USA,D,30,29,2577,1,3,13,6,34,16,0,3,0
Conor Doyle,DC,F,25,10,1148,2,0,16,7,33,9,2,5,0
Robbie Rogers,LA,D,27,26,2315,1,3,14,5,33,27,0,6,0
Steven Beitashour,LAFC,D,27,27,2424,0,5,2,0,33,28,2,5,0
José Gonçalves,NE,D,29,28,2480,1,2,6,3,33,26,1,4,2
Felipe,VAN,M,34,34,2922,3,5,56,13,33,63,4,5,0
Carlos Rivas,RBNY,F,27,13,1372,0,4,63,16,32,32,17,6,0
London Woodberry,NE,D,18,18,1498,0,2,3,1,32,9,0,6,0
Shaun Francis,SJ,D,23,18,1654,0,1,7,3,32,6,3,3,0
Bobby Burling,COL,D,22,22,1958,2,0,9,3,32,22,1,9,1
Mix Diskerud,NYC,M,27,23,2073,3,1,32,12,32,32,2,3,0
Fabinho,PHI,D,26,23,2106,1,3,14,3,32,35,0,3,0
Charlie Davies,NE,F,33,25,2163,10,4,49,26,32,33,20,1,0
Fatai Alashe,SJ,M,28,27,2317,2,2,19,5,32,30,4,5,1
Will Bruin,SEA,F,33,28,2414,11,4,49,25,32,31,13,2,0
Tony Beltran,RSL,D,31,31,2774,0,2,6,4,32,24,2,7,0
Jermaine Jones,NE,M,18,17,1312,0,0,12,4,31,33,2,6,0
Brek Shea,VAN,M-F,19,17,1466,0,4,16,1,31,18,4,7,1
Soni Mustivar,KC,M,25,20,1838,0,2,3,1,31,23,0,5,0
Marcelo Sarvas,COL,M,25,21,1869,2,1,20,6,31,33,0,4,0
Cyle Larin,ORL,F,27,24,1906,17,0,64,29,31,30,24,0,1
Matt Miazga,USA,D,26,24,2128,1,1,20,8,31,18,0,5,2
Sean St. Ledger,COL,D,27,26,2261,0,2,8,2,31,37,0,1,0
Lloyd Sam,DC,M-F,31,27,2281,10,7,32,20,31,42,16,3,0
Kevin Ellis,KC,D,27,26,2335,4,1,11,7,31,19,2,5,0
Justin Morrow,TOR,D,32,31,2756,2,2,9,4,31,31,3,3,1
Diego Valeri,POR,M,22,20,1713,2,8,67,22,30,25,8,5,0
Diego Fagundez,NE,M,30,19,1735,6,4,44,17,30,14,3,3,0
Andres Romero,MTL,M,27,23,1875,4,4,37,16,30,33,4,8,0
Taylor Kemp,DC,D,27,25,2261,1,6,7,2,30,19,1,6,0
Mike Grella,CLB,M,33,30,2364,9,7,52,21,30,25,7,3,0
Zach Loyd,DAL,D,28,28,2396,0,1,3,1,30,28,0,2,1
Waylon Francis,SEA,D,28,28,2410,0,7,10,3,30,23,1,5,0
Alvas Powell,POR,D,31,31,2726,0,1,18,4,30,40,2,7,0
Nicolas Mezquida,VAN,M,18,12,932,1,1,28,12,29,20,3,3,0
Abdoulie Mansally,RSL,D,19,14,1310,1,1,6,1,29,19,0,5,1
Olmes Garcia,RSL,F,33,15,1542,2,1,32,15,29,34,10,4,0
Steven Vitória,CAN,D,18,18,1575,1,0,3,1,29,13,0,5,0
Dan Gargan,LA,D,25,20,1784,0,0,4,1,29,14,2,6,0
Steve Birnbaum,DC,D,22,21,1822,2,0,14,5,29,21,2,5,0
Lamar Neagle,SEA,M,31,23,2028,4,2,40,20,29,20,19,2,0
David Villa,NYC,F,30,29,2514,18,8,138,64,29,49,47,4,0
Chad Marshall,SEA,D,29,28,2529,0,0,10,3,29,28,3,2,0
Shea Salinas,SJ,M,34,29,2621,3,5,36,10,29,30,5,2,0
Juninho,LA,M,34,32,2857,4,7,28,13,29,33,0,5,0
Tyrone Mears,MIN,D,33,33,2960,1,3,7,3,29,12,1,3,0
Marc Pelosi,SJ,M,12,7,653,0,0,9,1,28,9,0,6,0
Mehdi Ballouchy,NYC,M,19,16,1259,3,2,13,7,28,27,1,5,0
Sebastian Jaime,RSL,F,20,17,1267,5,2,20,8,28,22,6,2,1
Russell Teibert,VAN,M,23,15,1346,0,1,6,1,28,4,1,3,0
Roger Espinoza,SKC,M,17,17,1484,1,4,19,5,28,18,0,3,0
Shay Facey,NYC,D,23,20,1818,0,0,0,0,28,9,0,6,1
Gyasi Zardes,CLB,F,29,27,2454,6,4,45,13,28,34,2,3,0
Brad Davis,HOU,M,30,29,2596,4,10,45,16,28,27,7,2,0
Chris Wondolowski,SJ,F,31,30,2688,16,2,91,39,28,31,15,3,0
Donny Toia,ORL,D,31,29,2699,1,0,9,6,28,12,0,4,0
Ethan Finlay,MIN,F,34,34,2790,12,13,53,28,28,25,26,0,0
Matt Besler,SKC,D,32,32,2830,0,3,0,0,28,13,0,5,1
Dairon Asprilla,POR,M-F,26,10,1008,1,2,27,6,27,9,2,1,0
Elias Vasquez,RSL,D,15,14,1264,0,0,3,1,27,4,0,3,0
Michael Barrios,DAL,M,26,19,1745,7,2,34,19,27,33,4,0,0
Sebastian Hines,ORL,D,23,21,1925,1,0,14,4,27,25,0,3,0
Matías Pérez García,SJ,F,27,25,2032,2,7,31,14,27,84,1,2,2
Justin Meram,ORL,M,31,28,2230,6,5,75,27,27,41,7,3,0
Fabian Castillo,DAL,M-F,30,28,2559,9,9,79,30,27,37,16,2,0
Jeff Larentowicz,ATL,M,29,29,2610,6,0,34,12,27,29,0,5,0
Federico Higuain,CLB,M,32,32,2724,8,9,73,28,27,41,9,6,1
Amadou Dia,KC,D,22,13,1317,0,1,5,3,26,16,3,2,0
David Texeira,DAL,F,22,19,1402,6,3,36,11,26,17,6,1,0
James Riley,COL,D,16,16,1430,1,0,5,2,26,4,0,4,0
Paulo Nagamura,KC,M,21,17,1484,3,1,22,6,26,10,3,6,0
Mohammed Saeid,CLB,M,25,18,1590,0,1,13,0,26,20,0,5,1
Mauro Diaz,DAL,M,24,24,1992,8,10,49,17,26,76,3,3,0
Luke Boden,ORL,D,25,24,2238,1,4,5,1,26,11,2,6,1
Joevin Jones,CHI,D,28,26,2257,1,1,16,4,26,30,0,2,0
Clarence Goodson,SJ,D,28,28,2398,2,2,20,7,26,32,1,7,0
Matt Hedges,DAL,D,31,30,2675,1,1,10,1,26,13,2,4,0
Jorge Villafaña,USA,D-M,33,33,2929,1,5,15,7,26,34,4,3,0
Adam Jahn,CLB,F,26,9,1005,1,1,21,6,25,14,13,1,1
Damien Perquis,TOR,D,25,24,2069,1,1,6,2,25,16,0,6,0
Dominique Badji,COL,F,15,9,812,2,0,18,7,24,8,14,1,0
Axel Sjöberg,COL,D,14,14,1259,0,0,12,4,24,8,0,5,1
Jackson Goncalves,TOR,M,26,14,1374,1,1,24,6,24,34,3,2,0
Devon Sandoval,RSL,F,30,17,1606,4,2,28,13,24,22,8,2,0
Kellyn Acosta,DAL,M,21,19,1606,3,2,29,8,24,23,0,4,1
Victor Cabrera,MTL,D,21,20,1730,0,0,0,0,24,13,0,4,0
Gonzalo Pineda,SEA,M,28,21,1845,1,2,11,1,24,22,0,5,1
Ambroise Oyongo,MTL,D,22,22,1864,1,0,13,3,24,30,3,1,2
Baggio Husidic,LA,M,24,21,1924,2,5,21,5,24,31,3,4,0
Pa-Modou Kah,VAN,D,25,24,2164,3,2,6,3,24,13,0,6,0
Anibal Godoy,SJ,M,10,10,894,2,0,14,4,23,24,0,5,0
Jordan Allen,RSL,M-F,23,11,1083,1,2,13,7,23,31,1,4,1
Jordan Stewart,SJ,D-M,14,13,1130,0,1,9,0,23,16,1,3,0
Blas Pérez,DAL,F,23,14,1274,5,1,33,16,23,28,6,2,1
Cordell Cato,SJ,F,28,18,1814,3,2,18,7,23,14,3,0,0
Ned Grabavoy,NYC,M,26,22,1884,2,3,15,8,23,37,2,2,1
Drew Moor,TOR,D,22,22,1980,1,1,7,1,23,24,4,5,0
Kemar Lawrence,RBNY,D,23,23,2000,1,4,12,4,23,21,5,2,0
Brad Evans,SKC,D-M,28,27,2345,1,2,9,4,23,23,0,4,0
George Fochive,POR,M,11,8,684,0,1,9,1,22,14,0,2,0
Maximiliano Urruti,DAL,F,30,12,1082,4,3,39,15,22,18,15,3,0
Luis Solignac,CHI,F,15,14,1232,0,2,26,10,22,22,16,0,0
Fernando Aristeguieta,PHI,F,21,14,1251,5,1,50,20,22,20,10,3,0
Juan Ramirez,COL,M,27,15,1459,1,3,41,10,22,73,5,3,0
Kevin Doyle,COL,F,20,16,1489,5,2,34,13,22,24,7,3,0
Adaílton,CHI,D,17,17,1505,1,0,4,2,22,7,0,6,0
Calum Mallace,LAFC,M,26,21,1808,0,3,19,4,22,11,0,3,0
Aaron Maund,VAN,D,22,21,1974,1,1,8,2,22,10,0,3,0
Sean Franklin,VAN,D,24,23,2089,1,0,11,3,22,9,3,4,0
Ignacio Piatti,MTL,M,26,26,2213,9,8,60,29,22,56,10,3,0
Eric Gehrig,CHI,D,25,25,2214,0,1,19,5,22,14,0,5,0
Jonathan Osorio,TOR,M,29,26,2235,1,7,21,7,22,31,4,1,0
Michael Bradley,TOR,M,25,25,2250,5,6,57,17,22,22,0,3,0
Sheanon Williams,HOU,D,31,27,2428,0,4,9,2,22,23,1,5,0
Marvell Wynne,SJ,D,33,32,2762,0,2,5,1,22,17,0,1,0
Seth Sinovic,SKC,D,11,10,902,0,0,6,2,21,4,0,3,0
Erik Friberg,SEA,M,13,11,949,0,2,3,1,21,10,0,3,0
Kofi Sarkodie,HOU,D,16,15,1304,0,1,4,1,21,10,1,4,1
Jámison Olave,RSL,D,22,22,1852,1,1,9,4,21,16,1,2,3
Razvan Cocis,CHI,M,26,22,2005,2,3,15,6,21,29,0,2,0
Sébastien Le Toux,PHI,F,31,26,2379,8,6,50,25,21,22,12,4,0
Harry Shipp,SEA,M,33,29,2571,3,8,53,19,21,31,5,2,0
Bobby Boswell,DC,D,34,33,2975,2,0,20,4,21,14,1,5,0
Warren Creavalle,PHI,M,19,10,896,1,1,4,3,20,8,1,4,1
Servando Carrasco,LA,M,21,16,1408,0,2,10,1,20,2,0,3,0
Connor Lade,RBNY,D,18,16,1433,0,1,5,1,20,15,0,6,0
Tesho Akindele,DAL,F,28,14,1502,5,1,29,15,20,15,8,2,0
Gabriel Torres,PAN,M-F,25,19,1595,4,3,42,14,20,29,25,1,0
Kofi Opare,DC,D,18,17,1615,1,0,9,1,20,6,1,1,0
Dilly Duka,MTL,M,27,19,1789,2,2,34,13,20,18,3,1,0
Rafael Ramos,CHI,D,25,24,1998,0,2,8,3,20,12,2,5,2
Kekuta Manneh,VAN,M-F,32,28,2424,7,6,82,33,20,26,11,3,0
Guilherme do Prado,CHI,F,15,6,577,0,0,18,5,19,18,8,4,0
Michael Farfan,DC,M,17,7,660,0,1,6,1,19,10,0,1,0
Mika Vayrynen,LA,M,19,10,797,0,0,15,2,19,7,0,3,0
Didier Drogba,CIV,F,11,9,870,11,1,47,21,19,24,5,1,0
RJ Allen,ORL,D,14,13,1054,0,2,4,1,19,10,0,5,1
Michael Lahoud,PHI,M,19,14,1233,0,0,6,0,19,11,0,2,0
Eric Ayuk,PHI,M,28,14,1320,2,2,15,5,19,56,4,3,1
Jack McInerney,CLB,F,22,15,1359,6,1,35,16,19,15,14,6,0
Lovel Palmer,CHI,D,22,20,1797,0,1,7,0,19,11,3,2,0
Graham Zusi,SKC,D-M,25,22,1986,2,5,28,5,19,32,4,1,0
Krisztian Nemeth,NE,F,28,23,2037,10,6,58,20,19,36,8,3,0
Chris Rolfe,DC,F,31,30,2455,10,4,64,29,19,30,4,0,0
Liam Ridgewell,POR,D,32,32,2868,0,1,12,2,19,25,2,6,1
Anatole Abang,RBNY,F,17,3,392,4,1,15,8,18,10,11,1,0
Lucas Melano,POR,F,13,8,725,1,3,27,10,18,19,2,4,0
Kwadwo Poku,NYC,M,27,6,978,4,7,18,10,18,9,1,4,0
Patrick Mullins,DC,F,24,11,1040,6,4,38,14,18,25,7,2,0
Chris Duvall,MTL,D,15,14,1283,1,1,9,5,18,17,2,3,0
Nathan Sturgis,HOU,M,18,15,1292,1,2,9,3,18,19,0,2,1
Thomas McNamara,NYC,M,19,15,1324,5,3,23,12,18,21,1,3,0
Vicente Sanchez,COL,F,30,16,1399,4,5,41,16,18,28,7,1,0
Jermaine Taylor,HOU,D,16,16,1427,0,1,3,0,18,8,0,3,1
Robbie Findley,TOR,F,25,18,1476,2,3,28,8,18,35,4,2,0
Chris Pontius,LA,F,23,17,1534,3,1,35,11,18,33,2,1,0
Marky Delgado,TOR,M,20,19,1699,3,3,20,6,18,14,2,3,0
Clint Dempsey,SEA,F,20,20,1742,10,10,61,27,18,39,5,1,0
Obafemi Martins,SEA,F,21,20,1805,15,6,42,28,18,48,11,2,0
Nick DeLeon,DC,M,29,25,2221,2,5,33,8,18,18,5,1,0
Jordan Harvey,LAFC,D,26,25,2250,0,1,7,3,18,18,1,4,1
Kaká,ORL,M,28,28,2439,9,7,56,21,18,36,4,6,1
Ahmed Kantari,TOR,D,12,10,951,0,0,2,1,17,6,2,3,0
Zach Pfeffer,PHI,M,21,11,988,2,1,27,10,17,13,1,0,1
Demar Phillips,RSL,D,18,16,1376,0,0,11,1,17,14,1,5,1
Boniek Garcia,HOU,M,23,16,1460,3,5,7,4,17,29,1,2,1
Marco Pappa,SEA,M,20,17,1468,3,6,37,15,17,38,2,2,0
Cristian Techera,VAN,M,22,17,1571,7,5,38,18,17,33,9,4,0
Stefan Ishizaki,LA,M,20,19,1629,1,5,25,8,17,28,2,3,0
Brian Carroll,PHI,M,22,21,1820,0,0,9,2,17,13,0,2,0
Richie Marquez,PHI,D,21,20,1854,0,0,5,2,17,9,1,1,1
Je-Vaughn Watson,DAL,D,23,22,1986,0,0,11,4,17,5,0,4,1
Patrice Bernier,MTL,M,20,6,673,0,1,5,0,16,5,0,2,1
Kwame Watson-Siriboe,NYC,D,11,7,687,1,0,3,1,16,3,0,5,1
Leonardo González,SEA,D,16,8,712,1,1,3,2,16,7,0,1,0
Oniel Fisher,DC,D,12,9,864,0,0,6,1,16,11,2,4,0
Moises Hernandez,DAL,D,14,11,968,0,2,3,2,16,6,2,2,0
Patrick Nyarko,CHI,F-M,19,14,1222,3,4,19,8,16,53,2,4,0
Eric Avila,ORL,M,21,15,1326,1,2,17,3,16,16,0,1,0
Wil Trapp,CLB,M,19,17,1532,0,3,8,1,16,13,0,0,0
Vincent Nogueira,PHI,M,27,22,1993,5,0,25,10,16,37,0,6,0
DaMarcus Beasley,HOU,D,28,28,2374,1,1,13,7,16,58,1,1,0
Chris Tierney,NE,D-M,31,29,2613,2,6,25,13,16,11,3,3,1
Adrian Winter,ORL,M-F,9,7,600,2,1,11,5,15,13,0,2,1
Jason Johnson,CHI,F,20,5,610,2,2,30,8,15,7,2,1,1
Gilberto,CHI,F,10,8,681,5,2,37,16,15,8,3,2,0
Marc Burch,MIN,D,8,8,720,0,0,5,1,15,5,0,3,0
Micheal Azira,COL,M,11,8,727,0,0,6,0,15,4,0,2,0
JJ Koval,SJ,M,17,7,738,0,0,11,3,15,9,0,0,1
Chance Myers,KC,D,13,10,840,0,2,9,2,15,5,2,2,0
John Stertzer,RSL,M,19,9,860,1,0,4,2,15,15,0,5,0
Jeremy Hall,NE,D-M,12,11,998,0,0,0,0,15,10,0,2,0
Jared Watts,COL,D-M,13,12,1050,1,1,5,1,15,9,0,5,0
Andy Dorman,NE,M,18,12,1127,1,0,7,2,15,11,0,8,0
Mauro Rosales,VAN,M,24,19,1512,1,3,11,4,15,46,3,0,0
Dylan Remick,HOU,D,19,18,1607,0,0,2,0,15,9,0,1,0
Robbie Keane,LA,F,24,22,2059,20,8,73,39,15,22,18,1,0
Raymon Gaddis,PHI,D,28,27,2399,0,1,2,0,15,22,1,3,0
Michael Parkhurst,ATL,D,33,33,2895,0,1,3,0,15,15,0,2,1
Chris Ritter,CHI,M,7,5,408,0,0,0,0,14,4,0,3,0
Bradford Jamieson IV,LA,F,7,6,457,1,0,5,2,14,10,0,1,0
Mikey Lopez,KC,M,6,5,482,0,0,3,1,14,4,0,1,0
Tranquillo Barnetta,PHI,M,11,9,765,1,3,19,7,14,24,0,2,0
Jeb Brovsky,NYC,D,15,12,1132,0,1,11,1,14,7,0,2,0
Shaun Maloney,CHI,M,14,14,1228,3,2,20,5,14,16,6,2,0
Zach Scott,SEA,D,20,15,1481,0,0,9,4,14,7,1,4,0
Andy Rose,SEA,M,25,17,1612,0,3,17,7,14,13,2,4,0
Tyler Turner,ORL,D,7,5,477,0,0,0,0,13,7,0,2,1
Jose Villarreal,ORL,M,16,9,698,2,4,17,6,13,16,2,1,0
Johan Venegas,MIN,M,12,9,746,1,0,21,7,13,23,3,4,0
Markus Halsti,DC,M-D,14,12,949,0,0,6,1,13,7,0,1,0
Saad Abdul-Salaam,NYC,D,22,10,1074,0,1,5,3,13,16,1,1,0
Cristian Roldan,SEA,M,22,11,1114,0,1,12,4,13,14,3,1,0
Chris Korb,DC,D,18,17,1445,0,2,8,1,13,7,0,1,0
Ashtone Morgan,TOR,D,19,17,1554,0,2,1,0,13,17,1,2,0
Andrew Wenger,HOU,F,26,22,1725,1,2,26,9,13,7,6,0,0
Nat Borchers,POR,D,31,31,2790,3,0,15,8,13,6,3,0,0
Andrew Farrell,NE,D,32,32,2819,0,0,2,0,13,16,1,3,1
Sam Adekugbe,VAN,D,9,7,647,0,0,2,1,12,6,2,4,0
Matt Watson,CHI,M,13,8,674,0,1,9,2,12,6,0,1,1
Gaston Fernandez,POR,M,21,6,721,2,2,25,6,12,19,1,0,0
Alex,CHI,M,16,9,827,2,0,12,3,12,13,0,1,0
Eric Alexander,HOU,M,20,10,878,0,0,4,2,12,12,1,2,0
Michel Garbini Pereira,DAL,M-D,18,12,914,1,4,10,4,12,15,0,3,0
Hector Jimenez,CLB,M,23,12,1112,0,4,3,0,12,7,3,3,0
Emanuel Pogatetz,CLB,D,19,16,1476,0,1,4,1,12,16,0,3,0
Jack Jewsbury,POR,M,26,18,1719,3,0,18,7,12,16,0,2,0
Mark Sherrod,SJ,F,6,2,232,0,0,4,0,11,2,1,1,1
Jordi Quintilla,KC,M,8,3,274,0,0,7,3,11,7,0,0,0
Bernardo Añor,KC,M,13,4,483,0,0,11,3,11,11,0,2,0
Jefferson Mena,NYC,D,7,6,596,0,0,2,0,11,3,0,2,0
Pedro Ribeiro,ORL,M-F,18,8,732,2,2,19,10,11,14,10,0,0
Darren Mattocks,DC,F,22,9,848,3,1,25,9,11,16,6,2,0
Amobi Okugo,KC,D-M,18,10,920,0,1,4,1,11,6,0,6,0
Leonel Miranda,HOU,M,20,11,1015,2,1,14,6,11,20,1,3,0
Steven Gerrard,LA,M,13,13,1164,2,3,30,10,11,15,0,0,0
Fabian Espindola,DC,F,17,15,1346,5,7,45,17,11,17,14,2,1
Pedro Morales,VAN,M,23,15,1429,6,4,43,17,11,18,6,3,1
A.J. DeLaGarza,HOU,D,24,22,1963,0,1,4,0,11,11,0,4,0
Darlington Nagbe,ATL,M,33,33,2842,5,5,50,16,11,87,3,0,0
Edson Buddle,LA,F,12,1,252,0,0,6,1,10,4,2,1,0
Rasheed Olabiyi,HOU,M,7,4,283,0,1,2,0,10,1,0,0,0
Jimmy Medranda,SKC,D-M,7,7,426,0,0,5,0,10,4,0,1,0
Adam Nemec,NYC,F,9,8,594,0,0,13,3,10,8,5,0,0
Nick LaBrocca,COL,M,13,6,607,1,0,11,2,10,5,0,2,0
Giovani dos Santos,LA,F,10,10,803,3,5,22,10,10,13,3,0,0
Chris Klute,CLB,D,14,8,832,0,0,1,1,10,7,0,3,0
Bakary Soumare,DAL,D,10,9,835,0,0,2,0,10,2,0,3,0
Luis Silva,RSL,F,24,11,876,1,0,19,9,10,14,4,0,0
Maynor Figueroa,DAL,D,10,10,900,1,0,12,4,10,13,0,3,0
Alexander Lopez,HON,M,16,12,947,0,3,18,3,10,7,0,1,0
Angelino,NYC,D,14,10,992,0,4,8,2,10,15,3,0,0
Will Johnson,ORL,M,12,12,1046,0,0,15,2,10,7,0,1,1
Eriq Zavaleta,TOR,D,18,11,1054,1,0,6,2,10,4,0,1,0
Walker Zimmerman,LAFC,D,20,10,1084,0,0,10,2,10,10,0,1,0
Daigo Kobayashi,NE,M,21,11,1123,0,2,7,1,10,14,0,0,0
Michael Harrington,COL,D,14,14,1260,0,1,2,1,10,7,1,2,0
Jalil Anibaba,NE,D,16,14,1265,1,4,11,4,10,4,2,1,0
Josh Williams,CLB,D,17,17,1510,0,0,4,0,10,9,1,1,0
Aaron Schoenfeld,CLB,F,17,1,214,1,0,8,4,9,3,0,1,0
Sean Davis,RBNY,M,14,4,431,0,1,6,1,9,12,0,0,0
Ignacio Maganto,LA,M,13,6,524,1,2,8,3,9,10,0,0,0
Miguel Aguilar,DC,M,17,4,528,0,0,4,0,9,13,2,1,0
Luke Moore,TOR,F,15,6,625,1,3,12,6,9,9,2,2,0
Dillon Serna,COL,M,15,8,680,3,1,13,7,9,2,3,2,0
Ronald Zubar,NYR,D,12,8,701,1,0,2,1,9,9,0,2,0
Chad Barrett,SEA,F,18,9,715,5,0,18,8,9,4,7,1,0
Harrison Afful,CLB,D,9,9,760,0,2,3,1,9,11,3,0,0
Nick Hagglund,TOR,D,12,8,787,0,1,2,1,9,5,1,4,0
Wandrille Lefevre,MTL,D,11,11,990,2,0,9,4,9,3,0,1,0
Sal Zizzo,ATL,D,22,10,1032,0,2,16,3,9,6,1,1,0
Tim Parker,RBNY,D,15,14,1262,0,0,4,2,9,7,0,2,0
Jacob Peterson,KC,F,26,15,1335,1,2,21,11,9,13,4,2,0
Tyson Wahl,CLB,D,18,14,1413,0,2,2,1,9,10,0,1,0
Dominic Oduro,MTL,M,28,18,1671,8,0,50,20,9,36,14,4,0
Cristian Maidana,PHI,M,28,25,2121,1,15,37,18,9,9,14,1,1
Conor Casey,PHI,F,14,2,340,3,1,14,8,8,4,7,2,0
Jordan Smith,VAN,D,7,4,376,0,0,1,1,8,0,1,1,0
Nelson Valdez,SEA,F,7,5,413,1,1,5,1,8,15,3,0,0
Sebastian Velasquez,NYC,M,12,5,446,0,0,9,2,8,7,1,0,0
Chad Barson,CLB,D,10,4,456,0,1,3,3,8,1,0,2,0
Innocent Emeghara,SJ,F,7,6,494,1,0,11,4,8,12,1,3,0
AJ Cochran,HOU,D,7,5,512,0,0,3,1,8,4,0,0,0
Thomas,SEA,M,11,7,547,1,1,9,6,8,16,4,1,0
Frank Lampard,NYC,M,10,9,733,3,1,27,4,8,16,1,0,0
Andoni Iraola,NYC,D,9,8,759,0,1,3,0,8,7,0,2,0
Kevin Alston,NE,D,16,9,933,0,0,1,0,8,15,0,2,0
Michael Stephens,CHI,M,20,16,1314,0,4,4,1,8,5,0,2,0
Luis Gil,RSL,M,24,16,1475,1,1,27,8,8,14,0,1,0
Dane Richards,NYR,M,12,1,259,0,0,7,1,7,2,5,1,0
