Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,PKG/A,SC%,SOG%
Andy Rose,SEA,M,25,17,1612,0,3,17,7,0/0,0.0,41.2
Luis Garrido,HON,M,29,21,1983,0,0,17,2,0/0,0.0,11.8
Sal Zizzo,ATL,D,22,10,1032,0,2,16,3,0/1,0.0,18.8
Conor Doyle,DC,F,25,10,1148,2,0,16,7,0/0,12.5,43.8
Brek Shea,VAN,M-F,19,17,1466,0,4,16,1,0/0,0.0,6.3
Joevin Jones,CHI,D,28,26,2257,1,1,16,4,0/0,6.3,25.0
Damien Perrinelle,NYR,D,28,27,2410,2,1,16,4,0/0,12.5,25.0
Shaun Wright-Phillips,NYR,M,12,1,291,1,1,15,3,0/0,6.7,20.0
Charles Eloundou,COL,F,11,3,341,0,2,15,2,0/0,0.0,13.3
Anatole Abang,RBNY,F,17,3,392,4,1,15,8,0/0,26.7,53.3
Tommy Thompson,SJ,M,17,4,465,0,0,15,4,0/0,0.0,26.7
Mika Vayrynen,LA,M,19,10,797,0,0,15,2,0/0,0.0,13.3
Will Johnson,ORL,M,12,12,1046,0,0,15,2,0/0,0.0,13.3
Eric Ayuk,PHI,M,28,14,1320,2,2,15,5,0/0,13.3,33.3
Lewis Neal,ORL,M,21,18,1509,0,1,15,4,0/0,0.0,26.7
Collen Warner,MIN,M,29,20,1747,2,2,15,4,0/0,13.3,26.7
Ned Grabavoy,NYC,M,26,22,1884,2,3,15,8,0/0,13.3,53.3
Razvan Cocis,CHI,M,26,22,2005,2,3,15,6,0/0,13.3,40.0
Nat Borchers,POR,D,31,31,2790,3,0,15,8,0/0,20.0,53.3
Jorge Villafaña,USA,D-M,33,33,2929,1,5,15,7,0/0,6.7,46.7
Conor Casey,PHI,F,14,2,340,3,1,14,8,0/0,21.4,57.1
Kevin Molino,MIN,M,7,7,605,0,1,14,4,0/0,0.0,28.6
Anibal Godoy,SJ,M,10,10,894,2,0,14,4,0/0,14.3,28.6
Leonel Miranda,HOU,M,20,11,1015,2,1,14,6,0/0,14.3,42.9
Steve Birnbaum,DC,D,22,21,1822,2,0,14,5,0/0,14.3,35.7
Sebastian Hines,ORL,D,23,21,1925,1,0,14,4,0/0,7.1,28.6
Fabinho,PHI,D,26,23,2106,1,3,14,3,0/0,7.1,21.4
Robbie Rogers,LA,D,27,26,2315,1,3,14,5,0/0,7.1,35.7
Perry Kitchen,LA,M,33,31,2831,3,1,14,6,0/0,21.4,42.9
Scott Caldwell,NE,M,34,32,2882,2,5,14,5,0/0,14.3,35.7
Victor Ulloa,DAL,M,33,33,2915,2,1,14,5,0/0,14.3,35.7
Adam Nemec,NYC,F,9,8,594,0,0,13,3,0/0,0.0,23.1
Dillon Serna,COL,M,15,8,680,3,1,13,7,0/0,23.1,53.8
Khiry Shelton,SKC,F,17,7,824,1,1,13,4,0/0,7.7,30.8
Marcel de Jong,VAN,D-M,13,11,847,1,1,13,3,0/0,7.7,23.1
Jordan Allen,RSL,M-F,23,11,1083,1,2,13,7,0/0,7.7,53.8
Mehdi Ballouchy,NYC,M,19,16,1259,3,2,13,7,0/0,23.1,53.8
Mohammed Saeid,CLB,M,25,18,1590,0,1,13,0,0/0,0.0,0.0
Ambroise Oyongo,MTL,D,22,22,1864,1,0,13,3,0/0,7.7,23.1
Gershon Koffie,VAN,M,28,22,2001,1,1,13,2,0/0,7.7,15.4
Ryan Hollingshead,DAL,M,33,25,2171,2,3,13,4,0/0,15.4,30.8
Raul Rodriguez,HOU,D,27,27,2364,2,0,13,4,0/0,15.4,30.8
DaMarcus Beasley,HOU,D,28,28,2374,1,1,13,7,0/0,7.7,53.8
Omar Gonzalez,USA,D,30,29,2577,1,3,13,6,0/0,7.7,46.2
David Horst,RSL,D,32,28,2603,0,2,13,2,0/0,0.0,15.4
Justin Mapp,MTL,M,5,3,264,0,0,12,5,0/0,0.0,41.7
Javier Calle,NYC,D,12,7,542,1,0,12,4,0/0,8.3,33.3
Luke Moore,TOR,F,15,6,625,1,3,12,6,0/0,8.3,50.0
Alex,CHI,M,16,9,827,2,0,12,3,0/0,16.7,25.0
Maynor Figueroa,DAL,D,10,10,900,1,0,12,4,0/0,8.3,33.3
Cristian Roldan,SEA,M,22,11,1114,0,1,12,4,0/0,0.0,33.3
Axel Sjöberg,COL,D,14,14,1259,0,0,12,4,0/0,0.0,33.3
Jermaine Jones,NE,M,18,17,1312,0,0,12,4,0/0,0.0,33.3
Davy Arnaud,DC,M,23,21,1915,0,3,12,2,0/0,0.0,16.7
Kemar Lawrence,RBNY,D,23,23,2000,1,4,12,4,0/0,8.3,33.3
Cristian Higuita,ORL,M,26,25,2228,1,2,12,1,0/0,8.3,8.3
Matt Polster,CHI,M,30,27,2422,0,0,12,4,0/0,0.0,33.3
Matias Laba,VAN,M,30,30,2539,1,1,12,4,0/0,8.3,33.3
Liam Ridgewell,POR,D,32,32,2868,0,1,12,2,0/0,0.0,16.7
Bryan Róchez,ORL,F,16,0,265,3,0,11,7,0/0,27.3,63.6
Bernardo Añor,KC,M,13,4,483,0,0,11,3,0/0,0.0,27.3
Innocent Emeghara,SJ,F,7,6,494,1,0,11,4,0/0,9.1,36.4
Adrian Winter,ORL,M-F,9,7,600,2,1,11,5,0/0,18.2,45.5
Nick LaBrocca,COL,M,13,6,607,1,0,11,2,0/0,9.1,18.2
JJ Koval,SJ,M,17,7,738,0,0,11,3,0/0,0.0,27.3
Jeb Brovsky,NYC,D,15,12,1132,0,1,11,1,0/0,0.0,9.1
Jalil Anibaba,NE,D,16,14,1265,1,4,11,4,0/0,9.1,36.4
Demar Phillips,RSL,D,18,16,1376,0,0,11,1,0/0,0.0,9.1
Mauro Rosales,VAN,M,24,19,1512,1,3,11,4,0/0,9.1,36.4
Gonzalo Pineda,SEA,M,28,21,1845,1,2,11,1,0/0,9.1,9.1
Je-Vaughn Watson,DAL,D,23,22,1986,0,0,11,4,0/0,0.0,36.4
Sean Franklin,VAN,D,24,23,2089,1,0,11,3,0/0,9.1,27.3
Kevin Ellis,KC,D,27,26,2335,4,1,11,7,0/0,36.4,63.6
Diego Chara,POR,M,28,28,2479,2,1,11,7,0/0,18.2,63.6
Víctor Bernárdez,SJ,D,29,29,2508,0,1,11,0,0/0,0.0,0.0
Gonzalo Verón,NYR,M-F,13,2,321,1,1,10,4,0/0,10.0,40.0
Kyle Bekker,DAL,M,11,4,478,1,1,10,5,0/0,10.0,50.0
Maxim Tissot,MTL,D,11,7,581,1,0,10,4,0/0,10.0,40.0
Michel Garbini Pereira,DAL,M-D,18,12,914,1,4,10,4,0/0,10.0,40.0
Walker Zimmerman,LAFC,D,20,10,1084,0,0,10,2,0/0,0.0,20.0
Servando Carrasco,LA,M,21,16,1408,0,2,10,1,0/0,0.0,10.0
Aurélien Collin,RBNY,D,28,27,2407,2,1,10,3,0/0,20.0,30.0
Waylon Francis,SEA,D,28,28,2410,0,7,10,3,0/0,0.0,30.0
Chad Marshall,SEA,D,29,28,2529,0,0,10,3,0/0,0.0,30.0
Matt Hedges,DAL,D,31,30,2675,1,1,10,1,0/0,10.0,10.0
Sebastian Saucedo,RSL,M,9,1,168,0,0,9,2,0/0,0.0,22.2
Sebastian Velasquez,NYC,M,12,5,446,0,0,9,2,0/0,0.0,22.2
Thomas,SEA,M,11,7,547,1,1,9,6,0/0,11.1,66.7
Juan Manuel Martínez,RSL,M-F,8,7,647,1,1,9,6,0/0,11.1,66.7
Marc Pelosi,SJ,M,12,7,653,0,0,9,1,0/0,0.0,11.1
Matt Watson,CHI,M,13,8,674,0,1,9,2,0/0,0.0,22.2
George Fochive,POR,M,11,8,684,0,1,9,1,0/0,0.0,11.1
Chance Myers,KC,D,13,10,840,0,2,9,2,0/0,0.0,22.2
Wandrille Lefevre,MTL,D,11,11,990,2,0,9,4,0/0,22.2,44.4
Jordan Stewart,SJ,D-M,14,13,1130,0,1,9,0,0/0,0.0,0.0
Chris Duvall,MTL,D,15,14,1283,1,1,9,5,0/0,11.1,55.6
Nathan Sturgis,HOU,M,18,15,1292,1,2,9,3,0/0,11.1,33.3
Zach Scott,SEA,D,20,15,1481,0,0,9,4,0/0,0.0,44.4
Kofi Opare,DC,D,18,17,1615,1,0,9,1,0/0,11.1,11.1
Brian Carroll,PHI,M,22,21,1820,0,0,9,2,0/0,0.0,22.2
Jámison Olave,RSL,D,22,22,1852,1,1,9,4,0/0,11.1,44.4
Bobby Burling,COL,D,22,22,1958,2,0,9,3,0/0,22.2,33.3
Brad Evans,SKC,D-M,28,27,2345,1,2,9,4,1/1,11.1,44.4
Sheanon Williams,HOU,D,31,27,2428,0,4,9,2,0/0,0.0,22.2
Donny Toia,ORL,D,31,29,2699,1,0,9,6,0/0,11.1,66.7
Justin Morrow,TOR,D,32,31,2756,2,2,9,4,0/0,22.2,44.4
Aaron Schoenfeld,CLB,F,17,1,214,1,0,8,4,0/0,12.5,50.0
Rob Lovejoy,HOU,F,17,2,337,1,1,8,2,0/0,12.5,25.0
Connor Hallisey,KC,F,13,6,516,0,1,8,3,0/0,0.0,37.5
Ignacio Maganto,LA,M,13,6,524,1,2,8,3,0/0,12.5,37.5
Angelino,NYC,D,14,10,992,0,4,8,2,0/0,0.0,25.0
Chris Korb,DC,D,18,17,1445,0,2,8,1,0/0,0.0,12.5
Wil Trapp,CLB,M,19,17,1532,0,3,8,1,0/0,0.0,12.5
Osvaldo Alonso,SEA,M,22,21,1857,0,0,8,1,0/0,0.0,12.5
Aaron Maund,VAN,D,22,21,1974,1,1,8,2,0/0,12.5,25.0
Rafael Ramos,CHI,D,25,24,1998,0,2,8,3,0/0,0.0,37.5
Sean St. Ledger,COL,D,27,26,2261,0,2,8,2,0/0,0.0,25.0
Leonardo,HOU,D,26,26,2264,0,0,8,1,0/0,0.0,12.5
Dane Richards,NYR,M,12,1,259,0,0,7,1,0/0,0.0,14.3
Jordi Quintilla,KC,M,8,3,274,0,0,7,3,0/0,0.0,42.9
Rolando Escobar,DAL,M,14,2,398,0,0,7,3,0/0,0.0,42.9
Deybi Flores,VAN,M,9,5,446,0,0,7,1,0/0,0.0,14.3
Ike Opara,SKC,D,6,6,534,2,0,7,2,0/0,28.6,28.6
Kristinn Steindorsson,CLB,M,21,4,621,0,0,7,2,0/0,0.0,28.6
Daigo Kobayashi,NE,M,21,11,1123,0,2,7,1,0/0,0.0,14.3
Andy Dorman,NE,M,18,12,1127,1,0,7,2,0/0,14.3,28.6
Boniek Garcia,HOU,M,23,16,1460,3,5,7,4,0/1,42.9,57.1
Shaun Francis,SJ,D,23,18,1654,0,1,7,3,0/0,0.0,42.9
Lovel Palmer,CHI,D,22,20,1797,0,1,7,0,0/0,0.0,0.0
Drew Moor,TOR,D,22,22,1980,1,1,7,1,0/0,14.3,14.3
Chris Wingert,NYC,D,27,26,2169,0,0,7,4,0/0,0.0,57.1
Jordan Harvey,LAFC,D,26,25,2250,0,1,7,3,0/0,0.0,42.9
Taylor Kemp,DC,D,27,25,2261,1,6,7,2,0/0,14.3,28.6
Tyrone Mears,MIN,D,33,33,2960,1,3,7,3,0/0,14.3,42.9
Manolo Sanchez,NYR,M,3,0,22,0,0,6,2,0/0,0.0,33.3
Darwin Jones,SEA,F,9,0,107,0,0,6,2,0/0,0.0,33.3
Erik Hurtado,VAN,F-M,9,1,182,0,0,6,2,0/0,0.0,33.3
Edson Buddle,LA,F,12,1,252,0,0,6,1,0/0,0.0,16.7
Erick Torres,HOU,F,11,3,339,0,1,6,1,0/0,0.0,16.7
Sean Davis,RBNY,M,14,4,431,0,1,6,1,0/0,0.0,16.7
Michael Farfan,DC,M,17,7,660,0,1,6,1,0/0,0.0,16.7
Micheal Azira,COL,M,11,8,727,0,0,6,0,0/0,0.0,0.0
Oniel Fisher,DC,D,12,9,864,0,0,6,1,0/0,0.0,16.7
Seth Sinovic,SKC,D,11,10,902,0,0,6,2,0/0,0.0,33.3
Markus Halsti,DC,M-D,14,12,949,0,0,6,1,0/0,0.0,16.7
Eriq Zavaleta,TOR,D,18,11,1054,1,0,6,2,0/0,16.7,33.3
Michael Lahoud,PHI,M,19,14,1233,0,0,6,0,0/0,0.0,0.0
Abdoulie Mansally,RSL,D,19,14,1310,1,1,6,1,0/0,16.7,16.7
Russell Teibert,VAN,M,23,15,1346,0,1,6,1,0/0,0.0,16.7
Damien Perquis,TOR,D,25,24,2069,1,1,6,2,0/0,16.7,33.3
Pa-Modou Kah,VAN,D,25,24,2164,3,2,6,3,0/0,50.0,50.0
José Gonçalves,NE,D,29,28,2480,1,2,6,3,0/0,16.7,50.0
Tony Beltran,RSL,D,31,31,2774,0,2,6,4,0/0,0.0,66.7
Kianz Froese,CAN,M,9,1,208,1,0,5,1,0/0,20.0,20.0
Khari Stephenson,SJ,M,4,2,211,0,0,5,0,0/0,0.0,0.0
Ishmael Yartey,POR,M,5,3,227,0,1,5,2,0/0,0.0,40.0
Pablo Alvarez,NYC,M,8,3,244,0,0,5,1,0/0,0.0,20.0
Nelson Valdez,SEA,F,7,5,413,1,1,5,1,0/0,20.0,20.0
Jimmy Medranda,SKC,D-M,7,7,426,0,0,5,0,0/0,0.0,0.0
Andreas Ivanschitz,SEA,M,6,5,439,1,1,5,2,0/0,20.0,40.0
Norberto Paparatto,POR,D,6,5,451,0,0,5,1,0/0,0.0,20.0
Bradford Jamieson IV,LA,F,7,6,457,1,0,5,2,0/0,20.0,40.0
Hassoun Camara,MTL,D,9,5,478,0,0,5,1,0/0,0.0,20.0
Anthony Wallace,NYR,D,6,6,540,2,0,5,2,0/0,40.0,40.0
Patrice Bernier,MTL,M,20,6,673,0,1,5,0,0/0,0.0,0.0
Marc Burch,MIN,D,8,8,720,0,0,5,1,0/0,0.0,20.0
Jared Watts,COL,D-M,13,12,1050,1,1,5,1,0/0,20.0,20.0
Saad Abdul-Salaam,NYC,D,22,10,1074,0,1,5,3,0/0,0.0,60.0
Amadou Dia,KC,D,22,13,1317,0,1,5,3,0/0,0.0,60.0
James Riley,COL,D,16,16,1430,1,0,5,2,0/0,20.0,40.0
Connor Lade,RBNY,D,18,16,1433,0,1,5,1,0/0,0.0,20.0
Richie Marquez,PHI,D,21,20,1854,0,0,5,2,0/0,0.0,40.0
Luke Boden,ORL,D,25,24,2238,1,4,5,1,0/0,20.0,20.0
Marvell Wynne,SJ,D,33,32,2762,0,2,5,1,0/0,0.0,20.0
Facundo Coria,DC,M,7,1,131,0,1,4,2,0/0,0.0,50.0
Mark Sherrod,SJ,F,6,2,232,0,0,4,0,0/0,0.0,0.0
Eric Miller,COL,D,9,6,517,0,0,4,0,0/0,0.0,0.0
Miguel Aguilar,DC,M,17,4,528,0,0,4,0,0/0,0.0,0.0
