SC2,18/09/04,Arbroath,Ayr,0,0,D,0,0,D,3.75,3.6,1.72,3.6,3.45,1.8,3.6,3.65,1.75,3.3,3.5,1.75,3,3.4,2,3.75,3.6,1.73,3.6,3.75,1.72,1.81,1.75,0.5,,,,,,,,,,,
SC2,18/09/04,Forfar,Berwick,1,1,D,1,0,H,1.72,3.6,3.75,1.7,3.55,3.95,1.67,3.65,4,1.75,3.5,3.3,1.62,3.5,4.5,1.67,3.6,4,1.8,3.75,3.3,1.67,1.91,-0.5,,,,,,,,,,,
SC2,18/09/04,Morton,Brechin,0,3,A,0,1,A,2,3.4,3,1.9,3.5,3.2,1.75,3.5,3.75,1.8,3.4,3.2,1.73,3.5,3.75,1.8,3.4,3.6,1.72,3.75,3.6,1.75,1.81,-0.5,,,,,,,,,,,
SC2,18/09/04,Stranraer,Stirling,0,0,D,0,0,D,2.25,3.5,2.5,2.3,3.45,2.5,2.3,3.55,2.45,2.3,3.4,2.3,2.2,3.5,2.62,2.25,3.5,2.5,2.37,3.5,2.37,2.3,1.45,-0.5,,,,,,,,,,,
SC2,25/09/04,Alloa,Morton,1,6,A,0,1,A,2.6,3.5,2.2,2.7,3.5,2.15,2.7,3.5,2.15,2.6,3.3,2.1,2.75,3.5,2.1,2.6,3.5,2.2,2.8,3.6,2.05,1.52,2.15,0.5,,,,,,,,,,,
SC2,25/09/04,Ayr,Brechin,0,1,A,0,0,D,2.2,3.5,2.6,2.25,3.5,2.55,2.25,3.5,2.55,2.2,3.3,2.5,2.1,3.5,2.75,2.2,3.5,2.6,2.25,3.6,2.5,2.25,1.48,-0.5,,,,,,,,,,,
SC2,25/09/04,Berwick,Arbroath,0,3,A,0,0,D,1.8,3.5,3.5,1.8,3.55,3.5,1.8,3.5,3.55,1.85,3.3,3.1,1.8,3.5,3.5,1.83,3.5,3.4,1.83,3.6,3.3,1.8,1.76,-0.5,,,,,,,,,,,
SC2,25/09/04,Dumbarton,Stirling,1,1,D,1,0,H,2.37,3.5,2.37,2.5,3.45,2.3,2.45,3.45,2.35,2.5,3.3,2.2,2.62,3.5,2.2,2.6,3.5,2.2,2.5,3.4,2.3,1.43,2.35,0.5,,,,,,,,,,,
SC2,25/09/04,Forfar,Stranraer,0,1,A,0,0,D,2.37,3.5,2.37,2.4,3.45,2.4,2.4,3.45,2.4,2.3,3.3,2.4,2.38,3.5,2.38,2.3,3.5,2.5,2.37,3.5,2.37,2.4,1.42,-0.5,,,,,,,,,,,
SC2,02/10/04,Arbroath,Alloa,0,3,A,0,1,A,2.2,3.4,2.62,2.3,3.45,2.5,2.25,3.5,2.55,2.2,3.3,2.5,2.2,3.5,2.62,2.3,3.4,2.5,2.25,3.4,2.6,2.25,1.48,-0.5,,,,,,,,,,,
SC2,02/10/04,Brechin,Dumbarton,4,0,H,0,0,D,1.72,3.6,3.75,1.95,3.4,3.2,1.8,3.5,3.55,1.8,3.4,3.2,1.67,3.6,4,1.73,3.6,3.75,1.8,3.6,3.4,1.8,1.76,-0.5,,,,,,,,,,,
SC2,02/10/04,Morton,Forfar,2,1,H,0,1,A,1.72,3.6,3.75,1.8,3.5,3.55,1.7,3.5,4,1.8,3.4,3.2,1.62,4,4,1.8,3.5,3.5,1.72,3.6,3.75,1.7,1.87,-0.5,,,,,,,,,,,
SC2,02/10/04,Stirling,Ayr,1,1,D,0,0,D,1.9,3.5,3.2,1.8,3.5,3.55,1.85,3.5,3.35,1.9,3.4,2.9,1.8,3.5,3.5,1.91,3.5,3.2,1.9,3.6,3.1,1.85,1.71,-0.5,,,,,,,,,,,
SC2,02/10/04,Stranraer,Berwick,2,2,D,1,2,A,1.53,3.75,4.75,1.4,4.1,6,1.45,3.6,5.5,1.5,3.8,4.2,1.44,4,5.5,1.5,3.8,5,1.44,4.33,5,1.45,2.18,-0.5,,,,,,,,,,,
SC2,16/10/04,Berwick,Ayr,0,1,A,0,0,D,2.5,3.5,2.25,3,3.2,2.1,2.9,3.5,2,2.8,3.3,2,2.75,3.5,2.1,2.62,3.5,2.2,2.87,3.6,2,1.59,2,0.5,,,,,,,,,,,
SC2,16/10/04,Dumbarton,Arbroath,1,3,A,0,2,A,1.66,3.6,4,1.75,3.35,3.95,1.6,3.75,4.25,1.65,3.4,3.8,1.73,3.5,3.75,1.67,3.5,4.2,1.61,3.75,4.2,1.6,1.99,-0.5,,,,,,,,,,,
SC2,16/10/04,Forfar,Alloa,3,1,H,2,0,H,1.72,3.6,3.75,1.8,3.3,3.8,1.83,3.4,3.5,1.85,3.3,3.1,1.91,3.5,3.2,1.8,3.5,3.5,1.83,3.6,3.3,1.83,1.72,-0.5,,,,,,,,,,,
SC2,16/10/04,Stirling,Brechin,1,5,A,0,1,A,2.2,3.5,2.6,2.2,3.2,2.8,2.3,3.4,2.5,2.2,3.3,2.5,2.2,3.5,2.62,2.25,3.4,2.6,2.3,3.4,2.5,2.3,1.44,-0.5,,,,,,,,,,,
SC2,16/10/04,Stranraer,Morton,1,0,H,0,0,D,2.2,3.5,2.6,2.15,3.25,2.85,2.35,3.5,2.4,2.35,3.2,2.35,2.25,3.5,2.5,2.25,3.4,2.6,2.37,3.5,2.37,2.35,1.42,-0.5,,,,,,,,,,,
SC2,23/10/04,Alloa,Stranraer,1,2,A,0,2,A,3.2,3.5,1.9,3.65,3.6,1.75,3.5,3.5,1.81,3.2,3.3,1.85,3.4,3.5,1.83,3.5,3.5,1.8,3.5,3.5,1.8,1.75,1.81,0.5,,,,,,,,,,,
SC2,23/10/04,Arbroath,Stirling,2,1,H,1,0,H,3,3.4,2,3.65,3.6,1.75,3,3.55,1.95,3,3.3,1.9,2.88,3.6,2,3,3.4,2,2.87,3.75,1.95,1.63,1.95,0.5,,,,,,,,,,,
SC2,23/10/04,Ayr,Dumbarton,0,1,A,0,0,D,1.72,3.6,3.75,1.95,3.5,3.1,1.83,3.5,3.5,1.9,3.3,3,1.73,3.5,3.75,1.8,3.5,3.5,1.95,3.6,3,1.83,1.75,-0.5,,,,,,,,,,,
SC2,23/10/04,Brechin,Forfar,2,0,H,1,0,H,1.72,3.6,3.75,1.9,3.5,3.2,1.75,3.5,3.75,1.7,3.4,3.6,1.62,3.5,4.5,1.73,3.5,3.8,1.66,3.6,4,1.75,1.81,-0.5,,,,,,,,,,,
SC2,23/10/04,Morton,Berwick,2,0,H,1,0,H,1.53,3.75,4.75,1.45,4,5.5,1.51,3.8,5,1.5,3.9,4.4,1.44,3.75,6,1.5,3.6,5.5,1.5,4,4.8,1.51,2.16,-0.5,,,,,,,,,,,
SC2,30/10/04,Alloa,Brechin,2,2,D,1,1,D,4,3.6,1.66,4,3.75,1.65,4,3.65,1.67,3.8,3.4,1.7,3.75,3.5,1.73,4,3.6,1.67,4,3.6,1.66,1.91,1.67,0.5,,,,,,,,,,,
SC2,30/10/04,Berwick,Stirling,0,1,A,0,0,D,3.4,3.5,1.83,3.75,3.75,1.7,3.3,3.6,1.85,3.1,3.3,1.9,2.75,3.5,2.1,3.25,3.4,1.91,3,3.6,1.95,1.72,1.85,0.5,,,,,,,,,,,
SC2,30/10/04,Forfar,Dumbarton,0,2,A,0,0,D,1.9,3.5,3.2,2.1,3.4,2.85,2.05,3.45,2.9,2.1,3.3,2.7,1.91,3.5,3.2,2,3.4,3,2.15,3.5,2.7,2.05,1.58,-0.5,,,,,,,,,,,
SC2,30/10/04,Morton,Ayr,0,1,A,0,0,D,1.8,3.5,3.5,1.8,3.6,3.45,1.8,3.55,3.45,1.8,3.3,3.4,1.73,3.5,3.75,1.75,3.5,3.75,1.66,3.6,4,1.8,1.75,-0.5,,,,,,,,,,,
SC2,30/10/04,Stranraer,Arbroath,2,1,H,1,1,D,1.5,3.6,5.5,1.55,4.2,4.2,1.5,3.75,5.25,1.45,3.8,4.8,1.44,4,5.5,1.44,3.75,6,1.44,3.75,6,1.5,2.19,-0.5,,,,,,,,,,,
SC2,06/11/04,Arbroath,Morton,0,3,A,0,0,D,3,3.4,2,3.3,3.4,1.9,3.1,3.5,1.95,3,3.4,1.9,2.75,3.5,2.1,3,3.4,2,3.1,3.6,1.9,1.64,1.95,0.5,,,,,,,,,,,
SC2,06/11/04,Ayr,Alloa,4,3,H,1,1,D,1.57,3.75,4.5,1.65,3.65,4.2,1.62,3.65,4.3,1.65,3.5,3.8,1.67,3.6,4,1.62,3.6,4.33,1.66,3.6,4,1.62,1.97,-0.5,,,,,,,,,,,
SC2,06/11/04,Brechin,Stranraer,4,1,H,2,1,H,1.9,3.5,3.2,2.1,3.4,2.85,2.1,3.5,2.75,2.1,3.3,2.7,2.1,3.5,2.75,2.1,3.4,2.8,2.2,3.5,2.62,2.1,1.54,-0.5,,,,,,,,,,,
SC2,06/11/04,Dumbarton,Berwick,3,1,H,2,0,H,1.61,3.6,4.33,1.65,3.6,4.2,1.67,3.55,4.1,1.7,3.5,3.6,1.67,3.6,4,1.62,3.6,4.33,1.7,3.6,3.8,1.67,1.9,-0.5,,,,,,,,,,,,
SC2,06/11/04,Stirling,Forfar,3,1,H,1,0,H,1.72,3.6,3.75,1.7,3.5,4,1.8,3.65,3.4,1.8,3.4,3.3,1.73,3.5,3.75,1.73,3.5,3.8,1.83,3.75,3.2,1.8,1.76,-0.5,,,,,,,,,,,,
SC2,13/11/04,Alloa,Berwick,2,2,D,1,1,D,1.9,3.5,3.2,1.9,3.55,3.2,1.9,3.5,3.2,1.9,3.4,3,1.73,3.5,3.75,1.91,3.5,3.2,2,3.6,2.87,1.9,1.67,-0.5,,,,,,,,,,,,
SC2,13/11/04,Arbroath,Brechin,2,2,D,0,1,A,4.33,3.6,1.61,4,3.55,1.7,4.05,3.6,1.67,3.8,3.6,1.65,4,3.6,1.67,4.33,3.6,1.62,4,3.6,1.66,1.91,1.67,0.5,,,,,,,,,,,,
SC2,13/11/04,Forfar,Ayr,2,3,A,2,1,H,2.5,3.4,2.3,2.45,3.5,2.35,2.55,3.5,2.25,2.6,3.3,2.2,2.5,3.5,2.25,2.5,3.4,2.3,2.5,3.6,2.25,1.48,2.25,0.5,,,,,,,,,,,,
SC2,13/11/04,Morton,Stirling,3,0,H,1,0,H,1.83,3.4,3.5,2,3.4,3.1,1.9,3.5,3.2,2,3.3,2.9,2,3.4,3,2,3.4,3,1.8,3.6,3.4,1.9,1.67,-0.5,,,,,,,,,,,,
SC2,13/11/04,Stranraer,Dumbarton,1,0,H,0,0,D,1.72,3.6,3.75,1.6,3.7,4.4,1.7,3.6,3.9,1.65,3.6,3.8,1.62,4,4,1.67,3.6,4,1.7,3.75,3.75,1.7,1.87,-0.5,,,,,,,,,,,,
SC2,20/11/04,Stirling,Berwick,0,1,A,0,1,A,1.44,3.75,6,1.45,4,5.5,1.47,4.1,5,1.5,3.8,4.4,1.5,3.6,5.5,1.44,4,5.5,1.53,4,4.5,1.47,2.25,-0.5,,,,,,,,,,,,
SC2,27/11/04,Ayr,Arbroath,1,1,D,1,0,H,1.57,3.75,4.5,1.65,3.5,4.3,1.62,3.55,4.45,1.7,3.5,3.6,1.57,3.75,4.5,1.62,3.6,4.33,1.66,3.8,3.8,1.62,1.97,-0.5,,,,,,,,,,,,
SC2,27/11/04,Brechin,Morton,2,1,H,1,0,H,2.1,3.5,2.75,2,3.35,3.1,2.15,3.4,2.75,2.1,3.3,2.7,2,3.4,3,2.1,3.5,2.75,2.15,3.5,2.7,2.15,1.52,-0.5,,,,,,,,,,,,
SC2,27/11/04,Stirling,Stranraer,1,1,D,0,0,D,2.37,3.5,2.37,2.5,3.2,2.45,2.4,3.45,2.4,2.6,3.3,2.2,2.38,3.5,2.38,2.38,3.5,2.38,2.5,3.6,2.25,2.4,1.42,-0.5,,,,,,,,,,,,
SC2,30/11/04,Berwick,Forfar,1,0,H,0,0,D,2.37,3.5,2.37,2.3,3.3,2.6,2.3,3.4,2.5,2.2,3.3,2.5,2.1,3.5,2.75,2.38,3.5,2.38,2.3,3.4,2.5,2.3,1.44,-0.5,,,,,,,,,,,,
SC2,30/11/04,Dumbarton,Alloa,0,1,A,0,0,D,1.8,3.5,3.5,1.75,3.35,4,1.75,3.5,3.75,1.75,3.4,3.5,1.66,3.6,4,1.73,3.5,3.8,1.72,3.75,3.6,1.75,1.81,-0.5,,,,,,,,,,,,
SC2,04/12/04,Arbroath,Berwick,1,1,D,0,1,A,2,3.4,3,2,3.4,3.15,2.1,3.45,2.8,2.2,3.2,2.6,2,3.4,3,2,3.4,3,2.2,3.5,2.62,2.1,1.55,-0.5,,,,,,,,,,,,
SC2,04/12/04,Brechin,Ayr,5,0,H,4,0,H,1.72,3.6,3.75,1.8,3.4,3.8,1.75,3.6,3.65,1.75,3.4,3.5,1.73,3.5,3.75,1.73,3.5,3.8,1.72,3.6,3.75,1.75,1.81,-0.5,,,,,,,,,,,,
SC2,04/12/04,Morton,Alloa,2,2,D,2,1,H,1.57,3.75,4.5,1.6,3.6,4.75,1.57,3.65,4.75,1.55,3.7,4.2,1.44,4,5.5,1.53,3.6,5,1.53,3.6,5,1.57,2.06,-0.5,,,,,,,,,,,,
SC2,04/12/04,Stirling,Dumbarton,1,0,H,0,0,D,1.83,3.5,3.4,1.9,3.35,3.5,1.9,3.5,3.2,2,3.3,2.9,2,3.6,2.88,1.91,3.4,3.25,1.9,3.6,3.1,1.9,1.67,-0.5,,,,,,,,,,,,
SC2,04/12/04,Stranraer,Forfar,1,0,H,0,0,D,1.53,3.75,5,1.55,3.65,5.15,1.5,3.8,5.2,1.5,3.8,4.4,1.4,4.33,5.5,1.5,4,4.75,1.44,4,5.5,1.5,2.2,-0.5,,,,,,,,,,,,
SC2,18/12/04,Alloa,Arbroath,4,2,H,0,1,A,2.1,3.5,2.75,2.05,3.5,2.85,2.15,3.5,2.7,2.2,3.3,2.6,2.1,3.5,2.75,2.1,3.4,2.8,2.2,3.5,2.62,2.15,1.52,-0.5,,,,,,,,,,,,
SC2,18/12/04,Ayr,Stirling,3,2,H,1,0,H,2.2,3.5,2.6,2.2,3.5,2.6,2.25,3.4,2.6,2.2,3.3,2.6,2.2,3.5,2.62,2.25,3.4,2.6,2.25,3.4,2.6,2.25,1.47,-0.5,,,,,,,,,,,,
SC2,27/12/04,Berwick,Morton,2,2,D,1,1,D,2.62,3.4,2.2,2.75,3.4,2.15,2.8,3.45,2.1,2.8,3.2,2.1,2.5,3.5,2.25,2.8,3.4,2.1,2.8,3.6,2.05,1.55,2.1,0.5,,,,,,,,,,,,
SC2,27/12/04,Dumbarton,Ayr,1,1,D,1,1,D,2.5,3.5,2.25,2.5,3.45,2.3,2.6,3.5,2.2,2.6,3.2,2.2,2.38,3.5,2.38,2.62,3.5,2.2,2.62,3.6,2.15,1.49,2.2,0.5,,,,,,,,,,,,
SC2,27/12/04,Forfar,Brechin,1,3,A,1,1,D,3.4,3.5,1.83,3.6,3.45,1.8,3.5,3.4,1.83,3.3,3.4,1.8,4.5,3.5,1.62,3.4,3.5,1.83,3.3,3.6,1.83,1.72,1.83,0.5,,,,,,,,,,,,
SC2,27/12/04,Stirling,Arbroath,0,3,A,0,1,A,1.53,3.75,4.75,1.45,4,5.5,1.57,3.7,4.55,1.55,3.6,4.4,1.67,3.6,4,1.53,3.75,4.75,1.57,3.75,4.5,1.57,2.04,-0.5,,,,,,,,,,,,
SC2,27/12/04,Stranraer,Alloa,0,1,A,0,0,D,1.5,3.8,5,1.4,4.1,6,1.42,4,6,1.45,3.8,5,1.44,4,5.5,1.4,4,6.25,1.44,4,5.5,1.42,2.4,-0.5,,,,,,,,,,,,
SC2,01/01/05,Arbroath,Forfar,0,2,A,0,1,A,2.2,3.4,2.62,2.25,3.4,2.6,2.22,3.45,2.6,2.2,3.3,2.6,1.91,3.5,3.2,2.1,3.4,2.8,2.2,3.5,2.62,2.22,1.48,-0.5,,,,,,,,,,,,
SC2,01/01/05,Ayr,Stranraer,0,1,A,0,0,D,2.37,3.5,2.37,2.5,3.3,2.4,2.5,3.4,2.32,2.5,3.2,2.3,2.25,3.5,2.5,2.4,3.4,2.4,2.5,3.4,2.3,1.44,2.32,0.5,,,,,,,,,,,,
SC2,01/01/05,Brechin,Berwick,4,1,H,1,0,H,1.44,3.75,6,1.3,4.25,8.5,1.42,4.2,5.5,1.45,3.9,4.8,1.4,4,6,1.4,4,6.25,1.4,4.33,5.5,1.42,2.38,-0.5,,,,,,,,,,,,
SC2,01/01/05,Morton,Dumbarton,3,0,H,1,0,H,1.72,3.6,3.75,1.75,3.3,4,1.8,3.5,3.5,1.85,3.4,3.2,1.73,3.5,3.75,1.75,3.5,3.75,1.83,3.6,3.3,1.8,1.75,-0.5,,,,,,,,,,,,
SC2,03/01/05,Arbroath,Stranraer,0,4,A,0,2,A,3.5,3.5,1.8,3.9,3.6,1.7,3.5,3.5,1.8,3.2,3.4,1.85,2.88,3.6,2,3.25,3.4,1.91,3.3,3.6,1.83,1.75,1.8,0.5,,,,,,,,,,,,
SC2,03/01/05,Ayr,Morton,2,1,H,1,0,H,2.37,3.5,2.37,2.3,3.5,2.5,2.3,3.45,2.5,2.3,3.3,2.4,2.2,3.25,2.75,2.25,3.4,2.6,2.37,3.5,2.37,2.3,1.45,-0.5,,,,,,,,,,,,
SC2,03/01/05,Brechin,Alloa,2,3,A,1,0,H,1.5,3.6,5.5,1.45,4,5.5,1.5,3.6,5.5,1.5,3.7,4.6,1.4,4.33,5.5,1.44,4,5.5,1.5,3.8,5,1.5,2.18,-0.5,,,,,,,,,,,,
SC2,03/01/05,Dumbarton,Forfar,1,1,D,0,0,D,2,3.5,3,2.1,3.45,2.8,2,3.5,2.95,2,3.3,2.9,1.8,3.5,3.5,1.91,3.5,3.2,2.1,3.6,2.7,2,1.6,-0.5,,,,,,,,,,,
SC2,15/01/05,Alloa,Ayr,5,1,H,2,1,H,2.5,3.4,2.3,2.65,3.35,2.25,2.6,3.4,2.25,2.4,3.3,2.3,2.1,3.5,2.75,2.5,3.4,2.3,2.62,3.5,2.2,1.47,2.25,0.5,,,,,,,,,,,
SC2,15/01/05,Berwick,Dumbarton,0,3,A,0,1,A,2.5,3.4,2.3,2.3,3.45,2.5,2.4,3.4,2.4,2.35,3.3,2.35,2.25,3.5,2.5,2.38,3.5,2.38,2.37,3.5,2.37,2.4,1.41,-0.5,,,,,,,,,,,
SC2,15/01/05,Forfar,Stirling,4,1,H,2,0,H,2.37,3.5,2.37,2.35,3.2,2.6,2.35,3.5,2.4,2.35,3.3,2.35,2.5,3.5,2.25,2.38,3.5,2.38,2.3,3.6,2.4,2.35,1.42,-0.5,,,,,,,,,,,
SC2,15/01/05,Morton,Arbroath,2,0,H,1,0,H,1.53,3.75,4.75,1.5,3.75,5.25,1.55,3.8,4.6,1.5,3.7,4.6,1.5,3.6,5.5,1.53,3.75,4.8,1.57,3.75,4.5,1.55,2.08,-0.5,,,,,,,,,,,
