Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Attendance,Referee,HS,AS,HST,AST,HHW,AHW,HC,AC,HF,AF,HO,AO,HY,AY,HR,AR,HBP,ABP,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,SYH,SYD,SYA,WHH,WHD,WHA
SC0,04/08/01,Rangers,Livingston,0,0,D,0,0,D,47805,A. Freeland,5,6,2,1,0,1,6,2,16,12,1,0,2,1,0,0,20,10,,,,1.15,5.5,11,1.22,5,10,1.14,6,13,1.17,5.5,12,1.16,5.5,11
SC0,04/08/01,St Johnstone,Dunfermline,0,2,A,0,1,A,4701,K. E. Toner,8,7,4,4,1,0,8,1,12,13,2,3,0,1,0,0,0,10,,,,2.1,2.9,2.9,2.25,3.4,2.62,2.25,3.2,2.8,2.2,3.4,2.75,2,3.4,3
SC0,11/08/01,Celtic,Hearts,2,0,H,1,0,H,58423,W. S. G. Young,12,6,4,1,0,0,7,2,7,11,3,1,0,0,0,0,0,0,,,,1.25,4.3,8,1.17,5.5,12,,,,1.2,5.5,10,1.16,5.5,12
SC0,11/08/01,Dundee,Livingston,1,0,H,1,0,H,7712,T. M. McCurry ,9,15,5,7,0,1,6,7,16,14,1,4,2,1,0,0,20,10,,,,2,2.9,3,1.8,3.4,3.6,,,,2,3.5,3,1.9,3.25,3.4
SC0,11/08/01,Dunfermline,Rangers,1,4,A,0,2,A,10902,D. G. McDonald,7,18,2,14,0,0,2,11,18,13,1,0,1,1,1,0,35,10,,,,3.9,3.2,1.65,5,3.5,1.57,,,,5.5,3.5,1.53,4.5,3.5,1.61
SC0,11/08/01,Hibernian,Aberdeen,2,0,H,2,0,H,13150,J Rowbotham,14,4,6,1,0,0,8,5,15,18,2,7,2,3,0,0,20,30,,,,1.6,3.2,4.2,1.61,3.5,4.5,,,,1.67,3.4,4.5,1.61,3.5,4.5
SC0,11/08/01,St Johnstone,Dundee United,0,1,A,0,1,A,5156,K. W. Clark,14,11,4,7,0,0,10,1,16,14,2,5,2,3,0,0,20,30,,,,2.3,2.9,2.5,2.25,3.5,2.5,,,,2.38,3.25,2.6,2.37,3.1,2.62
SC0,12/08/01,Motherwell,Kilmarnock,2,2,D,1,1,D,5188,T. Brown,6,11,3,8,0,1,4,2,20,17,6,3,5,2,0,1,50,45,,,,2.4,2.9,2.4,2.5,3.25,2.4,,,,2.5,3.4,2.38,2.62,3.25,2.3
SC0,18/08/01,Aberdeen,Motherwell,4,2,H,2,2,D,10988,D. Somers,11,7,9,5,0,1,12,4,15,17,2,0,2,4,0,0,20,40,,,,2,2.9,3,2.1,3.2,3,,,,2.1,3.25,3,2,3.2,3.2
SC0,18/08/01,Dundee United,Dunfermline,3,2,H,2,0,H,7260,S. Dougal,11,8,8,4,0,0,0,6,17,20,6,1,2,4,0,0,20,40,,,,2,2.9,3,1.91,3.25,3.4,,,,1.91,3.4,3.4,1.83,3.3,3.6
SC0,18/08/01,Hearts,Dundee,3,1,H,3,0,H,12259,K. E. Toner,12,13,6,2,0,0,0,10,15,16,4,16,0,3,0,0,0,30,,,,1.85,3,3.3,2,3.2,3.2,,,,2.1,3.25,3,1.9,3.2,3.5
SC0,18/08/01,Kilmarnock,St Johnstone,2,1,H,2,0,H,6486,I. M. Fyfe,8,12,3,6,0,0,5,6,19,13,5,1,3,3,0,0,30,30,,,,1.6,3.2,4.2,1.61,3.5,4.5,,,,1.67,3.4,4.5,1.66,3.3,4.5
SC0,18/08/01,Livingston,Celtic,0,0,D,0,0,D,10000,H. Dallas,6,3,1,2,0,0,0,3,14,7,2,3,3,0,1,0,55,0,,,,5,3.5,1.45,8,4,1.33,,,,7.5,4.33,1.33,7,4,1.36
SC0,18/08/01,Rangers,Hibernian,2,2,D,1,1,D,45940,J. R. Underhill,10,7,9,4,0,0,9,5,12,14,2,1,1,5,0,0,10,50,,,,1.4,3.6,5.5,1.67,3,5.5,,,,1.33,4.33,7.5,1.4,3.75,7
SC0,25/08/01,Dunfermline,Hearts,0,1,A,0,0,D,6992,T. M. McCurry,9,11,3,4,1,0,5,6,17,11,2,2,3,1,0,0,30,10,,,,2.3,2.9,2.5,2.5,3.25,2.4,,,,2.6,3.25,2.38,2.62,3.1,2.37
SC0,25/08/01,Hibernian,Celtic,1,4,A,0,4,A,14701,K. W. Clark,13,9,7,5,0,0,4,9,17,17,0,2,2,2,0,0,20,20,,,,3.3,3,1.85,4.33,3.4,1.67,,,,5,3.6,1.57,5,3.5,1.57
SC0,25/08/01,Motherwell,Livingston,0,0,D,0,0,D,4828,R. Orr ,9,15,2,5,1,0,5,10,17,25,2,2,1,0,0,0,10,0,,,,2.2,2.9,2.7,2.4,3.25,2.5,,,,2.25,3.25,2.75,2.5,3.1,2.5
SC0,25/08/01,St Johnstone,Aberdeen,1,1,D,0,1,A,5459,D. G. McDonald,4,14,4,4,0,0,4,5,20,26,5,5,3,4,0,0,30,40,,,,2.2,2.9,2.7,2.4,3.25,2.5,,,,2.5,3.2,2.5,2.37,3.1,2.62
SC0,26/08/01,Dundee United,Kilmarnock,0,2,A,0,1,A,7404,A. Freeland,9,6,6,3,0,0,7,4,13,17,7,3,2,2,0,0,20,20,,,,2.1,2.9,2.9,2.25,3.5,2.5,,,,2.1,3.25,3,2.1,3.2,3
SC0,26/08/01,Rangers,Dundee,2,0,H,1,0,H,48030,J Rowbotham,15,14,5,4,0,0,5,2,19,11,1,2,0,2,1,1,25,45,,,,1.25,4.3,8,1.36,3.75,8,,,,1.29,4.5,8.5,1.33,4,8
SC0,08/09/01,Aberdeen,Kilmarnock,2,0,H,0,0,D,10735,K. W. Clark,8,7,3,2,0,0,5,3,17,14,6,4,1,1,0,0,10,10,,,,2.4,2.9,2.4,,,,2.6,3.25,2.38,2.5,3.4,2.38,2.5,3.1,2.5
SC0,08/09/01,Celtic,Dunfermline,3,1,H,2,0,H,57956,J. R. Underhill,12,8,7,5,1,0,7,5,10,11,2,0,1,2,0,0,10,20,,,,1.2,4.7,9,,,,1.17,5.5,13,1.17,5.5,13,1.16,5.5,12
SC0,08/09/01,Dundee,St Johnstone,1,1,D,1,0,H,7050,W. S. G. Young,13,9,5,6,1,1,5,7,11,12,2,2,0,1,0,0,0,10,,,,1.75,3.1,3.6,,,,1.67,3.4,4.5,1.67,3.5,4.33,1.66,3.3,4.5
SC0,08/09/01,Hearts,Rangers,2,2,D,1,1,D,14014,H. Dallas,10,14,6,7,0,0,7,4,13,12,2,2,2,1,0,0,20,10,,,,3.6,3.1,1.75,4,3.4,1.73,5,3.4,1.6,4.5,3.4,1.67,4.5,3.3,1.66
SC0,08/09/01,Livingston,Dundee United,2,0,H,0,0,D,6107,T. Brown,11,10,7,4,0,0,7,5,18,17,6,0,0,3,0,0,0,30,,,,2.1,2.9,2.9,,,,2.2,3.2,2.88,2.2,3.25,2.8,2.2,3.2,2.8
SC0,08/09/01,Motherwell,Hibernian,1,3,A,1,1,D,5784,S. Dougal,12,16,4,9,1,0,2,6,20,20,1,1,2,3,0,0,20,30,,,,2.7,2.9,2.2,,,,2.75,3.25,2.25,2.75,3.25,2.25,2.75,3.2,2.25
SC0,15/09/01,Aberdeen,Dundee United,2,1,H,0,0,D,12948,K. E. Toner,17,12,5,6,1,1,7,3,11,14,1,1,0,1,0,2,0,60,,,,2,2.9,3,,,,2.25,3.2,2.8,2.25,3.25,2.75,2.1,3.2,3
SC0,15/09/01,Dundee,Celtic,0,4,A,0,1,A,9842,A. Freeland,8,13,3,7,0,0,7,5,20,18,3,3,3,2,1,0,55,20,,,,4.7,3.4,1.5,7,4,1.36,7.5,4,1.36,7.5,4.33,1.33,8,3.75,1.36
SC0,15/09/01,St Johnstone,Livingston,2,2,D,1,2,A,3817,S. Dougal,8,6,6,5,0,0,1,4,11,17,4,2,2,2,0,1,20,45,,,,2.4,2.9,2.4,,,,2.5,3.2,2.5,2.6,3.25,2.38,2.5,3.1,2.5
SC0,16/09/01,Hibernian,Dunfermline,5,1,H,3,1,H,11035,H. Dallas,18,4,12,3,0,0,10,4,9,10,2,2,1,3,0,1,10,55,,,,1.5,3.4,4.7,1.53,3.5,5.5,1.57,3.4,5.5,1.5,3.5,6,1.53,3.4,5.5
SC0,16/09/01,Kilmarnock,Hearts,1,0,H,0,0,D,7564,D. G. McDonald,9,3,6,3,0,0,9,5,16,11,4,6,1,1,0,0,10,10,,,,2.2,2.9,2.7,2.1,3.4,2.8,2.38,3.2,2.62,2.5,3.2,2.5,2.5,3.1,2.5
SC0,16/09/01,Rangers,Motherwell,3,0,H,1,0,H,47137,T. M. McCurry,21,4,12,3,1,0,5,2,7,22,1,0,1,7,0,0,10,70,,,,1.2,4.7,9,1.2,5,11,1.2,5.5,10,1.2,5.5,10,1.16,5.5,12
SC0,22/09/01,Celtic,Aberdeen,2,0,H,0,0,D,59197,T. M. McCurry,18,3,8,0,1,0,6,0,10,18,2,3,0,4,0,0,0,40,,,,1.2,4.7,9,1.17,5.5,12,1.2,5.5,10,1.17,6,11,1.2,5.5,9
SC0,22/09/01,Dundee United,Rangers,1,6,A,1,1,D,11117,W. S. G. Young,8,18,3,8,0,1,1,10,13,12,2,5,0,0,0,0,0,0,,,,4.2,3.2,1.6,6,3.4,1.5,6,3.5,1.5,5.5,3.5,1.53,6,3.4,1.5
SC0,22/09/01,Dunfermline,Livingston,1,2,A,1,0,H,4516,I. M. Fyfe,18,10,9,5,1,0,4,5,13,16,0,1,2,2,0,0,20,20,,,,2.3,2.9,2.5,2.6,3.2,2.37,2.5,3.2,2.5,2.5,3.2,2.5,2.6,3.1,2.4
SC0,22/09/01,Motherwell,Hearts,2,0,H,1,0,H,4808,G. P. Mitchell,10,7,5,2,0,0,3,3,17,16,10,6,3,2,0,0,30,20,,,,2.7,2.9,2.2,3,3.2,2.1,2.75,3.25,2.25,2.75,3.25,2.25,2.8,3.2,2.2
SC0,23/09/01,Hibernian,St Johnstone,4,0,H,1,0,H,10404,D. G. McDonald,14,5,8,3,0,0,5,2,13,19,5,3,1,3,0,0,10,30,,,,1.4,3.6,5.5,1.4,3.75,7,1.5,3.5,6,1.4,4,6.5,1.5,3.4,6
SC0,23/09/01,Kilmarnock,Dundee,0,1,A,0,1,A,7052,T. Brown,4,3,1,1,0,0,6,0,17,13,6,4,3,2,0,0,30,20,,,,1.65,3.2,3.9,1.73,3.5,3.75,1.91,3.25,3.5,1.91,3.4,3.4,1.9,3.2,3.5
SC0,29/09/01,Dundee,Aberdeen,1,4,A,1,1,D,8359,J. R. Underhill,10,8,7,6,0,0,8,7,5,19,0,10,3,5,0,0,30,50,,,,2,2.9,3,,,,2,3.25,3.25,2,3.25,3.25,2,3.2,3.2
SC0,29/09/01,Hearts,Dundee United,1,2,A,0,0,D,11034,J Rowbotham,11,11,4,5,0,0,6,5,10,22,4,1,1,2,0,0,10,20,,,,1.6,3.2,4.2,,,,1.8,3.4,3.75,1.8,3.25,4,1.72,3.2,4.33
SC0,29/09/01,St Johnstone,Motherwell,2,3,A,1,1,D,3269,H. Dallas,9,6,6,4,0,0,6,5,13,11,3,4,2,0,0,0,20,0,,,,2.2,2.9,2.7,,,,2.25,3.25,2.75,2.25,3.25,2.75,2.25,3.2,2.75
SC0,30/09/01,Dunfermline,Kilmarnock,0,2,A,0,1,A,5111,S. Dougal,6,9,1,4,1,0,6,3,14,13,7,6,2,1,0,0,20,10,,,,2.5,2.9,2.3,2.62,3.4,2.25,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.1,2.5
SC0,30/09/01,Livingston,Hibernian,1,0,H,0,0,D,10016,R. Orr,11,7,4,3,1,0,9,5,11,14,4,4,3,1,0,0,30,10,,,,2.4,2.9,2.4,2.6,3.2,2.37,2.5,3.2,2.5,2.5,3.4,2.38,2.37,3.1,2.62
SC0,30/09/01,Rangers,Celtic,0,2,A,0,1,A,50097,K. W. Clark,14,9,5,8,0,0,8,4,18,21,1,0,2,3,1,0,45,30,,,,2.3,2.9,2.5,2.4,3.25,2.5,2.5,3.2,2.5,2.6,3.2,2.38,2.75,2.9,2.4
SC0,13/10/01,Dundee United,Hibernian,3,1,H,0,1,A,7950,J. R. Underhill,10,11,6,5,0,0,6,5,21,11,3,4,2,1,0,0,20,10,,,,2.4,2.9,2.4,,,,,,,2.6,3.2,2.38,2.62,3.25,2.3
SC0,13/10/01,Dunfermline,Dundee,1,0,H,1,0,H,5094,K. W. Clark,8,9,4,3,0,0,6,9,18,19,4,2,2,2,0,0,20,20,,,,2.4,2.9,2.4,,,,,,,2.5,3.2,2.5,2.5,3.1,2.5
SC0,13/10/01,Hearts,St Johnstone,3,0,H,2,0,H,10735,T. Brown,13,4,9,1,0,0,5,6,15,11,2,2,0,0,0,0,0,0,,,,1.55,3.3,4.5,,,,,,,1.62,3.6,4.5,1.57,3.5,5
SC0,13/10/01,Livingston,Aberdeen,2,2,D,1,0,H,6393,W. S. G. Young,7,12,3,6,0,1,4,7,9,11,4,2,1,1,0,0,10,10,,,,2,2.9,3,,,,,,,1.91,3.4,3.4,1.72,3.25,4.2
SC0,13/10/01,Motherwell,Celtic,1,2,A,0,1,A,9933,J Rowbotham ,11,20,5,8,0,0,8,7,18,19,1,0,3,2,0,0,30,20,,,,5,3.5,1.45,,,,,,,8.5,5,1.25,8,4.5,1.28
SC0,13/10/01,Rangers,Kilmarnock,3,1,H,2,0,H,49379,D. G. McDonald,20,3,13,1,0,0,8,0,12,13,10,0,0,1,0,0,0,10,,,,1.35,3.8,6.2,,,,,,,1.3,4.5,8,1.3,4.33,8
SC0,20/10/01,Aberdeen,Dunfermline,3,2,H,3,0,H,11195,D. G. McDonald,21,12,11,5,2,0,11,3,14,20,1,1,1,3,0,0,10,30,1.7,3.3,4.5,1.7,3.1,3.8,,,,,,,1.73,3.5,4,1.72,3.25,4.2
SC0,20/10/01,Celtic,Dundee United,5,1,H,2,0,H,59000,R. Orr,12,4,7,2,0,0,10,4,10,7,1,1,0,0,0,0,0,0,1.2,5.35,11,1.2,4.7,9,,,,,,,1.17,6,11,1.16,5.5,12
SC0,20/10/01,Kilmarnock,Livingston,1,5,A,1,2,A,7346,A. Freeland,10,12,3,8,0,0,4,4,15,7,4,4,2,1,0,0,20,10,2.27,3.2,2.75,2,2.9,3,,,,,,,2.2,3.25,2.8,2.2,3.25,2.75
SC0,21/10/01,Hibernian,Hearts,2,1,H,2,0,H,13774,T. M. McCurry,14,5,6,1,0,0,4,4,27,21,7,1,2,2,0,0,20,20,1.9,3.25,3.5,2.1,2.9,2.9,,,,,,,1.91,3.25,3.5,1.9,3.2,3.5
SC0,21/10/01,St Johnstone,Rangers,0,2,A,0,1,A,8351,S. Dougal,8,11,4,6,0,1,1,10,13,15,1,4,2,4,0,0,20,40,7.4,4,1.33,5.5,3.6,1.4,,,,,,,8.5,4.5,1.29,9.5,4,1.3
SC0,27/10/01,Aberdeen,Hearts,3,2,H,2,1,H,13883,I. M. Fyfe,17,11,8,8,2,0,10,5,20,21,5,2,2,4,1,2,45,90,1.95,3.2,3.45,2.1,2.9,2.9,,,,1.91,3.25,3.5,1.83,3.4,3.6,2,3.2,3.2
SC0,27/10/01,Celtic,Kilmarnock,1,0,H,0,0,D,58897,D. Somers,17,6,8,2,1,0,6,0,14,23,4,2,2,5,0,0,20,50,1.15,5.65,12,1.25,4.3,8,,,,1.18,5.5,12,1.14,6,13,1.16,5.5,12
SC0,27/10/01,Dundee United,Motherwell,1,1,D,1,0,H,6343,K. W. Clark,11,6,7,3,1,0,10,3,17,21,2,4,1,2,0,0,10,20,1.8,3.25,4,1.85,3,3.3,,,,1.8,3.25,4,1.8,3.25,4,1.72,3.5,3.8
SC0,27/10/01,Dunfermline,St Johnstone,2,1,H,0,1,A,4449,J Rowbotham,20,7,6,3,0,0,6,3,14,6,3,6,2,0,0,0,20,0,1.82,3.25,3.85,1.8,3,3.5,,,,1.83,3.25,3.75,1.83,3.4,3.6,1.8,3.3,3.75
SC0,27/10/01,Hibernian,Dundee,1,2,A,1,1,D,11185,W. S. G. Young,17,6,7,2,0,0,5,4,13,12,0,3,2,3,1,0,45,30,1.65,3.5,4.5,1.55,3.3,4.5,,,,1.67,3.4,4.5,1.57,3.6,5,1.61,3.3,5
SC0,27/10/01,Livingston,Rangers,0,2,A,0,1,A,10012,J. R. Underhill,7,17,3,10,0,2,5,3,11,13,1,0,2,1,1,0,45,10,4.3,3.3,1.7,3.3,3,1.85,,,,4.5,3.25,1.7,4.5,3.4,1.67,4.5,3.3,1.66
SC0,30/10/01,Dundee,Motherwell,3,1,H,1,1,D,,K. E. Toner,10,7,5,5,0,0,4,5,11,16,6,6,1,1,0,0,10,10,1.87,3.25,3.65,2,2.9,3,,,,1.83,3.25,3.75,1.91,3.25,3.5,1.83,3.3,3.6
SC0,03/11/01,Dundee,Dundee United,1,1,D,1,1,D,11751,S. Dougal,10,8,3,5,1,0,11,1,15,17,4,10,4,3,1,0,65,30,2.3,3.15,2.75,2.4,2.9,2.4,,,,2.25,3.2,2.8,2.25,3.2,2.8,2.3,3.1,2.75
SC0,03/11/01,Hearts,Livingston,1,3,A,0,2,A,12173,K. E. Toner,11,15,7,8,0,1,10,5,18,11,2,7,2,0,0,0,20,0,2.3,3.15,2.75,2.1,2.9,2.9,,,,2.38,3.2,2.62,2.38,3.4,2.5,2.3,3.25,2.62
SC0,03/11/01,Kilmarnock,Hibernian,0,0,D,0,0,D,7460,T. Brown,8,5,3,4,0,0,3,11,13,15,0,8,0,4,0,0,0,40,2.4,3.1,2.65,2.2,2.9,2.7,,,,2.4,3.2,2.6,2.38,3.2,2.6,2.4,3.1,2.6
SC0,03/11/01,Motherwell,Dunfermline,1,0,H,0,0,D,4578,A. Freeland,12,12,5,3,0,0,6,6,9,10,4,2,1,3,0,0,10,30,1.92,3.25,3.5,2.1,2.9,2.9,,,,2,3.25,3.25,1.91,3.4,3.4,2,3.2,3.2
SC0,03/11/01,St Johnstone,Celtic,1,2,A,1,1,D,9031,D. G. McDonald,7,11,3,4,0,0,5,11,19,15,2,2,0,3,0,0,0,30,9,5,1.25,7,4,1.3,,,,9,5,1.25,8.5,5.5,1.22,9.5,5,1.22
SC0,04/11/01,Rangers,Aberdeen,2,0,H,2,0,H,49739,T. M. McCurry,24,6,12,3,1,0,6,3,14,23,4,1,1,3,0,0,10,30,1.25,5,9,1.25,4.3,8,,,,1.25,5,9,1.25,5,8.5,1.22,5,9.5
SC0,10/11/01,Aberdeen,Motherwell,1,0,H,1,0,H,11490,W. S. G. Young,9,10,6,4,0,0,6,7,13,18,2,8,1,1,0,0,10,10,1.67,3.45,4.5,1.75,3.1,3.6,,,,1.62,3.5,4.75,1.67,3.5,4.33,1.66,3.4,4.33
SC0,10/11/01,Dundee United,Dunfermline,0,2,A,0,1,A,6214,T. M. McCurry,15,8,6,5,0,0,10,6,21,19,2,0,0,0,0,0,0,0,1.75,3.35,4.15,1.8,3,3.5,,,,1.73,3.25,4.33,1.8,3.25,4,1.66,3.3,4.5
SC0,10/11/01,Hearts,Dundee,2,0,H,0,0,D,10374,A. Freeland,12,8,5,3,0,0,2,3,21,11,5,2,3,2,0,0,30,20,2.15,3.15,3,1.9,2.9,3.2,,,,2.25,3.25,2.75,2.25,3.25,2.75,2.25,3.3,2.62
SC0,10/11/01,Kilmarnock,St Johnstone,0,1,A,0,1,A,6008,J Rowbotham,10,7,5,4,1,0,6,7,9,15,5,6,1,2,0,0,10,20,1.57,3.5,5.25,1.6,3.2,4.2,,,,1.67,3.4,4.5,1.73,3.5,4,1.66,3.3,4.5
SC0,17/11/01,Aberdeen,Hibernian,2,0,H,0,0,D,12511,K. W. Clark,13,6,7,2,1,0,5,0,19,11,1,1,1,2,0,0,10,20,2.05,3.2,3.15,2.2,2.9,2.7,,,,2,3.2,3.3,2,3.25,3.25,2,3.2,3.2
SC0,17/11/01,Dundee United,St Johnstone,2,1,H,0,0,D,6624,D. Somers,11,8,3,3,3,0,2,8,17,18,3,3,2,1,1,1,45,35,1.7,3.4,4.3,1.8,3,3.5,,,,1.85,3.4,3.6,1.73,3.5,4,1.72,3.4,4
SC0,17/11/01,Hearts,Celtic,0,1,A,0,1,A,15570,T. M. McCurry,7,4,4,3,0,0,7,10,21,18,0,1,0,2,0,0,0,20,6.2,4,1.42,4.4,3.6,1.5,,,,7.5,4,1.36,6.5,4.33,1.36,8,3.75,1.36
SC0,17/11/01,Kilmarnock,Motherwell,2,0,H,1,0,H,6813,S. Dougal,19,6,8,2,0,0,7,5,19,14,4,3,1,1,0,0,10,10,1.95,3.2,3.45,1.9,3,3.1,,,,1.95,3.25,3.4,1.91,3.4,3.4,1.9,3.4,3.25
SC0,17/11/01,Livingston,Dundee,1,0,H,0,0,D,6112,J Rowbotham,9,11,5,2,0,1,3,4,6,13,2,3,1,2,1,1,35,45,1.85,3.3,3.65,1.8,3,3.5,,,,1.8,3.25,4,1.67,3.4,4.5,1.72,3.4,4
SC0,17/11/01,Rangers,Dunfermline,4,0,H,1,0,H,48554,J. R. Underhill,17,5,9,2,0,0,6,1,14,16,1,2,0,1,0,4,0,110,1.15,5.75,14,1.2,4.7,9,,,,1.18,5.5,11,1.17,6,11,1.16,5.5,12
SC0,24/11/01,Dundee,Hearts,1,1,D,0,1,A,7219,W. S. G. Young,8,6,5,3,0,2,8,4,11,12,7,8,0,0,0,0,0,0,2,3.25,3.25,2.1,2.9,2.9,,,,2.1,3.25,3.1,2.1,3.25,3,2,3.2,3.2
SC0,24/11/01,Dunfermline,Dundee United,1,1,D,0,0,D,4891,T. Brown,9,9,5,4,0,0,5,6,14,12,2,0,1,1,0,0,10,10,2.3,3.25,2.7,2.3,2.9,2.5,,,,2.2,3.25,2.8,2.25,3.25,2.75,2.25,3.2,2.75
SC0,24/11/01,Hibernian,Livingston,0,3,A,0,2,A,11146,I. M. Fyfe,13,10,5,4,1,1,6,5,13,15,2,3,1,1,0,0,10,10,2.25,3.25,2.75,2.2,2.9,2.7,,,,2.3,3.2,2.7,2.38,3.2,2.6,2.3,3.25,2.62
SC0,24/11/01,Motherwell,Aberdeen,3,2,H,2,1,H,7302,K. E. Toner,7,11,6,5,0,0,8,6,25,17,1,1,5,1,0,0,50,10,2.52,3.2,2.47,2.4,2.9,2.4,,,,2.5,3.2,2.5,2.6,3.2,2.38,2.5,3.25,2.4
SC0,24/11/01,St Johnstone,Kilmarnock,1,0,H,1,0,H,3711,A. Freeland,14,9,6,3,0,0,4,7,13,12,8,7,3,4,0,0,30,40,2.47,3.2,2.52,2.4,2.9,2.4,,,,2.4,3.2,2.6,2.38,3.2,2.6,2.5,3.1,2.5
SC0,25/11/01,Celtic,Rangers,2,1,H,0,0,D,59609,S. Dougal,6,8,4,3,0,1,3,9,15,14,2,0,2,3,0,0,20,30,2.03,3.15,3.3,2,3.1,3.2,2,3.2,3.2,2,3.25,3.25,2.1,3.25,3,2,3.2,3.2
SC0,01/12/01,Aberdeen,St Johnstone,1,0,H,1,0,H,17369,J. R. Underhill,14,8,8,3,1,1,2,4,17,18,6,3,1,0,0,0,10,0,1.53,3.6,5.5,1.65,3.2,3.9,,,,1.53,3.5,5.5,1.53,3.5,5.5,1.57,3.5,5
SC0,01/12/01,Celtic,Hibernian,3,0,H,2,0,H,59415,W. S. G. Young,14,8,7,4,1,0,7,5,10,12,2,2,2,0,0,0,20,0,1.2,5.45,10,1.25,4.3,8,,,,1.2,5.5,10,1.17,5.5,13,1.22,5,9.5
SC0,01/12/01,Dundee,Rangers,0,0,D,0,0,D,11085,D. G. McDonald,9,9,3,1,1,0,6,9,12,12,2,9,1,1,0,0,10,10,7,3.8,1.41,5.4,3.8,1.45,,,,6.5,4,1.4,6.5,4.33,1.36,8,3.75,1.36
SC0,01/12/01,Hearts,Dunfermline,1,1,D,0,0,D,11176,R. Orr,11,9,3,6,0,0,9,4,16,16,2,1,1,4,0,0,10,40,1.8,3.4,3.75,1.7,3.1,3.8,,,,1.75,3.4,4,1.83,3.4,3.6,1.8,3.4,3.6
SC0,01/12/01,Kilmarnock,Dundee United,2,0,H,1,0,H,6130,J Rowbotham,7,6,4,2,1,0,2,6,11,20,4,6,0,2,0,0,0,20,2.2,3.2,2.9,2.1,2.9,2.9,,,,2.25,3.25,2.75,2.25,3.25,2.75,2.2,3.25,2.75
