Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Attendance,Referee,HS,AS,HST,AST,HHW,AHW,HC,AC,HF,AF,HO,AO,HY,AY,HR,AR,HBP,ABP,LBH,LBD,LBA,WHH,WHD,WHA
SC3,23/09/00,Brechin,East Fife,3,1,H,2,1,H,403,Calum Murray,14,10,9,7,0,0,7,4,17,13,1,7,0,0,0,0,0,0,2.1,3.5,2.75,2.2,3.5,2.62
SC3,23/09/00,Dumbarton,Cowdenbeath,2,4,A,1,1,D,348,Craig Thompson,14,10,5,6,1,0,8,4,10,14,8,5,3,3,0,0,30,30,3.5,3.5,1.8,4.33,3.6,1.61
SC3,23/09/00,East Stirling,Albion Rvs,1,1,D,0,0,D,271,Tom Brown,15,13,7,7,1,0,2,9,21,17,2,8,3,1,0,0,30,10,1.83,3.6,3.25,1.8,3.6,3.4
SC3,23/09/00,Elgin,Montrose,1,1,D,1,1,D,816,John Rowbotham,13,6,5,6,1,0,2,3,7,10,3,2,0,2,0,0,0,20,2,3.6,2.85,2.2,3.5,2.62
SC3,23/09/00,Hamilton,Peterhead,3,0,H,2,0,H,369,Cammy Melville,12,3,6,1,1,0,6,2,8,8,2,3,0,0,0,0,0,0,1.7,3.75,3.5,1.72,3.6,3.75
SC3,30/09/00,Albion Rvs,Peterhead,0,0,D,0,0,D,358,Calum Murray,10,4,1,1,1,0,4,4,13,20,5,6,2,3,0,0,20,30,2.75,3.5,2.1,2.25,3.5,2.5
SC3,30/09/00,Brechin,East Stirling,4,1,H,1,0,H,342,Alan Freeland,11,7,7,2,0,0,2,9,10,5,7,3,1,1,0,0,10,10,1.65,3.6,4,1.72,3.6,3.75
SC3,30/09/00,Cowdenbeath,Montrose,2,0,H,0,0,D,374,Charlie Richmond,13,3,5,1,2,0,7,5,9,7,4,0,1,2,0,0,10,20,1.45,4,5.5,1.4,3.75,7
SC3,30/09/00,East Fife,Hamilton,1,2,A,0,0,D,549,Steve Conroy,11,14,3,5,0,0,3,5,19,21,5,5,2,3,0,0,20,30,2.35,3.5,2.35,2.5,3.5,2.25
SC3,30/09/00,Elgin,Dumbarton,2,0,H,0,0,D,752,Brian McGarry,9,9,4,3,0,0,4,2,12,12,1,3,1,1,0,0,10,10,2.35,3.5,2.35,2.37,3.5,2.37
SC3,07/10/00,Dumbarton,East Fife,2,3,A,1,2,A,256,Eddie Mack,7,11,5,4,0,0,2,4,13,15,0,6,2,1,0,0,20,10,2.85,3.6,2,2.87,3.6,2
SC3,07/10/00,East Stirling,Elgin,0,2,A,0,1,A,248,G P Thompson,7,14,3,6,1,1,6,3,12,27,2,7,0,4,0,0,0,40,1.85,3.5,3.4,1.83,3.5,3.4
SC3,07/10/00,Hamilton,Brechin,4,1,H,1,1,D,422,Alan Gemmill,14,6,7,1,0,0,2,5,16,14,4,3,2,2,0,0,20,20,2.1,3.5,2.75,2.1,3.5,2.75
SC3,07/10/00,Montrose,Albion Rvs,0,2,A,0,1,A,234,John Gilmore,6,14,4,6,0,0,3,11,8,11,5,3,3,1,0,0,30,10,2.35,3.5,2.35,2.62,3.5,2.2
SC3,07/10/00,Peterhead,Cowdenbeath,3,0,H,2,0,H,653,Campell Carson,9,13,5,8,0,0,7,11,12,10,1,4,2,4,1,0,45,40,3.2,3.5,1.9,3.4,3.5,1.83
SC3,14/10/00,Cowdenbeath,East Stirling,3,0,H,2,0,H,389,Brian Cassidy,10,7,5,3,0,1,10,3,12,7,2,3,1,1,0,0,10,10,1.6,4,4,1.57,3.75,4.5
SC3,14/10/00,Dumbarton,Hamilton,2,3,A,1,1,D,368,Ian Frickleton,9,15,6,6,1,0,7,8,18,8,1,4,5,3,0,0,50,30,4,3.6,1.65,5,3.8,1.5
SC3,14/10/00,East Fife,Albion Rvs,0,0,D,0,0,D,425,John Underhill,7,5,5,2,0,0,10,4,6,11,3,5,0,2,0,0,0,20,1.8,3.5,3.5,1.9,3.6,3.1
SC3,14/10/00,Elgin,Brechin,2,2,D,0,0,D,834,Cammy Melville,8,5,5,4,0,0,7,2,14,7,0,0,2,1,0,0,20,10,2.85,3.6,2,3.5,3.5,1.8
SC3,14/10/00,Montrose,Peterhead,0,2,A,0,1,A,431,Hugh Dallas,11,14,3,8,0,1,2,7,14,14,5,9,2,2,0,0,20,20,3.5,3.5,1.8,4,3.6,1.66
SC3,21/10/00,Albion Rvs,Cowdenbeath,1,0,H,1,0,H,429,G P Thompson,11,8,7,4,0,0,3,10,16,21,0,2,3,3,0,0,30,30,3.2,3.5,1.9,3.5,3.5,1.8
SC3,21/10/00,Brechin,Dumbarton,3,1,H,0,0,D,455,Douglas McDonald,15,9,10,2,0,0,4,8,11,14,4,2,3,1,0,0,30,10,1.45,4,5.5,1.5,3.8,5
SC3,21/10/00,East Stirling,Montrose,1,2,A,0,2,A,258,Dougie Smith,10,13,4,9,0,0,6,4,5,9,2,1,1,1,0,0,10,10,1.65,4,3.75,1.72,3.6,3.75
SC3,21/10/00,Hamilton,Elgin,4,1,H,1,0,H,414,George Clyde,12,4,4,2,2,1,8,8,10,12,1,1,2,3,0,0,20,30,1.5,4,5,1.57,3.75,4.5
SC3,21/10/00,Peterhead,East Fife,0,0,D,0,0,D,640,Brian Cassidy,8,9,1,3,1,1,5,11,20,12,4,2,0,2,0,0,0,20,2,3.6,2.85,2.2,3.5,2.62
SC3,24/10/00,Hamilton,East Stirling,4,0,H,2,0,H,344,Colin Hardie,19,3,10,1,0,0,6,2,12,12,5,4,0,0,0,0,0,0,1.4,4.3,5.5,1.4,3.75,7
SC3,28/10/00,Brechin,Peterhead,3,2,H,2,1,H,469,John Gilmore,12,14,8,6,1,0,4,5,12,10,7,5,2,1,0,0,20,10,1.7,3.5,3.75,1.8,3.5,3.5
SC3,28/10/00,Dumbarton,Albion Rvs,0,1,A,0,1,A,277,Steve Conroy,7,9,2,4,0,1,9,1,19,10,1,1,3,1,0,0,30,10,3.2,3.5,1.9,2.87,3.6,2
SC3,28/10/00,East Fife,Montrose,3,1,H,1,0,H,475,C Hunter,5,3,3,1,0,0,4,2,11,11,3,0,1,1,0,0,10,10,1.6,4,4,1.72,3.6,3.75
SC3,28/10/00,Elgin,Cowdenbeath,2,3,A,2,2,D,836,Tom Brown,10,9,6,6,0,0,6,10,3,9,3,7,0,0,0,0,0,0,2.75,3.5,2.1,2.87,3.6,2
SC3,04/11/00,Albion Rvs,Hamilton,1,1,D,1,0,H,608,Charlie Richmond,4,15,2,5,0,2,4,4,11,10,4,5,3,3,2,0,80,30,3,3.4,2,3.75,3.6,1.72
SC3,04/11/00,Cowdenbeath,East Fife,1,0,H,1,0,H,626,Calum Murray,8,10,2,4,1,1,5,7,13,15,4,0,1,3,0,0,10,30,1.8,3.5,3.5,1.66,3.6,4
SC3,04/11/00,East Stirling,Dumbarton,1,1,D,1,0,H,238,R.J. MacKay,9,5,4,1,0,0,3,10,10,23,5,5,0,1,0,0,0,10,2.1,3.5,2.75,2,3.6,2.87
SC3,04/11/00,Montrose,Brechin,1,1,D,0,0,D,669,Eddie Mack,4,11,2,5,0,1,3,4,13,10,7,2,1,2,0,1,10,45,4,3.6,1.65,4.33,3.6,1.61
SC3,04/11/00,Peterhead,Elgin,1,0,H,1,0,H,850,Ian Frickleton,5,8,3,2,0,0,7,4,10,17,1,1,2,0,0,0,20,0,1.7,3.5,3.75,1.83,3.6,3.3
SC3,11/11/00,Albion Rvs,East Stirling,2,1,H,1,1,D,334,Steve Conroy,12,9,5,5,0,0,3,6,16,8,2,5,1,1,0,0,10,10,1.7,3.4,3.6,1.66,3.6,4
SC3,11/11/00,Cowdenbeath,Dumbarton,1,1,D,0,1,A,341,Charlie Richmond,10,17,3,12,1,0,7,8,13,10,3,1,2,1,1,0,45,10,1.3,4.3,7,1.36,4,7
SC3,11/11/00,East Fife,Brechin,1,0,H,0,0,D,549,G P Thompson,5,3,3,3,0,0,2,4,11,5,3,2,4,1,0,0,40,10,2.5,3.5,2.25,2.75,3.5,2.1
SC3,11/11/00,Montrose,Elgin,0,0,D,0,0,D,459,Eric Martindale,13,14,6,2,0,0,7,8,9,11,3,1,1,0,0,0,10,0,2.35,3.5,2.35,2.5,3.5,2.25
SC3,11/11/00,Peterhead,Hamilton,1,1,D,1,1,D,790,Steven Kaney,8,13,4,6,1,0,5,4,7,16,3,0,2,1,1,0,45,10,2.6,3.5,2.2,2.87,3.6,2
SC3,18/11/00,Brechin,Albion Rvs,2,1,H,1,0,H,337,Ian Brines,9,12,6,8,0,0,0,4,16,19,5,3,2,3,0,0,20,30,1.9,3.25,3.4,2,3.4,3
SC3,18/11/00,Dumbarton,Montrose,1,0,H,1,0,H,238,G Evans,13,14,6,9,1,1,4,6,13,17,8,3,1,1,0,0,10,10,2.1,3.5,2.75,2.37,3.5,2.37
SC3,18/11/00,East Stirling,Peterhead,1,3,A,0,2,A,246,Craig Thompson,14,11,6,9,0,0,4,3,11,14,5,6,1,2,0,0,10,20,2.85,3.6,2,3.4,3.5,1.83
SC3,18/11/00,Elgin,East Fife,1,3,A,0,1,A,730,Alan Freeland,8,6,4,3,0,0,8,3,6,10,1,0,3,1,0,0,30,10,2.6,3.5,2.2,3.1,3.6,1.9
SC3,18/11/00,Hamilton,Cowdenbeath,0,0,D,0,0,D,598,John Gilmore,12,11,6,4,0,1,4,5,14,13,0,2,2,2,0,0,20,20,1.85,3.5,3.4,2.1,3.5,2.75
SC3,25/11/00,Albion Rvs,Montrose,3,2,H,0,0,D,311,Ian Frickleton,17,9,10,5,0,0,3,7,11,13,2,5,5,1,0,0,50,10,1.61,4,4,1.57,3.75,4.5
SC3,25/11/00,Brechin,Hamilton,0,0,D,0,0,D,483,Brian McGarry,11,9,5,5,0,0,2,6,12,7,3,6,1,0,0,0,10,0,2.25,3.5,2.5,2.1,3.6,2.7
SC3,25/11/00,Cowdenbeath,Peterhead,2,0,H,0,0,D,404,Paul Barnes,15,6,6,4,2,0,12,3,9,6,5,0,1,2,0,1,10,45,1.8,3.5,3.5,1.8,3.5,3.5
SC3,25/11/00,East Fife,Dumbarton,1,0,H,1,0,H,465,Craig MacKay,14,6,5,4,0,0,2,5,9,9,1,1,0,0,0,1,0,25,1.67,3.6,4,1.61,3.6,4.33
SC3,25/11/00,Elgin,East Stirling,1,2,A,0,0,D,629,Gary Mitchell,9,10,4,5,0,1,2,7,8,6,2,0,0,0,0,0,0,0,2.2,3.5,2.62,2.25,3.5,2.5
SC3,02/12/00,Dumbarton,Elgin,3,0,H,1,0,H,1876,Alan Gemmill,9,5,4,2,1,0,8,3,9,11,3,5,2,2,0,0,20,20,,,,2.25,3.5,2.5
SC3,02/12/00,East Stirling,Brechin,0,1,A,0,0,D,249,George Clyde,8,7,3,4,0,0,6,0,9,8,4,3,3,3,0,0,30,30,,,,3.4,3.5,1.83
SC3,02/12/00,Hamilton,East Fife,1,1,D,0,1,A,518,Calum Murray,15,5,10,4,0,0,6,8,8,16,1,1,0,3,0,1,0,55,,,,1.8,3.5,3.5
SC3,02/12/00,Montrose,Cowdenbeath,1,2,A,0,0,D,341,Eddie Mack,12,8,8,5,1,0,6,4,7,14,2,2,1,1,0,0,10,10,,,,4.5,3.75,1.57
SC3,02/12/00,Peterhead,Albion Rvs,1,2,A,1,0,H,550,I. M. Fyfe ,6,9,3,6,0,0,2,5,21,16,6,1,1,4,0,0,10,40,,,,2.25,3.5,2.5
SC3,16/12/00,Brechin,Elgin,2,1,H,1,0,H,333,Steve Conroy,6,6,4,3,1,1,9,1,7,21,3,3,1,4,0,0,10,40,1.4,4.33,5.5,1.4,4.33,5.5
SC3,16/12/00,Hamilton,Dumbarton,2,0,H,0,0,D,485,Tom Brown,8,9,3,5,0,0,7,9,16,18,5,3,3,2,0,0,30,20,1.61,3.5,4.5,1.5,3.8,5
SC3,23/12/00,Albion Rvs,East Fife,1,2,A,0,1,A,372,Eddie Mack,9,9,3,5,0,0,4,5,16,11,3,3,5,3,0,0,50,30,,,,,,
SC3,23/12/00,Cowdenbeath,Brechin,2,1,H,0,1,A,434,Dougie Smith,11,11,4,4,0,1,4,3,14,13,3,4,1,2,0,1,10,45,2,3.4,3,2.2,3.5,2.62
SC3,23/12/00,Dumbarton,Peterhead,1,3,A,1,2,A,821,John Rowbotham,12,12,4,8,0,0,6,2,13,11,2,4,2,1,0,0,20,10,2.5,3.5,2.25,2.75,3.5,2.1
SC3,26/12/00,East Fife,East Stirling,3,1,H,1,0,H,492,Eric Martindale,10,5,6,1,0,0,7,4,9,8,3,4,2,2,0,0,20,20,,,,1.66,3.6,4
SC3,30/12/00,Peterhead,Brechin,0,2,A,0,2,A,835,Kevin Toner,12,16,5,4,0,0,6,3,11,12,4,2,0,2,0,0,0,20,2.37,3.5,2.37,2.75,3.5,2.1
SC3,02/01/01,Dumbarton,East Stirling,3,0,H,1,0,H,658,Ian Brines,6,12,4,6,0,0,5,7,15,14,4,5,1,0,0,0,10,0,2.25,3.5,2.5,2.37,3.5,2.37
SC3,02/01/01,East Fife,Cowdenbeath,1,2,A,1,1,D,1003,John Gilmore,10,5,2,5,0,0,3,5,9,7,5,5,1,1,0,0,10,10,2.1,3.5,2.75,2.25,3.5,2.5
SC3,02/01/01,Hamilton,Albion Rvs,3,2,H,1,0,H,540,Steve Conroy,14,7,7,3,0,0,7,6,11,17,4,1,1,1,0,0,10,10,1.67,3.6,4,1.66,3.6,4
SC3,13/01/01,Peterhead,East Stirling,1,2,A,0,0,D,706,Steven Kaney,13,15,6,5,0,1,8,5,16,15,0,10,2,3,0,0,20,30,1.67,3.6,4,1.8,3.5,3.5
SC3,20/01/01,Hamilton,Peterhead,3,0,H,0,0,D,645,Cammy Melville,15,4,8,3,1,1,6,2,17,10,6,8,1,2,0,0,10,20,1.57,3.75,4.5,1.57,3.5,5
SC3,27/01/01,Albion Rvs,Dumbarton,1,3,A,0,0,D,369,Craig Thompson,14,7,6,4,1,0,8,6,16,11,3,1,4,3,0,0,40,30,,,,,,
SC3,27/01/01,East Stirling,Hamilton,1,4,A,1,1,D,346,John Rowbotham,7,18,3,9,1,0,1,6,7,7,8,9,3,1,0,0,30,10,,,,,,
SC3,03/02/01,Dumbarton,East Fife,2,0,H,1,0,H,711,George Clyde,13,8,10,1,0,0,11,5,9,10,7,5,1,1,0,0,10,10,2.62,3.5,2.2,3.4,3.5,1.83
SC3,03/02/01,East Stirling,Elgin,1,0,H,1,0,H,240,John Gilmore,11,5,3,2,0,0,3,4,7,15,4,4,0,3,0,0,0,30,2,3.6,2.87,2.1,3.5,2.75
SC3,03/02/01,Hamilton,Brechin,1,0,H,0,0,D,521,I. M. Fyfe ,12,8,6,4,0,0,3,5,19,22,3,4,0,3,0,0,0,30,1.8,3.5,3.5,1.72,3.6,3.75
SC3,03/02/01,Montrose,Albion Rvs,0,1,A,0,0,D,250,Cammy Melville,10,4,4,3,0,0,6,1,12,19,2,3,1,3,2,0,60,30,2.5,3.5,2.25,3,3.4,2
SC3,17/02/01,Albion Rvs,Elgin,0,1,A,0,0,D,287,Calum Murray,12,3,7,3,1,0,4,0,13,16,2,5,1,2,0,0,10,20,1.57,3.75,4.5,1.61,3.6,4.33
SC3,17/02/01,Brechin,Cowdenbeath,2,0,H,2,0,H,575,John Fleming,10,6,4,2,0,0,4,4,11,17,6,2,1,5,0,0,10,50,2.25,3.5,2.5,2.37,3.5,2.37
SC3,17/02/01,East Stirling,East Fife,1,0,H,1,0,H,286,Charlie Richmond,7,10,6,3,0,0,8,7,6,16,7,4,3,2,0,0,30,20,3,3.75,1.91,3.3,3.6,1.83
SC3,17/02/01,Hamilton,Montrose,1,3,A,1,2,A,411,Tom Brown,14,7,2,5,0,0,7,4,13,14,1,5,1,0,0,0,10,0,1.25,5,8,1.22,5,9
SC3,24/02/01,Cowdenbeath,Albion Rvs,1,0,H,0,0,D,311,Alan Gemmill,8,9,4,3,0,0,5,7,13,18,2,2,1,1,0,0,10,10,,,,1.5,3.8,5
SC3,24/02/01,Dumbarton,Brechin,1,0,H,0,0,D,722,John Underhill,12,14,10,7,0,0,10,3,13,6,2,6,0,0,0,0,0,0,,,,3.4,3.5,1.83
SC3,24/02/01,East Fife,Peterhead,2,1,H,0,1,A,380,John Gilmore,5,6,2,2,0,0,8,1,17,11,1,2,0,1,0,0,0,10,,,,2.1,3.5,2.75
SC3,24/02/01,Montrose,East Stirling,1,1,D,0,0,D,305,Craig Thompson,11,7,3,3,0,0,5,3,14,16,7,3,1,2,0,0,10,20,,,,2.37,3.5,2.37
SC3,06/03/01,Elgin,Peterhead,0,1,A,0,0,D,524,Ian Frickleton,5,5,1,3,0,0,2,3,16,10,0,3,5,3,1,0,75,30,,,,,,
SC3,07/03/01,Dumbarton,Cowdenbeath,3,0,H,1,0,H,507,Eric Martindale,13,7,9,3,1,0,4,3,9,6,1,1,2,1,0,1,20,35,,,,,,
SC3,10/03/01,Dumbarton,Albion Rvs,1,4,A,0,1,A,818,Eric Martindale,4,17,1,12,0,0,4,7,16,8,1,8,3,1,1,0,55,10,1.91,3.5,3.2,1.8,3.6,3.4
SC3,10/03/01,East Fife,Montrose,1,0,H,0,0,D,407,I. M. Fyfe ,6,6,2,4,0,0,2,3,17,11,6,2,2,1,0,0,20,10,1.61,4,4,1.57,3.75,4.5
SC3,10/03/01,Elgin,Cowdenbeath,0,2,A,0,0,D,676,Craig MacKay,10,9,1,5,0,0,6,7,6,8,0,3,0,0,0,0,0,0,4,3.6,1.67,4.33,3.6,1.61
SC3,10/03/01,Hamilton,East Stirling,2,2,D,1,0,H,388,Eddie Mack,22,5,11,4,0,0,4,3,13,11,1,9,3,0,0,0,30,0,1.53,3.75,5,1.5,3.8,5
SC3,13/03/01,East Stirling,Albion Rvs,1,0,H,0,0,D,196,Colin Hardie,6,14,5,6,0,0,5,8,17,11,7,1,3,5,0,0,30,50,,,,,,
SC3,13/03/01,Elgin,Dumbarton,0,3,A,0,3,A,424,Craig MacKay,8,9,5,5,0,0,3,5,12,11,0,4,4,3,0,0,40,30,,,,,,
SC3,13/03/01,Montrose,East Fife,1,1,D,0,0,D,251,Cammy Melville,13,5,5,4,0,0,7,3,13,19,2,3,0,0,0,0,0,0,,,,,,
SC3,13/03/01,Peterhead,Cowdenbeath,3,0,H,2,0,H,520,Eddie Mack,14,9,9,3,0,0,5,2,13,17,4,5,3,3,0,0,30,30,,,,,,
SC3,17/03/01,Albion Rvs,East Stirling,2,2,D,2,0,H,248,Eric Martindale,16,16,7,6,0,0,3,2,15,16,6,1,0,0,0,0,0,0,2.2,3.5,2.62,2.37,3.5,2.37
SC3,17/03/01,Cowdenbeath,Dumbarton,2,2,D,1,2,A,369,Brian McGarry,16,4,14,2,1,0,5,2,7,8,3,3,0,2,0,0,0,20,1.61,4,4,1.61,3.6,4.33
SC3,17/03/01,East Fife,Brechin,1,4,A,0,0,D,416,Steve Conroy,10,9,6,6,0,0,4,5,5,5,5,3,1,0,0,0,10,0,2.2,3.5,2.62,2.5,3.4,2.3
SC3,17/03/01,Montrose,Elgin,2,1,H,2,0,H,396,Steven Kaney,7,10,6,4,0,1,4,4,8,12,1,5,1,3,0,0,10,30,2.2,3.5,2.62,2.2,3.5,2.62
SC3,17/03/01,Peterhead,Hamilton,2,1,H,0,0,D,710,Calum Murray,13,6,7,2,1,0,3,7,17,12,4,4,2,0,0,1,20,25,2.75,3.5,2.1,3.1,3.6,1.9
SC3,20/03/01,Albion Rvs,Peterhead,0,1,A,0,0,D,272,Brian McGarry,17,8,9,4,0,0,4,6,11,14,3,4,1,1,0,0,10,10,2.5,3.5,2.25,2.75,3.5,2.1
SC3,20/03/01,Brechin,Montrose,3,0,H,1,0,H,526,Mike Ritchie,11,9,9,5,0,0,6,6,13,7,9,3,1,0,0,0,10,0,1.4,4.33,5.5,1.44,4.33,5
SC3,20/03/01,Cowdenbeath,Hamilton,1,1,D,1,1,D,429,Brian Cassidy,10,9,5,5,0,0,6,7,14,8,9,2,3,3,0,0,30,30,2.1,3.5,2.75,2.2,3.3,2.7
SC3,20/03/01,East Fife,Elgin,1,1,D,1,0,H,223,John Rowbotham,9,12,5,6,0,0,7,3,12,16,0,0,1,0,0,0,10,0,1.57,3.75,4.5,1.5,4.2,4.5
SC3,20/03/01,East Stirling,Dumbarton,0,0,D,0,0,D,209,Ian Brines,8,7,1,4,0,0,4,8,17,17,3,2,0,2,0,0,0,20,2.62,3.5,2.2,2.5,3.5,2.25
SC3,24/03/01,Brechin,East Stirling,5,1,H,3,1,H,351,Ian Frickleton,12,6,10,4,1,0,6,2,10,11,6,7,1,2,0,0,10,20,1.44,4,5.5,1.61,3.6,4.33
SC3,24/03/01,Peterhead,Dumbarton,0,1,A,0,1,A,452,Mike Ritchie,10,15,4,7,0,1,3,8,9,11,4,2,0,1,0,0,0,10,2.25,3.5,2.5,2.2,3.5,2.6
SC3,25/03/01,Albion Rvs,Hamilton,0,1,A,0,0,D,524,John Fleming,10,15,5,10,0,0,7,4,17,16,1,3,3,2,0,0,30,20,2.75,3.5,2.1,3.1,3.6,1.9
SC3,25/03/01,Cowdenbeath,Elgin,1,0,H,0,0,D,289,Ian Frickleton,14,7,5,1,0,1,13,3,10,9,5,4,2,1,0,0,20,10,1.4,4.33,5.5,1.36,4.5,6
SC3,27/03/01,Brechin,Peterhead,1,1,D,0,0,D,396,Brian Cassidy,6,14,2,7,0,0,0,10,13,13,8,4,0,0,0,0,0,0,1.57,3.75,4.5,1.61,3.75,4.2
