Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Attendance,Referee,HS,AS,HST,AST,HHW,AHW,HC,AC,HF,AF,HO,AO,HY,AY,HR,AR,HBP,ABP,GBH,GBD,GBA,LBH,LBD,LBA,SYH,SYD,SYA,WHH,WHD,WHA
SC2,24/11/01,Stranraer,Hamilton,2,1,H,2,1,H,412,H. Dallas,8,16,6,7,1,3,7,6,6,16,4,1,0,3,0,0,0,30,1.9,3.4,3.25,,,,1.91,3.75,3,1.9,3.5,3.2
SC2,01/12/01,Clydebank,Stenhousemuir,3,2,H,2,2,D,220,I. G. Frickleton,12,8,8,3,0,0,8,3,14,13,3,1,3,2,1,0,55,20,1.7,3.55,3.85,,,,1.73,3.6,3.75,1.66,3.75,3.8
SC2,01/12/01,Cowdenbeath,Morton,1,1,D,0,1,A,501,J. Gilmour,4,14,1,9,0,0,3,4,9,10,7,1,1,1,0,0,10,10,1.95,3.3,3.3,,,,1.83,3.4,3.5,2.1,3.5,2.75
SC2,01/12/01,Forfar,Stranraer,1,1,D,1,0,H,420,T. Brown,9,11,4,6,1,1,5,5,6,11,3,3,0,0,0,0,0,0,2.25,3.3,2.65,,,,2.25,3.4,2.62,2.25,3.5,2.5
SC2,01/12/01,Hamilton,Alloa,1,0,H,1,0,H,1833,C. Richmond,11,7,3,2,0,0,6,10,11,8,4,6,2,2,0,0,20,20,2.65,3.4,2.2,,,,2.62,3.4,2.2,2.5,3.5,2.25
SC2,01/12/01,Queen of Sth,Berwick,2,2,D,2,0,H,1113,E. D. Mack,6,10,4,5,0,0,5,3,15,11,0,3,0,0,0,0,0,0,1.78,3.4,3.7,,,,1.8,3.5,3.5,1.72,3.75,3.6
SC2,15/12/01,Alloa,Queen of Sth,2,0,H,1,0,H,472,J. R. Underhill,12,12,9,8,0,0,7,3,13,12,2,2,0,0,0,0,0,0,2.2,3.2,2.8,,,,2,3.6,2.88,2.1,3.4,2.8
SC2,15/12/01,Berwick,Forfar,1,1,D,1,1,D,382,G Thompson,15,7,10,2,0,0,9,3,20,14,3,0,1,1,0,0,10,10,2.45,3.3,2.4,,,,2.5,3.25,2.38,2.5,3.5,2.25
SC2,15/12/01,Morton,Hamilton,1,1,D,0,0,D,1145,A. C. Gemmill,8,11,5,6,0,0,5,6,13,14,5,8,1,3,0,0,10,30,2.35,3.2,2.55,,,,2.38,3.5,2.38,2.37,3.5,2.37
SC2,15/12/01,Stenhousemuir,Cowdenbeath,0,3,A,0,1,A,353,C.Richmond,11,20,6,12,0,1,4,6,14,17,2,7,0,2,0,0,0,20,2.2,3.15,2.8,,,,2.1,3.4,2.8,2.25,3.5,2.5
SC2,15/12/01,Stranraer,Clydebank,0,1,A,0,0,D,422,C Thompson,7,4,2,3,0,0,2,0,9,13,2,1,1,1,0,0,10,10,2.25,3.2,2.7,,,,2.1,3.5,2.75,2.25,3.5,2.5
SC2,29/12/01,Stranraer,Cowdenbeath,2,1,H,1,0,H,387,"Mack, E. D.",13,7,10,4,0,0,7,3,10,14,5,2,1,2,1,0,35,20,2.05,3.45,2.85,2,3.6,2.87,2,3.6,2.88,2.1,3.5,2.75
SC2,08/01/02,Clydebank,Morton,1,2,A,1,0,H,941,"Richmond, C",12,5,4,2,1,0,6,4,11,11,3,6,0,2,0,0,0,20,,,,,,,,,,,,
SC2,12/01/02,Cowdenbeath,Alloa,1,2,A,0,0,D,394,"Thomson, G",8,13,2,7,0,1,6,9,7,10,2,0,0,0,0,0,0,0,2.32,3.45,2.45,2.37,3.5,2.37,2.5,3.25,2.38,2.37,3.5,2.37
SC2,12/01/02,Hamilton,Forfar,2,0,H,1,0,H,1693,"Richmond, C",10,11,4,2,0,1,5,5,12,8,3,4,2,1,0,0,20,10,2.5,3.35,2.32,2.25,3.5,2.5,2.38,3.25,2.5,2.5,3.4,2.3
SC2,12/01/02,Morton,Stranraer,2,2,D,1,2,A,1368,"Martindale, E.",11,9,4,8,1,0,5,3,13,13,4,4,2,1,0,0,20,10,2.88,3.55,2,2.5,3.5,2.25,2.62,3.4,2.2,2.87,3.6,2
SC2,12/01/02,Queen of Sth,Clydebank,1,0,H,0,0,D,1161,"Gilmore, J",10,5,3,3,0,0,7,6,12,14,3,2,1,4,0,0,10,40,2.6,3.45,2.2,2.5,3.5,2.25,2.6,3.4,2.25,2.5,3.5,2.25
SC2,12/01/02,Stenhousemuir,Berwick,1,3,A,1,1,D,422,"McGarry, B. J.",14,11,9,7,0,1,4,9,16,13,1,6,1,2,0,0,10,20,2.2,3.35,2.65,2.2,3.5,2.62,2.1,3.5,2.75,2.25,3.5,2.5
SC2,19/01/02,Berwick,Morton,0,0,D,0,0,D,690,"Thompson, C",8,13,1,7,0,0,6,7,15,16,8,5,3,1,0,0,30,10,2.25,3.25,2.75,2.1,3.5,2.75,2.2,3.5,2.6,2.2,3.5,2.6
SC2,19/01/02,Clydebank,Cowdenbeath,1,0,H,1,0,H,245,Ian Brines,16,4,6,2,1,0,8,4,10,10,3,5,0,1,0,0,0,10,1.72,3.45,4.1,1.67,3.6,4,1.67,3.6,4,1.72,3.6,3.75
SC2,19/01/02,Forfar,Alloa,4,1,H,2,0,H,442,"Mack, E. D.",13,9,8,5,1,1,3,6,7,6,2,5,0,3,0,2,0,80,2.35,3.25,2.62,2.37,3.5,2.37,2.38,3.5,2.38,2.37,3.5,2.37
SC2,19/01/02,Hamilton,Stranraer,2,0,H,1,0,H,1808,"Rowbotham, J",12,5,5,1,0,0,9,11,8,7,1,7,1,0,0,0,10,0,2.5,3.25,2.45,2.25,3.5,2.5,2.38,3.25,2.5,2.5,3.4,2.3
SC2,19/01/02,Queen of Sth,Stenhousemuir,1,0,H,0,0,D,1224,"Fyfe, I. M.",13,2,5,0,3,0,3,2,14,19,6,5,3,3,0,1,30,55,1.9,3.3,3.5,1.91,3.5,3.2,1.83,3.5,3.4,1.8,3.6,3.4
SC2,26/01/02,Cowdenbeath,Queen of Sth,1,2,A,1,1,D,410,"Summers, D",7,8,2,4,1,0,3,3,9,13,0,2,1,1,0,0,10,10,2.6,3.1,2.4,2.5,3.5,2.25,2.5,3.25,2.375,2.75,3.2,2.25
SC2,26/01/02,Stranraer,Berwick,2,2,D,1,0,H,412,"Clyde, G. T.",14,9,3,6,1,0,6,3,12,14,2,3,2,4,0,0,20,40,1.95,3.4,3.1,2,3.6,2.87,1.909,3.4,3.25,2,3.6,2.87
SC2,02/02/02,Clydebank,Stranraer,1,2,A,1,0,H,233,"Gemmill, A. C.",12,14,7,6,1,0,6,2,17,18,3,6,2,2,1,0,45,20,1.8,3.45,3.55,1.73,3.5,3.75,1.8,3.25,3.75,1.9,3.5,3.2
SC2,02/02/02,Cowdenbeath,Stenhousemuir,2,4,A,2,0,H,259,"MacKay, C. J.",7,7,3,5,0,0,5,6,19,8,3,2,3,2,1,1,55,45,2.1,3.45,2.75,2.2,3.5,2.62,2.2,3.4,2.625,2.2,3.5,2.6
SC2,02/02/02,Forfar,Berwick,0,0,D,0,0,D,1066,"Fyfe, I. M.",7,8,4,3,0,1,1,7,9,10,5,1,1,1,0,0,10,10,1.95,3.5,3.02,2,3.4,3,1.909,3.4,3.25,2,3.6,2.87
SC2,02/02/02,Hamilton,Morton,2,1,H,2,0,H,2142,"Frickleton, I. G.",14,6,13,4,0,0,6,3,15,17,7,5,3,3,0,1,30,55,1.9,3.5,3.15,1.91,3.5,3.2,1.833,3.75,3.2,1.9,3.5,3.2
SC2,02/02/02,Queen of Sth,Alloa,0,1,A,0,1,A,1374,"Hardie, C.",7,7,2,3,0,1,6,5,14,14,1,2,0,2,0,0,0,20,2.1,3.45,2.75,2.1,3.5,2.75,2.2,3.4,2.625,2.2,3.5,2.6
SC2,09/02/02,Alloa,Hamilton,2,2,D,2,1,H,626,"Mitchell, G. P.",9,11,7,7,0,0,4,7,10,13,1,3,0,0,0,0,0,0,2.05,3.4,2.9,2,3.6,2.87,1.909,3.75,3,2.1,3.5,2.75
SC2,09/02/02,Berwick,Queen of Sth,1,0,H,1,0,H,552,"Young, W. S. G.",8,10,7,5,0,0,5,6,9,7,1,1,0,1,0,0,0,10,2.52,3.5,2.27,2.25,3.5,2.5,2.5,3.25,2.375,2.62,3.5,2.2
SC2,09/02/02,Stenhousemuir,Clydebank,0,0,D,0,0,D,321,"Orr, R.",2,13,1,7,0,0,3,5,12,12,6,14,1,0,0,0,10,0,2.75,3.5,2.1,2.75,3.5,2.1,2.625,3.4,2.2,2.87,3.6,2
SC2,09/02/02,Stranraer,Forfar,0,3,A,0,2,A,314,"Melville, C. J.",10,14,3,7,0,0,3,4,7,10,3,1,1,0,0,0,10,0,2.1,3.5,2.75,2.1,3.5,2.75,2.1,3.5,2.75,2.2,3.5,2.62
SC2,16/02/02,Alloa,Morton,4,0,H,2,0,H,657,"Gilmore, J",10,11,7,7,0,0,4,7,7,9,6,5,0,1,0,1,0,35,1.73,3.5,4,1.73,3.5,3.75,1.667,3.6,4,1.72,3.6,3.75
SC2,16/02/02,Clydebank,Hamilton,1,1,D,1,1,D,375,"Smith, D",7,6,4,2,0,0,3,6,15,21,6,3,3,4,1,1,55,65,1.73,3.5,4,1.91,3.4,3.25,1.667,3.6,4,1.83,3.5,3.4
SC2,16/02/02,Cowdenbeath,Berwick,1,1,D,1,0,H,366,"Conroy, S",9,8,3,3,0,0,3,6,16,10,3,3,4,3,0,0,40,30,2.35,3.25,2.62,2.5,3.5,2.25,2.375,3.25,2.5,2.37,3.5,2.37
SC2,16/02/02,Queen of Sth,Forfar,3,1,H,2,0,H,1141,"Brown, T.",20,5,10,2,0,0,6,2,12,10,5,3,0,2,0,1,0,45,2.13,3.25,2.95,2.25,3.5,2.5,2.2,3.4,2.625,2.1,3.5,2.75
SC2,16/02/02,Stenhousemuir,Stranraer,0,0,D,0,0,D,491,"Brines, I",12,5,5,2,0,0,2,2,9,10,3,9,0,0,0,0,0,0,2.5,3.25,2.45,2.5,3.5,2.25,2.375,3.25,2.5,2.37,3.5,2.37
SC2,19/02/02,Berwick,Hamilton,2,0,H,1,0,H,576,"Hunter, A",2,6,2,4,0,0,1,8,14,8,4,2,1,0,0,0,10,0,2.45,3.55,2.35,2.37,3.25,2.5,2.5,3.25,2.375,2.7,3.3,2.2
