round,home_team,home_score,away_score,away_team,notes
5,Schalke,1,1,B'schweig,(Erlhoff 7 - Rausch 30 o)
5,Oberhausen,3,1,Werder,"(Wilbertz 2, Brozulat 10, Dausmann 50 - A.Schütz 33)"
5,Hamburger,4,1,Duisburg,"(Zaczyk 23, 77, H.Schulz 27, Pötzschke 29 - Sondermann 28)"
5,Hannover,3,1,TSV 1860,"(Skoblar 20, 74, Cebinac 53, Fischer 59)"
5,1. FC Köln,3,0,Aachen,"(Flohe 29, Rupp 82, Thelen 89) [54 Löhr (Köln) m/pen]"
5,Stuttgart,1,4,Hertha,"(Weidmann 8 - Gayer 67, Olsson 69 o, Bredenfeld 74,Horr 79)"
6,Hertha,1,0,1. FC Köln,(Gayer 63)
6,Duisburg,2,1,Oberhausen,"(Dausmann 32, Heidemann 63 - Sondermann 53)(sent off: Hentschel (Oberhausen, 80))[Sep 27]"
6,Aachen,1,1,Hannover,(Claessen 77 - Skoblar 17)
6,TSV 1860,0,2,Hamburger,"(Hof 48, U.Seeler 63)"
6,Werder,0,1,Schalke,(Wüst 16)
6,B'schweig,0,4,Bayern,"(Nichl 10, Ohlhauser 43, G.Müller 71, Beckenbauer 73)"
6,Dortmund,2,1,M'gladbach,"(Weist 61, 89 - Kaiser 47)"
6,K'lautern,2,0,Frankfurt,"(Krafczyk 38, Geisert 53)"
6,RW Essen,3,3,Stuttgart,"(Weinberg 17, Lippens 25, Beer 30 - Haug 32,Weidmann 43, Entenmann 51)"
7,Frankfurt,2,0,Dortmund,"(Heese 37, Hölzenbein 48)[Oct 4]"
7,Schalke,0,0,Duisburg,
7,Oberhausen,3,0,TSV 1860,"(Dausmann 40, 73, Brozulat 22)"
7,Hamburger,4,1,Aachen,"(U.Seeler 63, 85, Pötzschke 66, H.Schulz 89 -Kapellmann 57)"
7,Hannover,2,1,Hertha,"(Witt 30 o, Heynckes 85 - Gayer 58)"
7,1. FC Köln,3,1,Stuttgart,"(Hornig 15, Overath 41, Blusch 63 - Arnold 70)"
7,K'lautern,0,0,RW Essen,[80 Krafczyk (K'lautern) m/pen]
7,M'gladbach,1,0,B'schweig,(Netzer 27 p)
7,Bayern,4,1,Werder,"(G.Müller 32, 61, 67, 90 - B.Schmidt 53)"
8,TSV 1860,0,2,Schalke,"(Slomiany 10, Fichtel 80) [31 Keller (TSV) m/pen]"
8,Duisburg,4,2,Bayern,"(Budde 30, Wißmann 67, Sondermann 82, Bella 85 -Ohlhauser 35, G.Müller 50)[Oct 11]"
8,Stuttgart,2,1,Hannover,"(Zech 29, Gress 61 - Hellingrath 48 p)"
8,Hertha,1,0,Hamburger,(Gayer 70)
8,Aachen,2,0,Oberhausen,"(Pawellek 35, Ionescu 68)"
8,Werder,0,0,M'gladbach,
8,B'schweig,3,1,Frankfurt,"(Elfert 67, Lutz 87 o, Deppe 89 - Grabowski 37)"
8,Dortmund,5,1,K'lautern,"(Weist 35, 51, J.Schütz 53, Kohlhäufl 57, Held 87 -Friedrich 26)"
8,RW Essen,0,0,1. FC Köln,
9,Schalke,3,0,Aachen,"(Pohlschmidt 30, Wittkamp 83, Neuser 86)"
9,Hamburger,1,3,Stuttgart,"(H.Schulz 17 - Entenmann 30, 37, Haug 10)"
9,Hannover,3,4,1. FC Köln,"(Heynckes 59, 66, Breuer 26 - Hornig 7, Löhr 11, 37,Blusch 35)"
9,Dortmund,4,1,RW Essen,"(Held 29, J.Schütz 40, Neuberger 58, Weist 77 - Littek 8)"
9,K'lautern,2,0,B'schweig,"(Rumor 72, Pirrung 80)"
9,Frankfurt,2,1,Werder,"(Lutz 74, 78 - Windhausen 62)"
9,M'gladbach,4,1,Duisburg,"(Laumen 29, 46, Vogts 26, Wimmer 66 - Sondermann 34)"
9,Bayern,2,0,TSV 1860,"(Brenninger 3, G.Müller 35 p)[Oct 18]"
9,Oberhausen,3,1,Hertha,"(Laskowsky 2 - Dausmann 49, Fritsche 70, T.Wild 88)[4 Kobluhn (Oberhausen) m/pen]"
10,Duisburg,1,1,Frankfurt,(Kremer 50 - Grabowski 78)[Oct 25]
10,1. FC Köln,3,0,Hamburger,"(Overath 46, 63, Löhr 17)"
10,Stuttgart,4,2,Oberhausen,"(Olsson 11, 17, 24, Haug 90 - Brozulat 43,Fritsche 80)"
10,Hertha,3,0,Schalke,"(Brungs 8, 22, 41 Altendorff) [84 Patzke (Hertha)m/pen]"
10,Aachen,1,3,Bayern,"(Kapellmann 83 - Schwarzenbeck 18, G.Müller 26 p,Beckenbauer 49)"
10,TSV 1860,0,3,M'gladbach,"(Laumen 58, 77, L.Müller 14)"
10,Werder,3,2,K'lautern,"(Görts 1, Lorenz 21, Höttges 43 p - Vogt 17,Ripp 54)"
10,B'schweig,1,1,Dortmund,(Weiß 39 - Wosab 52)
10,RW Essen,1,0,Hannover,(Weinberg 12)
11,Bayern,1,2,Hertha,"(G.Müller 24 - J.Weber 61, Steffenhagen 84) [83G.Müller (Bayern) m/pen][Oct 31]"
11,Schalke,1,2,Stuttgart,"(Pohlschmidt 53 - Haug 33, Olsson 37)"
11,Dortmund,2,1,Werder,"(Held 17, A.Schütz 57 o - Lorenz 23)[Nov 1]"
11,M'gladbach,5,1,Aachen,"(Köppel 13, Laumen 51, Le Fevre 69, Netzer 76,Wimmer 87 - Ionescu 41)"
11,Hamburger,2,0,Hannover,"(U.Seeler 48, G.Dörfel 72) [35 Heynckes(Hannover) m/pen]"
11,B'schweig,0,0,RW Essen,
11,K'lautern,0,2,Duisburg,"(Wißmann 45, Huttary 50)"
11,Frankfurt,4,3,TSV 1860,"(Schämer 60, Heese 72, 85, Nickel 89 - Fischer 62, 74, Keller 69)[Nov 2]"
11,Oberhausen,0,2,1. FC Köln,"(Rühl 68, Overath 90)"
12,Duisburg,0,1,Dortmund,(Neuberger 88)
12,TSV 1860,0,1,K'lautern,(Vogt 41)[Nov 8]
12,Hannover,2,1,Oberhausen,"(Heynckes 5, Skoblar 18 - Krauthauser 68)"
12,1. FC Köln,8,0,Schalke,"(Rupp 15, 39, Löhr 48, 52, Thielen 63, 78, Hornig17, Overath 82)"
12,Stuttgart,2,3,Bayern,"(Haug 60, Olsson 78 - Roth 6, Brenninger 32,G.Müller 66)"
12,Hertha,1,1,M'gladbach,(T.Wild 90 - Laumen 81)
12,Aachen,2,1,Frankfurt,"(Kapellmann 70, Tenbruck 84 - Nickel 72) [35E.Hoffmann (Aachen) m/pen]"
12,Werder,0,1,B'schweig,(Ulsaß 80)
12,RW Essen,2,2,Hamburger,"(Fürhoff 36, 38 - H.Schulz 49, 87)"
13,Schalke,2,0,Hannover,"(van Haaren 39, Pohlschmidt 70)"
13,Oberhausen,1,3,Hamburger,"(Fröhlich 36 p - Wilbertz 17 o, G.Dörfel 23,U.Seeler 61)"
13,Werder,2,1,RW Essen,"(Hasebrink 12, Björnmose 78 - Littek 70)"
13,B'schweig,2,1,Duisburg,"(Weiß 74, Ulsaß 79 - Wißmann 53)"
13,Dortmund,3,1,TSV 1860,"(Wosab 52 p, Weist 55, Kurrat 73 - Fischer 33)"
13,K'lautern,3,1,Aachen,"(Krafczyk 5, Rumor 23, Friedrich 63 - Kapellmann 75)"
13,Frankfurt,1,1,Hertha,(Trinklein 60 - J.Weber 58)
13,M'gladbach,3,0,Stuttgart,"(Köppel 8, 33, 61)"
13,Bayern,1,2,1. FC Köln,"(G.Müller 40 - Rühl 14, Simmet 60)"
14,Duisburg,1,1,Werder,(Budde 60 - A.Schütz 76)
14,Aachen,3,1,Dortmund,"(Hermandung 39, Ionescu 59 p, E.Hoffmann 84 p -Weist 80) [86 Held (Dortmund) m/pen]"
14,TSV 1860,1,0,B'schweig,(Kohlars 24)[Nov 29]
14,Hamburger,1,1,Schalke,"(Dringelstein 38, Wittkamp 82)"
14,Hannover,0,1,Bayern,(Ohlhauser 43)
14,1. FC Köln,0,1,M'gladbach,(Le Fevre 88)
14,Stuttgart,4,0,Frankfurt,"(Gress 72, 85, Weidmann 15, Olsson 43)"
14,Hertha,3,0,K'lautern,"(Enders 5, Altendorff 48, Brungs 79) [21 Patzke(Hertha) m/pen]"
14,RW Essen,1,0,Oberhausen,"(Lippens 62)(sent off: Krauthausen (Oberhausen, 64))"
15,B'schweig,3,0,Aachen,"(Gersdorff 2, 79, Ulsaß 37)"
15,Dortmund,0,0,Hertha,
15,M'gladbach,5,0,Hannover,"(Laumen 43, 53, Dietrich 57, 78, Wimmer 50)[Dec 6]"
15,Oberhausen,0,3,Schalke,"(Pohlschmidt 84, 87, van Haaren 63)"
15,Werder,1,1,TSV 1860,(Björnmose 74 - Fischer 21)
15,K'lautern,3,2,Stuttgart,"(Friedrich 17, Pirrung 46, Entenmann 65 o - Fuchs33 o, Entenmann 43)"
15,Frankfurt,0,0,1. FC Köln,
15,Bayern,2,1,Hamburger,"(G.Müller 30, 60 - H.Schulz 85)"
15,RW Essen,0,0,Duisburg,
16,Aachen,0,0,Werder,
16,Hertha,2,0,B'schweig,"(J.Weber 87, Kaack 90 o)[Dec 13]"
16,Oberhausen,3,3,Bayern,"(Brozulat 9, Kobluhn 41, Dausmann 61 - Ohlhauser29, G.Müller 41, Brenninger 53 p)"
16,Schalke,5,3,RW Essen,"(Pohlschmidt 6, Galbierz 55, Lütkebohmert 56,Slomiany 58, van Haaren 81 p - Lippens 37, Beer 40,Czernotzky 43)"
16,Hamburger,1,3,M'gladbach,"(Hönig 86 - Dietrich 65, Laumen 67, Le Fevre 85)"
16,Hannover,1,1,Frankfurt,(Loof 16 - Nickel 24)
16,1. FC Köln,6,1,K'lautern,"(Rühl 41, 58, Hemmersbach 5, Flohe 35, Simmet 45,Löhr 57 - Geisert 14 p)"
16,Stuttgart,2,1,Dortmund,"(Gress 26, Haug 89 - Feller 76 o)"
16,TSV 1860,2,2,Duisburg,"(Fischer 16, 59 - Heidemann 58, Pavlic 65)"
17,Dortmund,1,0,1. FC Köln,(Weist 51)
17,K'lautern,5,2,Hannover,"(Krafczyk 7, 81, Geisert 37, 84, Rehhagel 56 -Bandura 63, 65)"
17,M'gladbach,6,1,Oberhausen,"(Vogts 32, 46, Laumen 15, Le Fevre 30, Dietrich 62,Bleidick 88 - Dausmann 75)[Dec 20]"
17,Duisburg,2,1,Aachen,"(Wißmann 29, Pavlic 87 - Krott 59)"
17,Werder,1,0,Hertha,(A.Schütz 32)
17,B'schweig,1,0,Stuttgart,(Ulsaß 65 p)
17,Frankfurt,2,2,Hamburger,"(Grabowski 73, Heese 75 - Zaczyk 61, 69)"
17,RW Essen,3,0,TSV 1860,"(Englert 38, 89, Fürhoff 62)"
19,Schalke,0,0,Frankfurt,
19,Oberhausen,0,0,K'lautern,
19,Aachen,0,0,RW Essen,
20,Aachen,2,4,Hertha,"(Martinelli 9, Witt 22 o - Brungs 70, 78,Gayer 26, Patzke 43)"
20,TSV 1860,4,1,Stuttgart,"(Fischer 8, Kölbl 10, Lex 48, Heiß 78 p - Gress 32)"
20,Dortmund,3,2,Oberhausen,"(Neuberger 26, Weist 39, Wosab 79 - Kobluhn 69 p,Fritsche 80)"
21,Schalke,1,1,Dortmund,(Wittkamp 14 - Weist 77)
21,Oberhausen,2,1,B'schweig,"(Poll 3, Kobluhn 25 - Maas 50)"
21,Hannover,0,0,Duisburg,
21,1. FC Köln,2,1,TSV 1860,"(Simmet 13, 25 - Fischer 90)"
21,Stuttgart,5,0,Aachen,"(Handschuh 8, 61, 78, Weidmann 14, Zech 56)"
21,M'gladbach,1,2,Frankfurt,"(Köppel 68 - Hölzenbein 57, Heese 63)"
21,Bayern,1,1,K'lautern,(G.Müller 55 - Friedrich 33)
22,Aachen,1,3,1. FC Köln,"(Hermandung 67 - Rupp 50, 62, Simmet 29)"
22,TSV 1860,3,0,Hannover,"(Hiller 39, Fischer 47, Kohlars 83) [71 Bohnsack(Hannover) m/pen]"
22,Duisburg,0,0,Hamburger,
22,Werder,1,1,Oberhausen,(Piontek 86 - Dausmann 14)
22,Dortmund,1,3,Bayern,"(Held 47 - G.Müller 1, 51, 89)"
22,K'lautern,1,4,M'gladbach,"(Geisert 22 - Wimmer 15, Netzer 57, Laumen 62,Köppel 78)"
22,RW Essen,1,1,Frankfurt,(Schämer 57 o - Hölzenbein 49)
23,Hamburger,0,1,TSV 1860,(Fischer 67)
23,1. FC Köln,5,1,Hertha,"(Löhr 32, 83, Biskup 6, Hemmersbach 57, Overath86 p - Gayer 75 p)"
23,Stuttgart,4,1,RW Essen,"(Haug 61 p, 76, Weidmann 17, Stauermann 27 -Littek 83)"
23,Frankfurt,2,1,K'lautern,"(Nickel 16, 45 - Pirrung 4)"
23,M'gladbach,4,2,Dortmund,"(Sieloff 21, Netzer 34, Laumen 38, Köppel 53 -J.Schütz 52, Weist 73)"
23,Bayern,5,1,B'schweig,"(G,Müller 42, 82, Mrosko 40, Ohlhauser 46, Roth 75 -Maas 14)[Feb 18]"
23,B'schweig,3,0,Schalke,"(Gerwien 53, 61, Weiß 33)"
24,Stuttgart,0,3,1. FC Köln,"(Rupp 5, 32, 67)"
24,TSV 1860,4,1,Oberhausen,"(Kohlars 13, 55, Hiller 34, Fischer 35 -Krauthausen 42)"
24,Duisburg,2,0,Schalke,"(Pirsig 6, Riedl 63)[Feb 24]"
24,Bayern,6,0,Schalke,"(Brenninger 23, 71, Roth 78, 89, G.Müller 6,Beckenbauer 13)[Feb 25]"
24,Hertha,4,0,RW Essen,"(Brungs 15, 65, Horr 54, 82) [49 Horr (Hertha) m/pen]"
25,Schalke,3,1,TSV 1860,"(Wittkamp 25, van Haaren 76, Pirkner 90 - Berg 58)"
25,Oberhausen,1,0,Aachen,(Fröhlich 2)
25,Hannover,2,0,Stuttgart,"(Breuer 21, 43)"
25,1. FC Köln,5,2,RW Essen,"(Rühl 49, 57, Flohe 9, Rupp 41, Hemmersbach 64 -Jung 36, Beer 78) [64 Overath (Köln) m/pen]"
25,K'lautern,2,2,Dortmund,"(Geisert 11 p, Ripp 81 - Wosab 15, Weist 89) [49Geisert (K'lautern) m/pen]"
25,Frankfurt,0,0,B'schweig,
25,M'gladbach,1,0,Werder,(Le Fevre 88)
25,Bayern,2,0,Duisburg,"(G.Müller 8, Mrosko 74)[Mar 3]"
25,Hannover,0,2,B'schweig,"(Gersdorff 71, Grzyb 73)"
25,Frankfurt,2,1,Bayern,"(Trinklein 56, Nickel 75 - G.Müller 57)"
26,1. FC Köln,5,0,Hannover,"(Overath 18, 77, Hemmersbach 26, 72, Rupp 87)[37 Rühl (Köln) m/pen]"
26,Stuttgart,1,1,Hamburger,(Zech 31 - U.Seeler 23)
26,Aachen,1,2,Schalke,"(Sell 51 - Sobieray 18, Pohlschmidt 42)"
26,TSV 1860,2,1,Bayern,"(Kohlars 12, Fischer 22 - Ohlhauser 49)"
26,Duisburg,0,1,M'gladbach,(Le Fevre 17)
26,Werder,3,2,Frankfurt,"(Lorenz 20, Björnmose 76, Zembski 81 o -Heese 18, Hasebrink 72)"
26,B'schweig,1,0,K'lautern,(Weiß 79)
26,RW Essen,3,3,Dortmund,"(Peitsch 7, Beer 37, 45 - Heeren 8, Weist 43,Heidkamp 83)"
18,TSV 1860,0,0,Aachen,
18,Dortmund,2,1,Hannover,"(Neuberger 58, J.Schütz 67)[Mar 11]"
18,Duisburg,1,3,Hertha,"(Wißmann 39 - Horr 26, 36, Brungs 6)"
18,Werder,1,1,Stuttgart,(Björnmose 69 - Zech 85)
18,B'schweig,1,2,1. FC Köln,"(Maas 51 - Simmet 9, Löhr 27)"
18,M'gladbach,2,0,Schalke,"(Netzer 31, Laumen 70)"
18,RW Essen,1,1,Bayern,(Fürhoff 53 - Kopferschmidt 8)
26,Schalke,1,3,Hertha,"(Neuser 36 - J.Weber 52, Gayer 57 p, Brungs 74)"
26,Oberhausen,3,0,Stuttgart,"(Fritsche 66, 72, Fröhlich 57)"
26,Hamburger,2,5,1. FC Köln,"(Hof 48, Hellfritz 69 - Löhr 29, 59, 66,Overath 42, Rupp 75)"
26,Hannover,3,0,RW Essen,"(Breuer 42, Brune 74, Siemensmeyer 90 p)"
26,Dortmund,2,2,B'schweig,"(J.Schütz 54, Weist 63 - Ulsaß 82, Lorenz 86)"
26,K'lautern,1,0,Werder,"(Friedrich 79)(sent off: Zembski (Werder, 83))"
26,Frankfurt,0,1,Duisburg,(Bella 16)
26,M'gladbach,3,1,TSV 1860,"(Le Fevre 30, Wimmer 45, Schäfer 68 - L.Müller 21 o)"
26,Bayern,6,0,Aachen,"(G.Müller 18, 84 p, Roth 62, 69, Kopferschmidt 20,Beckenbauer 57)[Mar 17]"
26,Hamburger,4,3,Dortmund,"(Hellfritz 2, 74, Nogly 48 o, Zaczyk 63 -J.Schütz 22, Weist 30, U.Seeler 75) [7U.Seeler (Hamburger) m/pen]"
26,1. FC Köln,3,0,Werder,"(Löhr 16, 51, Overath 18)"
26,Stuttgart,4,3,Duisburg,"(Handschuh 10, 46, Olsson 63, Haaga 75 -Sondermann 64, Budde 80, Pavlic 89)[Mar 19]"
26,Frankfurt,5,1,Oberhausen,"(Grabowski 27, 69, 72, Jusufi 34, Hölzenbein 81 -Brozulat 34)"
27,Hannover,1,1,Hamburger,(Siemensmeyer 3 - U.Seeler 32)
27,1. FC Köln,0,1,Oberhausen,(Karbowiak 87)
27,Stuttgart,2,0,Schalke,"(Handschuh 60, Haug 80 p)"
27,Hertha,0,4,Bayern,"(Brenninger 5, 18, Kopferschmidt 36, Roth 59)"
27,Aachen,0,3,M'gladbach,"(Martinelli 36 o, Laumen 64, Sieloff 87)"
27,Duisburg,0,0,K'lautern,
27,Werder,1,3,Dortmund,"(Trimhold 41 - Weist 62, 80, Lorenz 33)[Mar 24]"
27,B'schweig,0,1,M'gladbach,(Wimmer 61)[Mar 25]
27,Hertha,4,2,TSV 1860,"(Brungs 25, 31, Altendorff 21, Gayer 73 -Kohlars 14, Fischer 29) [82 Gayer (Hertha) m/pen]"
27,Schalke,0,0,Werder,
28,Schalke,1,0,1. FC Köln,(Neuser 44)
28,Oberhausen,0,0,Hannover,
28,Hamburger,1,0,RW Essen,(Hönig 13)
28,B'schweig,1,2,Werder,"(Grzyb 77 - Björnmose 24, Görts 28)"
28,Dortmund,3,1,Duisburg,"(Wosab 73, Weist 79, Neuberger 80 - Budde 89)"
28,K'lautern,3,2,TSV 1860,"(Ackermann 6, Pirrung 18, Geisert 58 - Kohlars 73,Fischer 90)"
28,M'gladbach,1,1,Hertha,(Köppel 18 - Steffenhagen 61)
28,Bayern,1,2,Stuttgart,"(G.Müller 43 - Weidmann 39, Olsson 83)[Mar 30]"
28,Frankfurt,6,2,Aachen,"(Grabowski 40 p, 85, Kalb 59, Nickel 67, Heese 73,Hölzenbein 87 - Hermandung 37, 66)[Apr 1]"
28,K'lautern,1,1,Hamburger,(Fuchs 83 - Fock 44)
28,Werder,1,0,Hannover,"(A.Schütz 26 p)(sent off: Bohnsack (Hannover, 89))"
28,Hertha,1,0,Oberhausen,(Horr 56)
29,Hamburger,2,1,Oberhausen,"(U.Seeler 5, 75 - Wilbertz 54)"
29,Hannover,3,1,Schalke,"(Siemensmeyer 35, Breuer 43, Brune 89 - Pirkner 87)"
29,1. FC Köln,0,2,Bayern,"(G.Müller 67, 77)(sent off: Pumm (Bayern, 50))"
29,Stuttgart,0,0,M'gladbach,
29,Hertha,2,0,Frankfurt,"(Horr 64, Steffenhagen 84)"
29,Duisburg,1,0,B'schweig,(Lehmann 77)[Apr 7]
29,Hertha,1,1,Hannover,(Gayer 12 - Siemensmeyer 86)
29,Aachen,0,2,Hamburger,"(U.Seeler 36, Zaczyk 60)[Apr 8]"
29,TSV 1860,3,0,Dortmund,"(Keller 35, Kohlars 48, Lex 75)"
30,Schalke,1,1,Hamburger,(Wüst 81 - G.Dörfel 74)
30,Oberhausen,1,1,RW Essen,(Dausmann 45 - Beer 53)
30,Werder,0,0,Duisburg,
30,B'schweig,2,2,TSV 1860,"(Deppe 11, Gersdorff 55 - Kohlars 7, Denz 23)"
30,Dortmund,3,1,Aachen,"(Wosab 2, Neuberger 13, Weist 21 - C.Walter 39)"
30,K'lautern,1,0,Hertha,(Rehhagel 88)
30,Frankfurt,4,0,Stuttgart,"(Heese 59, 75, 83, Hölzenbein 5)"
30,M'gladbach,2,0,1. FC Köln,"(Sieloff 35, Laumen 50) [18 Netzer (M'gladbach)m/pen]"
30,Bayern,7,2,Hannover,"(G.Müller 10, 13, Beckenbauer 14, Ohlhauser 29,Mrosko 69, Brenninger 73, Roth 75 - Siemensmeyer37 p, Breuer 51)[Apr 14]"
30,Duisburg,1,1,1. FC Köln,(Wißmann 9 - W.Weber 71)
30,Hamburger,2,2,Werder,"(Hellfritz 49, Hönig 89 - A.Schütz 81 p, Höttges 88)[Apr 15]"
30,Bayern,1,0,M'gladbach,(Roth 28)
30,Dortmund,2,1,Frankfurt,"(Wosab 36 p, Neuberger 79 - Nickel 33)"
30,RW Essen,1,1,B'schweig,(Mors 14 - Ulsaß 13 p) [14 Mors (Essen) m/pen]
30,Aachen,1,1,K'lautern,(E.Hoffmann 65 - Fuchs 9)
31,Schalke,2,2,Oberhausen,"(Scheer 57, 76 - Karbowiak 74, Kobluhn 81)"
31,Hamburger,1,3,Bayern,"(Hönig 41 - Mrosko 47, 60, Ohlhauser 72)"
31,Hannover,1,0,M'gladbach,(Siemensmeyer 33)
31,1. FC Köln,1,2,Frankfurt,"(Thelen 18 - Nickel 37, Heese 81)"
31,Stuttgart,2,1,K'lautern,"(Handschuh 27, Olsson 41 - Richter 60)"
31,Hertha,9,1,Dortmund,"(Gayer 3, 26, 45, 49, Horr 1, 21, Brungs 37,T.Wild 65, Bredenfeld 88 - Boduszek 80) [66Kurrat (Dortmund) m/pen]"
31,Aachen,1,1,B'schweig,(Pöhler 19 - Ulsaß 12)
31,TSV 1860,0,1,Werder,(Piontek 11)
31,Duisburg,0,1,RW Essen,(Lippens 31)
32,B'schweig,3,0,Hamburger,"(Gerwien 3, Maas 78, Grzyb 88)"
32,K'lautern,1,1,Schalke,(?)
32,RW Essen,1,0,M'gladbach,(Lippens 79)
32,Werder,1,0,Bayern,"(Görts 68)(sent off: Nerlinger (Bayern, 89))[Apr 22]"
32,Hertha,3,1,Stuttgart,"(T.Wild 20, Ferschl 35, Steffenhagen 60 - Haug 87 p)"
32,Oberhausen,2,0,Duisburg,"(Fröhlich 25, Dausmann 47)"
32,Hannover,5,0,Aachen,"(Siemensmeyer 25, 41, 49 p, Brune 36, 59)"
32,TSV 1860,1,1,Frankfurt,(Kohlars 63 - Huberts 73 p)[Apr 24]
32,RW Essen,1,1,Schalke,(Mors 65 p - Wittkamp 89)[Apr 25]
32,Hamburger,1,0,Hertha,(U.Seeler 87)
32,K'lautern,3,2,1. FC Köln,"(Ackermann 6, Richter 13, Geisert 43 - Löhr 17, 75)[Apr 27]"
32,RW Essen,3,2,Werder,"(Beer 2, Lippens 62, Littek 89 - Görts 23, Lorenz 59)"
33,RW Essen,1,1,K'lautern,(Lippens 23 - Pirrung 25)
33,Duisburg,2,1,TSV 1860,"(Budde 79, Lehmann 83 p - Fischer 33)"
33,Werder,4,1,Aachen,"(Görts 7, 44, 53, Höttges 67 - Tenbruck 56)"
33,B'schweig,1,2,Hertha,"(Grzyb 86 - Horr 61, Brungs 64)"
33,Dortmund,0,0,Stuttgart,
33,Frankfurt,3,3,Hannover,"(Hölzenbein 47, 62, Huberts 89 - Siemensmeyer 41,Brune 52, Bandura 78)"
33,M'gladbach,4,3,Hamburger,"(Laumen 14, Vogts 38, Köppel 45, Bleidick 47 -H-W.Kremer 54, G.Dörfel 69, Fock 85)"
33,Bayern,6,2,Oberhausen,"(G.Müller 1, 4, 10, 53, Roth 26, Brenninger 62 -Dausmann 31, 72)"
34,Schalke,2,2,Bayern,"(Lütkebohmert 73, 85 - G.Müller 58, Ohlhauser 66)"
34,Oberhausen,3,4,M'gladbach,"(Krauthausen 16, 76, Fritsche 65 - Dietrich 8,Laumen 33, Netzer 84, Le Fevre 90)"
