round,home_team,home_score,away_score,away_team,notes
6,Hamburger,3,0,St. Pauli,"(Bäron 45, Schopp 47, Breitenreiter 90)(sent off: Kmetsch (Hamburger, 60))[Sep 17]"
6,Karlsruher,0,2,Stuttgart,"(Berthold 10, Elber 85)(sent off: Ritter (Karlsruher, 78))"
7,Duisburg,3,2,Werder,"(Westerbeek 9, Salou 70, 77 - Wiedener 50,Pfeifenberger 88)"
7,Hansa,2,4,TSV 1860,"(Beinlich 19 p, Studer 23 - Walker 36, März 45 o,Winkler 54, Borimirov 90)[Sep 21]"
7,Bielefeld,0,1,Schalke,(Max 16)
7,Bayern,1,0,Karlsruher,(Zickler 19)
7,Bochum,3,1,Hamburger,"(Baluszynski 17, Mamic 67, Michalke 90 -Breitenreiter 75)"
7,St. Pauli,0,0,1. FC Köln,
7,M'gladbach,5,1,Dortmund,"(Neun 14, Heinrich 22 o, Pettersson 32, Effenberg 49, Juskowiak 63 - Zorc 41)"
7,Stuttgart,0,2,Düsseldorf,"(Juran 83, 86)(sent off: Berthold (Stuttgart, 49))[Sep 22]"
7,Leverkusen,5,3,Freiburg,"(Kirsten 24, Sergio 32, Feldhoff 56 p, Heintze 78,Lehnhoff 85 - Frey 14, Sutter 68, Wassmer 86) [82Decheiver (Freiburg) m/pen](sent off: Kirsten (Leverkusen, 52))"
8,1. FC Köln,2,0,Bochum,"(Vladoiu 55, Oliseh 76 p)"
8,Karlsruher,5,2,Bielefeld,"(Dundee 28, 50, 68, Keller 43, Schroth 59 - Kuntz 79, Gerber 82)[Sep 28]"
8,Hamburger,1,1,Duisburg,"(Spörl 87 - Wohlert 80)(sent off: Gehrke (Duisburg, 85))"
8,Werder,3,0,Bayern,"(Herzog 23 p, 47, Labbadia 70)"
8,Schalke,1,2,Leverkusen,"(de Kock 2 - Meijer 13, Sergio 24)"
8,Freiburg,1,0,Hansa,(Buric 58)
8,TSV 1860,2,5,Stuttgart,"(Winkler 11, Pele 89 - Elber 23, 58, Hagner 25,Soldo 63, Bobic 69)"
8,Düsseldorf,1,0,M'gladbach,(Werner 16 p)[Sep 29]
8,Dortmund,2,1,St. Pauli,"(Möller 36, Kohler 52 - Trulsen 74)(sent off: Zorc (Dortmund, 45))"
9,Bochum,1,0,Dortmund,(Waldoch 63)
9,Stuttgart,4,2,Freiburg,"(Bobic 12, Decheiver 17, 52, T.Schneider 39 - Elber64, 68)(sent off: Verlaat (Stuttgart, 29))"
9,Leverkusen,4,1,Hansa,"(Sergio 45, 49, Feldhoff 57, Meijer 78 - Beinlich 8)(sent off: Hofschneider (Hansa, 45))[Oct 5]"
9,Schalke,0,1,Karlsruher,(Dundee 12)
9,Bielefeld,3,1,Werder,"(Reeb 18, Fuchs 76, Kuntz 90 - Labbadia 68)"
9,Bayern,2,1,Hamburger,"(Zickler 7, Nerlinger 63 - Spörl 55)"
9,Duisburg,3,0,1. FC Köln,"(Emmerling 24, Wohlert 41, Bicanic 89)(sent off: Osthoff (Duisburg, 72))"
9,St. Pauli,3,0,Düsseldorf,"(Stanislawski 20, Pröpper 88, 90)"
9,M'gladbach,1,0,TSV 1860,(Villa 83) [83 Kastenmaier (M'gladbach) m/pen]
10,Freiburg,1,0,M'gladbach,"(Spanring 65)(sent off: Rath (Freiburg, 21))"
10,TSV 1860,4,2,St. Pauli,"(Winkler 25, Borimirov 68, Jeremies 73, Walker 76 -Scharping 64, Stanislawski 81)[Oct 12]"
10,1. FC Köln,2,4,Bayern,"(Hauptmann 59, Polster 77 p - Klinsmann 35, 68,Scholl 56 p, Witeczek 90)"
10,Hamburger,2,2,Bielefeld,"(Breitenreiter 6, Bäron 37 - Meißner 57,Breitkreutz 61 p)(sent off: Gerber (Bielefeld, 74))"
10,Werder,3,0,Schalke,"(Herzog 34, M.Bode 59, 00) [34 Herzog (Werder) m/pen](sent off: Mulder (Schalke, 73))"
10,Karlsruher,1,1,Leverkusen,(Tarnat 4 - Feldhoff 74)
10,Hansa,2,2,Stuttgart,"(Akpoborie 74, Baumgart 90 - Bobic 25, Balakov 38)"
10,Dortmund,2,0,Duisburg,"(Tretschok 50, Kirovski 77)(sent off: Westerbeek (Duisburg, 76))[Oct 13]"
10,Düsseldorf,2,2,Bochum,"(Seeliger 17, Glavas 22 p - Közle 51, 75)(sent off: Stickroth (Bochum, 22))"
11,Bochum,2,2,TSV 1860,"(Gudjonsson 61, Reis 67 - Winkler 25, Walker 65)(sent off: Trares (TSV, 44))"
11,Leverkusen,0,0,Stuttgart[Oct 19],
11,Karlsruher,1,3,Werder,"(Häßler 43 - Pfeifenberger 63, Labbadia 77,Herzog 80)"
11,Schalke,2,0,Hamburger,"(Wilmots 28, Dooley 66)"
11,Bielefeld,1,4,1. FC Köln,"(Breitkreutz 53 - Polster 19, Schmidt 49, Vladoiu 75,Gaißmayer 89)(sent off: Molata (Bielefed, 84))"
11,Duisburg,0,0,Düsseldorf,
11,St. Pauli,2,0,Freiburg,"(Pisarew 22, Driller 79)"
11,M'gladbach,2,0,Hansa,"(Kastenmaier 57, Villa 70)[Oct 20]"
11,Bayern,0,0,Dortmund,
12,Werder,1,1,Leverkusen,(Herzog 32 p - Feldhoff 70)
12,Hansa,3,1,St. Pauli,"(Beinlich 32, Lange 35, Baumgart 38 - Pisarew 59][57 Beinlich (Hansa) m/pen][Oct 26]"
12,1. FC Köln,3,1,Schalke,"(Vladoiu 31, 68, Baumann 64 - Wilmots 48)"
12,Hamburger,2,0,Karlsruher,"(Schopp 37, Ivanauskas 88)"
12,Stuttgart,5,0,M'gladbach,"(Bobic 3, 77, 85, Elber 55, Balakov 68 p)"
12,TSV 1860,1,1,Duisburg,(Jeremies 15 - Nijhuis 33)
12,Düsseldorf,0,2,Bayern,"(Hamann 38, Scholl 83)"
12,Dortmund,5,0,Bielefeld,"(Julio Cesar 10, 45, Herrlich 54, Tretschok 77,Chapuisat 82)[Oct 27]"
12,Freiburg,0,1,Bochum,"(Peschel 9) [6 Decheiver (Freiburg) m/pen](sent off: Rath (Freiburg, 48))"
13,Bayern,1,1,TSV 1860,"(Babbel 34 - Nowak 55) [79 Matthäus (Bayern) m/pen](sent off: Jeremies (TSV, 58))"
13,Bochum,1,0,Hansa,(Peschel 58)[Nov 2]
13,Werder,0,0,Hamburger,
13,Schalke,1,3,Dortmund,"(Max 58 - Herrlich 15, Chapuisat 62, 64)(sent off: Nemec (Schalke, 36))"
13,Bielefeld,1,0,Düsseldorf,(Breitkreutz 64)
13,Duisburg,1,4,Freiburg,"(Marin 68 p - Wassmer 35, 70, 72, Sutter 76) [76Sutter (Freiburg) m/pen]"
13,St. Pauli,2,1,Stuttgart,"(Springer 12, Balakov 30 p, Springer 71)"
13,Leverkusen,3,0,M'gladbach,"(Kovac 56, Lehnhoff 72, Sergio 77)(sent off: Nowotny (Leverkusen, 25))[Nov 3]"
13,Karlsruher,4,1,1. FC Köln,"(Reich 17, Fink 49, Wück 56, Keller 90 -D.Schuster 30 o)"
14,1. FC Köln,4,1,Werder,"(Andersen 27, Polster 64, 77, Munteanu 83 -M.Bode 89)"
14,M'gladbach,0,0,St. Pauli[Nov 16],
14,Hamburger,0,2,Leverkusen,"(Kirsten 52, 82)"
14,Stuttgart,3,1,Bochum,"(Elber 15, Hagner 24, Poschner 31 - Közle 19)"
14,Freiburg,0,0,Bayern,
14,TSV 1860,1,3,Bielefeld,"(Heldt 26 - Molata 40, Kuntz 55, Reina 90)"
14,Düsseldorf,1,3,Schalke,"(Werner 32 p - Wilmots 5, Dooley 43, Max 81) [51Werner (Düsseldorf) m/pen]"
14,Dortmund,1,1,Karlsruher,(Reinhardt 45 - Dundee 25)[Nov 17]
14,Hansa,0,1,Duisburg,(Salou 82)
15,Karlsruher,2,0,Düsseldorf,"(Keller 64, Dundee 78)"
15,Bochum,2,0,M'gladbach,"(Donkov 16, Közle 55)[Nov 23]"
15,1. FC Köln,2,2,Hamburger,"(Polster 3, Gaißmayer 84 - Salihamidzic 5,Kmetsch 24)(sent off: Ananjew (Köln, 90))"
15,Werder,0,4,Dortmund,"(Chapuisat 30, Herrlich 35, 39, Pfeifenberger 63 o)"
15,Schalke,4,1,TSV 1860,"(Mulder 15, Wilmots 38, Anderbrügge 72 p, Max 76 -Winkler 45)"
15,Bielefeld,2,0,Freiburg,"(Kuntz 2, Reina 73)"
15,Bayern,2,1,Hansa,"(Basler 31 p, 43 - Akpoborie 63)"
15,St. Pauli,3,1,Leverkusen,"(Trulsen 7, Driller 15, Wörns 79 o - Sergio 87)[Nov 24]"
15,Duisburg,3,1,Stuttgart,"(Osthoff 7, Vana 49, Zeyer 78 - Elber 1)"
16,Dortmund,1,1,Hamburger,(Ricken 23 - Bäron 79)[Nov 30]
16,M'gladbach,0,1,Duisburg,(Marin 84)
16,Hansa,3,1,Bielefeld,"(Akpoborie 14, 55, Beinlich 57 p - Reeb 30)"
16,Freiburg,2,3,Schalke,"(Sutter 17, Wilmots 46 o - Anderbrügge 45,Max 82, 87)"
16,TSV 1860,1,1,Karlsruher,(Winkler 54 - Dundee 53)
16,Düsseldorf,4,1,Werder,"(Bach 8, Juran 23, 66, Nielsen 89 -Pfeifenberger 61) [17 Herzog (Werder) m/pen]"
16,Leverkusen,4,2,1. FC Köln,"(Happe 48, Kirsten 61, Sergio 66, Andersen 82 - Baumann 86 o, Vladoiu 88)[Dec 1]"
16,Stuttgart,1,1,Bayern,"(Verlaat 80 - Basler 7 p)(sent off: Poschner (Stuttgart, 81))"
17,Werder,1,1,TSV 1860,(M.Bode 85 - Borimirov 8)
17,Karlsruher,3,0,Freiburg,"(Reich 29, Carl 44, Dundee 69 p)"
17,Schalke,2,0,Hansa,"(Mulder 2, 27)"
17,Bochum,2,2,Leverkusen,"(Stickroth 30 p, Wosz 89 - Kirsten 18, Ramelow 56)(sent off: Kracht (Bochum, 66))[Dec 7]"
17,1. FC Köln,1,3,Dortmund,"(Zorc 72 - Vladoiu 45, Herrlich 69, 86)"
17,Hamburger,2,1,Düsseldorf,"(Salihamidzic 56, Bäron 70 - Seeliger 13)"
17,Bielefeld,2,0,Stuttgart,"(Breitkreutz 19, Reina 68)"
17,Bayern,1,0,M'gladbach,(Klinsmann 51)
17,Duisburg,1,0,St. Pauli,(Skoog 87)
18,1. FC Köln,2,0,Düsseldorf,"(Polster 45, Bach 84 o)"
18,Dortmund,3,1,Leverkusen,"(Möller 17, 89, Chapuisat 46 - Sergio 7)[Feb 15]"
18,Hamburger,2,3,TSV 1860,"(Cardoso 57, Spörl 75 p - Borimirov 68, 84,Winkler 70 p)"
18,Werder,1,0,Freiburg,"(Herzog 80 p)(sent off: Sternkopf (Werder, 79))"
18,Karlsruher,1,1,Hansa,"(Dundee 36 p - Barbarez 89)(sent off: Zallmann (Hansa, 68))"
18,Schalke,1,0,Stuttgart,(Wilmots 39)
18,Bayern,3,0,St. Pauli,"(Klinsmann 28, Helmer 53, Klinsmann 75)"
18,Duisburg,1,1,Bochum,"(Marin 22 p - Wosz 45)(sent off: Gudjonsson (Bochum, 21))[Feb 16]"
18,Bielefeld,0,2,M'gladbach,"(Juskowiak 39, 90)"
19,St. Pauli,2,3,Bielefeld,"(Pröpper 11, Scharping 77 - Reina 34, J.Bode 44,Kuntz 58)"
19,Freiburg,0,4,Hamburger,"(Kmetsch 32, Spörl 45, Salihamidzic 75, Bäron 81)[39 Decheiver (Freiburg) m/pen]"
19,Düsseldorf,2,0,Dortmund,"(Juran 46, Dobrowolski 59)[Feb 22]"
19,Bochum,1,1,Bayern,(Kracht 55 - Klinsmann 66)
19,M'gladbach,0,0,Schalke,
19,Stuttgart,1,0,Karlsruher,"(Bobic 90)(sent off: Elber (Stuttgart, 90))"
19,Hansa,0,1,Werder,"(Todt 6)(sent off: Eilts (Werder, 26))"
19,TSV 1860,2,1,1. FC Köln,"(Trares 52, Winkler 84 - Munteanu 90)"
19,Leverkusen,1,0,Duisburg,(Wörns 36)
20,Schalke,0,0,St. Pauli,"(sent off: Bochtler (St. Pauli, 86))"
20,Bielefeld,3,1,Bochum,"(Meißner 43, 45, Maul 71 - Wosz 84)(sent off: Kracht (Bochum, 66))[Mar 1]"
20,1. FC Köln,1,0,Freiburg,"(Gaißmayer 76)(sent off: Vladoiu (Köln, 69))"
20,Werder,2,2,Stuttgart,"(Herzog 5 p, 12 - Bobic 10, T.Schneider 86)(sent off: Pfeifenberger (Werder, 61))"
20,Karlsruher,1,1,M'gladbach,(Häßler 80 - Juskowiak 62)
20,Bayern,5,2,Duisburg,"(Basler 3, Klinsmann 26, Ziege 48, 59, Reiter 53 o -Nijhuis 72, 83) [62 Basler (Bayern) m/pen]"
20,Düsseldorf,0,0,Leverkusen,
20,Dortmund,4,1,TSV 1860,"(Riedle 22, Sousa 34, Chapuisat 45 p, Kohler 50 -Borimirov 41)[Mar 2]"
20,Hamburger,1,1,Hansa,(Spörl 20 p - Akpoborie 62)
21,Hansa,0,0,1. FC Köln,"(sent off: Bräutigam (Hansa, 8))"
21,Bochum,0,1,Schalke,(Eigenrauch 70)[Mar 8]
21,Duisburg,0,0,Bielefeld,
21,St. Pauli,2,4,Karlsruher,"(Scharping 14, Eigner 20 - Kirjakow 3, D.Schuster 43,Schroth 83, Carl 88)"
21,M'gladbach,4,1,Werder,"(Dahlin 29, Juskowiak 53, 55, Pettersson 90 -Labbadia 75)"
21,Stuttgart,4,1,Hamburger,"(Elber 3, 70, Verlaat 35, Bobic 37 - Hartmann 9)"
21,Freiburg,1,2,Dortmund,"(Wassmer 24 - Tanko 26, Zorc 86 p)"
21,TSV 1860,3,0,Düsseldorf,"(Bender 52, Cerny 85, Winkler 90)[Mar 9]"
21,Leverkusen,5,2,Bayern,"(Sergio 3, Rydlewicz 37, Feldhoff 43, 80, 84 -Nerlinger 64, Basler 71)"
22,Hamburger,2,1,M'gladbach,"(Salihamidzic 56, 74 - Lupescu 89 p)"
22,Karlsruher,2,3,Bochum,"(Kirjakow 9, Fink 47 - Közle 2, Stickroth 35,Donkov 57)"
22,Schalke,4,0,Duisburg,"(Anderbrügge 5, Emmerling 66 o, Max 72, Linke 90)[43 Anderbrügge (Schalke) m/pen]"
22,1. FC Köln,1,5,Stuttgart,"(Steinmann 20 - Bobic 21, 33, 86, Elber 57,Lisztes 89)(sent off: Kostner (Köln, 67))[Mar 12]"
22,Werder,2,1,St. Pauli,"(Brand 37, Scholz 51 - Scherz 18)"
22,TSV 1860,3,0,Leverkusen,"(Cerny 23, Winkler 41, 54) [90 Wörns (Leverkusen)m/pen]"
22,Düsseldorf,2,1,Freiburg,"(Younga-Nouhani 40, 62 - Rath 90 p)(sent off: Juran (68))"
22,Dortmund,3,0,Hansa,"(Riedle 59, 74, Chapuisat 68)"
22,Bielefeld,2,0,Bayern,"(Kuntz 11, 29)"
23,Duisburg,2,2,Karlsruher,"(Salou 72, Nijhuis 74 - Carl 12, Kirjakow 38)"
23,St. Pauli,2,2,Hamburger,"(Pisarew 80, Scharping 90 - Breitenreiter 11,Kmetsch 85)(sent off: Fischer (Hamburger, 41))[Mar 15]"
23,Bayern,3,0,Schalke,"(Helmer 13, Nerlinger 87, Klinsmann 90)"
23,M'gladbach,2,1,1. FC Köln,"(Lupescu 68 p, Wynhoff 76 - Polster 49 p)"
23,Stuttgart,4,1,Dortmund,"(Balakov 44 p, Verlaat 45, Elber 82, Soldo 84 -Reuter 8)"
23,Hansa,3,1,Düsseldorf,"(Beinlich 4, Akpoborie 39, Studer 43 - Mehlhorn 30)"
23,Freiburg,2,2,TSV 1860,"(Buric 50, Heidenreich 68 - Winkler 23, 31)"
23,Leverkusen,1,0,Bielefeld,"(Meijer 86) (sent off: Fuchs (Bielefeld, 81))[Mar 16]"
23,Bochum,3,2,Werder,"(Donkov 38, Gülünoglu 53, Michalke 72 - van Lent 75,Herzog 85)"
24,Werder,0,2,Duisburg,"(Zeyer 40, Salou 52)"
24,Düsseldorf,0,4,Stuttgart,"(Balakov 48, Hagner 56, Bobic 64, Elber 88)[Mar 22]"
24,1. FC Köln,0,1,St. Pauli,(Pisarew 27)
24,Hamburger,2,2,Bochum,"(Salihamidzic 29, Breitenreiter 90 - Donkov 25,Reis 75)(sent off: Waldoch (Bochum, 57))"
24,Schalke,0,0,Bielefeld,
24,Freiburg,1,2,Leverkusen,"(N.Kovac 51 o - Kirsten 57 p, Sergio 61)(sent off: Freund (Freiburg, 56))"
24,TSV 1860,2,0,Hansa,"(Winkler 65, Cerny 71) [3 Winkler (TSV) m/pen]"
24,Dortmund,1,3,M'gladbach,"(Heinrich 82 - Dahlin 1, Juskowiak 72, Pettersson 90)[52 Reuter (Dortmund) m/pen](sent off: Fournier (M'gladbach, 41))[Mar 23]"
24,Karlsruher,0,2,Bayern,"(Zickler 30, 90)"
25,Duisburg,1,1,Hamburger,"(Vana 53 - Ivanauskas 54)(sent off: Wojtala (Hamburger, 36))"
25,Bochum,2,2,1. FC Köln,"(Stickroth 16 p, Schreiber 76 - Hauptmann 45,Polster 53 p)(sent off: Hauptmann (Köln, 87))"
25,St. Pauli,0,1,Dortmund,(Möller 69)
25,Stuttgart,1,1,TSV 1860,"(Balakov 13 p - Posch 7 o)(sent off: Elber (Stuttgart, 78))[Mar 29]"
25,Bielefeld,1,2,Karlsruher,"(Reina 57 - Fink 70, Carl 90)(sent off: Schroth (Karlsruher, 56))"
25,Bayern,1,0,Werder,(Zickler 1)
25,M'gladbach,2,0,Düsseldorf,"(Lupescu 43 p, Pettersson 87)"
25,Hansa,3,1,Freiburg,"(Baumgart 3, Beinlich 40, Studer 49 - U.Spies 16)"
25,Leverkusen,2,0,Schalke,"(Kirsten 63, Meijer 86)"
26,1. FC Köln,2,5,Duisburg,"(Andersen 8, Braun 22 - B.Schmidt 42 o, Marin 61, Salou 68, Wolters 72, Steffen 86)"
26,TSV 1860,3,0,M'gladbach,"(Effenberg 53 o, Borimirov 54, Bender 59)(sent off: Paßlack (M'gladbach, 31))[Apr 5]"
26,Hamburger,0,3,Bayern,"(Klinsmann 16, Basler 43, Helmer 64) (sent off: Spörl (19))"
26,Werder,2,1,Bielefeld,"(Reeb 11, Herzog 17, Bode 68)"
26,Karlsruher,0,0,Schalke,()
26,Hansa,1,0,Leverkusen,(Micevski 75)
26,Düsseldorf,2,0,St. Pauli,"(Katemann 32, Seeliger 72) (sent off: Trulsen (85))"
26,Dortmund,2,0,Bochum,"(Chapuisat 33, 72 p)(sent off: Sammer (Dortmund, 85))[Apr 6]"
26,Freiburg,1,1,Stuttgart,(Wassmer 66 - Gilewicz 64)[Apr 9]
26,St. Pauli,2,1,Bochum,"(Emerson 6, Scharping 8 - Kracht 75)"
27,Bielefeld,1,1,Hamburger,(Reina 13 - Salihamidzic 25)
27,Leverkusen,3,1,Karlsruher,"(Kirsten 22, Meijer 66, Sergio 90 - Dundee 33)[Apr 12]"
27,Schalke,1,1,Werder,(Latal 21 - M.Bode 59)
27,Bayern,3,2,1. FC Köln,"(Babbel 43, Klinsmann 51, Rizzitelli 59 - Scherr 79,Zdebel 89)(sent off: Oliseh (Köln, 86))"
27,Duisburg,3,2,Dortmund,"(Salou 8, Marin 47, Zeyer 86 p - Ricken 60,Zorc 88 p)(sent off: Wohlert (Duisburg, 52))"
27,St. Pauli,0,0,TSV 1860,
27,M'gladbach,4,3,Freiburg,"(Dahlin 3, 23, Lupescu 50, Pflipsen 57 - Hoersen22 o, U.Spies 31, Wassmer 88)"
27,Stuttgart,5,1,Hansa,"(Bobic 3x, Balakov 48, 50, Elber 71, Haber 76 -Yasser 87)[Apr 13]"
27,Bochum,3,1,Düsseldorf,"(Katemann 21 o, Michalke 25, Donkov 45 - Fach 69)"
28,Hansa,1,0,M'gladbach,(Akpoborie 42)
28,Düsseldorf,1,1,Duisburg,(Istenic 64 - Marin 45)[Apr 19]
28,1. FC Köln,2,5,Bielefeld,"(Polster 48, Andersen 64 - Kuntz 5, 53, Maul 17,Maas 37, Reina 74)"
28,Hamburger,1,0,Schalke,(Kmetsch 29)
28,Werder,1,0,Karlsruher,"(van Lent 48)(sent off: Hengen (Werder, 90))"
28,Freiburg,4,0,St. Pauli,"(Kohl 3, Heidenreich 7, Thomforde 58 o, Jurcevic 68)"
28,TSV 1860,0,1,Bochum,"(Donkov 20)(sent off: Walker (TSV, 37))"
28,Dortmund,1,1,Bayern,(Riedle 2 - Rizzitelli 3)[Apr 20]
28,Stuttgart,1,2,Leverkusen,"(Berthold 75 - Sergio 42, Kirsten 68)"
29,St. Pauli,0,1,Hansa,(Baumgart 60)[Apr 25]
29,Duisburg,2,3,TSV 1860,"(Salou 15, Skoog 78 - Nowak 64, Heldt 67 p,Trares 79)"
29,Leverkusen,2,1,Werder,"(Kirsten 23, 64 p - Skripnik 76 p)(sent off: Lellek (Werder, 31))[Apr 26]"
29,Karlsruher,3,1,Hamburger,"(Schroth 10, 13, Keller 89 - Schopp 4)[24 Dundee (Karlsruher) m/pen]"
29,Schalke,1,1,1. FC Köln,(Büskens 20 - Kohn 69)
29,Bielefeld,2,0,Dortmund,"(Reina 5, Breitkreutz 40)"
29,Bayern,5,0,Düsseldorf,"(Nerlinger 6, Basler 35, Rizzitelli 38, Zickler 45,Matthäus 52)"
29,Bochum,3,2,Freiburg,"(Wosz 6, 77, Gülünoglu 60 - Sundermann 21,U.Spies 53)"
29,M'gladbach,0,1,Stuttgart,(Ristic 90)
30,Hansa,0,0,Bochum,
30,Düsseldorf,1,2,Bielefeld,"(Dobrowolski 40 - Reina 70, Kuntz 78)(sent off: Judt (Düsseldorf, 75))[May 3]"
30,1. FC Köln,4,1,Karlsruher,"(Oliseh 19, Braun 50, Polster 68, 77 - Dundee 3)"
30,Hamburger,3,2,Werder,"(Cardoso 6, Spörl 19, Mason 61 - Kovacevic 77 o,M.Bode 90)"
30,M'gladbach,2,2,Leverkusen,"(Pettersson 65, Dahlin 90 - N.Kovac 1, Kirsten 42)"
30,Stuttgart,3,0,St. Pauli,"(Buck 54, Balakov 81, Elber 89)(sent off: Scherz (St. Pauli, 68))"
30,Freiburg,2,0,Duisburg,"(Frontzeck 53 p, Guezmir 85)"
30,Dortmund,1,0,Schalke,(Zorc 84)[May 4]
30,TSV 1860,3,3,Bayern,"(Heldt 15, 18, Böhme 82 - Klinsmann 45, Scholl 57,Jancker 88) [18 Heldt (TSV) m/pen](sent off: Ziege (Bayern, 71))"
31,Duisburg,0,1,Hansa,(Beinlich 11)
31,Werder,3,2,1. FC Köln,"(van Lent 30 p, 33, 89 - van Lent 9 o, Polster 43 p)[May 10]"
31,Karlsruher,1,1,Dortmund,(Wück 41 - Heinrich 86)
